Orthogroup	Syaf	Prbi
OG0001082	Syaf.g_02143	Prbi.g_00659
OG0001083	Syaf.g_02136	Prbi.g_00664
OG0001084	Syaf.g_02135	Prbi.g_00665
OG0001085	Syaf.g_02125	Prbi.g_00673
OG0001086	Syaf.g_02123	Prbi.g_00674
OG0001087	Syaf.g_01482	Prbi.g_00691
OG0001088	Syaf.g_01478	Prbi.g_00692
OG0001089	Syaf.g_01453	Prbi.g_00700
OG0001090	Syaf.g_01981	Prbi.g_00746
OG0001091	Syaf.g_01979	Prbi.g_00748
OG0001092	Syaf.g_01977	Prbi.g_00749
OG0001093	Syaf.g_01971	Prbi.g_00754
OG0001094	Syaf.g_02055	Prbi.g_00841
OG0001095	Syaf.g_02034	Prbi.g_00860
OG0001096	Syaf.g_02018	Prbi.g_00873
OG0001097	Syaf.g_01373	Prbi.g_00892
OG0001098	Syaf.g_01743	Prbi.g_00907
OG0001099	Syaf.g_00881	Prbi.g_00939
OG0001100	Syaf.g_02110	Prbi.g_00943
OG0001101	Syaf.g_02109	Prbi.g_00945
OG0001102	Syaf.g_02106	Prbi.g_00948
OG0001103	Syaf.g_02104	Prbi.g_00950
OG0001104	Syaf.g_02071	Prbi.g_00972
OG0001105	Syaf.g_02067	Prbi.g_00976
OG0001106	Syaf.g_01847	Prbi.g_01000
OG0001107	Syaf.g_01859	Prbi.g_01007
OG0001108	Syaf.g_01868	Prbi.g_01011
OG0001109	Syaf.g_01877	Prbi.g_01012
OG0001110	Syaf.g_01879	Prbi.g_01014
OG0001111	Syaf.g_01881	Prbi.g_01015
OG0001112	Syaf.g_01883	Prbi.g_01016
OG0001113	Syaf.g_01884	Prbi.g_01017
OG0001114	Syaf.g_01885	Prbi.g_01018
OG0001115	Syaf.g_01889	Prbi.g_01020
OG0001116	Syaf.g_01891	Prbi.g_01021
OG0001117	Syaf.g_01892	Prbi.g_01022
OG0001118	Syaf.g_01893	Prbi.g_01023
OG0001119	Syaf.g_01895	Prbi.g_01024
OG0001120	Syaf.g_01899	Prbi.g_01026
OG0001122	Syaf.g_01927	Prbi.g_01058
OG0001123	Syaf.g_01934	Prbi.g_01062
OG0001124	Syaf.g_01936	Prbi.g_01064
OG0001125	Syaf.g_01938	Prbi.g_01065
OG0001126	Syaf.g_01409	Prbi.g_01075
OG0001127	Syaf.g_01410	Prbi.g_01076
OG0001128	Syaf.g_01413	Prbi.g_01078
OG0001129	Syaf.g_01415	Prbi.g_01079
OG0001130	Syaf.g_01416	Prbi.g_01080
OG0001131	Syaf.g_02090	Prbi.g_01117
OG0001132	Syaf.g_01722	Prbi.g_01127
OG0001133	Syaf.g_02334	Prbi.g_01161
OG0001134	Syaf.g_01616	Prbi.g_01174
OG0001135	Syaf.g_01618	Prbi.g_01177
OG0001136	Syaf.g_01286	Prbi.g_01204
OG0001137	Syaf.g_01306	Prbi.g_01215
OG0001138	Syaf.g_01596	Prbi.g_01233
OG0001139	Syaf.g_01594	Prbi.g_01234
OG0001140	Syaf.g_01593	Prbi.g_01235
OG0001141	Syaf.g_01592	Prbi.g_01236
OG0001142	Syaf.g_01591	Prbi.g_01237
OG0001143	Syaf.g_01583	Prbi.g_01244
OG0001144	Syaf.g_01573	Prbi.g_01249
OG0001145	Syaf.g_01267	Prbi.g_01383
OG0001146	Syaf.g_01248	Prbi.g_01395
OG0001147	Syaf.g_02489	Prbi.g_01425
OG0001148	Syaf.g_02735	Prbi.g_01441
OG0001149	Syaf.g_02736	Prbi.g_01442
OG0001150	Syaf.g_02737	Prbi.g_01443
OG0001151	Syaf.g_02750	Prbi.g_01454
OG0001152	Syaf.g_02751	Prbi.g_01455
OG0001153	Syaf.g_02463	Prbi.g_01622
OG0001154	Syaf.g_02464	Prbi.g_01623
OG0001155	Syaf.g_01107	Prbi.g_01635
OG0001156	Syaf.g_01104	Prbi.g_01638
OG0001157	Syaf.g_01103	Prbi.g_01639
OG0001158	Syaf.g_01102	Prbi.g_01640
OG0001159	Syaf.g_01101	Prbi.g_01641
OG0001160	Syaf.g_01058	Prbi.g_01665
OG0001161	Syaf.g_00617	Prbi.g_01678
OG0001162	Syaf.g_02015	Prbi.g_01689
OG0001163	Syaf.g_01050	Prbi.g_01779
OG0001164	Syaf.g_01044	Prbi.g_01783
OG0001166	Syaf.g_01010	Prbi.g_01806
OG0001167	Syaf.g_01182	Prbi.g_01823
OG0001168	Syaf.g_01180	Prbi.g_01825
OG0001169	Syaf.g_01178	Prbi.g_01827
OG0001170	Syaf.g_01176	Prbi.g_01829
OG0001171	Syaf.g_01166	Prbi.g_01838
OG0001172	Syaf.g_00173	Prbi.g_01851
OG0001173	Syaf.g_00172	Prbi.g_01852
OG0001174	Syaf.g_00164	Prbi.g_01860
OG0001175	Syaf.g_00163	Prbi.g_01861
OG0001176	Syaf.g_00142	Prbi.g_01869
OG0001177	Syaf.g_00144	Prbi.g_01872
OG0001178	Syaf.g_01028	Prbi.g_01877
OG0001179	Syaf.g_00112	Prbi.g_01922
OG0001180	Syaf.g_00087	Prbi.g_01944
OG0001181	Syaf.g_00083	Prbi.g_01948
OG0001182	Syaf.g_00074	Prbi.g_01955
OG0001184	Syaf.g_00360	Prbi.g_01975
OG0001185	Syaf.g_00382	Prbi.g_01989
OG0001186	Syaf.g_00418	Prbi.g_02012
OG0001187	Syaf.g_00422	Prbi.g_02028
OG0001188	Syaf.g_00425	Prbi.g_02031
OG0001189	Syaf.g_00441	Prbi.g_02048
OG0001190	Syaf.g_00646	Prbi.g_02052
OG0001191	Syaf.g_00635	Prbi.g_02062
OG0001192	Syaf.g_00630	Prbi.g_02067
OG0001193	Syaf.g_00596	Prbi.g_02077
OG0001194	Syaf.g_00594	Prbi.g_02078
OG0001195	Syaf.g_00593	Prbi.g_02079
OG0001196	Syaf.g_00519	Prbi.g_02092
OG0001197	Syaf.g_00517	Prbi.g_02093
OG0001198	Syaf.g_00501	Prbi.g_02100
OG0001199	Syaf.g_00957	Prbi.g_00081
OG0001200	Syaf.g_00955	Prbi.g_00083
OG0001201	Syaf.g_00902	Prbi.g_00115
OG0001202	Syaf.g_00764	Prbi.g_00223
OG0001203	Syaf.g_02785	Prbi.g_00262
OG0001204	Syaf.g_00185	Prbi.g_00267
OG0001205	Syaf.g_01229	Prbi.g_00446
OG0001206	Syaf.g_02530	Prbi.g_00464
OG0001207	Syaf.g_02732	Prbi.g_00480
OG0001208	Syaf.g_02719	Prbi.g_00485
OG0001209	Syaf.g_02651	Prbi.g_00538
OG0001210	Syaf.g_02642	Prbi.g_00543
OG0001211	Syaf.g_02623	Prbi.g_00553
OG0001212	Syaf.g_02563	Prbi.g_00598
OG0001213	Syaf.g_02324	Prbi.g_00631
OG0001214	Syaf.g_02308	Prbi.g_00640
OG0001215	Syaf.g_01477	Prbi.g_00693
OG0001216	Syaf.g_01980	Prbi.g_00747
OG0001217	Syaf.g_02237	Prbi.g_00792
OG0001218	Syaf.g_02473	Prbi.g_00800
OG0001219	Syaf.g_01796	Prbi.g_00835
OG0001220	Syaf.g_01335	Prbi.g_00899
OG0001221	Syaf.g_02087	Prbi.g_00962
OG0001222	Syaf.g_01848	Prbi.g_01001
OG0001223	Syaf.g_01902	Prbi.g_01027
OG0001224	Syaf.g_01438	Prbi.g_01082
OG0001225	Syaf.g_01440	Prbi.g_01084
OG0001226	Syaf.g_02262	Prbi.g_01111
OG0001227	Syaf.g_00614	Prbi.g_01130
OG0001228	Syaf.g_01223	Prbi.g_01252
OG0001229	Syaf.g_01464	Prbi.g_01437
OG0001230	Syaf.g_02404	Prbi.g_01581
OG0001231	Syaf.g_00481	Prbi.g_01687
OG0001232	Syaf.g_01000	Prbi.g_01810
OG0001234	Syaf.g_00159	Prbi.g_01864
OG0001235	Syaf.g_00150	Prbi.g_01874
OG0001236	Syaf.g_00357	Prbi.g_01972
OG0001237	Syaf.g_00362	Prbi.g_01976
OG0001238	Syaf.g_00634	Prbi.g_02063
OG0001239	Syaf.g_00960	Prbi.g_00078
OG0001240	Syaf.g_00919	Prbi.g_00100
OG0001241	Syaf.g_00909	Prbi.g_00108
OG0001242	Syaf.g_00874	Prbi.g_00127
OG0001243	Syaf.g_00867	Prbi.g_00133
OG0001244	Syaf.g_00836	Prbi.g_00149
OG0001246	Syaf.g_02693	Prbi.g_00507
OG0001247	Syaf.g_02004	Prbi.g_00686
OG0001248	Syaf.g_02012	Prbi.g_00688
OG0001250	Syaf.g_01377	Prbi.g_00888
OG0001251	Syaf.g_00588	Prbi.g_00935
OG0001252	Syaf.g_01412	Prbi.g_01077
OG0001254	Syaf.g_01617	Prbi.g_01176
OG0001255	Syaf.g_01070	Prbi.g_01191
OG0001256	Syaf.g_01051	Prbi.g_01680
OG0001257	Syaf.g_02534	Prbi.g_01686
OG0001258	Syaf.g_01041	Prbi.g_01784
OG0001259	Syaf.g_01177	Prbi.g_01828
OG0001260	Syaf.g_01155	Prbi.g_01844
OG0001261	Syaf.g_00103	Prbi.g_01930
OG0001262	Syaf.g_00439	Prbi.g_02046
OG0001263	Syaf.g_00864	Prbi.g_00136
OG0001265	Syaf.g_00876	Prbi.g_00126
OG0001266	Syaf.g_00760	Prbi.g_00227
OG0001267	Syaf.g_00244	Prbi.g_00304
OG0001268	Syaf.g_00017	Prbi.g_00363
OG0001269	Syaf.g_01653	Prbi.g_00383
OG0001270	Syaf.g_01210	Prbi.g_00435
OG0001271	Syaf.g_02501	Prbi.g_00475
OG0001272	Syaf.g_02715	Prbi.g_00489
OG0001273	Syaf.g_02315	Prbi.g_00634
OG0001274	Syaf.g_00707	Prbi.g_00707
OG0001275	Syaf.g_01917	Prbi.g_01037
OG0001276	Syaf.g_01933	Prbi.g_01061
OG0001277	Syaf.g_00533	Prbi.g_01119
OG0001278	Syaf.g_01562	Prbi.g_01257
OG0001279	Syaf.g_02385	Prbi.g_01332
OG0001280	Syaf.g_01257	Prbi.g_01390
OG0001281	Syaf.g_01247	Prbi.g_01396
OG0001282	Syaf.g_02734	Prbi.g_01440
OG0001283	Syaf.g_00524, Syaf.g_02414	Prbi.g_01459
OG0001284	Syaf.g_01073	Prbi.g_01660
OG0001285	Syaf.g_00568	Prbi.g_01813
OG0001286	Syaf.g_00089	Prbi.g_01942
OG0001287	Syaf.g_00390	Prbi.g_01996
OG0001288	Syaf.g_00408	Prbi.g_02005
OG0001289	Syaf.g_00935	Prbi.g_00094
OG0001290	Syaf.g_00910	Prbi.g_00107
OG0001291	Syaf.g_00853	Prbi.g_00143
OG0001292	Syaf.g_00191	Prbi.g_00272
OG0001293	Syaf.g_00217	Prbi.g_00285
OG0001294	Syaf.g_02124	Prbi.g_00402
OG0001295	Syaf.g_02637	Prbi.g_00469
OG0001296	Syaf.g_02687	Prbi.g_00512
OG0001297	Syaf.g_02683	Prbi.g_00517
OG0001298	Syaf.g_02584	Prbi.g_00579
OG0001299	Syaf.g_02130	Prbi.g_00669
OG0001300	Syaf.g_01468	Prbi.g_00696
OG0001301	Syaf.g_01454	Prbi.g_00699
OG0001302	Syaf.g_02279	Prbi.g_00834
OG0001303	Syaf.g_01798	Prbi.g_01041
OG0001304	Syaf.g_01950	Prbi.g_01071
OG0001305	Syaf.g_01448	Prbi.g_01090
OG0001306	Syaf.g_01272	Prbi.g_01193
OG0001307	Syaf.g_01638	Prbi.g_01422
OG0001308	Syaf.g_02427	Prbi.g_01601
OG0001309	Syaf.g_02678	Prbi.g_01684
OG0001310	Syaf.g_01018	Prbi.g_01799
OG0001311	Syaf.g_01935	Prbi.g_01063
OG0001312	Syaf.g_01809	Prbi.g_00990
OG0001314	Syaf.g_01531, Syaf.g_01991, Syaf.g_02275	Prbi.g_00723, Prbi.g_00783
OG0001315	Syaf.g_00071	Prbi.g_00068
OG0001316	Syaf.g_00847	Prbi.g_00148
OG0001317	Syaf.g_02790	Prbi.g_00258
OG0001318	Syaf.g_00209	Prbi.g_00280
OG0001319	Syaf.g_00232	Prbi.g_00296
OG0001321	Syaf.g_01238	Prbi.g_00452
OG0001322	Syaf.g_01239	Prbi.g_00453
OG0001323	Syaf.g_02675	Prbi.g_00522
OG0001324	Syaf.g_01467	Prbi.g_00697
OG0001325	Syaf.g_01976	Prbi.g_00750
OG0001326	Syaf.g_00578	Prbi.g_00923
OG0001327	Syaf.g_02116	Prbi.g_01102
OG0001328	Syaf.g_02094	Prbi.g_01129
OG0001329	Syaf.g_02285	Prbi.g_01169
OG0001330	Syaf.g_01264	Prbi.g_01362
OG0001331	Syaf.g_02739	Prbi.g_01445
OG0001333	Syaf.g_01181	Prbi.g_01824
OG0001334	Syaf.g_00060	Prbi.g_01962
OG0001335	Syaf.g_00059	Prbi.g_01963
OG0001336	Syaf.g_00523	Prbi.g_02089
OG0001339	Syaf.g_00907	Prbi.g_00110
OG0001340	Syaf.g_00039	Prbi.g_00352
OG0001341	Syaf.g_01463	Prbi.g_00790
OG0001343	Syaf.g_00590	Prbi.g_00932
OG0001344	Syaf.g_01294	Prbi.g_01211
OG0001345	Syaf.g_01323	Prbi.g_01226
OG0001346	Syaf.g_01253	Prbi.g_01392
OG0001348	Syaf.g_01396	Prbi.g_01707
OG0001350	Syaf.g_02786	Prbi.g_01748
OG0001351	Syaf.g_02539	Prbi.g_00455
OG0001352	Syaf.g_02661	Prbi.g_00683
OG0001353	Syaf.g_01388	Prbi.g_00879
OG0001354	Syaf.g_01888	Prbi.g_01019
OG0001356	Syaf.g_02177, Syaf.g_01397	Prbi.g_01301
OG0001358	Syaf.g_02341	Prbi.g_00622
OG0001359	Syaf.g_00591	Prbi.g_00933
OG0001360	Syaf.g_01325	Prbi.g_01132
OG0001361	Syaf.g_01320	Prbi.g_01223
OG0001362	Syaf.g_02432	Prbi.g_01605
OG0001363	Syaf.g_02434	Prbi.g_01607
OG0001364	Syaf.g_00338	Prbi.g_01965
OG0001370	Syaf.g_00569	Prbi.g_00461
OG0001371	Syaf.g_00397	Prbi.g_00682
OG0001372	Syaf.g_01682	Prbi.g_00799
OG0001373	Syaf.g_00579	Prbi.g_00922
OG0001374	Syaf.g_00571	Prbi.g_00930
OG0001375	Syaf.g_00589	Prbi.g_00931
OG0001376	Syaf.g_00626	Prbi.g_01096
OG0001377	Syaf.g_00627	Prbi.g_01097
OG0001378	Syaf.g_01209	Prbi.g_01141
OG0001379	Syaf.g_01262	Prbi.g_01385
OG0001380	Syaf.g_02247	Prbi.g_01427
OG0001385	Syaf.g_00582	Prbi.g_00919
OG0001386	Syaf.g_00581	Prbi.g_00920
OG0001387	Syaf.g_00580	Prbi.g_00921
OG0001388	Syaf.g_00577	Prbi.g_00924
OG0001389	Syaf.g_00576	Prbi.g_00925
OG0001390	Syaf.g_00575	Prbi.g_00926
OG0001391	Syaf.g_00574	Prbi.g_00927
OG0001392	Syaf.g_00573	Prbi.g_00928
OG0001393	Syaf.g_00572	Prbi.g_00929
OG0001394	Syaf.g_02081	Prbi.g_00966
OG0001395	Syaf.g_01958	Prbi.g_01073
OG0001397	Syaf.g_02433	Prbi.g_01606
OG0001399	Syaf.g_00697	Prbi.g_01866
OG0001402	Syaf.g_02336	Prbi.g_00808
OG0001404	Syaf.g_00964	Prbi.g_00075
OG0001405	Syaf.g_00057	Prbi.g_00350
OG0001406	Syaf.g_00625	Prbi.g_01095
OG0001407	Syaf.g_02660	Prbi.g_01109
OG0001408	Syaf.g_01546	Prbi.g_01114
OG0001410	Syaf.g_01639	Prbi.g_01423
OG0001413	Syaf.g_02344, Syaf.g_02267	Prbi.g_01675
OG0001416	Syaf.g_01250	Prbi.g_00460
OG0001417	Syaf.g_01887	Prbi.g_00471
OG0001419	Syaf.g_02659	Prbi.g_01110
OG0001420	Syaf.g_02664	Prbi.g_01150
OG0001421	Syaf.g_01721	Prbi.g_01681
OG0001425	Syaf.g_00631	Prbi.g_02066
OG0001428	Syaf.g_00804	Prbi.g_00196
OG0001432	Syaf.g_01492	Prbi.g_01673
OG0001433	Syaf.g_01398	Prbi.g_01302
OG0001435	Syaf.g_02107	Prbi.g_00947
OG0001438	Syaf.g_00259	Prbi.g_00317
OG0001439	Syaf.g_00283	Prbi.g_00331
OG0001441	Syaf.g_02673	Prbi.g_00524
OG0001442	Syaf.g_02066	Prbi.g_00781
OG0001447	Syaf.g_00866	Prbi.g_00134
OG0001448	Syaf.g_00612	Prbi.g_00391
OG0001449	Syaf.g_00182	Prbi.g_00421
OG0001451	Syaf.g_02183	Prbi.g_00908
OG0001452	Syaf.g_00204	Prbi.g_00937
OG0001453	Syaf.g_01909	Prbi.g_01031
OG0001454	Syaf.g_02263	Prbi.g_01125
OG0001456	Syaf.g_00561	Prbi.g_01184
OG0001457	Syaf.g_00560	Prbi.g_01185
OG0001458	Syaf.g_00559	Prbi.g_01186
OG0001459	Syaf.g_01643	Prbi.g_01344
OG0001460	Syaf.g_01399	Prbi.g_01303
OG0001461	Syaf.g_01633	Prbi.g_01545
OG0001462	Syaf.g_00455	Prbi.g_00034
OG0001465	Syaf.g_02000	Prbi.g_00706
OG0001467	Syaf.g_02280	Prbi.g_00826
OG0001468	Syaf.g_02278	Prbi.g_01100
OG0001471	Syaf.g_00276	Prbi.g_01676
OG0001473	Syaf.g_02282	Prbi.g_02013
OG0001474	Syaf.g_00016	Prbi.g_00364
OG0001475	Syaf.g_01204	Prbi.g_01472
OG0001479	Syaf.g_00019	Prbi.g_00361
OG0001480	Syaf.g_01334	Prbi.g_00393
OG0001482	Syaf.g_01897	Prbi.g_00458
OG0001484	Syaf.g_00570	Prbi.g_01369
OG0001492	Syaf.g_01565	Prbi.g_01254
OG0001493	Syaf.g_01555	Prbi.g_01262
OG0001494	Syaf.g_00984	Prbi.g_01480
OG0001495	Syaf.g_00145	Prbi.g_01871
OG0001502	Syaf.g_01341	Prbi.g_00817
OG0001504	Syaf.g_01642	Prbi.g_01345
OG0001507	Syaf.g_01664	Prbi.g_01739
OG0001508	Syaf.g_01207	Prbi.g_01473
OG0001513	Syaf.g_00361	Prbi.g_01761
OG0001520	Syaf.g_02600	Prbi.g_00416
OG0001522	Syaf.g_01387	Prbi.g_00880
OG0001546	Syaf.g_02670	Prbi.g_00527
OG0001547	Syaf.g_01777	Prbi.g_00819
OG0001548	Syaf.g_02258	Prbi.g_00823
OG0001551	Syaf.g_01403	Prbi.g_01183
OG0001552	Syaf.g_02761, Syaf.g_02762	Prbi.g_01271
OG0001554	Syaf.g_00648	Prbi.g_01682
OG0001555	Syaf.g_01698	Prbi.g_01695
OG0001557	Syaf.g_02080	Prbi.g_00967
OG0001564	Syaf.g_00565	Prbi.g_01485
OG0001567	Syaf.g_01776	Prbi.g_00818
OG0001568	Syaf.g_01779	Prbi.g_00820
OG0001570	Syaf.g_00978	Prbi.g_01152
OG0001582	Syaf.g_01865	Prbi.g_00470
OG0001590	Syaf.g_02316, Syaf.g_01632	Prbi.g_01538
OG0001602	Syaf.g_02001	Prbi.g_00705
OG0001625	Syaf.g_00211	Prbi.g_00282
OG0001633	Syaf.g_01528, Syaf.g_02381	Prbi.g_01436
OG0001647	Syaf.g_00234	Prbi.g_00297
OG0001695	Syaf.g_00540	Prbi.g_01299, Prbi.g_01550
OG0001740	Syaf.g_00537	Prbi.g_01298, Prbi.g_01551
OG0001758	Syaf.g_01645	Prbi.g_01756
OG0001770	Syaf.g_01631	Prbi.g_01537
OG0001875	Syaf.g_01646	Prbi.g_01757
OG0001876	Syaf.g_01647	Prbi.g_01758
OG0001995	Syaf.g_01487	Prbi.g_01411
OG0002001	Syaf.g_02495	Prbi.g_00771
OG0002020	Syaf.g_00544	Prbi.g_01297, Prbi.g_01552
OG0002021	Syaf.g_00546	Prbi.g_01295, Prbi.g_01554
OG0002022	Syaf.g_00549	Prbi.g_01294, Prbi.g_01555
OG0002023	Syaf.g_00550	Prbi.g_01293, Prbi.g_01556
OG0002024	Syaf.g_00556	Prbi.g_01289, Prbi.g_01560
OG0002054	Syaf.g_00557	Prbi.g_01288, Prbi.g_01561
OG0002055	Syaf.g_00554	Prbi.g_01291, Prbi.g_01558
OG0002131	Syaf.g_00545	Prbi.g_01296, Prbi.g_01553
OG0002132	Syaf.g_00553	Prbi.g_01292, Prbi.g_01557
OG0002133	Syaf.g_00555	Prbi.g_01290, Prbi.g_01559
OG0002178	Syaf.g_00552	Prbi.g_01286, Prbi.g_01563
OG0002841	Syaf.g_02758	Prbi.g_00727
OG0002843	Syaf.g_02757	Prbi.g_00730
OG0002890	Syaf.g_01125, Syaf.g_02006	Prbi.g_00770
OG0003214	Syaf.g_00696	Prbi.g_00720
