Orthogroup	Syaf	Prat
OG0001126	Syaf.g_01409	Prat.g_00955
OG0001127	Syaf.g_01410	Prat.g_00956
OG0001128	Syaf.g_01413	Prat.g_00957
OG0001129	Syaf.g_01415	Prat.g_00958
OG0001130	Syaf.g_01416	Prat.g_00959
OG0001131	Syaf.g_02090	Prat.g_01204
OG0001132	Syaf.g_01722	Prat.g_01479
OG0001133	Syaf.g_02334	Prat.g_01211
OG0001134	Syaf.g_01616	Prat.g_01495, Prat.g_01561
OG0001135	Syaf.g_01618	Prat.g_01557
OG0001136	Syaf.g_01286	Prat.g_01158
OG0001137	Syaf.g_01306	Prat.g_01147
OG0001138	Syaf.g_01596	Prat.g_01126
OG0001139	Syaf.g_01594	Prat.g_01124
OG0001141	Syaf.g_01592	Prat.g_01123
OG0001142	Syaf.g_01591	Prat.g_01122
OG0001143	Syaf.g_01583	Prat.g_01115
OG0001144	Syaf.g_01573	Prat.g_01110
OG0001145	Syaf.g_01267	Prat.g_01241
OG0001146	Syaf.g_01248	Prat.g_01253
OG0001147	Syaf.g_02489	Prat.g_01287
OG0001148	Syaf.g_02735	Prat.g_01293
OG0001149	Syaf.g_02736	Prat.g_01294
OG0001150	Syaf.g_02737	Prat.g_01295
OG0001151	Syaf.g_02750	Prat.g_01306
OG0001152	Syaf.g_02751	Prat.g_01307
OG0001153	Syaf.g_02463	Prat.g_01387
OG0001154	Syaf.g_02464	Prat.g_01388
OG0001155	Syaf.g_01107	Prat.g_01407
OG0001156	Syaf.g_01104	Prat.g_01410
OG0001157	Syaf.g_01103	Prat.g_01411
OG0001158	Syaf.g_01102	Prat.g_01412
OG0001159	Syaf.g_01101	Prat.g_01413
OG0001160	Syaf.g_01058	Prat.g_01439
OG0001161	Syaf.g_00617	Prat.g_01502
OG0001162	Syaf.g_02015	Prat.g_01500
OG0001163	Syaf.g_01050	Prat.g_01583
OG0001164	Syaf.g_01044	Prat.g_01587
OG0001165	Syaf.g_01039	Prat.g_01590
OG0001166	Syaf.g_01010	Prat.g_01610
OG0001167	Syaf.g_01182	Prat.g_01628
OG0001168	Syaf.g_01180	Prat.g_01630
OG0001169	Syaf.g_01178	Prat.g_01632
OG0001170	Syaf.g_01176	Prat.g_01634
OG0001171	Syaf.g_01166	Prat.g_01645
OG0001172	Syaf.g_00173	Prat.g_01660
OG0001173	Syaf.g_00172	Prat.g_01661
OG0001174	Syaf.g_00164	Prat.g_01669
OG0001175	Syaf.g_00163	Prat.g_01670
OG0001176	Syaf.g_00142	Prat.g_01678
OG0001177	Syaf.g_00144	Prat.g_01680
OG0001178	Syaf.g_01028	Prat.g_01597
OG0001179	Syaf.g_00112	Prat.g_01710
OG0001180	Syaf.g_00087	Prat.g_01732
OG0001181	Syaf.g_00083	Prat.g_01736
OG0001182	Syaf.g_00074	Prat.g_01745
OG0001184	Syaf.g_00360	Prat.g_01766
OG0001185	Syaf.g_00382	Prat.g_01783
OG0001186	Syaf.g_00418	Prat.g_01807
OG0001187	Syaf.g_00422	Prat.g_01810
OG0001188	Syaf.g_00425	Prat.g_01812
OG0001189	Syaf.g_00441	Prat.g_01829
OG0001190	Syaf.g_00646	Prat.g_01834
OG0001191	Syaf.g_00635	Prat.g_01844
OG0001192	Syaf.g_00630	Prat.g_01849
OG0001193	Syaf.g_00596	Prat.g_01863
OG0001194	Syaf.g_00594	Prat.g_01864
OG0001195	Syaf.g_00593	Prat.g_01865
OG0001196	Syaf.g_00519	Prat.g_01881
OG0001197	Syaf.g_00517	Prat.g_01883
OG0001198	Syaf.g_00501	Prat.g_01890
OG0001200	Syaf.g_00955	Prat.g_00073
OG0001201	Syaf.g_00902	Prat.g_00105
OG0001202	Syaf.g_00764	Prat.g_00201
OG0001203	Syaf.g_02785	Prat.g_00243
OG0001205	Syaf.g_01229	Prat.g_00406
OG0001206	Syaf.g_02530	Prat.g_00425
OG0001207	Syaf.g_02732	Prat.g_00436
OG0001208	Syaf.g_02719	Prat.g_00442
OG0001209	Syaf.g_02651	Prat.g_00497
OG0001210	Syaf.g_02642	Prat.g_00501
OG0001211	Syaf.g_02623	Prat.g_00511
OG0001212	Syaf.g_02563	Prat.g_00558
OG0001213	Syaf.g_02324	Prat.g_00593
OG0001214	Syaf.g_02308	Prat.g_01088
OG0001215	Syaf.g_01477	Prat.g_00764
OG0001216	Syaf.g_01980	Prat.g_00790
OG0001217	Syaf.g_02237	Prat.g_01486
OG0001218	Syaf.g_02473	Prat.g_01217
OG0001219	Syaf.g_01796	Prat.g_00863
OG0001220	Syaf.g_01335	Prat.g_00984
OG0001221	Syaf.g_02087	Prat.g_00728
OG0001222	Syaf.g_01848	Prat.g_00944
OG0001223	Syaf.g_01902	Prat.g_00914
OG0001224	Syaf.g_01438	Prat.g_00961
OG0001225	Syaf.g_01440	Prat.g_00963
OG0001226	Syaf.g_02262	Prat.g_00078
OG0001227	Syaf.g_00614	Prat.g_01197
OG0001228	Syaf.g_01223	Prat.g_01106
OG0001229	Syaf.g_01464	Prat.g_01228
OG0001230	Syaf.g_02404	Prat.g_01343
OG0001232	Syaf.g_01000	Prat.g_01614
OG0001234	Syaf.g_00159	Prat.g_01672
OG0001235	Syaf.g_00150	Prat.g_01676
OG0001236	Syaf.g_00357	Prat.g_01763
OG0001237	Syaf.g_00362	Prat.g_01767
OG0001238	Syaf.g_00634	Prat.g_01845
OG0001239	Syaf.g_00960	Prat.g_00068
OG0001240	Syaf.g_00919	Prat.g_00090
OG0001241	Syaf.g_00909	Prat.g_00099
OG0001243	Syaf.g_00867	Prat.g_00125
OG0001244	Syaf.g_00836	Prat.g_00140
OG0001246	Syaf.g_02693	Prat.g_01485, Prat.g_00467
OG0001247	Syaf.g_02004	Prat.g_00757
OG0001248	Syaf.g_02012	Prat.g_00759
OG0001250	Syaf.g_01377	Prat.g_00997
OG0001251	Syaf.g_00588	Prat.g_00695
OG0001254	Syaf.g_01617	Prat.g_01559
OG0001255	Syaf.g_01070	Prat.g_01172
OG0001256	Syaf.g_01051	Prat.g_01446
OG0001258	Syaf.g_01041	Prat.g_01588
OG0001259	Syaf.g_01177	Prat.g_01633
OG0001260	Syaf.g_01155	Prat.g_01651
OG0001261	Syaf.g_00103	Prat.g_01717
OG0001262	Syaf.g_00439	Prat.g_01827
OG0001263	Syaf.g_00864	Prat.g_00127
OG0001264	Syaf.g_01234	Prat.g_01473
OG0001265	Syaf.g_00876	Prat.g_00117
OG0001266	Syaf.g_00760	Prat.g_00205
OG0001267	Syaf.g_00244	Prat.g_00287
OG0001268	Syaf.g_00017	Prat.g_00353
OG0001269	Syaf.g_01653	Prat.g_00985
OG0001270	Syaf.g_01210	Prat.g_00394
OG0001271	Syaf.g_02501	Prat.g_00431
OG0001272	Syaf.g_02715	Prat.g_00446
OG0001273	Syaf.g_02315	Prat.g_01095
OG0001274	Syaf.g_00707	Prat.g_00228
OG0001275	Syaf.g_01917	Prat.g_00922
OG0001276	Syaf.g_01933	Prat.g_00936
OG0001277	Syaf.g_00533	Prat.g_00817
OG0001278	Syaf.g_01562	Prat.g_01102
OG0001279	Syaf.g_02385	Prat.g_00828
OG0001280	Syaf.g_01257	Prat.g_01248
OG0001281	Syaf.g_01247	Prat.g_01254
OG0001282	Syaf.g_02734	Prat.g_01292
OG0001283	Syaf.g_00524, Syaf.g_02414	Prat.g_01877
OG0001284	Syaf.g_01073	Prat.g_01433
OG0001285	Syaf.g_00568	Prat.g_01617
OG0001286	Syaf.g_00089	Prat.g_01730
OG0001287	Syaf.g_00390	Prat.g_01790
OG0001288	Syaf.g_00408	Prat.g_01800
OG0001289	Syaf.g_00935	Prat.g_00085
OG0001290	Syaf.g_00910	Prat.g_00098
OG0001291	Syaf.g_00853	Prat.g_00135
OG0001292	Syaf.g_00191	Prat.g_00254
OG0001293	Syaf.g_00217	Prat.g_00268
OG0001294	Syaf.g_02124	Prat.g_01546
OG0001295	Syaf.g_02637	Prat.g_01215
OG0001296	Syaf.g_02687	Prat.g_00472
OG0001297	Syaf.g_02683	Prat.g_00477
OG0001298	Syaf.g_02584	Prat.g_00541
OG0001299	Syaf.g_02130	Prat.g_01057
OG0001300	Syaf.g_01468	Prat.g_00768
OG0001301	Syaf.g_01454	Prat.g_00773
OG0001302	Syaf.g_02279	Prat.g_00859
OG0001303	Syaf.g_01798	Prat.g_01550
OG0001304	Syaf.g_01950	Prat.g_00949
OG0001305	Syaf.g_01448	Prat.g_00969
OG0001306	Syaf.g_01272	Prat.g_01170
OG0001307	Syaf.g_01638	Prat.g_01283
OG0001308	Syaf.g_02427	Prat.g_01363
OG0001309	Syaf.g_02678	Prat.g_00481
OG0001310	Syaf.g_01018	Prat.g_01604
OG0001311	Syaf.g_01935	Prat.g_00938
OG0001312	Syaf.g_01809	Prat.g_00872
OG0001313	Syaf.g_02517, Syaf.g_02523	Prat.g_00849
OG0001316	Syaf.g_00847	Prat.g_00139
OG0001317	Syaf.g_02790	Prat.g_00239
OG0001318	Syaf.g_00209	Prat.g_00263
OG0001319	Syaf.g_00232	Prat.g_00280
OG0001321	Syaf.g_01238	Prat.g_00413
OG0001322	Syaf.g_01239	Prat.g_00414
OG0001324	Syaf.g_01467	Prat.g_00769
OG0001325	Syaf.g_01976	Prat.g_00793
OG0001327	Syaf.g_02116	Prat.g_00704
OG0001329	Syaf.g_02285	Prat.g_01542
OG0001330	Syaf.g_01264	Prat.g_01468
OG0001331	Syaf.g_02739	Prat.g_01297
OG0001333	Syaf.g_01181	Prat.g_01629
OG0001334	Syaf.g_00060	Prat.g_01752
OG0001335	Syaf.g_00059	Prat.g_01753
OG0001336	Syaf.g_00523	Prat.g_01878
OG0001337	Syaf.g_00063, Syaf.g_00040	Prat.g_00339
OG0001338	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036	Prat.g_00342
OG0001339	Syaf.g_00907	Prat.g_00101
OG0001340	Syaf.g_00039	Prat.g_00340
OG0001341	Syaf.g_01463	Prat.g_01225
OG0001343	Syaf.g_00590	Prat.g_00692
OG0001344	Syaf.g_01294	Prat.g_01152
OG0001346	Syaf.g_01253	Prat.g_01250
OG0001348	Syaf.g_01396	Prat.g_00827
OG0001350	Syaf.g_02786	Prat.g_00242
OG0001351	Syaf.g_02539	Prat.g_00416
OG0001352	Syaf.g_02661	Prat.g_00753
OG0001353	Syaf.g_01388	Prat.g_01005
OG0001354	Syaf.g_01888	Prat.g_00906
OG0001359	Syaf.g_00591	Prat.g_00693
OG0001361	Syaf.g_01320	Prat.g_01138
OG0001362	Syaf.g_02432	Prat.g_01367
OG0001363	Syaf.g_02434	Prat.g_01369
OG0001364	Syaf.g_00338	Prat.g_01755
OG0001368	Syaf.g_00184	Prat.g_00632, Prat.g_00818
OG0001370	Syaf.g_00569	Prat.g_00422
OG0001371	Syaf.g_00397	Prat.g_00752
OG0001372	Syaf.g_01682	Prat.g_01503
OG0001375	Syaf.g_00589	Prat.g_00691
OG0001379	Syaf.g_01262	Prat.g_01243
OG0001380	Syaf.g_02247	Prat.g_01178
OG0001394	Syaf.g_02081	Prat.g_00732
OG0001397	Syaf.g_02433	Prat.g_01368
OG0001398	Syaf.g_01758	Prat.g_00810
OG0001401	Syaf.g_01383	Prat.g_00850
OG0001402	Syaf.g_02336	Prat.g_00588
OG0001404	Syaf.g_00964	Prat.g_00065
OG0001405	Syaf.g_00057	Prat.g_00333
OG0001407	Syaf.g_02660	Prat.g_01521
OG0001410	Syaf.g_01639	Prat.g_01284
OG0001416	Syaf.g_01250	Prat.g_00421
OG0001419	Syaf.g_02659	Prat.g_01522
OG0001421	Syaf.g_01721	Prat.g_01447
OG0001425	Syaf.g_00631	Prat.g_01848
OG0001428	Syaf.g_00804	Prat.g_00173
OG0001435	Syaf.g_02107	Prat.g_00711
OG0001438	Syaf.g_00259	Prat.g_00301
OG0001441	Syaf.g_02673	Prat.g_00484
OG0001443	Syaf.g_00621	Prat.g_01227
OG0001448	Syaf.g_00612	Prat.g_00658
OG0001451	Syaf.g_02183	Prat.g_00973
OG0001452	Syaf.g_00204	Prat.g_00697
OG0001461	Syaf.g_01633	Prat.g_00378
OG0001465	Syaf.g_02000	Prat.g_00779
OG0001467	Syaf.g_02280	Prat.g_01290
OG0001468	Syaf.g_02278	Prat.g_00679
OG0001477	Syaf.g_01457	Prat.g_01515, Prat.g_01514
OG0001484	Syaf.g_00570	Prat.g_00635
OG0001487	Syaf.g_02472	Prat.g_01395
OG0001489	Syaf.g_00078	Prat.g_01741
OG0001495	Syaf.g_00145	Prat.g_01681
OG0001496	Syaf.g_01459	Prat.g_01512
OG0001497	Syaf.g_01458	Prat.g_01513
OG0001498	Syaf.g_02806	Prat.g_00371
OG0001510	Syaf.g_00394	Prat.g_01794
OG0001511	Syaf.g_00894	Prat.g_00109
OG0001512	Syaf.g_02784	Prat.g_01231
OG0001514	Syaf.g_01460	Prat.g_01511
OG0001515	Syaf.g_01472	Prat.g_00766
OG0001516	Syaf.g_02133	Prat.g_01060
OG0001517	Syaf.g_00022	Prat.g_01328, Prat.g_00349
OG0001518	Syaf.g_00632	Prat.g_01847
OG0001519	Syaf.g_00619	Prat.g_01852
OG0001527	Syaf.g_02609	Prat.g_00526
OG0001529	Syaf.g_00448	Prat.g_00043
OG0001530	Syaf.g_00896	Prat.g_00108
OG0001531	Syaf.g_02783	Prat.g_00244
OG0001532	Syaf.g_01595	Prat.g_01125
OG0001534	Syaf.g_01951	Prat.g_00950
OG0001535	Syaf.g_01931	Prat.g_00935
OG0001536	Syaf.g_01856	Prat.g_00892
OG0001537	Syaf.g_02086	Prat.g_00729
OG0001538	Syaf.g_02044	Prat.g_01032
OG0001539	Syaf.g_02111	Prat.g_00706
OG0001540	Syaf.g_00862	Prat.g_00129
OG0001541	Syaf.g_00795	Prat.g_00181
OG0001542	Syaf.g_00785	Prat.g_00187
OG0001543	Syaf.g_00726	Prat.g_01221
OG0001544	Syaf.g_00620	Prat.g_01851
OG0001545	Syaf.g_00534	Prat.g_01868
OG0001548	Syaf.g_02258	Prat.g_00643
OG0001549	Syaf.g_01326	Prat.g_00975
OG0001552	Syaf.g_02761, Syaf.g_02762	Prat.g_01449
OG0001557	Syaf.g_02080	Prat.g_00733
OG0001559	Syaf.g_00897	Prat.g_00107
OG0001560	Syaf.g_00911	Prat.g_00097
OG0001561	Syaf.g_01937	Prat.g_00940
OG0001562	Syaf.g_01923	Prat.g_00927
OG0001563	Syaf.g_00094	Prat.g_01725
OG0001574	Syaf.g_02611	Prat.g_00524
OG0001575	Syaf.g_02606	Prat.g_00529
OG0001576	Syaf.g_02545	Prat.g_01262
OG0001577	Syaf.g_01284	Prat.g_01160
OG0001579	Syaf.g_00047	Prat.g_00337
OG0001580	Syaf.g_00662	Prat.g_00050
OG0001589	Syaf.g_01173	Prat.g_01638
OG0001591	Syaf.g_02122	Prat.g_00746
OG0001592	Syaf.g_00661	Prat.g_00049
OG0001602	Syaf.g_02001	Prat.g_00778
OG0001614	Syaf.g_00380	Prat.g_01782
OG0001616	Syaf.g_01610	Prat.g_01133
OG0001617	Syaf.g_01465	Prat.g_00770
OG0001619	Syaf.g_01845	Prat.g_00882
OG0001620	Syaf.g_00010	Prat.g_00357
OG0001621	Syaf.g_00205	Prat.g_00259
OG0001622	Syaf.g_00525	Prat.g_01876
OG0001625	Syaf.g_00211	Prat.g_00265
OG0001636	Syaf.g_00456	Prat.g_00035
OG0001639	Syaf.g_01108	Prat.g_01406
OG0001640	Syaf.g_01408	Prat.g_00954
OG0001642	Syaf.g_01336	Prat.g_00986
OG0001643	Syaf.g_02305	Prat.g_01085
OG0001644	Syaf.g_01962	Prat.g_00806
OG0001652	Syaf.g_00480	Prat.g_00844
OG0001654	Syaf.g_01110	Prat.g_01404
OG0001655	Syaf.g_02190, Syaf.g_01507	Prat.g_01230
OG0001656	Syaf.g_00052	Prat.g_00336
OG0001657	Syaf.g_00822	Prat.g_00155
OG0001658	Syaf.g_00647	Prat.g_00045
OG0001671	Syaf.g_00721	Prat.g_00837
OG0001673	Syaf.g_02792	Prat.g_00237
OG0001676	Syaf.g_00053	Prat.g_00338
OG0001678	Syaf.g_00174	Prat.g_01659
OG0001679	Syaf.g_02602, Syaf.g_02601	Prat.g_00343
OG0001691	Syaf.g_02349	Prat.g_00952
OG0001692	Syaf.g_02408	Prat.g_01347
OG0001693	Syaf.g_01443	Prat.g_00625
OG0001694	Syaf.g_00246	Prat.g_00289
OG0001703	Syaf.g_02731	Prat.g_00437
OG0001713	Syaf.g_01303	Prat.g_01149
OG0001717	Syaf.g_00809	Prat.g_00168
OG0001729	Syaf.g_02780	Prat.g_00247
OG0001731	Syaf.g_01089	Prat.g_01419
OG0001737	Syaf.g_00265	Prat.g_00836
OG0001748	Syaf.g_00719	Prat.g_00838
OG0001749	Syaf.g_00308, Syaf.g_00322	Prat.g_01325
OG0001752	Syaf.g_01153	Prat.g_01653
OG0001761	Syaf.g_02366	Prat.g_00578
OG0001769	Syaf.g_02291	Prat.g_01222
OG0001770	Syaf.g_01631	Prat.g_01553
OG0001771	Syaf.g_01656	Prat.g_01576
OG0001803	Syaf.g_01225	Prat.g_00402
OG0001810	Syaf.g_00849	Prat.g_00832
OG0001813	Syaf.g_00607	Prat.g_01855
OG0001816	Syaf.g_02117	Prat.g_00703
OG0001837	Syaf.g_00720	Prat.g_00839
OG0001907	Syaf.g_00844	Prat.g_01459
OG0001916	Syaf.g_02704	Prat.g_00457
OG0001974	Syaf.g_00650	Prat.g_01491
OG0001996	Syaf.g_00464	Prat.g_00030
OG0002154	Syaf.g_00843	Prat.g_01289
OG0002177	Syaf.g_02240	Prat.g_00598
OG0002237	Syaf.g_02317	Prat.g_01096
OG0002247	Syaf.g_02594	Prat.g_00535
OG0002285	Syaf.g_01812	Prat.g_00875
OG0002296	Syaf.g_02449	Prat.g_01377
OG0002456	Syaf.g_01687	Prat.g_01758
OG0002579	Syaf.g_00842	Prat.g_01288
