Orthogroup	Syaf	Prap
OG0001128	Syaf.g_01413	Prap.g_00700
OG0001129	Syaf.g_01415	Prap.g_00701
OG0001130	Syaf.g_01416	Prap.g_00702
OG0001131	Syaf.g_02090	Prap.g_01345
OG0001132	Syaf.g_01722	Prap.g_00020
OG0001133	Syaf.g_02334	Prap.g_00058
OG0001134	Syaf.g_01616	Prap.g_01883
OG0001135	Syaf.g_01618	Prap.g_01880
OG0001136	Syaf.g_01286	Prap.g_00459
OG0001137	Syaf.g_01306	Prap.g_00447
OG0001138	Syaf.g_01596	Prap.g_00426
OG0001139	Syaf.g_01594	Prap.g_00424
OG0001140	Syaf.g_01593	Prap.g_00423
OG0001141	Syaf.g_01592	Prap.g_00422
OG0001142	Syaf.g_01591	Prap.g_00421
OG0001143	Syaf.g_01583	Prap.g_00414
OG0001144	Syaf.g_01573	Prap.g_00409
OG0001145	Syaf.g_01267	Prap.g_00553
OG0001146	Syaf.g_01248	Prap.g_00565
OG0001147	Syaf.g_02489	Prap.g_00585
OG0001148	Syaf.g_02735	Prap.g_00061
OG0001149	Syaf.g_02736	Prap.g_00062
OG0001150	Syaf.g_02737	Prap.g_00063
OG0001151	Syaf.g_02750	Prap.g_00074
OG0001152	Syaf.g_02751	Prap.g_00075
OG0001153	Syaf.g_02463	Prap.g_00153
OG0001154	Syaf.g_02464	Prap.g_00154
OG0001155	Syaf.g_01107	Prap.g_00171
OG0001156	Syaf.g_01104	Prap.g_00174
OG0001157	Syaf.g_01103	Prap.g_00175
OG0001158	Syaf.g_01102	Prap.g_00176
OG0001159	Syaf.g_01101	Prap.g_00177
OG0001160	Syaf.g_01058	Prap.g_00203
OG0001161	Syaf.g_00617	Prap.g_01836
OG0001162	Syaf.g_02015	Prap.g_01907
OG0001163	Syaf.g_01050	Prap.g_01788
OG0001164	Syaf.g_01044	Prap.g_01784
OG0001165	Syaf.g_01039	Prap.g_01781
OG0001166	Syaf.g_01010	Prap.g_01760
OG0001167	Syaf.g_01182	Prap.g_01742
OG0001168	Syaf.g_01180	Prap.g_01740
OG0001169	Syaf.g_01178	Prap.g_01738
OG0001170	Syaf.g_01176	Prap.g_01736
OG0001171	Syaf.g_01166	Prap.g_01726
OG0001172	Syaf.g_00173	Prap.g_01710
OG0001173	Syaf.g_00172	Prap.g_01709
OG0001174	Syaf.g_00164	Prap.g_01701
OG0001175	Syaf.g_00163	Prap.g_01700
OG0001176	Syaf.g_00142	Prap.g_01692
OG0001177	Syaf.g_00144	Prap.g_01690
OG0001178	Syaf.g_01028	Prap.g_01774
OG0001179	Syaf.g_00112	Prap.g_01660
OG0001180	Syaf.g_00087	Prap.g_01636
OG0001181	Syaf.g_00083	Prap.g_01632
OG0001182	Syaf.g_00074	Prap.g_01624
OG0001184	Syaf.g_00360	Prap.g_01601
OG0001185	Syaf.g_00382	Prap.g_01585
OG0001186	Syaf.g_00418	Prap.g_01561
OG0001187	Syaf.g_00422	Prap.g_01558
OG0001188	Syaf.g_00425	Prap.g_01556
OG0001189	Syaf.g_00441	Prap.g_01540
OG0001190	Syaf.g_00646	Prap.g_01535
OG0001191	Syaf.g_00635	Prap.g_01525
OG0001192	Syaf.g_00630	Prap.g_01520
OG0001193	Syaf.g_00596	Prap.g_01508
OG0001194	Syaf.g_00594	Prap.g_01507
OG0001195	Syaf.g_00593	Prap.g_01506
OG0001196	Syaf.g_00519	Prap.g_01490
OG0001197	Syaf.g_00517	Prap.g_01488
OG0001198	Syaf.g_00501	Prap.g_01868
OG0001199	Syaf.g_00957	Prap.g_00876
OG0001201	Syaf.g_00902	Prap.g_01068
OG0001202	Syaf.g_00764	Prap.g_00970
OG0001203	Syaf.g_02785	Prap.g_01474
OG0001204	Syaf.g_00185	Prap.g_01468
OG0001205	Syaf.g_01229	Prap.g_01321
OG0001206	Syaf.g_02530	Prap.g_01301
OG0001207	Syaf.g_02732	Prap.g_01290
OG0001208	Syaf.g_02719	Prap.g_01285
OG0001209	Syaf.g_02651	Prap.g_01234
OG0001210	Syaf.g_02642	Prap.g_01229
OG0001211	Syaf.g_02623	Prap.g_01219
OG0001212	Syaf.g_02563	Prap.g_01172
OG0001213	Syaf.g_02324	Prap.g_01137
OG0001214	Syaf.g_02308	Prap.g_00390
OG0001215	Syaf.g_01477	Prap.g_00810
OG0001216	Syaf.g_01980	Prap.g_00789
OG0001217	Syaf.g_02237	Prap.g_00036
OG0001218	Syaf.g_02473	Prap.g_00519
OG0001219	Syaf.g_01796	Prap.g_00685
OG0001220	Syaf.g_01335	Prap.g_00727
OG0001221	Syaf.g_02087	Prap.g_00847
OG0001222	Syaf.g_01848	Prap.g_00307
OG0001223	Syaf.g_01902	Prap.g_00275
OG0001224	Syaf.g_01438	Prap.g_00704
OG0001225	Syaf.g_01440	Prap.g_00706
OG0001226	Syaf.g_02262	Prap.g_01129
OG0001227	Syaf.g_00614	Prap.g_00504
OG0001228	Syaf.g_01223	Prap.g_00406
OG0001229	Syaf.g_01464	Prap.g_00518
OG0001230	Syaf.g_02404	Prap.g_00114
OG0001231	Syaf.g_00481	Prap.g_01344
OG0001234	Syaf.g_00159	Prap.g_01698
OG0001235	Syaf.g_00150	Prap.g_01694
OG0001236	Syaf.g_00357	Prap.g_01604
OG0001237	Syaf.g_00362	Prap.g_01600
OG0001238	Syaf.g_00634	Prap.g_01524
OG0001239	Syaf.g_00960	Prap.g_00879
OG0001240	Syaf.g_00919	Prap.g_01085
OG0001241	Syaf.g_00909	Prap.g_01075
OG0001242	Syaf.g_00874	Prap.g_01055
OG0001243	Syaf.g_00867	Prap.g_01048
OG0001244	Syaf.g_00836	Prap.g_01033
OG0001247	Syaf.g_02004	Prap.g_00817
OG0001248	Syaf.g_02012	Prap.g_00815
OG0001250	Syaf.g_01377	Prap.g_00740
OG0001251	Syaf.g_00588	Prap.g_00659
OG0001252	Syaf.g_01412	Prap.g_00699
OG0001254	Syaf.g_01617	Prap.g_01881
OG0001255	Syaf.g_01070	Prap.g_00474
OG0001256	Syaf.g_01051	Prap.g_00210
OG0001258	Syaf.g_01041	Prap.g_01783
OG0001259	Syaf.g_01177	Prap.g_01737
OG0001260	Syaf.g_01155	Prap.g_01720
OG0001261	Syaf.g_00103	Prap.g_01652
OG0001263	Syaf.g_00864	Prap.g_01046
OG0001265	Syaf.g_00876	Prap.g_01056
OG0001266	Syaf.g_00760	Prap.g_00966
OG0001267	Syaf.g_00244	Prap.g_01430
OG0001268	Syaf.g_00017	Prap.g_01367
OG0001269	Syaf.g_01653	Prap.g_00728
OG0001270	Syaf.g_01210	Prap.g_01332
OG0001271	Syaf.g_02501	Prap.g_01295
OG0001272	Syaf.g_02715	Prap.g_01281
OG0001273	Syaf.g_02315	Prap.g_00396
OG0001274	Syaf.g_00707	Prap.g_00942
OG0001275	Syaf.g_01917	Prap.g_00285
OG0001276	Syaf.g_01933	Prap.g_00299
OG0001277	Syaf.g_00533	Prap.g_01502
OG0001278	Syaf.g_01562	Prap.g_00402
OG0001279	Syaf.g_02385	Prap.g_00610
OG0001280	Syaf.g_01257	Prap.g_00560
OG0001281	Syaf.g_01247	Prap.g_00566
OG0001282	Syaf.g_02734	Prap.g_00060
OG0001283	Syaf.g_00524, Syaf.g_02414	Prap.g_01493
OG0001284	Syaf.g_01073	Prap.g_00196
OG0001285	Syaf.g_00568	Prap.g_01752
OG0001286	Syaf.g_00089	Prap.g_01638
OG0001287	Syaf.g_00390	Prap.g_01578
OG0001288	Syaf.g_00408	Prap.g_01568
OG0001289	Syaf.g_00935	Prap.g_01091
OG0001290	Syaf.g_00910	Prap.g_01076
OG0001291	Syaf.g_00853	Prap.g_01038
OG0001292	Syaf.g_00191	Prap.g_01463
OG0001293	Syaf.g_00217	Prap.g_01450
OG0001295	Syaf.g_02637	Prap.g_01919
OG0001296	Syaf.g_02687	Prap.g_01258
OG0001297	Syaf.g_02683	Prap.g_01253
OG0001298	Syaf.g_02584	Prap.g_01192
OG0001299	Syaf.g_02130	Prap.g_00359
OG0001300	Syaf.g_01468	Prap.g_00806
OG0001301	Syaf.g_01454	Prap.g_00801
OG0001302	Syaf.g_02279	Prap.g_00688
OG0001303	Syaf.g_01798	Prap.g_01817
OG0001304	Syaf.g_01950	Prap.g_00312
OG0001305	Syaf.g_01448	Prap.g_00712
OG0001306	Syaf.g_01272	Prap.g_00471
OG0001307	Syaf.g_01638	Prap.g_01927
OG0001308	Syaf.g_02427	Prap.g_00131
OG0001309	Syaf.g_02678	Prap.g_00238
OG0001310	Syaf.g_01018	Prap.g_01766
OG0001311	Syaf.g_01935	Prap.g_00301
OG0001312	Syaf.g_01809	Prap.g_00676
OG0001315	Syaf.g_00071	Prap.g_00509
OG0001316	Syaf.g_00847	Prap.g_01034
OG0001317	Syaf.g_02790	Prap.g_01478
OG0001318	Syaf.g_00209	Prap.g_01454
OG0001319	Syaf.g_00232	Prap.g_01437
OG0001321	Syaf.g_01238	Prap.g_01315
OG0001322	Syaf.g_01239	Prap.g_01314
OG0001323	Syaf.g_02675	Prap.g_01248
OG0001324	Syaf.g_01467	Prap.g_00805
OG0001325	Syaf.g_01976	Prap.g_00342
OG0001327	Syaf.g_02116	Prap.g_00870
OG0001328	Syaf.g_02094	Prap.g_00542
OG0001329	Syaf.g_02285	Prap.g_01820
OG0001330	Syaf.g_01264	Prap.g_00227
OG0001331	Syaf.g_02739	Prap.g_00065
OG0001333	Syaf.g_01181	Prap.g_01741
OG0001334	Syaf.g_00060	Prap.g_01616
OG0001335	Syaf.g_00059	Prap.g_01615
OG0001337	Syaf.g_00063, Syaf.g_00040	Prap.g_01380
OG0001338	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036	Prap.g_01377
OG0001339	Syaf.g_00907	Prap.g_01073
OG0001340	Syaf.g_00039	Prap.g_01379
OG0001341	Syaf.g_01463	Prap.g_00511
OG0001343	Syaf.g_00590	Prap.g_00662
OG0001344	Syaf.g_01294	Prap.g_00452
OG0001345	Syaf.g_01323	Prap.g_00436
OG0001346	Syaf.g_01253	Prap.g_00562
OG0001348	Syaf.g_01396	Prap.g_01921
OG0001350	Syaf.g_02786	Prap.g_01475
OG0001351	Syaf.g_02539	Prap.g_01309
OG0001352	Syaf.g_02661	Prap.g_00821
OG0001353	Syaf.g_01388	Prap.g_00750
OG0001354	Syaf.g_01888	Prap.g_00267
OG0001356	Syaf.g_02177, Syaf.g_01397	Prap.g_01791
OG0001357	Syaf.g_01769, Syaf.g_01068, Syaf.g_01131, Syaf.g_01827	Prap.g_00535
OG0001359	Syaf.g_00591	Prap.g_00661
OG0001362	Syaf.g_02432	Prap.g_00135
OG0001363	Syaf.g_02434	Prap.g_00137
OG0001364	Syaf.g_00338	Prap.g_01613
OG0001368	Syaf.g_00184	Prap.g_00536, Prap.g_00007, Prap.g_00646
OG0001370	Syaf.g_00569	Prap.g_01304
OG0001371	Syaf.g_00397	Prap.g_00822
OG0001372	Syaf.g_01682	Prap.g_01128
OG0001375	Syaf.g_00589	Prap.g_00663
OG0001379	Syaf.g_01262	Prap.g_00555
OG0001380	Syaf.g_02247	Prap.g_00521
OG0001394	Syaf.g_02081	Prap.g_00843
OG0001397	Syaf.g_02433	Prap.g_00136
OG0001398	Syaf.g_01758	Prap.g_01896
OG0001401	Syaf.g_01383	Prap.g_00745
OG0001402	Syaf.g_02336	Prap.g_01143
OG0001404	Syaf.g_00964	Prap.g_00882
OG0001407	Syaf.g_02660	Prap.g_00528
OG0001410	Syaf.g_01639	Prap.g_01926
OG0001411	Syaf.g_00310	Prap.g_00889
OG0001419	Syaf.g_02659	Prap.g_00527
OG0001421	Syaf.g_01721	Prap.g_00211
OG0001425	Syaf.g_00631	Prap.g_01521
OG0001428	Syaf.g_00804	Prap.g_00998
OG0001433	Syaf.g_01398	Prap.g_01792
OG0001435	Syaf.g_02107	Prap.g_00862
OG0001443	Syaf.g_00621	Prap.g_00517
OG0001448	Syaf.g_00612	Prap.g_01311
OG0001451	Syaf.g_02183	Prap.g_00716
OG0001460	Syaf.g_01399	Prap.g_01793
OG0001461	Syaf.g_01633	Prap.g_00898
OG0001465	Syaf.g_02000	Prap.g_00794
OG0001467	Syaf.g_02280	Prap.g_01947
OG0001468	Syaf.g_02278	Prap.g_00671
OG0001476	Syaf.g_01302	Prap.g_00449
OG0001477	Syaf.g_01457	Prap.g_00587
OG0001484	Syaf.g_00570	Prap.g_00226
OG0001487	Syaf.g_02472	Prap.g_00161
OG0001488	Syaf.g_01311	Prap.g_00443
OG0001489	Syaf.g_00078	Prap.g_01627
OG0001496	Syaf.g_01459	Prap.g_00589
OG0001497	Syaf.g_01458	Prap.g_00588
OG0001498	Syaf.g_02806	Prap.g_01348
OG0001510	Syaf.g_00394	Prap.g_01574
OG0001511	Syaf.g_00894	Prap.g_01064
OG0001512	Syaf.g_02784	Prap.g_00513
OG0001514	Syaf.g_01460	Prap.g_00590
OG0001515	Syaf.g_01472	Prap.g_00808
OG0001516	Syaf.g_02133	Prap.g_00362
OG0001517	Syaf.g_00022	Prap.g_01371
OG0001518	Syaf.g_00632	Prap.g_01522
OG0001519	Syaf.g_00619	Prap.g_01517
OG0001522	Syaf.g_01387	Prap.g_00749
OG0001527	Syaf.g_02609	Prap.g_01206
OG0001529	Syaf.g_00448	Prap.g_00914
OG0001530	Syaf.g_00896	Prap.g_01065
OG0001531	Syaf.g_02783	Prap.g_01473
OG0001532	Syaf.g_01595	Prap.g_00425
OG0001534	Syaf.g_01951	Prap.g_00313
OG0001535	Syaf.g_01931	Prap.g_00297
OG0001536	Syaf.g_01856	Prap.g_00253
OG0001537	Syaf.g_02086	Prap.g_00846
OG0001538	Syaf.g_02044	Prap.g_00778
OG0001539	Syaf.g_02111	Prap.g_00868
OG0001540	Syaf.g_00862	Prap.g_01044
OG0001541	Syaf.g_00795	Prap.g_00990
OG0001542	Syaf.g_00785	Prap.g_00984
OG0001543	Syaf.g_00726	Prap.g_00547
OG0001544	Syaf.g_00620	Prap.g_01518
OG0001545	Syaf.g_00534	Prap.g_01503
OG0001549	Syaf.g_01326	Prap.g_00718
OG0001552	Syaf.g_02761, Syaf.g_02762	Prap.g_00214
OG0001557	Syaf.g_02080	Prap.g_00842
OG0001559	Syaf.g_00897	Prap.g_01066
OG0001560	Syaf.g_00911	Prap.g_01077
OG0001561	Syaf.g_01937	Prap.g_00303
OG0001562	Syaf.g_01923	Prap.g_00290
OG0001563	Syaf.g_00094	Prap.g_01643
OG0001564	Syaf.g_00565	Prap.g_00895
OG0001574	Syaf.g_02611	Prap.g_01208
OG0001575	Syaf.g_02606	Prap.g_01203
OG0001576	Syaf.g_02545	Prap.g_00575
OG0001577	Syaf.g_01284	Prap.g_00461
OG0001579	Syaf.g_00047	Prap.g_01382
OG0001580	Syaf.g_00662	Prap.g_00907
OG0001588	Syaf.g_00343	Prap.g_01341
OG0001589	Syaf.g_01173	Prap.g_01733
OG0001591	Syaf.g_02122	Prap.g_00829
OG0001592	Syaf.g_00661	Prap.g_00908
OG0001614	Syaf.g_00380	Prap.g_01586
OG0001616	Syaf.g_01610	Prap.g_00433
OG0001617	Syaf.g_01465	Prap.g_00804
OG0001619	Syaf.g_01845	Prap.g_00246
OG0001620	Syaf.g_00010	Prap.g_01363
OG0001621	Syaf.g_00205	Prap.g_01458
OG0001622	Syaf.g_00525	Prap.g_01494
OG0001636	Syaf.g_00456	Prap.g_00920
OG0001638	Syaf.g_01021	Prap.g_01768
OG0001639	Syaf.g_01108	Prap.g_00170
OG0001640	Syaf.g_01408	Prap.g_00696
OG0001641	Syaf.g_01907	Prap.g_00278
OG0001642	Syaf.g_01336	Prap.g_00729
OG0001643	Syaf.g_02305	Prap.g_00387
OG0001644	Syaf.g_01962	Prap.g_00332
OG0001654	Syaf.g_01110	Prap.g_00168
OG0001656	Syaf.g_00052	Prap.g_01383
OG0001657	Syaf.g_00822	Prap.g_01015
OG0001658	Syaf.g_00647	Prap.g_00912
OG0001659	Syaf.g_01602	Prap.g_01916
OG0001676	Syaf.g_00053	Prap.g_01381
OG0001678	Syaf.g_00174	Prap.g_01711
OG0001679	Syaf.g_02602, Syaf.g_02601	Prap.g_01376
OG0001691	Syaf.g_02349	Prap.g_00694
OG0001693	Syaf.g_01443	Prap.g_01835
OG0001717	Syaf.g_00809	Prap.g_00594
OG0001733	Syaf.g_02119	Prap.g_01795
OG0001747	Syaf.g_00841	Prap.g_01340
OG0001758	Syaf.g_01645	Prap.g_01801
OG0001769	Syaf.g_02291	Prap.g_00508
OG0001770	Syaf.g_01631	Prap.g_01864
OG0001771	Syaf.g_01656	Prap.g_01852
OG0001807	Syaf.g_00334	Prap.g_00896
OG0001842	Syaf.g_01115	Prap.g_00022
OG0001875	Syaf.g_01646	Prap.g_01802
OG0001876	Syaf.g_01647	Prap.g_01803
OG0001916	Syaf.g_02704	Prap.g_01271
OG0001917	Syaf.g_01932	Prap.g_00298
OG0001930	Syaf.g_01114	Prap.g_00023
OG0001931	Syaf.g_01113	Prap.g_00024
OG0001965	Syaf.g_02281	Prap.g_01845
OG0001996	Syaf.g_00464	Prap.g_00926
OG0002106	Syaf.g_02774	Prap.g_00533
OG0002109	Syaf.g_02148, Syaf.g_01983	Prap.g_00033
OG0002177	Syaf.g_02240	Prap.g_01132
OG0002456	Syaf.g_01687	Prap.g_01610
