Orthogroup	Syaf	Pram
OG0001127	Syaf.g_01410	Pram.g_00898
OG0001128	Syaf.g_01413	Pram.g_00896
OG0001129	Syaf.g_01415	Pram.g_00895
OG0001130	Syaf.g_01416	Pram.g_00894
OG0001131	Syaf.g_02090	Pram.g_00356
OG0001132	Syaf.g_01722	Pram.g_00683
OG0001133	Syaf.g_02334	Pram.g_01469
OG0001134	Syaf.g_01616	Pram.g_01546
OG0001135	Syaf.g_01618	Pram.g_01549
OG0001136	Syaf.g_01286	Pram.g_01143
OG0001137	Syaf.g_01306	Pram.g_01130
OG0001138	Syaf.g_01596	Pram.g_01109
OG0001139	Syaf.g_01594	Pram.g_01107
OG0001140	Syaf.g_01593	Pram.g_01106
OG0001141	Syaf.g_01592	Pram.g_01105
OG0001142	Syaf.g_01591	Pram.g_01104
OG0001143	Syaf.g_01583	Pram.g_01097
OG0001144	Syaf.g_01573	Pram.g_01092
OG0001145	Syaf.g_01267	Pram.g_01222
OG0001146	Syaf.g_01248	Pram.g_01234
OG0001147	Syaf.g_02489	Pram.g_01475
OG0001148	Syaf.g_02735	Pram.g_01466
OG0001149	Syaf.g_02736	Pram.g_01465
OG0001150	Syaf.g_02737	Pram.g_01464
OG0001151	Syaf.g_02750	Pram.g_01452
OG0001152	Syaf.g_02751	Pram.g_01451
OG0001153	Syaf.g_02463	Pram.g_01346
OG0001154	Syaf.g_02464	Pram.g_01345
OG0001155	Syaf.g_01107	Pram.g_01328
OG0001156	Syaf.g_01104	Pram.g_01325
OG0001157	Syaf.g_01103	Pram.g_01324
OG0001158	Syaf.g_01102	Pram.g_01323
OG0001159	Syaf.g_01101	Pram.g_01322
OG0001160	Syaf.g_01058	Pram.g_01296
OG0001161	Syaf.g_00617	Pram.g_01577
OG0001162	Syaf.g_02015	Pram.g_01590
OG0001163	Syaf.g_01050	Pram.g_01624
OG0001164	Syaf.g_01044	Pram.g_01627
OG0001165	Syaf.g_01039	Pram.g_01630
OG0001166	Syaf.g_01010	Pram.g_01651
OG0001167	Syaf.g_01182	Pram.g_01669
OG0001168	Syaf.g_01180	Pram.g_01671
OG0001169	Syaf.g_01178	Pram.g_01673
OG0001170	Syaf.g_01176	Pram.g_01675
OG0001171	Syaf.g_01166	Pram.g_01685
OG0001172	Syaf.g_00173	Pram.g_01700
OG0001173	Syaf.g_00172	Pram.g_01701
OG0001174	Syaf.g_00164	Pram.g_01709
OG0001175	Syaf.g_00163	Pram.g_01710
OG0001176	Syaf.g_00142	Pram.g_01718
OG0001177	Syaf.g_00144	Pram.g_01720
OG0001178	Syaf.g_01028	Pram.g_01637
OG0001179	Syaf.g_00112	Pram.g_01753
OG0001180	Syaf.g_00087	Pram.g_01776
OG0001181	Syaf.g_00083	Pram.g_01780
OG0001182	Syaf.g_00074	Pram.g_01788
OG0001184	Syaf.g_00360	Pram.g_01812
OG0001185	Syaf.g_00382	Pram.g_01828
OG0001186	Syaf.g_00418	Pram.g_01852
OG0001187	Syaf.g_00422	Pram.g_01855
OG0001188	Syaf.g_00425	Pram.g_01857
OG0001189	Syaf.g_00441	Pram.g_01874
OG0001190	Syaf.g_00646	Pram.g_01879
OG0001191	Syaf.g_00635	Pram.g_01889
OG0001192	Syaf.g_00630	Pram.g_01894
OG0001193	Syaf.g_00596	Pram.g_01907
OG0001194	Syaf.g_00594	Pram.g_01908
OG0001195	Syaf.g_00593	Pram.g_01909
OG0001196	Syaf.g_00519	Pram.g_01926
OG0001197	Syaf.g_00517	Pram.g_01928
OG0001198	Syaf.g_00501	Pram.g_01935
OG0001199	Syaf.g_00957	Pram.g_00059
OG0001200	Syaf.g_00955	Pram.g_00061
OG0001201	Syaf.g_00902	Pram.g_00092
OG0001202	Syaf.g_00764	Pram.g_00184
OG0001203	Syaf.g_02785	Pram.g_00225
OG0001204	Syaf.g_00185	Pram.g_00231
OG0001205	Syaf.g_01229	Pram.g_00380
OG0001206	Syaf.g_02530	Pram.g_00401
OG0001207	Syaf.g_02732	Pram.g_00413
OG0001208	Syaf.g_02719	Pram.g_00418
OG0001209	Syaf.g_02651	Pram.g_00473
OG0001210	Syaf.g_02642	Pram.g_00477
OG0001211	Syaf.g_02623	Pram.g_00487
OG0001212	Syaf.g_02563	Pram.g_00533
OG0001213	Syaf.g_02324	Pram.g_00569
OG0001215	Syaf.g_01477	Pram.g_00781
OG0001216	Syaf.g_01980	Pram.g_00803
OG0001217	Syaf.g_02237	Pram.g_01539
OG0001218	Syaf.g_02473	Pram.g_01196
OG0001219	Syaf.g_01796	Pram.g_00911
OG0001220	Syaf.g_01335	Pram.g_00865
OG0001221	Syaf.g_02087	Pram.g_00745
OG0001222	Syaf.g_01848	Pram.g_00988
OG0001223	Syaf.g_01902	Pram.g_00960
OG0001224	Syaf.g_01438	Pram.g_00892
OG0001225	Syaf.g_01440	Pram.g_00890
OG0001226	Syaf.g_02262	Pram.g_00577
OG0001227	Syaf.g_00614	Pram.g_01188
OG0001228	Syaf.g_01223	Pram.g_01089
OG0001229	Syaf.g_01464	Pram.g_01542
OG0001230	Syaf.g_02404	Pram.g_01388
OG0001231	Syaf.g_00481	Pram.g_00357
OG0001232	Syaf.g_01000	Pram.g_01655
OG0001234	Syaf.g_00159	Pram.g_01712
OG0001235	Syaf.g_00150	Pram.g_01716
OG0001236	Syaf.g_00357	Pram.g_01809
OG0001237	Syaf.g_00362	Pram.g_01813
OG0001238	Syaf.g_00634	Pram.g_01890
OG0001239	Syaf.g_00960	Pram.g_00056
OG0001240	Syaf.g_00919	Pram.g_00077
OG0001241	Syaf.g_00909	Pram.g_00086
OG0001242	Syaf.g_00874	Pram.g_00105
OG0001243	Syaf.g_00867	Pram.g_00112
OG0001244	Syaf.g_00836	Pram.g_00127
OG0001246	Syaf.g_02693	Pram.g_00680
OG0001247	Syaf.g_02004	Pram.g_00774
OG0001248	Syaf.g_02012	Pram.g_00776
OG0001250	Syaf.g_01377	Pram.g_00851
OG0001251	Syaf.g_00588	Pram.g_00714
OG0001252	Syaf.g_01412	Pram.g_00897
OG0001254	Syaf.g_01617	Pram.g_01548
OG0001255	Syaf.g_01070	Pram.g_01157
OG0001256	Syaf.g_01051	Pram.g_01289
OG0001258	Syaf.g_01041	Pram.g_01628
OG0001259	Syaf.g_01177	Pram.g_01674
OG0001261	Syaf.g_00103	Pram.g_01761
OG0001262	Syaf.g_00439	Pram.g_01872
OG0001263	Syaf.g_00864	Pram.g_00114
OG0001265	Syaf.g_00876	Pram.g_00104
OG0001266	Syaf.g_00760	Pram.g_00188
OG0001267	Syaf.g_00244	Pram.g_00268
OG0001268	Syaf.g_00017	Pram.g_00334
OG0001269	Syaf.g_01653	Pram.g_00864
OG0001270	Syaf.g_01210	Pram.g_00369
OG0001271	Syaf.g_02501	Pram.g_00408
OG0001272	Syaf.g_02715	Pram.g_00422
OG0001273	Syaf.g_02315	Pram.g_01079
OG0001274	Syaf.g_00707	Pram.g_00211
OG0001275	Syaf.g_01917	Pram.g_00969
OG0001276	Syaf.g_01933	Pram.g_00980
OG0001278	Syaf.g_01562	Pram.g_01085
OG0001279	Syaf.g_02385	Pram.g_01253
OG0001280	Syaf.g_01257	Pram.g_01229
OG0001281	Syaf.g_01247	Pram.g_01235
OG0001282	Syaf.g_02734	Pram.g_01467
OG0001283	Syaf.g_00524, Syaf.g_02414	Pram.g_01922
OG0001284	Syaf.g_01073	Pram.g_01302
OG0001285	Syaf.g_00568	Pram.g_01658
OG0001286	Syaf.g_00089	Pram.g_01774
OG0001287	Syaf.g_00390	Pram.g_01835
OG0001288	Syaf.g_00408	Pram.g_01845
OG0001289	Syaf.g_00935	Pram.g_00071
OG0001290	Syaf.g_00910	Pram.g_00085
OG0001291	Syaf.g_00853	Pram.g_00122
OG0001292	Syaf.g_00191	Pram.g_00236
OG0001293	Syaf.g_00217	Pram.g_00249
OG0001296	Syaf.g_02687	Pram.g_00446
OG0001297	Syaf.g_02683	Pram.g_00451
OG0001298	Syaf.g_02584	Pram.g_00515
OG0001299	Syaf.g_02130	Pram.g_01043
OG0001300	Syaf.g_01468	Pram.g_00785
OG0001301	Syaf.g_01454	Pram.g_00790
OG0001302	Syaf.g_02279	Pram.g_00908
OG0001304	Syaf.g_01950	Pram.g_00993
OG0001305	Syaf.g_01448	Pram.g_00884
OG0001306	Syaf.g_01272	Pram.g_01155
OG0001307	Syaf.g_01638	Pram.g_01477
OG0001308	Syaf.g_02427	Pram.g_01368
OG0001309	Syaf.g_02678	Pram.g_01272
OG0001310	Syaf.g_01018	Pram.g_01645
OG0001311	Syaf.g_01935	Pram.g_00982
OG0001312	Syaf.g_01809	Pram.g_00920
OG0001315	Syaf.g_00071	Pram.g_01553
OG0001316	Syaf.g_00847	Pram.g_00126
OG0001317	Syaf.g_02790	Pram.g_00221
OG0001318	Syaf.g_00209	Pram.g_00245
OG0001319	Syaf.g_00232	Pram.g_00261
OG0001321	Syaf.g_01238	Pram.g_00386
OG0001322	Syaf.g_01239	Pram.g_00387
OG0001323	Syaf.g_02675	Pram.g_00457
OG0001324	Syaf.g_01467	Pram.g_00786
OG0001325	Syaf.g_01976	Pram.g_01025
OG0001327	Syaf.g_02116	Pram.g_00723
OG0001328	Syaf.g_02094	Pram.g_01214
OG0001329	Syaf.g_02285	Pram.g_01598
OG0001330	Syaf.g_01264	Pram.g_01276
OG0001331	Syaf.g_02739	Pram.g_01462
OG0001333	Syaf.g_01181	Pram.g_01670
OG0001334	Syaf.g_00060	Pram.g_01797
OG0001335	Syaf.g_00059	Pram.g_01798
OG0001336	Syaf.g_00523	Pram.g_01923
OG0001337	Syaf.g_00063, Syaf.g_00040	Pram.g_00320
OG0001338	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036	Pram.g_00323
OG0001339	Syaf.g_00907	Pram.g_00088
OG0001340	Syaf.g_00039	Pram.g_00321
OG0001341	Syaf.g_01463	Pram.g_01533
OG0001343	Syaf.g_00590	Pram.g_00711
OG0001344	Syaf.g_01294	Pram.g_01135
OG0001346	Syaf.g_01253	Pram.g_01231
OG0001348	Syaf.g_01396	Pram.g_01526
OG0001350	Syaf.g_02786	Pram.g_00224
OG0001351	Syaf.g_02539	Pram.g_00394
OG0001352	Syaf.g_02661	Pram.g_00770
OG0001353	Syaf.g_01388	Pram.g_00841
OG0001354	Syaf.g_01888	Pram.g_00953
OG0001357	Syaf.g_01769, Syaf.g_01068, Syaf.g_01131, Syaf.g_01827	Pram.g_01207
OG0001358	Syaf.g_02341	Pram.g_00558
OG0001359	Syaf.g_00591	Pram.g_00712
OG0001361	Syaf.g_01320	Pram.g_01121
OG0001362	Syaf.g_02432	Pram.g_01364
OG0001363	Syaf.g_02434	Pram.g_01362
OG0001364	Syaf.g_00338	Pram.g_01800
OG0001368	Syaf.g_00184	Pram.g_00649, Pram.g_00610, Pram.g_00624
OG0001371	Syaf.g_00397	Pram.g_00769
OG0001372	Syaf.g_01682	Pram.g_01517
OG0001375	Syaf.g_00589	Pram.g_00710
OG0001379	Syaf.g_01262	Pram.g_01224
OG0001380	Syaf.g_02247	Pram.g_01198
OG0001394	Syaf.g_02081	Pram.g_00749
OG0001397	Syaf.g_02433	Pram.g_01363
OG0001398	Syaf.g_01758	Pram.g_01256
OG0001401	Syaf.g_01383	Pram.g_00846
OG0001402	Syaf.g_02336	Pram.g_00563
OG0001404	Syaf.g_00964	Pram.g_00053
OG0001405	Syaf.g_00057	Pram.g_00314
OG0001407	Syaf.g_02660	Pram.g_01202
OG0001410	Syaf.g_01639	Pram.g_01476
OG0001411	Syaf.g_00310	Pram.g_00046
OG0001421	Syaf.g_01721	Pram.g_01288
OG0001425	Syaf.g_00631	Pram.g_01893
OG0001435	Syaf.g_02107	Pram.g_00730
OG0001441	Syaf.g_02673	Pram.g_00459
OG0001443	Syaf.g_00621	Pram.g_01543
OG0001448	Syaf.g_00612	Pram.g_00392
OG0001451	Syaf.g_02183	Pram.g_00877
OG0001453	Syaf.g_01909	Pram.g_01487
OG0001460	Syaf.g_01399	Pram.g_01623
OG0001461	Syaf.g_01633	Pram.g_01575
OG0001465	Syaf.g_02000	Pram.g_00797
OG0001467	Syaf.g_02280	Pram.g_01470
OG0001468	Syaf.g_02278	Pram.g_00702
OG0001476	Syaf.g_01302	Pram.g_01132
OG0001477	Syaf.g_01457	Pram.g_01521
OG0001484	Syaf.g_00570	Pram.g_01277
OG0001487	Syaf.g_02472	Pram.g_01338
OG0001488	Syaf.g_01311	Pram.g_01126
OG0001489	Syaf.g_00078	Pram.g_01785
OG0001494	Syaf.g_00984	Pram.g_01502
OG0001495	Syaf.g_00145	Pram.g_01721
OG0001496	Syaf.g_01459	Pram.g_01519
OG0001497	Syaf.g_01458	Pram.g_01520
OG0001498	Syaf.g_02806	Pram.g_00353
OG0001510	Syaf.g_00394	Pram.g_01839
OG0001511	Syaf.g_00894	Pram.g_00096
OG0001512	Syaf.g_02784	Pram.g_01192
OG0001514	Syaf.g_01460	Pram.g_01518
OG0001515	Syaf.g_01472	Pram.g_00783
OG0001516	Syaf.g_02133	Pram.g_01046
OG0001517	Syaf.g_00022	Pram.g_00329
OG0001518	Syaf.g_00632	Pram.g_01892
OG0001519	Syaf.g_00619	Pram.g_01897
OG0001522	Syaf.g_01387	Pram.g_00842
OG0001527	Syaf.g_02609	Pram.g_00501
OG0001529	Syaf.g_00448	Pram.g_00025
OG0001530	Syaf.g_00896	Pram.g_00095
OG0001531	Syaf.g_02783	Pram.g_00226
OG0001532	Syaf.g_01595	Pram.g_01108
OG0001534	Syaf.g_01951	Pram.g_00994
OG0001535	Syaf.g_01931	Pram.g_00979
OG0001536	Syaf.g_01856	Pram.g_00939
OG0001537	Syaf.g_02086	Pram.g_00746
OG0001538	Syaf.g_02044	Pram.g_00814
OG0001539	Syaf.g_02111	Pram.g_00725
OG0001540	Syaf.g_00862	Pram.g_00116
OG0001541	Syaf.g_00795	Pram.g_00164
OG0001542	Syaf.g_00785	Pram.g_00170
OG0001543	Syaf.g_00726	Pram.g_01538
OG0001544	Syaf.g_00620	Pram.g_01896
OG0001545	Syaf.g_00534	Pram.g_01912
OG0001549	Syaf.g_01326	Pram.g_00875
OG0001552	Syaf.g_02761, Syaf.g_02762	Pram.g_01286
OG0001557	Syaf.g_02080	Pram.g_00750
OG0001559	Syaf.g_00897	Pram.g_00094
OG0001560	Syaf.g_00911	Pram.g_00084
OG0001561	Syaf.g_01937	Pram.g_00984
OG0001563	Syaf.g_00094	Pram.g_01769
OG0001574	Syaf.g_02611	Pram.g_00499
OG0001575	Syaf.g_02606	Pram.g_00504
OG0001576	Syaf.g_02545	Pram.g_01243
OG0001579	Syaf.g_00047	Pram.g_00318
OG0001580	Syaf.g_00662	Pram.g_00032
OG0001586	Syaf.g_00988	Pram.g_01501
OG0001589	Syaf.g_01173	Pram.g_01678
OG0001591	Syaf.g_02122	Pram.g_00762
OG0001592	Syaf.g_00661	Pram.g_00031
OG0001614	Syaf.g_00380	Pram.g_01827
OG0001616	Syaf.g_01610	Pram.g_01116
OG0001617	Syaf.g_01465	Pram.g_00787
OG0001619	Syaf.g_01845	Pram.g_00929
OG0001620	Syaf.g_00010	Pram.g_00338
OG0001621	Syaf.g_00205	Pram.g_00241
OG0001622	Syaf.g_00525	Pram.g_01921
OG0001634	Syaf.g_02127	Pram.g_01040
OG0001636	Syaf.g_00456	Pram.g_00020
OG0001638	Syaf.g_01021	Pram.g_01643
OG0001639	Syaf.g_01108	Pram.g_01329
OG0001640	Syaf.g_01408	Pram.g_00900
OG0001641	Syaf.g_01907	Pram.g_00962
OG0001642	Syaf.g_01336	Pram.g_00863
OG0001643	Syaf.g_02305	Pram.g_01071
OG0001644	Syaf.g_01962	Pram.g_01015
OG0001656	Syaf.g_00052	Pram.g_00317
OG0001658	Syaf.g_00647	Pram.g_00027
OG0001659	Syaf.g_01602	Pram.g_01264
OG0001676	Syaf.g_00053	Pram.g_00319
OG0001678	Syaf.g_00174	Pram.g_01699
OG0001679	Syaf.g_02602, Syaf.g_02601	Pram.g_00324
OG0001691	Syaf.g_02349	Pram.g_00902
OG0001693	Syaf.g_01443	Pram.g_00661
OG0001713	Syaf.g_01303	Pram.g_01217
OG0001717	Syaf.g_00809	Pram.g_00678
OG0001731	Syaf.g_01089	Pram.g_01316
OG0001758	Syaf.g_01645	Pram.g_01615
OG0001762	Syaf.g_01914	Pram.g_00967
OG0001764	Syaf.g_01784	Pram.g_01009
OG0001770	Syaf.g_01631	Pram.g_01612
OG0001771	Syaf.g_01656	Pram.g_01571
OG0001875	Syaf.g_01646	Pram.g_01614
OG0001876	Syaf.g_01647	Pram.g_01613
OG0001916	Syaf.g_02704	Pram.g_00432
OG0001974	Syaf.g_00650	Pram.g_00360
OG0002109	Syaf.g_01983	Pram.g_00692
OG0002110	Syaf.g_00155	Pram.g_01488
OG0002177	Syaf.g_02240	Pram.g_00574
OG0002456	Syaf.g_01687	Pram.g_01803
