Orthogroup	Prbl	Prar
OG0001132	Prbl.g_01603	Prar.g_01944
OG0001133	Prbl.g_01621	Prar.g_01309
OG0001134	Prbl.g_02204	Prar.g_01296
OG0001136	Prbl.g_02082	Prar.g_01266
OG0001137	Prbl.g_02102	Prar.g_01255
OG0001138	Prbl.g_01118	Prar.g_01237
OG0001139	Prbl.g_01116	Prar.g_01236
OG0001140	Prbl.g_01115	Prar.g_01235
OG0001141	Prbl.g_01114	Prar.g_01234
OG0001142	Prbl.g_01113	Prar.g_01233
OG0001143	Prbl.g_01376	Prar.g_01226
OG0001144	Prbl.g_02580	Prar.g_01221
OG0001145	Prbl.g_01711	Prar.g_00963
OG0001146	Prbl.g_01727	Prar.g_00951
OG0001147	Prbl.g_01333	Prar.g_00925
OG0001148	Prbl.g_00501	Prar.g_00909
OG0001149	Prbl.g_00500	Prar.g_00908
OG0001150	Prbl.g_00499	Prar.g_00907
OG0001151	Prbl.g_00487	Prar.g_00896
OG0001152	Prbl.g_00486	Prar.g_00895
OG0001153	Prbl.g_00704	Prar.g_00815
OG0001154	Prbl.g_00705	Prar.g_00814
OG0001155	Prbl.g_00454	Prar.g_00802
OG0001156	Prbl.g_00451	Prar.g_00799
OG0001157	Prbl.g_01604	Prar.g_00798
OG0001158	Prbl.g_00450	Prar.g_00797
OG0001159	Prbl.g_00449	Prar.g_00796
OG0001160	Prbl.g_00420	Prar.g_00772
OG0001161	Prbl.g_01601	Prar.g_00760
OG0001162	Prbl.g_00048	Prar.g_00749
OG0001163	Prbl.g_00406	Prar.g_01151
OG0001164	Prbl.g_00401	Prar.g_01147
OG0001165	Prbl.g_00398	Prar.g_01144
OG0001166	Prbl.g_00371	Prar.g_01124
OG0001167	Prbl.g_00350	Prar.g_01959
OG0001168	Prbl.g_00348	Prar.g_01957
OG0001169	Prbl.g_00346	Prar.g_00596
OG0001170	Prbl.g_00344	Prar.g_00598
OG0001171	Prbl.g_00334	Prar.g_00607
OG0001173	Prbl.g_01062	Prar.g_01110
OG0001174	Prbl.g_01054	Prar.g_01102
OG0001175	Prbl.g_01053	Prar.g_01101
OG0001176	Prbl.g_00953	Prar.g_01094
OG0001177	Prbl.g_00951	Prar.g_01091
OG0001179	Prbl.g_00982	Prar.g_01043
OG0001180	Prbl.g_01134	Prar.g_01022
OG0001181	Prbl.g_01138	Prar.g_01018
OG0001182	Prbl.g_01147	Prar.g_01011
OG0001183	Prbl.g_01175	Prar.g_00618
OG0001184	Prbl.g_00848	Prar.g_00634
OG0001185	Prbl.g_01291	Prar.g_00648
OG0001186	Prbl.g_02026	Prar.g_00670
OG0001187	Prbl.g_02022	Prar.g_00674
OG0001188	Prbl.g_02018	Prar.g_00676
OG0001189	Prbl.g_01996	Prar.g_00693
OG0001190	Prbl.g_02239	Prar.g_00697
OG0001191	Prbl.g_02226	Prar.g_00707
OG0001192	Prbl.g_02219	Prar.g_00074
OG0001193	Prbl.g_02181	Prar.g_00064
OG0001194	Prbl.g_02175	Prar.g_00063
OG0001195	Prbl.g_02174	Prar.g_00062
OG0001196	Prbl.g_02138	Prar.g_00049
OG0001197	Prbl.g_02136	Prar.g_00048
OG0001198	Prbl.g_02124	Prar.g_00041
OG0001199	Prbl.g_00602	Prar.g_00254
OG0001200	Prbl.g_00600	Prar.g_00252
OG0001201	Prbl.g_00551	Prar.g_00220
OG0001202	Prbl.g_00095	Prar.g_00128
OG0001203	Prbl.g_00197	Prar.g_00089
OG0001204	Prbl.g_02667	Prar.g_00084
OG0001205	Prbl.g_00642	Prar.g_00493
OG0001206	Prbl.g_01363	Prar.g_00511
OG0001207	Prbl.g_00503	Prar.g_00527
OG0001208	Prbl.g_00513	Prar.g_00532
OG0001209	Prbl.g_00763	Prar.g_01365
OG0001210	Prbl.g_00751	Prar.g_01370
OG0001211	Prbl.g_01884	Prar.g_01380
OG0001212	Prbl.g_01765	Prar.g_01426
OG0001213	Prbl.g_01631	Prar.g_01459
OG0001214	Prbl.g_01641	Prar.g_01467
OG0001215	Prbl.g_01858	Prar.g_01520
OG0001216	Prbl.g_02564	Prar.g_01601
OG0001217	Prbl.g_01904	Prar.g_01638
OG0001219	Prbl.g_02435	Prar.g_01672
OG0001220	Prbl.g_01567	Prar.g_01735
OG0001221	Prbl.g_02383	Prar.g_01787
OG0001222	Prbl.g_02210	Prar.g_01825
OG0001223	Prbl.g_02503	Prar.g_01851
OG0001224	Prbl.g_00931	Prar.g_01900
OG0001225	Prbl.g_00929	Prar.g_01902
OG0001226	Prbl.g_01704	Prar.g_01928
OG0001227	Prbl.g_00472	Prar.g_01947
OG0001228	Prbl.g_02585	Prar.g_01218
OG0001229	Prbl.g_00409	Prar.g_00913
OG0001230	Prbl.g_00252	Prar.g_00347
OG0001231	Prbl.g_01957	Prar.g_00751
OG0001232	Prbl.g_00366	Prar.g_01120
OG0001233	Prbl.g_00343	Prar.g_00599
OG0001234	Prbl.g_01050	Prar.g_01099
OG0001235	Prbl.g_00948	Prar.g_01089
OG0001236	Prbl.g_00852	Prar.g_00631
OG0001237	Prbl.g_00845	Prar.g_00635
OG0001238	Prbl.g_02225	Prar.g_00708
OG0001239	Prbl.g_00605	Prar.g_00547
OG0001240	Prbl.g_00568	Prar.g_00235
OG0001241	Prbl.g_00558	Prar.g_00227
OG0001242	Prbl.g_01322	Prar.g_00209
OG0001243	Prbl.g_00828	Prar.g_00203
OG0001245	Prbl.g_01693	Prar.g_00441
OG0001246	Prbl.g_00803	Prar.g_01335
OG0001247	Prbl.g_02295	Prar.g_01513
OG0001248	Prbl.g_01869	Prar.g_01515
OG0001249	Prbl.g_01195	Prar.g_01661
OG0001250	Prbl.g_01546	Prar.g_01724
OG0001252	Prbl.g_00936	Prar.g_01895
OG0001253	Prbl.g_01686	Prar.g_01948
OG0001254	Prbl.g_02203	Prar.g_01294
OG0001255	Prbl.g_00036	Prar.g_01279
OG0001258	Prbl.g_00400	Prar.g_01146
OG0001259	Prbl.g_00345	Prar.g_00597
OG0001260	Prbl.g_00315	Prar.g_00613
OG0001261	Prbl.g_00991	Prar.g_01035
OG0001262	Prbl.g_01999	Prar.g_00691
OG0001263	Prbl.g_00826	Prar.g_00200
OG0001265	Prbl.g_01324	Prar.g_00210
OG0001266	Prbl.g_00099	Prar.g_00124
OG0001267	Prbl.g_01453	Prar.g_00307
OG0001268	Prbl.g_01207	Prar.g_00399
OG0001269	Prbl.g_01564	Prar.g_00419
OG0001270	Prbl.g_00654	Prar.g_00482
OG0001271	Prbl.g_01343	Prar.g_00522
OG0001272	Prbl.g_00517	Prar.g_00536
OG0001273	Prbl.g_01634	Prar.g_01461
OG0001274	Prbl.g_01263	Prar.g_01533
OG0001275	Prbl.g_02518	Prar.g_01860
OG0001276	Prbl.g_02535	Prar.g_01879
OG0001277	Prbl.g_02152	Prar.g_01937
OG0001278	Prbl.g_02592	Prar.g_01213
OG0001280	Prbl.g_01719	Prar.g_00956
OG0001281	Prbl.g_01728	Prar.g_00950
OG0001283	Prbl.g_02143	Prar.g_00891
OG0001285	Prbl.g_00362	Prar.g_01966
OG0001288	Prbl.g_02059	Prar.g_00663
OG0001290	Prbl.g_00559	Prar.g_00228
OG0001291	Prbl.g_00816	Prar.g_00193
OG0001292	Prbl.g_01512	Prar.g_00079
OG0001293	Prbl.g_01489	Prar.g_00326
OG0001294	Prbl.g_01393	Prar.g_00439
OG0001295	Prbl.g_00748	Prar.g_00516
OG0001298	Prbl.g_01791	Prar.g_01406
OG0001300	Prbl.g_01873	Prar.g_01523
OG0001301	Prbl.g_00022	Prar.g_01526
OG0001302	Prbl.g_01930	Prar.g_01670
OG0001303	Prbl.g_02437	Prar.g_01864
OG0001307	Prbl.g_00723	Prar.g_00928
OG0001308	Prbl.g_00224	Prar.g_00837
OG0001309	Prbl.g_00787	Prar.g_00754
OG0001310	Prbl.g_00377	Prar.g_01131
OG0001311	Prbl.g_02537	Prar.g_01881
OG0001312	Prbl.g_02448	Prar.g_01814
OG0001316	Prbl.g_00809	Prar.g_00188
OG0001319	Prbl.g_01463	Prar.g_00315
OG0001321	Prbl.g_00633	Prar.g_00499
OG0001322	Prbl.g_00632	Prar.g_00500
OG0001323	Prbl.g_00784	Prar.g_01349
OG0001324	Prbl.g_01874	Prar.g_01524
OG0001326	Prbl.g_02168	Prar.g_01547
OG0001328	Prbl.g_02390	Prar.g_01946
OG0001329	Prbl.g_01079	Prar.g_01302
OG0001330	Prbl.g_01712	Prar.g_00977
OG0001331	Prbl.g_00497	Prar.g_00905
OG0001332	Prbl.g_00466	Prar.g_00804
OG0001333	Prbl.g_00349	Prar.g_01958
OG0001334	Prbl.g_01179	Prar.g_00621
OG0001335	Prbl.g_01180	Prar.g_00622
OG0001336	Prbl.g_02142	Prar.g_00052
OG0001339	Prbl.g_00556	Prar.g_00225
OG0001340	Prbl.g_01190	Prar.g_00259
OG0001341	Prbl.g_02285	Prar.g_01636
OG0001344	Prbl.g_02089	Prar.g_01259
OG0001348	Prbl.g_01243	Prar.g_00732
OG0001351	Prbl.g_00624	Prar.g_00502
OG0001352	Prbl.g_00027	Prar.g_01510
OG0001355	Prbl.g_02379	Prar.g_00722, Prar.g_01158
OG0001356	Prbl.g_02208	Prar.g_01181
OG0001358	Prbl.g_01615	Prar.g_01450
OG0001360	Prbl.g_01104	Prar.g_01949
OG0001361	Prbl.g_00182	Prar.g_01247
OG0001362	Prbl.g_00220	Prar.g_00833
OG0001363	Prbl.g_00218	Prar.g_00831
OG0001365	Prbl.g_02234	Prar.g_00701
OG0001369	Prbl.g_00569	Prar.g_00236
OG0001370	Prbl.g_02288	Prar.g_00508
OG0001371	Prbl.g_01915	Prar.g_01509
OG0001372	Prbl.g_01943	Prar.g_01644
OG0001373	Prbl.g_02169	Prar.g_01548
OG0001374	Prbl.g_02161	Prar.g_01540
OG0001376	Prbl.g_02216	Prar.g_01914
OG0001377	Prbl.g_02217	Prar.g_01915
OG0001378	Prbl.g_00661	Prar.g_01325
OG0001380	Prbl.g_01572	Prar.g_00923
OG0001381	Prbl.g_02577	Prar.g_00917
OG0001382	Prbl.g_02571	Prar.g_00738
OG0001385	Prbl.g_02172	Prar.g_01551
OG0001386	Prbl.g_02171	Prar.g_01550
OG0001387	Prbl.g_02170	Prar.g_01549
OG0001388	Prbl.g_02167	Prar.g_01546
OG0001389	Prbl.g_02166	Prar.g_01545
OG0001390	Prbl.g_02165	Prar.g_01544
OG0001391	Prbl.g_02164	Prar.g_01543
OG0001392	Prbl.g_02163	Prar.g_01542
OG0001393	Prbl.g_02162	Prar.g_01541
OG0001395	Prbl.g_02548	Prar.g_01891
OG0001397	Prbl.g_00219	Prar.g_00832
OG0001399	Prbl.g_01164, Prbl.g_01151	Prar.g_01097
OG0001400	Prbl.g_00307	Prar.g_00368
OG0001403	Prbl.g_01976	Prar.g_00008
OG0001405	Prbl.g_01182	Prar.g_00261
OG0001406	Prbl.g_02215	Prar.g_01913
OG0001409	Prbl.g_02100	Prar.g_01256
OG0001410	Prbl.g_00724	Prar.g_00927
OG0001414	Prbl.g_01918	Prar.g_00098
OG0001415	Prbl.g_01770	Prar.g_00096
OG0001416	Prbl.g_01725	Prar.g_00507
OG0001418	Prbl.g_01046	Prar.g_01514
OG0001422	Prbl.g_01370	Prar.g_00734
OG0001423	Prbl.g_02629, Prbl.g_00738	Prar.g_01560
OG0001431	Prbl.g_02617	Prar.g_00979
OG0001435	Prbl.g_02411	Prar.g_01772
OG0001437	Prbl.g_01769	Prar.g_00097
OG0001438	Prbl.g_01438	Prar.g_00294
OG0001441	Prbl.g_00782	Prar.g_01351
OG0001442	Prbl.g_02358	Prar.g_01629
OG0001446	Prbl.g_01075	Prar.g_00249
OG0001450	Prbl.g_01847	Prar.g_01517
OG0001451	Prbl.g_02546	Prar.g_01745
OG0001455	Prbl.g_00138	Prar.g_01307
OG0001462	Prbl.g_01983	Prar.g_00003
OG0001463	Prbl.g_01445	Prar.g_00301
OG0001464	Prbl.g_01191	Prar.g_00258
OG0001470	Prbl.g_02028	Prar.g_00889
OG0001472	Prbl.g_01833	Prar.g_00755
OG0001475	Prbl.g_02030	Prar.g_00887
OG0001479	Prbl.g_01205	Prar.g_00397
OG0001481	Prbl.g_00627	Prar.g_00434
OG0001485	Prbl.g_00462	Prar.g_01166
OG0001491	Prbl.g_01099	Prar.g_01668
OG0001500	Prbl.g_01919	Prar.g_00324
OG0001501	Prbl.g_00120	Prar.g_01535
OG0001503	Prbl.g_01931	Prar.g_01289
OG0001506	Prbl.g_01086	Prar.g_00806
OG0001508	Prbl.g_02027	Prar.g_00890
OG0001528	Prbl.g_02024	Prar.g_00888
OG0001550	Prbl.g_01694	Prar.g_01304
OG0001553	Prbl.g_00245	Prar.g_00342
OG0001555	Prbl.g_01949	Prar.g_00742
OG0001565	Prbl.g_02291	Prar.g_00475
OG0001569	Prbl.g_01813	Prar.g_01954
OG0001572	Prbl.g_01025	Prar.g_01192
OG0001588	Prbl.g_00865	Prar.g_00363
OG0001605	Prbl.g_01084	Prar.g_01872
OG0001627	Prbl.g_00458	Prar.g_01643
OG0001670	Prbl.g_00003	Prar.g_01169, Prar.g_01194, Prar.g_01161, Prar.g_00718
OG0001684	Prbl.g_01777	Prar.g_01418
OG0001696	Prbl.g_01846	Prar.g_01746
OG0001698	Prbl.g_00031	Prar.g_01921
OG0001712	Prbl.g_02283	Prar.g_00472
OG0001726	Prbl.g_02425	Prar.g_00469
OG0001746	Prbl.g_00681	Prar.g_01188
OG0001992	Prbl.g_01162	Prar.g_01650
OG0002063	Prbl.g_00052	Prar.g_01973
OG0002110	Prbl.g_02394	Prar.g_01553, Prar.g_01556
OG0002111	Prbl.g_02632	Prar.g_01421
OG0002364	Prbl.g_02438	Prar.g_01674
OG0002424	Prbl.g_00085	Prar.g_00728
OG0002628	Prbl.g_00837	Prar.g_01538
