Orthogroup	Prbl	Prbi
OG0001083	Prbl.g_01405	Prbi.g_00664
OG0001084	Prbl.g_01404	Prbi.g_00665
OG0001085	Prbl.g_01394	Prbi.g_00673
OG0001086	Prbl.g_01392	Prbi.g_00674
OG0001087	Prbl.g_01853	Prbi.g_00691
OG0001088	Prbl.g_01857	Prbi.g_00692
OG0001089	Prbl.g_00024	Prbi.g_00700
OG0001090	Prbl.g_02565	Prbi.g_00746
OG0001091	Prbl.g_02563	Prbi.g_00748
OG0001092	Prbl.g_02562	Prbi.g_00749
OG0001093	Prbl.g_02558	Prbi.g_00754
OG0001094	Prbl.g_02341	Prbi.g_00841
OG0001095	Prbl.g_02322	Prbi.g_00860
OG0001096	Prbl.g_02306	Prbi.g_00873
OG0001097	Prbl.g_01550	Prbi.g_00892
OG0001098	Prbl.g_02423	Prbi.g_00907
OG0001099	Prbl.g_01329	Prbi.g_00939
OG0001100	Prbl.g_02414	Prbi.g_00943
OG0001101	Prbl.g_02413	Prbi.g_00945
OG0001102	Prbl.g_02410	Prbi.g_00948
OG0001103	Prbl.g_02408	Prbi.g_00950
OG0001104	Prbl.g_02351	Prbi.g_00972
OG0001105	Prbl.g_02356	Prbi.g_00976
OG0001106	Prbl.g_02466	Prbi.g_01000
OG0001107	Prbl.g_02476	Prbi.g_01007
OG0001108	Prbl.g_02483	Prbi.g_01011
OG0001109	Prbl.g_02485	Prbi.g_01012
OG0001110	Prbl.g_02487	Prbi.g_01014
OG0001111	Prbl.g_02489	Prbi.g_01015
OG0001112	Prbl.g_02491	Prbi.g_01016
OG0001113	Prbl.g_02492	Prbi.g_01017
OG0001114	Prbl.g_02493	Prbi.g_01018
OG0001115	Prbl.g_02495	Prbi.g_01020
OG0001116	Prbl.g_02496	Prbi.g_01021
OG0001117	Prbl.g_02497	Prbi.g_01022
OG0001118	Prbl.g_02498	Prbi.g_01023
OG0001119	Prbl.g_02499	Prbi.g_01024
OG0001120	Prbl.g_02501	Prbi.g_01026
OG0001122	Prbl.g_02529	Prbi.g_01058
OG0001123	Prbl.g_02536	Prbi.g_01062
OG0001124	Prbl.g_02538	Prbi.g_01064
OG0001125	Prbl.g_02540	Prbi.g_01065
OG0001126	Prbl.g_00939	Prbi.g_01075
OG0001127	Prbl.g_00938	Prbi.g_01076
OG0001128	Prbl.g_00935	Prbi.g_01078
OG0001129	Prbl.g_00934	Prbi.g_01079
OG0001130	Prbl.g_00933	Prbi.g_01080
OG0001131	Prbl.g_02575	Prbi.g_01117
OG0001132	Prbl.g_01603	Prbi.g_01127
OG0001133	Prbl.g_01621	Prbi.g_01161
OG0001134	Prbl.g_02204	Prbi.g_01174
OG0001136	Prbl.g_02082	Prbi.g_01204
OG0001137	Prbl.g_02102	Prbi.g_01215
OG0001138	Prbl.g_01118	Prbi.g_01233
OG0001139	Prbl.g_01116	Prbi.g_01234
OG0001140	Prbl.g_01115	Prbi.g_01235
OG0001141	Prbl.g_01114	Prbi.g_01236
OG0001142	Prbl.g_01113	Prbi.g_01237
OG0001143	Prbl.g_01376	Prbi.g_01244
OG0001144	Prbl.g_02580	Prbi.g_01249
OG0001145	Prbl.g_01711	Prbi.g_01383
OG0001146	Prbl.g_01727	Prbi.g_01395
OG0001147	Prbl.g_01333	Prbi.g_01425
OG0001148	Prbl.g_00501	Prbi.g_01441
OG0001149	Prbl.g_00500	Prbi.g_01442
OG0001150	Prbl.g_00499	Prbi.g_01443
OG0001151	Prbl.g_00487	Prbi.g_01454
OG0001152	Prbl.g_00486	Prbi.g_01455
OG0001153	Prbl.g_00704	Prbi.g_01622
OG0001154	Prbl.g_00705	Prbi.g_01623
OG0001155	Prbl.g_00454	Prbi.g_01635
OG0001156	Prbl.g_00451	Prbi.g_01638
OG0001157	Prbl.g_01604	Prbi.g_01639
OG0001158	Prbl.g_00450	Prbi.g_01640
OG0001159	Prbl.g_00449	Prbi.g_01641
OG0001160	Prbl.g_00420	Prbi.g_01665
OG0001161	Prbl.g_01601	Prbi.g_01678
OG0001162	Prbl.g_00048	Prbi.g_01689
OG0001163	Prbl.g_00406	Prbi.g_01779
OG0001164	Prbl.g_00401	Prbi.g_01783
OG0001166	Prbl.g_00371	Prbi.g_01806
OG0001167	Prbl.g_00350	Prbi.g_01823
OG0001168	Prbl.g_00348	Prbi.g_01825
OG0001169	Prbl.g_00346	Prbi.g_01827
OG0001170	Prbl.g_00344	Prbi.g_01829
OG0001171	Prbl.g_00334	Prbi.g_01838
OG0001173	Prbl.g_01062	Prbi.g_01852
OG0001174	Prbl.g_01054	Prbi.g_01860
OG0001175	Prbl.g_01053	Prbi.g_01861
OG0001176	Prbl.g_00953	Prbi.g_01869
OG0001177	Prbl.g_00951	Prbi.g_01872
OG0001179	Prbl.g_00982	Prbi.g_01922
OG0001180	Prbl.g_01134	Prbi.g_01944
OG0001181	Prbl.g_01138	Prbi.g_01948
OG0001182	Prbl.g_01147	Prbi.g_01955
OG0001183	Prbl.g_01175	Prbi.g_01959
OG0001184	Prbl.g_00848	Prbi.g_01975
OG0001185	Prbl.g_01291	Prbi.g_01989
OG0001186	Prbl.g_02026	Prbi.g_02012
OG0001187	Prbl.g_02022	Prbi.g_02028
OG0001188	Prbl.g_02018	Prbi.g_02031
OG0001189	Prbl.g_01996	Prbi.g_02048
OG0001190	Prbl.g_02239	Prbi.g_02052
OG0001191	Prbl.g_02226	Prbi.g_02062
OG0001192	Prbl.g_02219	Prbi.g_02067
OG0001193	Prbl.g_02181	Prbi.g_02077
OG0001194	Prbl.g_02175	Prbi.g_02078
OG0001195	Prbl.g_02174	Prbi.g_02079
OG0001196	Prbl.g_02138	Prbi.g_02092
OG0001197	Prbl.g_02136	Prbi.g_02093
OG0001198	Prbl.g_02124	Prbi.g_02100
OG0001199	Prbl.g_00602	Prbi.g_00081
OG0001200	Prbl.g_00600	Prbi.g_00083
OG0001201	Prbl.g_00551	Prbi.g_00115
OG0001202	Prbl.g_00095	Prbi.g_00223
OG0001203	Prbl.g_00197	Prbi.g_00262
OG0001204	Prbl.g_02667	Prbi.g_00267
OG0001205	Prbl.g_00642	Prbi.g_00446
OG0001206	Prbl.g_01363	Prbi.g_00464
OG0001207	Prbl.g_00503	Prbi.g_00480
OG0001208	Prbl.g_00513	Prbi.g_00485
OG0001209	Prbl.g_00763	Prbi.g_00538
OG0001210	Prbl.g_00751	Prbi.g_00543
OG0001211	Prbl.g_01884	Prbi.g_00553
OG0001212	Prbl.g_01765	Prbi.g_00598
OG0001213	Prbl.g_01631	Prbi.g_00631
OG0001214	Prbl.g_01641	Prbi.g_00640
OG0001215	Prbl.g_01858	Prbi.g_00693
OG0001216	Prbl.g_02564	Prbi.g_00747
OG0001217	Prbl.g_01904	Prbi.g_00792
OG0001218	Prbl.g_00716	Prbi.g_00800
OG0001219	Prbl.g_02435	Prbi.g_00835
OG0001220	Prbl.g_01567	Prbi.g_00899
OG0001221	Prbl.g_02383	Prbi.g_00962
OG0001222	Prbl.g_02210	Prbi.g_01001
OG0001223	Prbl.g_02503	Prbi.g_01027
OG0001224	Prbl.g_00931	Prbi.g_01082
OG0001225	Prbl.g_00929	Prbi.g_01084
OG0001226	Prbl.g_01704	Prbi.g_01111
OG0001227	Prbl.g_00472	Prbi.g_01130
OG0001228	Prbl.g_02585	Prbi.g_01252
OG0001229	Prbl.g_00409	Prbi.g_01437
OG0001230	Prbl.g_00252	Prbi.g_01581
OG0001231	Prbl.g_01957	Prbi.g_01687
OG0001232	Prbl.g_00366	Prbi.g_01810
OG0001233	Prbl.g_00343	Prbi.g_01830
OG0001234	Prbl.g_01050	Prbi.g_01864
OG0001235	Prbl.g_00948	Prbi.g_01874
OG0001236	Prbl.g_00852	Prbi.g_01972
OG0001237	Prbl.g_00845	Prbi.g_01976
OG0001238	Prbl.g_02225	Prbi.g_02063
OG0001239	Prbl.g_00605	Prbi.g_00078
OG0001240	Prbl.g_00568	Prbi.g_00100
OG0001241	Prbl.g_00558	Prbi.g_00108
OG0001242	Prbl.g_01322	Prbi.g_00127
OG0001243	Prbl.g_00828	Prbi.g_00133
OG0001245	Prbl.g_01693	Prbi.g_00404
OG0001246	Prbl.g_00803	Prbi.g_00507
OG0001247	Prbl.g_02295	Prbi.g_00686
OG0001248	Prbl.g_01869	Prbi.g_00688
OG0001249	Prbl.g_01195	Prbi.g_00825
OG0001250	Prbl.g_01546	Prbi.g_00888
OG0001252	Prbl.g_00936	Prbi.g_01077
OG0001253	Prbl.g_01686	Prbi.g_01131
OG0001254	Prbl.g_02203	Prbi.g_01176
OG0001255	Prbl.g_00036	Prbi.g_01191
OG0001258	Prbl.g_00400	Prbi.g_01784
OG0001259	Prbl.g_00345	Prbi.g_01828
OG0001260	Prbl.g_00315	Prbi.g_01844
OG0001261	Prbl.g_00991	Prbi.g_01930
OG0001262	Prbl.g_01999	Prbi.g_02046
OG0001263	Prbl.g_00826	Prbi.g_00136
OG0001265	Prbl.g_01324	Prbi.g_00126
OG0001266	Prbl.g_00099	Prbi.g_00227
OG0001267	Prbl.g_01453	Prbi.g_00304
OG0001268	Prbl.g_01207	Prbi.g_00363
OG0001269	Prbl.g_01564	Prbi.g_00383
OG0001270	Prbl.g_00654	Prbi.g_00435
OG0001271	Prbl.g_01343	Prbi.g_00475
OG0001272	Prbl.g_00517	Prbi.g_00489
OG0001273	Prbl.g_01634	Prbi.g_00634
OG0001274	Prbl.g_01263	Prbi.g_00707
OG0001275	Prbl.g_02518	Prbi.g_01037
OG0001276	Prbl.g_02535	Prbi.g_01061
OG0001277	Prbl.g_02152	Prbi.g_01119
OG0001278	Prbl.g_02592	Prbi.g_01257
OG0001279	Prbl.g_00156	Prbi.g_01332
OG0001280	Prbl.g_01719	Prbi.g_01390
OG0001281	Prbl.g_01728	Prbi.g_01396
OG0001283	Prbl.g_02143	Prbi.g_01459
OG0001285	Prbl.g_00362	Prbi.g_01813
OG0001286	Prbl.g_01132	Prbi.g_01942
OG0001288	Prbl.g_02059	Prbi.g_02005
OG0001290	Prbl.g_00559	Prbi.g_00107
OG0001291	Prbl.g_00816	Prbi.g_00143
OG0001292	Prbl.g_01512	Prbi.g_00272
OG0001293	Prbl.g_01489	Prbi.g_00285
OG0001294	Prbl.g_01393	Prbi.g_00402
OG0001295	Prbl.g_00748	Prbi.g_00469
OG0001297	Prbl.g_00793	Prbi.g_00517
OG0001298	Prbl.g_01791	Prbi.g_00579
OG0001300	Prbl.g_01873	Prbi.g_00696
OG0001301	Prbl.g_00022	Prbi.g_00699
OG0001302	Prbl.g_01930	Prbi.g_00834
OG0001303	Prbl.g_02437	Prbi.g_01041
OG0001307	Prbl.g_00723	Prbi.g_01422
OG0001308	Prbl.g_00224	Prbi.g_01601
OG0001309	Prbl.g_00787	Prbi.g_01684
OG0001310	Prbl.g_00377	Prbi.g_01799
OG0001311	Prbl.g_02537	Prbi.g_01063
OG0001312	Prbl.g_02448	Prbi.g_00990
OG0001316	Prbl.g_00809	Prbi.g_00148
OG0001319	Prbl.g_01463	Prbi.g_00296
OG0001321	Prbl.g_00633	Prbi.g_00452
OG0001322	Prbl.g_00632	Prbi.g_00453
OG0001323	Prbl.g_00784	Prbi.g_00522
OG0001324	Prbl.g_01874	Prbi.g_00697
OG0001326	Prbl.g_02168	Prbi.g_00923
OG0001328	Prbl.g_02390	Prbi.g_01129
OG0001329	Prbl.g_01079	Prbi.g_01169
OG0001330	Prbl.g_01712	Prbi.g_01362
OG0001331	Prbl.g_00497	Prbi.g_01445
OG0001332	Prbl.g_00466	Prbi.g_01633
OG0001333	Prbl.g_00349	Prbi.g_01824
OG0001334	Prbl.g_01179	Prbi.g_01962
OG0001335	Prbl.g_01180	Prbi.g_01963
OG0001336	Prbl.g_02142	Prbi.g_02089
OG0001339	Prbl.g_00556	Prbi.g_00110
OG0001340	Prbl.g_01190	Prbi.g_00352
OG0001341	Prbl.g_02285	Prbi.g_00790
OG0001344	Prbl.g_02089	Prbi.g_01211
OG0001348	Prbl.g_01243	Prbi.g_01707
OG0001351	Prbl.g_00624	Prbi.g_00455
OG0001352	Prbl.g_00027	Prbi.g_00683
OG0001353	Prbl.g_01537	Prbi.g_00879
OG0001354	Prbl.g_02494	Prbi.g_01019
OG0001355	Prbl.g_02379	Prbi.g_01724
OG0001356	Prbl.g_02208	Prbi.g_01301
OG0001358	Prbl.g_01615	Prbi.g_00622
OG0001360	Prbl.g_01104	Prbi.g_01132
OG0001361	Prbl.g_00182	Prbi.g_01223
OG0001362	Prbl.g_00220	Prbi.g_01605
OG0001363	Prbl.g_00218	Prbi.g_01607
OG0001365	Prbl.g_02234	Prbi.g_02056
OG0001369	Prbl.g_00569	Prbi.g_01522, Prbi.g_00099
OG0001370	Prbl.g_02288	Prbi.g_00461
OG0001371	Prbl.g_01915	Prbi.g_00682
OG0001372	Prbl.g_01943	Prbi.g_00799
OG0001373	Prbl.g_02169	Prbi.g_00922
OG0001374	Prbl.g_02161	Prbi.g_00930
OG0001376	Prbl.g_02216	Prbi.g_01096
OG0001377	Prbl.g_02217	Prbi.g_01097
OG0001378	Prbl.g_00661	Prbi.g_01141
OG0001379	Prbl.g_01714	Prbi.g_01385
OG0001380	Prbl.g_01572	Prbi.g_01427
OG0001381	Prbl.g_02577	Prbi.g_01433
OG0001382	Prbl.g_02571	Prbi.g_01699
OG0001385	Prbl.g_02172	Prbi.g_00919
OG0001386	Prbl.g_02171	Prbi.g_00920
OG0001387	Prbl.g_02170	Prbi.g_00921
OG0001388	Prbl.g_02167	Prbi.g_00924
OG0001389	Prbl.g_02166	Prbi.g_00925
OG0001390	Prbl.g_02165	Prbi.g_00926
OG0001391	Prbl.g_02164	Prbi.g_00927
OG0001392	Prbl.g_02163	Prbi.g_00928
OG0001393	Prbl.g_02162	Prbi.g_00929
OG0001394	Prbl.g_02366	Prbi.g_00966
OG0001395	Prbl.g_02548	Prbi.g_01073
OG0001397	Prbl.g_00219	Prbi.g_01606
OG0001399	Prbl.g_01164, Prbl.g_01151	Prbi.g_01866
OG0001402	Prbl.g_01620	Prbi.g_00808
OG0001403	Prbl.g_01976	Prbi.g_00030
OG0001405	Prbl.g_01182	Prbi.g_00350
OG0001406	Prbl.g_02215	Prbi.g_01095
OG0001409	Prbl.g_02100	Prbi.g_01214
OG0001410	Prbl.g_00724	Prbi.g_01423
OG0001414	Prbl.g_01918	Prbi.g_00253
OG0001415	Prbl.g_01770	Prbi.g_00255
OG0001416	Prbl.g_01725	Prbi.g_00460
OG0001418	Prbl.g_01046	Prbi.g_00687
OG0001422	Prbl.g_01370	Prbi.g_01705
OG0001423	Prbl.g_02629, Prbl.g_00738	Prbi.g_01567, Prbi.g_02024
OG0001425	Prbl.g_02222	Prbi.g_02066
OG0001431	Prbl.g_02617	Prbi.g_01360
OG0001435	Prbl.g_02411	Prbi.g_00947
OG0001437	Prbl.g_01769	Prbi.g_00254
OG0001438	Prbl.g_01438	Prbi.g_00317
OG0001441	Prbl.g_00782	Prbi.g_00524
OG0001442	Prbl.g_02358	Prbi.g_00781
OG0001446	Prbl.g_01075	Prbi.g_00086
OG0001449	Prbl.g_01940	Prbi.g_00421
OG0001450	Prbl.g_01847	Prbi.g_00690
OG0001451	Prbl.g_02546	Prbi.g_00908
OG0001455	Prbl.g_00138	Prbi.g_01163
OG0001461	Prbl.g_00620	Prbi.g_01545
OG0001462	Prbl.g_01983	Prbi.g_00034
OG0001463	Prbl.g_01445	Prbi.g_00310
OG0001464	Prbl.g_01191	Prbi.g_00353
OG0001472	Prbl.g_01833	Prbi.g_01683
OG0001475	Prbl.g_02030	Prbi.g_01472
OG0001479	Prbl.g_01205	Prbi.g_00361
OG0001481	Prbl.g_00627	Prbi.g_00397
OG0001484	Prbl.g_02573	Prbi.g_01369
OG0001485	Prbl.g_00462	Prbi.g_01725
OG0001491	Prbl.g_01099	Prbi.g_00832
OG0001495	Prbl.g_00950	Prbi.g_01871
OG0001500	Prbl.g_01919	Prbi.g_00287
OG0001501	Prbl.g_00120	Prbi.g_00709
OG0001503	Prbl.g_01931	Prbi.g_01181
OG0001506	Prbl.g_01086	Prbi.g_01631
OG0001508	Prbl.g_02027	Prbi.g_01473
OG0001513	Prbl.g_01706	Prbi.g_01761
OG0001550	Prbl.g_01694	Prbi.g_01166
OG0001553	Prbl.g_00245	Prbi.g_01586
OG0001555	Prbl.g_01949	Prbi.g_01695
OG0001569	Prbl.g_01813	Prbi.g_01137
OG0001572	Prbl.g_01025	Prbi.g_01326
OG0001590	Prbl.g_01565	Prbi.g_01538
OG0001598	Prbl.g_02064	Prbi.g_00427
OG0001605	Prbl.g_01084	Prbi.g_01054
OG0001627	Prbl.g_00458	Prbi.g_00797
OG0001684	Prbl.g_01777	Prbi.g_00591
OG0001695	Prbl.g_02158	Prbi.g_01299, Prbi.g_01550
OG0001696	Prbl.g_01846	Prbi.g_00909
OG0001698	Prbl.g_00031	Prbi.g_01103
OG0001740	Prbl.g_02155	Prbi.g_01298, Prbi.g_01551
OG0001992	Prbl.g_01162	Prbi.g_00806
OG0001995	Prbl.g_00757	Prbi.g_01411
OG0002001	Prbl.g_00176	Prbi.g_00771
OG0002364	Prbl.g_02438	Prbi.g_00837
OG0002631	Prbl.g_01157	Prbi.g_01889
