Orthogroup	Prbh	Prbk
OG0001086	Prbh.g_01698	Prbk.g_00996
OG0001087	Prbh.g_01699	Prbk.g_00997
OG0001088	Prbh.g_01700	Prbk.g_01926
OG0001089	Prbh.g_01687	Prbk.g_00988
OG0001090	Prbh.g_01685	Prbk.g_00986
OG0001091	Prbh.g_01684	Prbk.g_00985
OG0001092	Prbh.g_01683	Prbk.g_00984
OG0001093	Prbh.g_01682	Prbk.g_00983
OG0001094	Prbh.g_01681	Prbk.g_00982
OG0001095	Prbh.g_01680	Prbk.g_00981
OG0001096	Prbh.g_01679	Prbk.g_00980
OG0001097	Prbh.g_01678	Prbk.g_00979
OG0001098	Prbh.g_01677	Prbk.g_00978
OG0001099	Prbh.g_01676	Prbk.g_00977
OG0001100	Prbh.g_01675	Prbk.g_00976
OG0001101	Prbh.g_01674	Prbk.g_00975
OG0001102	Prbh.g_01673	Prbk.g_00974
OG0001103	Prbh.g_01672	Prbk.g_00973
OG0001104	Prbh.g_01671	Prbk.g_00972
OG0001105	Prbh.g_01670	Prbk.g_00971
OG0001106	Prbh.g_01669	Prbk.g_00970
OG0001107	Prbh.g_01668	Prbk.g_00969
OG0001108	Prbh.g_01667	Prbk.g_00968
OG0001109	Prbh.g_01666	Prbk.g_00967
OG0001110	Prbh.g_01665	Prbk.g_00966
OG0001111	Prbh.g_01664	Prbk.g_00965
OG0001112	Prbh.g_01663	Prbk.g_00964
OG0001113	Prbh.g_01662	Prbk.g_00963
OG0001114	Prbh.g_01661	Prbk.g_00962
OG0001115	Prbh.g_01660	Prbk.g_00961
OG0001116	Prbh.g_01659	Prbk.g_00960
OG0001117	Prbh.g_01658	Prbk.g_00959
OG0001118	Prbh.g_01657	Prbk.g_00958
OG0001119	Prbh.g_01656	Prbk.g_00957
OG0001120	Prbh.g_01655	Prbk.g_00956
OG0001121	Prbh.g_01653	Prbk.g_00953
OG0001122	Prbh.g_01652	Prbk.g_00952
OG0001123	Prbh.g_01651	Prbk.g_00951
OG0001124	Prbh.g_01649	Prbk.g_00949
OG0001125	Prbh.g_01647	Prbk.g_00947
OG0001126	Prbh.g_01646	Prbk.g_00946
OG0001127	Prbh.g_01643	Prbk.g_00797
OG0001128	Prbh.g_01642	Prbk.g_00798
OG0001129	Prbh.g_01641	Prbk.g_00801
OG0001130	Prbh.g_01638	Prbk.g_00804
OG0001131	Prbh.g_01637	Prbk.g_00805
OG0001132	Prbh.g_01636	Prbk.g_00806
OG0001133	Prbh.g_01635	Prbk.g_00807
OG0001134	Prbh.g_01634	Prbk.g_00808
OG0001135	Prbh.g_01633	Prbk.g_00809
OG0001136	Prbh.g_01632	Prbk.g_00810
OG0001137	Prbh.g_01631	Prbk.g_00811
OG0001138	Prbh.g_01630	Prbk.g_00812
OG0001139	Prbh.g_01628	Prbk.g_00814
OG0001140	Prbh.g_01627	Prbk.g_00816
OG0001141	Prbh.g_01626	Prbk.g_00817
OG0001142	Prbh.g_01621	Prbk.g_00844
OG0001143	Prbh.g_01620	Prbk.g_00845
OG0001144	Prbh.g_01619	Prbk.g_00847
OG0001145	Prbh.g_01618	Prbk.g_00848
OG0001146	Prbh.g_01617	Prbk.g_00849
OG0001147	Prbh.g_01616	Prbk.g_00850
OG0001148	Prbh.g_01615	Prbk.g_00851
OG0001149	Prbh.g_01613	Prbk.g_00506
OG0001150	Prbh.g_01612	Prbk.g_00510
OG0001151	Prbh.g_01608	Prbk.g_00513
OG0001152	Prbh.g_01607	Prbk.g_00514
OG0001153	Prbh.g_01606	Prbk.g_00516
OG0001154	Prbh.g_01604	Prbk.g_00518
OG0001155	Prbh.g_01602	Prbk.g_00521
OG0001156	Prbh.g_01600	Prbk.g_00525
OG0001157	Prbh.g_01598	Prbk.g_00527
OG0001158	Prbh.g_01596	Prbk.g_00529
OG0001159	Prbh.g_01595	Prbk.g_00530
OG0001160	Prbh.g_01594	Prbk.g_00531
OG0001161	Prbh.g_01593	Prbk.g_00215
OG0001162	Prbh.g_01592	Prbk.g_00216
OG0001163	Prbh.g_01591	Prbk.g_00217
OG0001164	Prbh.g_01590	Prbk.g_00218
OG0001165	Prbh.g_01589	Prbk.g_00219
OG0001166	Prbh.g_01588	Prbk.g_00220
OG0001167	Prbh.g_01586	Prbk.g_00231
OG0001168	Prbh.g_01585	Prbk.g_00232
OG0001169	Prbh.g_01584	Prbk.g_00233
OG0001170	Prbh.g_01583	Prbk.g_00235
OG0001171	Prbh.g_01582	Prbk.g_00236
OG0001172	Prbh.g_01580	Prbk.g_00238
OG0001173	Prbh.g_01578	Prbk.g_01482
OG0001174	Prbh.g_01577	Prbk.g_01483
OG0001175	Prbh.g_01576	Prbk.g_01484
OG0001176	Prbh.g_01574	Prbk.g_01494
OG0001177	Prbh.g_01572	Prbk.g_01530
OG0001178	Prbh.g_01569	Prbk.g_01534
OG0001179	Prbh.g_01568	Prbk.g_01535
OG0001180	Prbh.g_01567	Prbk.g_01536
OG0001181	Prbh.g_01566	Prbk.g_01537
OG0001182	Prbh.g_01565	Prbk.g_01538
OG0001183	Prbh.g_01564	Prbk.g_01539
OG0001184	Prbh.g_01562	Prbk.g_01568
OG0001185	Prbh.g_01560	Prbk.g_01571
OG0001186	Prbh.g_01559	Prbk.g_01572
OG0001187	Prbh.g_01558	Prbk.g_01573
OG0001188	Prbh.g_01557	Prbk.g_01576
OG0001189	Prbh.g_01556	Prbk.g_01577
OG0001190	Prbh.g_01555	Prbk.g_01578
OG0001191	Prbh.g_01554	Prbk.g_01580
OG0001192	Prbh.g_01553	Prbk.g_01582
OG0001193	Prbh.g_01552	Prbk.g_01583
OG0001194	Prbh.g_01551	Prbk.g_01585
OG0001195	Prbh.g_01550	Prbk.g_01586
OG0001196	Prbh.g_01549	Prbk.g_01587
OG0001197	Prbh.g_01548	Prbk.g_01588
OG0001198	Prbh.g_01547	Prbk.g_01589
OG0001199	Prbh.g_01546	Prbk.g_01590
OG0001200	Prbh.g_01545	Prbk.g_01592
OG0001201	Prbh.g_01544	Prbk.g_01593
OG0001202	Prbh.g_01543	Prbk.g_01594
OG0001203	Prbh.g_01541	Prbk.g_01596
OG0001204	Prbh.g_01539	Prbk.g_01600
OG0001205	Prbh.g_01537	Prbk.g_01602
OG0001206	Prbh.g_01536	Prbk.g_01603
OG0001207	Prbh.g_01535	Prbk.g_02160
OG0001208	Prbh.g_01534	Prbk.g_02161
OG0001209	Prbh.g_01533	Prbk.g_02162
OG0001210	Prbh.g_01532	Prbk.g_02163
OG0001211	Prbh.g_01531	Prbk.g_02165
OG0001212	Prbh.g_01530	Prbk.g_02166
OG0001213	Prbh.g_01529	Prbk.g_02167
OG0001214	Prbh.g_01527	Prbk.g_02169
OG0001215	Prbh.g_01526	Prbk.g_02171
OG0001216	Prbh.g_01525	Prbk.g_02173
OG0001217	Prbh.g_01524	Prbk.g_02174
OG0001218	Prbh.g_01523	Prbk.g_02175
OG0001219	Prbh.g_01520	Prbk.g_02180
OG0001220	Prbh.g_01519	Prbk.g_02185
OG0001221	Prbh.g_01514	Prbk.g_02207
OG0001222	Prbh.g_01513	Prbk.g_02210
OG0001223	Prbh.g_01512	Prbk.g_02211
OG0001224	Prbh.g_01510	Prbk.g_02213
OG0001225	Prbh.g_01509	Prbk.g_02214
OG0001226	Prbh.g_01508	Prbk.g_02217
OG0001227	Prbh.g_01507	Prbk.g_02218
OG0001228	Prbh.g_01506	Prbk.g_02224
OG0001229	Prbh.g_01505	Prbk.g_02225
OG0001230	Prbh.g_01504	Prbk.g_02226
OG0001231	Prbh.g_01503	Prbk.g_02239
OG0001232	Prbh.g_01501	Prbk.g_02248
OG0001233	Prbh.g_01500	Prbk.g_02249
OG0001234	Prbh.g_01499	Prbk.g_02250
OG0001235	Prbh.g_01498	Prbk.g_02251
OG0001236	Prbh.g_01496	Prbk.g_02253
OG0001237	Prbh.g_01495	Prbk.g_02254
OG0001238	Prbh.g_01490	Prbk.g_02258
OG0001239	Prbh.g_01489	Prbk.g_02260
OG0001240	Prbh.g_01488	Prbk.g_02261
OG0001241	Prbh.g_01485	Prbk.g_02265
OG0001242	Prbh.g_01484	Prbk.g_02267
OG0001243	Prbh.g_01483	Prbk.g_02268
OG0001244	Prbh.g_01482	Prbk.g_02270
OG0001245	Prbh.g_01481	Prbk.g_02272
OG0001246	Prbh.g_01480	Prbk.g_02274
OG0001247	Prbh.g_01479	Prbk.g_02275
OG0001248	Prbh.g_01478	Prbk.g_02276
OG0001249	Prbh.g_01477	Prbk.g_02277
OG0001250	Prbh.g_01476	Prbk.g_02278
OG0001251	Prbh.g_00691	Prbk.g_00028
OG0001252	Prbh.g_00643	Prbk.g_00557
OG0001253	Prbh.g_00632	Prbk.g_00756
OG0001254	Prbh.g_00498	Prbk.g_00418
OG0001255	Prbh.g_00440	Prbk.g_00870
OG0001257	Prbh.g_00349	Prbk.g_02063
OG0001258	Prbh.g_00333	Prbk.g_01861
OG0001259	Prbh.g_00240	Prbk.g_01129
OG0001261	Prbh.g_00988	Prbk.g_02531
OG0001262	Prbh.g_01006	Prbk.g_02554
OG0001264	Prbh.g_00877	Prbk.g_02395
OG0001265	Prbh.g_01124	Prbk.g_00588
OG0001266	Prbh.g_01444	Prbk.g_01682
OG0001267	Prbh.g_01300	Prbk.g_01776
OG0001268	Prbh.g_01286	Prbk.g_01021
OG0001269	Prbh.g_01936	Prbk.g_01198
OG0001270	Prbh.g_00143	Prbk.g_02664
OG0001271	Prbh.g_00155	Prbk.g_01999
OG0001272	Prbh.g_00802	Prbk.g_01841
OG0001273	Prbh.g_00205	Prbk.g_01059
OG0001274	Prbh.g_01824	Prbk.g_01788
OG0001276	Prbh.g_01146	Prbk.g_02424
OG0001278	Prbh.g_01790	Prbk.g_00920
OG0001279	Prbh.g_01787	Prbk.g_00915
OG0001280	Prbh.g_01784	Prbk.g_00912
OG0001281	Prbh.g_01714	Prbk.g_01908
OG0001282	Prbh.g_01777	Prbk.g_00901
OG0001283	Prbh.g_01601	Prbk.g_00524
OG0001284	Prbh.g_01570	Prbk.g_01533
OG0001285	Prbh.g_01540	Prbk.g_01598
OG0001286	Prbh.g_01486	Prbk.g_02263
OG0001287	Prbh.g_01898	Prbk.g_01331, Prbk.g_02697
OG0001288	Prbh.g_00395	Prbk.g_00327
OG0001290	Prbh.g_00750	Prbk.g_01618
OG0001291	Prbh.g_00711	Prbk.g_01317
OG0001292	Prbh.g_00708	Prbk.g_01314
OG0001293	Prbh.g_00706	Prbk.g_01312
OG0001294	Prbh.g_00690	Prbk.g_00027
OG0001295	Prbh.g_00662	Prbk.g_00200
OG0001296	Prbh.g_00655	Prbk.g_00541
OG0001297	Prbh.g_00583	Prbk.g_01254
OG0001298	Prbh.g_00536	Prbk.g_01013
OG0001299	Prbh.g_00527	Prbk.g_01000
OG0001300	Prbh.g_01356	Prbk.g_00303
OG0001303	Prbh.g_01339	Prbk.g_01205
OG0001304	Prbh.g_01040	Prbk.g_00065
OG0001305	Prbh.g_01035	Prbk.g_00060
OG0001307	Prbh.g_01357	Prbk.g_02413
OG0001308	Prbh.g_00202	Prbk.g_01664
OG0001311	Prbh.g_01249	Prbk.g_00134
OG0001312	Prbh.g_01937	Prbk.g_01197
OG0001313	Prbh.g_00410	Prbk.g_01637
OG0001314	Prbh.g_01759	Prbk.g_01433
OG0001316	Prbh.g_01605	Prbk.g_00517
OG0001319	Prbh.g_00542	Prbk.g_01519
OG0001324	Prbh.g_00769	Prbk.g_02659
OG0001326	Prbh.g_00773	Prbk.g_01737
OG0001327	Prbh.g_00201	Prbk.g_01193
OG0001328	Prbh.g_01378	Prbk.g_01177
OG0001329	Prbh.g_01492	Prbk.g_02256
OG0001331	Prbh.g_01786	Prbk.g_00914
OG0001332	Prbh.g_01734	Prbk.g_01406
OG0001333	Prbh.g_01640	Prbk.g_00802
OG0001335	Prbh.g_01542	Prbk.g_01595
OG0001336	Prbh.g_00653	Prbk.g_00543
OG0001337	Prbh.g_00663	Prbk.g_00198
OG0001339	Prbh.g_00579	Prbk.g_01250
OG0001340	Prbh.g_00531	Prbk.g_01007
OG0001341	Prbh.g_00518	Prbk.g_00381
OG0001342	Prbh.g_00499	Prbk.g_00417
OG0001343	Prbh.g_00433	Prbk.g_00877
OG0001345	Prbh.g_00398	Prbk.g_00330
OG0001346	Prbh.g_00359	Prbk.g_02110
OG0001347	Prbh.g_00345	Prbk.g_02067
OG0001348	Prbh.g_00824	Prbk.g_01044
OG0001350	Prbh.g_00316	Prbk.g_01053
OG0001351	Prbh.g_00252	Prbk.g_01114
OG0001353	Prbh.g_00556	Prbk.g_00651
OG0001355	Prbh.g_00995	Prbk.g_02538
OG0001357	Prbh.g_01112	Prbk.g_00570
OG0001358	Prbh.g_01123	Prbk.g_00587
OG0001361	Prbh.g_01228	Prbk.g_00176
OG0001362	Prbh.g_01396	Prbk.g_01933
OG0001366	Prbh.g_01744	Prbk.g_01416
OG0001368	Prbh.g_01571	Prbk.g_01532
OG0001369	Prbh.g_01125	Prbk.g_00589
OG0001375	Prbh.g_00645	Prbk.g_00553
OG0001378	Prbh.g_00506	Prbk.g_00407
OG0001380	Prbh.g_00932	Prbk.g_01039
OG0001381	Prbh.g_00373	Prbk.g_00300
OG0001384	Prbh.g_00310	Prbk.g_01062
OG0001410	Prbh.g_01888	Prbk.g_00671
OG0001412	Prbh.g_01063	Prbk.g_02354
OG0001413	Prbh.g_01794	Prbk.g_01462, Prbk.g_01351, Prbk.g_02675, Prbk.g_01732
OG0001415	Prbh.g_00453	Prbk.g_00852
OG0001416	Prbh.g_00308	Prbk.g_01064
OG0001425	Prbh.g_01343	Prbk.g_00623
OG0001426	Prbh.g_01491	Prbk.g_02257
OG0001429	Prbh.g_01096	Prbk.g_02308
OG0001438	Prbh.g_01463	Prbk.g_02607
OG0001439	Prbh.g_00985	Prbk.g_02529
OG0001442	Prbh.g_01816	Prbk.g_01661
OG0001448	Prbh.g_01399	Prbk.g_01694
OG0001451	Prbh.g_01940	Prbk.g_02679, Prbk.g_01945
OG0001452	Prbh.g_01521	Prbk.g_02177
OG0001455	Prbh.g_00781	Prbk.g_01663, Prbk.g_01668
OG0001466	Prbh.g_00200	Prbk.g_00625
OG0001470	Prbh.g_00459	Prbk.g_00469
OG0001471	Prbh.g_01838	Prbk.g_02513
OG0001472	Prbh.g_01021	Prbk.g_01828
OG0001481	Prbh.g_01264	Prbk.g_00102
OG0001483	Prbh.g_01367	Prbk.g_01191
OG0001487	Prbh.g_01458	Prbk.g_02612
OG0001489	Prbh.g_01691	Prbk.g_00833
OG0001504	Prbh.g_00893	Prbk.g_02437
OG0001512	Prbh.g_01938	Prbk.g_01101, Prbk.g_01335
OG0001544	Prbh.g_01400	Prbk.g_00357
OG0001545	Prbh.g_00874	Prbk.g_02392
OG0001546	Prbh.g_00990	Prbk.g_02533
OG0001547	Prbh.g_00790, Prbh.g_00767	Prbk.g_01702
OG0001548	Prbh.g_00801, Prbh.g_01337	Prbk.g_02116
OG0001587	Prbh.g_01839	Prbk.g_00296
OG0001588	Prbh.g_01871	Prbk.g_00922
OG0001605	Prbh.g_01693	Prbk.g_00994
OG0001608	Prbh.g_00204	Prbk.g_00837, Prbk.g_00838
OG0001620	Prbh.g_00068	Prbk.g_00095
OG0001621	Prbh.g_01394	Prbk.g_00832
OG0001622	Prbh.g_01896	Prbk.g_01751
OG0001632	Prbh.g_00197	Prbk.g_00909
OG0001633	Prbh.g_00203	Prbk.g_01960
OG0001634	Prbh.g_01895	Prbk.g_01752
OG0001635	Prbh.g_01894	Prbk.g_01755
OG0001636	Prbh.g_01893	Prbk.g_01756
OG0001697	Prbh.g_00844	Prbk.g_01787
OG0001714	Prbh.g_00139	Prbk.g_01206
OG0001715	Prbh.g_01575	Prbk.g_01485
OG0001716	Prbh.g_01251	Prbk.g_00136
OG0001717	Prbh.g_00852	Prbk.g_01652
OG0001718	Prbh.g_00845	Prbk.g_01658
OG0001719	Prbh.g_00438	Prbk.g_00872
OG0001737	Prbh.g_00742	Prbk.g_01605
OG0001738	Prbh.g_00671	Prbk.g_00003
OG0001739	Prbh.g_00672	Prbk.g_00005
OG0001740	Prbh.g_00673	Prbk.g_00006
OG0001741	Prbh.g_00683	Prbk.g_00019
OG0001742	Prbh.g_01335	Prbk.g_01517
OG0001743	Prbh.g_00541	Prbk.g_01516
OG0001744	Prbh.g_01736	Prbk.g_01408
OG0001745	Prbh.g_00263	Prbk.g_01875
OG0001746	Prbh.g_01386	Prbk.g_01168
OG0001747	Prbh.g_01269	Prbk.g_00159
OG0001748	Prbh.g_00927	Prbk.g_01809
OG0001749	Prbh.g_00917	Prbk.g_01840
OG0001750	Prbh.g_01137	Prbk.g_00597
OG0001751	Prbh.g_01127	Prbk.g_00591
OG0001752	Prbh.g_01122	Prbk.g_00585
OG0001753	Prbh.g_01082	Prbk.g_02328
OG0001754	Prbh.g_01045	Prbk.g_02381
OG0001755	Prbh.g_00890	Prbk.g_02428
OG0001756	Prbh.g_00958	Prbk.g_02473
OG0001757	Prbh.g_01873	Prbk.g_02552
OG0001758	Prbh.g_01007	Prbk.g_02555
OG0001759	Prbh.g_01014	Prbk.g_02569
OG0001760	Prbh.g_00869	Prbk.g_02579
OG0001761	Prbh.g_00906	Prbk.g_02583
OG0001762	Prbh.g_01189	Prbk.g_00716
OG0001763	Prbh.g_00660	Prbk.g_02119
OG0001764	Prbh.g_00414	Prbk.g_00363
OG0001765	Prbh.g_00447	Prbk.g_00859
OG0001766	Prbh.g_00448	Prbk.g_00858
OG0001767	Prbh.g_00449	Prbk.g_00856
OG0001768	Prbh.g_00450	Prbk.g_00855
OG0001769	Prbh.g_00451	Prbk.g_00854
OG0001770	Prbh.g_01629	Prbk.g_00813
OG0001771	Prbh.g_01645	Prbk.g_00945
OG0001772	Prbh.g_00651	Prbk.g_00545
OG0001773	Prbh.g_00723	Prbk.g_00558
OG0001774	Prbh.g_00603	Prbk.g_00787
OG0001775	Prbh.g_00597	Prbk.g_01276
OG0001776	Prbh.g_01876	Prbk.g_00673
OG0001777	Prbh.g_01522	Prbk.g_02176
OG0001778	Prbh.g_01518	Prbk.g_02186
OG0001779	Prbh.g_01517	Prbk.g_02187
OG0001780	Prbh.g_01132	Prbk.g_02188
OG0001781	Prbh.g_01511	Prbk.g_02212
OG0001782	Prbh.g_01502	Prbk.g_02246
OG0001795	Prbh.g_00266	Prbk.g_01878
OG0001799	Prbh.g_00192	Prbk.g_01648
OG0001801	Prbh.g_01889	Prbk.g_01681
OG0001802	Prbh.g_00787	Prbk.g_01806
OG0001822	Prbh.g_00033	Prbk.g_00414
OG0001832	Prbh.g_01275	Prbk.g_00148
OG0001872	Prbh.g_01848	Prbk.g_01264
OG0001883	Prbh.g_00747	Prbk.g_01612
OG0001884	Prbh.g_01587	Prbk.g_00229
OG0001885	Prbh.g_00148	Prbk.g_02005
OG0001886	Prbh.g_00268	Prbk.g_01880
OG0001887	Prbh.g_01259	Prbk.g_01500
OG0001891	Prbh.g_00931	Prbk.g_01955
OG0001892	Prbh.g_01850	Prbk.g_00921
OG0001893	Prbh.g_01043	Prbk.g_00069
OG0001894	Prbh.g_01072	Prbk.g_02338
OG0001895	Prbh.g_00715	Prbk.g_02519
OG0001896	Prbh.g_00777	Prbk.g_02585
OG0001897	Prbh.g_00429	Prbk.g_00886
OG0001898	Prbh.g_00526	Prbk.g_00370
OG0001899	Prbh.g_00735	Prbk.g_02149
OG0001900	Prbh.g_00736	Prbk.g_02150
OG0001901	Prbh.g_00740	Prbk.g_02159
OG0001902	Prbh.g_01493	Prbk.g_02255
OG0001915	Prbh.g_01183	Prbk.g_00710
OG0001920	Prbh.g_01771	Prbk.g_01446
OG0001921	Prbh.g_01214	Prbk.g_02636
OG0001923	Prbh.g_00805	Prbk.g_00358
OG0001925	Prbh.g_00207	Prbk.g_02026
OG0001967	Prbh.g_00209	Prbk.g_01464
OG0001970	Prbh.g_00832	Prbk.g_01813
OG0001971	Prbh.g_00831	Prbk.g_01814
OG0001972	Prbh.g_01105	Prbk.g_02294
OG0001980	Prbh.g_00812	Prbk.g_01342
OG0002028	Prbh.g_01926	Prbk.g_02409
OG0002035	Prbh.g_01422, Prbh.g_01420	Prbk.g_01352
OG0002079	Prbh.g_00407	Prbk.g_02157
OG0002146	Prbh.g_00161	Prbk.g_01992
OG0002214	Prbh.g_01922	Prbk.g_01546
OG0002295	Prbh.g_01152	Prbk.g_02374
OG0002338	Prbh.g_01419	Prbk.g_01867
