Orthogroup	Prbh	Prad
OG0001118	Prbh.g_01657	Prad.g_00819
OG0001119	Prbh.g_01656	Prad.g_00818
OG0001120	Prbh.g_01655	Prad.g_00817
OG0001121	Prbh.g_01653	Prad.g_00815
OG0001122	Prbh.g_01652	Prad.g_00814
OG0001123	Prbh.g_01651	Prad.g_00813
OG0001124	Prbh.g_01649	Prad.g_00811
OG0001125	Prbh.g_01647	Prad.g_00809
OG0001126	Prbh.g_01646	Prad.g_00808
OG0001127	Prbh.g_01643	Prad.g_00806
OG0001128	Prbh.g_01642	Prad.g_00805
OG0001129	Prbh.g_01641	Prad.g_00804
OG0001130	Prbh.g_01638	Prad.g_00801
OG0001131	Prbh.g_01637	Prad.g_00800
OG0001132	Prbh.g_01636	Prad.g_00799
OG0001133	Prbh.g_01635	Prad.g_00798
OG0001134	Prbh.g_01634	Prad.g_00797
OG0001135	Prbh.g_01633	Prad.g_00796
OG0001136	Prbh.g_01632	Prad.g_00795
OG0001137	Prbh.g_01631	Prad.g_00794
OG0001138	Prbh.g_01630	Prad.g_00793
OG0001139	Prbh.g_01628	Prad.g_00792
OG0001140	Prbh.g_01627	Prad.g_00791
OG0001141	Prbh.g_01626	Prad.g_00790
OG0001142	Prbh.g_01621	Prad.g_00787
OG0001143	Prbh.g_01620	Prad.g_00786
OG0001144	Prbh.g_01619	Prad.g_00785
OG0001145	Prbh.g_01618	Prad.g_00784
OG0001146	Prbh.g_01617	Prad.g_00783
OG0001147	Prbh.g_01616	Prad.g_00782
OG0001148	Prbh.g_01615	Prad.g_00781
OG0001149	Prbh.g_01613	Prad.g_00779
OG0001150	Prbh.g_01612	Prad.g_00778
OG0001151	Prbh.g_01608	Prad.g_00776
OG0001152	Prbh.g_01607	Prad.g_00775
OG0001153	Prbh.g_01606	Prad.g_00774
OG0001154	Prbh.g_01604	Prad.g_00772
OG0001155	Prbh.g_01602	Prad.g_00770
OG0001156	Prbh.g_01600	Prad.g_00768
OG0001157	Prbh.g_01598	Prad.g_00767
OG0001158	Prbh.g_01596	Prad.g_00765
OG0001159	Prbh.g_01595	Prad.g_00764
OG0001160	Prbh.g_01594	Prad.g_00763
OG0001161	Prbh.g_01593	Prad.g_00762
OG0001162	Prbh.g_01592	Prad.g_01641
OG0001163	Prbh.g_01591	Prad.g_01640
OG0001164	Prbh.g_01590	Prad.g_01639
OG0001165	Prbh.g_01589	Prad.g_01638
OG0001166	Prbh.g_01588	Prad.g_01637
OG0001167	Prbh.g_01586	Prad.g_01636
OG0001168	Prbh.g_01585	Prad.g_01635
OG0001169	Prbh.g_01584	Prad.g_01634
OG0001170	Prbh.g_01583	Prad.g_01633
OG0001171	Prbh.g_01582	Prad.g_01632
OG0001172	Prbh.g_01580	Prad.g_01630
OG0001173	Prbh.g_01578	Prad.g_01628
OG0001174	Prbh.g_01577	Prad.g_01627
OG0001175	Prbh.g_01576	Prad.g_01626
OG0001176	Prbh.g_01574	Prad.g_01625
OG0001177	Prbh.g_01572	Prad.g_01623
OG0001178	Prbh.g_01569	Prad.g_01621
OG0001179	Prbh.g_01568	Prad.g_01620
OG0001180	Prbh.g_01567	Prad.g_01619
OG0001181	Prbh.g_01566	Prad.g_01618
OG0001182	Prbh.g_01565	Prad.g_01617
OG0001183	Prbh.g_01564	Prad.g_01616
OG0001184	Prbh.g_01562	Prad.g_01614
OG0001185	Prbh.g_01560	Prad.g_01611
OG0001186	Prbh.g_01559	Prad.g_01610
OG0001187	Prbh.g_01558	Prad.g_01609
OG0001188	Prbh.g_01557	Prad.g_01608
OG0001189	Prbh.g_01556	Prad.g_01607
OG0001190	Prbh.g_01555	Prad.g_01606
OG0001191	Prbh.g_01554	Prad.g_01605
OG0001192	Prbh.g_01553	Prad.g_01604
OG0001193	Prbh.g_01552	Prad.g_01603
OG0001194	Prbh.g_01551	Prad.g_01602
OG0001195	Prbh.g_01550	Prad.g_01601
OG0001196	Prbh.g_01549	Prad.g_01600
OG0001197	Prbh.g_01548	Prad.g_01599
OG0001198	Prbh.g_01547	Prad.g_01598
OG0001199	Prbh.g_01546	Prad.g_01597
OG0001200	Prbh.g_01545	Prad.g_01596
OG0001201	Prbh.g_01544	Prad.g_01595
OG0001202	Prbh.g_01543	Prad.g_01594
OG0001203	Prbh.g_01541	Prad.g_01592
OG0001204	Prbh.g_01539	Prad.g_01590
OG0001205	Prbh.g_01537	Prad.g_01589
OG0001206	Prbh.g_01536	Prad.g_01588
OG0001207	Prbh.g_01535	Prad.g_01587
OG0001208	Prbh.g_01534	Prad.g_01586
OG0001209	Prbh.g_01533	Prad.g_01585
OG0001210	Prbh.g_01532	Prad.g_01584
OG0001211	Prbh.g_01531	Prad.g_01583
OG0001212	Prbh.g_01530	Prad.g_01582
OG0001213	Prbh.g_01529	Prad.g_01581
OG0001214	Prbh.g_01527	Prad.g_01579
OG0001215	Prbh.g_01526	Prad.g_01578
OG0001216	Prbh.g_01525	Prad.g_01577
OG0001217	Prbh.g_01524	Prad.g_01576
OG0001218	Prbh.g_01523	Prad.g_01575
OG0001219	Prbh.g_01520	Prad.g_01572
OG0001220	Prbh.g_01519	Prad.g_01571
OG0001221	Prbh.g_01514	Prad.g_01568
OG0001222	Prbh.g_01513	Prad.g_01567
OG0001223	Prbh.g_01512	Prad.g_01566
OG0001224	Prbh.g_01510	Prad.g_01565
OG0001225	Prbh.g_01509	Prad.g_01564
OG0001226	Prbh.g_01508	Prad.g_01563
OG0001227	Prbh.g_01507	Prad.g_01562
OG0001228	Prbh.g_01506	Prad.g_01561
OG0001229	Prbh.g_01505	Prad.g_01560
OG0001230	Prbh.g_01504	Prad.g_01559
OG0001231	Prbh.g_01503	Prad.g_01558
OG0001232	Prbh.g_01501	Prad.g_01557
OG0001233	Prbh.g_01500	Prad.g_01556
OG0001234	Prbh.g_01499	Prad.g_01555
OG0001235	Prbh.g_01498	Prad.g_01554
OG0001236	Prbh.g_01496	Prad.g_01552
OG0001237	Prbh.g_01495	Prad.g_01551
OG0001238	Prbh.g_01490	Prad.g_01549
OG0001239	Prbh.g_01489	Prad.g_01548
OG0001240	Prbh.g_01488	Prad.g_01547
OG0001241	Prbh.g_01485	Prad.g_01545
OG0001242	Prbh.g_01484	Prad.g_01544
OG0001243	Prbh.g_01483	Prad.g_01543
OG0001244	Prbh.g_01482	Prad.g_01542
OG0001245	Prbh.g_01481	Prad.g_01541
OG0001246	Prbh.g_01480	Prad.g_01540
OG0001247	Prbh.g_01479	Prad.g_01539
OG0001248	Prbh.g_01478	Prad.g_01538
OG0001249	Prbh.g_01477	Prad.g_01537
OG0001250	Prbh.g_01476	Prad.g_01536
OG0001251	Prbh.g_00691	Prad.g_01901
OG0001252	Prbh.g_00643	Prad.g_01855
OG0001253	Prbh.g_00632	Prad.g_01841
OG0001254	Prbh.g_00498	Prad.g_01710
OG0001255	Prbh.g_00440	Prad.g_01658
OG0001257	Prbh.g_00349	Prad.g_00025
OG0001258	Prbh.g_00333	Prad.g_00131
OG0001259	Prbh.g_00240	Prad.g_01379
OG0001260	Prbh.g_01046	Prad.g_01091
OG0001261	Prbh.g_00988	Prad.g_01181
OG0001262	Prbh.g_01006	Prad.g_00297
OG0001263	Prbh.g_01304	Prad.g_00276
OG0001264	Prbh.g_00877	Prad.g_00246
OG0001265	Prbh.g_01124	Prad.g_00137
OG0001266	Prbh.g_01444	Prad.g_00995
OG0001267	Prbh.g_01300	Prad.g_01512
OG0001268	Prbh.g_01286	Prad.g_01499
OG0001269	Prbh.g_01936	Prad.g_00611
OG0001270	Prbh.g_00143	Prad.g_00474
OG0001271	Prbh.g_00155	Prad.g_00463
OG0001272	Prbh.g_00802	Prad.g_00421
OG0001273	Prbh.g_00205	Prad.g_00420
OG0001274	Prbh.g_01824	Prad.g_00415
OG0001276	Prbh.g_01146	Prad.g_00384
OG0001277	Prbh.g_01815	Prad.g_00369
OG0001278	Prbh.g_01790	Prad.g_00949
OG0001279	Prbh.g_01787	Prad.g_00945
OG0001280	Prbh.g_01784	Prad.g_00942
OG0001281	Prbh.g_01714	Prad.g_00876
OG0001282	Prbh.g_01777	Prad.g_00851
OG0001283	Prbh.g_01601	Prad.g_00769
OG0001285	Prbh.g_01540	Prad.g_01591
OG0001286	Prbh.g_01486	Prad.g_01546
OG0001287	Prbh.g_01898	Prad.g_01299
OG0001288	Prbh.g_00395	Prad.g_00070
OG0001290	Prbh.g_00750	Prad.g_01956
OG0001291	Prbh.g_00711	Prad.g_01922
OG0001292	Prbh.g_00708	Prad.g_01919
OG0001293	Prbh.g_00706	Prad.g_01917
OG0001294	Prbh.g_00690	Prad.g_01900
OG0001295	Prbh.g_00662	Prad.g_01874
OG0001296	Prbh.g_00655	Prad.g_01868
OG0001297	Prbh.g_00583	Prad.g_01792
OG0001298	Prbh.g_00536	Prad.g_01748
OG0001299	Prbh.g_00527	Prad.g_01739
OG0001300	Prbh.g_01356	Prad.g_00736
OG0001302	Prbh.g_01885	Prad.g_01096
OG0001303	Prbh.g_01339	Prad.g_01100
OG0001304	Prbh.g_01040	Prad.g_01027
OG0001305	Prbh.g_01035	Prad.g_01022
OG0001307	Prbh.g_01357	Prad.g_00979
OG0001308	Prbh.g_00202	Prad.g_00647
OG0001311	Prbh.g_01249	Prad.g_01467
OG0001312	Prbh.g_01937	Prad.g_00610
OG0001313	Prbh.g_00410	Prad.g_00417
OG0001314	Prbh.g_01759	Prad.g_00918
OG0001316	Prbh.g_01605	Prad.g_00773
OG0001318	Prbh.g_00640	Prad.g_01852
OG0001319	Prbh.g_00542	Prad.g_01753
OG0001322	Prbh.g_01332	Prad.g_01126
OG0001323	Prbh.g_00867	Prad.g_01003
OG0001324	Prbh.g_00769	Prad.g_00971
OG0001325	Prbh.g_00792	Prad.g_00653
OG0001326	Prbh.g_00773	Prad.g_00338
OG0001327	Prbh.g_00201	Prad.g_00340
OG0001328	Prbh.g_01378	Prad.g_00623
OG0001329	Prbh.g_01492	Prad.g_00574
OG0001330	Prbh.g_00188	Prad.g_00424
OG0001331	Prbh.g_01786	Prad.g_00944
OG0001332	Prbh.g_01734	Prad.g_00894
OG0001333	Prbh.g_01640	Prad.g_00803
OG0001334	Prbh.g_01579	Prad.g_01629
OG0001335	Prbh.g_01542	Prad.g_01593
OG0001336	Prbh.g_00653	Prad.g_01865
OG0001337	Prbh.g_00663	Prad.g_01875
OG0001338	Prbh.g_01389	Prad.g_01847
OG0001339	Prbh.g_00579	Prad.g_01788
OG0001340	Prbh.g_00531	Prad.g_01743
OG0001341	Prbh.g_00518	Prad.g_01730
OG0001342	Prbh.g_00499	Prad.g_01711
OG0001343	Prbh.g_00433	Prad.g_01652
OG0001345	Prbh.g_00398	Prad.g_00668
OG0001346	Prbh.g_00359	Prad.g_00035
OG0001347	Prbh.g_00345	Prad.g_00021
OG0001348	Prbh.g_00824	Prad.g_00125
OG0001349	Prbh.g_00321	Prad.g_00120
OG0001350	Prbh.g_00316	Prad.g_00115
OG0001351	Prbh.g_00252	Prad.g_01366
OG0001352	Prbh.g_00916	Prad.g_01256
OG0001353	Prbh.g_00556	Prad.g_01277
OG0001355	Prbh.g_00995	Prad.g_00307
OG0001356	Prbh.g_00855	Prad.g_00262
OG0001357	Prbh.g_01112	Prad.g_00158
OG0001358	Prbh.g_01123	Prad.g_00138
OG0001359	Prbh.g_01863	Prad.g_01525
OG0001360	Prbh.g_01862	Prad.g_01524
OG0001361	Prbh.g_01228	Prad.g_01445
OG0001362	Prbh.g_01396	Prad.g_01216
OG0001363	Prbh.g_00722, Prbh.g_00039	Prad.g_00563
OG0001364	Prbh.g_00175	Prad.g_00444
OG0001365	Prbh.g_00726	Prad.g_00376
OG0001366	Prbh.g_01744	Prad.g_00904
OG0001368	Prbh.g_01571	Prad.g_01622
OG0001371	Prbh.g_00716	Prad.g_01926
OG0001372	Prbh.g_00714	Prad.g_01925
OG0001373	Prbh.g_00707	Prad.g_01918
OG0001374	Prbh.g_00696	Prad.g_01906
OG0001375	Prbh.g_00645	Prad.g_01858
OG0001376	Prbh.g_00546	Prad.g_01757
OG0001377	Prbh.g_00522	Prad.g_01735
OG0001378	Prbh.g_00506	Prad.g_01719
OG0001379	Prbh.g_00140	Prad.g_00748
OG0001380	Prbh.g_00932	Prad.g_01980
OG0001381	Prbh.g_00373	Prad.g_00053
OG0001382	Prbh.g_00368	Prad.g_00046
OG0001383	Prbh.g_00319	Prad.g_00118
OG0001384	Prbh.g_00310	Prad.g_00110
OG0001385	Prbh.g_01186	Prad.g_01240
OG0001386	Prbh.g_00908	Prad.g_01248
OG0001387	Prbh.g_00910	Prad.g_01250
OG0001388	Prbh.g_00921	Prad.g_01260
OG0001389	Prbh.g_01168	Prad.g_01054
OG0001390	Prbh.g_01881	Prad.g_01090
OG0001391	Prbh.g_01050	Prad.g_01131
OG0001392	Prbh.g_00854	Prad.g_00263
OG0001393	Prbh.g_00856	Prad.g_00261
OG0001394	Prbh.g_00883	Prad.g_00240
OG0001395	Prbh.g_00886	Prad.g_00237
OG0001397	Prbh.g_01136	Prad.g_01034
OG0001398	Prbh.g_01027	Prad.g_01014
OG0001399	Prbh.g_00846	Prad.g_01005
OG0001400	Prbh.g_01345	Prad.g_00997
OG0001401	Prbh.g_00842	Prad.g_01320
OG0001402	Prbh.g_01298	Prad.g_01510
OG0001403	Prbh.g_01374	Prad.g_00627
OG0001404	Prbh.g_01139	Prad.g_00603
OG0001405	Prbh.g_00010	Prad.g_00593
OG0001406	Prbh.g_00142	Prad.g_00475
OG0001407	Prbh.g_00145	Prad.g_00472
OG0001408	Prbh.g_00189	Prad.g_00423
OG0001409	Prbh.g_01851	Prad.g_00409
OG0001410	Prbh.g_01888	Prad.g_00395
OG0001412	Prbh.g_01063	Prad.g_00205
OG0001413	Prbh.g_01794	Prad.g_01213
OG0001414	Prbh.g_01861	Prad.g_01932
OG0001415	Prbh.g_00453	Prad.g_01665
OG0001416	Prbh.g_00308	Prad.g_00108
OG0001417	Prbh.g_00909	Prad.g_01249
OG0001418	Prbh.g_00804	Prad.g_01103
OG0001419	Prbh.g_01055	Prad.g_01135
OG0001420	Prbh.g_00858	Prad.g_00259
OG0001421	Prbh.g_00862	Prad.g_00255
OG0001422	Prbh.g_00794	Prad.g_01000
OG0001423	Prbh.g_01905	Prad.g_01523
OG0001424	Prbh.g_00191	Prad.g_00074
OG0001425	Prbh.g_01343	Prad.g_00403
OG0001426	Prbh.g_01491	Prad.g_01550
OG0001428	Prbh.g_00069	Prad.g_00560
OG0001431	Prbh.g_00839	Prad.g_00999
OG0001438	Prbh.g_01463	Prad.g_01409
OG0001439	Prbh.g_00985	Prad.g_01178
OG0001440	Prbh.g_01128	Prad.g_00134
OG0001441	Prbh.g_01906	Prad.g_00640
OG0001442	Prbh.g_01816	Prad.g_00663
OG0001443	Prbh.g_01301	Prad.g_01513
OG0001445	Prbh.g_01353	Prad.g_01202
OG0001446	Prbh.g_00404	Prad.g_01204
OG0001447	Prbh.g_01309	Prad.g_01205
OG0001449	Prbh.g_00076	Prad.g_00536
OG0001451	Prbh.g_01940	Prad.g_00546
OG0001452	Prbh.g_01521	Prad.g_01573
OG0001454	Prbh.g_00375	Prad.g_00743
OG0001455	Prbh.g_00781	Prad.g_01191
OG0001457	Prbh.g_00941	Prad.g_01276
OG0001459	Prbh.g_00007	Prad.g_01124
OG0001460	Prbh.g_01440	Prad.g_00285
OG0001461	Prbh.g_01175	Prad.g_00213
OG0001462	Prbh.g_01322	Prad.g_00146
OG0001463	Prbh.g_00369	Prad.g_01006
OG0001465	Prbh.g_01340	Prad.g_00334
OG0001466	Prbh.g_00200	Prad.g_00348
OG0001468	Prbh.g_01614	Prad.g_00780
OG0001469	Prbh.g_01285	Prad.g_01498
OG0001470	Prbh.g_00459	Prad.g_01671
OG0001472	Prbh.g_01021	Prad.g_00286
OG0001473	Prbh.g_01049	Prad.g_00277
OG0001481	Prbh.g_01264	Prad.g_01480
OG0001482	Prbh.g_00405	Prad.g_01318, Prad.g_01985
OG0001483	Prbh.g_01367	Prad.g_00364
OG0001484	Prbh.g_00721	Prad.g_00562
OG0001485	Prbh.g_01722	Prad.g_00881
OG0001489	Prbh.g_01691	Prad.g_00734
OG0001490	Prbh.g_01720	Prad.g_00701
OG0001492	Prbh.g_00986	Prad.g_01179
OG0001504	Prbh.g_00893	Prad.g_00230
OG0001505	Prbh.g_00785	Prad.g_01189
OG0001506	Prbh.g_01330	Prad.g_00984
OG0001507	Prbh.g_01302	Prad.g_01514
OG0001510	Prbh.g_01622	Prad.g_00788
OG0001516	Prbh.g_01927	Prad.g_00164
OG0001519	Prbh.g_00772	Prad.g_00722
OG0001521	Prbh.g_00725	Prad.g_00375
OG0001522	Prbh.g_00826, Prbh.g_01852	Prad.g_00075, Prad.g_00962
OG0001527	Prbh.g_01899	Prad.g_00638
OG0001538	Prbh.g_00810	Prad.g_00337
OG0001544	Prbh.g_01400	Prad.g_00082
OG0001546	Prbh.g_00990	Prad.g_01046
OG0001579	Prbh.g_00077	Prad.g_00535
OG0001605	Prbh.g_01693	Prad.g_00857
OG0001616	Prbh.g_01821	Prad.g_00328
OG0001619	Prbh.g_01348	Prad.g_00605
OG0001621	Prbh.g_01394	Prad.g_01106
OG0001627	Prbh.g_01882	Prad.g_01192
OG0001631	Prbh.g_01449	Prad.g_01437
OG0001646	Prbh.g_00774	Prad.g_00695
OG0001714	Prbh.g_00139	Prad.g_00573
OG0001735	Prbh.g_01836	Prad.g_00079
OG0001736	Prbh.g_00894	Prad.g_00229
OG0001821	Prbh.g_01805	Prad.g_00347
OG0001827	Prbh.g_00770	Prad.g_00346
OG0001869	Prbh.g_01921	Prad.g_00553
OG0001872	Prbh.g_01848	Prad.g_00390
OG0001961	Prbh.g_00836	Prad.g_01286
OG0003446	Prbh.g_01918	Prad.g_00558
OG0003448	Prbh.g_01942	Prad.g_01285
