Orthogroup	Praw	Syad
OG0001167	Praw.g_00551	Syad.g_02486
OG0001168	Praw.g_00553	Syad.g_02488
OG0001169	Praw.g_00555	Syad.g_02490
OG0001170	Praw.g_00557	Syad.g_02492
OG0001171	Praw.g_00567	Syad.g_02503
OG0001172	Praw.g_01914	Syad.g_00594
OG0001173	Praw.g_01913	Syad.g_00595
OG0001174	Praw.g_01905	Syad.g_00603
OG0001175	Praw.g_01904	Syad.g_00604
OG0001176	Praw.g_01897	Syad.g_00644
OG0001177	Praw.g_01895	Syad.g_00641
OG0001178	Praw.g_01890	Syad.g_02629
OG0001179	Praw.g_00112	Syad.g_00675
OG0001180	Praw.g_00090	Syad.g_00700
OG0001181	Praw.g_00086	Syad.g_00704
OG0001182	Praw.g_00079	Syad.g_00712
OG0001183	Praw.g_00075	Syad.g_00717
OG0001184	Praw.g_00059	Syad.g_00378
OG0001185	Praw.g_00045	Syad.g_00354
OG0001186	Praw.g_00021	Syad.g_00247
OG0001187	Praw.g_00017	Syad.g_00245
OG0001188	Praw.g_00015	Syad.g_00238
OG0001189	Praw.g_01191	Syad.g_00217
OG0001190	Praw.g_01187	Syad.g_03034
OG0001192	Praw.g_01172	Syad.g_00013
OG0001193	Praw.g_01162	Syad.g_00072
OG0001194	Praw.g_01161	Syad.g_00075
OG0001195	Praw.g_01160	Syad.g_00076
OG0001196	Praw.g_01147	Syad.g_00144
OG0001197	Praw.g_01146	Syad.g_00146
OG0001198	Praw.g_01139	Syad.g_00159
OG0001199	Praw.g_01360	Syad.g_02735
OG0001200	Praw.g_01358	Syad.g_02737
OG0001201	Praw.g_01327	Syad.g_02802
OG0001202	Praw.g_01236	Syad.g_02945
OG0001203	Praw.g_01197	Syad.g_00821
OG0001204	Praw.g_00890	Syad.g_00577
OG0001205	Praw.g_00702	Syad.g_02440
OG0001206	Praw.g_00685	Syad.g_02385
OG0001207	Praw.g_00670	Syad.g_00893
OG0001209	Praw.g_00613	Syad.g_00980
OG0001210	Praw.g_00608	Syad.g_00993
OG0001212	Praw.g_01942	Syad.g_01082
OG0001213	Praw.g_00165	Syad.g_02163
OG0001214	Praw.g_01885	Syad.g_02150
OG0001215	Praw.g_01832	Syad.g_01366
OG0001216	Praw.g_01807	Syad.g_01816
OG0001218	Praw.g_01751	Syad.g_02328
OG0001219	Praw.g_01708	Syad.g_01653
OG0001220	Praw.g_01647	Syad.g_01195
OG0001221	Praw.g_01586	Syad.g_01950
OG0001222	Praw.g_01547	Syad.g_01770
OG0001223	Praw.g_01521	Syad.g_01715
OG0001224	Praw.g_01471	Syad.g_01286
OG0001225	Praw.g_01469	Syad.g_01288
OG0001226	Praw.g_01443	Syad.g_02100
OG0001227	Praw.g_01424	Syad.g_00029
OG0001228	Praw.g_00279	Syad.g_02460
OG0001229	Praw.g_01014	Syad.g_01314
OG0001231	Praw.g_00432	Syad.g_00179
OG0001232	Praw.g_00538	Syad.g_02658
OG0001233	Praw.g_00558	Syad.g_02493
OG0001234	Praw.g_01902	Syad.g_00608
OG0001235	Praw.g_01893	Syad.g_00633
OG0001236	Praw.g_00062	Syad.g_00412
OG0001237	Praw.g_00058	Syad.g_00376
OG0001238	Praw.g_01176	Syad.g_00007
OG0001239	Praw.g_01363	Syad.g_02732
OG0001241	Praw.g_01334	Syad.g_02795
OG0001242	Praw.g_01316	Syad.g_02827
OG0001243	Praw.g_01310	Syad.g_02841
OG0001244	Praw.g_01294	Syad.g_02873
OG0001245	Praw.g_00753	Syad.g_02223
OG0001246	Praw.g_00644	Syad.g_00933
OG0001247	Praw.g_01839	Syad.g_01837
OG0001248	Praw.g_01837	Syad.g_01843
OG0001249	Praw.g_01719	Syad.g_00756
OG0001250	Praw.g_01658	Syad.g_01227
OG0001251	Praw.g_01610	Syad.g_00083
OG0001252	Praw.g_01476	Syad.g_01279
OG0001253	Praw.g_01423	Syad.g_02037
OG0001254	Praw.g_00203	Syad.g_01528
OG0001255	Praw.g_00218	Syad.g_02224
OG0001256	Praw.g_00425	Syad.g_02609
OG0001257	Praw.g_00431	Syad.g_02210
OG0001258	Praw.g_00512	Syad.g_02619
OG0001260	Praw.g_00573	Syad.g_02514
OG0001261	Praw.g_00104	Syad.g_00684
OG0001262	Praw.g_01193	Syad.g_00219
OG0001263	Praw.g_01307	Syad.g_02844
OG0001265	Praw.g_01317	Syad.g_02825
OG0001266	Praw.g_01232	Syad.g_02949
OG0001267	Praw.g_00854	Syad.g_00523
OG0001268	Praw.g_00791	Syad.g_00767
OG0001270	Praw.g_00713	Syad.g_02453
OG0001271	Praw.g_00675	Syad.g_02356
OG0001272	Praw.g_00662	Syad.g_00910
OG0001273	Praw.g_00167	Syad.g_02157
OG0001274	Praw.g_01819	Syad.g_02988
OG0001275	Praw.g_01511	Syad.g_01699
OG0001276	Praw.g_01492	Syad.g_01683
OG0001277	Praw.g_01435	Syad.g_00127
OG0001278	Praw.g_00284	Syad.g_01445
OG0001279	Praw.g_00930	Syad.g_02248
OG0001280	Praw.g_00980	Syad.g_02402
OG0001281	Praw.g_00986	Syad.g_02413
OG0001282	Praw.g_01017	Syad.g_00890
OG0001284	Praw.g_00407	Syad.g_02585
OG0001285	Praw.g_00541	Syad.g_02043
OG0001286	Praw.g_00092	Syad.g_00698
OG0001287	Praw.g_00037	Syad.g_00346
OG0001288	Praw.g_00028	Syad.g_00326
OG0001289	Praw.g_01347	Syad.g_02767
OG0001290	Praw.g_01335	Syad.g_02794
OG0001291	Praw.g_01300	Syad.g_02854
OG0001292	Praw.g_00885	Syad.g_00572
OG0001293	Praw.g_00873	Syad.g_00549
OG0001294	Praw.g_00755	Syad.g_01597
OG0001295	Praw.g_00680	Syad.g_00997
OG0001296	Praw.g_00639	Syad.g_00939
OG0001297	Praw.g_00634	Syad.g_00943
OG0001298	Praw.g_01924	Syad.g_01055
OG0001299	Praw.g_01856	Syad.g_01591
OG0001300	Praw.g_01829	Syad.g_01339
OG0001301	Praw.g_01826	Syad.g_01303
OG0001302	Praw.g_01710	Syad.g_02123
OG0001303	Praw.g_01507	Syad.g_01655
OG0001304	Praw.g_01482	Syad.g_01669
OG0001305	Praw.g_01463	Syad.g_01296
OG0001306	Praw.g_00220	Syad.g_01119
OG0001307	Praw.g_00998	Syad.g_00626
OG0001309	Praw.g_00429	Syad.g_00950
OG0001310	Praw.g_00527	Syad.g_02638
OG0001311	Praw.g_01490	Syad.g_01681
OG0001312	Praw.g_01558	Syad.g_01788
OG0001313	Praw.g_00921, Praw.g_00923, Praw.g_00315	Syad.g_02372, Syad.g_02373
OG0001314	Praw.g_01768	Syad.g_01356, Syad.g_01420, Syad.g_00861
OG0001315	Praw.g_01373	Syad.g_00715
OG0001316	Praw.g_01295	Syad.g_02861
OG0001317	Praw.g_01201	Syad.g_00814
OG0001318	Praw.g_00877	Syad.g_00557
OG0001321	Praw.g_00696	Syad.g_02423
OG0001322	Praw.g_00695	Syad.g_02422
OG0001323	Praw.g_00629	Syad.g_00953
OG0001324	Praw.g_01828	Syad.g_01338
OG0001325	Praw.g_01804	Syad.g_01811
OG0001326	Praw.g_01622	Syad.g_00092
OG0001327	Praw.g_01452	Syad.g_01605
OG0001328	Praw.g_01425	Syad.g_01638
OG0001329	Praw.g_00194	Syad.g_00866
OG0001330	Praw.g_00953	Syad.g_02395
OG0001332	Praw.g_00380	Syad.g_02535
OG0001333	Praw.g_00552	Syad.g_02487
OG0001334	Praw.g_00072	Syad.g_00725
OG0001335	Praw.g_00071	Syad.g_00726
OG0001336	Praw.g_01150	Syad.g_00139
OG0001339	Praw.g_01332	Syad.g_02797
OG0001340	Praw.g_00806	Syad.g_00742
OG0001341	Praw.g_01761	Syad.g_01312
OG0001343	Praw.g_01613	Syad.g_00079
OG0001344	Praw.g_00238	Syad.g_01157
OG0001345	Praw.g_00253	Syad.g_01188
OG0001346	Praw.g_00982	Syad.g_02406
OG0001347	Praw.g_00340	Syad.g_00308
OG0001348	Praw.g_00453	Syad.g_01250
OG0001352	Praw.g_01842	Syad.g_00969
OG0001353	Praw.g_01666	Syad.g_01244
OG0001354	Praw.g_01529	Syad.g_01728
OG0001355	Praw.g_00463	Syad.g_02116
OG0001356	Praw.g_01734	Syad.g_01251
OG0001358	Praw.g_00156	Syad.g_02179
OG0001359	Praw.g_01612	Syad.g_00078
OG0001360	Praw.g_01422	Syad.g_01191
OG0001361	Praw.g_00250	Syad.g_01185
OG0001362	Praw.g_00351	Syad.g_02294
OG0001363	Praw.g_00353	Syad.g_02296
OG0001364	Praw.g_00069	Syad.g_00431
OG0001369	Praw.g_01342	Syad.g_02784
OG0001373	Praw.g_01623	Syad.g_00091
OG0001374	Praw.g_01615	Syad.g_00099
OG0001375	Praw.g_01614	Syad.g_00080
OG0001376	Praw.g_01458	Syad.g_00015
OG0001377	Praw.g_01457	Syad.g_00014
OG0001378	Praw.g_00171	Syad.g_02454
OG0001379	Praw.g_00975	Syad.g_02397
OG0001381	Praw.g_01010	Syad.g_01266, Syad.g_00614
OG0001385	Praw.g_01626	Syad.g_00088
OG0001386	Praw.g_01625	Syad.g_00089
OG0001387	Praw.g_01624	Syad.g_00090
OG0001388	Praw.g_01621	Syad.g_00093
OG0001389	Praw.g_01620	Syad.g_00094
OG0001390	Praw.g_01619	Syad.g_00095
OG0001391	Praw.g_01618	Syad.g_00096
OG0001392	Praw.g_01617	Syad.g_00097
OG0001393	Praw.g_01616	Syad.g_00098
OG0001395	Praw.g_01480	Syad.g_01792
OG0001396	Praw.g_00341	Syad.g_00309, Syad.g_00455
OG0001397	Praw.g_00352	Syad.g_02295
OG0001398	Praw.g_00459	Syad.g_01977
OG0001399	Praw.g_01900	Syad.g_02336
OG0001401	Praw.g_00908	Syad.g_01233
OG0001402	Praw.g_01744	Syad.g_02174
OG0001403	Praw.g_01398	Syad.g_00197
OG0001404	Praw.g_01366	Syad.g_02727
OG0001405	Praw.g_00808	Syad.g_00728
OG0001407	Praw.g_01445	Syad.g_00970
OG0001408	Praw.g_01440	Syad.g_01431
OG0001410	Praw.g_00999	Syad.g_00627
OG0001413	Praw.g_00421	Syad.g_02113
OG0001414	Praw.g_01206	Syad.g_00615
OG0001416	Praw.g_00688	Syad.g_02410
OG0001417	Praw.g_00678	Syad.g_01729
OG0001419	Praw.g_01444	Syad.g_00971
OG0001420	Praw.g_00179	Syad.g_00963
OG0001421	Praw.g_00426	Syad.g_02105, Syad.g_02039
OG0001425	Praw.g_01173	Syad.g_00012
OG0001428	Praw.g_01263	Syad.g_02906
OG0001429	Praw.g_01707	Syad.g_01656
OG0001430	Praw.g_00948	Syad.g_03026
OG0001431	Praw.g_00951	Syad.g_00393
OG0001432	Praw.g_00420	Syad.g_01382
OG0001433	Praw.g_01735	Syad.g_01253, Syad.g_01252
OG0001434	Praw.g_01578	Syad.g_01916
OG0001438	Praw.g_00841	Syad.g_00507
OG0001439	Praw.g_00827	Syad.g_00476
OG0001442	Praw.g_01770	Syad.g_01906
OG0001443	Praw.g_00498	Syad.g_00023
OG0001447	Praw.g_01309	Syad.g_02842
OG0001448	Praw.g_00765	Syad.g_02723
OG0001449	Praw.g_00738	Syad.g_00583
OG0001452	Praw.g_01609	Syad.g_00563
OG0001453	Praw.g_01517	Syad.g_01709
OG0001454	Praw.g_01429	Syad.g_02101
OG0001456	Praw.g_00211	Syad.g_00101
OG0001457	Praw.g_00212	Syad.g_00102
OG0001458	Praw.g_00213	Syad.g_00103
OG0001459	Praw.g_00939	Syad.g_01550
OG0001460	Praw.g_01736	Syad.g_01254
OG0001462	Praw.g_01394	Syad.g_00204
OG0001463	Praw.g_00848	Syad.g_01264
OG0001464	Praw.g_00805	Syad.g_00743
OG0001465	Praw.g_01820	Syad.g_01830
OG0001471	Praw.g_00422	Syad.g_00484
OG0001473	Praw.g_00020	Syad.g_02127
OG0001477	Praw.g_00320	Syad.g_01307
OG0001479	Praw.g_00793	Syad.g_00765
OG0001480	Praw.g_00763	Syad.g_01194
OG0001482	Praw.g_00690	Syad.g_01719
OG0001492	Praw.g_00281	Syad.g_01448
OG0001493	Praw.g_00289	Syad.g_01439
OG0001494	Praw.g_01111	Syad.g_02673
OG0001496	Praw.g_00318	Syad.g_01309
OG0001497	Praw.g_00319	Syad.g_01308
OG0001499	Praw.g_01374	Syad.g_02081
OG0001502	Praw.g_01727	Syad.g_01202
OG0001504	Praw.g_00940, Praw.g_00485	Syad.g_01535
OG0001505	Praw.g_01044	Syad.g_00259
OG0001514	Praw.g_00317	Syad.g_01310
OG0001525	Praw.g_00436	Syad.g_00036
OG0001547	Praw.g_01725	Syad.g_01963
OG0001548	Praw.g_01721	Syad.g_02092
OG0001551	Praw.g_00210	Syad.g_01256
OG0001554	Praw.g_00427	Syad.g_03031
OG0001555	Praw.g_00441	Syad.g_01923
OG0001556	Praw.g_01742	Syad.g_01509
OG0001558	Praw.g_00911	Syad.g_00182
OG0001564	Praw.g_01062	Syad.g_01539
OG0001567	Praw.g_01726	Syad.g_01965
OG0001568	Praw.g_01724	Syad.g_01961
OG0001582	Praw.g_00679	Syad.g_02086
OG0001585	Praw.g_00934	Syad.g_02678
OG0001586	Praw.g_01108	Syad.g_02669
OG0001602	Praw.g_01821	Syad.g_01831
OG0001635	Praw.g_00480	Syad.g_00322
OG0001647	Praw.g_00861	Syad.g_00531
OG0001652	Praw.g_00909	Syad.g_00180
OG0001666	Praw.g_00938	Syad.g_01536
OG0001671	Praw.g_00916	Syad.g_02974
OG0001700	Praw.g_01737	Syad.g_01976
OG0001780	Praw.g_01122, Praw.g_01110	Syad.g_00288
OG0001792	Praw.g_01068	Syad.g_01456
OG0001959	Praw.g_00924	Syad.g_00304, Syad.g_00305
OG0002227	Praw.g_01740	Syad.g_00010, Syad.g_00011
