Orthogroup	Praw	Syal
OG0001165	Praw.g_00514	Syal.g_00584
OG0001166	Praw.g_00534	Syal.g_00613
OG0001167	Praw.g_00551	Syal.g_00638
OG0001168	Praw.g_00553	Syal.g_00640
OG0001169	Praw.g_00555	Syal.g_00642
OG0001170	Praw.g_00557	Syal.g_00644
OG0001172	Praw.g_01914	Syal.g_00198
OG0001173	Praw.g_01913	Syal.g_00199
OG0001174	Praw.g_01905	Syal.g_00207
OG0001175	Praw.g_01904	Syal.g_00208
OG0001176	Praw.g_01897	Syal.g_00226
OG0001177	Praw.g_01895	Syal.g_00224
OG0001178	Praw.g_01890	Syal.g_00592
OG0001179	Praw.g_00112	Syal.g_00256
OG0001180	Praw.g_00090	Syal.g_00282
OG0001182	Praw.g_00079	Syal.g_00295
OG0001183	Praw.g_00075	Syal.g_00302
OG0001184	Praw.g_00059	Syal.g_01359
OG0001185	Praw.g_00045	Syal.g_01453
OG0001186	Praw.g_00021	Syal.g_00179
OG0001187	Praw.g_00017	Syal.g_00175
OG0001188	Praw.g_00015	Syal.g_00172
OG0001189	Praw.g_01191	Syal.g_00152
OG0001190	Praw.g_01187	Syal.g_01067
OG0001191	Praw.g_01177	Syal.g_01083
OG0001192	Praw.g_01172	Syal.g_01090
OG0001193	Praw.g_01162	Syal.g_01128
OG0001194	Praw.g_01161	Syal.g_01130
OG0001195	Praw.g_01160	Syal.g_01131
OG0001196	Praw.g_01147	Syal.g_00078
OG0001197	Praw.g_01146	Syal.g_00080
OG0001198	Praw.g_01139	Syal.g_00093
OG0001199	Praw.g_01360	Syal.g_00757
OG0001200	Praw.g_01358	Syal.g_00759
OG0001201	Praw.g_01327	Syal.g_00821
OG0001202	Praw.g_01236	Syal.g_00956
OG0001203	Praw.g_01197	Syal.g_00683
OG0001204	Praw.g_00890	Syal.g_01201
OG0001205	Praw.g_00702	Syal.g_00515
OG0001206	Praw.g_00685	Syal.g_00490
OG0001207	Praw.g_00670	Syal.g_02889
OG0001209	Praw.g_00613	Syal.g_02835
OG0001210	Praw.g_00608	Syal.g_02827
OG0001211	Praw.g_00598	Syal.g_02811
OG0001212	Praw.g_01942	Syal.g_02754
OG0001213	Praw.g_00165	Syal.g_02701
OG0001214	Praw.g_01885	Syal.g_02634
OG0001215	Praw.g_01832	Syal.g_01786
OG0001216	Praw.g_01807	Syal.g_01861
OG0001217	Praw.g_01759	Syal.g_02067
OG0001218	Praw.g_01751	Syal.g_00429
OG0001219	Praw.g_01708	Syal.g_02036
OG0001220	Praw.g_01647	Syal.g_02494
OG0001221	Praw.g_01586	Syal.g_02258
OG0001222	Praw.g_01547	Syal.g_02006
OG0001223	Praw.g_01521	Syal.g_01960
OG0001224	Praw.g_01471	Syal.g_01827
OG0001225	Praw.g_01469	Syal.g_01825
OG0001226	Praw.g_01443	Syal.g_00767
OG0001227	Praw.g_01424	Syal.g_01575
OG0001228	Praw.g_00279	Syal.g_02451
OG0001229	Praw.g_01014	Syal.g_01801
OG0001230	Praw.g_01091	Syal.g_00029
OG0001231	Praw.g_00432	Syal.g_00114
OG0001232	Praw.g_00538	Syal.g_00622
OG0001233	Praw.g_00558	Syal.g_00645
OG0001234	Praw.g_01902	Syal.g_00212
OG0001236	Praw.g_00062	Syal.g_01352
OG0001237	Praw.g_00058	Syal.g_01362
OG0001238	Praw.g_01176	Syal.g_01085
OG0001239	Praw.g_01363	Syal.g_00754
OG0001241	Praw.g_01334	Syal.g_00814
OG0001242	Praw.g_01316	Syal.g_00844
OG0001243	Praw.g_01310	Syal.g_00852
OG0001244	Praw.g_01294	Syal.g_00882
OG0001245	Praw.g_00753	Syal.g_02522
OG0001246	Praw.g_00644	Syal.g_02927
OG0001247	Praw.g_01839	Syal.g_01126
OG0001248	Praw.g_01837	Syal.g_01778
OG0001249	Praw.g_01719	Syal.g_00337
OG0001250	Praw.g_01658	Syal.g_02469
OG0001251	Praw.g_01610	Syal.g_02576
OG0001252	Praw.g_01476	Syal.g_01834
OG0001253	Praw.g_01423	Syal.g_02521
OG0001254	Praw.g_00203	Syal.g_02507
OG0001255	Praw.g_00218	Syal.g_02609
OG0001256	Praw.g_00425	Syal.g_00571
OG0001257	Praw.g_00431	Syal.g_02262
OG0001258	Praw.g_00512	Syal.g_00582
OG0001259	Praw.g_00556	Syal.g_00643
OG0001260	Praw.g_00573	Syal.g_00665
OG0001261	Praw.g_00104	Syal.g_00265
OG0001262	Praw.g_01193	Syal.g_00154
OG0001263	Praw.g_01307	Syal.g_00856
OG0001265	Praw.g_01317	Syal.g_00842
OG0001266	Praw.g_01232	Syal.g_00960
OG0001267	Praw.g_00854	Syal.g_01263
OG0001268	Praw.g_00791	Syal.g_00353
OG0001269	Praw.g_00773	Syal.g_02116, Syal.g_02567
OG0001270	Praw.g_00713	Syal.g_00528
OG0001271	Praw.g_00675	Syal.g_00466
OG0001272	Praw.g_00662	Syal.g_02903
OG0001273	Praw.g_00167	Syal.g_02641
OG0001274	Praw.g_01819	Syal.g_01007
OG0001275	Praw.g_01511	Syal.g_01932
OG0001276	Praw.g_01492	Syal.g_01914
OG0001277	Praw.g_01435	Syal.g_02963
OG0001278	Praw.g_00284	Syal.g_01766
OG0001279	Praw.g_00930	Syal.g_02565
OG0001280	Praw.g_00980	Syal.g_01604
OG0001281	Praw.g_00986	Syal.g_01592
OG0001282	Praw.g_01017	Syal.g_02887
OG0001284	Praw.g_00407	Syal.g_03007
OG0001285	Praw.g_00541	Syal.g_00625
OG0001286	Praw.g_00092	Syal.g_00280
OG0001287	Praw.g_00037	Syal.g_01461
OG0001288	Praw.g_00028	Syal.g_01513
OG0001289	Praw.g_01347	Syal.g_00781
OG0001290	Praw.g_01335	Syal.g_00813
OG0001291	Praw.g_01300	Syal.g_00866
OG0001292	Praw.g_00885	Syal.g_01206
OG0001293	Praw.g_00873	Syal.g_01236
OG0001294	Praw.g_00755	Syal.g_02207
OG0001295	Praw.g_00680	Syal.g_01828
OG0001296	Praw.g_00639	Syal.g_02933
OG0001298	Praw.g_01924	Syal.g_02777
OG0001299	Praw.g_01856	Syal.g_02200
OG0001300	Praw.g_01829	Syal.g_01795
OG0001301	Praw.g_01826	Syal.g_01941, Syal.g_01810
OG0001302	Praw.g_01710	Syal.g_02607
OG0001303	Praw.g_01507	Syal.g_02033
OG0001304	Praw.g_01482	Syal.g_01899
OG0001305	Praw.g_01463	Syal.g_01817
OG0001306	Praw.g_00220	Syal.g_01626
OG0001307	Praw.g_00998	Syal.g_02195
OG0001308	Praw.g_00347	Syal.g_00392
OG0001309	Praw.g_00429	Syal.g_02943
OG0001310	Praw.g_00527	Syal.g_00605
OG0001311	Praw.g_01490	Syal.g_01912
OG0001312	Praw.g_01558	Syal.g_02024
OG0001313	Praw.g_00921, Praw.g_00923, Praw.g_00315	Syal.g_00482
OG0001315	Praw.g_01373	Syal.g_00300
OG0001316	Praw.g_01295	Syal.g_00872
OG0001317	Praw.g_01201	Syal.g_00687
OG0001318	Praw.g_00877	Syal.g_01228
OG0001319	Praw.g_00862	Syal.g_01252
OG0001321	Praw.g_00696	Syal.g_00508
OG0001322	Praw.g_00695	Syal.g_00507
OG0001323	Praw.g_00629	Syal.g_02946
OG0001324	Praw.g_01828	Syal.g_01796
OG0001325	Praw.g_01804	Syal.g_01865
OG0001326	Praw.g_01622	Syal.g_02405, Syal.g_01138
OG0001327	Praw.g_01452	Syal.g_02296
OG0001328	Praw.g_01425	Syal.g_02266
OG0001329	Praw.g_00194	Syal.g_01188
OG0001330	Praw.g_00953	Syal.g_01611
OG0001332	Praw.g_00380	Syal.g_02965
OG0001333	Praw.g_00552	Syal.g_00639
OG0001334	Praw.g_00072	Syal.g_00311
OG0001335	Praw.g_00071	Syal.g_00312
OG0001336	Praw.g_01150	Syal.g_01180
OG0001339	Praw.g_01332	Syal.g_00816
OG0001340	Praw.g_00806	Syal.g_00328
OG0001341	Praw.g_01761	Syal.g_02538
OG0001343	Praw.g_01613	Syal.g_01190
OG0001344	Praw.g_00238	Syal.g_01658
OG0001345	Praw.g_00253	Syal.g_01694
OG0001346	Praw.g_00982	Syal.g_01600
OG0001348	Praw.g_00453	Syal.g_01849
OG0001351	Praw.g_00693	Syal.g_00501
OG0001353	Praw.g_01666	Syal.g_02457
OG0001354	Praw.g_01529	Syal.g_01973
OG0001358	Praw.g_00156	Syal.g_02715
OG0001359	Praw.g_01612	Syal.g_01189
OG0001360	Praw.g_01422	Syal.g_01696
OG0001361	Praw.g_00250	Syal.g_01691
OG0001362	Praw.g_00351	Syal.g_00397
OG0001363	Praw.g_00353	Syal.g_00399
OG0001364	Praw.g_00069	Syal.g_01342
OG0001365	Praw.g_01183	Syal.g_01072
OG0001369	Praw.g_01342	Syal.g_00803
OG0001373	Praw.g_01623	Syal.g_01137
OG0001374	Praw.g_01615	Syal.g_01145
OG0001375	Praw.g_01614	Syal.g_01191
OG0001376	Praw.g_01458	Syal.g_01095
OG0001377	Praw.g_01457	Syal.g_01094
OG0001378	Praw.g_00171	Syal.g_00529
OG0001379	Praw.g_00975	Syal.g_01609
OG0001382	Praw.g_00445	Syal.g_00220
OG0001385	Praw.g_01626	Syal.g_01134
OG0001386	Praw.g_01625	Syal.g_01135
OG0001387	Praw.g_01624	Syal.g_01136
OG0001388	Praw.g_01621	Syal.g_01139
OG0001389	Praw.g_01620	Syal.g_01140
OG0001390	Praw.g_01619	Syal.g_01141
OG0001391	Praw.g_01618	Syal.g_01142
OG0001392	Praw.g_01617	Syal.g_01143
OG0001393	Praw.g_01616	Syal.g_01144
OG0001395	Praw.g_01480	Syal.g_00001, Syal.g_02432
OG0001396	Praw.g_00341	Syal.g_01532
OG0001397	Praw.g_00352	Syal.g_00398
OG0001398	Praw.g_00459	Syal.g_00774
OG0001399	Praw.g_01900	Syal.g_00434
OG0001401	Praw.g_00908	Syal.g_02463
OG0001402	Praw.g_01744	Syal.g_02711
OG0001404	Praw.g_01366	Syal.g_00750
OG0001405	Praw.g_00808	Syal.g_00314
OG0001406	Praw.g_01459	Syal.g_01096
OG0001407	Praw.g_01445	Syal.g_01774
OG0001408	Praw.g_01440	Syal.g_02589
OG0001409	Praw.g_00241	Syal.g_01671
OG0001410	Praw.g_00999	Syal.g_02194
OG0001413	Praw.g_00421	Syal.g_02570
OG0001416	Praw.g_00688	Syal.g_01595
OG0001417	Praw.g_00678	Syal.g_01974
OG0001419	Praw.g_01444	Syal.g_01775
OG0001420	Praw.g_00179	Syal.g_02955
OG0001425	Praw.g_01173	Syal.g_01089
OG0001428	Praw.g_01263	Syal.g_00915
OG0001430	Praw.g_00948	Syal.g_01055
OG0001432	Praw.g_00420	Syal.g_02578
OG0001433	Praw.g_01735	Syal.g_02212
OG0001434	Praw.g_01578	Syal.g_02245
OG0001438	Praw.g_00841	Syal.g_01278
OG0001439	Praw.g_00827	Syal.g_01306
OG0001442	Praw.g_01770	Syal.g_02234
OG0001443	Praw.g_00498	Syal.g_01101
OG0001447	Praw.g_01309	Syal.g_00853
OG0001448	Praw.g_00765	Syal.g_02552
OG0001449	Praw.g_00738	Syal.g_01198
OG0001452	Praw.g_01609	Syal.g_01223
OG0001454	Praw.g_01429	Syal.g_02566
OG0001456	Praw.g_00211	Syal.g_01146
OG0001457	Praw.g_00212	Syal.g_01147
OG0001458	Praw.g_00213	Syal.g_01148
OG0001459	Praw.g_00939	Syal.g_01493, Syal.g_02104
OG0001460	Praw.g_01736	Syal.g_02211
OG0001462	Praw.g_01394	Syal.g_00138
OG0001471	Praw.g_00422	Syal.g_01301
OG0001473	Praw.g_00020	Syal.g_02571
OG0001477	Praw.g_00320	Syal.g_01807
OG0001479	Praw.g_00793	Syal.g_00351
OG0001480	Praw.g_00763	Syal.g_02599
OG0001481	Praw.g_00759	Syal.g_00504
OG0001482	Praw.g_00690	Syal.g_01964
OG0001486	Praw.g_00232	Syal.g_01651
OG0001492	Praw.g_00281	Syal.g_01769
OG0001493	Praw.g_00289	Syal.g_01760
OG0001496	Praw.g_00318	Syal.g_01804
OG0001497	Praw.g_00319	Syal.g_01806
OG0001499	Praw.g_01374	Syal.g_00086
OG0001502	Praw.g_01727	Syal.g_02489
OG0001504	Praw.g_00940, Praw.g_00485	Syal.g_02103, Syal.g_01492
OG0001507	Praw.g_00478	Syal.g_02094
OG0001514	Praw.g_00317	Syal.g_01803
OG0001525	Praw.g_00436	Syal.g_02585
OG0001546	Praw.g_00624	Syal.g_02950
OG0001547	Praw.g_01725	Syal.g_02050
OG0001551	Praw.g_00210	Syal.g_01781
OG0001554	Praw.g_00427	Syal.g_01065
OG0001555	Praw.g_00441	Syal.g_02484
OG0001558	Praw.g_00911	Syal.g_00117
OG0001565	Praw.g_00731	Syal.g_02600
OG0001567	Praw.g_01726	Syal.g_02051
OG0001568	Praw.g_01724	Syal.g_02049
OG0001582	Praw.g_00679	Syal.g_02644
OG0001585	Praw.g_00934	Syal.g_00712
OG0001635	Praw.g_00480	Syal.g_01517
OG0001647	Praw.g_00861	Syal.g_01254
OG0001652	Praw.g_00909	Syal.g_00115
OG0001666	Praw.g_00938	Syal.g_01491, Syal.g_02102, Syal.g_02073
OG0001667	Praw.g_00956	Syal.g_02863
OG0001671	Praw.g_00916	Syal.g_00993
OG0001719	Praw.g_00744	Syal.g_01472
OG0001744	Praw.g_00965	Syal.g_00735
OG0001745	Praw.g_00419	Syal.g_02530
OG0001792	Praw.g_01068	Syal.g_01737
OG0002032	Praw.g_01174	Syal.g_02367
OG0002244	Praw.g_00477	Syal.g_02093
OG0002291	Praw.g_00927	Syal.g_00876
OG0002451	Praw.g_01777	Syal.g_00743, Syal.g_02161
OG0002590	Praw.g_00295, Praw.g_00892	Syal.g_00017
OG0002885	Praw.g_00729	Syal.g_02167
OG0003059	Praw.g_01812	Syal.g_01388
OG0003157	Praw.g_00723	Syal.g_02168
OG0003158	Praw.g_00720	Syal.g_02171
OG0003336	Praw.g_00722	Syal.g_02169
OG0003337	Praw.g_00721	Syal.g_02170
OG0003616	Praw.g_00728	Syal.g_02162
OG0003617	Praw.g_00727	Syal.g_02163
OG0003618	Praw.g_00726	Syal.g_02164
OG0003619	Praw.g_00725	Syal.g_02165
OG0003620	Praw.g_00724	Syal.g_02166
