Orthogroup	Praw	Syaf
OG0001128	Praw.g_01475	Syaf.g_01413
OG0001129	Praw.g_01474	Syaf.g_01415
OG0001130	Praw.g_01473	Syaf.g_01416
OG0001131	Praw.g_01437	Syaf.g_02090
OG0001132	Praw.g_01427	Syaf.g_01722
OG0001133	Praw.g_00187	Syaf.g_02334
OG0001134	Praw.g_00201	Syaf.g_01616
OG0001135	Praw.g_00204	Syaf.g_01618
OG0001136	Praw.g_00231	Syaf.g_01286
OG0001137	Praw.g_00242	Syaf.g_01306
OG0001138	Praw.g_00260	Syaf.g_01596
OG0001139	Praw.g_00261	Syaf.g_01594
OG0001140	Praw.g_00262	Syaf.g_01593
OG0001141	Praw.g_00263	Syaf.g_01592
OG0001142	Praw.g_00264	Syaf.g_01591
OG0001143	Praw.g_00271	Syaf.g_01583
OG0001144	Praw.g_00276	Syaf.g_01573
OG0001145	Praw.g_00971	Syaf.g_01267
OG0001146	Praw.g_00985	Syaf.g_01248
OG0001147	Praw.g_01001	Syaf.g_02489
OG0001148	Praw.g_01018	Syaf.g_02735
OG0001149	Praw.g_01019	Syaf.g_02736
OG0001150	Praw.g_01020	Syaf.g_02737
OG0001151	Praw.g_01031	Syaf.g_02750
OG0001152	Praw.g_01032	Syaf.g_02751
OG0001153	Praw.g_00368	Syaf.g_02463
OG0001154	Praw.g_00370	Syaf.g_02464
OG0001155	Praw.g_00382	Syaf.g_01107
OG0001156	Praw.g_00385	Syaf.g_01104
OG0001157	Praw.g_00386	Syaf.g_01103
OG0001158	Praw.g_00387	Syaf.g_01102
OG0001159	Praw.g_00388	Syaf.g_01101
OG0001160	Praw.g_00412	Syaf.g_01058
OG0001161	Praw.g_00423	Syaf.g_00617
OG0001162	Praw.g_00434	Syaf.g_02015
OG0001163	Praw.g_00507	Syaf.g_01050
OG0001164	Praw.g_00511	Syaf.g_01044
OG0001165	Praw.g_00514	Syaf.g_01039
OG0001166	Praw.g_00534	Syaf.g_01010
OG0001167	Praw.g_00551	Syaf.g_01182
OG0001168	Praw.g_00553	Syaf.g_01180
OG0001169	Praw.g_00555	Syaf.g_01178
OG0001170	Praw.g_00557	Syaf.g_01176
OG0001171	Praw.g_00567	Syaf.g_01166
OG0001172	Praw.g_01914	Syaf.g_00173
OG0001173	Praw.g_01913	Syaf.g_00172
OG0001174	Praw.g_01905	Syaf.g_00164
OG0001175	Praw.g_01904	Syaf.g_00163
OG0001176	Praw.g_01897	Syaf.g_00142
OG0001177	Praw.g_01895	Syaf.g_00144
OG0001178	Praw.g_01890	Syaf.g_01028
OG0001179	Praw.g_00112	Syaf.g_00112
OG0001180	Praw.g_00090	Syaf.g_00087
OG0001181	Praw.g_00086	Syaf.g_00083
OG0001182	Praw.g_00079	Syaf.g_00074
OG0001184	Praw.g_00059	Syaf.g_00360
OG0001185	Praw.g_00045	Syaf.g_00382
OG0001186	Praw.g_00021	Syaf.g_00418
OG0001187	Praw.g_00017	Syaf.g_00422
OG0001188	Praw.g_00015	Syaf.g_00425
OG0001189	Praw.g_01191	Syaf.g_00441
OG0001190	Praw.g_01187	Syaf.g_00646
OG0001191	Praw.g_01177	Syaf.g_00635
OG0001192	Praw.g_01172	Syaf.g_00630
OG0001193	Praw.g_01162	Syaf.g_00596
OG0001194	Praw.g_01161	Syaf.g_00594
OG0001195	Praw.g_01160	Syaf.g_00593
OG0001196	Praw.g_01147	Syaf.g_00519
OG0001197	Praw.g_01146	Syaf.g_00517
OG0001198	Praw.g_01139	Syaf.g_00501
OG0001199	Praw.g_01360	Syaf.g_00957
OG0001200	Praw.g_01358	Syaf.g_00955
OG0001201	Praw.g_01327	Syaf.g_00902
OG0001202	Praw.g_01236	Syaf.g_00764
OG0001203	Praw.g_01197	Syaf.g_02785
OG0001204	Praw.g_00890	Syaf.g_00185
OG0001205	Praw.g_00702	Syaf.g_01229
OG0001206	Praw.g_00685	Syaf.g_02530
OG0001207	Praw.g_00670	Syaf.g_02732
OG0001209	Praw.g_00613	Syaf.g_02651
OG0001210	Praw.g_00608	Syaf.g_02642
OG0001211	Praw.g_00598	Syaf.g_02623
OG0001212	Praw.g_01942	Syaf.g_02563
OG0001213	Praw.g_00165	Syaf.g_02324
OG0001214	Praw.g_01885	Syaf.g_02308
OG0001215	Praw.g_01832	Syaf.g_01477
OG0001216	Praw.g_01807	Syaf.g_01980
OG0001217	Praw.g_01759	Syaf.g_02237
OG0001218	Praw.g_01751	Syaf.g_02473
OG0001219	Praw.g_01708	Syaf.g_01796
OG0001220	Praw.g_01647	Syaf.g_01335
OG0001221	Praw.g_01586	Syaf.g_02087
OG0001222	Praw.g_01547	Syaf.g_01848
OG0001223	Praw.g_01521	Syaf.g_01902
OG0001224	Praw.g_01471	Syaf.g_01438
OG0001225	Praw.g_01469	Syaf.g_01440
OG0001226	Praw.g_01443	Syaf.g_02262
OG0001227	Praw.g_01424	Syaf.g_00614
OG0001228	Praw.g_00279	Syaf.g_01223
OG0001229	Praw.g_01014	Syaf.g_01464
OG0001230	Praw.g_01091	Syaf.g_02404
OG0001231	Praw.g_00432	Syaf.g_00481
OG0001232	Praw.g_00538	Syaf.g_01000
OG0001234	Praw.g_01902	Syaf.g_00159
OG0001235	Praw.g_01893	Syaf.g_00150
OG0001236	Praw.g_00062	Syaf.g_00357
OG0001237	Praw.g_00058	Syaf.g_00362
OG0001238	Praw.g_01176	Syaf.g_00634
OG0001239	Praw.g_01363	Syaf.g_00960
OG0001241	Praw.g_01334	Syaf.g_00909
OG0001242	Praw.g_01316	Syaf.g_00874
OG0001243	Praw.g_01310	Syaf.g_00867
OG0001244	Praw.g_01294	Syaf.g_00836
OG0001246	Praw.g_00644	Syaf.g_02693
OG0001247	Praw.g_01839	Syaf.g_02004
OG0001248	Praw.g_01837	Syaf.g_02012
OG0001250	Praw.g_01658	Syaf.g_01377
OG0001251	Praw.g_01610	Syaf.g_00588
OG0001252	Praw.g_01476	Syaf.g_01412
OG0001254	Praw.g_00203	Syaf.g_01617
OG0001255	Praw.g_00218	Syaf.g_01070
OG0001256	Praw.g_00425	Syaf.g_01051
OG0001257	Praw.g_00431	Syaf.g_02534
OG0001258	Praw.g_00512	Syaf.g_01041
OG0001259	Praw.g_00556	Syaf.g_01177
OG0001260	Praw.g_00573	Syaf.g_01155
OG0001261	Praw.g_00104	Syaf.g_00103
OG0001262	Praw.g_01193	Syaf.g_00439
OG0001263	Praw.g_01307	Syaf.g_00864
OG0001265	Praw.g_01317	Syaf.g_00876
OG0001266	Praw.g_01232	Syaf.g_00760
OG0001267	Praw.g_00854	Syaf.g_00244
OG0001268	Praw.g_00791	Syaf.g_00017
OG0001269	Praw.g_00773	Syaf.g_01653
OG0001270	Praw.g_00713	Syaf.g_01210
OG0001271	Praw.g_00675	Syaf.g_02501
OG0001272	Praw.g_00662	Syaf.g_02715
OG0001273	Praw.g_00167	Syaf.g_02315
OG0001274	Praw.g_01819	Syaf.g_00707
OG0001275	Praw.g_01511	Syaf.g_01917
OG0001276	Praw.g_01492	Syaf.g_01933
OG0001277	Praw.g_01435	Syaf.g_00533
OG0001278	Praw.g_00284	Syaf.g_01562
OG0001279	Praw.g_00930	Syaf.g_02385
OG0001280	Praw.g_00980	Syaf.g_01257
OG0001281	Praw.g_00986	Syaf.g_01247
OG0001282	Praw.g_01017	Syaf.g_02734
OG0001284	Praw.g_00407	Syaf.g_01073
OG0001285	Praw.g_00541	Syaf.g_00568
OG0001286	Praw.g_00092	Syaf.g_00089
OG0001287	Praw.g_00037	Syaf.g_00390
OG0001288	Praw.g_00028	Syaf.g_00408
OG0001289	Praw.g_01347	Syaf.g_00935
OG0001290	Praw.g_01335	Syaf.g_00910
OG0001291	Praw.g_01300	Syaf.g_00853
OG0001292	Praw.g_00885	Syaf.g_00191
OG0001293	Praw.g_00873	Syaf.g_00217
OG0001294	Praw.g_00755	Syaf.g_02124
OG0001295	Praw.g_00680	Syaf.g_02637
OG0001296	Praw.g_00639	Syaf.g_02687
OG0001297	Praw.g_00634	Syaf.g_02683
OG0001298	Praw.g_01924	Syaf.g_02584
OG0001299	Praw.g_01856	Syaf.g_02130
OG0001300	Praw.g_01829	Syaf.g_01468
OG0001301	Praw.g_01826	Syaf.g_01454
OG0001302	Praw.g_01710	Syaf.g_02279
OG0001303	Praw.g_01507	Syaf.g_01798
OG0001304	Praw.g_01482	Syaf.g_01950
OG0001305	Praw.g_01463	Syaf.g_01448
OG0001306	Praw.g_00220	Syaf.g_01272
OG0001307	Praw.g_00998	Syaf.g_01638
OG0001308	Praw.g_00347	Syaf.g_02427
OG0001309	Praw.g_00429	Syaf.g_02678
OG0001310	Praw.g_00527	Syaf.g_01018
OG0001311	Praw.g_01490	Syaf.g_01935
OG0001312	Praw.g_01558	Syaf.g_01809
OG0001313	Praw.g_00921, Praw.g_00923, Praw.g_00315	Syaf.g_02517, Syaf.g_02523
OG0001314	Praw.g_01768	Syaf.g_01531, Syaf.g_01991, Syaf.g_02275
OG0001315	Praw.g_01373	Syaf.g_00071
OG0001316	Praw.g_01295	Syaf.g_00847
OG0001317	Praw.g_01201	Syaf.g_02790
OG0001318	Praw.g_00877	Syaf.g_00209
OG0001319	Praw.g_00862	Syaf.g_00232
OG0001321	Praw.g_00696	Syaf.g_01238
OG0001322	Praw.g_00695	Syaf.g_01239
OG0001323	Praw.g_00629	Syaf.g_02675
OG0001324	Praw.g_01828	Syaf.g_01467
OG0001325	Praw.g_01804	Syaf.g_01976
OG0001326	Praw.g_01622	Syaf.g_00578
OG0001327	Praw.g_01452	Syaf.g_02116
OG0001328	Praw.g_01425	Syaf.g_02094
OG0001329	Praw.g_00194	Syaf.g_02285
OG0001330	Praw.g_00953	Syaf.g_01264
OG0001331	Praw.g_01022	Syaf.g_02739
OG0001333	Praw.g_00552	Syaf.g_01181
OG0001334	Praw.g_00072	Syaf.g_00060
OG0001335	Praw.g_00071	Syaf.g_00059
OG0001336	Praw.g_01150	Syaf.g_00523
OG0001339	Praw.g_01332	Syaf.g_00907
OG0001340	Praw.g_00806	Syaf.g_00039
OG0001341	Praw.g_01761	Syaf.g_01463
OG0001343	Praw.g_01613	Syaf.g_00590
OG0001344	Praw.g_00238	Syaf.g_01294
OG0001345	Praw.g_00253	Syaf.g_01323
OG0001346	Praw.g_00982	Syaf.g_01253
OG0001347	Praw.g_00340	Syaf.g_02483
OG0001348	Praw.g_00453	Syaf.g_01396
OG0001351	Praw.g_00693	Syaf.g_02539
OG0001352	Praw.g_01842	Syaf.g_02661
OG0001353	Praw.g_01666	Syaf.g_01388
OG0001354	Praw.g_01529	Syaf.g_01888
OG0001356	Praw.g_01734	Syaf.g_02177, Syaf.g_01397
OG0001358	Praw.g_00156	Syaf.g_02341
OG0001359	Praw.g_01612	Syaf.g_00591
OG0001360	Praw.g_01422	Syaf.g_01325
OG0001361	Praw.g_00250	Syaf.g_01320
OG0001362	Praw.g_00351	Syaf.g_02432
OG0001363	Praw.g_00353	Syaf.g_02434
OG0001364	Praw.g_00069	Syaf.g_00338
OG0001371	Praw.g_01843	Syaf.g_00397
OG0001372	Praw.g_01752	Syaf.g_01682
OG0001373	Praw.g_01623	Syaf.g_00579
OG0001374	Praw.g_01615	Syaf.g_00571
OG0001375	Praw.g_01614	Syaf.g_00589
OG0001376	Praw.g_01458	Syaf.g_00626
OG0001377	Praw.g_01457	Syaf.g_00627
OG0001378	Praw.g_00171	Syaf.g_01209
OG0001379	Praw.g_00975	Syaf.g_01262
OG0001380	Praw.g_01003	Syaf.g_02247
OG0001385	Praw.g_01626	Syaf.g_00582
OG0001386	Praw.g_01625	Syaf.g_00581
OG0001387	Praw.g_01624	Syaf.g_00580
OG0001388	Praw.g_01621	Syaf.g_00577
OG0001389	Praw.g_01620	Syaf.g_00576
OG0001390	Praw.g_01619	Syaf.g_00575
OG0001391	Praw.g_01618	Syaf.g_00574
OG0001392	Praw.g_01617	Syaf.g_00573
OG0001393	Praw.g_01616	Syaf.g_00572
OG0001395	Praw.g_01480	Syaf.g_01958
OG0001396	Praw.g_00341	Syaf.g_02399
OG0001397	Praw.g_00352	Syaf.g_02433
OG0001398	Praw.g_00459	Syaf.g_01758
OG0001399	Praw.g_01900	Syaf.g_00697
OG0001401	Praw.g_00908	Syaf.g_01383
OG0001402	Praw.g_01744	Syaf.g_02336
OG0001404	Praw.g_01366	Syaf.g_00964
OG0001405	Praw.g_00808	Syaf.g_00057
OG0001406	Praw.g_01459	Syaf.g_00625
OG0001407	Praw.g_01445	Syaf.g_02660
OG0001408	Praw.g_01440	Syaf.g_01546
OG0001410	Praw.g_00999	Syaf.g_01639
OG0001413	Praw.g_00421	Syaf.g_02344, Syaf.g_02267
OG0001416	Praw.g_00688	Syaf.g_01250
OG0001417	Praw.g_00678	Syaf.g_01887
OG0001419	Praw.g_01444	Syaf.g_02659
OG0001420	Praw.g_00179	Syaf.g_02664
OG0001421	Praw.g_00426	Syaf.g_01721
OG0001425	Praw.g_01173	Syaf.g_00631
OG0001428	Praw.g_01263	Syaf.g_00804
OG0001432	Praw.g_00420	Syaf.g_01492
OG0001433	Praw.g_01735	Syaf.g_01398
OG0001438	Praw.g_00841	Syaf.g_00259
OG0001439	Praw.g_00827	Syaf.g_00283
OG0001441	Praw.g_00627	Syaf.g_02673
OG0001442	Praw.g_01770	Syaf.g_02066
OG0001443	Praw.g_00498	Syaf.g_00621
OG0001447	Praw.g_01309	Syaf.g_00866
OG0001448	Praw.g_00765	Syaf.g_00612
OG0001449	Praw.g_00738	Syaf.g_00182
OG0001451	Praw.g_01638	Syaf.g_02183
OG0001452	Praw.g_01609	Syaf.g_00204
OG0001453	Praw.g_01517	Syaf.g_01909
OG0001454	Praw.g_01429	Syaf.g_02263
OG0001456	Praw.g_00211	Syaf.g_00561
OG0001457	Praw.g_00212	Syaf.g_00560
OG0001458	Praw.g_00213	Syaf.g_00559
OG0001459	Praw.g_00939	Syaf.g_01643
OG0001460	Praw.g_01736	Syaf.g_01399
OG0001462	Praw.g_01394	Syaf.g_00455
OG0001465	Praw.g_01820	Syaf.g_02000
OG0001467	Praw.g_01718	Syaf.g_02280
OG0001468	Praw.g_01454	Syaf.g_02278
OG0001471	Praw.g_00422	Syaf.g_00276
OG0001473	Praw.g_00020	Syaf.g_02282
OG0001477	Praw.g_00320	Syaf.g_01457
OG0001479	Praw.g_00793	Syaf.g_00019
OG0001480	Praw.g_00763	Syaf.g_01334
OG0001482	Praw.g_00690	Syaf.g_01897
OG0001492	Praw.g_00281	Syaf.g_01565
OG0001493	Praw.g_00289	Syaf.g_01555
OG0001494	Praw.g_01111	Syaf.g_00984
OG0001496	Praw.g_00318	Syaf.g_01459
OG0001497	Praw.g_00319	Syaf.g_01458
OG0001502	Praw.g_01727	Syaf.g_01341
OG0001504	Praw.g_00940, Praw.g_00485	Syaf.g_01642
OG0001507	Praw.g_00478	Syaf.g_01664
OG0001514	Praw.g_00317	Syaf.g_01460
OG0001546	Praw.g_00624	Syaf.g_02670
OG0001547	Praw.g_01725	Syaf.g_01777
OG0001548	Praw.g_01721	Syaf.g_02258
OG0001549	Praw.g_01640	Syaf.g_01326
OG0001551	Praw.g_00210	Syaf.g_01403
OG0001552	Praw.g_00906	Syaf.g_02761, Syaf.g_02762
OG0001554	Praw.g_00427	Syaf.g_00648
OG0001555	Praw.g_00441	Syaf.g_01698
OG0001556	Praw.g_01742	Syaf.g_01604
OG0001558	Praw.g_00911	Syaf.g_00478
OG0001564	Praw.g_01062	Syaf.g_00565
OG0001567	Praw.g_01726	Syaf.g_01776
OG0001568	Praw.g_01724	Syaf.g_01779
OG0001582	Praw.g_00679	Syaf.g_01865
OG0001586	Praw.g_01108	Syaf.g_00988
OG0001602	Praw.g_01821	Syaf.g_02001
OG0001633	Praw.g_01013	Syaf.g_01528, Syaf.g_02381
OG0001635	Praw.g_00480	Syaf.g_00412
OG0001647	Praw.g_00861	Syaf.g_00234
OG0001652	Praw.g_00909	Syaf.g_00480
OG0001671	Praw.g_00916	Syaf.g_00721
OG0001700	Praw.g_01737	Syaf.g_02162, Syaf.g_02178
OG0001792	Praw.g_01068	Syaf.g_01572
OG0002244	Praw.g_00477	Syaf.g_01663
OG0002291	Praw.g_00927	Syaf.g_00787
OG0002451	Praw.g_01777	Syaf.g_01674, Syaf.g_02152
OG0002890	Praw.g_00300	Syaf.g_01125, Syaf.g_02006
OG0004594	Praw.g_01107	Syaf.g_00309
