Orthogroup	Syat	Prbc
OG0001143	Syat.g_00925	Prbc.g_01404
OG0001144	Syat.g_00906	Prbc.g_01399
OG0001145	Syat.g_01117	Prbc.g_00558
OG0001146	Syat.g_01158	Prbc.g_00570
OG0001147	Syat.g_01368	Prbc.g_00589
OG0001148	Syat.g_01297	Prbc.g_00659
OG0001149	Syat.g_01298	Prbc.g_00660
OG0001150	Syat.g_01299	Prbc.g_00661
OG0001151	Syat.g_01420	Prbc.g_00672
OG0001152	Syat.g_01421	Prbc.g_00673
OG0001153	Syat.g_01346	Prbc.g_00739
OG0001154	Syat.g_01347	Prbc.g_00740
OG0001155	Syat.g_02774	Prbc.g_00756
OG0001156	Syat.g_02978	Prbc.g_00759
OG0001157	Syat.g_02977	Prbc.g_00760
OG0001158	Syat.g_02976	Prbc.g_00761
OG0001159	Syat.g_02975	Prbc.g_00762
OG0001160	Syat.g_03104	Prbc.g_00787
OG0001161	Syat.g_02384	Prbc.g_01485
OG0001162	Syat.g_01528	Prbc.g_00799
OG0001163	Syat.g_03112	Prbc.g_00825
OG0001164	Syat.g_03116	Prbc.g_00829
OG0001165	Syat.g_03121	Prbc.g_00831
OG0001166	Syat.g_03050	Prbc.g_00849
OG0001167	Syat.g_03019	Prbc.g_00867
OG0001168	Syat.g_03017	Prbc.g_00868
OG0001169	Syat.g_03015	Prbc.g_00870
OG0001170	Syat.g_03013	Prbc.g_00872
OG0001171	Syat.g_03001	Prbc.g_00882
OG0001172	Syat.g_01858	Prbc.g_00937
OG0001173	Syat.g_01857	Prbc.g_00938
OG0001174	Syat.g_01849	Prbc.g_00946
OG0001175	Syat.g_01848	Prbc.g_00947
OG0001176	Syat.g_01831	Prbc.g_00959
OG0001178	Syat.g_03137	Prbc.g_01309
OG0001180	Syat.g_01654	Prbc.g_00278
OG0001181	Syat.g_01650	Prbc.g_00274
OG0001182	Syat.g_01642	Prbc.g_00266
OG0001183	Syat.g_01632	Prbc.g_00247
OG0001184	Syat.g_02160	Prbc.g_00231
OG0001185	Syat.g_02200	Prbc.g_00216
OG0001186	Syat.g_02235	Prbc.g_00189
OG0001187	Syat.g_02256	Prbc.g_00966
OG0001188	Syat.g_02261	Prbc.g_00968
OG0001189	Syat.g_02287	Prbc.g_00985
OG0001190	Syat.g_02692	Prbc.g_00990
OG0001191	Syat.g_02675	Prbc.g_01000
OG0001192	Syat.g_02663	Prbc.g_01005
OG0001193	Syat.g_02513	Prbc.g_01018
OG0001194	Syat.g_02515	Prbc.g_01019
OG0001195	Syat.g_02516	Prbc.g_01020
OG0001196	Syat.g_02398	Prbc.g_01054
OG0001197	Syat.g_02396	Prbc.g_01056
OG0001199	Syat.g_01475	Prbc.g_00499
OG0001200	Syat.g_01477	Prbc.g_00497
OG0001201	Syat.g_01572	Prbc.g_00465
OG0001202	Syat.g_02812	Prbc.g_00372
OG0001203	Syat.g_01447	Prbc.g_00332
OG0001204	Syat.g_01867	Prbc.g_01141
OG0001205	Syat.g_01287	Prbc.g_01506
OG0001206	Syat.g_03268	Prbc.g_01525
OG0001207	Syat.g_03162	Prbc.g_01536
OG0001208	Syat.g_03172	Prbc.g_01542
OG0001209	Syat.g_03273	Prbc.g_01614
OG0001210	Syat.g_00103	Prbc.g_01619
OG0001211	Syat.g_00078	Prbc.g_01630
OG0001213	Syat.g_03289	Prbc.g_01706
OG0001214	Syat.g_00128	Prbc.g_01714
OG0001216	Syat.g_00660	Prbc.g_01789
OG0001217	Syat.g_02587	Prbc.g_00521
OG0001218	Syat.g_01356	Prbc.g_01829
OG0001219	Syat.g_00629	Prbc.g_02005
OG0001220	Syat.g_01534	Prbc.g_01913
OG0001222	Syat.g_00597	Prbc.g_01936
OG0001223	Syat.g_00544	Prbc.g_02053
OG0001224	Syat.g_00804	Prbc.g_02109
OG0001225	Syat.g_00806	Prbc.g_02111
OG0001226	Syat.g_01485	Prbc.g_00930
OG0001228	Syat.g_00938	Prbc.g_01396
OG0001229	Syat.g_00981	Prbc.g_00138
OG0001230	Syat.g_01235	Prbc.g_00700
OG0001231	Syat.g_02327	Prbc.g_01833
OG0001232	Syat.g_03041	Prbc.g_00853
OG0001233	Syat.g_03012	Prbc.g_00873
OG0001234	Syat.g_02092	Prbc.g_00949
OG0001235	Syat.g_01838	Prbc.g_00953
OG0001236	Syat.g_02156	Prbc.g_00234
OG0001237	Syat.g_02161	Prbc.g_00230
OG0001238	Syat.g_02673	Prbc.g_01001
OG0001239	Syat.g_01472	Prbc.g_00502
OG0001240	Syat.g_01554	Prbc.g_00480
OG0001241	Syat.g_01564	Prbc.g_00471
OG0001242	Syat.g_02936	Prbc.g_00452
OG0001243	Syat.g_02928	Prbc.g_00445
OG0001244	Syat.g_02901	Prbc.g_00429
OG0001245	Syat.g_00212	Prbc.g_01317
OG0001246	Syat.g_03209	Prbc.g_01584
OG0001247	Syat.g_01019	Prbc.g_01765
OG0001248	Syat.g_03159	Prbc.g_01767
OG0001249	Syat.g_01620	Prbc.g_01230
OG0001251	Syat.g_00963, Syat.g_00621	Prbc.g_00923
OG0001252	Syat.g_00787	Prbc.g_02104
OG0001255	Syat.g_00843	Prbc.g_01463
OG0001256	Syat.g_03111	Prbc.g_00795
OG0001257	Syat.g_01716	Prbc.g_00800
OG0001259	Syat.g_03014	Prbc.g_00871
OG0001261	Syat.g_01791	Prbc.g_00293
OG0001262	Syat.g_02285	Prbc.g_00983
OG0001263	Syat.g_02926	Prbc.g_00442
OG0001269	Syat.g_02369	Prbc.g_01912
OG0001277	Syat.g_03312	Prbc.g_01042
OG0001279	Syat.g_01252	Prbc.g_00133
OG0001282	Syat.g_02780	Prbc.g_00658
OG0001283	Syat.g_02403	Prbc.g_01050
OG0001286	Syat.g_01656	Prbc.g_00280
OG0001287	Syat.g_02208	Prbc.g_00209
OG0001288	Syat.g_02225	Prbc.g_00198
OG0001289	Syat.g_01527	Prbc.g_00486
OG0001290	Syat.g_01563	Prbc.g_00472
OG0001294	Syat.g_00409	Prbc.g_00646, Prbc.g_01483
OG0001295	Syat.g_00945	Prbc.g_01471
OG0001296	Syat.g_03217	Prbc.g_01589
OG0001297	Syat.g_03221	Prbc.g_01594
OG0001299	Syat.g_00401	Prbc.g_01744
OG0001300	Syat.g_01025	Prbc.g_01776
OG0001303	Syat.g_00628	Prbc.g_00092
OG0001304	Syat.g_00690	Prbc.g_02095
OG0001305	Syat.g_00813	Prbc.g_01931
OG0001306	Syat.g_03234	Prbc.g_01461
OG0001307	Syat.g_02082	Prbc.g_00586
OG0001308	Syat.g_01176	Prbc.g_00719
OG0001309	Syat.g_01113	Prbc.g_01598
OG0001310	Syat.g_03066	Prbc.g_00843
OG0001311	Syat.g_00703	Prbc.g_02087
OG0001312	Syat.g_00615	Prbc.g_02014
OG0001314	Syat.g_00839, Syat.g_00137	Prbc.g_01137
OG0001315	Syat.g_01634	Prbc.g_00249
OG0001317	Syat.g_01451	Prbc.g_00336
OG0001318	Syat.g_01888	Prbc.g_01152
OG0001325	Syat.g_00664	Prbc.g_01792
OG0001326	Syat.g_02525	Prbc.g_00915
OG0001327	Syat.g_00414	Prbc.g_01966
OG0001329	Syat.g_00097	Prbc.g_00803
OG0001331	Syat.g_01301	Prbc.g_00663
OG0001336	Syat.g_02402	Prbc.g_01051
OG0001337	Syat.g_01621	Prbc.g_01224
OG0001345	Syat.g_00290	Prbc.g_01425
OG0001347	Syat.g_01136, Syat.g_00583	Prbc.g_00181
OG0001348	Syat.g_03316	Prbc.g_02169
OG0001351	Syat.g_01318	Prbc.g_01515
OG0001354	Syat.g_00558	Prbc.g_02046
OG0001355	Syat.g_02589	Prbc.g_00802
OG0001356	Syat.g_01035	Prbc.g_00603
OG0001358	Syat.g_03319	Prbc.g_01697
OG0001360	Syat.g_00256	Prbc.g_01423
OG0001365	Syat.g_02687	Prbc.g_00994
OG0001366	Syat.g_03047	Prbc.g_00647, Prbc.g_01109, Prbc.g_01237
OG0001371	Syat.g_01490	Prbc.g_01760
OG0001373	Syat.g_02524	Prbc.g_00914
OG0001374	Syat.g_02541	Prbc.g_00922
OG0001376	Syat.g_00841	Prbc.g_01943
OG0001377	Syat.g_00842	Prbc.g_01944
OG0001378	Syat.g_02967	Prbc.g_01495
OG0001385	Syat.g_02521	Prbc.g_00911
OG0001386	Syat.g_02522	Prbc.g_00912
OG0001387	Syat.g_02523	Prbc.g_00913
OG0001388	Syat.g_02526	Prbc.g_00916
OG0001389	Syat.g_02531	Prbc.g_00917
OG0001390	Syat.g_02532	Prbc.g_00918
OG0001391	Syat.g_02533	Prbc.g_00919
OG0001392	Syat.g_02539	Prbc.g_00920
OG0001393	Syat.g_02540	Prbc.g_00921
OG0001394	Syat.g_00450	Prbc.g_01993
OG0001401	Syat.g_00721	Prbc.g_01896
OG0001402	Syat.g_03314	Prbc.g_01701
OG0001403	Syat.g_02307	Prbc.g_01100
OG0001406	Syat.g_00840	Prbc.g_01942
OG0001408	Syat.g_00211	Prbc.g_02187
OG0001409	Syat.g_01007	Prbc.g_01437
OG0001412	Syat.g_01135	Prbc.g_00182
OG0001413	Syat.g_00853	Prbc.g_01834
OG0001415	Syat.g_00017	Prbc.g_00340
OG0001417	Syat.g_01705	Prbc.g_01482
OG0001418	Syat.g_03267	Prbc.g_01766
OG0001420	Syat.g_01099	Prbc.g_00119
OG0001421	Syat.g_03056	Prbc.g_00796
OG0001429	Syat.g_00627	Prbc.g_02006
OG0001430	Syat.g_03343	Prbc.g_01945
OG0001432	Syat.g_00846	Prbc.g_02076
OG0001433	Syat.g_01429	Prbc.g_00602
OG0001434	Syat.g_00455	Prbc.g_01998
OG0001435	Syat.g_00422	Prbc.g_01973
OG0001437	Syat.g_00016	Prbc.g_00341
OG0001439	Syat.g_02105	Prbc.g_01199
OG0001441	Syat.g_01109	Prbc.g_01601
OG0001443	Syat.g_02649	Prbc.g_00905
OG0001451	Syat.g_02877	Prbc.g_01924
OG0001453	Syat.g_00538	Prbc.g_02056
OG0001454	Syat.g_00189	Prbc.g_01310
OG0001456	Syat.g_02545	Prbc.g_01489
OG0001457	Syat.g_02546	Prbc.g_01488
OG0001458	Syat.g_02547	Prbc.g_01487
OG0001460	Syat.g_01430	Prbc.g_00601
OG0001461	Syat.g_01945	Prbc.g_00014
OG0001467	Syat.g_02457	Prbc.g_00514
OG0001470	Syat.g_02257	Prbc.g_00187
OG0001473	Syat.g_00190	Prbc.g_00642
OG0001474	Syat.g_01607	Prbc.g_01251
OG0001475	Syat.g_01116	Prbc.g_00185
OG0001476	Syat.g_02579, Syat.g_01012	Prbc.g_01438
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Prbc.g_00010
OG0001480	Syat.g_00100	Prbc.g_00151
OG0001482	Syat.g_00549	Prbc.g_02132
OG0001484	Syat.g_02443	Prbc.g_01278
OG0001486	Syat.g_03258	Prbc.g_01448
OG0001487	Syat.g_01355	Prbc.g_00747
OG0001488	Syat.g_00301	Prbc.g_01432
OG0001489	Syat.g_01645	Prbc.g_00269
OG0001495	Syat.g_01833	Prbc.g_00956
OG0001496	Syat.g_00316	Prbc.g_00008
OG0001497	Syat.g_00317	Prbc.g_00009
OG0001498	Syat.g_02954	Prbc.g_01269
OG0001507	Syat.g_03261	Prbc.g_00117
OG0001508	Syat.g_02258	Prbc.g_00188
OG0001510	Syat.g_02214	Prbc.g_00205
OG0001511	Syat.g_01580	Prbc.g_00461
OG0001512	Syat.g_01445	Prbc.g_00820
OG0001513	Syat.g_01083	Prbc.g_01112
OG0001514	Syat.g_00315	Prbc.g_00007
OG0001515	Syat.g_00927	Prbc.g_01774
OG0001517	Syat.g_01613	Prbc.g_01247
OG0001518	Syat.g_02671	Prbc.g_01003
OG0001519	Syat.g_02646	Prbc.g_01008
OG0001522	Syat.g_00642	Prbc.g_01892
OG0001523	Syat.g_01089	Prbc.g_00901
OG0001524	Syat.g_01088	Prbc.g_00902
OG0001526	Syat.g_02907	Prbc.g_02000
OG0001528	Syat.g_01115	Prbc.g_00186
OG0001529	Syat.g_02294	Prbc.g_01119
OG0001530	Syat.g_01578	Prbc.g_00462
OG0001531	Syat.g_01444	Prbc.g_00331
OG0001532	Syat.g_00213	Prbc.g_01415
OG0001534	Syat.g_00689	Prbc.g_02096
OG0001535	Syat.g_00707	Prbc.g_02084
OG0001536	Syat.g_00589	Prbc.g_02032
OG0001537	Syat.g_00441	Prbc.g_01990
OG0001538	Syat.g_00484	Prbc.g_01863
OG0001539	Syat.g_00417	Prbc.g_01968
OG0001540	Syat.g_02924	Prbc.g_00440
OG0001541	Syat.g_02847	Prbc.g_00392
OG0001542	Syat.g_02837	Prbc.g_00386
OG0001543	Syat.g_03229	Prbc.g_01939
OG0001544	Syat.g_02647	Prbc.g_01007
OG0001545	Syat.g_02444, Syat.g_02433	Prbc.g_01041
OG0001549	Syat.g_00799	Prbc.g_01922
OG0001553	Syat.g_01230	Prbc.g_00706
OG0001557	Syat.g_00451	Prbc.g_01994
OG0001559	Syat.g_01577	Prbc.g_00463
OG0001560	Syat.g_01562	Prbc.g_00473
OG0001561	Syat.g_00701	Prbc.g_02089
OG0001562	Syat.g_00523	Prbc.g_02078
OG0001563	Syat.g_01662	Prbc.g_00285
OG0001570	Syat.g_03269	Prbc.g_00639
OG0001575	Syat.g_00061	Prbc.g_01645
OG0001576	Syat.g_01169	Prbc.g_00578
OG0001577	Syat.g_03255	Prbc.g_01451
OG0001578	Syat.g_00192	Prbc.g_00003
OG0001584	Syat.g_00468	Prbc.g_01848
OG0001591	Syat.g_00411	Prbc.g_01751
OG0001613	Syat.g_01635	Prbc.g_00250
OG0001623	Syat.g_01623, Syat.g_01666	Prbc.g_01226
OG0001634	Syat.g_00404	Prbc.g_01747
OG0001635	Syat.g_02229, Syat.g_01993	Prbc.g_01559
OG0001642	Syat.g_00676	Prbc.g_00597
OG0001644	Syat.g_00844	Prbc.g_01802
OG0001659	Syat.g_00219	Prbc.g_01419
OG0001673	Syat.g_01454	Prbc.g_00338
OG0001692	Syat.g_01231	Prbc.g_00704
OG0001694	Syat.g_02062	Prbc.g_01174
OG0001695	Syat.g_02434	Prbc.g_01024
OG0001703	Syat.g_03164	Prbc.g_01537
OG0001715	Syat.g_01717	Prbc.g_00154
OG0001738	Syat.g_02127	Prbc.g_01212
OG0001739	Syat.g_02435, Syat.g_02445	Prbc.g_01023
OG0001769	Syat.g_00373	Prbc.g_01372
OG0001816	Syat.g_00413	Prbc.g_01965
OG0001915	Syat.g_02389	Prbc.g_01058
OG0001955	Syat.g_01670	Prbc.g_00547
OG0001956	Syat.g_00959	Prbc.g_01918
OG0001977	Syat.g_02506	Prbc.g_01014
OG0002020	Syat.g_02597	Prbc.g_01028
OG0002021	Syat.g_02450	Prbc.g_01030
OG0002022	Syat.g_02448	Prbc.g_01031
OG0002023	Syat.g_02447	Prbc.g_01032
OG0002024	Syat.g_02554	Prbc.g_01034
OG0002052	Syat.g_01022	Prbc.g_01937
OG0002054	Syat.g_02555	Prbc.g_01035
OG0002055	Syat.g_02428	Prbc.g_01040
OG0002131	Syat.g_02451	Prbc.g_01029
OG0002132	Syat.g_02553	Prbc.g_01033
OG0002229	Syat.g_02254	Prbc.g_00191
OG0002347	Syat.g_03036	Prbc.g_00859
OG0002393	Syat.g_03074	Prbc.g_01560
OG0002724	Syat.g_01745, Syat.g_01744, Syat.g_01736, Syat.g_01737	Prbc.g_01572
OG0002808	Syat.g_02300	Prbc.g_01103
OG0002939	Syat.g_01543	Prbc.g_01359
OG0003818	Syat.g_02136	Prbc.g_00184
OG0003819	Syat.g_01680	Prbc.g_01027
OG0004276	Syat.g_02178	Prbc.g_00043
OG0004277	Syat.g_02177	Prbc.g_00044
OG0004714	Syat.g_02458	Prbc.g_01569
