Orthogroup	Syat	Prad
OG0001197	Syat.g_02396	Prad.g_01546
OG0001199	Syat.g_01475	Prad.g_01919
OG0001200	Syat.g_01477	Prad.g_01917
OG0001201	Syat.g_01572	Prad.g_01885
OG0001202	Syat.g_02812	Prad.g_01792
OG0001203	Syat.g_01447	Prad.g_01753
OG0001204	Syat.g_01867	Prad.g_01748
OG0001205	Syat.g_01287	Prad.g_00062
OG0001206	Syat.g_03268	Prad.g_00044
OG0001207	Syat.g_03162	Prad.g_00030
OG0001208	Syat.g_03172	Prad.g_00025
OG0001209	Syat.g_03273	Prad.g_00094
OG0001210	Syat.g_00103	Prad.g_01330
OG0001211	Syat.g_00078	Prad.g_01340
OG0001213	Syat.g_03289	Prad.g_01418
OG0001214	Syat.g_00128	Prad.g_01426
OG0001216	Syat.g_00660	Prad.g_01051
OG0001217	Syat.g_02587	Prad.g_01092
OG0001218	Syat.g_01356	Prad.g_01100
OG0001219	Syat.g_00629	Prad.g_01134
OG0001220	Syat.g_01534	Prad.g_00296
OG0001222	Syat.g_00597	Prad.g_00194
OG0001223	Syat.g_00544	Prad.g_00168
OG0001224	Syat.g_00804	Prad.g_01022
OG0001225	Syat.g_00806	Prad.g_01020
OG0001226	Syat.g_01485	Prad.g_00995
OG0001228	Syat.g_00938	Prad.g_01450
OG0001229	Syat.g_00981	Prad.g_00596
OG0001230	Syat.g_01235	Prad.g_00523
OG0001231	Syat.g_02327	Prad.g_00417
OG0001232	Syat.g_03041	Prad.g_00918
OG0001233	Syat.g_03012	Prad.g_00898
OG0001234	Syat.g_02092	Prad.g_00864
OG0001235	Syat.g_01838	Prad.g_00854
OG0001236	Syat.g_02156	Prad.g_00773
OG0001237	Syat.g_02161	Prad.g_00769
OG0001238	Syat.g_02673	Prad.g_01576
OG0001239	Syat.g_01472	Prad.g_01922
OG0001240	Syat.g_01554	Prad.g_01900
OG0001241	Syat.g_01564	Prad.g_01892
OG0001242	Syat.g_02936	Prad.g_01874
OG0001243	Syat.g_02928	Prad.g_01868
OG0001244	Syat.g_02901	Prad.g_01852
OG0001245	Syat.g_00212	Prad.g_00729
OG0001246	Syat.g_03209	Prad.g_00125
OG0001247	Syat.g_01019	Prad.g_01257
OG0001248	Syat.g_03159	Prad.g_01259
OG0001249	Syat.g_01620	Prad.g_01123
OG0001250	Syat.g_00739	Prad.g_00307
OG0001251	Syat.g_00963, Syat.g_00621	Prad.g_00259
OG0001252	Syat.g_00787	Prad.g_01027
OG0001255	Syat.g_00843	Prad.g_01512
OG0001256	Syat.g_03111	Prad.g_00424
OG0001257	Syat.g_01716	Prad.g_00418
OG0001258	Syat.g_03119	Prad.g_00944
OG0001259	Syat.g_03014	Prad.g_00900
OG0001261	Syat.g_01791	Prad.g_00815
OG0001262	Syat.g_02285	Prad.g_01593
OG0001263	Syat.g_02926	Prad.g_01865
OG0001265	Syat.g_02938	Prad.g_01875
OG0001266	Syat.g_02808	Prad.g_01788
OG0001267	Syat.g_02060	Prad.g_01711
OG0001268	Syat.g_01608	Prad.g_01652
OG0001269	Syat.g_02369	Prad.g_00752
OG0001270	Syat.g_02968	Prad.g_00668
OG0001271	Syat.g_01374	Prad.g_00035
OG0001272	Syat.g_03176	Prad.g_00021
OG0001274	Syat.g_02727	Prad.g_01277
OG0001275	Syat.g_00529	Prad.g_00158
OG0001276	Syat.g_00705	Prad.g_00138
OG0001277	Syat.g_03312	Prad.g_00988
OG0001278	Syat.g_00895	Prad.g_01445
OG0001279	Syat.g_01252	Prad.g_01216
OG0001281	Syat.g_01159	Prad.g_00623
OG0001282	Syat.g_02780	Prad.g_00593
OG0001283	Syat.g_02403	Prad.g_00574
OG0001286	Syat.g_01656	Prad.g_00803
OG0001287	Syat.g_02208	Prad.g_01629
OG0001288	Syat.g_02225	Prad.g_01621
OG0001289	Syat.g_01527	Prad.g_01906
OG0001290	Syat.g_01563	Prad.g_01893
OG0001291	Syat.g_02916	Prad.g_01858
OG0001292	Syat.g_01873	Prad.g_01743
OG0001293	Syat.g_01995	Prad.g_01730
OG0001294	Syat.g_00409	Prad.g_00731
OG0001295	Syat.g_00945	Prad.g_00039
OG0001296	Syat.g_03217	Prad.g_00120
OG0001297	Syat.g_03221	Prad.g_00115
OG0001298	Syat.g_00043	Prad.g_01366
OG0001299	Syat.g_00401	Prad.g_01240
OG0001300	Syat.g_01025	Prad.g_01267
OG0001303	Syat.g_00628	Prad.g_00154
OG0001304	Syat.g_00690	Prad.g_01034
OG0001305	Syat.g_00813	Prad.g_01014
OG0001306	Syat.g_03234	Prad.g_01510
OG0001307	Syat.g_02082	Prad.g_00611
OG0001308	Syat.g_01176	Prad.g_00505
OG0001309	Syat.g_01113	Prad.g_00420
OG0001310	Syat.g_03066	Prad.g_00929
OG0001312	Syat.g_00615	Prad.g_00205
OG0001315	Syat.g_01634	Prad.g_01932
OG0001317	Syat.g_01451	Prad.g_01757
OG0001318	Syat.g_01888	Prad.g_01735
OG0001319	Syat.g_02048	Prad.g_01719
OG0001323	Syat.g_01111	Prad.g_00110
OG0001325	Syat.g_00664	Prad.g_01054
OG0001326	Syat.g_02525	Prad.g_00271
OG0001327	Syat.g_00414	Prad.g_01003
OG0001329	Syat.g_00097	Prad.g_00663
OG0001331	Syat.g_01301	Prad.g_00588
OG0001333	Syat.g_03018	Prad.g_00904
OG0001336	Syat.g_02402	Prad.g_01550
OG0001345	Syat.g_00290	Prad.g_01477
OG0001347	Syat.g_01136, Syat.g_00583	Prad.g_01978
OG0001348	Syat.g_03316	Prad.g_00395
OG0001349	Syat.g_01220	Prad.g_00536
OG0001351	Syat.g_01318	Prad.g_00053
OG0001353	Syat.g_00717	Prad.g_01178
OG0001355	Syat.g_02589	Prad.g_00384
OG0001358	Syat.g_03319	Prad.g_01409
OG0001360	Syat.g_00256	Prad.g_00976
OG0001361	Syat.g_00293	Prad.g_01480
OG0001364	Syat.g_02143	Prad.g_00780
OG0001365	Syat.g_02687	Prad.g_01583
OG0001371	Syat.g_01490	Prad.g_01253
OG0001373	Syat.g_02524	Prad.g_00272
OG0001374	Syat.g_02541	Prad.g_00264
OG0001376	Syat.g_00841	Prad.g_01009
OG0001377	Syat.g_00842	Prad.g_01008
OG0001378	Syat.g_02967	Prad.g_00634
OG0001379	Syat.g_01147	Prad.g_00364
OG0001382	Syat.g_00101	Prad.g_00403
OG0001385	Syat.g_02521	Prad.g_00275
OG0001386	Syat.g_02522	Prad.g_00274
OG0001387	Syat.g_02523	Prad.g_00273
OG0001388	Syat.g_02526	Prad.g_00270
OG0001389	Syat.g_02531	Prad.g_00269
OG0001390	Syat.g_02532	Prad.g_00268
OG0001391	Syat.g_02533	Prad.g_00267
OG0001392	Syat.g_02539	Prad.g_00266
OG0001393	Syat.g_02540	Prad.g_00265
OG0001394	Syat.g_00450	Prad.g_00230
OG0001396	Syat.g_02665, Syat.g_01137	Prad.g_01977
OG0001401	Syat.g_00721	Prad.g_01046
OG0001403	Syat.g_02307	Prad.g_01956
OG0001406	Syat.g_00840	Prad.g_01010
OG0001408	Syat.g_00211	Prad.g_00992
OG0001409	Syat.g_01007	Prad.g_01489
OG0001411	Syat.g_01188	Prad.g_00562
OG0001412	Syat.g_00584, Syat.g_01135, Syat.g_02667	Prad.g_01979
OG0001413	Syat.g_00853	Prad.g_00429
OG0001415	Syat.g_00017	Prad.g_01760
OG0001416	Syat.g_02491	Prad.g_00048
OG0001417	Syat.g_01705	Prad.g_00037
OG0001418	Syat.g_03267	Prad.g_01258
OG0001420	Syat.g_01099	Prad.g_00643
OG0001421	Syat.g_03056	Prad.g_00423
OG0001429	Syat.g_00627	Prad.g_01135
OG0001430	Syat.g_03343	Prad.g_00334
OG0001432	Syat.g_00846	Prad.g_00431
OG0001434	Syat.g_00455	Prad.g_00225
OG0001437	Syat.g_00016	Prad.g_01761
OG0001438	Syat.g_02076	Prad.g_01698
OG0001439	Syat.g_02105	Prad.g_01684
OG0001441	Syat.g_01109	Prad.g_00108
OG0001449	Syat.g_00800	Prad.g_00702
OG0001451	Syat.g_02877	Prad.g_00287
OG0001452	Syat.g_01881	Prad.g_00257
OG0001453	Syat.g_00538	Prad.g_00164
OG0001454	Syat.g_00189	Prad.g_00983
OG0001456	Syat.g_02545	Prad.g_01519
OG0001457	Syat.g_02546	Prad.g_01518
OG0001458	Syat.g_02547	Prad.g_01517
OG0001459	Syat.g_03357, Syat.g_03358	Prad.g_00323
OG0001462	Syat.g_02301	Prad.g_01952
OG0001467	Syat.g_02457	Prad.g_01124
OG0001473	Syat.g_00190	Prad.g_01613
OG0001474	Syat.g_01607	Prad.g_01651
OG0001479	Syat.g_01610	Prad.g_01654
OG0001480	Syat.g_00100	Prad.g_00741
OG0001482	Syat.g_00549	Prad.g_00050
OG0001484	Syat.g_02443	Prad.g_00348
OG0001486	Syat.g_03258	Prad.g_01498
OG0001487	Syat.g_01355	Prad.g_00573
OG0001492	Syat.g_00898	Prad.g_01448
OG0001493	Syat.g_00890	Prad.g_01440
OG0001495	Syat.g_01833	Prad.g_00857
OG0001502	Syat.g_00757	Prad.g_01115
OG0001504	Syat.g_03356	Prad.g_00324
OG0001507	Syat.g_03261	Prad.g_00368
OG0001520	Syat.g_00852	Prad.g_00710
OG0001522	Syat.g_00642	Prad.g_01179
OG0001523	Syat.g_01089	Prad.g_01525
OG0001524	Syat.g_01088	Prad.g_01524
OG0001526	Syat.g_02907	Prad.g_00376
OG0001546	Syat.g_01106	Prad.g_00105
OG0001547	Syat.g_00645	Prad.g_01117
OG0001553	Syat.g_01230	Prad.g_00518
OG0001554	Syat.g_01005	Prad.g_00422
OG0001557	Syat.g_00451	Prad.g_00229
OG0001558	Syat.g_02323	Prad.g_01042
OG0001567	Syat.g_00651	Prad.g_01116
OG0001568	Syat.g_00643	Prad.g_01118
OG0001570	Syat.g_03269	Prad.g_00646, Prad.g_01295
OG0001584	Syat.g_00468	Prad.g_00213
OG0001587	Syat.g_02990	Prad.g_00881
OG0001588	Syat.g_03195, Syat.g_02169	Prad.g_01186
OG0001613	Syat.g_01635	Prad.g_00788
OG0001625	Syat.g_01938	Prad.g_01733
OG0001647	Syat.g_02051	Prad.g_01718
OG0001652	Syat.g_02326	Prad.g_01040
OG0001671	Syat.g_02742	Prad.g_01322
OG0001701	Syat.g_02905	Prad.g_00375
OG0001726	Syat.g_02003	Prad.g_00682
OG0001745	Syat.g_00971	Prad.g_00432
OG0001748	Syat.g_02740	Prad.g_01323
OG0001837	Syat.g_02741	Prad.g_01324
OG0001924	Syat.g_02767	Prad.g_01311
OG0001925	Syat.g_02766	Prad.g_01310
OG0001926	Syat.g_02765	Prad.g_01309
OG0001927	Syat.g_02764	Prad.g_01308
OG0001993	Syat.g_02769	Prad.g_01313
OG0002109	Syat.g_01923, Syat.g_01752	Prad.g_01286
OG0002364	Syat.g_00626	Prad.g_01136
OG0002895	Syat.g_01751	Prad.g_01284
OG0002899	Syat.g_01972	Prad.g_01283
OG0004044	Syat.g_01924	Prad.g_01285
OG0005377	Syat.g_01174	Prad.g_00569
