Orthogroup	Syat	Prae
OG0001202	Syat.g_02812	Prae.g_00202
OG0001203	Syat.g_01447	Prae.g_00241
OG0001204	Syat.g_01867	Prae.g_00246
OG0001205	Syat.g_01287	Prae.g_00419
OG0001206	Syat.g_03268	Prae.g_00436
OG0001207	Syat.g_03162	Prae.g_00451
OG0001208	Syat.g_03172	Prae.g_00456
OG0001209	Syat.g_03273	Prae.g_00510
OG0001210	Syat.g_00103	Prae.g_00515
OG0001211	Syat.g_00078	Prae.g_00525
OG0001213	Syat.g_03289	Prae.g_00603
OG0001214	Syat.g_00128	Prae.g_00611
OG0001216	Syat.g_00660	Prae.g_00713
OG0001217	Syat.g_02587	Prae.g_00752
OG0001218	Syat.g_01356	Prae.g_00759
OG0001219	Syat.g_00629	Prae.g_00794
OG0001220	Syat.g_01534	Prae.g_00857
OG0001222	Syat.g_00597	Prae.g_00956
OG0001223	Syat.g_00544	Prae.g_00982
OG0001224	Syat.g_00804	Prae.g_01036
OG0001225	Syat.g_00806	Prae.g_01038
OG0001226	Syat.g_01485	Prae.g_01066
OG0001228	Syat.g_00938	Prae.g_01208
OG0001229	Syat.g_00981	Prae.g_01366
OG0001230	Syat.g_01235	Prae.g_01451
OG0001231	Syat.g_02327	Prae.g_01556
OG0001232	Syat.g_03041	Prae.g_01646
OG0001233	Syat.g_03012	Prae.g_01666
OG0001234	Syat.g_02092	Prae.g_01701
OG0001235	Syat.g_01838	Prae.g_01711
OG0001236	Syat.g_02156	Prae.g_01793
OG0001237	Syat.g_02161	Prae.g_01797
OG0001238	Syat.g_02673	Prae.g_01871
OG0001239	Syat.g_01472	Prae.g_00071
OG0001240	Syat.g_01554	Prae.g_00093
OG0001241	Syat.g_01564	Prae.g_00101
OG0001242	Syat.g_02936	Prae.g_00119
OG0001243	Syat.g_02928	Prae.g_00125
OG0001244	Syat.g_02901	Prae.g_00141
OG0001245	Syat.g_00212	Prae.g_00380
OG0001246	Syat.g_03209	Prae.g_00478
OG0001247	Syat.g_01019	Prae.g_00657
OG0001248	Syat.g_03159	Prae.g_00659
OG0001249	Syat.g_01620	Prae.g_00784
OG0001250	Syat.g_00739	Prae.g_00846
OG0001251	Syat.g_00963, Syat.g_00621	Prae.g_00893
OG0001252	Syat.g_00787	Prae.g_01031
OG0001255	Syat.g_00843	Prae.g_01147
OG0001256	Syat.g_03111	Prae.g_01549
OG0001257	Syat.g_01716	Prae.g_01555
OG0001258	Syat.g_03119	Prae.g_01620
OG0001259	Syat.g_03014	Prae.g_01664
OG0001261	Syat.g_01791	Prae.g_01750
OG0001262	Syat.g_02285	Prae.g_01854
OG0001263	Syat.g_02926	Prae.g_00128
OG0001265	Syat.g_02938	Prae.g_00118
OG0001266	Syat.g_02808	Prae.g_00206
OG0001267	Syat.g_02060	Prae.g_00281
OG0001268	Syat.g_01608	Prae.g_00339
OG0001269	Syat.g_02369	Prae.g_00358
OG0001270	Syat.g_02968	Prae.g_00408
OG0001271	Syat.g_01374	Prae.g_00446
OG0001272	Syat.g_03176	Prae.g_00460
OG0001274	Syat.g_02727	Prae.g_00677
OG0001275	Syat.g_00529	Prae.g_00992
OG0001276	Syat.g_00705	Prae.g_01015
OG0001277	Syat.g_03312	Prae.g_01074
OG0001278	Syat.g_00895	Prae.g_01213
OG0001279	Syat.g_01252	Prae.g_01265
OG0001281	Syat.g_01159	Prae.g_01334
OG0001282	Syat.g_02780	Prae.g_01369
OG0001283	Syat.g_02403	Prae.g_01388
OG0001286	Syat.g_01656	Prae.g_01762
OG0001287	Syat.g_02208	Prae.g_01817
OG0001288	Syat.g_02225	Prae.g_01826
OG0001289	Syat.g_01527	Prae.g_00087
OG0001290	Syat.g_01563	Prae.g_00100
OG0001291	Syat.g_02916	Prae.g_00135
OG0001292	Syat.g_01873	Prae.g_00251
OG0001293	Syat.g_01995	Prae.g_00264
OG0001294	Syat.g_00409	Prae.g_00378
OG0001295	Syat.g_00945	Prae.g_00441
OG0001296	Syat.g_03217	Prae.g_00483
OG0001297	Syat.g_03221	Prae.g_00488
OG0001298	Syat.g_00043	Prae.g_00551
OG0001299	Syat.g_00401	Prae.g_00640
OG0001300	Syat.g_01025	Prae.g_00667
OG0001303	Syat.g_00628	Prae.g_00996
OG0001304	Syat.g_00690	Prae.g_01025
OG0001305	Syat.g_00813	Prae.g_01044
OG0001306	Syat.g_03234	Prae.g_01149
OG0001307	Syat.g_02082	Prae.g_01351
OG0001308	Syat.g_01176	Prae.g_01469
OG0001309	Syat.g_01113	Prae.g_01553
OG0001310	Syat.g_03066	Prae.g_01635
OG0001311	Syat.g_00703	Prae.g_01017
OG0001315	Syat.g_01634	Prae.g_00061
OG0001317	Syat.g_01451	Prae.g_00237
OG0001318	Syat.g_01888	Prae.g_00259
OG0001319	Syat.g_02048	Prae.g_00275
OG0001323	Syat.g_01111	Prae.g_00493
OG0001325	Syat.g_00664	Prae.g_00716
OG0001326	Syat.g_02525	Prae.g_00881
OG0001327	Syat.g_00414	Prae.g_01057
OG0001329	Syat.g_00097	Prae.g_01122
OG0001331	Syat.g_01301	Prae.g_01374
OG0001333	Syat.g_03018	Prae.g_01660
OG0001336	Syat.g_02402	Prae.g_01897
OG0001345	Syat.g_00290	Prae.g_01182
OG0001348	Syat.g_03316	Prae.g_01578
OG0001351	Syat.g_01318	Prae.g_00428
OG0001353	Syat.g_00717	Prae.g_00838
OG0001354	Syat.g_00558	Prae.g_00974
OG0001356	Syat.g_01035	Prae.g_01231
OG0001358	Syat.g_03319	Prae.g_00594
OG0001360	Syat.g_00256	Prae.g_01086
OG0001361	Syat.g_00293	Prae.g_01179
OG0001364	Syat.g_02143	Prae.g_01786
OG0001365	Syat.g_02687	Prae.g_01864
OG0001371	Syat.g_01490	Prae.g_00653
OG0001373	Syat.g_02524	Prae.g_00880
OG0001374	Syat.g_02541	Prae.g_00888
OG0001376	Syat.g_00841	Prae.g_01050
OG0001377	Syat.g_00842	Prae.g_01051
OG0001378	Syat.g_02967	Prae.g_01095
OG0001379	Syat.g_01147	Prae.g_01323
OG0001382	Syat.g_00101	Prae.g_01570
OG0001385	Syat.g_02521	Prae.g_00877
OG0001386	Syat.g_02522	Prae.g_00878
OG0001387	Syat.g_02523	Prae.g_00879
OG0001388	Syat.g_02526	Prae.g_00882
OG0001389	Syat.g_02531	Prae.g_00883
OG0001390	Syat.g_02532	Prae.g_00884
OG0001391	Syat.g_02533	Prae.g_00885
OG0001392	Syat.g_02539	Prae.g_00886
OG0001393	Syat.g_02540	Prae.g_00887
OG0001401	Syat.g_00721	Prae.g_00687
OG0001402	Syat.g_03314	Prae.g_00767
OG0001403	Syat.g_02307	Prae.g_00030
OG0001406	Syat.g_00840	Prae.g_01049
OG0001408	Syat.g_00211	Prae.g_01069
OG0001409	Syat.g_01007	Prae.g_01170
OG0001411	Syat.g_01188	Prae.g_01439
OG0001413	Syat.g_00853	Prae.g_01544
OG0001415	Syat.g_00017	Prae.g_00234
OG0001416	Syat.g_02491	Prae.g_00433
OG0001417	Syat.g_01705	Prae.g_00443
OG0001418	Syat.g_03267	Prae.g_00658
OG0001420	Syat.g_01099	Prae.g_01104
OG0001421	Syat.g_03056	Prae.g_01550
OG0001429	Syat.g_00627	Prae.g_00795
OG0001430	Syat.g_03343	Prae.g_01287
OG0001432	Syat.g_00846	Prae.g_01542
OG0001433	Syat.g_01429	Prae.g_01232
OG0001437	Syat.g_00016	Prae.g_00233
OG0001438	Syat.g_02076	Prae.g_00294
OG0001439	Syat.g_02105	Prae.g_00308
OG0001441	Syat.g_01109	Prae.g_00495
OG0001449	Syat.g_00800	Prae.g_00394
OG0001451	Syat.g_02877	Prae.g_00866
OG0001452	Syat.g_01881	Prae.g_00895
OG0001453	Syat.g_00538	Prae.g_00986
OG0001454	Syat.g_00189	Prae.g_01079
OG0001456	Syat.g_02545	Prae.g_01140
OG0001457	Syat.g_02546	Prae.g_01141
OG0001458	Syat.g_02547	Prae.g_01142
OG0001459	Syat.g_03357, Syat.g_03358	Prae.g_01277
OG0001460	Syat.g_01430	Prae.g_01233
OG0001461	Syat.g_01945	Prae.g_01228
OG0001462	Syat.g_02301	Prae.g_00034
OG0001467	Syat.g_02457	Prae.g_00785
OG0001473	Syat.g_00190	Prae.g_01834
OG0001474	Syat.g_01607	Prae.g_00340
OG0001480	Syat.g_00100	Prae.g_00368
OG0001482	Syat.g_00549	Prae.g_00431
OG0001484	Syat.g_02443	Prae.g_01299
OG0001486	Syat.g_03258	Prae.g_01161
OG0001492	Syat.g_00898	Prae.g_01210
OG0001493	Syat.g_00890	Prae.g_01218
OG0001495	Syat.g_01833	Prae.g_01708
OG0001502	Syat.g_00757	Prae.g_00776
OG0001504	Syat.g_03356	Prae.g_01278
OG0001505	Syat.g_01215	Prae.g_01421
OG0001520	Syat.g_00852	Prae.g_00389
OG0001523	Syat.g_01089	Prae.g_01134
OG0001524	Syat.g_01088	Prae.g_01135
OG0001526	Syat.g_02907	Prae.g_01684, Prae.g_01425
OG0001546	Syat.g_01106	Prae.g_00498
OG0001547	Syat.g_00645	Prae.g_00778
OG0001549	Syat.g_00799	Prae.g_00864
OG0001553	Syat.g_01230	Prae.g_01456
OG0001554	Syat.g_01005	Prae.g_01551
OG0001556	Syat.g_03334, Syat.g_03147	Prae.g_01237
OG0001558	Syat.g_02323	Prae.g_00690
OG0001567	Syat.g_00651	Prae.g_00777
OG0001568	Syat.g_00643	Prae.g_00779
OG0001570	Syat.g_03269	Prae.g_01106
OG0001587	Syat.g_02990	Prae.g_01682
OG0001613	Syat.g_01635	Prae.g_01778
OG0001625	Syat.g_01938	Prae.g_00261
OG0001635	Syat.g_02229, Syat.g_01993	Prae.g_01601
OG0001652	Syat.g_02326	Prae.g_00688
OG0001666	Syat.g_03349	Prae.g_01276
OG0001671	Syat.g_02742	Prae.g_00695
OG0001700	Syat.g_01074	Prae.g_01234
OG0001701	Syat.g_02905	Prae.g_01685
OG0001745	Syat.g_00971	Prae.g_01541
OG0001991	Syat.g_01679	Prae.g_01254
OG0001995	Syat.g_02221	Prae.g_01259
OG0002029	Syat.g_03352	Prae.g_01275
OG0002270	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351	Prae.g_01407
OG0002364	Syat.g_00626	Prae.g_00796
OG0002700	Syat.g_03378	Prae.g_00707
OG0002787	Syat.g_01946	Prae.g_01301
OG0002788	Syat.g_01947	Prae.g_01302
OG0002789	Syat.g_01948	Prae.g_01303
OG0002790	Syat.g_01949	Prae.g_01304
OG0002791	Syat.g_01950	Prae.g_01305
OG0002792	Syat.g_01951	Prae.g_01306
OG0002793	Syat.g_01952	Prae.g_01307
