Orthogroup	Syat	Prai
OG0001202	Syat.g_02812	Prai.g_00210
OG0001203	Syat.g_01447	Prai.g_00249
OG0001204	Syat.g_01867	Prai.g_00256
OG0001205	Syat.g_01287	Prai.g_00476
OG0001206	Syat.g_03268	Prai.g_00493
OG0001207	Syat.g_03162	Prai.g_00507
OG0001208	Syat.g_03172	Prai.g_00512
OG0001209	Syat.g_03273	Prai.g_00563
OG0001210	Syat.g_00103	Prai.g_00568
OG0001211	Syat.g_00078	Prai.g_00578
OG0001213	Syat.g_03289	Prai.g_00658
OG0001214	Syat.g_00128	Prai.g_00666
OG0001216	Syat.g_00660	Prai.g_00750
OG0001217	Syat.g_02587	Prai.g_00894
OG0001218	Syat.g_01356	Prai.g_00887
OG0001219	Syat.g_00629	Prai.g_00858
OG0001220	Syat.g_01534	Prai.g_00795
OG0001222	Syat.g_00597	Prai.g_00997
OG0001223	Syat.g_00544	Prai.g_00971
OG0001224	Syat.g_00804	Prai.g_00922
OG0001225	Syat.g_00806	Prai.g_00920
OG0001226	Syat.g_01485	Prai.g_01083
OG0001228	Syat.g_00938	Prai.g_01218
OG0001229	Syat.g_00981	Prai.g_01368
OG0001230	Syat.g_01235	Prai.g_01455
OG0001231	Syat.g_02327	Prai.g_01560
OG0001232	Syat.g_03041	Prai.g_01661
OG0001233	Syat.g_03012	Prai.g_01681
OG0001234	Syat.g_02092	Prai.g_01716
OG0001235	Syat.g_01838	Prai.g_01726
OG0001236	Syat.g_02156	Prai.g_01816
OG0001237	Syat.g_02161	Prai.g_01820
OG0001238	Syat.g_02673	Prai.g_01896
OG0001239	Syat.g_01472	Prai.g_00071
OG0001240	Syat.g_01554	Prai.g_00093
OG0001241	Syat.g_01564	Prai.g_00101
OG0001242	Syat.g_02936	Prai.g_00119
OG0001243	Syat.g_02928	Prai.g_00125
OG0001244	Syat.g_02901	Prai.g_00141
OG0001245	Syat.g_00212	Prai.g_00392
OG0001246	Syat.g_03209	Prai.g_00534
OG0001247	Syat.g_01019	Prai.g_00712
OG0001248	Syat.g_03159	Prai.g_00714
OG0001249	Syat.g_01620	Prai.g_00869
OG0001250	Syat.g_00739	Prai.g_00806
OG0001252	Syat.g_00787	Prai.g_00927
OG0001255	Syat.g_00843	Prai.g_01156
OG0001256	Syat.g_03111	Prai.g_01553
OG0001257	Syat.g_01716	Prai.g_01559
OG0001258	Syat.g_03119	Prai.g_01635
OG0001259	Syat.g_03014	Prai.g_01679
OG0001261	Syat.g_01791	Prai.g_01769
OG0001262	Syat.g_02285	Prai.g_01879
OG0001263	Syat.g_02926	Prai.g_00128
OG0001265	Syat.g_02938	Prai.g_00118
OG0001266	Syat.g_02808	Prai.g_00214
OG0001267	Syat.g_02060	Prai.g_00293
OG0001268	Syat.g_01608	Prai.g_00352
OG0001269	Syat.g_02369	Prai.g_00372
OG0001270	Syat.g_02968	Prai.g_00465
OG0001271	Syat.g_01374	Prai.g_00502
OG0001272	Syat.g_03176	Prai.g_00516
OG0001275	Syat.g_00529	Prai.g_00961
OG0001276	Syat.g_00705	Prai.g_00942
OG0001277	Syat.g_03312	Prai.g_01090
OG0001278	Syat.g_00895	Prai.g_01223
OG0001279	Syat.g_01252	Prai.g_01583
OG0001281	Syat.g_01159	Prai.g_01340
OG0001282	Syat.g_02780	Prai.g_01371
OG0001286	Syat.g_01656	Prai.g_01786
OG0001287	Syat.g_02208	Prai.g_01840
OG0001288	Syat.g_02225	Prai.g_01849
OG0001289	Syat.g_01527	Prai.g_00087
OG0001290	Syat.g_01563	Prai.g_00100
OG0001291	Syat.g_02916	Prai.g_00135
OG0001292	Syat.g_01873	Prai.g_00261
OG0001293	Syat.g_01995	Prai.g_00274
OG0001294	Syat.g_00409	Prai.g_00389
OG0001295	Syat.g_00945	Prai.g_00498
OG0001296	Syat.g_03217	Prai.g_00539
OG0001298	Syat.g_00043	Prai.g_00605
OG0001299	Syat.g_00401	Prai.g_00695
OG0001300	Syat.g_01025	Prai.g_00722
OG0001304	Syat.g_00690	Prai.g_00933
OG0001305	Syat.g_00813	Prai.g_00914
OG0001306	Syat.g_03234	Prai.g_01158
OG0001307	Syat.g_02082	Prai.g_01354
OG0001308	Syat.g_01176	Prai.g_01473
OG0001309	Syat.g_01113	Prai.g_01557
OG0001310	Syat.g_03066	Prai.g_01650
OG0001312	Syat.g_00615	Prai.g_01008
OG0001314	Syat.g_00839, Syat.g_00137	Prai.g_00439
OG0001315	Syat.g_01634	Prai.g_00061
OG0001317	Syat.g_01451	Prai.g_00245
OG0001318	Syat.g_01888	Prai.g_00269
OG0001323	Syat.g_01111	Prai.g_00548
OG0001325	Syat.g_00664	Prai.g_00753
OG0001327	Syat.g_00414	Prai.g_01075
OG0001331	Syat.g_01301	Prai.g_01376
OG0001333	Syat.g_03018	Prai.g_01675
OG0001336	Syat.g_02402	Prai.g_01921
OG0001345	Syat.g_00290	Prai.g_01190
OG0001348	Syat.g_03316	Prai.g_01587
OG0001349	Syat.g_01220	Prai.g_01407
OG0001351	Syat.g_01318	Prai.g_00485
OG0001353	Syat.g_00717	Prai.g_00815
OG0001355	Syat.g_02589	Prai.g_01272
OG0001358	Syat.g_03319	Prai.g_00649
OG0001360	Syat.g_00256	Prai.g_01103
OG0001361	Syat.g_00293	Prai.g_01187
OG0001364	Syat.g_02143	Prai.g_01809
OG0001365	Syat.g_02687	Prai.g_01889
OG0001371	Syat.g_01490	Prai.g_00708
OG0001376	Syat.g_00841	Prai.g_01069
OG0001377	Syat.g_00842	Prai.g_01070
OG0001378	Syat.g_02967	Prai.g_01112
OG0001382	Syat.g_00101	Prai.g_01575
OG0001394	Syat.g_00450	Prai.g_01031
OG0001403	Syat.g_02307	Prai.g_00030
OG0001406	Syat.g_00840	Prai.g_01068
OG0001408	Syat.g_00211	Prai.g_01086
OG0001409	Syat.g_01007	Prai.g_01178
OG0001411	Syat.g_01188	Prai.g_01422, Prai.g_01391
OG0001413	Syat.g_00853	Prai.g_01547
OG0001415	Syat.g_00017	Prai.g_00242
OG0001416	Syat.g_02491	Prai.g_00490
OG0001417	Syat.g_01705	Prai.g_00500
OG0001418	Syat.g_03267	Prai.g_00713
OG0001420	Syat.g_01099	Prai.g_01122
OG0001421	Syat.g_03056	Prai.g_01554
OG0001430	Syat.g_03343	Prai.g_01271
OG0001432	Syat.g_00846	Prai.g_01545
OG0001437	Syat.g_00016	Prai.g_00241
OG0001438	Syat.g_02076	Prai.g_00306
OG0001439	Syat.g_02105	Prai.g_00320
OG0001441	Syat.g_01109	Prai.g_00550
OG0001443	Syat.g_02649	Prai.g_01602
OG0001449	Syat.g_00800	Prai.g_00413
OG0001451	Syat.g_02877	Prai.g_00786
OG0001452	Syat.g_01881	Prai.g_01058
OG0001453	Syat.g_00538	Prai.g_00967
OG0001454	Syat.g_00189	Prai.g_01096
OG0001459	Syat.g_03357, Syat.g_03358	Prai.g_01552
OG0001462	Syat.g_02301	Prai.g_00034
OG0001467	Syat.g_02457	Prai.g_00868
OG0001470	Syat.g_02252	Prai.g_01433
OG0001473	Syat.g_00190	Prai.g_01857
OG0001474	Syat.g_01607	Prai.g_00353
OG0001475	Syat.g_01116	Prai.g_00152
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Prai.g_01254
OG0001480	Syat.g_00100	Prai.g_00382
OG0001482	Syat.g_00549	Prai.g_00488
OG0001484	Syat.g_02443	Prai.g_00893
OG0001486	Syat.g_03258	Prai.g_01169
OG0001492	Syat.g_00898	Prai.g_01220
OG0001493	Syat.g_00890	Prai.g_01228
OG0001495	Syat.g_01833	Prai.g_01723
OG0001496	Syat.g_00316	Prai.g_01252
OG0001497	Syat.g_00317	Prai.g_01253
OG0001502	Syat.g_00757	Prai.g_00877
OG0001505	Syat.g_01215	Prai.g_01394
OG0001507	Syat.g_03261	Prai.g_01245
OG0001508	Syat.g_02258	Prai.g_01432
OG0001514	Syat.g_00315	Prai.g_01251
OG0001520	Syat.g_00852	Prai.g_00406
OG0001522	Syat.g_00642	Prai.g_00814
OG0001523	Syat.g_01089	Prai.g_01147
OG0001524	Syat.g_01088	Prai.g_01148
OG0001526	Syat.g_02907	Prai.g_01699
OG0001527	Syat.g_00064	Prai.g_00591
OG0001532	Syat.g_00213	Prai.g_01199
OG0001547	Syat.g_00645	Prai.g_00875
OG0001549	Syat.g_00799	Prai.g_00788
OG0001553	Syat.g_01230	Prai.g_01460
OG0001554	Syat.g_01005	Prai.g_01555
OG0001562	Syat.g_00523	Prai.g_00949
OG0001567	Syat.g_00651	Prai.g_00876
OG0001568	Syat.g_00643	Prai.g_00874
OG0001570	Syat.g_03269	Prai.g_01255
OG0001584	Syat.g_00468	Prai.g_01016
OG0001587	Syat.g_02990	Prai.g_01697
OG0001588	Syat.g_03195, Syat.g_02169	Prai.g_00778
OG0001613	Syat.g_01635	Prai.g_01801
OG0001625	Syat.g_01938	Prai.g_00271
OG0001634	Syat.g_00404	Prai.g_01582
OG0001647	Syat.g_02051	Prai.g_00285
OG0001669	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903	Prai.g_00043
OG0001701	Syat.g_02905	Prai.g_01700
OG0001726	Syat.g_02003	Prai.g_00425
OG0001745	Syat.g_00971	Prai.g_01544
OG0001924	Syat.g_02767	Prai.g_01283
OG0001925	Syat.g_02766	Prai.g_01284
OG0001926	Syat.g_02765	Prai.g_01285
OG0001927	Syat.g_02764	Prai.g_01286
OG0001993	Syat.g_02769	Prai.g_01281
OG0002019	Syat.g_02199	Prai.g_01304
OG0002155	Syat.g_02174	Prai.g_00774, Prai.g_01421
OG0002244	Syat.g_00744	Prai.g_01244
OG0002274	Syat.g_02175	Prai.g_00776
OG0002369	Syat.g_02251	Prai.g_00742
OG0002375	Syat.g_01219	Prai.g_01408
OG0002396	Syat.g_01817	Prai.g_01745
OG0002582	Syat.g_02247	Prai.g_01319
OG0002721	Syat.g_03161	Prai.g_01320
OG0002722	Syat.g_01202	Prai.g_01401
OG0002723	Syat.g_01218	Prai.g_01409
OG0002893	Syat.g_02173	Prai.g_00777
OG0003010	Syat.g_01211	Prai.g_01397
OG0003067	Syat.g_01017	Prai.g_00430
OG0003159	Syat.g_01213	Prai.g_01396
OG0003224	Syat.g_00445	Prai.g_01625
