Orthogroup	Syat	Praq
OG0001201	Syat.g_01572	Praq.g_01895
OG0001202	Syat.g_02812	Praq.g_01803
OG0001203	Syat.g_01447	Praq.g_01764
OG0001204	Syat.g_01867	Praq.g_01759
OG0001205	Syat.g_01287	Praq.g_01112
OG0001206	Syat.g_03268	Praq.g_00512
OG0001207	Syat.g_03162	Praq.g_00528
OG0001208	Syat.g_03172	Praq.g_00533
OG0001209	Syat.g_03273	Praq.g_01067
OG0001210	Syat.g_00103	Praq.g_01062
OG0001211	Syat.g_00078	Praq.g_01052
OG0001213	Syat.g_03289	Praq.g_00973
OG0001214	Syat.g_00128	Praq.g_00965
OG0001216	Syat.g_00660	Praq.g_00585
OG0001217	Syat.g_02587	Praq.g_00622
OG0001218	Syat.g_01356	Praq.g_00630
OG0001219	Syat.g_00629	Praq.g_00658
OG0001220	Syat.g_01534	Praq.g_01449
OG0001222	Syat.g_00597	Praq.g_01540
OG0001223	Syat.g_00544	Praq.g_01566
OG0001224	Syat.g_00804	Praq.g_01615
OG0001225	Syat.g_00806	Praq.g_01617
OG0001226	Syat.g_01485	Praq.g_01642
OG0001228	Syat.g_00938	Praq.g_01378
OG0001229	Syat.g_00981	Praq.g_00173
OG0001230	Syat.g_01235	Praq.g_00286
OG0001231	Syat.g_02327	Praq.g_00003
OG0001232	Syat.g_03041	Praq.g_00474
OG0001233	Syat.g_03012	Praq.g_00454
OG0001234	Syat.g_02092	Praq.g_00936
OG0001235	Syat.g_01838	Praq.g_00926
OG0001236	Syat.g_02156	Praq.g_00741
OG0001237	Syat.g_02161	Praq.g_00745
OG0001238	Syat.g_02673	Praq.g_00722
OG0001239	Syat.g_01472	Praq.g_01932
OG0001240	Syat.g_01554	Praq.g_01910
OG0001241	Syat.g_01564	Praq.g_01902
OG0001242	Syat.g_02936	Praq.g_01884
OG0001243	Syat.g_02928	Praq.g_01878
OG0001244	Syat.g_02901	Praq.g_01862
OG0001245	Syat.g_00212	Praq.g_01163
OG0001246	Syat.g_03209	Praq.g_01098
OG0001247	Syat.g_01019	Praq.g_00812
OG0001248	Syat.g_03159	Praq.g_00814
OG0001249	Syat.g_01620	Praq.g_00647
OG0001250	Syat.g_00739	Praq.g_01438
OG0001251	Syat.g_00963, Syat.g_00621	Praq.g_01474
OG0001252	Syat.g_00787	Praq.g_01610
OG0001255	Syat.g_00843	Praq.g_01317
OG0001256	Syat.g_03111	Praq.g_00384
OG0001257	Syat.g_01716	Praq.g_00002
OG0001259	Syat.g_03014	Praq.g_00456
OG0001261	Syat.g_01791	Praq.g_00887
OG0001262	Syat.g_02285	Praq.g_00705
OG0001263	Syat.g_02926	Praq.g_01875
OG0001265	Syat.g_02938	Praq.g_01885
OG0001266	Syat.g_02808	Praq.g_01799
OG0001267	Syat.g_02060	Praq.g_01723
OG0001268	Syat.g_01608	Praq.g_01206
OG0001269	Syat.g_02369	Praq.g_01185
OG0001270	Syat.g_02968	Praq.g_01123
OG0001271	Syat.g_01374	Praq.g_00523
OG0001272	Syat.g_03176	Praq.g_00537
OG0001274	Syat.g_02727	Praq.g_00832
OG0001275	Syat.g_00529	Praq.g_01575
OG0001276	Syat.g_00705	Praq.g_01594
OG0001277	Syat.g_03312	Praq.g_01651
OG0001278	Syat.g_00895	Praq.g_01383
OG0001281	Syat.g_01159	Praq.g_00138
OG0001282	Syat.g_02780	Praq.g_00178
OG0001283	Syat.g_02403	Praq.g_00197
OG0001287	Syat.g_02208	Praq.g_00765
OG0001288	Syat.g_02225	Praq.g_00773
OG0001289	Syat.g_01527	Praq.g_01916
OG0001290	Syat.g_01563	Praq.g_01903
OG0001291	Syat.g_02916	Praq.g_01868
OG0001292	Syat.g_01873	Praq.g_01754
OG0001293	Syat.g_01995	Praq.g_01742
OG0001294	Syat.g_00409	Praq.g_01165
OG0001295	Syat.g_00945	Praq.g_00517
OG0001296	Syat.g_03217	Praq.g_01093
OG0001297	Syat.g_03221	Praq.g_01088
OG0001298	Syat.g_00043	Praq.g_01026
OG0001299	Syat.g_00401	Praq.g_00795
OG0001300	Syat.g_01025	Praq.g_00822
OG0001303	Syat.g_00628	Praq.g_01579
OG0001304	Syat.g_00690	Praq.g_01604
OG0001305	Syat.g_00813	Praq.g_01623
OG0001306	Syat.g_03234	Praq.g_01319
OG0001307	Syat.g_02082	Praq.g_00158
OG0001308	Syat.g_01176	Praq.g_00304
OG0001310	Syat.g_03066	Praq.g_00485
OG0001311	Syat.g_00703	Praq.g_01596
OG0001312	Syat.g_00615	Praq.g_01529
OG0001315	Syat.g_01634	Praq.g_01942
OG0001317	Syat.g_01451	Praq.g_01768
OG0001318	Syat.g_01888	Praq.g_01747
OG0001319	Syat.g_02048	Praq.g_01731
OG0001323	Syat.g_01111	Praq.g_01083
OG0001325	Syat.g_00664	Praq.g_00588
OG0001326	Syat.g_02525	Praq.g_00846
OG0001327	Syat.g_00414	Praq.g_01634
OG0001329	Syat.g_00097	Praq.g_01294
OG0001331	Syat.g_01301	Praq.g_00183
OG0001333	Syat.g_03018	Praq.g_00460
OG0001336	Syat.g_02402	Praq.g_00412
OG0001345	Syat.g_00290	Praq.g_01352
OG0001348	Syat.g_03316	Praq.g_00023
OG0001349	Syat.g_01220	Praq.g_00221
OG0001351	Syat.g_01318	Praq.g_00503
OG0001355	Syat.g_02589	Praq.g_00033, Praq.g_00044
OG0001356	Syat.g_01035	Praq.g_00067
OG0001358	Syat.g_03319	Praq.g_00982
OG0001360	Syat.g_00256	Praq.g_01663
OG0001361	Syat.g_00293	Praq.g_01349
OG0001364	Syat.g_02143	Praq.g_00734
OG0001365	Syat.g_02687	Praq.g_00715
OG0001371	Syat.g_01490	Praq.g_00808
OG0001373	Syat.g_02524	Praq.g_00847
OG0001374	Syat.g_02541	Praq.g_00839
OG0001376	Syat.g_00841	Praq.g_01628
OG0001377	Syat.g_00842	Praq.g_01629
OG0001378	Syat.g_02967	Praq.g_01272
OG0001382	Syat.g_00101	Praq.g_00016
OG0001385	Syat.g_02521	Praq.g_00850
OG0001386	Syat.g_02522	Praq.g_00849
OG0001387	Syat.g_02523	Praq.g_00848
OG0001388	Syat.g_02526	Praq.g_00845
OG0001389	Syat.g_02531	Praq.g_00844
OG0001390	Syat.g_02532	Praq.g_00843
OG0001391	Syat.g_02533	Praq.g_00842
OG0001392	Syat.g_02539	Praq.g_00841
OG0001393	Syat.g_02540	Praq.g_00840
OG0001403	Syat.g_02307	Praq.g_01233
OG0001406	Syat.g_00840	Praq.g_01627
OG0001408	Syat.g_00211	Praq.g_01646, Praq.g_01645
OG0001409	Syat.g_01007	Praq.g_01340
OG0001411	Syat.g_01188	Praq.g_00219
OG0001413	Syat.g_00853	Praq.g_00379
OG0001415	Syat.g_00017	Praq.g_01771
OG0001416	Syat.g_02491	Praq.g_00508
OG0001417	Syat.g_01705	Praq.g_00519, Praq.g_00520
OG0001418	Syat.g_03267	Praq.g_00813
OG0001420	Syat.g_01099	Praq.g_01280
OG0001421	Syat.g_03056	Praq.g_00385
OG0001429	Syat.g_00627	Praq.g_00659
OG0001430	Syat.g_03343	Praq.g_00106
OG0001432	Syat.g_00846	Praq.g_00377
OG0001433	Syat.g_01429	Praq.g_00066
OG0001434	Syat.g_00455	Praq.g_01509
OG0001435	Syat.g_00422	Praq.g_01486
OG0001437	Syat.g_00016	Praq.g_01772
OG0001438	Syat.g_02076	Praq.g_01709
OG0001439	Syat.g_02105	Praq.g_01695
OG0001441	Syat.g_01109	Praq.g_01081
OG0001451	Syat.g_02877	Praq.g_01459
OG0001452	Syat.g_01881	Praq.g_01476
OG0001453	Syat.g_00538	Praq.g_01569
OG0001454	Syat.g_00189	Praq.g_01656
OG0001456	Syat.g_02545	Praq.g_01310
OG0001457	Syat.g_02546	Praq.g_01311
OG0001458	Syat.g_02547	Praq.g_01312
OG0001459	Syat.g_03357, Syat.g_03358	Praq.g_00092
OG0001462	Syat.g_02301	Praq.g_01238
OG0001467	Syat.g_02457	Praq.g_00648
OG0001470	Syat.g_02257	Praq.g_00199
OG0001473	Syat.g_00190	Praq.g_00685
OG0001474	Syat.g_01607	Praq.g_01205
OG0001475	Syat.g_01116	Praq.g_00201
OG0001479	Syat.g_01610	Praq.g_01208
OG0001480	Syat.g_00100	Praq.g_01175
OG0001482	Syat.g_00549	Praq.g_00506
OG0001486	Syat.g_03258	Praq.g_01331
OG0001492	Syat.g_00898	Praq.g_01380
OG0001493	Syat.g_00890	Praq.g_01388
OG0001502	Syat.g_00757	Praq.g_00643
OG0001504	Syat.g_03356	Praq.g_00093
OG0001507	Syat.g_03261	Praq.g_01957
OG0001508	Syat.g_02258	Praq.g_00198
OG0001520	Syat.g_00852	Praq.g_01151, Praq.g_01150
OG0001522	Syat.g_00642	Praq.g_01430
OG0001523	Syat.g_01089	Praq.g_01304
OG0001524	Syat.g_01088	Praq.g_01305
OG0001526	Syat.g_02907	Praq.g_00953
OG0001528	Syat.g_01115	Praq.g_00200
OG0001546	Syat.g_01106	Praq.g_01078
OG0001553	Syat.g_01230	Praq.g_00291
OG0001554	Syat.g_01005	Praq.g_00386
OG0001584	Syat.g_00468	Praq.g_01521
OG0001587	Syat.g_02990	Praq.g_00955
OG0001588	Syat.g_03195, Syat.g_02169	Praq.g_00270
OG0001613	Syat.g_01635	Praq.g_00726
OG0001625	Syat.g_01938	Praq.g_01745
OG0001647	Syat.g_02051	Praq.g_01730
OG0001701	Syat.g_02905	Praq.g_00952
OG0001726	Syat.g_02003	Praq.g_01136
OG0001745	Syat.g_00971	Praq.g_00376
OG0001924	Syat.g_02767	Praq.g_00559
OG0001925	Syat.g_02766	Praq.g_00558
OG0001926	Syat.g_02765	Praq.g_00557
OG0001927	Syat.g_02764	Praq.g_00556
OG0001993	Syat.g_02769	Praq.g_00561
OG0002109	Syat.g_01923, Syat.g_01752	Praq.g_00151
OG0002110	Syat.g_02552	Praq.g_00852, Praq.g_00855
OG0002155	Syat.g_02174	Praq.g_00243, Praq.g_00227
OG0002274	Syat.g_02175	Praq.g_00235
OG0002364	Syat.g_00626	Praq.g_00660
OG0002559	Syat.g_00145	Praq.g_01403
OG0002628	Syat.g_02210	Praq.g_00837
OG0002895	Syat.g_01751	Praq.g_00150
OG0002896	Syat.g_02239, Syat.g_02244	Praq.g_00210
OG0003024	Syat.g_02172, Syat.g_01207	Praq.g_00215
OG0003351	Syat.g_02659	Praq.g_00207
