Orthogroup	Syat	Prac
OG0001197	Syat.g_02396	Prac.g_00125
OG0001199	Syat.g_01475	Prac.g_01857
OG0001200	Syat.g_01477	Prac.g_01855
OG0001201	Syat.g_01572	Prac.g_01823
OG0001202	Syat.g_02812	Prac.g_01731
OG0001203	Syat.g_01447	Prac.g_01692
OG0001204	Syat.g_01867	Prac.g_01687
OG0001205	Syat.g_01287	Prac.g_01102
OG0001206	Syat.g_03268	Prac.g_01083
OG0001207	Syat.g_03162	Prac.g_01067
OG0001208	Syat.g_03172	Prac.g_01062
OG0001209	Syat.g_03273	Prac.g_00837
OG0001210	Syat.g_00103	Prac.g_00832
OG0001211	Syat.g_00078	Prac.g_00822
OG0001213	Syat.g_03289	Prac.g_00742
OG0001214	Syat.g_00128	Prac.g_00734
OG0001216	Syat.g_00660	Prac.g_01558
OG0001217	Syat.g_02587	Prac.g_01521
OG0001219	Syat.g_00629	Prac.g_01487
OG0001220	Syat.g_01534	Prac.g_01424
OG0001222	Syat.g_00597	Prac.g_01335
OG0001223	Syat.g_00544	Prac.g_01309
OG0001224	Syat.g_00804	Prac.g_01260
OG0001225	Syat.g_00806	Prac.g_01258
OG0001226	Syat.g_01485	Prac.g_01232
OG0001228	Syat.g_00938	Prac.g_00940
OG0001229	Syat.g_00981	Prac.g_00215
OG0001230	Syat.g_01235	Prac.g_00419
OG0001231	Syat.g_02327	Prac.g_00315
OG0001232	Syat.g_03041	Prac.g_00602
OG0001233	Syat.g_03012	Prac.g_00582
OG0001234	Syat.g_02092	Prac.g_00491
OG0001235	Syat.g_01838	Prac.g_00501
OG0001236	Syat.g_02156	Prac.g_00019
OG0001237	Syat.g_02161	Prac.g_00023
OG0001238	Syat.g_02673	Prac.g_00096
OG0001239	Syat.g_01472	Prac.g_01860
OG0001240	Syat.g_01554	Prac.g_01838
OG0001241	Syat.g_01564	Prac.g_01830
OG0001242	Syat.g_02936	Prac.g_01812
OG0001243	Syat.g_02928	Prac.g_01806
OG0001244	Syat.g_02901	Prac.g_01790
OG0001245	Syat.g_00212	Prac.g_01153
OG0001246	Syat.g_03209	Prac.g_00867
OG0001247	Syat.g_01019	Prac.g_00688
OG0001248	Syat.g_03159	Prac.g_00686
OG0001249	Syat.g_01620	Prac.g_01498
OG0001250	Syat.g_00739	Prac.g_01435
OG0001251	Syat.g_00963, Syat.g_00621	Prac.g_01400
OG0001252	Syat.g_00787	Prac.g_01265
OG0001255	Syat.g_00843	Prac.g_01001
OG0001256	Syat.g_03111	Prac.g_00322
OG0001257	Syat.g_01716	Prac.g_00316
OG0001258	Syat.g_03119	Prac.g_00628
OG0001259	Syat.g_03014	Prac.g_00584
OG0001261	Syat.g_01791	Prac.g_00540
OG0001262	Syat.g_02285	Prac.g_00079
OG0001263	Syat.g_02926	Prac.g_01803
OG0001265	Syat.g_02938	Prac.g_01813
OG0001266	Syat.g_02808	Prac.g_01727
OG0001267	Syat.g_02060	Prac.g_01651
OG0001268	Syat.g_01608	Prac.g_01195
OG0001269	Syat.g_02369	Prac.g_01175
OG0001270	Syat.g_02968	Prac.g_01113
OG0001271	Syat.g_01374	Prac.g_01072
OG0001272	Syat.g_03176	Prac.g_01058
OG0001274	Syat.g_02727	Prac.g_00668
OG0001275	Syat.g_00529	Prac.g_01300
OG0001276	Syat.g_00705	Prac.g_01281
OG0001277	Syat.g_03312	Prac.g_01223
OG0001278	Syat.g_00895	Prac.g_00935
OG0001281	Syat.g_01159	Prac.g_00180
OG0001282	Syat.g_02780	Prac.g_00218
OG0001283	Syat.g_02403	Prac.g_00237
OG0001287	Syat.g_02208	Prac.g_00043
OG0001288	Syat.g_02225	Prac.g_00051
OG0001289	Syat.g_01527	Prac.g_01844
OG0001290	Syat.g_01563	Prac.g_01831
OG0001291	Syat.g_02916	Prac.g_01796
OG0001292	Syat.g_01873	Prac.g_01682
OG0001293	Syat.g_01995	Prac.g_01670
OG0001294	Syat.g_00409	Prac.g_01155
OG0001295	Syat.g_00945	Prac.g_01078
OG0001296	Syat.g_03217	Prac.g_00862
OG0001298	Syat.g_00043	Prac.g_00796
OG0001299	Syat.g_00401	Prac.g_00705
OG0001300	Syat.g_01025	Prac.g_00678
OG0001303	Syat.g_00628	Prac.g_01296
OG0001304	Syat.g_00690	Prac.g_01271
OG0001305	Syat.g_00813	Prac.g_01252
OG0001306	Syat.g_03234	Prac.g_00999
OG0001307	Syat.g_02082	Prac.g_00200
OG0001308	Syat.g_01176	Prac.g_00401
OG0001309	Syat.g_01113	Prac.g_00318
OG0001310	Syat.g_03066	Prac.g_00613
OG0001311	Syat.g_00703	Prac.g_01279
OG0001312	Syat.g_00615	Prac.g_01346
OG0001315	Syat.g_01634	Prac.g_01869
OG0001317	Syat.g_01451	Prac.g_01696
OG0001318	Syat.g_01888	Prac.g_01675
OG0001319	Syat.g_02048	Prac.g_01659
OG0001323	Syat.g_01111	Prac.g_00853
OG0001325	Syat.g_00664	Prac.g_01555
OG0001326	Syat.g_02525	Prac.g_00647
OG0001327	Syat.g_00414	Prac.g_01240
OG0001329	Syat.g_00097	Prac.g_01024
OG0001331	Syat.g_01301	Prac.g_00223
OG0001333	Syat.g_03018	Prac.g_00588
OG0001336	Syat.g_02402	Prac.g_00121
OG0001345	Syat.g_00290	Prac.g_00966
OG0001348	Syat.g_03316	Prac.g_00295
OG0001349	Syat.g_01220	Prac.g_00261
OG0001351	Syat.g_01318	Prac.g_01093
OG0001355	Syat.g_02589	Prac.g_00285, Prac.g_00878
OG0001356	Syat.g_01035	Prac.g_00900
OG0001358	Syat.g_03319	Prac.g_00751
OG0001360	Syat.g_00256	Prac.g_01211
OG0001361	Syat.g_00293	Prac.g_00969
OG0001364	Syat.g_02143	Prac.g_00012
OG0001365	Syat.g_02687	Prac.g_00089
OG0001371	Syat.g_01490	Prac.g_00692
OG0001373	Syat.g_02524	Prac.g_00646
OG0001374	Syat.g_02541	Prac.g_00654
OG0001376	Syat.g_00841	Prac.g_01246
OG0001377	Syat.g_00842	Prac.g_01245
OG0001378	Syat.g_02967	Prac.g_01047
OG0001382	Syat.g_00101	Prac.g_00302
OG0001385	Syat.g_02521	Prac.g_00643
OG0001386	Syat.g_02522	Prac.g_00644
OG0001387	Syat.g_02523	Prac.g_00645
OG0001388	Syat.g_02526	Prac.g_00648
OG0001389	Syat.g_02531	Prac.g_00649
OG0001390	Syat.g_02532	Prac.g_00650
OG0001391	Syat.g_02533	Prac.g_00651
OG0001392	Syat.g_02539	Prac.g_00652
OG0001393	Syat.g_02540	Prac.g_00653
OG0001403	Syat.g_02307	Prac.g_01917
OG0001406	Syat.g_00840	Prac.g_01247
OG0001408	Syat.g_00211	Prac.g_01228, Prac.g_01229
OG0001409	Syat.g_01007	Prac.g_00978
OG0001411	Syat.g_01188	Prac.g_00259
OG0001413	Syat.g_00853	Prac.g_00327
OG0001415	Syat.g_00017	Prac.g_01699
OG0001416	Syat.g_02491	Prac.g_01088, Prac.g_01087
OG0001417	Syat.g_01705	Prac.g_01076, Prac.g_01075
OG0001418	Syat.g_03267	Prac.g_00687
OG0001420	Syat.g_01099	Prac.g_01038
OG0001421	Syat.g_03056	Prac.g_00321
OG0001429	Syat.g_00627	Prac.g_01486
OG0001430	Syat.g_03343	Prac.g_00148
OG0001432	Syat.g_00846	Prac.g_00328
OG0001433	Syat.g_01429	Prac.g_00899
OG0001435	Syat.g_00422	Prac.g_01388
OG0001437	Syat.g_00016	Prac.g_01700
OG0001438	Syat.g_02076	Prac.g_01638
OG0001439	Syat.g_02105	Prac.g_01624
OG0001441	Syat.g_01109	Prac.g_00851
OG0001451	Syat.g_02877	Prac.g_01415
OG0001452	Syat.g_01881	Prac.g_01398
OG0001453	Syat.g_00538	Prac.g_01306
OG0001454	Syat.g_00189	Prac.g_01218
OG0001456	Syat.g_02545	Prac.g_01008
OG0001457	Syat.g_02546	Prac.g_01007
OG0001458	Syat.g_02547	Prac.g_01006
OG0001459	Syat.g_03357, Syat.g_03358	Prac.g_00134
OG0001462	Syat.g_02301	Prac.g_01912
OG0001467	Syat.g_02457	Prac.g_01497
OG0001470	Syat.g_02257	Prac.g_00239
OG0001473	Syat.g_00190	Prac.g_00059
OG0001474	Syat.g_01607	Prac.g_01194
OG0001475	Syat.g_01116	Prac.g_00241
OG0001479	Syat.g_01610	Prac.g_01197
OG0001480	Syat.g_00100	Prac.g_01165
OG0001482	Syat.g_00549	Prac.g_01090
OG0001486	Syat.g_03258	Prac.g_00987
OG0001492	Syat.g_00898	Prac.g_00938
OG0001493	Syat.g_00890	Prac.g_00930
OG0001502	Syat.g_00757	Prac.g_01502
OG0001504	Syat.g_03356	Prac.g_00135
OG0001507	Syat.g_03261	Prac.g_00278
OG0001508	Syat.g_02258	Prac.g_00238
OG0001520	Syat.g_00852	Prac.g_01141, Prac.g_01140
OG0001522	Syat.g_00642	Prac.g_01443
OG0001523	Syat.g_01089	Prac.g_01014
OG0001524	Syat.g_01088	Prac.g_01013
OG0001526	Syat.g_02907	Prac.g_00474
OG0001528	Syat.g_01115	Prac.g_00240
OG0001546	Syat.g_01106	Prac.g_00848
OG0001553	Syat.g_01230	Prac.g_00414
OG0001554	Syat.g_01005	Prac.g_00320
OG0001584	Syat.g_00468	Prac.g_01354
OG0001587	Syat.g_02990	Prac.g_00472
OG0001588	Syat.g_03195, Syat.g_02169	Prac.g_00435
OG0001613	Syat.g_01635	Prac.g_00004
OG0001625	Syat.g_01938	Prac.g_01673
OG0001647	Syat.g_02051	Prac.g_01658
OG0001701	Syat.g_02905	Prac.g_00475
OG0001726	Syat.g_02003	Prac.g_01126
OG0001745	Syat.g_00971	Prac.g_00329
OG0001924	Syat.g_02767	Prac.g_01585
OG0001925	Syat.g_02766	Prac.g_01586
OG0001926	Syat.g_02765	Prac.g_01587
OG0001927	Syat.g_02764	Prac.g_01588
OG0001993	Syat.g_02769	Prac.g_01583
OG0002109	Syat.g_01923, Syat.g_01752	Prac.g_00658, Prac.g_00193
OG0002110	Syat.g_02552	Prac.g_00641, Prac.g_00638
OG0002155	Syat.g_02174	Prac.g_00462, Prac.g_00267
OG0002274	Syat.g_02175	Prac.g_00470
OG0002364	Syat.g_00626	Prac.g_01485
OG0002559	Syat.g_00145	Prac.g_00916
OG0002628	Syat.g_02210	Prac.g_00663
OG0002895	Syat.g_01751	Prac.g_00659, Prac.g_00192
OG0002896	Syat.g_02239, Syat.g_02244	Prac.g_00250
OG0002899	Syat.g_01972	Prac.g_00660
OG0003024	Syat.g_02172, Syat.g_01207	Prac.g_00255
OG0003351	Syat.g_02659	Prac.g_00247
