Orthogroup	Syat	Prbi
OG0001147	Syat.g_01368	Prbi.g_01425
OG0001148	Syat.g_01297	Prbi.g_01441
OG0001149	Syat.g_01298	Prbi.g_01442
OG0001150	Syat.g_01299	Prbi.g_01443
OG0001151	Syat.g_01420	Prbi.g_01454
OG0001152	Syat.g_01421	Prbi.g_01455
OG0001153	Syat.g_01346	Prbi.g_01622
OG0001154	Syat.g_01347	Prbi.g_01623
OG0001155	Syat.g_02774	Prbi.g_01635
OG0001156	Syat.g_02978	Prbi.g_01638
OG0001157	Syat.g_02977	Prbi.g_01639
OG0001158	Syat.g_02976	Prbi.g_01640
OG0001159	Syat.g_02975	Prbi.g_01641
OG0001160	Syat.g_03104	Prbi.g_01665
OG0001161	Syat.g_02384	Prbi.g_01678
OG0001162	Syat.g_01528	Prbi.g_01689
OG0001163	Syat.g_03112	Prbi.g_01779
OG0001164	Syat.g_03116	Prbi.g_01783
OG0001166	Syat.g_03050	Prbi.g_01806
OG0001167	Syat.g_03019	Prbi.g_01823
OG0001168	Syat.g_03017	Prbi.g_01825
OG0001169	Syat.g_03015	Prbi.g_01827
OG0001170	Syat.g_03013	Prbi.g_01829
OG0001171	Syat.g_03001	Prbi.g_01838
OG0001172	Syat.g_01858	Prbi.g_01851
OG0001173	Syat.g_01857	Prbi.g_01852
OG0001174	Syat.g_01849	Prbi.g_01860
OG0001175	Syat.g_01848	Prbi.g_01861
OG0001176	Syat.g_01831	Prbi.g_01869
OG0001178	Syat.g_03137	Prbi.g_01877
OG0001180	Syat.g_01654	Prbi.g_01944
OG0001181	Syat.g_01650	Prbi.g_01948
OG0001182	Syat.g_01642	Prbi.g_01955
OG0001183	Syat.g_01632	Prbi.g_01959
OG0001184	Syat.g_02160	Prbi.g_01975
OG0001185	Syat.g_02200	Prbi.g_01989
OG0001186	Syat.g_02235	Prbi.g_02012
OG0001187	Syat.g_02256	Prbi.g_02028
OG0001188	Syat.g_02261	Prbi.g_02031
OG0001189	Syat.g_02287	Prbi.g_02048
OG0001190	Syat.g_02692	Prbi.g_02052
OG0001191	Syat.g_02675	Prbi.g_02062
OG0001192	Syat.g_02663	Prbi.g_02067
OG0001193	Syat.g_02513	Prbi.g_02077
OG0001194	Syat.g_02515	Prbi.g_02078
OG0001195	Syat.g_02516	Prbi.g_02079
OG0001196	Syat.g_02398	Prbi.g_02092
OG0001197	Syat.g_02396	Prbi.g_02093
OG0001199	Syat.g_01475	Prbi.g_00081
OG0001200	Syat.g_01477	Prbi.g_00083
OG0001201	Syat.g_01572	Prbi.g_00115
OG0001202	Syat.g_02812	Prbi.g_00223
OG0001203	Syat.g_01447	Prbi.g_00262
OG0001204	Syat.g_01867	Prbi.g_00267
OG0001205	Syat.g_01287	Prbi.g_00446
OG0001206	Syat.g_03268	Prbi.g_00464
OG0001207	Syat.g_03162	Prbi.g_00480
OG0001208	Syat.g_03172	Prbi.g_00485
OG0001209	Syat.g_03273	Prbi.g_00538
OG0001210	Syat.g_00103	Prbi.g_00543
OG0001211	Syat.g_00078	Prbi.g_00553
OG0001213	Syat.g_03289	Prbi.g_00631
OG0001214	Syat.g_00128	Prbi.g_00640
OG0001216	Syat.g_00660	Prbi.g_00747
OG0001217	Syat.g_02587	Prbi.g_00792
OG0001218	Syat.g_01356	Prbi.g_00800
OG0001219	Syat.g_00629	Prbi.g_00835
OG0001220	Syat.g_01534	Prbi.g_00899
OG0001222	Syat.g_00597	Prbi.g_01001
OG0001223	Syat.g_00544	Prbi.g_01027
OG0001224	Syat.g_00804	Prbi.g_01082
OG0001225	Syat.g_00806	Prbi.g_01084
OG0001226	Syat.g_01485	Prbi.g_01111
OG0001228	Syat.g_00938	Prbi.g_01252
OG0001229	Syat.g_00981	Prbi.g_01437
OG0001230	Syat.g_01235	Prbi.g_01581
OG0001231	Syat.g_02327	Prbi.g_01687
OG0001232	Syat.g_03041	Prbi.g_01810
OG0001233	Syat.g_03012	Prbi.g_01830
OG0001234	Syat.g_02092	Prbi.g_01864
OG0001235	Syat.g_01838	Prbi.g_01874
OG0001236	Syat.g_02156	Prbi.g_01972
OG0001237	Syat.g_02161	Prbi.g_01976
OG0001238	Syat.g_02673	Prbi.g_02063
OG0001239	Syat.g_01472	Prbi.g_00078
OG0001240	Syat.g_01554	Prbi.g_00100
OG0001241	Syat.g_01564	Prbi.g_00108
OG0001242	Syat.g_02936	Prbi.g_00127
OG0001243	Syat.g_02928	Prbi.g_00133
OG0001244	Syat.g_02901	Prbi.g_00149
OG0001245	Syat.g_00212	Prbi.g_00404
OG0001246	Syat.g_03209	Prbi.g_00507
OG0001247	Syat.g_01019	Prbi.g_00686
OG0001248	Syat.g_03159	Prbi.g_00688
OG0001249	Syat.g_01620	Prbi.g_00825
OG0001250	Syat.g_00739	Prbi.g_00888
OG0001251	Syat.g_00963, Syat.g_00621	Prbi.g_00935
OG0001252	Syat.g_00787	Prbi.g_01077
OG0001255	Syat.g_00843	Prbi.g_01191
OG0001256	Syat.g_03111	Prbi.g_01680
OG0001257	Syat.g_01716	Prbi.g_01686
OG0001258	Syat.g_03119	Prbi.g_01784
OG0001259	Syat.g_03014	Prbi.g_01828
OG0001261	Syat.g_01791	Prbi.g_01930
OG0001262	Syat.g_02285	Prbi.g_02046
OG0001263	Syat.g_02926	Prbi.g_00136
OG0001265	Syat.g_02938	Prbi.g_00126
OG0001266	Syat.g_02808	Prbi.g_00227
OG0001267	Syat.g_02060	Prbi.g_00304
OG0001268	Syat.g_01608	Prbi.g_00363
OG0001269	Syat.g_02369	Prbi.g_00383
OG0001270	Syat.g_02968	Prbi.g_00435
OG0001271	Syat.g_01374	Prbi.g_00475
OG0001272	Syat.g_03176	Prbi.g_00489
OG0001274	Syat.g_02727	Prbi.g_00707
OG0001275	Syat.g_00529	Prbi.g_01037
OG0001276	Syat.g_00705	Prbi.g_01061
OG0001277	Syat.g_03312	Prbi.g_01119
OG0001278	Syat.g_00895	Prbi.g_01257
OG0001279	Syat.g_01252	Prbi.g_01332
OG0001281	Syat.g_01159	Prbi.g_01396
OG0001282	Syat.g_02780	Prbi.g_01440
OG0001283	Syat.g_02403	Prbi.g_01459
OG0001286	Syat.g_01656	Prbi.g_01942
OG0001287	Syat.g_02208	Prbi.g_01996
OG0001288	Syat.g_02225	Prbi.g_02005
OG0001289	Syat.g_01527	Prbi.g_00094
OG0001290	Syat.g_01563	Prbi.g_00107
OG0001291	Syat.g_02916	Prbi.g_00143
OG0001292	Syat.g_01873	Prbi.g_00272
OG0001293	Syat.g_01995	Prbi.g_00285
OG0001294	Syat.g_00409	Prbi.g_00402
OG0001295	Syat.g_00945	Prbi.g_00469
OG0001296	Syat.g_03217	Prbi.g_00512
OG0001297	Syat.g_03221	Prbi.g_00517
OG0001298	Syat.g_00043	Prbi.g_00579
OG0001299	Syat.g_00401	Prbi.g_00669
OG0001300	Syat.g_01025	Prbi.g_00696
OG0001303	Syat.g_00628	Prbi.g_01041
OG0001304	Syat.g_00690	Prbi.g_01071
OG0001305	Syat.g_00813	Prbi.g_01090
OG0001306	Syat.g_03234	Prbi.g_01193
OG0001307	Syat.g_02082	Prbi.g_01422
OG0001308	Syat.g_01176	Prbi.g_01601
OG0001309	Syat.g_01113	Prbi.g_01684
OG0001310	Syat.g_03066	Prbi.g_01799
OG0001311	Syat.g_00703	Prbi.g_01063
OG0001312	Syat.g_00615	Prbi.g_00990
OG0001314	Syat.g_00839, Syat.g_00137	Prbi.g_00723, Prbi.g_00783
OG0001315	Syat.g_01634	Prbi.g_00068
OG0001317	Syat.g_01451	Prbi.g_00258
OG0001318	Syat.g_01888	Prbi.g_00280
OG0001319	Syat.g_02048	Prbi.g_00296
OG0001323	Syat.g_01111	Prbi.g_00522
OG0001325	Syat.g_00664	Prbi.g_00750
OG0001326	Syat.g_02525	Prbi.g_00923
OG0001327	Syat.g_00414	Prbi.g_01102
OG0001329	Syat.g_00097	Prbi.g_01169
OG0001331	Syat.g_01301	Prbi.g_01445
OG0001333	Syat.g_03018	Prbi.g_01824
OG0001336	Syat.g_02402	Prbi.g_02089
OG0001345	Syat.g_00290	Prbi.g_01226
OG0001348	Syat.g_03316	Prbi.g_01707
OG0001349	Syat.g_01220	Prbi.g_01590
OG0001351	Syat.g_01318	Prbi.g_00455
OG0001353	Syat.g_00717	Prbi.g_00879
OG0001354	Syat.g_00558	Prbi.g_01019
OG0001355	Syat.g_02589	Prbi.g_01724
OG0001356	Syat.g_01035	Prbi.g_01301
OG0001358	Syat.g_03319	Prbi.g_00622
OG0001360	Syat.g_00256	Prbi.g_01132
OG0001361	Syat.g_00293	Prbi.g_01223
OG0001364	Syat.g_02143	Prbi.g_01965
OG0001365	Syat.g_02687	Prbi.g_02056
OG0001371	Syat.g_01490	Prbi.g_00682
OG0001373	Syat.g_02524	Prbi.g_00922
OG0001374	Syat.g_02541	Prbi.g_00930
OG0001376	Syat.g_00841	Prbi.g_01096
OG0001377	Syat.g_00842	Prbi.g_01097
OG0001378	Syat.g_02967	Prbi.g_01141
OG0001379	Syat.g_01147	Prbi.g_01385
OG0001382	Syat.g_00101	Prbi.g_01699
OG0001385	Syat.g_02521	Prbi.g_00919
OG0001386	Syat.g_02522	Prbi.g_00920
OG0001387	Syat.g_02523	Prbi.g_00921
OG0001388	Syat.g_02526	Prbi.g_00924
OG0001389	Syat.g_02531	Prbi.g_00925
OG0001390	Syat.g_02532	Prbi.g_00926
OG0001391	Syat.g_02533	Prbi.g_00927
OG0001392	Syat.g_02539	Prbi.g_00928
OG0001393	Syat.g_02540	Prbi.g_00929
OG0001394	Syat.g_00450	Prbi.g_00966
OG0001402	Syat.g_03314	Prbi.g_00808
OG0001403	Syat.g_02307	Prbi.g_00030
OG0001406	Syat.g_00840	Prbi.g_01095
OG0001408	Syat.g_00211	Prbi.g_01114
OG0001409	Syat.g_01007	Prbi.g_01214
OG0001411	Syat.g_01188	Prbi.g_01491
OG0001413	Syat.g_00853	Prbi.g_01675
OG0001415	Syat.g_00017	Prbi.g_00255
OG0001416	Syat.g_02491	Prbi.g_00460
OG0001417	Syat.g_01705	Prbi.g_00471
OG0001418	Syat.g_03267	Prbi.g_00687
OG0001420	Syat.g_01099	Prbi.g_01150
OG0001421	Syat.g_03056	Prbi.g_01681
OG0001429	Syat.g_00627	Prbi.g_00836
OG0001430	Syat.g_03343	Prbi.g_01356
OG0001432	Syat.g_00846	Prbi.g_01673
OG0001433	Syat.g_01429	Prbi.g_01302
OG0001435	Syat.g_00422	Prbi.g_00947
OG0001437	Syat.g_00016	Prbi.g_00254
OG0001438	Syat.g_02076	Prbi.g_00317
OG0001439	Syat.g_02105	Prbi.g_00331
OG0001441	Syat.g_01109	Prbi.g_00524
OG0001449	Syat.g_00800	Prbi.g_00421
OG0001451	Syat.g_02877	Prbi.g_00908
OG0001452	Syat.g_01881	Prbi.g_00937
OG0001453	Syat.g_00538	Prbi.g_01031
OG0001454	Syat.g_00189	Prbi.g_01125
OG0001456	Syat.g_02545	Prbi.g_01184
OG0001457	Syat.g_02546	Prbi.g_01185
OG0001458	Syat.g_02547	Prbi.g_01186
OG0001459	Syat.g_03357, Syat.g_03358	Prbi.g_01344
OG0001460	Syat.g_01430	Prbi.g_01303
OG0001461	Syat.g_01945	Prbi.g_01545
OG0001462	Syat.g_02301	Prbi.g_00034
OG0001467	Syat.g_02457	Prbi.g_00826
OG0001473	Syat.g_00190	Prbi.g_02013
OG0001474	Syat.g_01607	Prbi.g_00364
OG0001475	Syat.g_01116	Prbi.g_01472
OG0001479	Syat.g_01610	Prbi.g_00361
OG0001480	Syat.g_00100	Prbi.g_00393
OG0001482	Syat.g_00549	Prbi.g_00458
OG0001484	Syat.g_02443	Prbi.g_01369
OG0001486	Syat.g_03258	Prbi.g_01205
OG0001492	Syat.g_00898	Prbi.g_01254
OG0001493	Syat.g_00890	Prbi.g_01262
OG0001495	Syat.g_01833	Prbi.g_01871
OG0001502	Syat.g_00757	Prbi.g_00817
OG0001504	Syat.g_03356	Prbi.g_01345
OG0001505	Syat.g_01215	Prbi.g_01509
OG0001507	Syat.g_03261	Prbi.g_01739
OG0001508	Syat.g_02258	Prbi.g_01473
OG0001513	Syat.g_01083	Prbi.g_01761
OG0001520	Syat.g_00852	Prbi.g_00416
OG0001522	Syat.g_00642	Prbi.g_00880
OG0001523	Syat.g_01089	Prbi.g_01178
OG0001524	Syat.g_01088	Prbi.g_01179
OG0001526	Syat.g_02907	Prbi.g_01278
OG0001546	Syat.g_01106	Prbi.g_00527
OG0001547	Syat.g_00645	Prbi.g_00819
OG0001553	Syat.g_01230	Prbi.g_01586
OG0001554	Syat.g_01005	Prbi.g_01682
OG0001557	Syat.g_00451	Prbi.g_00967
OG0001564	Syat.g_01209	Prbi.g_01485
OG0001567	Syat.g_00651	Prbi.g_00818
OG0001568	Syat.g_00643	Prbi.g_00820
OG0001570	Syat.g_03269	Prbi.g_01152
OG0001584	Syat.g_00468	Prbi.g_00982
OG0001587	Syat.g_02990	Prbi.g_01846
OG0001590	Syat.g_00112	Prbi.g_01538
OG0001613	Syat.g_01635	Prbi.g_01957
OG0001625	Syat.g_01938	Prbi.g_00282
OG0001647	Syat.g_02051	Prbi.g_00297
OG0001695	Syat.g_02434	Prbi.g_01299, Prbi.g_01550
OG0001701	Syat.g_02905	Prbi.g_01279
OG0001745	Syat.g_00971	Prbi.g_01672
OG0001782	Syat.g_01210	Prbi.g_00739
OG0001995	Syat.g_02221	Prbi.g_01411
OG0002020	Syat.g_02597	Prbi.g_01297, Prbi.g_01552
OG0002021	Syat.g_02450	Prbi.g_01295, Prbi.g_01554
OG0002022	Syat.g_02448	Prbi.g_01294, Prbi.g_01555
OG0002023	Syat.g_02447	Prbi.g_01293, Prbi.g_01556
OG0002024	Syat.g_02554	Prbi.g_01289, Prbi.g_01560
OG0002054	Syat.g_02555	Prbi.g_01288, Prbi.g_01561
OG0002055	Syat.g_02428	Prbi.g_01291, Prbi.g_01558
OG0002131	Syat.g_02451	Prbi.g_01296, Prbi.g_01553
OG0002132	Syat.g_02553	Prbi.g_01292, Prbi.g_01557
OG0002249	Syat.g_01310	Prbi.g_00732
OG0002364	Syat.g_00626	Prbi.g_00837
OG0002399	Syat.g_02487	Prbi.g_01531
OG0002722	Syat.g_01202	Prbi.g_00742
OG0002838	Syat.g_00777	Prbi.g_01513
OG0002896	Syat.g_02239, Syat.g_02244	Prbi.g_01468
OG0004716	Syat.g_00138	Prbi.g_00158
