Orthogroup	Syat	Praj
OG0001193	Syat.g_02513	Praj.g_02112
OG0001194	Syat.g_02515	Praj.g_02113
OG0001195	Syat.g_02516	Praj.g_02114
OG0001196	Syat.g_02398	Praj.g_02136
OG0001197	Syat.g_02396	Praj.g_02138
OG0001199	Syat.g_01475	Praj.g_00112
OG0001200	Syat.g_01477	Praj.g_00114
OG0001201	Syat.g_01572	Praj.g_00146
OG0001202	Syat.g_02812	Praj.g_00239
OG0001203	Syat.g_01447	Praj.g_00278
OG0001204	Syat.g_01867	Praj.g_00284
OG0001205	Syat.g_01287	Praj.g_00439
OG0001206	Syat.g_03268	Praj.g_00458
OG0001207	Syat.g_03162	Praj.g_00469
OG0001208	Syat.g_03172	Praj.g_00475
OG0001209	Syat.g_03273	Praj.g_00526
OG0001210	Syat.g_00103	Praj.g_00531
OG0001211	Syat.g_00078	Praj.g_00541
OG0001213	Syat.g_03289	Praj.g_00617
OG0001214	Syat.g_00128	Praj.g_00625
OG0001216	Syat.g_00660	Praj.g_00700
OG0001217	Syat.g_02587	Praj.g_00091
OG0001218	Syat.g_01356	Praj.g_00740
OG0001219	Syat.g_00629	Praj.g_00915
OG0001220	Syat.g_01534	Praj.g_00825
OG0001222	Syat.g_00597	Praj.g_00847
OG0001223	Syat.g_00544	Praj.g_00964
OG0001224	Syat.g_00804	Praj.g_01020
OG0001225	Syat.g_00806	Praj.g_01022
OG0001228	Syat.g_00938	Praj.g_01411
OG0001229	Syat.g_00981	Praj.g_01160
OG0001230	Syat.g_01235	Praj.g_01623
OG0001231	Syat.g_02327	Praj.g_00744
OG0001232	Syat.g_03041	Praj.g_01789
OG0001233	Syat.g_03012	Praj.g_01809
OG0001234	Syat.g_02092	Praj.g_01884
OG0001235	Syat.g_01838	Praj.g_01888
OG0001236	Syat.g_02156	Praj.g_01989
OG0001237	Syat.g_02161	Praj.g_01993
OG0001238	Syat.g_02673	Praj.g_02095
OG0001239	Syat.g_01472	Praj.g_00109
OG0001240	Syat.g_01554	Praj.g_00131
OG0001241	Syat.g_01564	Praj.g_00140
OG0001242	Syat.g_02936	Praj.g_00159
OG0001243	Syat.g_02928	Praj.g_00166
OG0001244	Syat.g_02901	Praj.g_00182
OG0001245	Syat.g_00212	Praj.g_01244
OG0001246	Syat.g_03209	Praj.g_00496
OG0001247	Syat.g_01019	Praj.g_00676
OG0001248	Syat.g_03159	Praj.g_00678
OG0001249	Syat.g_01620	Praj.g_00373
OG0001251	Syat.g_00963, Syat.g_00621	Praj.g_01858
OG0001252	Syat.g_00787	Praj.g_01015
OG0001255	Syat.g_00843	Praj.g_01477
OG0001256	Syat.g_03111	Praj.g_01719
OG0001257	Syat.g_01716	Praj.g_01724
OG0001259	Syat.g_03014	Praj.g_01807
OG0001261	Syat.g_01791	Praj.g_01943
OG0001262	Syat.g_02285	Praj.g_02077
OG0001263	Syat.g_02926	Praj.g_00169
OG0001269	Syat.g_02369	Praj.g_00824
OG0001277	Syat.g_03312	Praj.g_02123
OG0001279	Syat.g_01252	Praj.g_01155
OG0001281	Syat.g_01159	Praj.g_01533
OG0001282	Syat.g_02780	Praj.g_01576
OG0001283	Syat.g_02403	Praj.g_02132
OG0001286	Syat.g_01656	Praj.g_01956
OG0001287	Syat.g_02208	Praj.g_02014
OG0001288	Syat.g_02225	Praj.g_02025
OG0001289	Syat.g_01527	Praj.g_00125
OG0001290	Syat.g_01563	Praj.g_00139
OG0001294	Syat.g_00409	Praj.g_01564, Praj.g_01497
OG0001295	Syat.g_00945	Praj.g_01485
OG0001296	Syat.g_03217	Praj.g_00501
OG0001297	Syat.g_03221	Praj.g_00506
OG0001299	Syat.g_00401	Praj.g_00655
OG0001300	Syat.g_01025	Praj.g_00687
OG0001303	Syat.g_00628	Praj.g_01344
OG0001304	Syat.g_00690	Praj.g_01006
OG0001305	Syat.g_00813	Praj.g_00842
OG0001306	Syat.g_03234	Praj.g_01475
OG0001307	Syat.g_02082	Praj.g_01547
OG0001308	Syat.g_01176	Praj.g_01642
OG0001309	Syat.g_01113	Praj.g_00510
OG0001310	Syat.g_03066	Praj.g_01779
OG0001311	Syat.g_00703	Praj.g_00998
OG0001312	Syat.g_00615	Praj.g_00924
OG0001315	Syat.g_01634	Praj.g_01974
OG0001317	Syat.g_01451	Praj.g_00274
OG0001318	Syat.g_01888	Praj.g_00295
OG0001325	Syat.g_00664	Praj.g_00703
OG0001326	Syat.g_02525	Praj.g_01850
OG0001327	Syat.g_00414	Praj.g_00876
OG0001329	Syat.g_00097	Praj.g_01727
OG0001331	Syat.g_01301	Praj.g_01581
OG0001336	Syat.g_02402	Praj.g_02133
OG0001337	Syat.g_01621	Praj.g_00367
OG0001345	Syat.g_00290	Praj.g_01441
OG0001347	Syat.g_02666, Syat.g_01136, Syat.g_00583	Praj.g_02039
OG0001348	Syat.g_03316	Praj.g_01082
OG0001351	Syat.g_01318	Praj.g_00448
OG0001354	Syat.g_00558	Praj.g_00956
OG0001355	Syat.g_02589	Praj.g_01726
OG0001356	Syat.g_01035	Praj.g_01119
OG0001358	Syat.g_03319	Praj.g_00608
OG0001360	Syat.g_00256	Praj.g_01439
OG0001365	Syat.g_02687	Praj.g_02088
OG0001366	Syat.g_03047	Praj.g_01565, Praj.g_00037, Praj.g_01597
OG0001371	Syat.g_01490	Praj.g_00671
OG0001373	Syat.g_02524	Praj.g_01849
OG0001374	Syat.g_02541	Praj.g_01857
OG0001376	Syat.g_00841	Praj.g_00854
OG0001377	Syat.g_00842	Praj.g_00855
OG0001378	Syat.g_02967	Praj.g_00428
OG0001385	Syat.g_02521	Praj.g_01846
OG0001386	Syat.g_02522	Praj.g_01847
OG0001387	Syat.g_02523	Praj.g_01848
OG0001388	Syat.g_02526	Praj.g_01851
OG0001389	Syat.g_02531	Praj.g_01852
OG0001390	Syat.g_02532	Praj.g_01853
OG0001391	Syat.g_02533	Praj.g_01854
OG0001392	Syat.g_02539	Praj.g_01855
OG0001393	Syat.g_02540	Praj.g_01856
OG0001394	Syat.g_00450	Praj.g_00903
OG0001396	Syat.g_01137	Praj.g_02040
OG0001401	Syat.g_00721	Praj.g_00807
OG0001402	Syat.g_03314	Praj.g_00612
OG0001403	Syat.g_02307	Praj.g_00030
OG0001406	Syat.g_00840	Praj.g_00853
OG0001408	Syat.g_00211	Praj.g_00082
OG0001409	Syat.g_01007	Praj.g_01453
OG0001412	Syat.g_01135	Praj.g_02038
OG0001413	Syat.g_00853	Praj.g_00745
OG0001415	Syat.g_00017	Praj.g_00270
OG0001417	Syat.g_01705	Praj.g_01496
OG0001418	Syat.g_03267	Praj.g_00677
OG0001420	Syat.g_01099	Praj.g_01142
OG0001421	Syat.g_03056	Praj.g_01720
OG0001429	Syat.g_00627	Praj.g_00916
OG0001430	Syat.g_03343	Praj.g_00856
OG0001432	Syat.g_00846	Praj.g_00988
OG0001433	Syat.g_01429	Praj.g_01118
OG0001434	Syat.g_00455	Praj.g_00908
OG0001435	Syat.g_00422	Praj.g_00883
OG0001437	Syat.g_00016	Praj.g_00269
OG0001439	Syat.g_02105	Praj.g_00342
OG0001441	Syat.g_01109	Praj.g_00513
OG0001443	Syat.g_02649	Praj.g_01841
OG0001451	Syat.g_02877	Praj.g_00836
OG0001453	Syat.g_00538	Praj.g_00967
OG0001454	Syat.g_00189	Praj.g_01237
OG0001456	Syat.g_02545	Praj.g_01503
OG0001457	Syat.g_02546	Praj.g_01502
OG0001458	Syat.g_02547	Praj.g_01501
OG0001459	Syat.g_03357, Syat.g_03358	Praj.g_01123
OG0001460	Syat.g_01430	Praj.g_01117
OG0001461	Syat.g_01945	Praj.g_01381
OG0001467	Syat.g_02457	Praj.g_00098
OG0001470	Syat.g_02257	Praj.g_02057
OG0001473	Syat.g_00190	Praj.g_01560
OG0001474	Syat.g_01607	Praj.g_00385
OG0001475	Syat.g_01116	Praj.g_02052
OG0001476	Syat.g_02579, Syat.g_01012	Praj.g_01454
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Praj.g_01370
OG0001480	Syat.g_00100	Praj.g_01173
OG0001482	Syat.g_00549	Praj.g_01044
OG0001484	Syat.g_02443	Praj.g_01206
OG0001487	Syat.g_01355	Praj.g_01670
OG0001488	Syat.g_00301	Praj.g_01448
OG0001489	Syat.g_01645	Praj.g_01967
OG0001495	Syat.g_01833	Praj.g_01890
OG0001496	Syat.g_00316	Praj.g_01368
OG0001497	Syat.g_00317	Praj.g_01369
OG0001498	Syat.g_02954	Praj.g_00404
OG0001504	Syat.g_03356	Praj.g_01124
OG0001505	Syat.g_01215	Praj.g_02050
OG0001507	Syat.g_03261	Praj.g_01140
OG0001508	Syat.g_02258	Praj.g_02053
OG0001510	Syat.g_02214	Praj.g_02018
OG0001511	Syat.g_01580	Praj.g_00150
OG0001512	Syat.g_01445	Praj.g_01746
OG0001513	Syat.g_01083	Praj.g_00041
OG0001514	Syat.g_00315	Praj.g_01367
OG0001515	Syat.g_00927	Praj.g_00685
OG0001517	Syat.g_01613	Praj.g_00381
OG0001518	Syat.g_02671	Praj.g_02097
OG0001519	Syat.g_02646	Praj.g_02102
OG0001522	Syat.g_00642	Praj.g_00803
OG0001523	Syat.g_01089	Praj.g_01837
OG0001524	Syat.g_01088	Praj.g_01838
OG0001526	Syat.g_02907	Praj.g_00910
OG0001528	Syat.g_01115	Praj.g_02056
OG0001529	Syat.g_02294	Praj.g_00045
OG0001530	Syat.g_01578	Praj.g_00149
OG0001531	Syat.g_01444	Praj.g_00279
OG0001532	Syat.g_00213	Praj.g_01431
OG0001534	Syat.g_00689	Praj.g_01007
OG0001535	Syat.g_00707	Praj.g_00996
OG0001536	Syat.g_00589	Praj.g_00942
OG0001537	Syat.g_00441	Praj.g_00900
OG0001538	Syat.g_00484	Praj.g_00774
OG0001539	Syat.g_00417	Praj.g_00878
OG0001540	Syat.g_02924	Praj.g_00171
OG0001541	Syat.g_02847	Praj.g_00219
OG0001542	Syat.g_02837	Praj.g_00225
OG0001543	Syat.g_03229	Praj.g_00850
OG0001544	Syat.g_02647	Praj.g_02101
OG0001545	Syat.g_02444, Syat.g_02433	Praj.g_02122
OG0001549	Syat.g_00799	Praj.g_00834
OG0001553	Syat.g_01230	Praj.g_01629
OG0001556	Syat.g_03334, Syat.g_03147	Praj.g_01109
OG0001557	Syat.g_00451	Praj.g_00904
OG0001559	Syat.g_01577	Praj.g_00148
OG0001560	Syat.g_01562	Praj.g_00138
OG0001561	Syat.g_00701	Praj.g_01000
OG0001562	Syat.g_00523	Praj.g_00990
OG0001563	Syat.g_01662	Praj.g_01951
OG0001570	Syat.g_03269	Praj.g_01284
OG0001575	Syat.g_00061	Praj.g_00556
OG0001576	Syat.g_01169	Praj.g_01541
OG0001577	Syat.g_03255	Praj.g_01465
OG0001578	Syat.g_00192	Praj.g_01362
OG0001584	Syat.g_00468	Praj.g_00759
OG0001591	Syat.g_00411	Praj.g_00662
OG0001613	Syat.g_01635	Praj.g_01973
OG0001623	Syat.g_01623, Syat.g_01666	Praj.g_00369
OG0001634	Syat.g_00404	Praj.g_00658
OG0001642	Syat.g_00676	Praj.g_01558
OG0001644	Syat.g_00844	Praj.g_00713
OG0001659	Syat.g_00219	Praj.g_01435
OG0001666	Syat.g_03349	Praj.g_01122
OG0001673	Syat.g_01454	Praj.g_00272
OG0001692	Syat.g_01231	Praj.g_01627
OG0001694	Syat.g_02062	Praj.g_00317
OG0001695	Syat.g_02434	Praj.g_02118
OG0001700	Syat.g_01074	Praj.g_01116
OG0001703	Syat.g_03164	Praj.g_00470
OG0001715	Syat.g_01717	Praj.g_01177
OG0001733	Syat.g_01048	Praj.g_01107
OG0001738	Syat.g_02127	Praj.g_00355
OG0001739	Syat.g_02435, Syat.g_02445	Praj.g_02117
OG0001769	Syat.g_00373	Praj.g_01387
OG0001816	Syat.g_00413	Praj.g_00875
OG0001915	Syat.g_02389	Praj.g_02140
OG0001955	Syat.g_01670	Praj.g_00077
OG0001956	Syat.g_00959	Praj.g_00830
OG0001977	Syat.g_02506	Praj.g_02108
OG0001991	Syat.g_01679	Praj.g_01120
OG0002052	Syat.g_01022	Praj.g_00848
OG0002229	Syat.g_02254	Praj.g_02033
OG0002347	Syat.g_03036	Praj.g_01795
OG0002384	Syat.g_00943	Praj.g_01262
OG0002563	Syat.g_01386	Praj.g_01608
OG0002724	Syat.g_01745	Praj.g_00038
OG0002808	Syat.g_02300	Praj.g_00033
