Orthogroup	Syat	Prak
OG0001195	Syat.g_02516	Prak.g_01917
OG0001196	Syat.g_02398	Prak.g_01933
OG0001197	Syat.g_02396	Prak.g_01935
OG0001199	Syat.g_01475	Prak.g_00079
OG0001200	Syat.g_01477	Prak.g_00081
OG0001201	Syat.g_01572	Prak.g_00114
OG0001202	Syat.g_02812	Prak.g_00212
OG0001203	Syat.g_01447	Prak.g_00254
OG0001204	Syat.g_01867	Prak.g_00260
OG0001205	Syat.g_01287	Prak.g_00407
OG0001206	Syat.g_03268	Prak.g_00427
OG0001207	Syat.g_03162	Prak.g_00438
OG0001208	Syat.g_03172	Prak.g_00443
OG0001209	Syat.g_03273	Prak.g_00494
OG0001210	Syat.g_00103	Prak.g_00499
OG0001211	Syat.g_00078	Prak.g_00510
OG0001213	Syat.g_03289	Prak.g_00592
OG0001214	Syat.g_00128	Prak.g_01106
OG0001216	Syat.g_00660	Prak.g_00839
OG0001217	Syat.g_02587	Prak.g_00728
OG0001218	Syat.g_01356	Prak.g_01235
OG0001219	Syat.g_00629	Prak.g_00944
OG0001220	Syat.g_01534	Prak.g_00901
OG0001222	Syat.g_00597	Prak.g_01023
OG0001223	Syat.g_00544	Prak.g_00991
OG0001224	Syat.g_00804	Prak.g_00924
OG0001225	Syat.g_00806	Prak.g_00922
OG0001226	Syat.g_01485	Prak.g_00600
OG0001228	Syat.g_00938	Prak.g_01122
OG0001229	Syat.g_00981	Prak.g_01234
OG0001230	Syat.g_01235	Prak.g_01384
OG0001231	Syat.g_02327	Prak.g_00384
OG0001232	Syat.g_03041	Prak.g_01668
OG0001233	Syat.g_03012	Prak.g_01688
OG0001234	Syat.g_02092	Prak.g_01725
OG0001235	Syat.g_01838	Prak.g_01729
OG0001236	Syat.g_02156	Prak.g_01818
OG0001237	Syat.g_02161	Prak.g_01822
OG0001238	Syat.g_02673	Prak.g_01899
OG0001239	Syat.g_01472	Prak.g_00076
OG0001240	Syat.g_01554	Prak.g_00097
OG0001241	Syat.g_01564	Prak.g_00107
OG0001242	Syat.g_02936	Prak.g_00127
OG0001243	Syat.g_02928	Prak.g_00134
OG0001244	Syat.g_02901	Prak.g_00149
OG0001245	Syat.g_00212	Prak.g_01211
OG0001247	Syat.g_01019	Prak.g_00811
OG0001248	Syat.g_03159	Prak.g_00813
OG0001249	Syat.g_01620	Prak.g_00353
OG0001250	Syat.g_00739	Prak.g_00888
OG0001251	Syat.g_00963, Syat.g_00621	Prak.g_00749
OG0001252	Syat.g_00787	Prak.g_00929
OG0001255	Syat.g_00843	Prak.g_01190
OG0001256	Syat.g_03111	Prak.g_01480
OG0001258	Syat.g_03119	Prak.g_01641
OG0001259	Syat.g_03014	Prak.g_01686
OG0001261	Syat.g_01791	Prak.g_01771
OG0001262	Syat.g_02285	Prak.g_01881
OG0001263	Syat.g_02926	Prak.g_00136
OG0001265	Syat.g_02938	Prak.g_00126
OG0001266	Syat.g_02808	Prak.g_00216
OG0001267	Syat.g_02060	Prak.g_00298
OG0001268	Syat.g_01608	Prak.g_00361
OG0001269	Syat.g_02369	Prak.g_00900
OG0001270	Syat.g_02968	Prak.g_00396
OG0001271	Syat.g_01374	Prak.g_00433
OG0001272	Syat.g_03176	Prak.g_00447
OG0001274	Syat.g_02727	Prak.g_00240
OG0001275	Syat.g_00529	Prak.g_01001
OG0001276	Syat.g_00705	Prak.g_01015
OG0001277	Syat.g_03312	Prak.g_01921
OG0001278	Syat.g_00895	Prak.g_01118
OG0001279	Syat.g_01252	Prak.g_00668
OG0001281	Syat.g_01159	Prak.g_01282
OG0001282	Syat.g_02780	Prak.g_01330
OG0001283	Syat.g_02403	Prak.g_01930
OG0001286	Syat.g_01656	Prak.g_01784
OG0001287	Syat.g_02208	Prak.g_01844
OG0001288	Syat.g_02225	Prak.g_01854
OG0001289	Syat.g_01527	Prak.g_00091
OG0001290	Syat.g_01563	Prak.g_00106
OG0001291	Syat.g_02916	Prak.g_00144
OG0001292	Syat.g_01873	Prak.g_00265
OG0001293	Syat.g_01995	Prak.g_00278
OG0001295	Syat.g_00945	Prak.g_01514
OG0001296	Syat.g_03217	Prak.g_00470
OG0001297	Syat.g_03221	Prak.g_00475
OG0001298	Syat.g_00043	Prak.g_00537
OG0001299	Syat.g_00401	Prak.g_01075
OG0001300	Syat.g_01025	Prak.g_00822
OG0001303	Syat.g_00628	Prak.g_01607
OG0001304	Syat.g_00690	Prak.g_01028
OG0001305	Syat.g_00813	Prak.g_00916
OG0001306	Syat.g_03234	Prak.g_01187
OG0001307	Syat.g_02082	Prak.g_01304
OG0001308	Syat.g_01176	Prak.g_01401
OG0001309	Syat.g_01113	Prak.g_01508
OG0001310	Syat.g_03066	Prak.g_01658
OG0001311	Syat.g_00703	Prak.g_01017
OG0001312	Syat.g_00615	Prak.g_00953
OG0001314	Syat.g_00839, Syat.g_00137	Prak.g_00635
OG0001315	Syat.g_01634	Prak.g_01225
OG0001317	Syat.g_01451	Prak.g_00250
OG0001318	Syat.g_01888	Prak.g_00274
OG0001319	Syat.g_02048	Prak.g_00291
OG0001323	Syat.g_01111	Prak.g_00480
OG0001325	Syat.g_00664	Prak.g_01058
OG0001327	Syat.g_00414	Prak.g_00758
OG0001329	Syat.g_00097	Prak.g_01604
OG0001331	Syat.g_01301	Prak.g_01335
OG0001333	Syat.g_03018	Prak.g_01682
OG0001337	Syat.g_01621	Prak.g_00348
OG0001345	Syat.g_00290	Prak.g_01152
OG0001348	Syat.g_03316	Prak.g_01512
OG0001349	Syat.g_01220	Prak.g_01353
OG0001351	Syat.g_01318	Prak.g_00419
OG0001353	Syat.g_00717	Prak.g_00878
OG0001354	Syat.g_00558	Prak.g_00983
OG0001355	Syat.g_02589	Prak.g_01037
OG0001356	Syat.g_01035	Prak.g_01633
OG0001364	Syat.g_02143	Prak.g_01809
OG0001365	Syat.g_02687	Prak.g_01892
OG0001371	Syat.g_01490	Prak.g_00806
OG0001379	Syat.g_01147	Prak.g_01271
OG0001382	Syat.g_00101	Prak.g_01240
OG0001394	Syat.g_00450	Prak.g_00785
OG0001401	Syat.g_00721	Prak.g_00883
OG0001402	Syat.g_03314	Prak.g_00586
OG0001403	Syat.g_02307	Prak.g_00031
OG0001409	Syat.g_01007	Prak.g_01164
OG0001411	Syat.g_01188	Prak.g_00066
OG0001415	Syat.g_00017	Prak.g_00247
OG0001418	Syat.g_03267	Prak.g_00812
OG0001421	Syat.g_03056	Prak.g_01481
OG0001429	Syat.g_00627	Prak.g_00945
OG0001430	Syat.g_03343	Prak.g_01236
OG0001433	Syat.g_01429	Prak.g_01632
OG0001434	Syat.g_00455	Prak.g_00790
OG0001435	Syat.g_00422	Prak.g_00766
OG0001437	Syat.g_00016	Prak.g_00246
OG0001443	Syat.g_02649	Prak.g_01233
OG0001451	Syat.g_02877	Prak.g_00912
OG0001460	Syat.g_01430	Prak.g_01631
OG0001461	Syat.g_01945	Prak.g_00057
OG0001467	Syat.g_02457	Prak.g_01324
OG0001476	Syat.g_02579, Syat.g_01012	Prak.g_01165
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Prak.g_00691
OG0001484	Syat.g_02443	Prak.g_01496
OG0001486	Syat.g_03258	Prak.g_01174
OG0001487	Syat.g_01355	Prak.g_01431
OG0001488	Syat.g_00301	Prak.g_01159
OG0001489	Syat.g_01645	Prak.g_01795
OG0001496	Syat.g_00316	Prak.g_00689
OG0001497	Syat.g_00317	Prak.g_00690
OG0001498	Syat.g_02954	Prak.g_00380
OG0001505	Syat.g_01215	Prak.g_00695
OG0001510	Syat.g_02214	Prak.g_01848
OG0001511	Syat.g_01580	Prak.g_00118
OG0001512	Syat.g_01445	Prak.g_01229
OG0001513	Syat.g_01083	Prak.g_01577
OG0001514	Syat.g_00315	Prak.g_00688
OG0001515	Syat.g_00927	Prak.g_00820
OG0001517	Syat.g_01613	Prak.g_00357
OG0001518	Syat.g_02671	Prak.g_01901
OG0001519	Syat.g_02646	Prak.g_01906
OG0001522	Syat.g_00642	Prak.g_00879
OG0001523	Syat.g_01089	Prak.g_01555
OG0001524	Syat.g_01088	Prak.g_01556
OG0001526	Syat.g_02907	Prak.g_00061
OG0001527	Syat.g_00064	Prak.g_00523
OG0001529	Syat.g_02294	Prak.g_00041
OG0001530	Syat.g_01578	Prak.g_00117
OG0001531	Syat.g_01444	Prak.g_00255
OG0001532	Syat.g_00213	Prak.g_01141
OG0001534	Syat.g_00689	Prak.g_01029
OG0001535	Syat.g_00707	Prak.g_01013
OG0001536	Syat.g_00589	Prak.g_00969
OG0001537	Syat.g_00441	Prak.g_00782
OG0001538	Syat.g_00484	Prak.g_00850
OG0001539	Syat.g_00417	Prak.g_00760
OG0001540	Syat.g_02924	Prak.g_00138
OG0001541	Syat.g_02847	Prak.g_00192
OG0001542	Syat.g_02837	Prak.g_00198
OG0001543	Syat.g_03229	Prak.g_01263
OG0001544	Syat.g_02647	Prak.g_01905
OG0001545	Syat.g_02444, Syat.g_02433	Prak.g_01920
OG0001549	Syat.g_00799	Prak.g_00910
OG0001557	Syat.g_00451	Prak.g_00786
OG0001559	Syat.g_01577	Prak.g_00116
OG0001560	Syat.g_01562	Prak.g_00105
OG0001561	Syat.g_00701	Prak.g_01019
OG0001562	Syat.g_00523	Prak.g_01006
OG0001563	Syat.g_01662	Prak.g_01779
OG0001564	Syat.g_01209	Prak.g_00060
OG0001574	Syat.g_00066	Prak.g_00521
OG0001575	Syat.g_00061	Prak.g_00526
OG0001576	Syat.g_01169	Prak.g_01291
OG0001577	Syat.g_03255	Prak.g_01177
OG0001580	Syat.g_02701	Prak.g_00048
OG0001584	Syat.g_00468	Prak.g_01065
OG0001587	Syat.g_02990	Prak.g_01705
OG0001588	Syat.g_03195, Syat.g_02169	Prak.g_00387
OG0001591	Syat.g_00411	Prak.g_00799
OG0001592	Syat.g_02699	Prak.g_00047
OG0001614	Syat.g_02197	Prak.g_01836
OG0001616	Syat.g_00249	Prak.g_01149
OG0001617	Syat.g_03212, Syat.g_03299	Prak.g_00824
OG0001619	Syat.g_00600	Prak.g_00962
OG0001620	Syat.g_01601	Prak.g_00365
OG0001621	Syat.g_01883	Prak.g_00270
OG0001622	Syat.g_02404	Prak.g_01929
OG0001636	Syat.g_02302	Prak.g_00035
OG0001638	Syat.g_03143	Prak.g_01656
OG0001639	Syat.g_02981	Prak.g_01440
OG0001640	Syat.g_00792	Prak.g_00932
OG0001641	Syat.g_00540	Prak.g_00994
OG0001642	Syat.g_00676	Prak.g_00899
OG0001643	Syat.g_00131	Prak.g_01103
OG0001644	Syat.g_00844	Prak.g_01048
OG0001654	Syat.g_02983	Prak.g_01438
OG0001657	Syat.g_02887	Prak.g_00167
OG0001659	Syat.g_00219	Prak.g_01517
OG0001669	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903	Prak.g_01295, Prak.g_01587
OG0001678	Syat.g_01859	Prak.g_01712
OG0001679	Syat.g_02946	Prak.g_00352
OG0001701	Syat.g_02905	Prak.g_00062
OG0001717	Syat.g_02860	Prak.g_00684
OG0001733	Syat.g_01048	Prak.g_01629
OG0001769	Syat.g_00373	Prak.g_01224
OG0001771	Syat.g_01094	Prak.g_01572
OG0001807	Syat.g_02090	Prak.g_00059
OG0001842	Syat.g_02421	Prak.g_00714
OG0001930	Syat.g_02422	Prak.g_00715
OG0001931	Syat.g_02424	Prak.g_00716
OG0001955	Syat.g_01670	Prak.g_01525
OG0001956	Syat.g_00959	Prak.g_00906
OG0001977	Syat.g_02506	Prak.g_01911
OG0001996	Syat.g_02309	Prak.g_00029
OG0002003	Syat.g_01980	Prak.g_00720
OG0002019	Syat.g_02199	Prak.g_01520
OG0002052	Syat.g_01022	Prak.g_01024
OG0002109	Syat.g_01923, Syat.g_01752	Prak.g_00725
OG0002270	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351	Prak.g_01362
OG0002340	Syat.g_02781	Prak.g_00222
OG0002348	Syat.g_02603	Prak.g_01511
OG0002384	Syat.g_00943	Prak.g_01616
OG0002389	Syat.g_01641	Prak.g_01799
OG0002436	Syat.g_01258, Syat.g_02488	Prak.g_01575
OG0002821	Syat.g_02904	Prak.g_00063
OG0002822	Syat.g_02906	Prak.g_00064
