Orthogroup	Syat	Prao
OG0001206	Syat.g_03268	Prao.g_00568
OG0001207	Syat.g_03162	Prao.g_00583
OG0001208	Syat.g_03172	Prao.g_00588
OG0001209	Syat.g_03273	Prao.g_01856
OG0001210	Syat.g_00103	Prao.g_01159
OG0001211	Syat.g_00078	Prao.g_01169
OG0001213	Syat.g_03289	Prao.g_00068
OG0001214	Syat.g_00128	Prao.g_00076
OG0001216	Syat.g_00660	Prao.g_00650
OG0001217	Syat.g_02587	Prao.g_00687
OG0001218	Syat.g_01356	Prao.g_00694
OG0001219	Syat.g_00629	Prao.g_00729
OG0001220	Syat.g_01534	Prao.g_00793
OG0001222	Syat.g_00597	Prao.g_00894
OG0001223	Syat.g_00544	Prao.g_00920
OG0001224	Syat.g_00804	Prao.g_00970
OG0001225	Syat.g_00806	Prao.g_00972
OG0001226	Syat.g_01485	Prao.g_01001
OG0001228	Syat.g_00938	Prao.g_01044
OG0001229	Syat.g_00981	Prao.g_01241
OG0001230	Syat.g_01235	Prao.g_01389
OG0001231	Syat.g_02327	Prao.g_01493
OG0001232	Syat.g_03041	Prao.g_01575
OG0001233	Syat.g_03012	Prao.g_01595
OG0001234	Syat.g_02092	Prao.g_01630
OG0001235	Syat.g_01838	Prao.g_01640
OG0001236	Syat.g_02156	Prao.g_01721
OG0001238	Syat.g_02673	Prao.g_01800
OG0001239	Syat.g_01472	Prao.g_00210
OG0001240	Syat.g_01554	Prao.g_00232
OG0001241	Syat.g_01564	Prao.g_00240
OG0001242	Syat.g_02936	Prao.g_00258
OG0001243	Syat.g_02928	Prao.g_00264
OG0001244	Syat.g_02901	Prao.g_00279
OG0001245	Syat.g_00212	Prao.g_00514
OG0001246	Syat.g_03209	Prao.g_00610
OG0001247	Syat.g_01019	Prao.g_00121
OG0001248	Syat.g_03159	Prao.g_00123
OG0001249	Syat.g_01620	Prao.g_00718
OG0001250	Syat.g_00739	Prao.g_00782
OG0001251	Syat.g_00963, Syat.g_00621	Prao.g_00830
OG0001252	Syat.g_00787	Prao.g_00965
OG0001255	Syat.g_00843	Prao.g_01105
OG0001256	Syat.g_03111	Prao.g_01486
OG0001257	Syat.g_01716	Prao.g_01492
OG0001258	Syat.g_03119	Prao.g_01549
OG0001259	Syat.g_03014	Prao.g_01593
OG0001261	Syat.g_01791	Prao.g_01679
OG0001262	Syat.g_02285	Prao.g_01783
OG0001263	Syat.g_02926	Prao.g_00267
OG0001265	Syat.g_02938	Prao.g_00257
OG0001266	Syat.g_02808	Prao.g_00341
OG0001267	Syat.g_02060	Prao.g_00417
OG0001268	Syat.g_01608	Prao.g_00475
OG0001269	Syat.g_02369	Prao.g_00493
OG0001270	Syat.g_02968	Prao.g_00538
OG0001271	Syat.g_01374	Prao.g_00578
OG0001272	Syat.g_03176	Prao.g_00592
OG0001274	Syat.g_02727	Prao.g_00141
OG0001275	Syat.g_00529	Prao.g_00930
OG0001276	Syat.g_00705	Prao.g_00949
OG0001277	Syat.g_03312	Prao.g_01009
OG0001278	Syat.g_00895	Prao.g_01039
OG0001281	Syat.g_01159	Prao.g_01271
OG0001282	Syat.g_02780	Prao.g_01238
OG0001283	Syat.g_02403	Prao.g_01216
OG0001286	Syat.g_01656	Prao.g_01691
OG0001287	Syat.g_02208	Prao.g_01745
OG0001288	Syat.g_02225	Prao.g_01754
OG0001289	Syat.g_01527	Prao.g_00226
OG0001290	Syat.g_01563	Prao.g_00239
OG0001292	Syat.g_01873	Prao.g_00386
OG0001293	Syat.g_01995	Prao.g_00399
OG0001294	Syat.g_00409	Prao.g_00512
OG0001295	Syat.g_00945	Prao.g_00573
OG0001296	Syat.g_03217	Prao.g_00615
OG0001297	Syat.g_03221	Prao.g_00620
OG0001298	Syat.g_00043	Prao.g_01869
OG0001299	Syat.g_00401	Prao.g_00105
OG0001300	Syat.g_01025	Prao.g_00131
OG0001304	Syat.g_00690	Prao.g_00959
OG0001305	Syat.g_00813	Prao.g_00978
OG0001306	Syat.g_03234	Prao.g_01103
OG0001307	Syat.g_02082	Prao.g_01256
OG0001308	Syat.g_01176	Prao.g_01407
OG0001309	Syat.g_01113	Prao.g_01490
OG0001310	Syat.g_03066	Prao.g_01564
OG0001311	Syat.g_00703	Prao.g_00951
OG0001312	Syat.g_00615	Prao.g_00883
OG0001315	Syat.g_01634	Prao.g_00200
OG0001317	Syat.g_01451	Prao.g_00372
OG0001318	Syat.g_01888	Prao.g_00394
OG0001319	Syat.g_02048	Prao.g_00410
OG0001323	Syat.g_01111	Prao.g_00625
OG0001325	Syat.g_00664	Prao.g_00653
OG0001326	Syat.g_02525	Prao.g_00817
OG0001327	Syat.g_00414	Prao.g_00993
OG0001329	Syat.g_00097	Prao.g_01129
OG0001331	Syat.g_01301	Prao.g_01233
OG0001333	Syat.g_03018	Prao.g_01589
OG0001336	Syat.g_02402	Prao.g_01826
OG0001345	Syat.g_00290	Prao.g_01070
OG0001347	Syat.g_01136, Syat.g_00583	Prao.g_01189
OG0001349	Syat.g_01220	Prao.g_01360
OG0001351	Syat.g_01318	Prao.g_00558
OG0001353	Syat.g_00717	Prao.g_00773
OG0001354	Syat.g_00558	Prao.g_00912
OG0001355	Syat.g_02589	Prao.g_01521
OG0001358	Syat.g_03319	Prao.g_00059
OG0001360	Syat.g_00256	Prao.g_01021
OG0001361	Syat.g_00293	Prao.g_01073
OG0001364	Syat.g_02143	Prao.g_01714
OG0001365	Syat.g_02687	Prao.g_01793
OG0001371	Syat.g_01490	Prao.g_00117
OG0001373	Syat.g_02524	Prao.g_00816
OG0001374	Syat.g_02541	Prao.g_00824
OG0001376	Syat.g_00841	Prao.g_00987
OG0001377	Syat.g_00842	Prao.g_00988
OG0001378	Syat.g_02967	Prao.g_01157
OG0001379	Syat.g_01147	Prao.g_01282
OG0001382	Syat.g_00101	Prao.g_01505
OG0001385	Syat.g_02521	Prao.g_00813
OG0001386	Syat.g_02522	Prao.g_00814
OG0001387	Syat.g_02523	Prao.g_00815
OG0001388	Syat.g_02526	Prao.g_00818
OG0001389	Syat.g_02531	Prao.g_00819
OG0001390	Syat.g_02532	Prao.g_00820
OG0001391	Syat.g_02533	Prao.g_00821
OG0001392	Syat.g_02539	Prao.g_00822
OG0001393	Syat.g_02540	Prao.g_00823
OG0001401	Syat.g_00721	Prao.g_00642
OG0001402	Syat.g_03314	Prao.g_00702
OG0001406	Syat.g_00840	Prao.g_00986
OG0001408	Syat.g_00211	Prao.g_01005
OG0001409	Syat.g_01007	Prao.g_01082
OG0001411	Syat.g_01188	Prao.g_01218
OG0001412	Syat.g_01135	Prao.g_01190
OG0001413	Syat.g_00853	Prao.g_01481
OG0001415	Syat.g_00017	Prao.g_00369
OG0001416	Syat.g_02491	Prao.g_00565
OG0001417	Syat.g_01705	Prao.g_00575
OG0001418	Syat.g_03267	Prao.g_00122
OG0001420	Syat.g_01099	Prao.g_01148
OG0001421	Syat.g_03056	Prao.g_01487
OG0001429	Syat.g_00627	Prao.g_00730
OG0001430	Syat.g_03343	Prao.g_01312
OG0001432	Syat.g_00846	Prao.g_01479
OG0001437	Syat.g_00016	Prao.g_00368
OG0001438	Syat.g_02076	Prao.g_00430
OG0001439	Syat.g_02105	Prao.g_00443
OG0001441	Syat.g_01109	Prao.g_00627
OG0001449	Syat.g_00800	Prao.g_00527
OG0001451	Syat.g_02877	Prao.g_00802
OG0001452	Syat.g_01881	Prao.g_00832
OG0001453	Syat.g_00538	Prao.g_00924
OG0001454	Syat.g_00189	Prao.g_01014
OG0001456	Syat.g_02545	Prao.g_01112
OG0001457	Syat.g_02546	Prao.g_01111
OG0001458	Syat.g_02547	Prao.g_01110
OG0001459	Syat.g_03357, Syat.g_03358	Prao.g_01323
OG0001462	Syat.g_02301	Prao.g_00180
OG0001467	Syat.g_02457	Prao.g_00719
OG0001473	Syat.g_00190	Prao.g_01762
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Prao.g_00006
OG0001479	Syat.g_01610	Prao.g_00473
OG0001480	Syat.g_00100	Prao.g_00504
OG0001482	Syat.g_00549	Prao.g_00561
OG0001484	Syat.g_02443	Prao.g_01298
OG0001486	Syat.g_03258	Prao.g_01091
OG0001492	Syat.g_00898	Prao.g_01042
OG0001493	Syat.g_00890	Prao.g_01034
OG0001495	Syat.g_01833	Prao.g_01637
OG0001496	Syat.g_00316	Prao.g_00008
OG0001497	Syat.g_00317	Prao.g_00007
OG0001502	Syat.g_00757	Prao.g_00710
OG0001504	Syat.g_03356	Prao.g_01322
OG0001505	Syat.g_01215	Prao.g_01205
OG0001507	Syat.g_03261	Prao.g_01532
OG0001514	Syat.g_00315	Prao.g_00009
OG0001520	Syat.g_00852	Prao.g_00522
OG0001522	Syat.g_00642	Prao.g_00774
OG0001523	Syat.g_01089	Prao.g_01118
OG0001524	Syat.g_01088	Prao.g_01117
OG0001526	Syat.g_02907	Prao.g_01613
OG0001546	Syat.g_01106	Prao.g_00630
OG0001547	Syat.g_00645	Prao.g_00712
OG0001549	Syat.g_00799	Prao.g_00800
OG0001553	Syat.g_01230	Prao.g_01394
OG0001554	Syat.g_01005	Prao.g_01488
OG0001558	Syat.g_02323	Prao.g_00638
OG0001564	Syat.g_01209	Prao.g_01209
OG0001567	Syat.g_00651	Prao.g_00711
OG0001568	Syat.g_00643	Prao.g_00713
OG0001570	Syat.g_03269	Prao.g_01146
OG0001573	Syat.g_01835	Prao.g_01352
OG0001584	Syat.g_00468	Prao.g_00875
OG0001587	Syat.g_02990	Prao.g_01611
OG0001613	Syat.g_01635	Prao.g_01706
OG0001625	Syat.g_01938	Prao.g_00396
OG0001641	Syat.g_00540	Prao.g_01200
OG0001647	Syat.g_02051	Prao.g_00411
OG0001652	Syat.g_02326	Prao.g_00636
OG0001666	Syat.g_03349	Prao.g_01324
OG0001669	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903	Prao.g_00184
OG0001671	Syat.g_02742	Prao.g_00151
OG0001701	Syat.g_02905	Prao.g_01614
OG0001745	Syat.g_00971	Prao.g_01478
OG0001748	Syat.g_02740	Prao.g_00152
OG0001837	Syat.g_02741	Prao.g_00153
OG0001991	Syat.g_01679	Prao.g_00562
OG0002029	Syat.g_03352	Prao.g_01325
OG0002364	Syat.g_00626	Prao.g_00731
OG0002375	Syat.g_01219	Prao.g_01361
OG0002399	Syat.g_02487	Prao.g_01374
OG0002731	Syat.g_00687	Prao.g_00643
OG0002732	Syat.g_02744	Prao.g_00644
OG0002932	Syat.g_02745	Prao.g_00645
OG0002933	Syat.g_02746	Prao.g_00646
