Orthogroup	Syat	Prar
OG0001196	Syat.g_02398	Prar.g_00049
OG0001197	Syat.g_02396	Prar.g_00048
OG0001199	Syat.g_01475	Prar.g_00254
OG0001200	Syat.g_01477	Prar.g_00252
OG0001201	Syat.g_01572	Prar.g_00220
OG0001202	Syat.g_02812	Prar.g_00128
OG0001203	Syat.g_01447	Prar.g_00089
OG0001204	Syat.g_01867	Prar.g_00084
OG0001205	Syat.g_01287	Prar.g_00493
OG0001206	Syat.g_03268	Prar.g_00511
OG0001207	Syat.g_03162	Prar.g_00527
OG0001208	Syat.g_03172	Prar.g_00532
OG0001209	Syat.g_03273	Prar.g_01365
OG0001210	Syat.g_00103	Prar.g_01370
OG0001211	Syat.g_00078	Prar.g_01380
OG0001213	Syat.g_03289	Prar.g_01459
OG0001214	Syat.g_00128	Prar.g_01467
OG0001216	Syat.g_00660	Prar.g_01601
OG0001217	Syat.g_02587	Prar.g_01638
OG0001219	Syat.g_00629	Prar.g_01672
OG0001220	Syat.g_01534	Prar.g_01735
OG0001222	Syat.g_00597	Prar.g_01825
OG0001223	Syat.g_00544	Prar.g_01851
OG0001224	Syat.g_00804	Prar.g_01900
OG0001225	Syat.g_00806	Prar.g_01902
OG0001226	Syat.g_01485	Prar.g_01928
OG0001228	Syat.g_00938	Prar.g_01218
OG0001229	Syat.g_00981	Prar.g_00913
OG0001230	Syat.g_01235	Prar.g_00347
OG0001231	Syat.g_02327	Prar.g_00751
OG0001232	Syat.g_03041	Prar.g_01120
OG0001233	Syat.g_03012	Prar.g_00599
OG0001234	Syat.g_02092	Prar.g_01099
OG0001235	Syat.g_01838	Prar.g_01089
OG0001236	Syat.g_02156	Prar.g_00631
OG0001237	Syat.g_02161	Prar.g_00635
OG0001238	Syat.g_02673	Prar.g_00708
OG0001239	Syat.g_01472	Prar.g_00547
OG0001240	Syat.g_01554	Prar.g_00235
OG0001241	Syat.g_01564	Prar.g_00227
OG0001242	Syat.g_02936	Prar.g_00209
OG0001243	Syat.g_02928	Prar.g_00203
OG0001244	Syat.g_02901	Prar.g_00187
OG0001245	Syat.g_00212	Prar.g_00441
OG0001246	Syat.g_03209	Prar.g_01335
OG0001247	Syat.g_01019	Prar.g_01513
OG0001248	Syat.g_03159	Prar.g_01515
OG0001249	Syat.g_01620	Prar.g_01661
OG0001250	Syat.g_00739	Prar.g_01724
OG0001251	Syat.g_00963, Syat.g_00621	Prar.g_01760
OG0001252	Syat.g_00787	Prar.g_01895
OG0001255	Syat.g_00843	Prar.g_01279
OG0001256	Syat.g_03111	Prar.g_00758
OG0001257	Syat.g_01716	Prar.g_00752
OG0001258	Syat.g_03119	Prar.g_01146
OG0001259	Syat.g_03014	Prar.g_00597
OG0001261	Syat.g_01791	Prar.g_01035
OG0001262	Syat.g_02285	Prar.g_00691
OG0001263	Syat.g_02926	Prar.g_00200
OG0001265	Syat.g_02938	Prar.g_00210
OG0001266	Syat.g_02808	Prar.g_00124
OG0001267	Syat.g_02060	Prar.g_00307
OG0001268	Syat.g_01608	Prar.g_00399
OG0001269	Syat.g_02369	Prar.g_00419
OG0001270	Syat.g_02968	Prar.g_00482
OG0001271	Syat.g_01374	Prar.g_00522
OG0001272	Syat.g_03176	Prar.g_00536
OG0001274	Syat.g_02727	Prar.g_01533
OG0001275	Syat.g_00529	Prar.g_01860
OG0001276	Syat.g_00705	Prar.g_01879
OG0001277	Syat.g_03312	Prar.g_01937
OG0001278	Syat.g_00895	Prar.g_01213
OG0001281	Syat.g_01159	Prar.g_00950
OG0001282	Syat.g_02780	Prar.g_00910
OG0001283	Syat.g_02403	Prar.g_00891
OG0001287	Syat.g_02208	Prar.g_00655
OG0001288	Syat.g_02225	Prar.g_00663
OG0001289	Syat.g_01527	Prar.g_00241
OG0001290	Syat.g_01563	Prar.g_00228
OG0001291	Syat.g_02916	Prar.g_00193
OG0001292	Syat.g_01873	Prar.g_00079
OG0001293	Syat.g_01995	Prar.g_00326
OG0001294	Syat.g_00409	Prar.g_00439
OG0001295	Syat.g_00945	Prar.g_00516
OG0001296	Syat.g_03217	Prar.g_01340
OG0001298	Syat.g_00043	Prar.g_01406
OG0001299	Syat.g_00401	Prar.g_01496
OG0001300	Syat.g_01025	Prar.g_01523
OG0001303	Syat.g_00628	Prar.g_01864
OG0001304	Syat.g_00690	Prar.g_01889
OG0001305	Syat.g_00813	Prar.g_01908
OG0001306	Syat.g_03234	Prar.g_01277
OG0001307	Syat.g_02082	Prar.g_00928
OG0001308	Syat.g_01176	Prar.g_00837
OG0001309	Syat.g_01113	Prar.g_00754
OG0001310	Syat.g_03066	Prar.g_01131
OG0001311	Syat.g_00703	Prar.g_01881
OG0001312	Syat.g_00615	Prar.g_01814
OG0001315	Syat.g_01634	Prar.g_00556
OG0001317	Syat.g_01451	Prar.g_00093
OG0001318	Syat.g_01888	Prar.g_00331
OG0001319	Syat.g_02048	Prar.g_00315
OG0001323	Syat.g_01111	Prar.g_01349
OG0001325	Syat.g_00664	Prar.g_01604
OG0001326	Syat.g_02525	Prar.g_01547
OG0001327	Syat.g_00414	Prar.g_01920
OG0001329	Syat.g_00097	Prar.g_01302
OG0001331	Syat.g_01301	Prar.g_00905
OG0001333	Syat.g_03018	Prar.g_01958
OG0001336	Syat.g_02402	Prar.g_00052
OG0001345	Syat.g_00290	Prar.g_01244
OG0001348	Syat.g_03316	Prar.g_00732
OG0001349	Syat.g_01220	Prar.g_00867
OG0001351	Syat.g_01318	Prar.g_00502
OG0001355	Syat.g_02589	Prar.g_00722, Prar.g_01158
OG0001356	Syat.g_01035	Prar.g_01181
OG0001358	Syat.g_03319	Prar.g_01450
OG0001360	Syat.g_00256	Prar.g_01949
OG0001361	Syat.g_00293	Prar.g_01247
OG0001364	Syat.g_02143	Prar.g_00624
OG0001365	Syat.g_02687	Prar.g_00701
OG0001371	Syat.g_01490	Prar.g_01509
OG0001373	Syat.g_02524	Prar.g_01548
OG0001374	Syat.g_02541	Prar.g_01540
OG0001376	Syat.g_00841	Prar.g_01914
OG0001377	Syat.g_00842	Prar.g_01915
OG0001378	Syat.g_02967	Prar.g_01325
OG0001382	Syat.g_00101	Prar.g_00738
OG0001385	Syat.g_02521	Prar.g_01551
OG0001386	Syat.g_02522	Prar.g_01550
OG0001387	Syat.g_02523	Prar.g_01549
OG0001388	Syat.g_02526	Prar.g_01546
OG0001389	Syat.g_02531	Prar.g_01545
OG0001390	Syat.g_02532	Prar.g_01544
OG0001391	Syat.g_02533	Prar.g_01543
OG0001392	Syat.g_02539	Prar.g_01542
OG0001393	Syat.g_02540	Prar.g_01541
OG0001403	Syat.g_02307	Prar.g_00008
OG0001406	Syat.g_00840	Prar.g_01913
OG0001408	Syat.g_00211	Prar.g_01932, Prar.g_01931
OG0001409	Syat.g_01007	Prar.g_01256
OG0001411	Syat.g_01188	Prar.g_00869
OG0001413	Syat.g_00853	Prar.g_00763
OG0001415	Syat.g_00017	Prar.g_00096
OG0001416	Syat.g_02491	Prar.g_00507
OG0001417	Syat.g_01705	Prar.g_00518, Prar.g_00519
OG0001418	Syat.g_03267	Prar.g_01514
OG0001420	Syat.g_01099	Prar.g_01316
OG0001421	Syat.g_03056	Prar.g_00757
OG0001429	Syat.g_00627	Prar.g_01673
OG0001430	Syat.g_03343	Prar.g_00982
OG0001432	Syat.g_00846	Prar.g_00764
OG0001433	Syat.g_01429	Prar.g_01180
OG0001435	Syat.g_00422	Prar.g_01772
OG0001437	Syat.g_00016	Prar.g_00097
OG0001438	Syat.g_02076	Prar.g_00294
OG0001439	Syat.g_02105	Prar.g_00280
OG0001441	Syat.g_01109	Prar.g_01351
OG0001451	Syat.g_02877	Prar.g_01745
OG0001452	Syat.g_01881	Prar.g_01762
OG0001453	Syat.g_00538	Prar.g_01854
OG0001454	Syat.g_00189	Prar.g_01942
OG0001456	Syat.g_02545	Prar.g_01286
OG0001457	Syat.g_02546	Prar.g_01285
OG0001458	Syat.g_02547	Prar.g_01284
OG0001459	Syat.g_03357, Syat.g_03358	Prar.g_00996
OG0001462	Syat.g_02301	Prar.g_00003
OG0001467	Syat.g_02457	Prar.g_01662
OG0001470	Syat.g_02257	Prar.g_00889
OG0001473	Syat.g_00190	Prar.g_00671
OG0001474	Syat.g_01607	Prar.g_00400
OG0001475	Syat.g_01116	Prar.g_00887
OG0001479	Syat.g_01610	Prar.g_00397
OG0001480	Syat.g_00100	Prar.g_00429
OG0001482	Syat.g_00549	Prar.g_00505
OG0001486	Syat.g_03258	Prar.g_01265
OG0001492	Syat.g_00898	Prar.g_01216
OG0001493	Syat.g_00890	Prar.g_01208
OG0001502	Syat.g_00757	Prar.g_01657
OG0001504	Syat.g_03356	Prar.g_00995
OG0001507	Syat.g_03261	Prar.g_00714
OG0001508	Syat.g_02258	Prar.g_00890
OG0001520	Syat.g_00852	Prar.g_00454, Prar.g_00455
OG0001522	Syat.g_00642	Prar.g_01716
OG0001523	Syat.g_01089	Prar.g_01292
OG0001524	Syat.g_01088	Prar.g_01291
OG0001526	Syat.g_02907	Prar.g_01116
OG0001528	Syat.g_01115	Prar.g_00888
OG0001546	Syat.g_01106	Prar.g_01354
OG0001553	Syat.g_01230	Prar.g_00342
OG0001554	Syat.g_01005	Prar.g_00756
OG0001584	Syat.g_00468	Prar.g_01806
OG0001587	Syat.g_02990	Prar.g_01118
OG0001588	Syat.g_03195, Syat.g_02169	Prar.g_00363
OG0001613	Syat.g_01635	Prar.g_00616
OG0001625	Syat.g_01938	Prar.g_00329
OG0001647	Syat.g_02051	Prar.g_00314
OG0001701	Syat.g_02905	Prar.g_01115
OG0001726	Syat.g_02003	Prar.g_00469
OG0001745	Syat.g_00971	Prar.g_00765
OG0001924	Syat.g_02767	Prar.g_01574
OG0001925	Syat.g_02766	Prar.g_01573
OG0001926	Syat.g_02765	Prar.g_01572
OG0001927	Syat.g_02764	Prar.g_01571
OG0001993	Syat.g_02769	Prar.g_01576
OG0002109	Syat.g_01923, Syat.g_01752	Prar.g_00937
OG0002110	Syat.g_02552	Prar.g_01553, Prar.g_01556
OG0002155	Syat.g_02174	Prar.g_00845, Prar.g_00861
OG0002274	Syat.g_02175	Prar.g_00853
OG0002364	Syat.g_00626	Prar.g_01674
OG0002628	Syat.g_02210	Prar.g_01538
OG0002895	Syat.g_01751	Prar.g_00938
OG0002896	Syat.g_02239, Syat.g_02244	Prar.g_00878
OG0003024	Syat.g_02172, Syat.g_01207	Prar.g_00873
OG0003351	Syat.g_02659	Prar.g_00881
