Orthogroup	Prbf	Prao
OG0001132	Prbf.g_00577	Prao.g_01669
OG0001133	Prbf.g_00576	Prao.g_01670
OG0001134	Prbf.g_00575	Prao.g_01671
OG0001135	Prbf.g_00574	Prao.g_01672
OG0001136	Prbf.g_00573	Prao.g_01673
OG0001137	Prbf.g_00572	Prao.g_01674
OG0001138	Prbf.g_00571	Prao.g_01675
OG0001139	Prbf.g_00570	Prao.g_01676
OG0001140	Prbf.g_00569	Prao.g_01677
OG0001141	Prbf.g_00567	Prao.g_01679
OG0001142	Prbf.g_00566	Prao.g_01680
OG0001143	Prbf.g_00565	Prao.g_01681
OG0001144	Prbf.g_00563	Prao.g_01683
OG0001145	Prbf.g_00561	Prao.g_01685
OG0001146	Prbf.g_00560	Prao.g_01686
OG0001147	Prbf.g_00557	Prao.g_01688
OG0001148	Prbf.g_00556	Prao.g_01689
OG0001149	Prbf.g_00555	Prao.g_01690
OG0001150	Prbf.g_00552	Prao.g_01693
OG0001151	Prbf.g_00551	Prao.g_01694
OG0001152	Prbf.g_00550	Prao.g_01695
OG0001153	Prbf.g_00549	Prao.g_01696
OG0001154	Prbf.g_00548	Prao.g_01697
OG0001155	Prbf.g_00547	Prao.g_01698
OG0001156	Prbf.g_00546	Prao.g_01699
OG0001157	Prbf.g_00544	Prao.g_01701
OG0001158	Prbf.g_00542	Prao.g_01702
OG0001159	Prbf.g_00541	Prao.g_01703
OG0001160	Prbf.g_00540	Prao.g_01704
OG0001161	Prbf.g_00536	Prao.g_01707
OG0001162	Prbf.g_00535	Prao.g_01708
OG0001163	Prbf.g_00534	Prao.g_01709
OG0001164	Prbf.g_00533	Prao.g_01710
OG0001165	Prbf.g_00532	Prao.g_01711
OG0001166	Prbf.g_00531	Prao.g_01712
OG0001167	Prbf.g_00530	Prao.g_01713
OG0001168	Prbf.g_00528	Prao.g_01715
OG0001169	Prbf.g_00527	Prao.g_01716
OG0001170	Prbf.g_00523	Prao.g_01718
OG0001171	Prbf.g_00522	Prao.g_01719
OG0001172	Prbf.g_00521	Prao.g_01720
OG0001173	Prbf.g_00519	Prao.g_01722
OG0001174	Prbf.g_00517	Prao.g_01724
OG0001175	Prbf.g_00515	Prao.g_01726
OG0001176	Prbf.g_00513	Prao.g_01727
OG0001177	Prbf.g_00511	Prao.g_01729
OG0001178	Prbf.g_00510	Prao.g_01730
OG0001179	Prbf.g_00509	Prao.g_01731
OG0001180	Prbf.g_00508	Prao.g_01732
OG0001181	Prbf.g_00507	Prao.g_01733
OG0001182	Prbf.g_00506	Prao.g_01734
OG0001183	Prbf.g_00505	Prao.g_01735
OG0001184	Prbf.g_00504	Prao.g_01736
OG0001185	Prbf.g_00503	Prao.g_01737
OG0001186	Prbf.g_00501	Prao.g_01738
OG0001187	Prbf.g_00500	Prao.g_01739
OG0001188	Prbf.g_00499	Prao.g_01740
OG0001189	Prbf.g_00498	Prao.g_01741
OG0001190	Prbf.g_00497	Prao.g_01742
OG0001191	Prbf.g_00495	Prao.g_01744
OG0001192	Prbf.g_00493	Prao.g_01746
OG0001193	Prbf.g_00492	Prao.g_01747
OG0001194	Prbf.g_00491	Prao.g_01748
OG0001195	Prbf.g_00488	Prao.g_01749
OG0001196	Prbf.g_00486	Prao.g_01751
OG0001197	Prbf.g_00483	Prao.g_01754
OG0001198	Prbf.g_00482	Prao.g_01755
OG0001199	Prbf.g_00481	Prao.g_01756
OG0001200	Prbf.g_00480	Prao.g_01757
OG0001201	Prbf.g_00479	Prao.g_01758
OG0001202	Prbf.g_00478	Prao.g_01759
OG0001203	Prbf.g_00476	Prao.g_01761
OG0001204	Prbf.g_00474	Prao.g_01764
OG0001205	Prbf.g_00473	Prao.g_01765
OG0001206	Prbf.g_00472	Prao.g_01767
OG0001207	Prbf.g_00471	Prao.g_01768
OG0001208	Prbf.g_00470	Prao.g_01769
OG0001209	Prbf.g_00469	Prao.g_01770
OG0001210	Prbf.g_00468	Prao.g_01771
OG0001211	Prbf.g_00467	Prao.g_01772
OG0001212	Prbf.g_00466	Prao.g_01773
OG0001213	Prbf.g_00465	Prao.g_01774
OG0001214	Prbf.g_00464	Prao.g_01775
OG0001215	Prbf.g_00463	Prao.g_01776
OG0001216	Prbf.g_00462	Prao.g_01777
OG0001217	Prbf.g_00461	Prao.g_01778
OG0001218	Prbf.g_00460	Prao.g_01779
OG0001219	Prbf.g_00459	Prao.g_01780
OG0001220	Prbf.g_00458	Prao.g_01781
OG0001221	Prbf.g_00457	Prao.g_01782
OG0001222	Prbf.g_00456	Prao.g_01784
OG0001223	Prbf.g_00454	Prao.g_01786
OG0001224	Prbf.g_00452	Prao.g_01787
OG0001225	Prbf.g_00450	Prao.g_01789
OG0001226	Prbf.g_00449	Prao.g_01790
OG0001227	Prbf.g_00448	Prao.g_01791
OG0001228	Prbf.g_00447	Prao.g_01792
OG0001229	Prbf.g_00446	Prao.g_01793
OG0001230	Prbf.g_00445	Prao.g_01794
OG0001231	Prbf.g_00444	Prao.g_01795
OG0001232	Prbf.g_00442	Prao.g_01797
OG0001233	Prbf.g_00441	Prao.g_01798
OG0001234	Prbf.g_00440	Prao.g_01799
OG0001235	Prbf.g_00439	Prao.g_01800
OG0001236	Prbf.g_00438	Prao.g_01801
OG0001237	Prbf.g_00435	Prao.g_01804
OG0001238	Prbf.g_00434	Prao.g_01805
OG0001239	Prbf.g_00430	Prao.g_01808
OG0001240	Prbf.g_00429	Prao.g_01809
OG0001241	Prbf.g_00428	Prao.g_01810
OG0001242	Prbf.g_00426	Prao.g_01811
OG0001243	Prbf.g_00425	Prao.g_01812
OG0001244	Prbf.g_00424	Prao.g_01813
OG0001245	Prbf.g_00423	Prao.g_01814
OG0001246	Prbf.g_00422	Prao.g_01815
OG0001247	Prbf.g_00421	Prao.g_01816
OG0001248	Prbf.g_00420	Prao.g_01817
OG0001249	Prbf.g_00419	Prao.g_01818
OG0001250	Prbf.g_00416	Prao.g_01819
OG0001251	Prbf.g_00415	Prao.g_01820
OG0001252	Prbf.g_00414	Prao.g_01821
OG0001253	Prbf.g_00413	Prao.g_01822
OG0001254	Prbf.g_00411	Prao.g_01824
OG0001255	Prbf.g_00410	Prao.g_01825
OG0001256	Prbf.g_00407	Prao.g_01827
OG0001257	Prbf.g_00406	Prao.g_01828
OG0001258	Prbf.g_00405	Prao.g_01829
OG0001259	Prbf.g_00402	Prao.g_01831
OG0001260	Prbf.g_00401	Prao.g_01833
OG0001261	Prbf.g_00400	Prao.g_01834
OG0001262	Prbf.g_00399	Prao.g_01835
OG0001263	Prbf.g_00398	Prao.g_01836
OG0001264	Prbf.g_00397	Prao.g_01837
OG0001265	Prbf.g_00396	Prao.g_01838
OG0001266	Prbf.g_00395	Prao.g_01839
OG0001267	Prbf.g_00394	Prao.g_01840
OG0001268	Prbf.g_00393	Prao.g_01841
OG0001269	Prbf.g_01418	Prao.g_00231
OG0001270	Prbf.g_01468	Prao.g_00276
OG0001271	Prbf.g_01483	Prao.g_00288
OG0001272	Prbf.g_01621	Prao.g_00418
OG0001273	Prbf.g_01677	Prao.g_00469
OG0001274	Prbf.g_01765	Prao.g_00588
OG0001275	Prbf.g_01781	Prao.g_00604
OG0001276	Prbf.g_01872	Prao.g_00028
OG0001277	Prbf.g_01155	Prao.g_00686
OG0001278	Prbf.g_01192	Prao.g_00792
OG0001279	Prbf.g_01321	Prao.g_00844
OG0001280	Prbf.g_01074	Prao.g_00950
OG0001281	Prbf.g_01921	Prao.g_01001
OG0001282	Prbf.g_00045	Prao.g_01018
OG0001283	Prbf.g_00868	Prao.g_01023
OG0001284	Prbf.g_00326	Prao.g_01154
OG0001285	Prbf.g_00900	Prao.g_01105
OG0001286	Prbf.g_00915	Prao.g_01092
OG0001288	Prbf.g_00200	Prao.g_01436
OG0001289	Prbf.g_00213	Prao.g_01447
OG0001290	Prbf.g_01930	Prao.g_01489
OG0001291	Prbf.g_00274	Prao.g_01490
OG0001292	Prbf.g_00812	Prao.g_01495
OG0001293	Prbf.g_00056	Prao.g_01511
OG0001294	Prbf.g_01053	Prao.g_01521
OG0001295	Prbf.g_00734	Prao.g_01531
OG0001296	Prbf.g_00702	Prao.g_01544
OG0001297	Prbf.g_00698	Prao.g_01548
OG0001298	Prbf.g_00695	Prao.g_01551
OG0001299	Prbf.g_00625	Prao.g_01618
OG0001300	Prbf.g_00688	Prao.g_01643
OG0001302	Prbf.g_00484	Prao.g_01753
OG0001303	Prbf.g_00455	Prao.g_01785
OG0001304	Prbf.g_00403	Prao.g_01830
OG0001306	Prbf.g_01721	Prao.g_00541
OG0001308	Prbf.g_01398	Prao.g_00210
OG0001309	Prbf.g_01401	Prao.g_00213
OG0001310	Prbf.g_01403	Prao.g_00215
OG0001311	Prbf.g_01419	Prao.g_00232
OG0001312	Prbf.g_01449	Prao.g_00258
OG0001313	Prbf.g_01456	Prao.g_00264
OG0001314	Prbf.g_01534	Prao.g_00337
OG0001315	Prbf.g_01582	Prao.g_00381
OG0001316	Prbf.g_01591	Prao.g_00390
OG0001317	Prbf.g_00046	Prao.g_00508
OG0001318	Prbf.g_00984	Prao.g_00076
OG0001319	Prbf.g_00855	Prao.g_00694
OG0001320	Prbf.g_01161	Prao.g_00965
OG0001321	Prbf.g_01166	Prao.g_00970
OG0001322	Prbf.g_00417	Prao.g_01009
OG0001323	Prbf.g_00453	Prao.g_01143
OG0001324	Prbf.g_00336	Prao.g_01139
OG0001325	Prbf.g_00281	Prao.g_01132
OG0001326	Prbf.g_00951	Prao.g_01061
OG0001327	Prbf.g_00069	Prao.g_01255
OG0001328	Prbf.g_01706	Prao.g_01493
OG0001329	Prbf.g_00670	Prao.g_01575
OG0001330	Prbf.g_00635	Prao.g_01609
OG0001331	Prbf.g_00520	Prao.g_01721
OG0001332	Prbf.g_01471	Prao.g_00279
OG0001333	Prbf.g_01576	Prao.g_00376
OG0001334	Prbf.g_00824	Prao.g_00573
OG0001335	Prbf.g_01332	Prao.g_00993
OG0001336	Prbf.g_00845	Prao.g_01012
OG0001337	Prbf.g_00375	Prao.g_01026
OG0001338	Prbf.g_00263	Prao.g_01306
OG0001339	Prbf.g_00021	Prao.g_01271
OG0001340	Prbf.g_00408	Prao.g_01216
OG0001341	Prbf.g_00246	Prao.g_01486
OG0001342	Prbf.g_00752, Prbf.g_00720	Prao.g_01497
OG0001343	Prbf.g_00697	Prao.g_01549
OG0001344	Prbf.g_00646	Prao.g_01598
OG0001345	Prbf.g_00554	Prao.g_01691
OG0001346	Prbf.g_00494	Prao.g_01745
OG0001348	Prbf.g_01458	Prao.g_00267
OG0001349	Prbf.g_01448	Prao.g_00257
OG0001350	Prbf.g_00007	Prao.g_00282
OG0001351	Prbf.g_01538	Prao.g_00341
OG0001352	Prbf.g_01587	Prao.g_00386
OG0001353	Prbf.g_01600	Prao.g_00399
OG0001354	Prbf.g_01620	Prao.g_00417
OG0001355	Prbf.g_01683	Prao.g_00475
OG0001357	Prbf.g_01718	Prao.g_00538
OG0001358	Prbf.g_01755	Prao.g_00578
OG0001359	Prbf.g_01769	Prao.g_00592
OG0001360	Prbf.g_01792	Prao.g_00615
OG0001361	Prbf.g_01797	Prao.g_00620
OG0001362	Prbf.g_01858	Prao.g_01869
OG0001363	Prbf.g_01562	Prao.g_00141
OG0001364	Prbf.g_01154	Prao.g_00724
OG0001365	Prbf.g_01202	Prao.g_00782
OG0001366	Prbf.g_00840	Prao.g_00826
OG0001367	Prbf.g_01089	Prao.g_00930
OG0001368	Prbf.g_01075	Prao.g_00949
OG0001369	Prbf.g_00783	Prao.g_01118
OG0001370	Prbf.g_00782	Prao.g_01117
OG0001371	Prbf.g_00972	Prao.g_01039
OG0001373	Prbf.g_00232	Prao.g_01466
OG0001374	Prbf.g_01383	Prao.g_01613
OG0001375	Prbf.g_00656	Prao.g_01589
OG0001377	Prbf.g_00485	Prao.g_01752
OG0001378	Prbf.g_01073	Prao.g_00951
OG0001379	Prbf.g_01393	Prao.g_00206
OG0001380	Prbf.g_01395	Prao.g_00207
OG0001381	Prbf.g_01413	Prao.g_00226
OG0001383	Prbf.g_01572	Prao.g_00372
OG0001384	Prbf.g_01596	Prao.g_00394
OG0001385	Prbf.g_01613	Prao.g_00410
OG0001386	Prbf.g_00198	Prao.g_00497
OG0001389	Prbf.g_01741	Prao.g_00558
OG0001390	Prbf.g_01747	Prao.g_00566
OG0001392	Prbf.g_01794	Prao.g_00617
OG0001393	Prbf.g_01802	Prao.g_00625
OG0001394	Prbf.g_01015	Prao.g_00105
OG0001395	Prbf.g_01289	Prao.g_00113
OG0001396	Prbf.g_01287	Prao.g_00115
OG0001397	Prbf.g_01281	Prao.g_00120
OG0001398	Prbf.g_01032	Prao.g_00653
OG0001399	Prbf.g_01151	Prao.g_00726
OG0001400	Prbf.g_00841	Prao.g_00825
OG0001401	Prbf.g_00839	Prao.g_00828
OG0001402	Prbf.g_01315	Prao.g_00850
OG0001403	Prbf.g_01312	Prao.g_00853
OG0001405	Prbf.g_01062	Prao.g_00959
OG0001406	Prbf.g_01174	Prao.g_00978
OG0001407	Prbf.g_00849	Prao.g_00991
OG0001408	Prbf.g_00059	Prao.g_00999
OG0001409	Prbf.g_00276	Prao.g_01336
OG0001410	Prbf.g_00903	Prao.g_01103
OG0001411	Prbf.g_00328	Prao.g_01303
OG0001412	Prbf.g_00025	Prao.g_01275
OG0001413	Prbf.g_01059	Prao.g_01248
OG0001414	Prbf.g_00096	Prao.g_01238
OG0001415	Prbf.g_00199	Prao.g_01435
OG0001416	Prbf.g_00202	Prao.g_01438
OG0001417	Prbf.g_00247	Prao.g_01487
OG0001418	Prbf.g_00772	Prao.g_01499
OG0001421	Prbf.g_01137	Prao.g_00883
OG0001424	Prbf.g_00865	Prao.g_00200
OG0001426	Prbf.g_01058	Prao.g_00499
OG0001428	Prbf.g_00353	Prao.g_00684
OG0001429	Prbf.g_00327	Prao.g_00697
OG0001430	Prbf.g_01145	Prao.g_00730
OG0001431	Prbf.g_00837	Prao.g_00830
OG0001432	Prbf.g_00832	Prao.g_00835
OG0001433	Prbf.g_00344	Prao.g_00996
OG0001434	Prbf.g_00348	Prao.g_01116
OG0001435	Prbf.g_00250	Prao.g_00016
OG0001436	Prbf.g_00063	Prao.g_01505
OG0001439	Prbf.g_00361	Prao.g_01368
OG0001440	Prbf.g_00757	Prao.g_00507
OG0001441	Prbf.g_01107	Prao.g_00912
OG0001442	Prbf.g_00286	Prao.g_00942
OG0001443	Prbf.g_00278	Prao.g_00997
OG0001444	Prbf.g_00060	Prao.g_01000
OG0001445	Prbf.g_00882	Prao.g_01498
OG0001449	Prbf.g_00799	Prao.g_01151
OG0001451	Prbf.g_00899	Prao.g_01106
OG0001452	Prbf.g_00938	Prao.g_01070
OG0001453	Prbf.g_00795	Prao.g_01350
OG0001454	Prbf.g_00794	Prao.g_01348
OG0001455	Prbf.g_00892	Prao.g_01347
OG0001458	Prbf.g_00436	Prao.g_01803
OG0001460	Prbf.g_01739	Prao.g_00502
OG0001462	Prbf.g_00867	Prao.g_00521
OG0001466	Prbf.g_01256	Prao.g_00140
OG0001467	Prbf.g_00090	Prao.g_00719
OG0001468	Prbf.g_01212	Prao.g_00773
OG0001469	Prbf.g_01925	Prao.g_00804
OG0001470	Prbf.g_00878	Prao.g_00941
OG0001471	Prbf.g_01745	Prao.g_00990
OG0001474	Prbf.g_00854	Prao.g_01312
OG0001475	Prbf.g_00262	Prao.g_01298
OG0001478	Prbf.g_00529	Prao.g_01714
OG0001479	Prbf.g_00916	Prao.g_01091
OG0001486	Prbf.g_01152	Prao.g_00811
OG0001487	Prbf.g_01025	Prao.g_00875
OG0001496	Prbf.g_00032	Prao.g_01282
OG0001497	Prbf.g_01388	Prao.g_01218
OG0001498	Prbf.g_00633	Prao.g_01611
OG0001499	Prbf.g_01938	Prao.g_01633
OG0001501	Prbf.g_01907	Prao.g_00702
OG0001503	Prbf.g_01506	Prao.g_00310
OG0001504	Prbf.g_00631	Prao.g_00528
OG0001506	Prbf.g_00814	Prao.g_00680
OG0001508	Prbf.g_01215	Prao.g_00770
OG0001509	Prbf.g_01211	Prao.g_00774
OG0001524	Prbf.g_00806	Prao.g_00005
OG0001525	Prbf.g_00871	Prao.g_01013
OG0001528	Prbf.g_00828	Prao.g_01506
OG0001537	Prbf.g_01384	Prao.g_01614
OG0001541	Prbf.g_00834	Prao.g_00833
OG0001550	Prbf.g_01180	Prao.g_00800
OG0001555	Prbf.g_00313	Prao.g_01205
OG0001561	Prbf.g_01207	Prao.g_00642
OG0001592	Prbf.g_00133	Prao.g_01196
OG0001634	Prbf.g_00319	Prao.g_00009
OG0001644	Prbf.g_01916	Prao.g_01031
OG0001647	Prbf.g_00318	Prao.g_00008
OG0001648	Prbf.g_00317	Prao.g_00007
OG0001649	Prbf.g_00316	Prao.g_00006
OG0001704	Prbf.g_01382	Prao.g_01209
OG0001718	Prbf.g_00751, Prbf.g_00008	Prao.g_00184
OG0001734	Prbf.g_00078	Prao.g_01357
OG0001850	Prbf.g_00763	Prao.g_01376
OG0001853	Prbf.g_00715	Prao.g_01541
OG0001884	Prbf.g_00716	Prao.g_01542
OG0001885	Prbf.g_00717	Prao.g_01543
OG0002158	Prbf.g_00723	Prao.g_01339
OG0002313	Prbf.g_00724	Prao.g_00001
