Orthogroup	Prai	Prbk
OG0001133	Prai.g_01760	Prbk.g_00963
OG0001134	Prai.g_01761	Prbk.g_00962
OG0001135	Prai.g_01762	Prbk.g_00961
OG0001136	Prai.g_01763	Prbk.g_00960
OG0001137	Prai.g_01764	Prbk.g_00959
OG0001138	Prai.g_01765	Prbk.g_00958
OG0001139	Prai.g_01766	Prbk.g_00957
OG0001140	Prai.g_01767	Prbk.g_00956
OG0001141	Prai.g_01769	Prbk.g_00953
OG0001142	Prai.g_01770	Prbk.g_00952
OG0001143	Prai.g_01776	Prbk.g_00951
OG0001144	Prai.g_01778	Prbk.g_00949
OG0001145	Prai.g_01780	Prbk.g_00947
OG0001146	Prai.g_01781	Prbk.g_00946
OG0001147	Prai.g_01783	Prbk.g_00797
OG0001148	Prai.g_01784	Prbk.g_00798
OG0001149	Prai.g_01785	Prbk.g_00801
OG0001150	Prai.g_01788	Prbk.g_00804
OG0001151	Prai.g_01789	Prbk.g_00805
OG0001152	Prai.g_01790	Prbk.g_00806
OG0001153	Prai.g_01791	Prbk.g_00807
OG0001154	Prai.g_01792	Prbk.g_00808
OG0001155	Prai.g_01793	Prbk.g_00809
OG0001156	Prai.g_01794	Prbk.g_00810
OG0001157	Prai.g_01796	Prbk.g_00812
OG0001158	Prai.g_01797	Prbk.g_00814
OG0001159	Prai.g_01798	Prbk.g_00816
OG0001160	Prai.g_01799	Prbk.g_00817
OG0001161	Prai.g_01802	Prbk.g_00844
OG0001162	Prai.g_01803	Prbk.g_00845
OG0001163	Prai.g_01804	Prbk.g_00847
OG0001164	Prai.g_01805	Prbk.g_00848
OG0001165	Prai.g_01806	Prbk.g_00849
OG0001166	Prai.g_01807	Prbk.g_00850
OG0001167	Prai.g_01808	Prbk.g_00851
OG0001168	Prai.g_01810	Prbk.g_00506
OG0001169	Prai.g_01811	Prbk.g_00510
OG0001170	Prai.g_01813	Prbk.g_00513
OG0001171	Prai.g_01814	Prbk.g_00514
OG0001172	Prai.g_01815	Prbk.g_00516
OG0001173	Prai.g_01817	Prbk.g_00518
OG0001174	Prai.g_01819	Prbk.g_00521
OG0001175	Prai.g_01821	Prbk.g_00525
OG0001176	Prai.g_01822	Prbk.g_00527
OG0001177	Prai.g_01824	Prbk.g_00529
OG0001178	Prai.g_01825	Prbk.g_00530
OG0001179	Prai.g_01826	Prbk.g_00531
OG0001180	Prai.g_01827	Prbk.g_00215
OG0001181	Prai.g_01828	Prbk.g_00216
OG0001182	Prai.g_01829	Prbk.g_00217
OG0001183	Prai.g_01830	Prbk.g_00218
OG0001184	Prai.g_01831	Prbk.g_00219
OG0001185	Prai.g_01832	Prbk.g_00220
OG0001186	Prai.g_01833	Prbk.g_00231
OG0001187	Prai.g_01834	Prbk.g_00232
OG0001188	Prai.g_01835	Prbk.g_00233
OG0001189	Prai.g_01836	Prbk.g_00235
OG0001190	Prai.g_01837	Prbk.g_00236
OG0001191	Prai.g_01839	Prbk.g_00238
OG0001192	Prai.g_01841	Prbk.g_01482
OG0001193	Prai.g_01842	Prbk.g_01483
OG0001194	Prai.g_01843	Prbk.g_01484
OG0001195	Prai.g_01844	Prbk.g_01494
OG0001196	Prai.g_01846	Prbk.g_01530
OG0001197	Prai.g_01849	Prbk.g_01534
OG0001198	Prai.g_01850	Prbk.g_01535
OG0001199	Prai.g_01851	Prbk.g_01536
OG0001200	Prai.g_01852	Prbk.g_01537
OG0001201	Prai.g_01853	Prbk.g_01538
OG0001202	Prai.g_01854	Prbk.g_01539
OG0001203	Prai.g_01856	Prbk.g_01568
OG0001204	Prai.g_01861	Prbk.g_01571
OG0001205	Prai.g_01862	Prbk.g_01572
OG0001206	Prai.g_01863	Prbk.g_01573
OG0001207	Prai.g_01864	Prbk.g_01576
OG0001208	Prai.g_01865	Prbk.g_01577
OG0001209	Prai.g_01866	Prbk.g_01578
OG0001210	Prai.g_01867	Prbk.g_01580
OG0001211	Prai.g_01868	Prbk.g_01582
OG0001212	Prai.g_01869	Prbk.g_01583
OG0001213	Prai.g_01870	Prbk.g_01585
OG0001214	Prai.g_01871	Prbk.g_01586
OG0001215	Prai.g_01872	Prbk.g_01587
OG0001216	Prai.g_01873	Prbk.g_01588
OG0001217	Prai.g_01874	Prbk.g_01589
OG0001218	Prai.g_01875	Prbk.g_01590
OG0001219	Prai.g_01876	Prbk.g_01592
OG0001220	Prai.g_01877	Prbk.g_01593
OG0001221	Prai.g_01878	Prbk.g_01594
OG0001222	Prai.g_01880	Prbk.g_01596
OG0001223	Prai.g_01882	Prbk.g_01600
OG0001224	Prai.g_01883	Prbk.g_01602
OG0001225	Prai.g_01885	Prbk.g_02160
OG0001226	Prai.g_01886	Prbk.g_02161
OG0001227	Prai.g_01887	Prbk.g_02162
OG0001228	Prai.g_01888	Prbk.g_02163
OG0001229	Prai.g_01889	Prbk.g_02165
OG0001230	Prai.g_01890	Prbk.g_02166
OG0001231	Prai.g_01891	Prbk.g_02167
OG0001232	Prai.g_01893	Prbk.g_02169
OG0001233	Prai.g_01894	Prbk.g_02171
OG0001234	Prai.g_01895	Prbk.g_02173
OG0001235	Prai.g_01896	Prbk.g_02174
OG0001236	Prai.g_01897	Prbk.g_02175
OG0001237	Prai.g_01899	Prbk.g_02180
OG0001238	Prai.g_01900	Prbk.g_02185
OG0001239	Prai.g_01903	Prbk.g_02207
OG0001240	Prai.g_01904	Prbk.g_02210
OG0001241	Prai.g_01905	Prbk.g_02211
OG0001242	Prai.g_01906	Prbk.g_02213
OG0001243	Prai.g_01907	Prbk.g_02214
OG0001244	Prai.g_01908	Prbk.g_02217
OG0001245	Prai.g_01909	Prbk.g_02218
OG0001246	Prai.g_01910	Prbk.g_02224
OG0001247	Prai.g_01911	Prbk.g_02225
OG0001248	Prai.g_01912	Prbk.g_02226
OG0001249	Prai.g_01913	Prbk.g_02239
OG0001250	Prai.g_01914	Prbk.g_02248
OG0001251	Prai.g_01915	Prbk.g_02249
OG0001252	Prai.g_01916	Prbk.g_02250
OG0001253	Prai.g_01917	Prbk.g_02251
OG0001254	Prai.g_01919	Prbk.g_02253
OG0001255	Prai.g_01920	Prbk.g_02254
OG0001256	Prai.g_01922	Prbk.g_02258
OG0001257	Prai.g_01923	Prbk.g_02260
OG0001258	Prai.g_01924	Prbk.g_02261
OG0001259	Prai.g_01926	Prbk.g_02265
OG0001260	Prai.g_01928	Prbk.g_02267
OG0001261	Prai.g_01929	Prbk.g_02268
OG0001262	Prai.g_01930	Prbk.g_02270
OG0001263	Prai.g_01931	Prbk.g_02272
OG0001264	Prai.g_01932	Prbk.g_02274
OG0001265	Prai.g_01933	Prbk.g_02275
OG0001266	Prai.g_01934	Prbk.g_02276
OG0001267	Prai.g_01935	Prbk.g_02277
OG0001268	Prai.g_01936	Prbk.g_02278
OG0001269	Prai.g_00092	Prbk.g_00028
OG0001270	Prai.g_00138	Prbk.g_00557
OG0001271	Prai.g_00161	Prbk.g_00756
OG0001272	Prai.g_00294	Prbk.g_00418
OG0001274	Prai.g_00512	Prbk.g_02063
OG0001275	Prai.g_00528	Prbk.g_01861
OG0001276	Prai.g_00618	Prbk.g_01129
OG0001278	Prai.g_00796	Prbk.g_02554
OG0001279	Prai.g_01047	Prbk.g_02395
OG0001281	Prai.g_01083	Prbk.g_01682
OG0001282	Prai.g_01100	Prbk.g_02413
OG0001283	Prai.g_01105	Prbk.g_01681
OG0001285	Prai.g_01156	Prbk.g_01776
OG0001289	Prai.g_01513	Prbk.g_01999
OG0001290	Prai.g_01556	Prbk.g_01841
OG0001291	Prai.g_01557	Prbk.g_01059
OG0001292	Prai.g_01563	Prbk.g_01788
OG0001293	Prai.g_01585	Prbk.g_02082
OG0001294	Prai.g_01272	Prbk.g_02424
OG0001296	Prai.g_01630	Prbk.g_00920
OG0001297	Prai.g_01634	Prbk.g_00915
OG0001298	Prai.g_01637	Prbk.g_00912
OG0001299	Prai.g_01704	Prbk.g_01908
OG0001300	Prai.g_01729	Prbk.g_00901
OG0001301	Prai.g_01820	Prbk.g_00524
OG0001302	Prai.g_01848	Prbk.g_01533
OG0001303	Prai.g_01881	Prbk.g_01598
OG0001304	Prai.g_01925	Prbk.g_02263
OG0001305	Prai.g_00400	Prbk.g_01331, Prbk.g_02697
OG0001306	Prai.g_00468	Prbk.g_00327
OG0001307	Prai.g_00030	Prbk.g_01618
OG0001308	Prai.g_00071	Prbk.g_01317
OG0001309	Prai.g_00074	Prbk.g_01314
OG0001310	Prai.g_00076	Prbk.g_01312
OG0001311	Prai.g_00093	Prbk.g_00027
OG0001312	Prai.g_00119	Prbk.g_00200
OG0001313	Prai.g_00125	Prbk.g_00541
OG0001314	Prai.g_00210	Prbk.g_01254
OG0001315	Prai.g_00256	Prbk.g_01013
OG0001316	Prai.g_00265	Prbk.g_01000
OG0001317	Prai.g_00386	Prbk.g_00303
OG0001318	Prai.g_00666	Prbk.g_02633
OG0001319	Prai.g_00887	Prbk.g_01205
OG0001320	Prai.g_00927	Prbk.g_00065
OG0001321	Prai.g_00922	Prbk.g_00060
OG0001322	Prai.g_01090	Prbk.g_02247
OG0001323	Prai.g_01126	Prbk.g_01601
OG0001325	Prai.g_01134	Prbk.g_01692
OG0001326	Prai.g_01201	Prbk.g_00134
OG0001327	Prai.g_01355	Prbk.g_01197
OG0001328	Prai.g_01560	Prbk.g_01637
OG0001329	Prai.g_01661	Prbk.g_01433
OG0001330	Prai.g_01695	Prbk.g_01382
OG0001331	Prai.g_01816	Prbk.g_00517
OG0001333	Prai.g_00249	Prbk.g_01519
OG0001334	Prai.g_00498	Prbk.g_01098
OG0001337	Prai.g_01108	Prbk.g_02659
OG0001338	Prai.g_01309	Prbk.g_01193
OG0001339	Prai.g_01340	Prbk.g_01177
OG0001343	Prai.g_01635	Prbk.g_00914
OG0001344	Prai.g_01684	Prbk.g_01406
OG0001345	Prai.g_01786	Prbk.g_00802
OG0001347	Prai.g_01879	Prbk.g_01595
OG0001348	Prai.g_00128	Prbk.g_00543
OG0001349	Prai.g_00118	Prbk.g_00198
OG0001351	Prai.g_00214	Prbk.g_01250
OG0001352	Prai.g_00261	Prbk.g_01007
OG0001353	Prai.g_00274	Prbk.g_00381
OG0001354	Prai.g_00293	Prbk.g_00417
OG0001355	Prai.g_00352	Prbk.g_00877
OG0001356	Prai.g_00389	Prbk.g_00707
OG0001357	Prai.g_00465	Prbk.g_00330
OG0001358	Prai.g_00502	Prbk.g_02110
OG0001359	Prai.g_00516	Prbk.g_02067
OG0001362	Prai.g_00605	Prbk.g_01114
OG0001365	Prai.g_00806	Prbk.g_02538
OG0001367	Prai.g_00961	Prbk.g_00570
OG0001368	Prai.g_00942	Prbk.g_00587
OG0001371	Prai.g_01223	Prbk.g_00176
OG0001372	Prai.g_01583	Prbk.g_01933
OG0001375	Prai.g_01675	Prbk.g_01416
OG0001376	Prai.g_01718	Prbk.g_00834, Prbk.g_00821
OG0001377	Prai.g_01847	Prbk.g_01532
OG0001382	Prai.g_00135	Prbk.g_00553
OG0001388	Prai.g_01267	Prbk.g_01039
OG0001389	Prai.g_00485	Prbk.g_00300
OG0001391	Prai.g_00534	Prbk.g_01044
OG0001393	Prai.g_00548	Prbk.g_01062
OG0001421	Prai.g_01008	Prbk.g_02354
OG0001425	Prai.g_00339	Prbk.g_00852
OG0001427	Prai.g_00550	Prbk.g_01064
OG0001436	Prai.g_01575	Prbk.g_00623
OG0001437	Prai.g_01587	Prbk.g_00671
OG0001438	Prai.g_01921	Prbk.g_02257
OG0001442	Prai.g_00950	Prbk.g_01656
OG0001448	Prai.g_00649	Prbk.g_02607
OG0001456	Prai.g_01601	Prbk.g_01694
OG0001459	Prai.g_00438	Prbk.g_01742
OG0001463	Prai.g_01621	Prbk.g_01663, Prbk.g_01668
OG0001464	Prai.g_00587	Prbk.g_01883
OG0001465	Prai.g_00617, Prai.g_01275	Prbk.g_01128
OG0001468	Prai.g_00815	Prbk.g_02529
OG0001475	Prai.g_00893	Prbk.g_00625
OG0001476	Prai.g_01460	Prbk.g_00256
OG0001482	Prai.g_00333	Prbk.g_00469
OG0001484	Prai.g_00447	Prbk.g_02513
OG0001488	Prai.g_01068	Prbk.g_02184
OG0001489	Prai.g_01069	Prbk.g_02183
OG0001490	Prai.g_01070	Prbk.g_02182
OG0001491	Prai.g_01076	Prbk.g_01771
OG0001492	Prai.g_01103	Prbk.g_00123
OG0001493	Prai.g_01112	Prbk.g_00337
OG0001494	Prai.g_01187	Prbk.g_00102
OG0001508	Prai.g_00818	Prbk.g_02008
OG0001523	Prai.g_01031	Prbk.g_02437
OG0001528	Prai.g_01576	Prbk.g_01464
OG0001540	Prai.g_00490	Prbk.g_01180
OG0001547	Prai.g_00034	Prbk.g_01611
OG0001557	Prai.g_01569	Prbk.g_01476
OG0001559	Prai.g_01260	Prbk.g_00357
OG0001600	Prai.g_01602	Prbk.g_00922
OG0001602	Prai.g_00306	Prbk.g_00432
OG0001605	Prai.g_00413	Prbk.g_01465
OG0001619	Prai.g_01723	Prbk.g_00994
OG0001620	Prai.g_00353	Prbk.g_00878
OG0001630	Prai.g_00152	Prbk.g_01564
OG0001632	Prai.g_00884	Prbk.g_00832
OG0001634	Prai.g_01251	Prbk.g_01751
OG0001643	Prai.g_01402, Prai.g_01403	Prbk.g_00496
OG0001647	Prai.g_01252	Prbk.g_01752
OG0001648	Prai.g_01253	Prbk.g_01755
OG0001649	Prai.g_01254	Prbk.g_01756
OG0001702	Prai.g_00778	Prbk.g_00504
OG0001720	Prai.g_01432	Prbk.g_01567
OG0001798	Prai.g_00591	Prbk.g_01878
OG0001804	Prai.g_00949	Prbk.g_00577
OG0001869	Prai.g_01595	Prbk.g_01264
OG0001872	Prai.g_00427	Prbk.g_02521
OG0001873	Prai.g_00425	Prbk.g_02377
OG0001910	Prai.g_01582	Prbk.g_00710
OG0001973	Prai.g_01927	Prbk.g_02266
OG0002162	Prai.g_01240	Prbk.g_01975, Prbk.g_02434
OG0002202	Prai.g_01319	Prbk.g_01546
OG0002203	Prai.g_01425	Prbk.g_00533
OG0002391	Prai.g_01242	Prbk.g_01958
