Orthogroup	Prai	Prah
OG0001172	Prai.g_01815	Prah.g_02234
OG0001173	Prai.g_01817	Prah.g_02236
OG0001174	Prai.g_01819	Prah.g_02239
OG0001175	Prai.g_01821	Prah.g_02241
OG0001176	Prai.g_01822	Prah.g_02243
OG0001177	Prai.g_01824	Prah.g_02245
OG0001178	Prai.g_01825	Prah.g_02246
OG0001179	Prai.g_01826	Prah.g_02247
OG0001180	Prai.g_01827	Prah.g_00168
OG0001181	Prai.g_01828	Prah.g_00167
OG0001182	Prai.g_01829	Prah.g_00166
OG0001183	Prai.g_01830	Prah.g_00165
OG0001184	Prai.g_01831	Prah.g_00164
OG0001185	Prai.g_01832	Prah.g_00163
OG0001186	Prai.g_01833	Prah.g_00156
OG0001187	Prai.g_01834	Prah.g_00155
OG0001188	Prai.g_01835	Prah.g_00154
OG0001189	Prai.g_01836	Prah.g_00152
OG0001190	Prai.g_01837	Prah.g_00151
OG0001191	Prai.g_01839	Prah.g_00149
OG0001192	Prai.g_01841	Prah.g_00146
OG0001193	Prai.g_01842	Prah.g_00145
OG0001194	Prai.g_01843	Prah.g_00144
OG0001195	Prai.g_01844	Prah.g_00136
OG0001196	Prai.g_01846	Prah.g_00134
OG0001197	Prai.g_01849	Prah.g_00130
OG0001198	Prai.g_01850	Prah.g_00129
OG0001199	Prai.g_01851	Prah.g_00128
OG0001200	Prai.g_01852	Prah.g_00127
OG0001201	Prai.g_01853	Prah.g_00126
OG0001202	Prai.g_01854	Prah.g_00125
OG0001203	Prai.g_01856	Prah.g_00088
OG0001204	Prai.g_01861	Prah.g_00086
OG0001205	Prai.g_01862	Prah.g_00085
OG0001206	Prai.g_01863	Prah.g_00084
OG0001207	Prai.g_01864	Prah.g_00080
OG0001208	Prai.g_01865	Prah.g_00079
OG0001209	Prai.g_01866	Prah.g_00078
OG0001210	Prai.g_01867	Prah.g_00076
OG0001211	Prai.g_01868	Prah.g_00074
OG0001212	Prai.g_01869	Prah.g_00073
OG0001213	Prai.g_01870	Prah.g_00071
OG0001214	Prai.g_01871	Prah.g_00070
OG0001215	Prai.g_01872	Prah.g_00068
OG0001216	Prai.g_01873	Prah.g_00067
OG0001217	Prai.g_01874	Prah.g_00066
OG0001218	Prai.g_01875	Prah.g_00065
OG0001219	Prai.g_01876	Prah.g_00063
OG0001220	Prai.g_01877	Prah.g_00062
OG0001221	Prai.g_01878	Prah.g_00061
OG0001222	Prai.g_01880	Prah.g_00059
OG0001223	Prai.g_01882	Prah.g_00055
OG0001224	Prai.g_01883	Prah.g_00053
OG0001225	Prai.g_01885	Prah.g_02490
OG0001226	Prai.g_01886	Prah.g_02491
OG0001227	Prai.g_01887	Prah.g_02492
OG0001228	Prai.g_01888	Prah.g_02493
OG0001229	Prai.g_01889	Prah.g_02495
OG0001230	Prai.g_01890	Prah.g_02496
OG0001231	Prai.g_01891	Prah.g_02497
OG0001232	Prai.g_01893	Prah.g_02499
OG0001233	Prai.g_01894	Prah.g_02501
OG0001234	Prai.g_01895	Prah.g_02503
OG0001235	Prai.g_01896	Prah.g_02504
OG0001236	Prai.g_01897	Prah.g_02505
OG0001237	Prai.g_01899	Prah.g_02508
OG0001238	Prai.g_01900	Prah.g_02513
OG0001239	Prai.g_01903	Prah.g_02536
OG0001240	Prai.g_01904	Prah.g_02540
OG0001241	Prai.g_01905	Prah.g_02541
OG0001242	Prai.g_01906	Prah.g_02543
OG0001243	Prai.g_01907	Prah.g_02544
OG0001244	Prai.g_01908	Prah.g_02547
OG0001245	Prai.g_01909	Prah.g_02548
OG0001246	Prai.g_01910	Prah.g_02550
OG0001247	Prai.g_01911	Prah.g_02551
OG0001248	Prai.g_01912	Prah.g_02552
OG0001249	Prai.g_01913	Prah.g_02565
OG0001250	Prai.g_01914	Prah.g_02574
OG0001251	Prai.g_01915	Prah.g_02575
OG0001252	Prai.g_01916	Prah.g_02576
OG0001253	Prai.g_01917	Prah.g_02577
OG0001254	Prai.g_01919	Prah.g_02579
OG0001255	Prai.g_01920	Prah.g_02580
OG0001256	Prai.g_01922	Prah.g_02584
OG0001257	Prai.g_01923	Prah.g_02586
OG0001258	Prai.g_01924	Prah.g_02587
OG0001259	Prai.g_01926	Prah.g_02591
OG0001260	Prai.g_01928	Prah.g_02593
OG0001261	Prai.g_01929	Prah.g_02594
OG0001262	Prai.g_01930	Prah.g_02596
OG0001263	Prai.g_01931	Prah.g_02598
OG0001264	Prai.g_01932	Prah.g_02600
OG0001265	Prai.g_01933	Prah.g_02601
OG0001266	Prai.g_01934	Prah.g_02602
OG0001267	Prai.g_01935	Prah.g_02603
OG0001268	Prai.g_01936	Prah.g_02604
OG0001269	Prai.g_00092	Prah.g_01880
OG0001271	Prai.g_00161	Prah.g_02287
OG0001272	Prai.g_00294	Prah.g_02135
OG0001274	Prai.g_00512	Prah.g_01564
OG0001275	Prai.g_00528	Prah.g_01545
OG0001276	Prai.g_00618	Prah.g_01418
OG0001278	Prai.g_00796	Prah.g_00581
OG0001279	Prai.g_01047	Prah.g_00734
OG0001281	Prai.g_01083	Prah.g_01192
OG0001282	Prai.g_01100	Prah.g_00722
OG0001285	Prai.g_01156	Prah.g_01037
OG0001289	Prai.g_01513	Prah.g_01622
OG0001291	Prai.g_01557	Prah.g_01521
OG0001292	Prai.g_01563	Prah.g_01050
OG0001293	Prai.g_01585	Prah.g_00282
OG0001294	Prai.g_01272	Prah.g_00710
OG0001296	Prai.g_01630	Prah.g_01665
OG0001297	Prai.g_01634	Prah.g_01670
OG0001298	Prai.g_01637	Prah.g_01673
OG0001299	Prai.g_01704	Prah.g_02068
OG0001300	Prai.g_01729	Prah.g_01682
OG0001301	Prai.g_01820	Prah.g_02240
OG0001302	Prai.g_01848	Prah.g_00131
OG0001303	Prai.g_01881	Prah.g_00057
OG0001304	Prai.g_01925	Prah.g_02589
OG0001305	Prai.g_00400	Prah.g_01100
OG0001306	Prai.g_00468	Prah.g_00231
OG0001307	Prai.g_00030	Prah.g_00037
OG0001308	Prai.g_00071	Prah.g_01841
OG0001309	Prai.g_00074	Prah.g_01844
OG0001310	Prai.g_00076	Prah.g_01846
OG0001311	Prai.g_00093	Prah.g_01881
OG0001312	Prai.g_00119	Prah.g_00185
OG0001313	Prai.g_00125	Prah.g_02251
OG0001314	Prai.g_00210	Prah.g_02359
OG0001315	Prai.g_00256	Prah.g_02077
OG0001316	Prai.g_00265	Prah.g_01868, Prah.g_02090
OG0001318	Prai.g_00666	Prah.g_00499
OG0001319	Prai.g_00887	Prah.g_00356
OG0001320	Prai.g_00927	Prah.g_00906
OG0001321	Prai.g_00922	Prah.g_00911
OG0001322	Prai.g_01090	Prah.g_02573
OG0001323	Prai.g_01126	Prah.g_00054
OG0001325	Prai.g_01134	Prah.g_01182
OG0001326	Prai.g_01201	Prah.g_01250
OG0001327	Prai.g_01355	Prah.g_00325
OG0001328	Prai.g_01560	Prah.g_00018
OG0001329	Prai.g_01661	Prah.g_01704
OG0001330	Prai.g_01695	Prah.g_01761
OG0001331	Prai.g_01816	Prah.g_02235
OG0001332	Prai.g_00141	Prah.g_02279
OG0001334	Prai.g_00498	Prah.g_01481
OG0001335	Prai.g_01075	Prah.g_00555
OG0001336	Prai.g_01093	Prah.g_01120
OG0001338	Prai.g_01309	Prah.g_01354
OG0001339	Prai.g_01340	Prah.g_01370
OG0001341	Prai.g_01553	Prah.g_01658
OG0001343	Prai.g_01635	Prah.g_01671
OG0001344	Prai.g_01684	Prah.g_01737
OG0001345	Prai.g_01786	Prah.g_01990
OG0001346	Prai.g_01840	Prah.g_00148
OG0001347	Prai.g_01879	Prah.g_00060
OG0001348	Prai.g_00128	Prah.g_02253
OG0001349	Prai.g_00118	Prah.g_00187
OG0001351	Prai.g_00214	Prah.g_02363
OG0001352	Prai.g_00261	Prah.g_02083
OG0001353	Prai.g_00274	Prah.g_02108
OG0001354	Prai.g_00293	Prah.g_02134
OG0001355	Prai.g_00352	Prah.g_01934
OG0001356	Prai.g_00389	Prah.g_00443
OG0001357	Prai.g_00465	Prah.g_00228
OG0001358	Prai.g_00502	Prah.g_00309
OG0001359	Prai.g_00516	Prah.g_01560
OG0001360	Prai.g_00539	Prah.g_01531
OG0001362	Prai.g_00605	Prah.g_01435
OG0001365	Prai.g_00806	Prah.g_00597
OG0001367	Prai.g_00961	Prah.g_00837
OG0001368	Prai.g_00942	Prah.g_00855
OG0001371	Prai.g_01223	Prah.g_01284
OG0001372	Prai.g_01583	Prah.g_00431
OG0001375	Prai.g_01675	Prah.g_01726
OG0001376	Prai.g_01718	Prah.g_01971, Prah.g_00340
OG0001377	Prai.g_01847	Prah.g_00132
OG0001382	Prai.g_00135	Prah.g_02263
OG0001388	Prai.g_01267	Prah.g_01342
OG0001389	Prai.g_00485	Prah.g_00256
OG0001391	Prai.g_00534	Prah.g_01537
OG0001393	Prai.g_00548	Prah.g_01518
OG0001421	Prai.g_01008	Prah.g_00766
OG0001425	Prai.g_00339	Prah.g_01957
OG0001427	Prai.g_00550	Prah.g_01516
OG0001436	Prai.g_01575	Prah.g_00891
OG0001437	Prai.g_01587	Prah.g_02412
OG0001438	Prai.g_01921	Prah.g_02583
OG0001448	Prai.g_00649	Prah.g_00527
OG0001456	Prai.g_01601	Prah.g_01180
OG0001459	Prai.g_00438	Prah.g_01003
OG0001463	Prai.g_01621	Prah.g_01208
OG0001465	Prai.g_00617, Prai.g_01275	Prah.g_01419
OG0001468	Prai.g_00815	Prah.g_00606
OG0001475	Prai.g_00893	Prah.g_00892
OG0001476	Prai.g_01460	Prah.g_00411
OG0001482	Prai.g_00333	Prah.g_02184
OG0001484	Prai.g_00447	Prah.g_00621
OG0001488	Prai.g_01068	Prah.g_02512
OG0001489	Prai.g_01069	Prah.g_02511
OG0001490	Prai.g_01070	Prah.g_02510
OG0001491	Prai.g_01076	Prah.g_01034
OG0001492	Prai.g_01103	Prah.g_01240
OG0001493	Prai.g_01112	Prah.g_00223
OG0001494	Prai.g_01187	Prah.g_01294
OG0001508	Prai.g_00818	Prah.g_01613
OG0001523	Prai.g_01031	Prah.g_00700
OG0001528	Prai.g_01576	Prah.g_01804
OG0001540	Prai.g_00490	Prah.g_01367
OG0001547	Prai.g_00034	Prah.g_00044
OG0001555	Prai.g_01394	Prah.g_00100
OG0001557	Prai.g_01569	Prah.g_01817
OG0001559	Prai.g_01260	Prah.g_00213
OG0001600	Prai.g_01602	Prah.g_01664
OG0001602	Prai.g_00306	Prah.g_02149
OG0001605	Prai.g_00413	Prah.g_01806
OG0001610	Prai.g_01058	Prah.g_01220
OG0001619	Prai.g_01723	Prah.g_02045
OG0001630	Prai.g_00152	Prah.g_00121
OG0001632	Prai.g_00884	Prah.g_00339, Prah.g_01973
OG0001634	Prai.g_01251	Prah.g_01826, Prah.g_01015
OG0001643	Prai.g_01402, Prai.g_01403	Prah.g_02210
OG0001647	Prai.g_01252	Prah.g_01016
OG0001648	Prai.g_01253	Prah.g_01019
OG0001649	Prai.g_01254	Prah.g_01020
OG0001702	Prai.g_00778	Prah.g_02223
OG0001718	Prai.g_00043	Prah.g_00094
OG0001720	Prai.g_01432	Prah.g_00118
OG0001798	Prai.g_00591	Prah.g_01453
OG0001804	Prai.g_00949	Prah.g_00845
OG0001872	Prai.g_00427	Prah.g_00612
OG0001873	Prai.g_00425	Prah.g_00745
OG0001910	Prai.g_01582	Prah.g_00447
OG0001973	Prai.g_01927	Prah.g_02592
