Orthogroup	Syac	Prap
OG0001179	Syac.g_02112	Prap.g_01660
OG0001180	Syac.g_02087	Prap.g_01636
OG0001181	Syac.g_02083	Prap.g_01632
OG0001182	Syac.g_02074	Prap.g_01624
OG0001183	Syac.g_02070	Prap.g_01619
OG0001184	Syac.g_00186	Prap.g_01601
OG0001185	Syac.g_00162	Prap.g_01585
OG0001186	Syac.g_00082	Prap.g_01561
OG0001187	Syac.g_00085	Prap.g_01558
OG0001188	Syac.g_00076	Prap.g_01556
OG0001189	Syac.g_00054	Prap.g_01540
OG0001190	Syac.g_02353	Prap.g_01535
OG0001191	Syac.g_02368	Prap.g_01525
OG0001192	Syac.g_02374	Prap.g_01520
OG0001193	Syac.g_02406	Prap.g_01508
OG0001194	Syac.g_02408	Prap.g_01507
OG0001195	Syac.g_02409	Prap.g_01506
OG0001196	Syac.g_02477	Prap.g_01490
OG0001197	Syac.g_02479	Prap.g_01488
OG0001198	Syac.g_02491	Prap.g_01868
OG0001199	Syac.g_00445	Prap.g_00876
OG0001201	Syac.g_00395	Prap.g_01068
OG0001202	Syac.g_02285	Prap.g_00970
OG0001203	Syac.g_01967	Prap.g_01474
OG0001204	Syac.g_02200	Prap.g_01468
OG0001205	Syac.g_00706	Prap.g_01321
OG0001206	Syac.g_01715	Prap.g_01301
OG0001207	Syac.g_01915	Prap.g_01290
OG0001208	Syac.g_01902	Prap.g_01285
OG0001209	Syac.g_01833	Prap.g_01234
OG0001210	Syac.g_01826	Prap.g_01229
OG0001211	Syac.g_01809	Prap.g_01219
OG0001212	Syac.g_01751	Prap.g_01172
OG0001213	Syac.g_00968	Prap.g_01137
OG0001214	Syac.g_00981	Prap.g_00390
OG0001215	Syac.g_00919	Prap.g_00810
OG0001216	Syac.g_01285	Prap.g_00789
OG0001217	Syac.g_01043	Prap.g_00036
OG0001218	Syac.g_01679	Prap.g_00519
OG0001220	Syac.g_00813	Prap.g_00727
OG0001221	Syac.g_01379	Prap.g_00847
OG0001223	Syac.g_01215	Prap.g_00275
OG0001224	Syac.g_00880	Prap.g_00704
OG0001225	Syac.g_00882	Prap.g_00706
OG0001226	Syac.g_01026	Prap.g_01129
OG0001227	Syac.g_02387	Prap.g_00504
OG0001228	Syac.g_00700	Prap.g_00406
OG0001229	Syac.g_00906	Prap.g_00518
OG0001230	Syac.g_01621	Prap.g_00114
OG0001231	Syac.g_00017	Prap.g_01344
OG0001233	Syac.g_00660	Prap.g_01735
OG0001234	Syac.g_02173	Prap.g_01698
OG0001235	Syac.g_02147	Prap.g_01694
OG0001236	Syac.g_00189	Prap.g_01604
OG0001237	Syac.g_00184	Prap.g_01600
OG0001238	Syac.g_02369	Prap.g_01524
OG0001240	Syac.g_00411	Prap.g_01085
OG0001241	Syac.g_00402	Prap.g_01075
OG0001242	Syac.g_00370	Prap.g_01055
OG0001243	Syac.g_00363	Prap.g_01048
OG0001244	Syac.g_00333	Prap.g_01033
OG0001245	Syac.g_01064	Prap.g_00495
OG0001247	Syac.g_01303	Prap.g_00817
OG0001248	Syac.g_01306	Prap.g_00815
OG0001249	Syac.g_02029	Prap.g_01375
OG0001250	Syac.g_00838	Prap.g_00740
OG0001251	Syac.g_02415	Prap.g_00659
OG0001252	Syac.g_00874	Prap.g_00699
OG0001253	Syac.g_01063	Prap.g_01126
OG0001254	Syac.g_01465	Prap.g_01881
OG0001255	Syac.g_01957	Prap.g_00474
OG0001256	Syac.g_00563	Prap.g_00210
OG0001258	Syac.g_00553	Prap.g_01783
OG0001259	Syac.g_00662	Prap.g_01737
OG0001260	Syac.g_00640	Prap.g_01720
OG0001263	Syac.g_00360	Prap.g_01046
OG0001265	Syac.g_00372	Prap.g_01056
OG0001266	Syac.g_02289	Prap.g_00966
OG0001267	Syac.g_02253	Prap.g_01430
OG0001268	Syac.g_02014	Prap.g_01367
OG0001269	Syac.g_01960	Prap.g_00728
OG0001270	Syac.g_00690	Prap.g_01332
OG0001271	Syac.g_01703	Prap.g_01295
OG0001272	Syac.g_01898	Prap.g_01281
OG0001273	Syac.g_00974	Prap.g_00396
OG0001274	Syac.g_02323	Prap.g_00942
OG0001275	Syac.g_01228	Prap.g_00285
OG0001276	Syac.g_01244	Prap.g_00299
OG0001277	Syac.g_02463	Prap.g_01502
OG0001278	Syac.g_01517	Prap.g_00402
OG0001279	Syac.g_01605	Prap.g_00610
OG0001280	Syac.g_00731	Prap.g_00560
OG0001281	Syac.g_00721	Prap.g_00566
OG0001282	Syac.g_01917	Prap.g_00060
OG0001283	Syac.g_02472	Prap.g_01493
OG0001284	Syac.g_00586	Prap.g_00196
OG0001285	Syac.g_01060	Prap.g_01752
OG0001286	Syac.g_02089	Prap.g_01638
OG0001287	Syac.g_00154	Prap.g_01578
OG0001288	Syac.g_00141	Prap.g_01568
OG0001289	Syac.g_00426	Prap.g_01091
OG0001291	Syac.g_00349	Prap.g_01038
OG0001292	Syac.g_02205	Prap.g_01463
OG0001293	Syac.g_02226	Prap.g_01450
OG0001295	Syac.g_01824	Prap.g_01919
OG0001296	Syac.g_01870	Prap.g_01258
OG0001297	Syac.g_01866	Prap.g_01253
OG0001298	Syac.g_01774	Prap.g_01192
OG0001299	Syac.g_01417	Prap.g_00359
OG0001300	Syac.g_00910	Prap.g_00806
OG0001301	Syac.g_00897	Prap.g_00801
OG0001302	Syac.g_01012	Prap.g_00688
OG0001303	Syac.g_01137	Prap.g_01817
OG0001304	Syac.g_01257	Prap.g_00312
OG0001305	Syac.g_00890	Prap.g_00712
OG0001306	Syac.g_00749	Prap.g_00471
OG0001307	Syac.g_02156	Prap.g_01927
OG0001309	Syac.g_01860	Prap.g_00238
OG0001310	Syac.g_00528	Prap.g_01766
OG0001311	Syac.g_01246	Prap.g_00301
OG0001312	Syac.g_01147	Prap.g_00676
OG0001314	Syac.g_00809, Syac.g_00460	Prap.g_00644
OG0001315	Syac.g_02072	Prap.g_00509
OG0001316	Syac.g_00342	Prap.g_01034
OG0001317	Syac.g_01971	Prap.g_01478
OG0001318	Syac.g_02218	Prap.g_01454
OG0001319	Syac.g_02242	Prap.g_01437
OG0001321	Syac.g_00712	Prap.g_01315
OG0001322	Syac.g_00713	Prap.g_01314
OG0001323	Syac.g_01857	Prap.g_01248
OG0001324	Syac.g_00909	Prap.g_00805
OG0001325	Syac.g_01281	Prap.g_00342
OG0001328	Syac.g_01385	Prap.g_00542
OG0001329	Syac.g_01007	Prap.g_01820
OG0001330	Syac.g_00738	Prap.g_00227
OG0001332	Syac.g_00625	Prap.g_00167
OG0001333	Syac.g_00666	Prap.g_01741
OG0001334	Syac.g_02061	Prap.g_01616
OG0001335	Syac.g_02060	Prap.g_01615
OG0001337	Syac.g_02064, Syac.g_02040	Prap.g_01380
OG0001338	Syac.g_02048, Syac.g_02022, Syac.g_00474, Syac.g_02037	Prap.g_01377
OG0001339	Syac.g_00400	Prap.g_01073
OG0001340	Syac.g_02039	Prap.g_01379
OG0001341	Syac.g_00904	Prap.g_00511
OG0001343	Syac.g_02413	Prap.g_00662
OG0001344	Syac.g_00774	Prap.g_00452
OG0001345	Syac.g_00803	Prap.g_00436
OG0001346	Syac.g_00728	Prap.g_00562
OG0001348	Syac.g_00857	Prap.g_01921
OG0001349	Syac.g_00504	Prap.g_00083
OG0001352	Syac.g_01842	Prap.g_00821
OG0001353	Syac.g_00850	Prap.g_00750
OG0001354	Syac.g_01201	Prap.g_00267
OG0001355	Syac.g_01823	Prap.g_00321
OG0001359	Syac.g_02412	Prap.g_00661
OG0001362	Syac.g_01649	Prap.g_00135
OG0001363	Syac.g_01651	Prap.g_00137
OG0001364	Syac.g_00204	Prap.g_01613
OG0001370	Syac.g_02438, Syac.g_01294	Prap.g_01304
OG0001372	Syac.g_01845	Prap.g_01128
OG0001375	Syac.g_02414	Prap.g_00663
OG0001379	Syac.g_00736	Prap.g_00555
OG0001380	Syac.g_01589	Prap.g_00521
OG0001381	Syac.g_02162	Prap.g_00481
OG0001382	Syac.g_00148	Prap.g_00524
OG0001394	Syac.g_01373	Prap.g_00843
OG0001398	Syac.g_01120	Prap.g_01896
OG0001401	Syac.g_00844, Syac.g_00845	Prap.g_00745
OG0001402	Syac.g_00957	Prap.g_01143
OG0001403	Syac.g_00033	Prap.g_00924
OG0001404	Syac.g_00451	Prap.g_00882
OG0001407	Syac.g_01841	Prap.g_00528
OG0001410	Syac.g_02155	Prap.g_01926
OG0001411	Syac.g_00180	Prap.g_00889
OG0001414	Syac.g_02161	Prap.g_01483
OG0001419	Syac.g_01840	Prap.g_00527
OG0001423	Syac.g_00457	Prap.g_00633
OG0001425	Syac.g_02373	Prap.g_01521
OG0001428	Syac.g_00301	Prap.g_00998
OG0001430	Syac.g_02345	Prap.g_00520
OG0001434	Syac.g_01368	Prap.g_00838
OG0001435	Syac.g_01399	Prap.g_00862
OG0001443	Syac.g_02382	Prap.g_00517
OG0001446	Syac.g_01293	Prap.g_00025
OG0001448	Syac.g_01094	Prap.g_01311
OG0001461	Syac.g_02168	Prap.g_00898
OG0001465	Syac.g_01299	Prap.g_00794
OG0001468	Syac.g_01014	Prap.g_00671
OG0001476	Syac.g_00782	Prap.g_00449
OG0001477	Syac.g_00900	Prap.g_00587
OG0001481	Syac.g_01260	Prap.g_00541
OG0001487	Syac.g_01678	Prap.g_00161
OG0001488	Syac.g_00791	Prap.g_00443
OG0001489	Syac.g_02078	Prap.g_01627
OG0001496	Syac.g_00902	Prap.g_00589
OG0001497	Syac.g_00901	Prap.g_00588
OG0001498	Syac.g_01987	Prap.g_01348
OG0001505	Syac.g_00105	Prap.g_00003
OG0001510	Syac.g_00150	Prap.g_01574
OG0001511	Syac.g_00387	Prap.g_01064
OG0001512	Syac.g_01966	Prap.g_00513
OG0001514	Syac.g_00903	Prap.g_00590
OG0001515	Syac.g_00914	Prap.g_00808
OG0001516	Syac.g_01420	Prap.g_00362
OG0001517	Syac.g_02019	Prap.g_01371
OG0001518	Syac.g_02371	Prap.g_01522
OG0001519	Syac.g_02384	Prap.g_01517
OG0001522	Syac.g_00849	Prap.g_00749
OG0001527	Syac.g_01794	Prap.g_01206
OG0001529	Syac.g_00047	Prap.g_00914
OG0001530	Syac.g_00389	Prap.g_01065
OG0001531	Syac.g_01965	Prap.g_01473
OG0001532	Syac.g_01487	Prap.g_00425
OG0001534	Syac.g_01258	Prap.g_00313
OG0001535	Syac.g_01242	Prap.g_00297
OG0001536	Syac.g_01177	Prap.g_00253
OG0001537	Syac.g_01378	Prap.g_00846
OG0001538	Syac.g_01336	Prap.g_00778
OG0001539	Syac.g_01403	Prap.g_00868
OG0001540	Syac.g_00358	Prap.g_01044
OG0001541	Syac.g_02256	Prap.g_00990
OG0001542	Syac.g_02265	Prap.g_00984
OG0001543	Syac.g_02307	Prap.g_00547
OG0001544	Syac.g_02383	Prap.g_01518
OG0001545	Syac.g_02462	Prap.g_01503
OG0001557	Syac.g_01372	Prap.g_00842
OG0001559	Syac.g_00390	Prap.g_01066
OG0001560	Syac.g_00403	Prap.g_01077
OG0001561	Syac.g_01248	Prap.g_00303
OG0001562	Syac.g_01234	Prap.g_00290
OG0001563	Syac.g_02095	Prap.g_01643
OG0001564	Syac.g_02430	Prap.g_00895
OG0001572	Syac.g_01584	Prap.g_00609
OG0001574	Syac.g_01796	Prap.g_01208
OG0001575	Syac.g_01791	Prap.g_01203
OG0001576	Syac.g_01729	Prap.g_00575
OG0001577	Syac.g_00765	Prap.g_00461
OG0001579	Syac.g_02054, Syac.g_02049	Prap.g_01382
OG0001580	Syac.g_02341	Prap.g_00907
OG0001588	Syac.g_00200	Prap.g_01341
OG0001589	Syac.g_00657	Prap.g_01733
OG0001591	Syac.g_01409	Prap.g_00829
OG0001592	Syac.g_02342	Prap.g_00908
OG0001614	Syac.g_00164	Prap.g_01586
OG0001616	Syac.g_01472	Prap.g_00433
OG0001617	Syac.g_00907	Prap.g_00804
OG0001619	Syac.g_01164	Prap.g_00246
OG0001620	Syac.g_02007	Prap.g_01363
OG0001621	Syac.g_02215	Prap.g_01458
OG0001622	Syac.g_02471	Prap.g_01494
OG0001636	Syac.g_00038	Prap.g_00920
OG0001639	Syac.g_00622	Prap.g_00170
OG0001640	Syac.g_00868	Prap.g_00696
OG0001641	Syac.g_01219	Prap.g_00278
OG0001643	Syac.g_00984	Prap.g_00387
OG0001644	Syac.g_01266	Prap.g_00332
OG0001654	Syac.g_00624	Prap.g_00168
OG0001656	Syac.g_02050	Prap.g_01383
OG0001657	Syac.g_00319	Prap.g_01015
OG0001658	Syac.g_02352	Prap.g_00912
OG0001659	Syac.g_01478	Prap.g_01916
OG0001676	Syac.g_02051	Prap.g_01381
OG0001678	Syac.g_02188	Prap.g_01711
OG0001679	Syac.g_01788	Prap.g_01376
OG0001691	Syac.g_00950	Prap.g_00694
OG0001693	Syac.g_00885	Prap.g_01835
OG0001717	Syac.g_00306	Prap.g_00594
OG0001747	Syac.g_00337	Prap.g_01340
OG0001758	Syac.g_01440	Prap.g_01801
OG0001769	Syac.g_00998	Prap.g_00508
OG0001770	Syac.g_01454	Prap.g_01864
OG0001771	Syac.g_00851	Prap.g_01852
OG0001795	Syac.g_01443	Prap.g_01812, Prap.g_00673
OG0001807	Syac.g_00208	Prap.g_00896
OG0001842	Syac.g_00630	Prap.g_00022
OG0001875	Syac.g_01439	Prap.g_01802
OG0001876	Syac.g_01438	Prap.g_01803
OG0001916	Syac.g_01887	Prap.g_01271
OG0001917	Syac.g_01243	Prap.g_00298
OG0001923	Syac.g_00128	Prap.g_00096
OG0001930	Syac.g_00629	Prap.g_00023
OG0001931	Syac.g_00628	Prap.g_00024
OG0001965	Syac.g_01011	Prap.g_01845
OG0002106	Syac.g_02391	Prap.g_00533
OG0002340	Syac.g_02299	Prap.g_00960
