Orthogroup	Syac	Prbd
OG0001138	Syac.g_01486	Prbd.g_00494
OG0001139	Syac.g_01488	Prbd.g_00495
OG0001140	Syac.g_01489	Prbd.g_00496
OG0001141	Syac.g_01490	Prbd.g_00497
OG0001142	Syac.g_01491	Prbd.g_00498
OG0001143	Syac.g_01499	Prbd.g_00505
OG0001144	Syac.g_01508	Prbd.g_00510
OG0001145	Syac.g_00740	Prbd.g_01809
OG0001146	Syac.g_00722	Prbd.g_01797
OG0001147	Syac.g_01689	Prbd.g_01778
OG0001148	Syac.g_01918	Prbd.g_01762
OG0001149	Syac.g_01919	Prbd.g_01761
OG0001150	Syac.g_01920	Prbd.g_01760
OG0001151	Syac.g_01932	Prbd.g_01749
OG0001152	Syac.g_01933	Prbd.g_01748
OG0001153	Syac.g_01670	Prbd.g_01657
OG0001154	Syac.g_01671	Prbd.g_01656
OG0001155	Syac.g_00621	Prbd.g_01644
OG0001156	Syac.g_00618	Prbd.g_01641
OG0001157	Syac.g_00617	Prbd.g_01640
OG0001158	Syac.g_00616	Prbd.g_01639
OG0001159	Syac.g_00615	Prbd.g_01638
OG0001160	Syac.g_00570	Prbd.g_01613
OG0001161	Syac.g_02385	Prbd.g_01600
OG0001162	Syac.g_01307	Prbd.g_01589
OG0001163	Syac.g_00562	Prbd.g_01533
OG0001164	Syac.g_00556	Prbd.g_01529
OG0001165	Syac.g_00551	Prbd.g_01526
OG0001166	Syac.g_00520	Prbd.g_01506
OG0001167	Syac.g_00667	Prbd.g_01489
OG0001168	Syac.g_00665	Prbd.g_01487
OG0001169	Syac.g_00663	Prbd.g_01485
OG0001170	Syac.g_00661	Prbd.g_01483
OG0001171	Syac.g_00650	Prbd.g_01473
OG0001172	Syac.g_02187	Prbd.g_01460
OG0001173	Syac.g_02186	Prbd.g_01459
OG0001174	Syac.g_02178	Prbd.g_01451
OG0001175	Syac.g_02177	Prbd.g_01450
OG0001176	Syac.g_02141	Prbd.g_01443
OG0001177	Syac.g_02143	Prbd.g_01440
OG0001178	Syac.g_00539	Prbd.g_01435
OG0001179	Syac.g_02112	Prbd.g_01407
OG0001180	Syac.g_02087	Prbd.g_01385
OG0001181	Syac.g_02083	Prbd.g_01381
OG0001182	Syac.g_02074	Prbd.g_01374
OG0001183	Syac.g_02070	Prbd.g_01370
OG0001184	Syac.g_00186	Prbd.g_01354
OG0001185	Syac.g_00162	Prbd.g_01340
OG0001186	Syac.g_00082	Prbd.g_01316
OG0001187	Syac.g_00085	Prbd.g_01311
OG0001188	Syac.g_00076	Prbd.g_01309
OG0001189	Syac.g_00054	Prbd.g_01292
OG0001190	Syac.g_02353	Prbd.g_01288
OG0001191	Syac.g_02368	Prbd.g_01278
OG0001192	Syac.g_02374	Prbd.g_01274
OG0001193	Syac.g_02406	Prbd.g_01264
OG0001194	Syac.g_02408	Prbd.g_01263
OG0001195	Syac.g_02409	Prbd.g_01262
OG0001196	Syac.g_02477	Prbd.g_01249
OG0001197	Syac.g_02479	Prbd.g_01248
OG0001198	Syac.g_02491	Prbd.g_01240
OG0001199	Syac.g_00445	Prbd.g_01170
OG0001200	Syac.g_00443	Prbd.g_01168
OG0001201	Syac.g_00395	Prbd.g_01136
OG0001202	Syac.g_02285	Prbd.g_01041
OG0001203	Syac.g_01967	Prbd.g_01001
OG0001204	Syac.g_02200	Prbd.g_00996
OG0001205	Syac.g_00706	Prbd.g_00797
OG0001206	Syac.g_01715	Prbd.g_00780
OG0001207	Syac.g_01915	Prbd.g_00765
OG0001208	Syac.g_01902	Prbd.g_00760
OG0001209	Syac.g_01833	Prbd.g_00707
OG0001210	Syac.g_01826	Prbd.g_00702
OG0001211	Syac.g_01809	Prbd.g_00692
OG0001212	Syac.g_01751	Prbd.g_00648
OG0001213	Syac.g_00968	Prbd.g_00615
OG0001214	Syac.g_00981	Prbd.g_00607
OG0001215	Syac.g_00919	Prbd.g_00554
OG0001216	Syac.g_01285	Prbd.g_00009
OG0001217	Syac.g_01043	Prbd.g_00049
OG0001218	Syac.g_01679	Prbd.g_00056
OG0001220	Syac.g_00813	Prbd.g_00154
OG0001221	Syac.g_01379	Prbd.g_00217
OG0001223	Syac.g_01215	Prbd.g_00282
OG0001224	Syac.g_00880	Prbd.g_00336
OG0001225	Syac.g_00882	Prbd.g_00338
OG0001226	Syac.g_01026	Prbd.g_00364
OG0001227	Syac.g_02387	Prbd.g_00383
OG0001228	Syac.g_00700	Prbd.g_00513
OG0001229	Syac.g_00906	Prbd.g_01766
OG0001230	Syac.g_01621	Prbd.g_01697
OG0001231	Syac.g_00017	Prbd.g_01591
OG0001232	Syac.g_00509	Prbd.g_01502
OG0001233	Syac.g_00660	Prbd.g_01482
OG0001234	Syac.g_02173	Prbd.g_01448
OG0001235	Syac.g_02147	Prbd.g_01438
OG0001236	Syac.g_00189	Prbd.g_01357
OG0001237	Syac.g_00184	Prbd.g_01353
OG0001238	Syac.g_02369	Prbd.g_01277
OG0001240	Syac.g_00411	Prbd.g_01151
OG0001241	Syac.g_00402	Prbd.g_01143
OG0001242	Syac.g_00370	Prbd.g_01124
OG0001243	Syac.g_00363	Prbd.g_01118
OG0001244	Syac.g_00333	Prbd.g_01101
OG0001245	Syac.g_01064	Prbd.g_00858
OG0001246	Syac.g_01876	Prbd.g_00738
OG0001247	Syac.g_01303	Prbd.g_00561
OG0001248	Syac.g_01306	Prbd.g_00559
OG0001249	Syac.g_02029	Prbd.g_00080
OG0001250	Syac.g_00838	Prbd.g_00143
OG0001251	Syac.g_02415	Prbd.g_00191
OG0001252	Syac.g_00874	Prbd.g_00331
OG0001253	Syac.g_01063	Prbd.g_00384
OG0001254	Syac.g_01465	Prbd.g_00429
OG0001255	Syac.g_01957	Prbd.g_00452
OG0001256	Syac.g_00563	Prbd.g_01598
OG0001257	Syac.g_01686	Prbd.g_01592
OG0001258	Syac.g_00553	Prbd.g_01528
OG0001259	Syac.g_00662	Prbd.g_01484
OG0001260	Syac.g_00640	Prbd.g_01467
OG0001262	Syac.g_00056	Prbd.g_01294
OG0001263	Syac.g_00360	Prbd.g_01115
OG0001265	Syac.g_00372	Prbd.g_01125
OG0001266	Syac.g_02289	Prbd.g_01037
OG0001267	Syac.g_02253	Prbd.g_00959
OG0001268	Syac.g_02014	Prbd.g_00900
OG0001269	Syac.g_01960	Prbd.g_00880
OG0001270	Syac.g_00690	Prbd.g_00808
OG0001271	Syac.g_01703	Prbd.g_00770
OG0001272	Syac.g_01898	Prbd.g_00756
OG0001273	Syac.g_00974	Prbd.g_00613
OG0001274	Syac.g_02323	Prbd.g_00541
OG0001275	Syac.g_01228	Prbd.g_00292
OG0001276	Syac.g_01244	Prbd.g_00315
OG0001277	Syac.g_02463	Prbd.g_00372
OG0001278	Syac.g_01517	Prbd.g_00518
OG0001279	Syac.g_01605	Prbd.g_01893
OG0001280	Syac.g_00731	Prbd.g_01802
OG0001281	Syac.g_00721	Prbd.g_01796
OG0001282	Syac.g_01917	Prbd.g_01763
OG0001283	Syac.g_02472	Prbd.g_01744
OG0001284	Syac.g_00586	Prbd.g_01618, Prbd.g_01619
OG0001285	Syac.g_01060	Prbd.g_01499
OG0001286	Syac.g_02089	Prbd.g_01387
OG0001287	Syac.g_00154	Prbd.g_01333
OG0001288	Syac.g_00141	Prbd.g_01324
OG0001289	Syac.g_00426	Prbd.g_01157
OG0001291	Syac.g_00349	Prbd.g_01108
OG0001292	Syac.g_02205	Prbd.g_00991
OG0001293	Syac.g_02226	Prbd.g_00978
OG0001294	Syac.g_01411	Prbd.g_00860
OG0001295	Syac.g_01824	Prbd.g_00775
OG0001296	Syac.g_01870	Prbd.g_00733
OG0001297	Syac.g_01866	Prbd.g_00728
OG0001298	Syac.g_01774	Prbd.g_00666
OG0001299	Syac.g_01417	Prbd.g_00578
OG0001300	Syac.g_00910	Prbd.g_00551
OG0001301	Syac.g_00897	Prbd.g_00548
OG0001302	Syac.g_01012	Prbd.g_00089
OG0001303	Syac.g_01137	Prbd.g_00296
OG0001304	Syac.g_01257	Prbd.g_00325
OG0001305	Syac.g_00890	Prbd.g_00344
OG0001306	Syac.g_00749	Prbd.g_00454
OG0001307	Syac.g_02156	Prbd.g_01781
OG0001309	Syac.g_01860	Prbd.g_01594
OG0001310	Syac.g_00528	Prbd.g_01513
OG0001311	Syac.g_01246	Prbd.g_00317
OG0001312	Syac.g_01147	Prbd.g_00245
OG0001314	Syac.g_00809, Syac.g_00460	Prbd.g_00039
OG0001315	Syac.g_02072	Prbd.g_01182
OG0001316	Syac.g_00342	Prbd.g_01102
OG0001317	Syac.g_01971	Prbd.g_01005
OG0001318	Syac.g_02218	Prbd.g_00983
OG0001319	Syac.g_02242	Prbd.g_00967
OG0001321	Syac.g_00712	Prbd.g_00791
OG0001322	Syac.g_00713	Prbd.g_00790
OG0001323	Syac.g_01857	Prbd.g_00723
OG0001324	Syac.g_00909	Prbd.g_00550
OG0001325	Syac.g_01281	Prbd.g_00012
OG0001326	Syac.g_02420	Prbd.g_00179
OG0001328	Syac.g_01385	Prbd.g_00382
OG0001329	Syac.g_01007	Prbd.g_00421
OG0001332	Syac.g_00625	Prbd.g_01646
OG0001333	Syac.g_00666	Prbd.g_01488
OG0001334	Syac.g_02061	Prbd.g_01367
OG0001335	Syac.g_02060	Prbd.g_01366
OG0001336	Syac.g_02473	Prbd.g_01252
OG0001339	Syac.g_00400	Prbd.g_01141
OG0001340	Syac.g_02039	Prbd.g_00911
OG0001341	Syac.g_00904	Prbd.g_00047
OG0001343	Syac.g_02413	Prbd.g_00188
OG0001344	Syac.g_00774	Prbd.g_00472
OG0001345	Syac.g_00803	Prbd.g_00487
OG0001346	Syac.g_00728	Prbd.g_01800
OG0001347	Syac.g_00123	Prbd.g_01815
OG0001348	Syac.g_00857	Prbd.g_01570
OG0001349	Syac.g_00504	Prbd.g_01719
OG0001352	Syac.g_01842	Prbd.g_00564
OG0001353	Syac.g_00850	Prbd.g_00134
OG0001354	Syac.g_01201	Prbd.g_00274
OG0001358	Syac.g_00952	Prbd.g_00624
OG0001359	Syac.g_02412	Prbd.g_00189
OG0001360	Syac.g_00805	Prbd.g_00385
OG0001361	Syac.g_00800	Prbd.g_00484
OG0001362	Syac.g_01649	Prbd.g_01675
OG0001363	Syac.g_01651	Prbd.g_01673
OG0001364	Syac.g_00204	Prbd.g_01364
OG0001372	Syac.g_01845	Prbd.g_00055
OG0001373	Syac.g_02419	Prbd.g_00178
OG0001374	Syac.g_02427	Prbd.g_00186
OG0001375	Syac.g_02414	Prbd.g_00187
OG0001376	Syac.g_02376	Prbd.g_00350
OG0001377	Syac.g_02375	Prbd.g_00351
OG0001378	Syac.g_00689	Prbd.g_00394
OG0001379	Syac.g_00736	Prbd.g_01807
OG0001380	Syac.g_01589	Prbd.g_01776
OG0001381	Syac.g_02162	Prbd.g_01770
OG0001382	Syac.g_00148	Prbd.g_01578
OG0001385	Syac.g_02416	Prbd.g_00175
OG0001386	Syac.g_02417	Prbd.g_00176
OG0001387	Syac.g_02418	Prbd.g_00177
OG0001388	Syac.g_02421	Prbd.g_00180
OG0001389	Syac.g_02422	Prbd.g_00181
OG0001390	Syac.g_02423	Prbd.g_00182
OG0001391	Syac.g_02424	Prbd.g_00183
OG0001392	Syac.g_02425	Prbd.g_00184
OG0001393	Syac.g_02426	Prbd.g_00185
OG0001394	Syac.g_01373	Prbd.g_00221
OG0001395	Syac.g_01262	Prbd.g_00327
OG0001396	Syac.g_00229	Prbd.g_01814
OG0001398	Syac.g_01120	Prbd.g_01565
OG0001402	Syac.g_00957	Prbd.g_00063
OG0001403	Syac.g_00033	Prbd.g_01207
OG0001404	Syac.g_00451	Prbd.g_01176
OG0001405	Syac.g_02058	Prbd.g_00913
OG0001406	Syac.g_02377	Prbd.g_00349
OG0001407	Syac.g_01841	Prbd.g_00362
OG0001408	Syac.g_01530	Prbd.g_00367
OG0001410	Syac.g_02155	Prbd.g_01780
OG0001411	Syac.g_00180	Prbd.g_01732
OG0001412	Syac.g_00122	Prbd.g_01816
OG0001413	Syac.g_01019	Prbd.g_01603
OG0001414	Syac.g_02161	Prbd.g_01010
OG0001416	Syac.g_00724	Prbd.g_00783
OG0001417	Syac.g_01200	Prbd.g_00773
OG0001419	Syac.g_01840	Prbd.g_00363
OG0001420	Syac.g_01847	Prbd.g_00403
OG0001423	Syac.g_00457	Prbd.g_00832
OG0001428	Syac.g_00301	Prbd.g_01068
OG0001432	Syac.g_01572	Prbd.g_01605
OG0001434	Syac.g_01368	Prbd.g_00225
OG0001435	Syac.g_01399	Prbd.g_00202
OG0001438	Syac.g_00280	Prbd.g_00946
OG0001439	Syac.g_00250	Prbd.g_00932
OG0001442	Syac.g_01358	Prbd.g_00037
OG0001446	Syac.g_01293	Prbd.g_01165
OG0001447	Syac.g_00362	Prbd.g_01117
OG0001448	Syac.g_01094	Prbd.g_00872
OG0001449	Syac.g_02197	Prbd.g_00841
OG0001452	Syac.g_02214	Prbd.g_00193
OG0001456	Syac.g_02434	Prbd.g_00445
OG0001457	Syac.g_02435	Prbd.g_00446
OG0001458	Syac.g_02436	Prbd.g_00447
OG0001459	Syac.g_01445	Prbd.g_01879
OG0001461	Syac.g_02168	Prbd.g_00823
OG0001462	Syac.g_00039	Prbd.g_01203
OG0001465	Syac.g_01299	Prbd.g_00542
OG0001468	Syac.g_01014	Prbd.g_00354
OG0001471	Syac.g_00257	Prbd.g_01602
OG0001473	Syac.g_01010	Prbd.g_01315
OG0001474	Syac.g_02013	Prbd.g_00899
OG0001479	Syac.g_02016	Prbd.g_00902
OG0001480	Syac.g_00812	Prbd.g_00870
OG0001481	Syac.g_01260	Prbd.g_00865
OG0001482	Syac.g_01210	Prbd.g_00785
OG0001492	Syac.g_01514	Prbd.g_00515
OG0001493	Syac.g_01522	Prbd.g_00523
OG0001495	Syac.g_02144	Prbd.g_01441
OG0001499	Syac.g_01441	Prbd.g_01183
OG0001502	Syac.g_00818	Prbd.g_00072
OG0001504	Syac.g_01446	Prbd.g_01878
OG0001520	Syac.g_01787	Prbd.g_00846
OG0001522	Syac.g_00849	Prbd.g_00135
OG0001546	Syac.g_01853	Prbd.g_00718
OG0001547	Syac.g_01122	Prbd.g_00074
OG0001548	Syac.g_01030	Prbd.g_00078
OG0001551	Syac.g_00861	Prbd.g_00444
OG0001567	Syac.g_01121	Prbd.g_00073
OG0001568	Syac.g_01124	Prbd.g_00075
OG0001570	Syac.g_01108	Prbd.g_00405
OG0001572	Syac.g_01584	Prbd.g_00003
OG0001585	Syac.g_01072	Prbd.g_01889
OG0001602	Syac.g_01300	Prbd.g_00543
OG0001625	Syac.g_02220	Prbd.g_00981
OG0001635	Syac.g_00137	Prbd.g_01545
OG0001647	Syac.g_02244	Prbd.g_00966
OG0001666	Syac.g_01452	Prbd.g_01880
OG0001667	Syac.g_00472	Prbd.g_01857
OG0001695	Syac.g_02457	Prbd.g_01854
OG0001718	Syac.g_00465	Prbd.g_00876
OG0001740	Syac.g_02459	Prbd.g_01853
OG0001928	Syac.g_01599, Syac.g_01598, Syac.g_01600	Prbd.g_00814
OG0001990	Syac.g_02460	Prbd.g_00438
OG0002020	Syac.g_02453	Prbd.g_01852
OG0002021	Syac.g_02451	Prbd.g_01850
OG0002022	Syac.g_02449	Prbd.g_01849
OG0002023	Syac.g_02448	Prbd.g_01848
OG0002024	Syac.g_02441	Prbd.g_01844
OG0002054	Syac.g_02440	Prbd.g_01843
OG0002055	Syac.g_02443	Prbd.g_01846
OG0002108	Syac.g_01596	Prbd.g_00530
OG0002131	Syac.g_02452	Prbd.g_01851
OG0002132	Syac.g_02444	Prbd.g_01847
OG0002133	Syac.g_02442	Prbd.g_01845
OG0002178	Syac.g_02446	Prbd.g_01841
OG0002249	Syac.g_01534	Prbd.g_00820
OG0002291	Syac.g_02263	Prbd.g_01899
