Orthogroup	Syac	Prba
OG0001183	Syac.g_02070	Prba.g_01060
OG0001184	Syac.g_00186	Prba.g_01076
OG0001185	Syac.g_00162	Prba.g_00762
OG0001186	Syac.g_00082	Prba.g_00786
OG0001187	Syac.g_00085	Prba.g_00790
OG0001188	Syac.g_00076	Prba.g_00793
OG0001189	Syac.g_00054	Prba.g_00810
OG0001190	Syac.g_02353	Prba.g_00814
OG0001191	Syac.g_02368	Prba.g_00824
OG0001192	Syac.g_02374	Prba.g_00829
OG0001193	Syac.g_02406	Prba.g_00839
OG0001194	Syac.g_02408	Prba.g_00840
OG0001195	Syac.g_02409	Prba.g_00841
OG0001196	Syac.g_02477	Prba.g_01782
OG0001197	Syac.g_02479	Prba.g_01783
OG0001198	Syac.g_02491	Prba.g_01790
OG0001199	Syac.g_00445	Prba.g_01862
OG0001200	Syac.g_00443	Prba.g_01864
OG0001201	Syac.g_00395	Prba.g_01896
OG0001202	Syac.g_02285	Prba.g_00655
OG0001203	Syac.g_01967	Prba.g_00457
OG0001204	Syac.g_02200	Prba.g_00462
OG0001205	Syac.g_00706	Prba.g_01016
OG0001206	Syac.g_01715	Prba.g_00999
OG0001207	Syac.g_01915	Prba.g_00984
OG0001208	Syac.g_01902	Prba.g_00979
OG0001209	Syac.g_01833	Prba.g_00926
OG0001210	Syac.g_01826	Prba.g_01775
OG0001211	Syac.g_01809	Prba.g_01765
OG0001212	Syac.g_01751	Prba.g_01721
OG0001213	Syac.g_00968	Prba.g_01688
OG0001214	Syac.g_00981	Prba.g_01680
OG0001215	Syac.g_00919	Prba.g_01627
OG0001216	Syac.g_01285	Prba.g_01592
OG0001217	Syac.g_01043	Prba.g_01554
OG0001218	Syac.g_01679	Prba.g_01547
OG0001220	Syac.g_00813	Prba.g_01447
OG0001221	Syac.g_01379	Prba.g_01384
OG0001223	Syac.g_01215	Prba.g_01319
OG0001224	Syac.g_00880	Prba.g_01268
OG0001225	Syac.g_00882	Prba.g_01266
OG0001226	Syac.g_01026	Prba.g_01240
OG0001227	Syac.g_02387	Prba.g_01222
OG0001228	Syac.g_00700	Prba.g_00018
OG0001229	Syac.g_00906	Prba.g_00198
OG0001230	Syac.g_01621	Prba.g_00105
OG0001231	Syac.g_00017	Prba.g_00291
OG0001232	Syac.g_00509	Prba.g_00597
OG0001233	Syac.g_00660	Prba.g_00577
OG0001234	Syac.g_02173	Prba.g_00372
OG0001235	Syac.g_02147	Prba.g_00382
OG0001236	Syac.g_00189	Prba.g_01073
OG0001237	Syac.g_00184	Prba.g_01077
OG0001238	Syac.g_02369	Prba.g_00825
OG0001240	Syac.g_00411	Prba.g_01881
OG0001241	Syac.g_00402	Prba.g_01889
OG0001242	Syac.g_00370	Prba.g_01907
OG0001243	Syac.g_00363	Prba.g_01913
OG0001244	Syac.g_00333	Prba.g_01929
OG0001245	Syac.g_01064	Prba.g_00874
OG0001246	Syac.g_01876	Prba.g_00957
OG0001247	Syac.g_01303	Prba.g_01634
OG0001248	Syac.g_01306	Prba.g_01632
OG0001249	Syac.g_02029	Prba.g_01521
OG0001250	Syac.g_00838	Prba.g_01458
OG0001251	Syac.g_02415	Prba.g_01410
OG0001252	Syac.g_00874	Prba.g_01273
OG0001253	Syac.g_01063	Prba.g_01221
OG0001254	Syac.g_01465	Prba.g_00095
OG0001255	Syac.g_01957	Prba.g_00080
OG0001256	Syac.g_00563	Prba.g_00298
OG0001257	Syac.g_01686	Prba.g_00292
OG0001258	Syac.g_00553	Prba.g_00229
OG0001259	Syac.g_00662	Prba.g_00579
OG0001260	Syac.g_00640	Prba.g_00563
OG0001262	Syac.g_00056	Prba.g_00808
OG0001263	Syac.g_00360	Prba.g_01916
OG0001264	Syac.g_01468	Prba.g_01832
OG0001265	Syac.g_00372	Prba.g_01906
OG0001266	Syac.g_02289	Prba.g_00659
OG0001267	Syac.g_02253	Prba.g_00497
OG0001268	Syac.g_02014	Prba.g_00555
OG0001269	Syac.g_01960	Prba.g_00853
OG0001270	Syac.g_00690	Prba.g_01027
OG0001271	Syac.g_01703	Prba.g_00989
OG0001272	Syac.g_01898	Prba.g_00975
OG0001273	Syac.g_00974	Prba.g_01686
OG0001274	Syac.g_02323	Prba.g_01614
OG0001275	Syac.g_01228	Prba.g_01309
OG0001276	Syac.g_01244	Prba.g_01289
OG0001277	Syac.g_02463	Prba.g_01232
OG0001278	Syac.g_01517	Prba.g_00013
OG0001279	Syac.g_01605	Prba.g_01136
OG0001280	Syac.g_00731	Prba.g_01191
OG0001281	Syac.g_00721	Prba.g_01197
OG0001282	Syac.g_01917	Prba.g_00195
OG0001283	Syac.g_02472	Prba.g_00176
OG0001284	Syac.g_00586	Prba.g_00318
OG0001285	Syac.g_01060	Prba.g_00594
OG0001286	Syac.g_02089	Prba.g_00433
OG0001287	Syac.g_00154	Prba.g_00770
OG0001288	Syac.g_00141	Prba.g_00779
OG0001289	Syac.g_00426	Prba.g_01875
OG0001291	Syac.g_00349	Prba.g_01923
OG0001292	Syac.g_02205	Prba.g_00467
OG0001293	Syac.g_02226	Prba.g_00479
OG0001294	Syac.g_01411	Prba.g_00872
OG0001295	Syac.g_01824	Prba.g_00994
OG0001296	Syac.g_01870	Prba.g_00952
OG0001297	Syac.g_01866	Prba.g_00947
OG0001298	Syac.g_01774	Prba.g_01739
OG0001299	Syac.g_01417	Prba.g_01651
OG0001300	Syac.g_00910	Prba.g_01624
OG0001301	Syac.g_00897	Prba.g_01621
OG0001302	Syac.g_01012	Prba.g_01512
OG0001303	Syac.g_01137	Prba.g_01305
OG0001304	Syac.g_01257	Prba.g_01279
OG0001305	Syac.g_00890	Prba.g_01260
OG0001306	Syac.g_00749	Prba.g_00078
OG0001307	Syac.g_02156	Prba.g_00213
OG0001309	Syac.g_01860	Prba.g_00294
OG0001310	Syac.g_00528	Prba.g_00608
OG0001311	Syac.g_01246	Prba.g_01287
OG0001312	Syac.g_01147	Prba.g_01356
OG0001314	Syac.g_00809, Syac.g_00460	Prba.g_01562
OG0001315	Syac.g_02072	Prba.g_01850
OG0001316	Syac.g_00342	Prba.g_01928
OG0001317	Syac.g_01971	Prba.g_00453
OG0001318	Syac.g_02218	Prba.g_00475
OG0001319	Syac.g_02242	Prba.g_00490
OG0001321	Syac.g_00712	Prba.g_01010
OG0001322	Syac.g_00713	Prba.g_01009
OG0001323	Syac.g_01857	Prba.g_00942
OG0001324	Syac.g_00909	Prba.g_01623
OG0001325	Syac.g_01281	Prba.g_01589
OG0001326	Syac.g_02420	Prba.g_01422
OG0001328	Syac.g_01385	Prba.g_01223
OG0001329	Syac.g_01007	Prba.g_00104, Prba.g_00721
OG0001330	Syac.g_00738	Prba.g_01166
OG0001332	Syac.g_00625	Prba.g_00345
OG0001333	Syac.g_00666	Prba.g_00583
OG0001334	Syac.g_02061	Prba.g_01063
OG0001335	Syac.g_02060	Prba.g_01064
OG0001336	Syac.g_02473	Prba.g_01779
OG0001339	Syac.g_00400	Prba.g_01891
OG0001340	Syac.g_02039	Prba.g_00544
OG0001341	Syac.g_00904	Prba.g_01556
OG0001343	Syac.g_02413	Prba.g_01413
OG0001344	Syac.g_00774	Prba.g_00059
OG0001345	Syac.g_00803	Prba.g_00044
OG0001346	Syac.g_00728	Prba.g_01193
OG0001349	Syac.g_00504	Prba.g_00116
OG0001352	Syac.g_01842	Prba.g_01637
OG0001353	Syac.g_00850	Prba.g_01467
OG0001354	Syac.g_01201	Prba.g_01327
OG0001355	Syac.g_01823	Prba.g_00262
OG0001358	Syac.g_00952	Prba.g_01697
OG0001359	Syac.g_02412	Prba.g_01412
OG0001360	Syac.g_00805	Prba.g_01220
OG0001361	Syac.g_00800	Prba.g_00047
OG0001362	Syac.g_01649	Prba.g_00699
OG0001363	Syac.g_01651	Prba.g_00697
OG0001364	Syac.g_00204	Prba.g_01066
OG0001372	Syac.g_01845	Prba.g_01548
OG0001373	Syac.g_02419	Prba.g_01423
OG0001374	Syac.g_02427	Prba.g_01415
OG0001375	Syac.g_02414	Prba.g_01414
OG0001376	Syac.g_02376	Prba.g_01254
OG0001377	Syac.g_02375	Prba.g_01253
OG0001378	Syac.g_00689	Prba.g_00750
OG0001379	Syac.g_00736	Prba.g_01186
OG0001380	Syac.g_01589	Prba.g_00208
OG0001381	Syac.g_02162	Prba.g_00202
OG0001382	Syac.g_00148	Prba.g_00277
OG0001385	Syac.g_02416	Prba.g_01426
OG0001386	Syac.g_02417	Prba.g_01425
OG0001387	Syac.g_02418	Prba.g_01424
OG0001388	Syac.g_02421	Prba.g_01421
OG0001389	Syac.g_02422	Prba.g_01420
OG0001390	Syac.g_02423	Prba.g_01419
OG0001391	Syac.g_02424	Prba.g_01418
OG0001392	Syac.g_02425	Prba.g_01417
OG0001393	Syac.g_02426	Prba.g_01416
OG0001395	Syac.g_01262	Prba.g_01277
OG0001398	Syac.g_01120	Prba.g_00265
OG0001402	Syac.g_00957	Prba.g_01540
OG0001403	Syac.g_00033	Prba.g_01823
OG0001404	Syac.g_00451	Prba.g_01856
OG0001405	Syac.g_02058	Prba.g_00542
OG0001406	Syac.g_02377	Prba.g_01255
OG0001407	Syac.g_01841	Prba.g_01242
OG0001408	Syac.g_01530	Prba.g_01237
OG0001410	Syac.g_02155	Prba.g_00212
OG0001411	Syac.g_00180	Prba.g_00151
OG0001413	Syac.g_01019	Prba.g_00303
OG0001414	Syac.g_02161	Prba.g_00448
OG0001416	Syac.g_00724	Prba.g_01002
OG0001417	Syac.g_01200	Prba.g_00992
OG0001419	Syac.g_01840	Prba.g_01241
OG0001420	Syac.g_01847	Prba.g_00741
OG0001425	Syac.g_02373	Prba.g_00828
OG0001428	Syac.g_00301	Prba.g_00628
OG0001430	Syac.g_02345	Prba.g_01161
OG0001432	Syac.g_01572	Prba.g_00305
OG0001434	Syac.g_01368	Prba.g_01376
OG0001439	Syac.g_00250	Prba.g_00523
OG0001442	Syac.g_01358	Prba.g_01564
OG0001446	Syac.g_01293	Prba.g_01867
OG0001447	Syac.g_00362	Prba.g_01914
OG0001448	Syac.g_01094	Prba.g_00860
OG0001449	Syac.g_02197	Prba.g_00896
OG0001452	Syac.g_02214	Prba.g_01408
OG0001456	Syac.g_02434	Prba.g_00087
OG0001457	Syac.g_02435	Prba.g_00086
OG0001458	Syac.g_02436	Prba.g_00085
OG0001459	Syac.g_01445	Prba.g_01150
OG0001462	Syac.g_00039	Prba.g_01827
OG0001465	Syac.g_01299	Prba.g_01615
OG0001468	Syac.g_01014	Prba.g_01250
OG0001471	Syac.g_00257	Prba.g_00302
OG0001473	Syac.g_01010	Prba.g_00787
OG0001474	Syac.g_02013	Prba.g_00556
OG0001475	Syac.g_00681	Prba.g_00162
OG0001479	Syac.g_02016	Prba.g_00553
OG0001480	Syac.g_00812	Prba.g_00862
OG0001481	Syac.g_01260	Prba.g_00867
OG0001482	Syac.g_01210	Prba.g_01004
OG0001492	Syac.g_01514	Prba.g_00016
OG0001493	Syac.g_01522	Prba.g_00008
OG0001499	Syac.g_01441	Prba.g_01849
OG0001502	Syac.g_00818	Prba.g_01529
OG0001504	Syac.g_01446	Prba.g_01151
OG0001505	Syac.g_00105	Prba.g_00163
OG0001508	Syac.g_00684	Prba.g_00174
OG0001520	Syac.g_01787	Prba.g_00888
OG0001522	Syac.g_00849	Prba.g_01466
OG0001546	Syac.g_01853	Prba.g_00937
OG0001547	Syac.g_01122	Prba.g_01527
OG0001548	Syac.g_01030	Prba.g_01523
OG0001551	Syac.g_00861	Prba.g_00088
OG0001564	Syac.g_02430	Prba.g_00133
OG0001567	Syac.g_01121	Prba.g_01528
OG0001568	Syac.g_01124	Prba.g_01526
OG0001570	Syac.g_01108	Prba.g_00738
OG0001585	Syac.g_01072	Prba.g_01140
OG0001602	Syac.g_01300	Prba.g_01616
OG0001635	Syac.g_00137	Prba.g_00244
OG0001666	Syac.g_01452	Prba.g_01149
OG0001667	Syac.g_00472	Prba.g_01169
OG0001712	Syac.g_01065	Prba.g_00917
OG0001718	Syac.g_00465	Prba.g_00856
OG0002063	Syac.g_01533	Prba.g_00903
OG0002108	Syac.g_01596	Prba.g_01111
OG0002112	Syac.g_00266	Prba.g_00908
OG0002157	Syac.g_00265	Prba.g_00909
OG0002158	Syac.g_00267	Prba.g_00907
OG0002249	Syac.g_01534	Prba.g_01110
OG0002349	Syac.g_00658	Prba.g_00575
OG0002560	Syac.g_01542	Prba.g_00890
OG0002562	Syac.g_01592	Prba.g_01114
OG0002627	Syac.g_00087	Prba.g_00161
