Orthogroup	Syac	Pral
OG0001184	Syac.g_00186	Pral.g_00284
OG0001185	Syac.g_00162	Pral.g_00300
OG0001186	Syac.g_00082	Pral.g_00324
OG0001187	Syac.g_00085	Pral.g_00327
OG0001188	Syac.g_00076	Pral.g_00329
OG0001189	Syac.g_00054	Pral.g_00346
OG0001190	Syac.g_02353	Pral.g_00351
OG0001191	Syac.g_02368	Pral.g_00361
OG0001192	Syac.g_02374	Pral.g_00366
OG0001193	Syac.g_02406	Pral.g_00380
OG0001194	Syac.g_02408	Pral.g_00381
OG0001195	Syac.g_02409	Pral.g_00382
OG0001196	Syac.g_02477	Pral.g_00398
OG0001197	Syac.g_02479	Pral.g_00400
OG0001198	Syac.g_02491	Pral.g_00407
OG0001200	Syac.g_00443	Pral.g_00971
OG0001201	Syac.g_00395	Pral.g_00939
OG0001203	Syac.g_01967	Pral.g_00802
OG0001205	Syac.g_00706	Pral.g_00648
OG0001206	Syac.g_01715	Pral.g_00626
OG0001207	Syac.g_01915	Pral.g_00615
OG0001208	Syac.g_01902	Pral.g_00609
OG0001209	Syac.g_01833	Pral.g_00555
OG0001210	Syac.g_01826	Pral.g_00550
OG0001211	Syac.g_01809	Pral.g_00540
OG0001212	Syac.g_01751	Pral.g_00493
OG0001213	Syac.g_00968	Pral.g_00458
OG0001214	Syac.g_00981	Pral.g_01438
OG0001215	Syac.g_00919	Pral.g_01751
OG0001216	Syac.g_01285	Pral.g_01727
OG0001217	Syac.g_01043	Pral.g_00023
OG0001218	Syac.g_01679	Pral.g_01308
OG0001220	Syac.g_00813	Pral.g_01542
OG0001221	Syac.g_01379	Pral.g_01788
OG0001223	Syac.g_01215	Pral.g_01610
OG0001224	Syac.g_00880	Pral.g_01565
OG0001225	Syac.g_00882	Pral.g_01563
OG0001226	Syac.g_01026	Pral.g_01320
OG0001227	Syac.g_02387	Pral.g_01327
OG0001228	Syac.g_00700	Pral.g_01421
OG0001229	Syac.g_00906	Pral.g_01299
OG0001230	Syac.g_01621	Pral.g_01174
OG0001232	Syac.g_00509	Pral.g_00130
OG0001233	Syac.g_00660	Pral.g_00150
OG0001234	Syac.g_02173	Pral.g_00188
OG0001235	Syac.g_02147	Pral.g_00192
OG0001236	Syac.g_00189	Pral.g_00281
OG0001237	Syac.g_00184	Pral.g_00285
OG0001238	Syac.g_02369	Pral.g_00362
OG0001240	Syac.g_00411	Pral.g_00954
OG0001241	Syac.g_00402	Pral.g_00945
OG0001242	Syac.g_00370	Pral.g_00926
OG0001243	Syac.g_00363	Pral.g_00919
OG0001244	Syac.g_00333	Pral.g_00904
OG0001245	Syac.g_01064	Pral.g_01840
OG0001246	Syac.g_01876	Pral.g_00016, Pral.g_00586
OG0001247	Syac.g_01303	Pral.g_01758
OG0001248	Syac.g_01306	Pral.g_01756
OG0001249	Syac.g_02029	Pral.g_00701
OG0001250	Syac.g_00838	Pral.g_01529
OG0001251	Syac.g_02415	Pral.g_01819
OG0001253	Syac.g_01063	Pral.g_01032
OG0001254	Syac.g_01465	Pral.g_00076
OG0001256	Syac.g_00563	Pral.g_01069
OG0001258	Syac.g_00553	Pral.g_00103
OG0001259	Syac.g_00662	Pral.g_00148
OG0001260	Syac.g_00640	Pral.g_00166
OG0001262	Syac.g_00056	Pral.g_00344
OG0001263	Syac.g_00360	Pral.g_00917
OG0001264	Syac.g_01468	Pral.g_01006
OG0001265	Syac.g_00372	Pral.g_00927
OG0001266	Syac.g_02289	Pral.g_00841
OG0001267	Syac.g_02253	Pral.g_00759
OG0001268	Syac.g_02014	Pral.g_00693
OG0001269	Syac.g_01960	Pral.g_01541
OG0001270	Syac.g_00690	Pral.g_00660
OG0001271	Syac.g_01703	Pral.g_00620
OG0001272	Syac.g_01898	Pral.g_00605
OG0001273	Syac.g_00974	Pral.g_01432
OG0001274	Syac.g_02323	Pral.g_00818
OG0001275	Syac.g_01228	Pral.g_01585
OG0001276	Syac.g_01244	Pral.g_01597
OG0001277	Syac.g_02463	Pral.g_01703
OG0001278	Syac.g_01517	Pral.g_01425
OG0001279	Syac.g_01605	Pral.g_00024
OG0001280	Syac.g_00731	Pral.g_01282
OG0001281	Syac.g_00721	Pral.g_01276
OG0001282	Syac.g_01917	Pral.g_01221
OG0001283	Syac.g_02472	Pral.g_00394
OG0001284	Syac.g_00586	Pral.g_01082
OG0001285	Syac.g_01060	Pral.g_00133
OG0001286	Syac.g_02089	Pral.g_00247
OG0001287	Syac.g_00154	Pral.g_00307
OG0001288	Syac.g_00141	Pral.g_00317
OG0001289	Syac.g_00426	Pral.g_00960
OG0001291	Syac.g_00349	Pral.g_00909
OG0001292	Syac.g_02205	Pral.g_00791
OG0001293	Syac.g_02226	Pral.g_00778
OG0001294	Syac.g_01411	Pral.g_00025
OG0001296	Syac.g_01870	Pral.g_00581
OG0001297	Syac.g_01866	Pral.g_00576
OG0001298	Syac.g_01774	Pral.g_00511
OG0001299	Syac.g_01417	Pral.g_01468
OG0001300	Syac.g_00910	Pral.g_01747
OG0001301	Syac.g_00897	Pral.g_01742
OG0001302	Syac.g_01012	Pral.g_01663
OG0001304	Syac.g_01257	Pral.g_01577
OG0001305	Syac.g_00890	Pral.g_01557
OG0001306	Syac.g_00749	Pral.g_01352
OG0001307	Syac.g_02156	Pral.g_01238
OG0001309	Syac.g_01860	Pral.g_00572
OG0001310	Syac.g_00528	Pral.g_00120
OG0001311	Syac.g_01246	Pral.g_01599
OG0001312	Syac.g_01147	Pral.g_01651
OG0001315	Syac.g_02072	Pral.g_01326
OG0001316	Syac.g_00342	Pral.g_00905
OG0001317	Syac.g_01971	Pral.g_00806
OG0001318	Syac.g_02218	Pral.g_00782
OG0001319	Syac.g_02242	Pral.g_00766
OG0001321	Syac.g_00712	Pral.g_00642
OG0001322	Syac.g_00713	Pral.g_00641
OG0001323	Syac.g_01857	Pral.g_00570
OG0001324	Syac.g_00909	Pral.g_01746
OG0001325	Syac.g_01281	Pral.g_01724
OG0001330	Syac.g_00738	Pral.g_01047
OG0001332	Syac.g_00625	Pral.g_01112
OG0001333	Syac.g_00666	Pral.g_00144
OG0001334	Syac.g_02061	Pral.g_00270
OG0001335	Syac.g_02060	Pral.g_00271
OG0001336	Syac.g_02473	Pral.g_00395
OG0001337	Syac.g_02064, Syac.g_02040	Pral.g_00707
OG0001338	Syac.g_02048, Syac.g_02022, Syac.g_00474, Syac.g_02037	Pral.g_00704
OG0001339	Syac.g_00400	Pral.g_00943
OG0001340	Syac.g_02039	Pral.g_00706
OG0001341	Syac.g_00904	Pral.g_01304
OG0001343	Syac.g_02413	Pral.g_01822
OG0001344	Syac.g_00774	Pral.g_01371
OG0001345	Syac.g_00803	Pral.g_01389
OG0001346	Syac.g_00728	Pral.g_01280
OG0001348	Syac.g_00857	Pral.g_01303
OG0001352	Syac.g_01842	Pral.g_01762
OG0001353	Syac.g_00850	Pral.g_01520
OG0001354	Syac.g_01201	Pral.g_01617
OG0001355	Syac.g_01823	Pral.g_01040
OG0001358	Syac.g_00952	Pral.g_00467
OG0001359	Syac.g_02412	Pral.g_01821
OG0001361	Syac.g_00800	Pral.g_01386
OG0001362	Syac.g_01649	Pral.g_01147
OG0001363	Syac.g_01651	Pral.g_01145
OG0001364	Syac.g_00204	Pral.g_00273
OG0001372	Syac.g_01845	Pral.g_00043
OG0001375	Syac.g_02414	Pral.g_01823
OG0001379	Syac.g_00736	Pral.g_01287
OG0001380	Syac.g_01589	Pral.g_01345
OG0001381	Syac.g_02162	Pral.g_01343
OG0001394	Syac.g_01373	Pral.g_01784
OG0001398	Syac.g_01120	Pral.g_01710
OG0001400	Syac.g_00336	Pral.g_01057
OG0001401	Syac.g_00844, Syac.g_00845	Pral.g_01672
OG0001402	Syac.g_00957	Pral.g_00463
OG0001403	Syac.g_00033	Pral.g_01013
OG0001404	Syac.g_00451	Pral.g_00979
OG0001405	Syac.g_02058	Pral.g_00713
OG0001407	Syac.g_01841	Pral.g_00051
OG0001410	Syac.g_02155	Pral.g_01237
OG0001411	Syac.g_00180	Pral.g_01264
OG0001414	Syac.g_02161	Pral.g_00812
OG0001419	Syac.g_01840	Pral.g_00052
OG0001425	Syac.g_02373	Pral.g_00365
OG0001430	Syac.g_02345	Pral.g_01309
OG0001434	Syac.g_01368	Pral.g_01779
OG0001435	Syac.g_01399	Pral.g_01803
OG0001438	Syac.g_00280	Pral.g_00745
OG0001443	Syac.g_02382	Pral.g_01300
OG0001446	Syac.g_01293	Pral.g_00048
OG0001448	Syac.g_01094	Pral.g_01851
OG0001452	Syac.g_02214	Pral.g_01817
OG0001461	Syac.g_02168	Pral.g_00457
OG0001465	Syac.g_01299	Pral.g_01735
OG0001468	Syac.g_01014	Pral.g_01834
OG0001476	Syac.g_00782	Pral.g_01374
OG0001481	Syac.g_01260	Pral.g_00671
OG0001487	Syac.g_01678	Pral.g_01120
OG0001488	Syac.g_00791	Pral.g_01381
OG0001489	Syac.g_02078	Pral.g_00258
OG0001494	Syac.g_00088	Pral.g_01255, Pral.g_01252
OG0001495	Syac.g_02144	Pral.g_00197
OG0001498	Syac.g_01987	Pral.g_00675
OG0001499	Syac.g_01441	Pral.g_01846
OG0001505	Syac.g_00105	Pral.g_00638
OG0001510	Syac.g_00150	Pral.g_00311
OG0001511	Syac.g_00387	Pral.g_00935
OG0001512	Syac.g_01966	Pral.g_01297
OG0001515	Syac.g_00914	Pral.g_01749
OG0001516	Syac.g_01420	Pral.g_01465
OG0001517	Syac.g_02019	Pral.g_00697
OG0001518	Syac.g_02371	Pral.g_00364
OG0001519	Syac.g_02384	Pral.g_00369
OG0001522	Syac.g_00849	Pral.g_01521
OG0001527	Syac.g_01794	Pral.g_00526
OG0001529	Syac.g_00047	Pral.g_01004
OG0001530	Syac.g_00389	Pral.g_00936
OG0001531	Syac.g_01965	Pral.g_00801
OG0001532	Syac.g_01487	Pral.g_01402
OG0001534	Syac.g_01258	Pral.g_01576
OG0001535	Syac.g_01242	Pral.g_01596
OG0001536	Syac.g_01177	Pral.g_01631
OG0001537	Syac.g_01378	Pral.g_01787
OG0001538	Syac.g_01336	Pral.g_01493
OG0001539	Syac.g_01403	Pral.g_01808
OG0001540	Syac.g_00358	Pral.g_00915
OG0001541	Syac.g_02256	Pral.g_00864
OG0001542	Syac.g_02265	Pral.g_00858
OG0001543	Syac.g_02307	Pral.g_01305
OG0001544	Syac.g_02383	Pral.g_00368
OG0001545	Syac.g_02462	Pral.g_00385
OG0001548	Syac.g_01030	Pral.g_01858
OG0001557	Syac.g_01372	Pral.g_01783
OG0001559	Syac.g_00390	Pral.g_00937
OG0001560	Syac.g_00403	Pral.g_00947
OG0001561	Syac.g_01248	Pral.g_01601
OG0001562	Syac.g_01234	Pral.g_01589
OG0001563	Syac.g_02095	Pral.g_00242
OG0001574	Syac.g_01796	Pral.g_00528
OG0001575	Syac.g_01791	Pral.g_00523
OG0001576	Syac.g_01729	Pral.g_01268
OG0001577	Syac.g_00765	Pral.g_01362
OG0001579	Syac.g_02054, Syac.g_02049	Pral.g_00709
OG0001580	Syac.g_02341	Pral.g_00997
OG0001588	Syac.g_00200	Pral.g_01229
OG0001589	Syac.g_00657	Pral.g_00153
OG0001591	Syac.g_01409	Pral.g_01770
OG0001592	Syac.g_02342	Pral.g_00998
OG0001602	Syac.g_01300	Pral.g_01736
OG0001614	Syac.g_00164	Pral.g_00299
OG0001616	Syac.g_01472	Pral.g_01392
OG0001617	Syac.g_00907	Pral.g_01745
OG0001619	Syac.g_01164	Pral.g_01641
OG0001620	Syac.g_02007	Pral.g_00689
OG0001621	Syac.g_02215	Pral.g_00786
OG0001622	Syac.g_02471	Pral.g_00393
OG0001636	Syac.g_00038	Pral.g_01010
OG0001639	Syac.g_00622	Pral.g_01109
OG0001640	Syac.g_00868	Pral.g_01572
OG0001644	Syac.g_01266	Pral.g_01714
OG0001654	Syac.g_00624	Pral.g_01111
OG0001655	Syac.g_00487	Pral.g_01302
OG0001656	Syac.g_02050	Pral.g_00710
OG0001657	Syac.g_00319	Pral.g_00889
OG0001658	Syac.g_02352	Pral.g_01002
OG0001659	Syac.g_01478	Pral.g_00433
OG0001673	Syac.g_01973	Pral.g_00808
OG0001676	Syac.g_02051	Pral.g_00708
OG0001678	Syac.g_02188	Pral.g_00174
OG0001679	Syac.g_01788	Pral.g_00703
OG0001691	Syac.g_00950	Pral.g_01574
OG0001692	Syac.g_01626	Pral.g_01170
OG0001694	Syac.g_02255	Pral.g_00757
OG0001703	Syac.g_01914	Pral.g_00614
OG0001713	Syac.g_00783	Pral.g_01375
OG0001717	Syac.g_00306	Pral.g_00876
OG0001729	Syac.g_01962	Pral.g_00798
OG0001731	Syac.g_00602	Pral.g_01096
OG0001737	Syac.g_00274	Pral.g_01686
OG0001761	Syac.g_00944	Pral.g_00473
OG0001770	Syac.g_01454	Pral.g_00028, Pral.g_00027, Pral.g_00001
OG0001795	Syac.g_01443	Pral.g_01836
OG0001803	Syac.g_00702	Pral.g_00652
OG0001810	Syac.g_00344	Pral.g_01688
OG0001816	Syac.g_01405	Pral.g_01811
OG0001907	Syac.g_00338	Pral.g_01056
OG0001916	Syac.g_01887	Pral.g_00594
OG0001936	Syac.g_01024	Pral.g_00069
OG0001974	Syac.g_02350	Pral.g_00014
OG0002237	Syac.g_00972	Pral.g_01431
OG0002247	Syac.g_01783	Pral.g_00517
OG0002276	Syac.g_00459	Pral.g_00669
OG0002285	Syac.g_01150	Pral.g_01648
OG0002349	Syac.g_00658	Pral.g_00152
OG0002434	Syac.g_01800	Pral.g_00531
