Orthogroup	Syac	Pran
OG0001183	Syac.g_02070	Pran.g_01126
OG0001184	Syac.g_00186	Pran.g_01141
OG0001185	Syac.g_00162	Pran.g_01155
OG0001186	Syac.g_00082	Pran.g_01178
OG0001187	Syac.g_00085	Pran.g_01183
OG0001188	Syac.g_00076	Pran.g_01185
OG0001190	Syac.g_02353	Pran.g_01205
OG0001191	Syac.g_02368	Pran.g_01215
OG0001192	Syac.g_02374	Pran.g_01220
OG0001193	Syac.g_02406	Pran.g_01230
OG0001194	Syac.g_02408	Pran.g_01231
OG0001195	Syac.g_02409	Pran.g_01232
OG0001196	Syac.g_02477	Pran.g_01245
OG0001197	Syac.g_02479	Pran.g_01246
OG0001198	Syac.g_02491	Pran.g_01254
OG0001199	Syac.g_00445	Pran.g_00358
OG0001200	Syac.g_00443	Pran.g_00356
OG0001201	Syac.g_00395	Pran.g_00325
OG0001202	Syac.g_02285	Pran.g_00233
OG0001204	Syac.g_02200	Pran.g_01949
OG0001205	Syac.g_00706	Pran.g_01735
OG0001206	Syac.g_01715	Pran.g_01716
OG0001207	Syac.g_01915	Pran.g_01701
OG0001208	Syac.g_01902	Pran.g_01696
OG0001209	Syac.g_01833	Pran.g_01643
OG0001210	Syac.g_01826	Pran.g_01638
OG0001211	Syac.g_01809	Pran.g_01628
OG0001212	Syac.g_01751	Pran.g_01582
OG0001213	Syac.g_00968	Pran.g_01549
OG0001214	Syac.g_00981	Pran.g_01541
OG0001215	Syac.g_00919	Pran.g_01488
OG0001216	Syac.g_01285	Pran.g_01458
OG0001217	Syac.g_01043	Pran.g_01415
OG0001218	Syac.g_01679	Pran.g_01407
OG0001220	Syac.g_00813	Pran.g_01292
OG0001221	Syac.g_01379	Pran.g_00440
OG0001223	Syac.g_01215	Pran.g_00505
OG0001225	Syac.g_00882	Pran.g_00566
OG0001226	Syac.g_01026	Pran.g_00159
OG0001227	Syac.g_02387	Pran.g_00141
OG0001228	Syac.g_00700	Pran.g_00015
OG0001229	Syac.g_00906	Pran.g_00843
OG0001230	Syac.g_01621	Pran.g_00741
OG0001231	Syac.g_00017	Pran.g_00634
OG0001232	Syac.g_00509	Pran.g_00993
OG0001233	Syac.g_00660	Pran.g_01013
OG0001234	Syac.g_02173	Pran.g_01048
OG0001235	Syac.g_02147	Pran.g_01057
OG0001237	Syac.g_00184	Pran.g_01142
OG0001238	Syac.g_02369	Pran.g_01216
OG0001240	Syac.g_00411	Pran.g_00340
OG0001241	Syac.g_00402	Pran.g_00332
OG0001242	Syac.g_00370	Pran.g_00314
OG0001244	Syac.g_00333	Pran.g_00293
OG0001245	Syac.g_01064	Pran.g_01815
OG0001246	Syac.g_01876	Pran.g_01674
OG0001247	Syac.g_01303	Pran.g_01495
OG0001248	Syac.g_01306	Pran.g_01493
OG0001249	Syac.g_02029	Pran.g_01365
OG0001250	Syac.g_00838	Pran.g_01303
OG0001251	Syac.g_02415	Pran.g_00414
OG0001252	Syac.g_00874	Pran.g_00559
OG0001253	Syac.g_01063	Pran.g_00140
OG0001254	Syac.g_01465	Pran.g_00091
OG0001255	Syac.g_01957	Pran.g_00076
OG0001256	Syac.g_00563	Pran.g_00641
OG0001257	Syac.g_01686	Pran.g_00635
OG0001258	Syac.g_00553	Pran.g_00967
OG0001259	Syac.g_00662	Pran.g_01011
OG0001260	Syac.g_00640	Pran.g_01027
OG0001262	Syac.g_00056	Pran.g_01200
OG0001264	Syac.g_01468	Pran.g_01952
OG0001265	Syac.g_00372	Pran.g_00315
OG0001266	Syac.g_02289	Pran.g_00229
OG0001267	Syac.g_02253	Pran.g_01914
OG0001268	Syac.g_02014	Pran.g_01856
OG0001269	Syac.g_01960	Pran.g_01835
OG0001270	Syac.g_00690	Pran.g_01746
OG0001271	Syac.g_01703	Pran.g_01706
OG0001272	Syac.g_01898	Pran.g_01692
OG0001273	Syac.g_00974	Pran.g_01547
OG0001274	Syac.g_02323	Pran.g_01473
OG0001275	Syac.g_01228	Pran.g_00515
OG0001276	Syac.g_01244	Pran.g_00543
OG0001277	Syac.g_02463	Pran.g_00152
OG0001278	Syac.g_01517	Pran.g_00010
OG0001279	Syac.g_01605	Pran.g_00609
OG0001280	Syac.g_00731	Pran.g_00877
OG0001281	Syac.g_00721	Pran.g_00871
OG0001282	Syac.g_01917	Pran.g_00840
OG0001283	Syac.g_02472	Pran.g_00820
OG0001284	Syac.g_00586	Pran.g_00663
OG0001285	Syac.g_01060	Pran.g_00996
OG0001286	Syac.g_02089	Pran.g_01109
OG0001287	Syac.g_00154	Pran.g_01162
OG0001288	Syac.g_00141	Pran.g_01171
OG0001289	Syac.g_00426	Pran.g_00345
OG0001291	Syac.g_00349	Pran.g_00299
OG0001292	Syac.g_02205	Pran.g_01944
OG0001293	Syac.g_02226	Pran.g_01932
OG0001294	Syac.g_01411	Pran.g_01817
OG0001295	Syac.g_01824	Pran.g_01711
OG0001296	Syac.g_01870	Pran.g_01669
OG0001297	Syac.g_01866	Pran.g_01664
OG0001298	Syac.g_01774	Pran.g_01601
OG0001299	Syac.g_01417	Pran.g_01512
OG0001300	Syac.g_00910	Pran.g_01485
OG0001301	Syac.g_00897	Pran.g_01482
OG0001302	Syac.g_01012	Pran.g_01356
OG0001303	Syac.g_01137	Pran.g_01434
OG0001304	Syac.g_01257	Pran.g_00553
OG0001305	Syac.g_00890	Pran.g_00572
OG0001306	Syac.g_00749	Pran.g_00074
OG0001309	Syac.g_01860	Pran.g_00637
OG0001310	Syac.g_00528	Pran.g_00982
OG0001311	Syac.g_01246	Pran.g_00545
OG0001312	Syac.g_01147	Pran.g_00468
OG0001315	Syac.g_02072	Pran.g_00371
OG0001316	Syac.g_00342	Pran.g_00294
OG0001317	Syac.g_01971	Pran.g_00198
OG0001318	Syac.g_02218	Pran.g_01936
OG0001319	Syac.g_02242	Pran.g_01921
OG0001321	Syac.g_00712	Pran.g_01726
OG0001322	Syac.g_00713	Pran.g_01725
OG0001323	Syac.g_01857	Pran.g_01659
OG0001324	Syac.g_00909	Pran.g_01484
OG0001325	Syac.g_01281	Pran.g_01455
OG0001326	Syac.g_02420	Pran.g_00184
OG0001328	Syac.g_01385	Pran.g_00142
OG0001329	Syac.g_01007	Pran.g_00101
OG0001332	Syac.g_00625	Pran.g_00690
OG0001333	Syac.g_00666	Pran.g_01007
OG0001334	Syac.g_02061	Pran.g_01129
OG0001335	Syac.g_02060	Pran.g_01130
OG0001336	Syac.g_02473	Pran.g_01242
OG0001339	Syac.g_00400	Pran.g_00330
OG0001340	Syac.g_02039	Pran.g_01866
OG0001341	Syac.g_00904	Pran.g_01418
OG0001343	Syac.g_02413	Pran.g_00411
OG0001344	Syac.g_00774	Pran.g_00056
OG0001345	Syac.g_00803	Pran.g_00041
OG0001346	Syac.g_00728	Pran.g_00875
OG0001348	Syac.g_00857	Pran.g_00604
OG0001349	Syac.g_00504	Pran.g_00792, Pran.g_00805
OG0001352	Syac.g_01842	Pran.g_01498
OG0001353	Syac.g_00850	Pran.g_01311
OG0001354	Syac.g_01201	Pran.g_00497
OG0001358	Syac.g_00952	Pran.g_01558
OG0001359	Syac.g_02412	Pran.g_00412
OG0001360	Syac.g_00805	Pran.g_00139
OG0001361	Syac.g_00800	Pran.g_00044
OG0001362	Syac.g_01649	Pran.g_00719
OG0001363	Syac.g_01651	Pran.g_00717
OG0001364	Syac.g_00204	Pran.g_01132
OG0001372	Syac.g_01845	Pran.g_01408, Pran.g_01379
OG0001373	Syac.g_02419	Pran.g_00183
OG0001374	Syac.g_02427	Pran.g_00191
OG0001375	Syac.g_02414	Pran.g_00192
OG0001376	Syac.g_02376	Pran.g_00173
OG0001377	Syac.g_02375	Pran.g_00172
OG0001378	Syac.g_00689	Pran.g_00130
OG0001379	Syac.g_00736	Pran.g_00882
OG0001380	Syac.g_01589	Pran.g_00852
OG0001381	Syac.g_02162	Pran.g_00847
OG0001382	Syac.g_00148	Pran.g_00618
OG0001385	Syac.g_02416	Pran.g_00180
OG0001386	Syac.g_02417	Pran.g_00181
OG0001387	Syac.g_02418	Pran.g_00182
OG0001388	Syac.g_02421	Pran.g_00185
OG0001389	Syac.g_02422	Pran.g_00186
OG0001390	Syac.g_02423	Pran.g_00187
OG0001391	Syac.g_02424	Pran.g_00188
OG0001392	Syac.g_02425	Pran.g_00189
OG0001393	Syac.g_02426	Pran.g_00190
OG0001394	Syac.g_01373	Pran.g_00444
OG0001395	Syac.g_01262	Pran.g_00555
OG0001398	Syac.g_01120	Pran.g_00596
OG0001403	Syac.g_00033	Pran.g_00394
OG0001404	Syac.g_00451	Pran.g_00364
OG0001405	Syac.g_02058	Pran.g_01868
OG0001406	Syac.g_02377	Pran.g_00174
OG0001407	Syac.g_01841	Pran.g_00161
OG0001408	Syac.g_01530	Pran.g_00156
OG0001411	Syac.g_00180	Pran.g_00809
OG0001413	Syac.g_01019	Pran.g_00648
OG0001414	Syac.g_02161	Pran.g_00203
OG0001416	Syac.g_00724	Pran.g_01719
OG0001417	Syac.g_01200	Pran.g_01709
OG0001419	Syac.g_01840	Pran.g_00160
OG0001420	Syac.g_01847	Pran.g_00121
OG0001423	Syac.g_00457	Pran.g_01777
OG0001425	Syac.g_02373	Pran.g_01219
OG0001428	Syac.g_00301	Pran.g_00260
OG0001432	Syac.g_01572	Pran.g_00650
OG0001434	Syac.g_01368	Pran.g_00448
OG0001438	Syac.g_00280	Pran.g_01901
OG0001439	Syac.g_00250	Pran.g_01887
OG0001442	Syac.g_01358	Pran.g_01431
OG0001443	Syac.g_02382	Pran.g_00595
OG0001446	Syac.g_01293	Pran.g_00353
OG0001447	Syac.g_00362	Pran.g_00308
OG0001448	Syac.g_01094	Pran.g_01827
OG0001449	Syac.g_02197	Pran.g_01794
OG0001452	Syac.g_02214	Pran.g_00416
OG0001456	Syac.g_02434	Pran.g_00082
OG0001457	Syac.g_02435	Pran.g_00081
OG0001458	Syac.g_02436	Pran.g_00080
OG0001459	Syac.g_01445	Pran.g_00954, Pran.g_00642
OG0001461	Syac.g_02168	Pran.g_00916
OG0001462	Syac.g_00039	Pran.g_00390
OG0001465	Syac.g_01299	Pran.g_01476
OG0001468	Syac.g_01014	Pran.g_00169
OG0001471	Syac.g_00257	Pran.g_00647
OG0001473	Syac.g_01010	Pran.g_01180
OG0001474	Syac.g_02013	Pran.g_01855
OG0001480	Syac.g_00812	Pran.g_01826
OG0001481	Syac.g_01260	Pran.g_01821
OG0001482	Syac.g_01210	Pran.g_01721
OG0001492	Syac.g_01514	Pran.g_00013
OG0001493	Syac.g_01522	Pran.g_00005
OG0001499	Syac.g_01441	Pran.g_00372
OG0001502	Syac.g_00818	Pran.g_01373
OG0001504	Syac.g_01446	Pran.g_00953
OG0001527	Syac.g_01794	Pran.g_01615
OG0001546	Syac.g_01853	Pran.g_01654
OG0001547	Syac.g_01122	Pran.g_01371
OG0001548	Syac.g_01030	Pran.g_01367
OG0001551	Syac.g_00861	Pran.g_00083
OG0001567	Syac.g_01121	Pran.g_01372
OG0001568	Syac.g_01124	Pran.g_01370
OG0001570	Syac.g_01108	Pran.g_00118
OG0001572	Syac.g_01584	Pran.g_01768
OG0001585	Syac.g_01072	Pran.g_01784
OG0001588	Syac.g_00200	Pran.g_00817
OG0001602	Syac.g_01300	Pran.g_01477
OG0001634	Syac.g_01414	Pran.g_00610
OG0001666	Syac.g_01452	Pran.g_00955
OG0001667	Syac.g_00472	Pran.g_00897
OG0001718	Syac.g_00465	Pran.g_01831
OG0001835	Syac.g_01587	Pran.g_01785
OG0001923	Syac.g_00128	Pran.g_00793
OG0001990	Syac.g_02460	Pran.g_01773
OG0002106	Syac.g_02391	Pran.g_01809
OG0002108	Syac.g_01596	Pran.g_00909
OG0002627	Syac.g_00087	Pran.g_00760
OG0003335	Syac.g_00106	Pran.g_01807
