Orthogroup	Prbc	Prab
OG0001111	Prbc.g_00324	Prab.g_01763
OG0001112	Prbc.g_00323	Prab.g_01764
OG0001113	Prbc.g_00322	Prab.g_01765
OG0001114	Prbc.g_00321	Prab.g_01766
OG0001115	Prbc.g_00320	Prab.g_01767
OG0001116	Prbc.g_00319	Prab.g_01768
OG0001117	Prbc.g_00318	Prab.g_01769
OG0001118	Prbc.g_00317	Prab.g_01770
OG0001119	Prbc.g_00316	Prab.g_01771
OG0001120	Prbc.g_00315	Prab.g_01772
OG0001121	Prbc.g_00314	Prab.g_01773
OG0001122	Prbc.g_00313	Prab.g_01774
OG0001123	Prbc.g_00312	Prab.g_01775
OG0001124	Prbc.g_00311	Prab.g_01776
OG0001125	Prbc.g_00310	Prab.g_01777
OG0001126	Prbc.g_00309	Prab.g_01778
OG0001127	Prbc.g_00308	Prab.g_01779
OG0001128	Prbc.g_00307	Prab.g_01780
OG0001129	Prbc.g_00306	Prab.g_01781
OG0001130	Prbc.g_00305	Prab.g_01782
OG0001131	Prbc.g_00304	Prab.g_01783
OG0001132	Prbc.g_00303	Prab.g_01784
OG0001133	Prbc.g_00302	Prab.g_01785
OG0001134	Prbc.g_00301	Prab.g_01786
OG0001135	Prbc.g_00300	Prab.g_01787
OG0001136	Prbc.g_00299	Prab.g_01788
OG0001137	Prbc.g_00298	Prab.g_01789
OG0001138	Prbc.g_00297	Prab.g_01790
OG0001139	Prbc.g_00296	Prab.g_01791
OG0001140	Prbc.g_00295	Prab.g_01792
OG0001141	Prbc.g_00293	Prab.g_01794
OG0001142	Prbc.g_00292	Prab.g_01795
OG0001143	Prbc.g_00291	Prab.g_01796
OG0001144	Prbc.g_00289	Prab.g_01798
OG0001145	Prbc.g_00287	Prab.g_01800
OG0001146	Prbc.g_00286	Prab.g_01801
OG0001147	Prbc.g_00283	Prab.g_01803
OG0001148	Prbc.g_00282	Prab.g_01804
OG0001149	Prbc.g_00281	Prab.g_01805
OG0001150	Prbc.g_00278	Prab.g_01808
OG0001151	Prbc.g_00277	Prab.g_01809
OG0001152	Prbc.g_00276	Prab.g_01810
OG0001153	Prbc.g_00275	Prab.g_01811
OG0001154	Prbc.g_00274	Prab.g_01812
OG0001155	Prbc.g_00273	Prab.g_01813
OG0001156	Prbc.g_00272	Prab.g_01814
OG0001157	Prbc.g_00270	Prab.g_01816
OG0001158	Prbc.g_00268	Prab.g_01817
OG0001159	Prbc.g_00267	Prab.g_01818
OG0001160	Prbc.g_00266	Prab.g_01819
OG0001161	Prbc.g_00248	Prab.g_01822
OG0001162	Prbc.g_00247	Prab.g_01823
OG0001163	Prbc.g_00246	Prab.g_01824
OG0001164	Prbc.g_00245	Prab.g_01825
OG0001165	Prbc.g_00244	Prab.g_01826
OG0001166	Prbc.g_00243	Prab.g_01827
OG0001167	Prbc.g_00242	Prab.g_01828
OG0001168	Prbc.g_00241	Prab.g_01830
OG0001169	Prbc.g_00240	Prab.g_01831
OG0001170	Prbc.g_00237	Prab.g_01833
OG0001171	Prbc.g_00236	Prab.g_01834
OG0001172	Prbc.g_00235	Prab.g_01835
OG0001173	Prbc.g_00233	Prab.g_01836
OG0001174	Prbc.g_00231	Prab.g_01838
OG0001175	Prbc.g_00229	Prab.g_01840
OG0001176	Prbc.g_00227	Prab.g_01841
OG0001177	Prbc.g_00225	Prab.g_01843
OG0001178	Prbc.g_00224	Prab.g_01844
OG0001179	Prbc.g_00223	Prab.g_01845
OG0001180	Prbc.g_00222	Prab.g_01846
OG0001181	Prbc.g_00221	Prab.g_01847
OG0001182	Prbc.g_00220	Prab.g_01848
OG0001183	Prbc.g_00219	Prab.g_01849
OG0001184	Prbc.g_00218	Prab.g_01850
OG0001185	Prbc.g_00217	Prab.g_01851
OG0001186	Prbc.g_00216	Prab.g_01852
OG0001187	Prbc.g_00215	Prab.g_01853
OG0001188	Prbc.g_00214	Prab.g_01854
OG0001189	Prbc.g_00213	Prab.g_01855
OG0001190	Prbc.g_00212	Prab.g_01856
OG0001191	Prbc.g_00210	Prab.g_01858
OG0001192	Prbc.g_00208	Prab.g_01860
OG0001193	Prbc.g_00207	Prab.g_01861
OG0001194	Prbc.g_00206	Prab.g_01862
OG0001195	Prbc.g_00204	Prab.g_01863
OG0001196	Prbc.g_00202	Prab.g_01865
OG0001197	Prbc.g_00198	Prab.g_01868
OG0001198	Prbc.g_00197	Prab.g_01869
OG0001199	Prbc.g_00196	Prab.g_01870
OG0001200	Prbc.g_00195	Prab.g_01871
OG0001201	Prbc.g_00194	Prab.g_01872
OG0001202	Prbc.g_00193	Prab.g_01873
OG0001203	Prbc.g_00189	Prab.g_01875
OG0001204	Prbc.g_00965	Prab.g_01879
OG0001205	Prbc.g_00966	Prab.g_01880
OG0001206	Prbc.g_00967	Prab.g_01881
OG0001207	Prbc.g_00968	Prab.g_01882
OG0001208	Prbc.g_00969	Prab.g_01883
OG0001209	Prbc.g_00970	Prab.g_01884
OG0001210	Prbc.g_00971	Prab.g_01885
OG0001211	Prbc.g_00972	Prab.g_01886
OG0001212	Prbc.g_00973	Prab.g_01887
OG0001213	Prbc.g_00974	Prab.g_01888
OG0001214	Prbc.g_00975	Prab.g_01889
OG0001215	Prbc.g_00976	Prab.g_01890
OG0001216	Prbc.g_00977	Prab.g_01891
OG0001217	Prbc.g_00978	Prab.g_01892
OG0001218	Prbc.g_00979	Prab.g_01893
OG0001219	Prbc.g_00980	Prab.g_01894
OG0001220	Prbc.g_00981	Prab.g_01895
OG0001221	Prbc.g_00982	Prab.g_01896
OG0001222	Prbc.g_00984	Prab.g_01898
OG0001223	Prbc.g_00986	Prab.g_01900
OG0001224	Prbc.g_00988	Prab.g_01901
OG0001225	Prbc.g_00990	Prab.g_01903
OG0001226	Prbc.g_00991	Prab.g_01904
OG0001227	Prbc.g_00992	Prab.g_01905
OG0001228	Prbc.g_00993	Prab.g_01906
OG0001229	Prbc.g_00994	Prab.g_01907
OG0001230	Prbc.g_00995	Prab.g_01908
OG0001231	Prbc.g_00996	Prab.g_01909
OG0001232	Prbc.g_00998	Prab.g_01911
OG0001233	Prbc.g_00999	Prab.g_01912
OG0001234	Prbc.g_01000	Prab.g_01913
OG0001235	Prbc.g_01001	Prab.g_01914
OG0001236	Prbc.g_01002	Prab.g_01915
OG0001237	Prbc.g_01005	Prab.g_01918
OG0001238	Prbc.g_01006	Prab.g_01919
OG0001239	Prbc.g_01011	Prab.g_01922
OG0001240	Prbc.g_01012	Prab.g_01923
OG0001241	Prbc.g_01013	Prab.g_01924
OG0001242	Prbc.g_01015	Prab.g_01925
OG0001243	Prbc.g_01016	Prab.g_01926
OG0001244	Prbc.g_01017	Prab.g_01927
OG0001245	Prbc.g_01018	Prab.g_01928
OG0001246	Prbc.g_01019	Prab.g_01929
OG0001247	Prbc.g_01020	Prab.g_01930
OG0001248	Prbc.g_01021	Prab.g_01931
OG0001249	Prbc.g_01022	Prab.g_01932
OG0001250	Prbc.g_01043	Prab.g_01933
OG0001251	Prbc.g_01044	Prab.g_01934
OG0001252	Prbc.g_01045	Prab.g_01935
OG0001253	Prbc.g_01046	Prab.g_01936
OG0001254	Prbc.g_01048	Prab.g_01938
OG0001255	Prbc.g_01049	Prab.g_01939
OG0001256	Prbc.g_01052	Prab.g_01941
OG0001257	Prbc.g_01053	Prab.g_01942
OG0001258	Prbc.g_01054	Prab.g_01943
OG0001259	Prbc.g_01057	Prab.g_01945
OG0001260	Prbc.g_01060	Prab.g_01947
OG0001261	Prbc.g_01061	Prab.g_01948
OG0001262	Prbc.g_01062	Prab.g_01949
OG0001263	Prbc.g_01063	Prab.g_01950
OG0001264	Prbc.g_01065	Prab.g_01951
OG0001265	Prbc.g_01066	Prab.g_01952
OG0001266	Prbc.g_01067	Prab.g_01953
OG0001267	Prbc.g_01068	Prab.g_01954
OG0001268	Prbc.g_01069	Prab.g_01955
OG0001270	Prbc.g_00433	Prab.g_00128
OG0001271	Prbc.g_00421	Prab.g_00141
OG0001272	Prbc.g_01173	Prab.g_00269
OG0001273	Prbc.g_01245	Prab.g_00321
OG0001274	Prbc.g_01542	Prab.g_00486
OG0001275	Prbc.g_01557	Prab.g_00502
OG0001276	Prbc.g_01666	Prab.g_00594
OG0001277	Prbc.g_02071, Prbc.g_01377	Prab.g_00766
OG0001278	Prbc.g_00068	Prab.g_00890
OG0001279	Prbc.g_01976	Prab.g_01069
OG0001280	Prbc.g_02086	Prab.g_00953
OG0001281	Prbc.g_00930	Prab.g_01120
OG0001282	Prbc.g_01985	Prab.g_01137
OG0001283	Prbc.g_00090	Prab.g_01142
OG0001284	Prbc.g_00114, Prbc.g_00611	Prab.g_01152
OG0001285	Prbc.g_01463	Prab.g_01203
OG0001286	Prbc.g_01449	Prab.g_01216
OG0001288	Prbc.g_00750	Prab.g_01506
OG0001289	Prbc.g_00762	Prab.g_01517
OG0001290	Prbc.g_01940, Prbc.g_00069	Prab.g_01561
OG0001291	Prbc.g_01598	Prab.g_01562
OG0001292	Prbc.g_00799	Prab.g_01567
OG0001293	Prbc.g_02129	Prab.g_01592
OG0001295	Prbc.g_00811, Prbc.g_00909	Prab.g_01623
OG0001296	Prbc.g_00825	Prab.g_01661
OG0001297	Prbc.g_00829	Prab.g_01665
OG0001298	Prbc.g_00831	Prab.g_01668
OG0001299	Prbc.g_00937	Prab.g_01734
OG0001300	Prbc.g_01309	Prab.g_01758
OG0001301	Prbc.g_00230	Prab.g_01839
OG0001302	Prbc.g_00199	Prab.g_01867
OG0001303	Prbc.g_00985	Prab.g_01899
OG0001304	Prbc.g_01056	Prab.g_01944
OG0001305	Prbc.g_00116	Prab.g_00379
OG0001306	Prbc.g_01498	Prab.g_00440
OG0001307	Prbc.g_01100	Prab.g_00030
OG0001308	Prbc.g_00502	Prab.g_00063
OG0001309	Prbc.g_00499	Prab.g_00066
OG0001310	Prbc.g_00497	Prab.g_00068
OG0001311	Prbc.g_00480	Prab.g_00084
OG0001312	Prbc.g_00452	Prab.g_00110
OG0001314	Prbc.g_00372	Prab.g_00190
OG0001315	Prbc.g_01141	Prab.g_00233
OG0001316	Prbc.g_01148	Prab.g_00242
OG0001317	Prbc.g_02120	Prab.g_00362
OG0001318	Prbc.g_01714	Prab.g_00642
OG0001319	Prbc.g_01829	Prab.g_00776
OG0001320	Prbc.g_02104	Prab.g_00938
OG0001322	Prbc.g_01042	Prab.g_01127
OG0001323	Prbc.g_00987	Prab.g_01164
OG0001324	Prbc.g_01348, Prbc.g_02182	Prab.g_01167
OG0001325	Prbc.g_01277	Prab.g_01174
OG0001326	Prbc.g_01413	Prab.g_01247
OG0001328	Prbc.g_01833	Prab.g_01565
OG0001329	Prbc.g_00853	Prab.g_01692
OG0001330	Prbc.g_00888	Prab.g_01726
OG0001332	Prbc.g_00429	Prab.g_00131
OG0001334	Prbc.g_01471	Prab.g_00472
OG0001335	Prbc.g_01966	Prab.g_01112
OG0001336	Prbc.g_00513	Prab.g_01130
OG0001337	Prbc.g_00041	Prab.g_01145
OG0001340	Prbc.g_01050	Prab.g_01381
OG0001341	Prbc.g_00795	Prab.g_01558
OG0001344	Prbc.g_00877	Prab.g_01715
OG0001345	Prbc.g_00280	Prab.g_01806
OG0001346	Prbc.g_00209	Prab.g_01859
OG0001347	Prbc.g_00983	Prab.g_01897
OG0001350	Prbc.g_02147	Prab.g_00135
OG0001356	Prbc.g_01483, Prbc.g_00646	Prab.g_00366
OG0001360	Prbc.g_01589	Prab.g_00513
OG0001361	Prbc.g_01594	Prab.g_00518
OG0001366	Prbc.g_01956, Prbc.g_01957	Prab.g_01086
OG0001369	Prbc.g_00901	Prab.g_01190
OG0001370	Prbc.g_00902	Prab.g_01191
OG0001372	Prbc.g_00133	Prab.g_01590
OG0001373	Prbc.g_00781	Prab.g_01536
OG0001374	Prbc.g_02000	Prab.g_01729
OG0001377	Prbc.g_00200	Prab.g_01866
OG0001378	Prbc.g_02087	Prab.g_00952
OG0001379	Prbc.g_00506	Prab.g_00059
OG0001380	Prbc.g_00505	Prab.g_00060
OG0001381	Prbc.g_00486	Prab.g_00079
OG0001383	Prbc.g_00336	Prab.g_00225
OG0001384	Prbc.g_01152	Prab.g_00246
OG0001386	Prbc.g_00748	Prab.g_00351
OG0001387	Prbc.g_00679	Prab.g_00377
OG0001388	Prbc.g_02116	Prab.g_01626
OG0001390	Prbc.g_01523	Prab.g_00465
OG0001391	Prbc.g_01584	Prab.g_00508
OG0001392	Prbc.g_01591	Prab.g_00515
OG0001394	Prbc.g_01744	Prab.g_00671
OG0001395	Prbc.g_01754	Prab.g_00679
OG0001396	Prbc.g_01756	Prab.g_00681
OG0001397	Prbc.g_01763	Prab.g_00687
OG0001398	Prbc.g_01792	Prab.g_00728
OG0001399	Prbc.g_02002	Prab.g_00826
OG0001400	Prbc.g_01955	Prab.g_01087
OG0001401	Prbc.g_01958	Prab.g_01085
OG0001402	Prbc.g_01982	Prab.g_01063
OG0001403	Prbc.g_01986	Prab.g_01060
OG0001404	Prbc.g_00092	Prab.g_00749
OG0001405	Prbc.g_02095	Prab.g_00944
OG0001406	Prbc.g_01931	Prab.g_00925
OG0001407	Prbc.g_01954	Prab.g_01110
OG0001408	Prbc.g_01947	Prab.g_01118
OG0001409	Prbc.g_00615	Prab.g_01298
OG0001410	Prbc.g_01461	Prab.g_01205
OG0001411	Prbc.g_00142	Prab.g_01305
OG0001412	Prbc.g_00567	Prab.g_01327
OG0001413	Prbc.g_02160	Prab.g_01352
OG0001414	Prbc.g_00658	Prab.g_01361
OG0001415	Prbc.g_00749	Prab.g_01505
OG0001416	Prbc.g_00753	Prab.g_01508
OG0001417	Prbc.g_00796	Prab.g_01559
OG0001418	Prbc.g_00613	Prab.g_01573
OG0001419	Prbc.g_00176	Prab.g_00755
OG0001420	Prbc.g_00136	Prab.g_00799
OG0001421	Prbc.g_02014	Prab.g_01029
OG0001422	Prbc.g_00533	Prab.g_01648
OG0001424	Prbc.g_00249	Prab.g_00053
OG0001425	Prbc.g_01218	Prab.g_00314
OG0001426	Prbc.g_00523	Prab.g_00353
OG0001427	Prbc.g_01601	Prab.g_00525
OG0001428	Prbc.g_00048	Prab.g_01583
OG0001428	Prbc.g_01302	Prab.g_00764
OG0001429	Prbc.g_00115	Prab.g_00779
OG0001430	Prbc.g_02006	Prab.g_00830
OG0001431	Prbc.g_00923	Prab.g_01083
OG0001432	Prbc.g_01963	Prab.g_01078
OG0001433	Prbc.g_01814	Prab.g_01115
OG0001434	Prbc.g_00158	Prab.g_01192
OG0001435	Prbc.g_00904	Prab.g_01282
OG0001437	Prbc.g_02169	Prab.g_01595
OG0001438	Prbc.g_01051	Prab.g_01940
OG0001440	Prbc.g_00816	Prab.g_00361
OG0001441	Prbc.g_02046	Prab.g_01000
OG0001442	Prbc.g_02144	Prab.g_00961
OG0001443	Prbc.g_01946	Prab.g_01116
OG0001444	Prbc.g_01825	Prab.g_01119
OG0001445	Prbc.g_02157	Prab.g_01571
OG0001446	Prbc.g_00603	Prab.g_00793
OG0001448	Prbc.g_01697	Prab.g_00624
OG0001449	Prbc.g_00063	Prab.g_01155
OG0001450	Prbc.g_00803	Prab.g_01178
OG0001452	Prbc.g_01425	Prab.g_01238
OG0001456	Prbc.g_01806	Prab.g_01603
OG0001458	Prbc.g_01004	Prab.g_01917
OG0001461	Prbc.g_01279, Prbc.g_00821	Prab.g_00364
OG0001462	Prbc.g_02123	Prab.g_00383
OG0001464	Prbc.g_01639	Prab.g_00563
OG0001465	Prbc.g_01231	Prab.g_00593
OG0001472	Prbc.g_01379, Prbc.g_02066	Prab.g_01114
OG0001473	Prbc.g_02178, Prbc.g_02134	Prab.g_01117
OG0001475	Prbc.g_01278	Prab.g_00769
OG0001476	Prbc.g_00706	Prab.g_01463
OG0001477	Prbc.g_01486	Prab.g_01607
OG0001479	Prbc.g_01448	Prab.g_01217
OG0001486	Prbc.g_02001	Prab.g_01101
OG0001487	Prbc.g_01848	Prab.g_01037
OG0001488	Prbc.g_01942	Prab.g_01105
OG0001489	Prbc.g_01943	Prab.g_01106
OG0001490	Prbc.g_01944	Prab.g_01107
OG0001491	Prbc.g_00678	Prab.g_01113
OG0001492	Prbc.g_01423	Prab.g_01140
OG0001493	Prbc.g_01495	Prab.g_01149
OG0001499	Prbc.g_01135	Prab.g_01749
OG0001500	Prbc.g_01998	Prab.g_01049
OG0001505	Prbc.g_00689	Prab.g_00752
OG0001507	Prbc.g_02149	Prab.g_00816
OG0001510	Prbc.g_01382, Prbc.g_00624	Prab.g_00903
OG0001511	Prbc.g_00911	Prab.g_01099
OG0001512	Prbc.g_00912	Prab.g_01098
OG0001513	Prbc.g_00913	Prab.g_01097
OG0001514	Prbc.g_00914	Prab.g_01096
OG0001515	Prbc.g_00915	Prab.g_01095
OG0001516	Prbc.g_00916	Prab.g_01094
OG0001517	Prbc.g_00917	Prab.g_01093
OG0001518	Prbc.g_00918	Prab.g_01092
OG0001519	Prbc.g_00919	Prab.g_01091
OG0001520	Prbc.g_00920	Prab.g_01090
OG0001521	Prbc.g_00921	Prab.g_01089
OG0001522	Prbc.g_00922	Prab.g_01088
OG0001523	Prbc.g_01993	Prab.g_01053
OG0001526	Prbc.g_01465	Prab.g_01202
OG0001528	Prbc.g_00903	Prab.g_01582
OG0001529	Prbc.g_00250	Prab.g_01821
OG0001530	Prbc.g_00637	Prab.g_00414
OG0001531	Prbc.g_02056	Prab.g_00988
OG0001533	Prbc.g_02187	Prab.g_01123
OG0001535	Prbc.g_00078	Prab.g_00380
OG0001536	Prbc.g_00602	Prab.g_00792
OG0001539	Prbc.g_00519	Prab.g_00052
OG0001541	Prbc.g_01961	Prab.g_01080
OG0001542	Prbc.g_01342	Prab.g_01153
OG0001545	Prbc.g_00601	Prab.g_00791
OG0001548	Prbc.g_01280	Prab.g_01628, Prab.g_00393
OG0001551	Prbc.g_02140	Prab.g_01151
OG0001553	Prbc.g_01291	Prab.g_01312
OG0001554	Prbc.g_00163	Prab.g_00751
OG0001558	Prbc.g_01287	Prab.g_01593
OG0001565	Prbc.g_00444	Prab.g_00116
OG0001566	Prbc.g_01199	Prab.g_00295
OG0001567	Prbc.g_00151	Prab.g_00357
OG0001568	Prbc.g_01297	Prab.g_00382
OG0001569	Prbc.g_02132	Prab.g_00462
OG0001571	Prbc.g_01482	Prab.g_00474
OG0001572	Prbc.g_01757	Prab.g_00682
OG0001573	Prbc.g_00155	Prab.g_01301
OG0001574	Prbc.g_00128	Prab.g_00772
OG0001575	Prbc.g_02072	Prab.g_00808
OG0001576	Prbc.g_01830	Prab.g_00968
OG0001577	Prbc.g_01818	Prab.g_00963
OG0001578	Prbc.g_00520	Prab.g_01121
OG0001579	Prbc.g_02117	Prab.g_01122
OG0001580	Prbc.g_01826	Prab.g_01124
OG0001581	Prbc.g_02131	Prab.g_01126
OG0001582	Prbc.g_01310	Prab.g_01133
OG0001583	Prbc.g_02186	Prab.g_01148
OG0001584	Prbc.g_00119	Prab.g_01158
OG0001585	Prbc.g_00150	Prab.g_01170
OG0001586	Prbc.g_01288	Prab.g_01182
OG0001587	Prbc.g_02146	Prab.g_01185
OG0001588	Prbc.g_00096, Prbc.g_00019	Prab.g_00415
OG0001589	Prbc.g_00627	Prab.g_00715
OG0001590	Prbc.g_00931	Prab.g_01357
OG0001591	Prbc.g_00656	Prab.g_01359
OG0001594	Prbc.g_02076	Prab.g_01549
OG0001595	Prbc.g_01834	Prab.g_01551
OG0001596	Prbc.g_01484	Prab.g_01552
OG0001597	Prbc.g_00800	Prab.g_01564
OG0001598	Prbc.g_00642	Prab.g_01877
OG0001599	Prbc.g_00014	Prab.g_01286
OG0001600	Prbc.g_00905	Prab.g_01604
OG0001603	Prbc.g_01115, Prbc.g_00528	Prab.g_00319
OG0001604	Prbc.g_00614	Prab.g_00352
OG0001606	Prbc.g_01480	Prab.g_00473
OG0001607	Prbc.g_01314	Prab.g_00713
OG0001608	Prbc.g_00526	Prab.g_00771
OG0001609	Prbc.g_00099	Prab.g_00905
OG0001611	Prbc.g_00908	Prab.g_01196
OG0001612	Prbc.g_01489	Prab.g_01197
OG0001613	Prbc.g_01488	Prab.g_01198
OG0001614	Prbc.g_01487	Prab.g_01199
OG0001617	Prbc.g_00117	Prab.g_01586
OG0001618	Prbc.g_00098	Prab.g_01682
OG0001620	Prbc.g_01251	Prab.g_00327
OG0001625	Prbc.g_00049	Prab.g_00973
OG0001627	Prbc.g_00147	Prab.g_00346
OG0001630	Prbc.g_00185	Prab.g_01443
OG0001641	Prbc.g_02197	Prab.g_01609
OG0001698	Prbc.g_01347, Prbc.g_01326	Prab.g_00758
OG0001701	Prbc.g_00531	Prab.g_01344
OG0001706	Prbc.g_01325	Prab.g_00714
OG0001711	Prbc.g_01952	Prab.g_01103
OG0001712	Prbc.g_00639	Prab.g_01161
OG0001788	Prbc.g_01305	Prab.g_01177
OG0001800	Prbc.g_00156	Prab.g_01342
OG0001826	Prbc.g_01282	Prab.g_01183
OG0001828	Prbc.g_00631	Prab.g_01599
OG0001868	Prbc.g_01340	Prab.g_00911
OG0001910	Prbc.g_01747	Prab.g_01589
OG0001950	Prbc.g_00026	Prab.g_00398
OG0001952	Prbc.g_00600	Prab.g_00794
OG0002171	Prbc.g_00535	Prab.g_00410
OG0002176	Prbc.g_00638	Prab.g_00910
OG0002324	Prbc.g_00910	Prab.g_00349
OG0003017	Prbc.g_00025	Prab.g_01580
