Orthogroup	Prbc	Pram
OG0001104	Prbc.g_00955	Pram.g_01722
OG0001105	Prbc.g_00957	Pram.g_01720
OG0001106	Prbc.g_00953	Pram.g_01716
OG0001107	Prbc.g_00952	Pram.g_01715
OG0001108	Prbc.g_00951	Pram.g_01714
OG0001109	Prbc.g_00327	Pram.g_01727
OG0001110	Prbc.g_00325	Pram.g_01729
OG0001111	Prbc.g_00324	Pram.g_01730
OG0001112	Prbc.g_00323	Pram.g_01731
OG0001113	Prbc.g_00322	Pram.g_01732
OG0001114	Prbc.g_00321	Pram.g_01733
OG0001115	Prbc.g_00320	Pram.g_01734
OG0001116	Prbc.g_00319	Pram.g_01735
OG0001117	Prbc.g_00318	Pram.g_01736
OG0001118	Prbc.g_00317	Pram.g_01737
OG0001119	Prbc.g_00316	Pram.g_01738
OG0001120	Prbc.g_00315	Pram.g_01739
OG0001121	Prbc.g_00314	Pram.g_01740
OG0001122	Prbc.g_00313	Pram.g_01741
OG0001123	Prbc.g_00312	Pram.g_01742
OG0001124	Prbc.g_00311	Pram.g_01743
OG0001125	Prbc.g_00310	Pram.g_01744
OG0001126	Prbc.g_00309	Pram.g_01745
OG0001127	Prbc.g_00308	Pram.g_01746
OG0001128	Prbc.g_00307	Pram.g_01747
OG0001129	Prbc.g_00306	Pram.g_01748
OG0001130	Prbc.g_00305	Pram.g_01749
OG0001131	Prbc.g_00304	Pram.g_01750
OG0001132	Prbc.g_00303	Pram.g_01751
OG0001133	Prbc.g_00302	Pram.g_01752
OG0001134	Prbc.g_00301	Pram.g_01753
OG0001135	Prbc.g_00300	Pram.g_01754
OG0001136	Prbc.g_00299	Pram.g_01755
OG0001137	Prbc.g_00298	Pram.g_01756
OG0001138	Prbc.g_00297	Pram.g_01757
OG0001139	Prbc.g_00296	Pram.g_01758
OG0001140	Prbc.g_00295	Pram.g_01759
OG0001141	Prbc.g_00293	Pram.g_01761
OG0001142	Prbc.g_00292	Pram.g_01762
OG0001143	Prbc.g_00291	Pram.g_01763
OG0001144	Prbc.g_00289	Pram.g_01765
OG0001145	Prbc.g_00287	Pram.g_01767
OG0001146	Prbc.g_00286	Pram.g_01768
OG0001147	Prbc.g_00283	Pram.g_01771
OG0001148	Prbc.g_00282	Pram.g_01772
OG0001149	Prbc.g_00281	Pram.g_01773
OG0001150	Prbc.g_00278	Pram.g_01776
OG0001151	Prbc.g_00277	Pram.g_01777
OG0001152	Prbc.g_00276	Pram.g_01778
OG0001153	Prbc.g_00275	Pram.g_01779
OG0001154	Prbc.g_00274	Pram.g_01780
OG0001155	Prbc.g_00273	Pram.g_01781
OG0001156	Prbc.g_00272	Pram.g_01782
OG0001157	Prbc.g_00270	Pram.g_01784
OG0001158	Prbc.g_00268	Pram.g_01786
OG0001159	Prbc.g_00267	Pram.g_01787
OG0001160	Prbc.g_00266	Pram.g_01788
OG0001161	Prbc.g_00248	Pram.g_01793
OG0001162	Prbc.g_00247	Pram.g_01794
OG0001163	Prbc.g_00246	Pram.g_01795
OG0001164	Prbc.g_00245	Pram.g_01796
OG0001165	Prbc.g_00244	Pram.g_01797
OG0001166	Prbc.g_00243	Pram.g_01798
OG0001167	Prbc.g_00242	Pram.g_01799
OG0001168	Prbc.g_00241	Pram.g_01801
OG0001169	Prbc.g_00240	Pram.g_01802
OG0001170	Prbc.g_00237	Pram.g_01806
OG0001171	Prbc.g_00236	Pram.g_01807
OG0001172	Prbc.g_00235	Pram.g_01808
OG0001173	Prbc.g_00233	Pram.g_01810
OG0001174	Prbc.g_00231	Pram.g_01812
OG0001175	Prbc.g_00229	Pram.g_01814
OG0001176	Prbc.g_00227	Pram.g_01816
OG0001177	Prbc.g_00225	Pram.g_01818
OG0001178	Prbc.g_00224	Pram.g_01819
OG0001179	Prbc.g_00223	Pram.g_01820
OG0001180	Prbc.g_00222	Pram.g_01821
OG0001181	Prbc.g_00221	Pram.g_01822
OG0001182	Prbc.g_00220	Pram.g_01823
OG0001183	Prbc.g_00219	Pram.g_01824
OG0001184	Prbc.g_00218	Pram.g_01825
OG0001185	Prbc.g_00217	Pram.g_01826
OG0001186	Prbc.g_00216	Pram.g_01828
OG0001187	Prbc.g_00215	Pram.g_01829
OG0001188	Prbc.g_00214	Pram.g_01830
OG0001189	Prbc.g_00213	Pram.g_01831
OG0001190	Prbc.g_00212	Pram.g_01832
OG0001191	Prbc.g_00210	Pram.g_01834
OG0001192	Prbc.g_00208	Pram.g_01836
OG0001193	Prbc.g_00207	Pram.g_01837
OG0001194	Prbc.g_00206	Pram.g_01838
OG0001195	Prbc.g_00204	Pram.g_01840
OG0001196	Prbc.g_00202	Pram.g_01842
OG0001197	Prbc.g_00198	Pram.g_01845
OG0001198	Prbc.g_00197	Pram.g_01846
OG0001199	Prbc.g_00196	Pram.g_01847
OG0001200	Prbc.g_00195	Pram.g_01848
OG0001201	Prbc.g_00194	Pram.g_01849
OG0001202	Prbc.g_00193	Pram.g_01850
OG0001203	Prbc.g_00189	Pram.g_01852
OG0001204	Prbc.g_00965	Pram.g_01854
OG0001205	Prbc.g_00966	Pram.g_01855
OG0001206	Prbc.g_00967	Pram.g_01856
OG0001207	Prbc.g_00968	Pram.g_01857
OG0001208	Prbc.g_00969	Pram.g_01858
OG0001209	Prbc.g_00970	Pram.g_01859
OG0001210	Prbc.g_00971	Pram.g_01860
OG0001211	Prbc.g_00972	Pram.g_01861
OG0001212	Prbc.g_00973	Pram.g_01862
OG0001213	Prbc.g_00974	Pram.g_01863
OG0001214	Prbc.g_00975	Pram.g_01864
OG0001215	Prbc.g_00976	Pram.g_01865
OG0001216	Prbc.g_00977	Pram.g_01866
OG0001217	Prbc.g_00978	Pram.g_01867
OG0001218	Prbc.g_00979	Pram.g_01868
OG0001219	Prbc.g_00980	Pram.g_01869
OG0001220	Prbc.g_00981	Pram.g_01870
OG0001221	Prbc.g_00982	Pram.g_01871
OG0001222	Prbc.g_00984	Pram.g_01873
OG0001223	Prbc.g_00986	Pram.g_01875
OG0001224	Prbc.g_00988	Pram.g_01877
OG0001225	Prbc.g_00990	Pram.g_01879
OG0001226	Prbc.g_00991	Pram.g_01880
OG0001227	Prbc.g_00992	Pram.g_01881
OG0001228	Prbc.g_00993	Pram.g_01882
OG0001229	Prbc.g_00994	Pram.g_01883
OG0001230	Prbc.g_00995	Pram.g_01884
OG0001231	Prbc.g_00996	Pram.g_01885
OG0001232	Prbc.g_00998	Pram.g_01887
OG0001233	Prbc.g_00999	Pram.g_01888
OG0001234	Prbc.g_01000	Pram.g_01889
OG0001235	Prbc.g_01001	Pram.g_01890
OG0001236	Prbc.g_01002	Pram.g_01891
OG0001237	Prbc.g_01005	Pram.g_01894
OG0001238	Prbc.g_01006	Pram.g_01895
OG0001239	Prbc.g_01011	Pram.g_01900
OG0001240	Prbc.g_01012	Pram.g_01901
OG0001241	Prbc.g_01013	Pram.g_01902
OG0001242	Prbc.g_01015	Pram.g_01904
OG0001243	Prbc.g_01016	Pram.g_01905
OG0001244	Prbc.g_01017	Pram.g_01906
OG0001245	Prbc.g_01018	Pram.g_01907
OG0001246	Prbc.g_01019	Pram.g_01908
OG0001247	Prbc.g_01020	Pram.g_01909
OG0001248	Prbc.g_01021	Pram.g_01910
OG0001249	Prbc.g_01022	Pram.g_01911
OG0001250	Prbc.g_01043	Pram.g_01913
OG0001251	Prbc.g_01044	Pram.g_01914
OG0001252	Prbc.g_01045	Pram.g_01915
OG0001253	Prbc.g_01046	Pram.g_01916
OG0001254	Prbc.g_01048	Pram.g_01918
OG0001255	Prbc.g_01049	Pram.g_01919
OG0001256	Prbc.g_01052	Pram.g_01924
OG0001257	Prbc.g_01053	Pram.g_01925
OG0001258	Prbc.g_01054	Pram.g_01926
OG0001259	Prbc.g_01057	Pram.g_01929
OG0001260	Prbc.g_01060	Pram.g_01930
OG0001261	Prbc.g_01061	Pram.g_01931
OG0001262	Prbc.g_01062	Pram.g_01932
OG0001263	Prbc.g_01063	Pram.g_01933
OG0001264	Prbc.g_01065	Pram.g_01934
OG0001265	Prbc.g_01066	Pram.g_01935
OG0001266	Prbc.g_01067	Pram.g_01936
OG0001267	Prbc.g_01068	Pram.g_01937
OG0001268	Prbc.g_01069	Pram.g_01938
OG0001269	Prbc.g_00481	Pram.g_00076
OG0001270	Prbc.g_00433	Pram.g_00124
OG0001271	Prbc.g_00421	Pram.g_00135
OG0001272	Prbc.g_01173	Pram.g_00269
OG0001273	Prbc.g_01245	Pram.g_00327
OG0001274	Prbc.g_01542	Pram.g_00418
OG0001275	Prbc.g_01557	Pram.g_00434
OG0001276	Prbc.g_01666	Pram.g_00527
OG0001277	Prbc.g_02071, Prbc.g_01377	Pram.g_00903
OG0001278	Prbc.g_00068	Pram.g_00862
OG0001279	Prbc.g_01976	Pram.g_00733
OG0001280	Prbc.g_02086	Pram.g_00981
OG0001281	Prbc.g_00930	Pram.g_00577
OG0001282	Prbc.g_01985	Pram.g_01214
OG0001283	Prbc.g_00090	Pram.g_01525
OG0001284	Prbc.g_00114, Prbc.g_00611	Pram.g_00664
OG0001285	Prbc.g_01463	Pram.g_01157
OG0001286	Prbc.g_01449	Pram.g_01143
OG0001288	Prbc.g_00750	Pram.g_01334
OG0001289	Prbc.g_00762	Pram.g_01322
OG0001290	Prbc.g_01940, Prbc.g_00069	Pram.g_00658
OG0001291	Prbc.g_01598	Pram.g_01272
OG0001292	Prbc.g_00799	Pram.g_01590
OG0001294	Prbc.g_00802	Pram.g_01003
OG0001295	Prbc.g_00811, Prbc.g_00909	Pram.g_01599
OG0001296	Prbc.g_00825	Pram.g_01624
OG0001297	Prbc.g_00829	Pram.g_01627
OG0001298	Prbc.g_00831	Pram.g_01630
OG0001299	Prbc.g_00937	Pram.g_01700
OG0001300	Prbc.g_01309	Pram.g_01637
OG0001301	Prbc.g_00230	Pram.g_01813
OG0001302	Prbc.g_00199	Pram.g_01844
OG0001303	Prbc.g_00985	Pram.g_01874
OG0001304	Prbc.g_01056	Pram.g_01928
OG0001305	Prbc.g_00116	Pram.g_01516
OG0001306	Prbc.g_01498	Pram.g_00372
OG0001307	Prbc.g_01100	Pram.g_00017
OG0001308	Prbc.g_00502	Pram.g_00056
OG0001309	Prbc.g_00499	Pram.g_00059
OG0001310	Prbc.g_00497	Pram.g_00061
OG0001311	Prbc.g_00480	Pram.g_00077
OG0001312	Prbc.g_00452	Pram.g_00105
OG0001313	Prbc.g_00445	Pram.g_00112
OG0001314	Prbc.g_00372	Pram.g_00184
OG0001315	Prbc.g_01141	Pram.g_00231
OG0001316	Prbc.g_01148	Pram.g_00240
OG0001317	Prbc.g_02120	Pram.g_01213
OG0001319	Prbc.g_01829	Pram.g_01196
OG0001320	Prbc.g_02104	Pram.g_00897
OG0001321	Prbc.g_02109	Pram.g_00892
OG0001324	Prbc.g_01348, Prbc.g_02182	Pram.g_00648
OG0001326	Prbc.g_01413	Pram.g_01106
OG0001327	Prbc.g_00587	Pram.g_01476
OG0001328	Prbc.g_01833	Pram.g_00357
OG0001329	Prbc.g_00853	Pram.g_01655
OG0001331	Prbc.g_00234	Pram.g_01809
OG0001332	Prbc.g_00429	Pram.g_00127
OG0001333	Prbc.g_00332	Pram.g_00225
OG0001335	Prbc.g_01966	Pram.g_00723
OG0001336	Prbc.g_00513	Pram.g_00706
OG0001337	Prbc.g_00041	Pram.g_00625
OG0001338	Prbc.g_00559	Pram.g_01276
OG0001340	Prbc.g_01050	Pram.g_01922
OG0001341	Prbc.g_00795	Pram.g_01289
OG0001344	Prbc.g_00877	Pram.g_01680
OG0001345	Prbc.g_00280	Pram.g_01774
OG0001346	Prbc.g_00209	Pram.g_01835
OG0001347	Prbc.g_00983	Pram.g_01872
OG0001348	Prbc.g_00442	Pram.g_00114
OG0001350	Prbc.g_02147	Pram.g_01246
OG0001360	Prbc.g_01589	Pram.g_00446
OG0001361	Prbc.g_01594	Pram.g_00451
OG0001366	Prbc.g_01956, Prbc.g_01957	Pram.g_00711
OG0001369	Prbc.g_00901	Pram.g_01551
OG0001370	Prbc.g_00902	Pram.g_01552
OG0001372	Prbc.g_00133	Pram.g_01253
OG0001373	Prbc.g_00781	Pram.g_01302
OG0001374	Prbc.g_02000	Pram.g_00041
OG0001377	Prbc.g_00200	Pram.g_01843
OG0001378	Prbc.g_02087	Pram.g_00982
OG0001379	Prbc.g_00506	Pram.g_00051
OG0001380	Prbc.g_00505	Pram.g_00053
OG0001381	Prbc.g_00486	Pram.g_00071
OG0001383	Prbc.g_00336	Pram.g_00221
OG0001384	Prbc.g_01152	Pram.g_00245
OG0001386	Prbc.g_00748	Pram.g_01337
OG0001388	Prbc.g_02116	Pram.g_00788
OG0001389	Prbc.g_01515	Pram.g_00394
OG0001390	Prbc.g_01523	Pram.g_00399
OG0001391	Prbc.g_01584	Pram.g_00680
OG0001392	Prbc.g_01591	Pram.g_00448
OG0001394	Prbc.g_01744	Pram.g_01043
OG0001395	Prbc.g_01754	Pram.g_00764
OG0001396	Prbc.g_01756	Pram.g_00766
OG0001397	Prbc.g_01763	Pram.g_00772
OG0001398	Prbc.g_01792	Pram.g_01025
OG0001399	Prbc.g_02002	Pram.g_00907
OG0001400	Prbc.g_01955	Pram.g_00710
OG0001401	Prbc.g_01958	Pram.g_00712
OG0001402	Prbc.g_01982	Pram.g_00739
OG0001403	Prbc.g_01986	Pram.g_00742
OG0001405	Prbc.g_02095	Pram.g_00993
OG0001406	Prbc.g_01931	Pram.g_00884
OG0001407	Prbc.g_01954	Pram.g_00702
OG0001408	Prbc.g_01947	Pram.g_01202
OG0001409	Prbc.g_00615	Pram.g_00698
OG0001410	Prbc.g_01461	Pram.g_01155
OG0001411	Prbc.g_00142	Pram.g_00665
OG0001412	Prbc.g_00567	Pram.g_01231
OG0001413	Prbc.g_02160	Pram.g_00996
OG0001414	Prbc.g_00658	Pram.g_01467
OG0001415	Prbc.g_00749	Pram.g_01335
OG0001416	Prbc.g_00753	Pram.g_01332
OG0001417	Prbc.g_00796	Pram.g_01288
OG0001418	Prbc.g_00613	Pram.g_01563
OG0001419	Prbc.g_02194, Prbc.g_01365	Pram.g_01594
OG0001420	Prbc.g_00616	Pram.g_01579
OG0001421	Prbc.g_02014	Pram.g_00920
OG0001422	Prbc.g_00533	Pram.g_01620
OG0001423	Prbc.g_00130, Prbc.g_00149	Pram.g_00649, Pram.g_00610, Pram.g_00624
OG0001424	Prbc.g_00249	Pram.g_01553
OG0001425	Prbc.g_01218	Pram.g_00314
OG0001426	Prbc.g_00523	Pram.g_00997
OG0001427	Prbc.g_01601	Pram.g_00459
OG0001429	Prbc.g_00115	Pram.g_00660
OG0001430	Prbc.g_02006	Pram.g_00912
OG0001431	Prbc.g_00923	Pram.g_00714
OG0001432	Prbc.g_01963	Pram.g_00718
OG0001433	Prbc.g_01814	Pram.g_00650
OG0001434	Prbc.g_00158	Pram.g_01509
OG0001435	Prbc.g_00904	Pram.g_01286
OG0001437	Prbc.g_02169	Pram.g_01526
OG0001438	Prbc.g_01051	Pram.g_01923
OG0001441	Prbc.g_02046	Pram.g_00953
OG0001443	Prbc.g_01946	Pram.g_00695
OG0001448	Prbc.g_01697	Pram.g_00558
OG0001449	Prbc.g_00063	Pram.g_01508
OG0001450	Prbc.g_00803	Pram.g_01598
OG0001451	Prbc.g_01464	Pram.g_01158
OG0001453	Prbc.g_00652	Pram.g_01210
OG0001454	Prbc.g_00653	Pram.g_00363
OG0001455	Prbc.g_00654	Pram.g_01166
OG0001456	Prbc.g_01806	Pram.g_01256
OG0001458	Prbc.g_01004	Pram.g_01893
OG0001463	Prbc.g_02156	Pram.g_00637
OG0001467	Prbc.g_00514	Pram.g_01470
OG0001474	Prbc.g_01945	Pram.g_01197
OG0001475	Prbc.g_01278	Pram.g_01277
OG0001479	Prbc.g_01448	Pram.g_01142
OG0001481	Prbc.g_01367, Prbc.g_01352, Prbc.g_00621, Prbc.g_00002, Prbc.g_00016	Pram.g_00611
OG0001485	Prbc.g_01925	Pram.g_00878
OG0001486	Prbc.g_02001	Pram.g_00906
OG0001487	Prbc.g_01848	Pram.g_01032
OG0001495	Prbc.g_01520	Pram.g_00362
OG0001501	Prbc.g_01701	Pram.g_00563
OG0001509	Prbc.g_01892	Pram.g_00842
OG0001523	Prbc.g_01993	Pram.g_00749
OG0001524	Prbc.g_00527, Prbc.g_01311	Pram.g_00641
OG0001526	Prbc.g_01465	Pram.g_01159
OG0001528	Prbc.g_00903	Pram.g_01268
OG0001529	Prbc.g_00250	Pram.g_01792
OG0001531	Prbc.g_02056	Pram.g_01487
OG0001535	Prbc.g_00078	Pram.g_00628
OG0001538	Prbc.g_00630	Pram.g_01562, Pram.g_00682
OG0001541	Prbc.g_01961	Pram.g_00716
OG0001542	Prbc.g_01342	Pram.g_01515
OG0001545	Prbc.g_00601	Pram.g_01623
OG0001550	Prbc.g_01922	Pram.g_00875
OG0001552	Prbc.g_00581	Pram.g_00666
OG0001559	Prbc.g_00146	Pram.g_01257
OG0001560	Prbc.g_01973	Pram.g_00730
OG0001561	Prbc.g_01896	Pram.g_00846
OG0001562	Prbc.g_01324	Pram.g_00623, Pram.g_00646
OG0001563	Prbc.g_00251	Pram.g_01194, Pram.g_00657
OG0001564	Prbc.g_00543, Prbc.g_00177, Prbc.g_00824, Prbc.g_00595	Pram.g_01195
OG0001599	Prbc.g_00014	Pram.g_01575
OG0001600	Prbc.g_00905	Pram.g_01543
OG0001619	Prbc.g_00956	Pram.g_01721
OG0001621	Prbc.g_00961	Pram.g_01273
OG0001625	Prbc.g_00049	Pram.g_01593
OG0001633	Prbc.g_00747	Pram.g_01338
OG0001634	Prbc.g_00007	Pram.g_01518
OG0001645	Prbc.g_01283	Pram.g_01280
OG0001646	Prbc.g_00924	Pram.g_01274
OG0001647	Prbc.g_00008	Pram.g_01519
OG0001648	Prbc.g_00009	Pram.g_01520
OG0001649	Prbc.g_00010	Pram.g_01521
OG0001650	Prbc.g_01137	Pram.g_00647, Pram.g_00622
OG0001721	Prbc.g_00205	Pram.g_01839
OG0001722	Prbc.g_02127	Pram.g_00708
OG0001723	Prbc.g_00516	Pram.g_00701
OG0001725	Prbc.g_01247	Pram.g_00329
OG0001726	Prbc.g_00139	Pram.g_00676
OG0001740	Prbc.g_01994	Pram.g_00750
OG0001741	Prbc.g_01119	Pram.g_00025
OG0001743	Prbc.g_00462	Pram.g_00095
OG0001744	Prbc.g_00463	Pram.g_00094
OG0001745	Prbc.g_00473	Pram.g_00084
OG0001747	Prbc.g_00820	Pram.g_01192
OG0001748	Prbc.g_00331	Pram.g_00226
OG0001749	Prbc.g_00875	Pram.g_01678
OG0001750	Prbc.g_00578	Pram.g_01243
OG0001751	Prbc.g_01432	Pram.g_01126
OG0001752	Prbc.g_01415	Pram.g_01108
OG0001753	Prbc.g_01774	Pram.g_00783
OG0001754	Prbc.g_01764	Pram.g_00773
OG0001755	Prbc.g_02096	Pram.g_00994
OG0001756	Prbc.g_02089	Pram.g_00984
OG0001757	Prbc.g_02084	Pram.g_00979
OG0001758	Prbc.g_02032	Pram.g_00939
OG0001759	Prbc.g_02099	Pram.g_00902
OG0001760	Prbc.g_01990	Pram.g_00746
OG0001761	Prbc.g_01863	Pram.g_00814
OG0001762	Prbc.g_00547	Pram.g_01541
OG0001763	Prbc.g_00597	Pram.g_00863
OG0001764	Prbc.g_01918	Pram.g_00871
OG0001765	Prbc.g_01968	Pram.g_00725
OG0001766	Prbc.g_01751	Pram.g_00762
OG0001767	Prbc.g_01741	Pram.g_01046
OG0001768	Prbc.g_00450	Pram.g_00107
OG0001769	Prbc.g_01269	Pram.g_00353
OG0001770	Prbc.g_01224	Pram.g_00320
OG0001771	Prbc.g_01223	Pram.g_00319
OG0001772	Prbc.g_01222	Pram.g_00318
OG0001773	Prbc.g_01221	Pram.g_00317
OG0001774	Prbc.g_01220	Pram.g_00316
OG0001775	Prbc.g_00269	Pram.g_01785
OG0001776	Prbc.g_00285	Pram.g_01769
OG0001777	Prbc.g_00440	Pram.g_00116
OG0001778	Prbc.g_00392	Pram.g_00164
OG0001779	Prbc.g_00386	Pram.g_00170
OG0001780	Prbc.g_01939	Pram.g_01538
OG0001781	Prbc.g_01003	Pram.g_01892
OG0001782	Prbc.g_01007	Pram.g_01896
OG0001783	Prbc.g_01008	Pram.g_01897
OG0001784	Prbc.g_01937	Pram.g_00989
OG0001785	Prbc.g_01014	Pram.g_01903
OG0001786	Prbc.g_01041	Pram.g_01912
OG0001788	Prbc.g_01305	Pram.g_00630
OG0001800	Prbc.g_00156	Pram.g_01555
OG0001801	Prbc.g_01949	Pram.g_01285
OG0001803	Prbc.g_00551	Pram.g_00643
OG0001805	Prbc.g_02118, Prbc.g_00524	Pram.g_00709
OG0001826	Prbc.g_01282	Pram.g_00626
OG0001830	Prbc.g_01438	Pram.g_01132
OG0001831	Prbc.g_02122	Pram.g_00639
OG0001832	Prbc.g_00617, Prbc.g_01293, Prbc.g_00548	Pram.g_01181
OG0001833	Prbc.g_00053, Prbc.g_01328	Pram.g_01591
OG0001834	Prbc.g_00651	Pram.g_01167
OG0001853	Prbc.g_00552, Prbc.g_00020	Pram.g_01615
OG0001855	Prbc.g_01364	Pram.g_01612
OG0001868	Prbc.g_01340	Pram.g_01259
OG0001884	Prbc.g_00553	Pram.g_01614
OG0001885	Prbc.g_00554	Pram.g_01613
OG0001897	Prbc.g_01960	Pram.g_00715
OG0001898	Prbc.g_01281	Pram.g_01568
OG0001899	Prbc.g_01477	Pram.g_01172
OG0001900	Prbc.g_00818	Pram.g_01528
OG0001910	Prbc.g_01747	Pram.g_01040
OG0001916	Prbc.g_01472	Pram.g_00699
OG0001919	Prbc.g_00120	Pram.g_00652
OG0001921	Prbc.g_00005	Pram.g_01269
OG0001923	Prbc.g_02188	Pram.g_01572
OG0001924	Prbc.g_00522	Pram.g_00703
OG0001925	Prbc.g_01226	Pram.g_00323
OG0001926	Prbc.g_01527	Pram.g_00403
OG0001927	Prbc.g_01555	Pram.g_00432
OG0001928	Prbc.g_01786	Pram.g_00800
OG0001929	Prbc.g_01802	Pram.g_01015
OG0001930	Prbc.g_01926	Pram.g_01260
OG0001931	Prbc.g_02115	Pram.g_01000
OG0001932	Prbc.g_01306	Pram.g_00654
OG0001933	Prbc.g_01313	Pram.g_00686
OG0001935	Prbc.g_01384	Pram.g_00575
OG0001936	Prbc.g_01385	Pram.g_00574
OG0001937	Prbc.g_00786	Pram.g_01297
OG0001938	Prbc.g_00900	Pram.g_01550
OG0001939	Prbc.g_00928	Pram.g_01171
OG0001940	Prbc.g_00962	Pram.g_01267
OG0001941	Prbc.g_00239	Pram.g_01803
OG0001942	Prbc.g_00034, Prbc.g_02151	Pram.g_01209
OG0001962	Prbc.g_02175	Pram.g_01217
OG0001974	Prbc.g_01335	Pram.g_00272
OG0001975	Prbc.g_01419	Pram.g_01264
OG0001976	Prbc.g_00648	Pram.g_00767
OG0001977	Prbc.g_00926	Pram.g_01619
OG0002004	Prbc.g_02148	Pram.g_00684
OG0002005	Prbc.g_00612	Pram.g_01211
OG0002006	Prbc.g_01304	Pram.g_00798
OG0002007	Prbc.g_01469	Pram.g_01163
OG0002010	Prbc.g_00537	Pram.g_01203
OG0002041	Prbc.g_02172	Pram.g_01570
OG0002043	Prbc.g_00058	Pram.g_01002
OG0002044	Prbc.g_00017, Prbc.g_00101, Prbc.g_01350	Pram.g_01565
OG0002046	Prbc.g_01138	Pram.g_00389
OG0002076	Prbc.g_00534	Pram.g_00360
OG0002095	Prbc.g_01564, Prbc.g_00635	Pram.g_00694
OG0002145	Prbc.g_01577	Pram.g_00583
OG0002201	Prbc.g_01058	Pram.g_00578
OG0002204	Prbc.g_01308	Pram.g_01506
OG0002299	Prbc.g_01815	Pram.g_01952
OG0002300	Prbc.g_01817	Pram.g_01560
OG0002301	Prbc.g_00141	Pram.g_01504
OG0002302	Prbc.g_00159	Pram.g_00674
OG0002303	Prbc.g_00633	Pram.g_00588
OG0002400	Prbc.g_01824	Pram.g_00672
OG0002402	Prbc.g_01948	Pram.g_01252
OG0002405	Prbc.g_02141	Pram.g_00580
OG0002410	Prbc.g_00859	Pram.g_01661
