assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_023630655.1	PRJNA224116	SAMN26179775	JAKUHK000000000.1	na	2508355	2508355	Synechococcus sp. MU1655	strain=MU1655	na	latest	Contig	Major	Full	2022-06-01	ASM2363065v1	University of Technology Sydney	GCA_023630655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/630/655/GCF_023630655.1_ASM2363065v1	na	na	na	haploid	bacteria	1858300	1858300	54.000000	0	272	272	NCBI RefSeq	GCF_023630655.1-RS_2024_06_21	2024-06-21	2120	1961	39	na
GCF_024345415.1	PRJNA224116	SAMN18541630	JAGQBB000000000.1	na	2823742	2823742	Synechococcus sp. Tobar12-5m-g	strain=Tobar12-5m-g	na	latest	Contig	Major	Full	2022-07-20	ASM2434541v1	Evolutionary Genomics Group	GCA_024345415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/415/GCF_024345415.1_ASM2434541v1	na	na	na	haploid	bacteria	2951029	2951029	66.000000	0	47	47	NCBI RefSeq	GCF_024345415.1-RS_2024_12_30	2024-12-30	3124	3026	45	35851323
GCF_024345495.1	PRJNA224116	SAMN18541626	JAGQBF000000000.1	na	2823741	2823741	Synechococcus sp. RedBA-s	strain=RedBA-s	na	latest	Contig	Major	Full	2022-07-20	ASM2434549v1	Evolutionary Genomics Group	GCA_024345495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/495/GCF_024345495.1_ASM2434549v1	na	na	na	haploid	bacteria	2716594	2716594	66.500000	0	61	61	NCBI RefSeq	GCF_024345495.1-RS_2024_11_06	2024-11-06	2940	2832	45	35851323
GCF_024345595.1	PRJNA224116	SAMN18541621	JAGQBK000000000.1	reference genome	2823751	2116544	Synechococcus lacustris Maggiore-St4-Slac	strain=Maggiore-St4-Slac	na	latest	Contig	Major	Full	2022-07-20	ASM2434559v1	Evolutionary Genomics Group	GCA_024345595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/595/GCF_024345595.1_ASM2434559v1	na	na	na	haploid	bacteria	2296351	2296351	52.000000	0	38	38	NCBI RefSeq	GCF_024345595.1-RS_2025_02_09	2025-02-09	2449	2380	50	35851323
GCF_024345655.1	PRJNA224116	SAMN18541618	JAGQBN000000000.1	na	2823740	2823740	Synechococcus sp. Lug-A	strain=Lug-A	na	latest	Contig	Major	Full	2022-07-20	ASM2434565v1	Evolutionary Genomics Group	GCA_024345655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/655/GCF_024345655.1_ASM2434565v1	na	na	na	haploid	bacteria	3010822	3010822	66.500000	0	33	33	NCBI RefSeq	GCF_024345655.1-RS_2024_11_06	2024-11-06	3033	2936	47	35851323
GCF_024345695.1	PRJNA224116	SAMN18541616	JAGQBP000000000.1	na	2823739	2823739	Synechococcus sp. L2F	strain=L2F	na	latest	Contig	Major	Full	2022-07-20	ASM2434569v1	Evolutionary Genomics Group	GCA_024345695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/695/GCF_024345695.1_ASM2434569v1	na	na	na	haploid	bacteria	3037934	3037934	66.000000	0	10	10	NCBI RefSeq	GCF_024345695.1-RS_2024_11_06	2024-11-06	3002	2916	48	35851323
GCF_024345715.1	PRJNA224116	SAMN18541615	JAGQBQ000000000.1	na	2823750	2116544	Synechococcus lacustris L1F-Slac	strain=L1F-Slac	na	latest	Contig	Major	Full	2022-07-20	ASM2434571v1	Evolutionary Genomics Group	GCA_024345715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/715/GCF_024345715.1_ASM2434571v1	na	na	na	haploid	bacteria	2233108	2233108	52.000000	0	47	47	NCBI RefSeq	GCF_024345715.1-RS_2025_08_03	2025-08-03	2418	2343	46	35851323
GCF_024345735.1	PRJNA224116	SAMN18541614	JAGQBR000000000.1	na	2823749	2116544	Synechococcus lacustris L1E-Slac	strain=L1E-Slac	na	latest	Contig	Major	Full	2022-07-20	ASM2434573v1	Evolutionary Genomics Group	GCA_024345735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/735/GCF_024345735.1_ASM2434573v1	na	na	na	haploid	bacteria	2260992	2260992	52.000000	0	55	55	NCBI RefSeq	GCF_024345735.1-RS_2024_10_11	2024-10-11	2464	2386	47	35851323
GCF_024345775.1	PRJNA224116	SAMN18541612	JAGQBT000000000.1	na	2823738	2823738	Synechococcus sp. JJ3a-Johnson	strain=JJ3a-Johnson	na	latest	Contig	Major	Full	2022-07-20	ASM2434577v1	Evolutionary Genomics Group	GCA_024345775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/775/GCF_024345775.1_ASM2434577v1	na	na	na	haploid	bacteria	2848959	2848959	65.000000	0	58	58	NCBI RefSeq	GCF_024345775.1-RS_2024_11_06	2024-11-06	3060	2971	47	35851323
GCF_024345795.1	PRJNA224116	SAMN18541611	JAGQBU000000000.1	na	2823737	2823737	Synechococcus sp. J7-Johnson	strain=J7-Johnson	na	latest	Contig	Major	Full	2022-07-20	ASM2434579v1	Evolutionary Genomics Group	GCA_024345795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/795/GCF_024345795.1_ASM2434579v1	na	na	na	haploid	bacteria	2995359	2995359	65.500000	0	68	68	NCBI RefSeq	GCF_024345795.1-RS_2024_11_06	2024-11-06	3226	3121	48	35851323
GCF_024345835.1	PRJNA224116	SAMN18541609	JAGQBW000000000.1	na	2823736	2823736	Synechococcus sp. HJ21-Hayes	strain=HJ21-Hayes	na	latest	Contig	Major	Full	2022-07-20	ASM2434583v1	Evolutionary Genomics Group	GCA_024345835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/835/GCF_024345835.1_ASM2434583v1	na	na	na	haploid	bacteria	2936087	2936087	65.000000	0	39	39	NCBI RefSeq	GCF_024345835.1-RS_2024_11_06	2024-11-06	3145	3061	49	35851323
GCF_024345875.1	PRJNA224116	SAMN18541607	JAGQBY000000000.1	na	2823734	2823734	Synechococcus sp. EJ6-Ellesmere	strain=EJ6-Ellesmere	na	latest	Contig	Major	Full	2022-07-20	ASM2434587v1	Evolutionary Genomics Group	GCA_024345875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/875/GCF_024345875.1_ASM2434587v1	na	na	na	haploid	bacteria	2892111	2892111	66.000000	0	200	200	NCBI RefSeq	GCF_024345875.1-RS_2024_11_06	2024-11-06	3245	3091	45	35851323
GCF_024345895.1	PRJNA224116	SAMN18541606	JAGQBZ000000000.1	na	2823733	2823733	Synechococcus sp. Edmonson 11F2	strain=Edmonson 11F2	na	latest	Contig	Major	Full	2022-07-20	ASM2434589v1	Evolutionary Genomics Group	GCA_024345895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/895/GCF_024345895.1_ASM2434589v1	na	na	na	haploid	bacteria	3150148	3150148	65.000000	0	31	31	NCBI RefSeq	GCF_024345895.1-RS_2024_11_06	2024-11-06	3299	3217	44	35851323
GCF_024345915.1	PRJNA224116	SAMN18541605	JAGQCA000000000.1	na	2823732	2823732	Synechococcus sp. Cruz-9H2	strain=Cruz-9H2	na	latest	Contig	Major	Full	2022-07-20	ASM2434591v1	Evolutionary Genomics Group	GCA_024345915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/915/GCF_024345915.1_ASM2434591v1	na	na	na	haploid	bacteria	3155699	3155699	65.000000	0	33	33	NCBI RefSeq	GCF_024345915.1-RS_2024_12_30	2024-12-30	3304	3218	49	35851323
GCF_024345935.1	PRJNA224116	SAMN18541604	JAGQCB000000000.1	na	2823731	2823731	Synechococcus sp. Cruz-9C9	strain=Cruz-9C9	na	latest	Contig	Major	Full	2022-07-20	ASM2434593v1	Evolutionary Genomics Group	GCA_024345935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/935/GCF_024345935.1_ASM2434593v1	na	na	na	haploid	bacteria	3152229	3152229	65.000000	0	33	33	NCBI RefSeq	GCF_024345935.1-RS_2024_11_06	2024-11-06	3301	3215	49	35851323
GCF_024345995.1	PRJNA224116	SAMN18541601	JAGQCE000000000.1	na	2823730	2823730	Synechococcus sp. Cruz-7E5	strain=Cruz-7E5	na	latest	Contig	Major	Full	2022-07-20	ASM2434599v1	Evolutionary Genomics Group	GCA_024345995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/345/995/GCF_024345995.1_ASM2434599v1	na	na	na	haploid	bacteria	3155391	3155391	65.000000	0	31	31	NCBI RefSeq	GCF_024345995.1-RS_2024_11_06	2024-11-06	3306	3221	49	35851323
GCF_024346015.1	PRJNA224116	SAMN18541600	JAGQCF000000000.1	na	2823729	2823729	Synechococcus sp. Cruz-7B9	strain=Cruz-7B9	na	latest	Contig	Major	Full	2022-07-20	ASM2434601v1	Evolutionary Genomics Group	GCA_024346015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/015/GCF_024346015.1_ASM2434601v1	na	na	na	haploid	bacteria	3155662	3155662	65.000000	0	32	32	NCBI RefSeq	GCF_024346015.1-RS_2024_12_30	2024-12-30	3306	3218	49	35851323
GCF_024346035.1	PRJNA224116	SAMN18541599	JAGQCG000000000.1	na	2823728	2823728	Synechococcus sp. Cruz CV-v-12	strain=Cruz CV-v-12	na	latest	Contig	Major	Full	2022-07-20	ASM2434603v1	Evolutionary Genomics Group	GCA_024346035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/035/GCF_024346035.1_ASM2434603v1	na	na	na	haploid	bacteria	3022307	3022307	66.000000	0	52	52	NCBI RefSeq	GCF_024346035.1-RS_2024_11_06	2024-11-06	3184	3084	45	35851323
GCF_024346075.1	PRJNA224116	SAMN18541597	JAGQEK000000000.1	na	2823748	2823748	Synechococcus sp. Cruz CV12-2-Slac-r	strain=Cruz CV12-2-Slac-r	na	latest	Contig	Major	Full	2022-07-20	ASM2434607v1	Evolutionary Genomics Group	GCA_024346075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/075/GCF_024346075.1_ASM2434607v1	na	na	na	haploid	bacteria	1910488	1910488	50.000000	0	237	237	NCBI RefSeq	GCF_024346075.1-RS_2024_11_06	2024-11-06	2236	2098	35	35851323
GCF_024346095.1	PRJNA224116	SAMN18541596	JAGQDO000000000.1	na	2823747	2116544	Synechococcus lacustris Cruz CV12-2	strain=Cruz CV12-2	na	latest	Contig	Major	Full	2022-07-20	ASM2434609v1	Evolutionary Genomics Group	GCA_024346095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/095/GCF_024346095.1_ASM2434609v1	na	na	na	haploid	bacteria	1962093	1962093	52.500000	0	219	219	NCBI RefSeq	GCF_024346095.1-RS_2024_11_06	2024-11-06	2312	2173	47	35851323
GCF_024346215.1	PRJNA224116	SAMN18541590	JAGQCN000000000.1	na	2823746	2116544	Synechococcus lacustris C3-12m-Tous	strain=C3-12m-Tous	na	latest	Contig	Major	Full	2022-07-20	ASM2434621v1	Evolutionary Genomics Group	GCA_024346215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/215/GCF_024346215.1_ASM2434621v1	na	na	na	haploid	bacteria	2569458	2569458	51.500000	0	88	88	NCBI RefSeq	GCF_024346215.1-RS_2024_10_11	2024-10-11	2755	2653	48	35851323
GCF_024346375.1	PRJNA224116	SAMN18541582	JAGQCV000000000.1	na	2823727	2823727	Synechococcus sp. ATX 2A4	strain=ATX 2A4	na	latest	Contig	Major	Full	2022-07-20	ASM2434637v1	Evolutionary Genomics Group	GCA_024346375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/375/GCF_024346375.1_ASM2434637v1	na	na	na	haploid	bacteria	2920482	2920482	66.000000	0	42	42	NCBI RefSeq	GCF_024346375.1-RS_2024_11_06	2024-11-06	2928	2839	49	35851323
GCF_025127975.1	PRJNA224116	SAMN19663769	JAHLYQ000000000.1	na	2847973	2847973	Synechococcus sp. CS-1331	strain=CS-1331	na	latest	Contig	Major	Full	2022-09-10	ASM2512797v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025127975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/127/975/GCF_025127975.1_ASM2512797v1	na	na	na	haploid	bacteria	2509836	2509836	64.500000	0	47	47	NCBI RefSeq	GCF_025127975.1-RS_2024_11_06	2024-11-06	2784	2688	50	na
GCF_025127995.1	PRJNA224116	SAMN19663770	JAHLYP000000000.1	na	2847972	2847972	Synechococcus sp. CS-1332	strain=CS-1332	na	latest	Contig	Major	Full	2022-09-10	ASM2512799v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025127995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/127/995/GCF_025127995.1_ASM2512799v1	na	na	na	haploid	bacteria	2973784	2973784	67.500000	0	57	57	NCBI RefSeq	GCF_025127995.1-RS_2024_11_06	2024-11-06	3071	2971	46	na
GCF_025128015.1	PRJNA224116	SAMN19663771	JAHLYO000000000.1	na	2848638	2848638	Synechococcus sp. CS-1333	strain=CS-1333	na	latest	Contig	Major	Full	2022-09-10	ASM2512801v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/015/GCF_025128015.1_ASM2512801v1	na	na	na	haploid	bacteria	2931480	2931480	66.500000	0	34	34	NCBI RefSeq	GCF_025128015.1-RS_2024_11_06	2024-11-06	2940	2857	40	na
GCF_025128055.1	PRJNA224116	SAMN19663767	JAHLYS000000000.1	na	2847975	2847975	Synechococcus sp. CS-1329	strain=CS-1329	na	latest	Contig	Major	Full	2022-09-10	ASM2512805v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/055/GCF_025128055.1_ASM2512805v1	na	na	na	haploid	bacteria	2580734	2580734	67.000000	0	49	49	NCBI RefSeq	GCF_025128055.1-RS_2024_11_06	2024-11-06	2727	2640	45	na
GCF_025128075.1	PRJNA224116	SAMN19663765	JAHLYU000000000.1	na	2847977	2847977	Synechococcus sp. CS-1327	strain=CS-1327	na	latest	Contig	Major	Full	2022-09-10	ASM2512807v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/075/GCF_025128075.1_ASM2512807v1	na	na	na	haploid	bacteria	2806576	2806576	65.000000	0	41	41	NCBI RefSeq	GCF_025128075.1-RS_2024_11_06	2024-11-06	2922	2828	49	na
GCF_025128095.1	PRJNA224116	SAMN19663766	JAHLYT000000000.1	na	2847976	2847976	Synechococcus sp. CS-1328	strain=CS-1328	na	latest	Contig	Major	Full	2022-09-10	ASM2512809v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/095/GCF_025128095.1_ASM2512809v1	na	na	na	haploid	bacteria	3186583	3186583	66.000000	0	72	72	NCBI RefSeq	GCF_025128095.1-RS_2024_11_06	2024-11-06	3172	3070	44	na
GCF_025128115.1	PRJNA224116	SAMN19663764	JAHLYV000000000.1	na	2847978	2847978	Synechococcus sp. CS-1326	strain=CS-1326	na	latest	Contig	Major	Full	2022-09-10	ASM2512811v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/115/GCF_025128115.1_ASM2512811v1	na	na	na	haploid	bacteria	2829179	2829179	65.000000	0	35	35	NCBI RefSeq	GCF_025128115.1-RS_2024_11_06	2024-11-06	2957	2859	51	na
GCF_025128135.1	PRJNA224116	SAMN19663763	JAHLYW000000000.1	na	2847979	2847979	Synechococcus sp. CS-1325	strain=CS-1325	na	latest	Contig	Major	Full	2022-09-10	ASM2512813v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/135/GCF_025128135.1_ASM2512813v1	na	na	na	haploid	bacteria	2861124	2861124	65.500000	0	47	47	NCBI RefSeq	GCF_025128135.1-RS_2024_11_06	2024-11-06	2961	2860	50	na
GCF_025128155.1	PRJNA224116	SAMN19663762	JAHLYX000000000.1	na	2847980	2847980	Synechococcus sp. CS-1324	strain=CS-1324	na	latest	Contig	Major	Full	2022-09-10	ASM2512815v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/155/GCF_025128155.1_ASM2512815v1	na	na	na	haploid	bacteria	2638426	2638426	65.500000	0	28	28	NCBI RefSeq	GCF_025128155.1-RS_2024_11_06	2024-11-06	2747	2668	43	na
GCF_025128175.1	PRJNA224116	SAMN19663760	JAHLYZ000000000.1	na	2847982	2847982	Synechococcus sp. CS-602	strain=CS-602	na	latest	Contig	Major	Full	2022-09-10	ASM2512817v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/175/GCF_025128175.1_ASM2512817v1	na	na	na	haploid	bacteria	2566774	2566774	64.000000	0	56	56	NCBI RefSeq	GCF_025128175.1-RS_2024_11_06	2024-11-06	2714	2603	56	na
GCF_025128195.1	PRJNA224116	SAMN19663761	JAHLYY000000000.1	na	2847981	2847981	Synechococcus sp. CS-603	strain=CS-603	na	latest	Contig	Major	Full	2022-09-10	ASM2512819v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/195/GCF_025128195.1_ASM2512819v1	na	na	na	haploid	bacteria	2554202	2554202	64.000000	0	47	47	NCBI RefSeq	GCF_025128195.1-RS_2024_08_03	2024-08-03	2656	2559	56	na
GCF_025128215.1	PRJNA224116	SAMN19663757	JAHLZC000000000.1	na	2847985	2847985	Synechococcus sp. CS-197	strain=CS-197	na	latest	Contig	Major	Full	2022-09-10	ASM2512821v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/215/GCF_025128215.1_ASM2512821v1	na	na	na	haploid	bacteria	2285510	2285510	60.500000	0	21	21	NCBI RefSeq	GCF_025128215.1-RS_2024_11_06	2024-11-06	2536	2475	44	na
GCF_025128225.1	PRJNA224116	SAMN19663759	JAHLZA000000000.1	na	2847983	2847983	Synechococcus sp. CS-601	strain=CS-601	na	latest	Contig	Major	Full	2022-09-10	ASM2512822v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/225/GCF_025128225.1_ASM2512822v1	na	na	na	haploid	bacteria	2602400	2602400	64.000000	0	43	43	NCBI RefSeq	GCF_025128225.1-RS_2024_11_06	2024-11-06	2766	2672	46	na
GCF_025128255.1	PRJNA224116	SAMN19663758	JAHLZB000000000.1	na	2847984	2847984	Synechococcus sp. CS-205	strain=CS-205	na	latest	Contig	Major	Full	2022-09-10	ASM2512825v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/255/GCF_025128255.1_ASM2512825v1	na	na	na	haploid	bacteria	2360644	2360644	67.000000	0	53	53	NCBI RefSeq	GCF_025128255.1-RS_2024_11_06	2024-11-06	2547	2462	51	na
GCF_025128275.1	PRJNA224116	SAMN19663756	JAHLZD000000000.1	na	2847986	2847986	Synechocystis sp. CS-94	strain=CS-94	na	latest	Contig	Major	Full	2022-09-10	ASM2512827v1	Commonwealth Scientific and Industrial Research Organisation	GCA_025128275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/128/275/GCF_025128275.1_ASM2512827v1	na	na	na	haploid	bacteria	3434407	3434407	48.000000	0	22	22	NCBI RefSeq	GCF_025128275.1-RS_2024_11_06	2024-11-06	3238	3138	44	na
GCF_026127295.1	PRJNA224116	SAMN12436219	VOJH00000000.1	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803	na	latest	Scaffold	Major	Full	2022-11-10	ASM2612729v1	Helmholtz Centre for Environmental Research - UFZ	GCA_026127295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/127/295/GCF_026127295.1_ASM2612729v1	na	na	na	haploid	bacteria	3915690	3915395	47.500000	0	108	111	NCBI RefSeq	GCF_026127295.1-RS_2025_02_11	2025-02-11	3776	3579	67	na
GCF_029582805.1	PRJNA224116	SAMN25241575	JAKKUT000000000.1	reference genome	1497997	1522304	Candidatus Synechococcus calcipolaris G9	na	G9	latest	Contig	Major	Full	2023-04-04	ASM2958280v1	universite-paris-saclay	GCA_029582805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/582/805/GCF_029582805.1_ASM2958280v1	na	na	na	haploid	bacteria	3298730	3298730	50.000000	0	8	8	NCBI RefSeq	GCF_029582805.1-RS_2025_04_04	2025-04-04	3268	3166	50	35143662
GCF_029636065.1	PRJNA224116	SAMN30800267	na	na	2978474	2978474	Synechococcus sp. CCFWC 502	na	CCFWC 502	latest	Chromosome	Major	Full	2023-04-10	ASM2963606v1	Old Dominion University, Greene Lab	GCA_029636065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/636/065/GCF_029636065.1_ASM2963606v1	na	na	na	haploid	bacteria	2860008	2859908	66.000000	1	1	1	NCBI RefSeq	GCF_029636065.1-RS_2024_07_19	2024-07-19	3045	2943	53	na
GCF_030544905.1	PRJNA224116	SAMN36340636	na	na	1140	32046	Synechococcus elongatus PCC 7942 = FACHB-805	strain=UTEX 2434	na	latest	Complete Genome	Major	Full	2023-07-26	ASM3054490v1	Bellevue University	GCA_030544905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/544/905/GCF_030544905.1_ASM3054490v1	na	na	na	haploid	bacteria	2750114	2750114	55.500000	3	3	3	NCBI RefSeq	GCF_030544905.1-RS_2025_07_25	2025-07-25	2780	2715	55	na
GCF_030546365.1	PRJNA224116	SAMN36533419	JAUONZ000000000.1	na	3062778	3062778	Synechococcus sp. YX-04-1	strain=YX-04-1	na	latest	Scaffold	Major	Full	2023-07-26	ASM3054636v1	Xiamen University	GCA_030546365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/546/365/GCF_030546365.1_ASM3054636v1	na	na	na	haploid	bacteria	2350210	2349822	59.500000	0	30	34	NCBI RefSeq	GCF_030546365.1-RS_2024_07_30	2024-07-30	2626	2556	51	na
GCF_034931105.1	PRJNA224116	SAMN39054853	JAYGIC000000000.1	na	174697	174697	Synechococcus sp. CCY9201	strain=CCY9201	na	latest	Scaffold	Major	Full	2024-01-01	ASM3493110v1	Universidade de Sao Paulo, Sao Paulo, Brazil	GCA_034931105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/931/105/GCF_034931105.1_ASM3493110v1	na	na	na	haploid	bacteria	3332146	3331946	65.500000	0	181	183	NCBI RefSeq	GCF_034931105.1-RS_2025_02_20	2025-02-20	3491	3325	48	na
GCF_034931165.1	PRJNA224116	SAMN39054851	JAYGIA000000000.1	na	3110251	3110251	Synechococcus sp. BA-124 BA4	strain=BA-124 BA4	na	latest	Scaffold	Major	Full	2024-01-01	ASM3493116v1	Universidade de Sao Paulo, Sao Paulo, Brazil	GCA_034931165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/931/165/GCF_034931165.1_ASM3493116v1	na	na	na	haploid	bacteria	2785755	2785655	66.000000	0	123	124	NCBI RefSeq	GCF_034931165.1-RS_2025_02_20	2025-02-20	2931	2814	35	na
GCF_034931265.1	PRJNA224116	SAMN39054852	JAYGIB000000000.1	na	3110252	3110252	Synechococcus sp. BA-132 BA5	strain=BA-132 BA5	na	latest	Scaffold	Major	Full	2024-01-01	ASM3493126v1	Universidade de Sao Paulo, Sao Paulo, Brazil	GCA_034931265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/931/265/GCF_034931265.1_ASM3493126v1	na	na	na	haploid	bacteria	3753044	3752344	66.500000	0	328	335	NCBI RefSeq	GCF_034931265.1-RS_2025_08_25	2025-08-25	4211	3994	43	na
GCF_034931685.1	PRJNA224116	SAMN39054854	JAYGID000000000.1	na	174698	174698	Synechococcus sp. CCY9202	strain=CCY9202	na	latest	Scaffold	Major	Full	2024-01-01	ASM3493168v1	Universidade de Sao Paulo, Sao Paulo, Brazil	GCA_034931685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/931/685/GCF_034931685.1_ASM3493168v1	na	na	na	haploid	bacteria	3343839	3343739	65.500000	0	146	147	NCBI RefSeq	GCF_034931685.1-RS_2025_02_20	2025-02-20	3485	3341	49	na
GCF_036630065.1	PRJNA224116	SAMN39555936	na	na	3121543	32046	Synechococcus elongatus IITB3	strain=IITB3	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663006v1	Indian Institute of Technology Bombay	GCA_036630065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/065/GCF_036630065.1_ASM3663006v1	na	na	na	haploid	bacteria	2798849	2798849	55.000000	4	4	4	NCBI RefSeq	GCF_036630065.1-RS_2025_04_27	2025-04-27	2784	2720	53	na
GCF_036630075.1	PRJNA224116	SAMN39555938	na	na	3115654	32046	Synechococcus elongatus IITB4	strain=IITB4	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663007v1	Indian Institute of Technology Bombay	GCA_036630075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/075/GCF_036630075.1_ASM3663007v1	na	na	na	haploid	bacteria	2899361	2899361	55.000000	2	2	2	NCBI RefSeq	GCF_036630075.1-RS_2025_04_28	2025-04-28	2920	2852	53	na
GCF_036630085.1	PRJNA224116	SAMN39555987	na	na	3115656	32046	Synechococcus elongatus IITB6	strain=IITB6	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663008v1	Indian Institute of Technology Bombay	GCA_036630085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/085/GCF_036630085.1_ASM3663008v1	na	na	na	haploid	bacteria	2886472	2886472	54.500000	7	7	7	NCBI RefSeq	GCF_036630085.1-RS_2025_04_28	2025-04-28	2898	2830	53	na
GCF_036630095.1	PRJNA224116	SAMN39555988	na	na	3115657	32046	Synechococcus elongatus IITB7	strain=IITB7	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663009v1	Indian Institute of Technology Bombay	GCA_036630095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/095/GCF_036630095.1_ASM3663009v1	na	na	na	haploid	bacteria	2803161	2803161	55.000000	3	3	3	NCBI RefSeq	GCF_036630095.1-RS_2025_04_28	2025-04-28	2792	2729	53	na
