assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_047302755.1	PRJNA224116	SAMN37883977	na	na	3082540	3082540	Prochlorococcus sp. MIT 0714	strain=MIT 0714	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730275v1	Massachusetts Institute of Technology	GCA_047302755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/755/GCF_047302755.1_ASM4730275v1	na	na	na	haploid	bacteria	2715465	2715465	50.500000	1	1	1	NCBI RefSeq	GCF_047302755.1-RS_2025_01_29	2025-01-29	2671	2573	54	na
GCF_047302765.1	PRJNA224116	SAMN37883976	na	na	167552	1219	Prochlorococcus marinus str. SS2	strain=SS2	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730276v1	Massachusetts Institute of Technology	GCA_047302765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/765/GCF_047302765.1_ASM4730276v1	na	na	na	haploid	bacteria	1751709	1751709	36.500000	1	1	1	NCBI RefSeq	GCF_047302765.1-RS_2025_01_29	2025-01-29	1910	1859	45	na
GCF_047302795.1	PRJNA224116	SAMN37883971	na	na	59921	1219	Prochlorococcus marinus str. MIT 9107	strain=MIT 9107	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730279v1	Massachusetts Institute of Technology	GCA_047302795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/795/GCF_047302795.1_ASM4730279v1	na	na	na	haploid	bacteria	1699808	1699808	31.000000	1	1	1	NCBI RefSeq	GCF_047302795.1-RS_2025_01_29	2025-01-29	1937	1877	44	na
GCF_047302805.1	PRJNA224116	SAMN37883970	na	na	3082539	3082539	Prochlorococcus sp. MIT 0718	strain=MIT 0718	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730280v1	Massachusetts Institute of Technology	GCA_047302805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/805/GCF_047302805.1_ASM4730280v1	na	na	na	haploid	bacteria	2683632	2683632	50.500000	1	1	1	NCBI RefSeq	GCF_047302805.1-RS_2025_01_29	2025-01-29	2674	2575	54	na
GCF_047302855.1	PRJNA224116	SAMN37883969	na	na	167554	1219	Prochlorococcus marinus str. SS51	strain=SS51	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730285v1	Massachusetts Institute of Technology	GCA_047302855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/855/GCF_047302855.1_ASM4730285v1	na	na	na	haploid	bacteria	1627281	1627281	31.000000	1	1	1	NCBI RefSeq	GCF_047302855.1-RS_2025_01_29	2025-01-29	1846	1801	43	na
GCF_047302865.1	PRJNA224116	SAMN37883967	na	na	1499503	1499503	Prochlorococcus sp. MIT 0702	strain=MIT 0702	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730286v1	Massachusetts Institute of Technology	GCA_047302865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/865/GCF_047302865.1_ASM4730286v1	na	na	na	haploid	bacteria	2716616	2716616	50.500000	1	1	1	NCBI RefSeq	GCF_047302865.1-RS_2025_01_29	2025-01-29	2679	2583	54	na
GCF_047302875.1	PRJNA224116	SAMN37883966	na	na	59925	1219	Prochlorococcus marinus str. GP2	strain=GP2	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730287v1	Massachusetts Institute of Technology	GCA_047302875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/875/GCF_047302875.1_ASM4730287v1	na	na	na	haploid	bacteria	1627281	1627281	31.000000	1	1	1	NCBI RefSeq	GCF_047302875.1-RS_2025_01_29	2025-01-29	1853	1808	43	na
GCF_047302905.1	PRJNA224116	SAMN37883965	na	na	167556	1219	Prochlorococcus marinus str. LG	strain=LG	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730290v1	Massachusetts Institute of Technology	GCA_047302905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/905/GCF_047302905.1_ASM4730290v1	na	na	na	haploid	bacteria	1751940	1751940	36.500000	1	1	1	NCBI RefSeq	GCF_047302905.1-RS_2025_01_29	2025-01-29	1912	1860	45	na
GCF_047302975.1	PRJNA224116	SAMN37883964	na	na	1499501	1499501	Prochlorococcus sp. SS52	strain=SS52	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730297v1	Massachusetts Institute of Technology	GCA_047302975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/975/GCF_047302975.1_ASM4730297v1	na	na	na	haploid	bacteria	1752106	1752106	36.500000	1	1	1	NCBI RefSeq	GCF_047302975.1-RS_2025_01_29	2025-01-29	1909	1855	45	na
GCF_047302985.1	PRJNA224116	SAMN37883962	na	na	3082860	3082860	Prochlorococcus sp. MIT 0707	strain=MIT 0707	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730298v1	Massachusetts Institute of Technology	GCA_047302985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/985/GCF_047302985.1_ASM4730298v1	na	na	na	haploid	bacteria	2696464	2696464	50.500000	1	1	1	NCBI RefSeq	GCF_047302985.1-RS_2025_06_08	2025-06-08	2654	2560	54	na
GCF_047303155.1	PRJNA224116	SAMN37883957	na	na	3082538	3082538	Prochlorococcus sp. MIT 1313	strain=MIT 1313	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730315v1	Massachusetts Institute of Technology	GCA_047303155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/155/GCF_047303155.1_ASM4730315v1	na	na	na	haploid	bacteria	2608057	2608057	50.000000	1	1	1	NCBI RefSeq	GCF_047303155.1-RS_2025_01_29	2025-01-29	2588	2498	53	na
GCF_047303165.1	PRJNA224116	SAMN37883956	na	na	3082537	3082537	Prochlorococcus sp. MIT 1312	strain=MIT 1312	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730316v1	Massachusetts Institute of Technology	GCA_047303165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/165/GCF_047303165.1_ASM4730316v1	na	na	na	haploid	bacteria	2619436	2619436	50.500000	1	1	1	NCBI RefSeq	GCF_047303165.1-RS_2025_01_29	2025-01-29	2526	2435	54	na
GCF_047303175.1	PRJNA224116	SAMN37883955	na	na	1499500	1499500	Prochlorococcus sp. MIT 0603	strain=MIT 0603	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730317v1	Massachusetts Institute of Technology	GCA_047303175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/175/GCF_047303175.1_ASM4730317v1	na	na	na	haploid	bacteria	1752272	1752272	36.500000	1	1	1	NCBI RefSeq	GCF_047303175.1-RS_2025_01_29	2025-01-29	1909	1856	45	na
GCF_047303345.1	PRJNA224116	SAMN37883954	na	na	3082536	3082536	Prochlorococcus sp. MIT 1227	strain=MIT 1227	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730334v1	Massachusetts Institute of Technology	GCA_047303345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/345/GCF_047303345.1_ASM4730334v1	na	na	na	haploid	bacteria	2615763	2615763	50.500000	1	1	1	NCBI RefSeq	GCF_047303345.1-RS_2025_01_29	2025-01-29	2578	2483	54	na
GCF_047303415.1	PRJNA224116	SAMN37883953	na	na	3082535	3082535	Prochlorococcus sp. MIT 1201	strain=MIT 1201	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730341v1	Massachusetts Institute of Technology	GCA_047303415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/415/GCF_047303415.1_ASM4730341v1	na	na	na	haploid	bacteria	2592940	2592940	50.500000	1	1	1	NCBI RefSeq	GCF_047303415.1-RS_2025_01_29	2025-01-29	2500	2422	53	na
GCF_047303465.1	PRJNA224116	SAMN37883952	na	na	1499504	1499504	Prochlorococcus sp. MIT 0703	strain=MIT 0703	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730346v1	Massachusetts Institute of Technology	GCA_047303465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/465/GCF_047303465.1_ASM4730346v1	na	na	na	haploid	bacteria	2699779	2699779	50.500000	1	1	1	NCBI RefSeq	GCF_047303465.1-RS_2025_01_29	2025-01-29	2622	2528	54	na
GCF_047303495.1	PRJNA224116	SAMN37883951	na	na	1499502	1499502	Prochlorococcus sp. MIT 0701	strain=MIT 0701	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730349v1	Massachusetts Institute of Technology	GCA_047303495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/495/GCF_047303495.1_ASM4730349v1	na	na	na	haploid	bacteria	2709388	2709388	50.500000	1	1	1	NCBI RefSeq	GCF_047303495.1-RS_2025_01_29	2025-01-29	2668	2572	54	na
GCF_047303505.1	PRJNA224116	SAMN37883948	na	na	3082533	3082533	Prochlorococcus sp. MIT 9116	strain=MIT 9116	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730350v1	Massachusetts Institute of Technology	GCA_047303505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/505/GCF_047303505.1_ASM4730350v1	na	na	na	haploid	bacteria	1695276	1695276	31.000000	1	1	1	NCBI RefSeq	GCF_047303505.1-RS_2025_01_29	2025-01-29	1945	1888	44	na
GCF_047303555.1	PRJNA224116	SAMN37883950	na	na	3082534	3082534	Prochlorococcus sp. MIT 9314	strain=MIT 9314	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730355v1	Massachusetts Institute of Technology	GCA_047303555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/555/GCF_047303555.1_ASM4730355v1	na	na	na	haploid	bacteria	1687907	1687907	31.000000	1	1	1	NCBI RefSeq	GCF_047303555.1-RS_2025_01_29	2025-01-29	1942	1888	43	na
GCF_047304495.1	PRJNA224116	SAMN37883943	na	na	3082532	3082532	Prochlorococcus sp. MIT 1342	strain=MIT 1342	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730449v1	Massachusetts Institute of Technology	GCA_047304495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/495/GCF_047304495.1_ASM4730449v1	na	na	na	haploid	bacteria	2570241	2570241	50.500000	1	1	1	NCBI RefSeq	GCF_047304495.1-RS_2025_01_31	2025-01-31	2583	2501	55	na
GCF_047304505.1	PRJNA224116	SAMN37883942	na	na	3082531	3082531	Prochlorococcus sp. MIT 1318	strain=MIT 1318	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730450v1	Massachusetts Institute of Technology	GCA_047304505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/505/GCF_047304505.1_ASM4730450v1	na	na	na	haploid	bacteria	2609429	2609429	50.000000	1	1	1	NCBI RefSeq	GCF_047304505.1-RS_2025_01_31	2025-01-31	2591	2501	55	na
GCF_047304515.1	PRJNA224116	SAMN37883941	na	na	1799667	1799667	Prochlorococcus sp. MIT 1306	strain=MIT 1306	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730451v1	Massachusetts Institute of Technology	GCA_047304515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/515/GCF_047304515.1_ASM4730451v1	na	na	na	haploid	bacteria	2520369	2520369	50.500000	1	1	1	NCBI RefSeq	GCF_047304515.1-RS_2025_01_31	2025-01-31	2491	2399	53	na
GCF_047304525.1	PRJNA224116	SAMN37883940	na	na	3082530	3082530	Prochlorococcus sp. MIT 9401	strain=MIT 9401	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730452v1	Massachusetts Institute of Technology	GCA_047304525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/525/GCF_047304525.1_ASM4730452v1	na	na	na	haploid	bacteria	1649445	1649445	31.000000	1	1	1	NCBI RefSeq	GCF_047304525.1-RS_2025_01_31	2025-01-31	1894	1850	42	na
GCF_047304535.1	PRJNA224116	SAMN37883939	na	na	3082529	3082529	Prochlorococcus sp. MIT 9322	strain=MIT 9322	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730453v1	Massachusetts Institute of Technology	GCA_047304535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/535/GCF_047304535.1_ASM4730453v1	na	na	na	haploid	bacteria	1659516	1659516	31.000000	1	1	1	NCBI RefSeq	GCF_047304535.1-RS_2025_01_31	2025-01-31	1904	1857	43	na
GCF_047304605.1	PRJNA224116	SAMN37883936	na	na	167553	1219	Prochlorococcus marinus str. SS35	strain=SS35	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730460v1	Massachusetts Institute of Technology	GCA_047304605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/605/GCF_047304605.1_ASM4730460v1	na	na	na	haploid	bacteria	1751899	1751899	36.500000	1	1	1	NCBI RefSeq	GCF_047304605.1-RS_2025_01_31	2025-01-31	1913	1861	45	na
GCF_047304615.1	PRJNA224116	SAMN37883935	na	na	1499499	1499499	Prochlorococcus sp. MIT 0602	strain=MIT 0602	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730461v1	Massachusetts Institute of Technology	GCA_047304615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/615/GCF_047304615.1_ASM4730461v1	na	na	na	haploid	bacteria	1752272	1752272	36.500000	1	1	1	NCBI RefSeq	GCF_047304615.1-RS_2025_01_31	2025-01-31	1905	1849	45	na
GCF_047304625.1	PRJNA224116	SAMN37883934	na	na	1499498	1499498	Prochlorococcus sp. MIT 0601	strain=MIT 0601	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730462v1	Massachusetts Institute of Technology	GCA_047304625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/625/GCF_047304625.1_ASM4730462v1	na	na	na	haploid	bacteria	1752272	1752272	36.500000	1	1	1	NCBI RefSeq	GCF_047304625.1-RS_2025_01_31	2025-01-31	1909	1856	45	na
GCF_047304675.1	PRJNA224116	SAMN37883933	na	na	59924	1219	Prochlorococcus marinus str. PAC1	strain=PAC1	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730467v1	Massachusetts Institute of Technology	GCA_047304675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/675/GCF_047304675.1_ASM4730467v1	na	na	na	haploid	bacteria	1927571	1927571	35.500000	1	1	1	NCBI RefSeq	GCF_047304675.1-RS_2025_01_31	2025-01-31	2192	2138	44	na
GCF_047304685.1	PRJNA224116	SAMN37883932	na	na	3082528	3082528	Prochlorococcus sp. MIT 9311	strain=MIT 9311	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730468v1	Massachusetts Institute of Technology	GCA_047304685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/685/GCF_047304685.1_ASM4730468v1	na	na	na	haploid	bacteria	1709271	1709271	31.000000	1	1	1	NCBI RefSeq	GCF_047304685.1-RS_2025_01_31	2025-01-31	1931	1881	44	na
GCF_047304785.1	PRJNA224116	SAMN37883928	na	na	3082527	3082527	Prochlorococcus sp. MIT 1327	strain=MIT 1327	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730478v1	Massachusetts Institute of Technology	GCA_047304785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/785/GCF_047304785.1_ASM4730478v1	na	na	na	haploid	bacteria	2588322	2588322	50.500000	1	1	1	NCBI RefSeq	GCF_047304785.1-RS_2025_01_31	2025-01-31	2542	2448	53	na
GCF_047304905.1	PRJNA224116	SAMN37883927	na	na	3082526	3082526	Prochlorococcus sp. MIT 1323	strain=MIT 1323	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730490v1	Massachusetts Institute of Technology	GCA_047304905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/304/905/GCF_047304905.1_ASM4730490v1	na	na	na	haploid	bacteria	2461429	2461429	50.500000	1	1	1	NCBI RefSeq	GCF_047304905.1-RS_2025_01_31	2025-01-31	2408	2321	53	na
GCF_047305015.1	PRJNA224116	SAMN37883926	na	na	3082525	3082525	Prochlorococcus sp. MIT 1304	strain=MIT 1304	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730501v1	Massachusetts Institute of Technology	GCA_047305015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/015/GCF_047305015.1_ASM4730501v1	na	na	na	haploid	bacteria	1641776	1641776	31.500000	1	1	1	NCBI RefSeq	GCF_047305015.1-RS_2025_01_31	2025-01-31	1894	1838	43	na
GCF_047305065.1	PRJNA224116	SAMN37883925	na	na	3082524	3082524	Prochlorococcus sp. MIT 1205	strain=MIT 1205	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730506v1	Massachusetts Institute of Technology	GCA_047305065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/065/GCF_047305065.1_ASM4730506v1	na	na	na	haploid	bacteria	1641776	1641776	31.500000	1	1	1	NCBI RefSeq	GCF_047305065.1-RS_2025_01_31	2025-01-31	1900	1844	43	na
GCF_047305115.1	PRJNA224116	SAMN37883924	na	na	3082519	3082519	Prochlorococcus sp. MED1	strain=MED1	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730511v1	Massachusetts Institute of Technology	GCA_047305115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/115/GCF_047305115.1_ASM4730511v1	na	na	na	haploid	bacteria	1661798	1661798	31.000000	1	1	1	NCBI RefSeq	GCF_047305115.1-RS_2025_01_31	2025-01-31	1933	1881	43	na
GCF_047305125.1	PRJNA224116	SAMN37883923	na	na	93057	1219	Prochlorococcus marinus str. MIT 9201	strain=MIT 9201	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730512v1	Massachusetts Institute of Technology	GCA_047305125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/125/GCF_047305125.1_ASM4730512v1	na	na	na	haploid	bacteria	1685880	1685880	31.500000	1	1	1	NCBI RefSeq	GCF_047305125.1-RS_2025_01_31	2025-01-31	1936	1877	43	na
GCF_047305135.1	PRJNA224116	SAMN37883922	na	na	3082523	3082523	Prochlorococcus sp. MIT 9123	strain=MIT 9123	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730513v1	Massachusetts Institute of Technology	GCA_047305135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/135/GCF_047305135.1_ASM4730513v1	na	na	na	haploid	bacteria	1722367	1722367	31.000000	1	1	1	NCBI RefSeq	GCF_047305135.1-RS_2025_01_31	2025-01-31	1979	1912	45	na
GCF_047305145.1	PRJNA224116	SAMN37883921	na	na	3082522	3082522	Prochlorococcus sp. MIT 9321	strain=MIT 9321	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730514v1	Massachusetts Institute of Technology	GCA_047305145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/145/GCF_047305145.1_ASM4730514v1	na	na	na	haploid	bacteria	1655833	1655833	31.000000	1	1	1	NCBI RefSeq	GCF_047305145.1-RS_2025_01_31	2025-01-31	1904	1842	43	na
GCF_047305155.1	PRJNA224116	SAMN37883920	na	na	3082521	3082521	Prochlorococcus sp. MIT 0916	strain=MIT 0916	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730515v1	Massachusetts Institute of Technology	GCA_047305155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/155/GCF_047305155.1_ASM4730515v1	na	na	na	haploid	bacteria	1944257	1944257	34.500000	1	1	1	NCBI RefSeq	GCF_047305155.1-RS_2025_01_31	2025-01-31	2188	2134	44	na
GCF_047305225.1	PRJNA224116	SAMN37883919	na	na	59926	1219	Prochlorococcus marinus str. SB	strain=SB	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730522v1	Massachusetts Institute of Technology	GCA_047305225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/225/GCF_047305225.1_ASM4730522v1	na	na	na	haploid	bacteria	1674013	1674013	31.500000	1	1	1	NCBI RefSeq	GCF_047305225.1-RS_2025_01_31	2025-01-31	1886	1834	44	na
GCF_047305235.1	PRJNA224116	SAMN37883917	na	na	3082520	3082520	Prochlorococcus sp. MIT 1011	strain=MIT 1011	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730523v1	Massachusetts Institute of Technology	GCA_047305235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/235/GCF_047305235.1_ASM4730523v1	na	na	na	haploid	bacteria	1937723	1937723	34.500000	1	1	1	NCBI RefSeq	GCF_047305235.1-RS_2025_01_31	2025-01-31	2274	2217	44	na
GCF_047497115.1	PRJNA224116	SAMN37883979	na	na	59919	1219	Prochlorococcus marinus subsp. pastoris str. CCMP1986	strain=MED4x substr. MED4x	na	latest	Complete Genome	Major	Full	2025-02-07	ASM4749711v1	Massachusetts Institute of Technology	GCA_047497115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/497/115/GCF_047497115.1_ASM4749711v1	na	na	na	haploid	bacteria	1659597	1659597	31.000000	1	1	1	NCBI RefSeq	GCF_047497115.1-RS_2025_02_07	2025-02-07	1927	1879	43	na
GCF_047497125.1	PRJNA224116	SAMN37883978	na	na	59919	1219	Prochlorococcus marinus subsp. pastoris str. CCMP1986	strain=MED4ax substr. MED4ax	na	latest	Complete Genome	Major	Full	2025-02-07	ASM4749712v1	Massachusetts Institute of Technology	GCA_047497125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/497/125/GCF_047497125.1_ASM4749712v1	na	na	na	haploid	bacteria	1659596	1659596	31.000000	1	1	1	NCBI RefSeq	GCF_047497125.1-RS_2025_02_07	2025-02-07	1928	1879	43	na
GCF_047947085.1	PRJNA224116	SAMN37883949	na	na	74545	1219	Prochlorococcus marinus str. MIT 9302	strain=MIT 9302	na	latest	Complete Genome	Major	Full	2025-02-28	ASM4794708v1	Massachusetts Institute of Technology	GCA_047947085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/947/085/GCF_047947085.1_ASM4794708v1	na	na	na	haploid	bacteria	1743611	1743611	31.000000	1	1	1	NCBI RefSeq	GCF_047947085.1-RS_2025_02_25	2025-02-25	1978	1926	43	na
GCF_902519915.1	PRJNA224116	SAMEA6070163	CABYLR000000000.1	na	159733	159733	uncultured Prochlorococcus sp.	na	AG-894-I06	latest	Contig	Major	Full	2019-10-28	AG-894-I06	WOODS HOLE OCEANOGRAPHIC INSTITUTION	GCA_902519915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/519/915/GCF_902519915.1_AG-894-I06	derived from metagenome	na	na	haploid	bacteria	1491009	1491009	31.500000	0	32	32	NCBI RefSeq	GCF_902519915.1-RS_2024_07_05	2024-07-05	1731	1680	35	na
GCF_902521235.1	PRJNA224116	SAMEA6070230	CABYQY000000000.1	na	159733	159733	uncultured Prochlorococcus sp.	na	AG-894-N05	latest	Contig	Major	Full	2019-10-28	AG-894-N05	WOODS HOLE OCEANOGRAPHIC INSTITUTION	GCA_902521235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/521/235/GCF_902521235.1_AG-894-N05	derived from metagenome	na	na	haploid	bacteria	1542403	1542403	31.500000	0	40	40	NCBI RefSeq	GCF_902521235.1-RS_2024_07_05	2024-07-05	1752	1701	42	na
GCF_902521405.1	PRJNA224116	SAMEA6070245	CABYRK000000000.1	na	159733	159733	uncultured Prochlorococcus sp.	na	AG-894-O08	latest	Contig	Major	Full	2019-10-28	AG-894-O08	WOODS HOLE OCEANOGRAPHIC INSTITUTION	GCA_902521405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/521/405/GCF_902521405.1_AG-894-O08	derived from metagenome	na	na	haploid	bacteria	1446736	1446736	31.500000	0	39	39	NCBI RefSeq	GCF_902521405.1-RS_2024_07_04	2024-07-04	1689	1631	38	na
GCF_902522795.1	PRJNA224116	SAMEA6070310	CABYWZ000000000.1	na	159733	159733	uncultured Prochlorococcus sp.	na	AG-895-D05	latest	Contig	Major	Full	2019-10-28	AG-895-D05	WOODS HOLE OCEANOGRAPHIC INSTITUTION	GCA_902522795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/522/795/GCF_902522795.1_AG-895-D05	derived from metagenome	na	na	haploid	bacteria	1423623	1423623	31.500000	0	46	46	NCBI RefSeq	GCF_902522795.1-RS_2024_07_06	2024-07-06	1649	1592	39	na
GCF_902536725.1	PRJNA224116	SAMEA6075216	CACAYO000000000.1	na	159733	159733	uncultured Prochlorococcus sp.	na	AG-349-G23	latest	Contig	Major	Full	2019-10-28	AG-349-G23	WOODS HOLE OCEANOGRAPHIC INSTITUTION	GCA_902536725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/536/725/GCF_902536725.1_AG-349-G23	derived from metagenome	na	na	haploid	bacteria	1410508	1410508	31.500000	0	32	32	NCBI RefSeq	GCF_902536725.1-RS_2024_07_05	2024-07-05	1629	1579	35	na
GCF_902595615.1	PRJNA224116	SAMEA6074061	CACJQY000000000.1	na	159733	159733	uncultured Prochlorococcus sp.	na	AG-915-O02	latest	Contig	Major	Full	2019-11-06	AG-915-O02	WOODS HOLE OCEANOGRAPHIC INSTITUTION	GCA_902595615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/595/615/GCF_902595615.1_AG-915-O02	derived from metagenome	na	na	haploid	bacteria	1582033	1582033	31.000000	0	33	33	NCBI RefSeq	GCF_902595615.1-RS_2024_07_06	2024-07-06	1841	1791	39	na
GCF_902616385.1	PRJNA224116	SAMEA6074791	CACMSM000000000.1	na	159733	159733	uncultured Prochlorococcus sp.	na	AG-919-J11	latest	Contig	Major	Full	2019-11-07	AG-919-J11	WOODS HOLE OCEANOGRAPHIC INSTITUTION	GCA_902616385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/616/385/GCF_902616385.1_AG-919-J11	derived from metagenome	na	na	haploid	bacteria	1498417	1498417	31.500000	0	45	45	NCBI RefSeq	GCF_902616385.1-RS_2024_07_06	2024-07-06	1745	1695	40	na
GCF_902622435.1	PRJNA224116	SAMEA6069969	CACNQB000000000.1	na	159733	159733	uncultured Prochlorococcus sp.	na	AG-893-K05	latest	Contig	Major	Full	2019-11-07	AG-893-K05	WOODS HOLE OCEANOGRAPHIC INSTITUTION	GCA_902622435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/622/435/GCF_902622435.1_AG-893-K05	derived from metagenome	na	na	haploid	bacteria	1516617	1516617	31.500000	0	18	18	NCBI RefSeq	GCF_902622435.1-RS_2024_07_05	2024-07-05	1759	1708	41	na
