Orthogroup	Prac	Prat
OG0001170	Prac.g_00039	Prat.g_01786
OG0001171	Prac.g_00040	Prat.g_01787
OG0001172	Prac.g_00042	Prat.g_01789
OG0001173	Prac.g_00044	Prat.g_01791
OG0001174	Prac.g_00045	Prat.g_01792
OG0001175	Prac.g_00046	Prat.g_01793
OG0001176	Prac.g_00047	Prat.g_01795
OG0001177	Prac.g_00049	Prat.g_01797
OG0001178	Prac.g_00051	Prat.g_01800
OG0001179	Prac.g_00052	Prat.g_01801
OG0001180	Prac.g_00053	Prat.g_01802
OG0001181	Prac.g_00054	Prat.g_01803
OG0001182	Prac.g_00055	Prat.g_01804
OG0001183	Prac.g_00056	Prat.g_01805
OG0001184	Prac.g_00058	Prat.g_01807
OG0001185	Prac.g_00061	Prat.g_01809
OG0001186	Prac.g_00062	Prat.g_01810
OG0001187	Prac.g_00063	Prat.g_01811
OG0001188	Prac.g_00064	Prat.g_01812
OG0001189	Prac.g_00065	Prat.g_01813
OG0001190	Prac.g_00066	Prat.g_01814
OG0001191	Prac.g_00067	Prat.g_01815
OG0001192	Prac.g_00068	Prat.g_01816
OG0001193	Prac.g_00069	Prat.g_01817
OG0001194	Prac.g_00070	Prat.g_01818
OG0001195	Prac.g_00071	Prat.g_01819
OG0001196	Prac.g_00072	Prat.g_01820
OG0001197	Prac.g_00073	Prat.g_01821
OG0001198	Prac.g_00074	Prat.g_01822
OG0001199	Prac.g_00075	Prat.g_01823
OG0001200	Prac.g_00076	Prat.g_01824
OG0001201	Prac.g_00077	Prat.g_01825
OG0001202	Prac.g_00078	Prat.g_01826
OG0001203	Prac.g_00080	Prat.g_01828
OG0001204	Prac.g_00082	Prat.g_01830
OG0001205	Prac.g_00083	Prat.g_01832
OG0001206	Prac.g_00084	Prat.g_01833
OG0001207	Prac.g_00085	Prat.g_01834
OG0001208	Prac.g_00086	Prat.g_01835
OG0001209	Prac.g_00087	Prat.g_01836
OG0001210	Prac.g_00088	Prat.g_01837
OG0001211	Prac.g_00089	Prat.g_01838
OG0001212	Prac.g_00090	Prat.g_01839
OG0001213	Prac.g_00091	Prat.g_01840
OG0001214	Prac.g_00093	Prat.g_01842
OG0001215	Prac.g_00094	Prat.g_01843
OG0001216	Prac.g_00095	Prat.g_01844
OG0001217	Prac.g_00096	Prat.g_01845
OG0001218	Prac.g_00097	Prat.g_01846
OG0001219	Prac.g_00099	Prat.g_01849
OG0001220	Prac.g_00100	Prat.g_01850
OG0001221	Prac.g_00103	Prat.g_01856
OG0001222	Prac.g_00104	Prat.g_01857
OG0001223	Prac.g_00105	Prat.g_01858
OG0001224	Prac.g_00106	Prat.g_01860
OG0001225	Prac.g_00107	Prat.g_01861
OG0001226	Prac.g_00108	Prat.g_01862
OG0001227	Prac.g_00109	Prat.g_01863
OG0001228	Prac.g_00110	Prat.g_01864
OG0001229	Prac.g_00111	Prat.g_01865
OG0001230	Prac.g_00112	Prat.g_01866
OG0001231	Prac.g_00113	Prat.g_01867
OG0001232	Prac.g_00114	Prat.g_01869
OG0001233	Prac.g_00115	Prat.g_01870
OG0001234	Prac.g_00116	Prat.g_01871
OG0001235	Prac.g_00117	Prat.g_01872
OG0001236	Prac.g_00119	Prat.g_01874
OG0001237	Prac.g_00120	Prat.g_01875
OG0001238	Prac.g_00122	Prat.g_01879
OG0001239	Prac.g_00123	Prat.g_01880
OG0001240	Prac.g_00124	Prat.g_01881
OG0001241	Prac.g_00126	Prat.g_01884
OG0001242	Prac.g_00127	Prat.g_01885
OG0001243	Prac.g_00128	Prat.g_01886
OG0001244	Prac.g_00129	Prat.g_01887
OG0001245	Prac.g_00130	Prat.g_01888
OG0001246	Prac.g_00131	Prat.g_01889
OG0001247	Prac.g_01950	Prat.g_01890
OG0001248	Prac.g_01949	Prat.g_01891
OG0001249	Prac.g_01948	Prat.g_01892
OG0001250	Prac.g_01947	Prat.g_01893
OG0001252	Prac.g_01793	Prat.g_00137
OG0001253	Prac.g_01780	Prat.g_00149
OG0001254	Prac.g_01650	Prat.g_00288
OG0001255	Prac.g_01201	Prat.g_00347
OG0001257	Prac.g_01062	Prat.g_00442
OG0001258	Prac.g_00873	Prat.g_00459
OG0001259	Prac.g_00783	Prat.g_00552
OG0001260	Prac.g_01522	Prat.g_00831
OG0001261	Prac.g_01441	Prat.g_01003
OG0001262	Prac.g_01425	Prat.g_00987
OG0001263	Prac.g_01405	Prat.g_01176
OG0001264	Prac.g_01385	Prat.g_00715
OG0001265	Prac.g_01280	Prat.g_00937
OG0001266	Prac.g_01232	Prat.g_00078
OG0001267	Prac.g_01001	Prat.g_01172
OG0001268	Prac.g_00988	Prat.g_01158
OG0001269	Prac.g_00200	Prat.g_01283
OG0001270	Prac.g_00371	Prat.g_01398
OG0001271	Prac.g_00360	Prat.g_01413
OG0001273	Prac.g_00318	Prat.g_00481
OG0001274	Prac.g_00313	Prat.g_01500
OG0001275	Prac.g_00297	Prat.g_00659
OG0001277	Prac.g_00279	Prat.g_01578, Prat.g_01542
OG0001278	Prac.g_00633	Prat.g_01583
OG0001279	Prac.g_00629	Prat.g_01587
OG0001280	Prac.g_00626	Prat.g_01590
OG0001281	Prac.g_00479	Prat.g_01660
OG0001282	Prac.g_00504	Prat.g_01597
OG0001283	Prac.g_00023	Prat.g_01767
OG0001284	Prac.g_00050	Prat.g_01799
OG0001285	Prac.g_00081	Prat.g_01829
OG0001286	Prac.g_00125	Prat.g_01883
OG0001287	Prac.g_00875, Prac.g_01598	Prat.g_00648
OG0001288	Prac.g_01110	Prat.g_00397
OG0001290	Prac.g_01917	Prat.g_00032
OG0001291	Prac.g_01860	Prat.g_00068
OG0001293	Prac.g_01855	Prat.g_00073
OG0001294	Prac.g_01838	Prat.g_00090
OG0001296	Prac.g_01806	Prat.g_00125
OG0001297	Prac.g_01731	Prat.g_00201
OG0001300	Prac.g_01160	Prat.g_00375
OG0001301	Prac.g_00734	Prat.g_01088
OG0001305	Prac.g_01260	Prat.g_00961
OG0001306	Prac.g_01223	Prat.g_00817
OG0001308	Prac.g_01037	Prat.g_01470
OG0001309	Prac.g_01036	Prat.g_01831
OG0001312	Prac.g_00201	Prat.g_01284
OG0001314	Prac.g_00602	Prat.g_01614
OG0001315	Prac.g_00568	Prat.g_01651
OG0001316	Prac.g_00019	Prat.g_01763
OG0001318	Prac.g_01790	Prat.g_00140
OG0001319	Prac.g_01692	Prat.g_00243
OG0001320	Prac.g_01078	Prat.g_01215
OG0001321	Prac.g_01513	Prat.g_00600
OG0001322	Prac.g_01495	Prat.g_00852
OG0001323	Prac.g_01240	Prat.g_00704
OG0001325	Prac.g_01033	Prat.g_01234, Prat.g_01492
OG0001326	Prac.g_00151	Prat.g_01489
OG0001327	Prac.g_00153	Prat.g_01468
OG0001328	Prac.g_00180	Prat.g_01254
OG0001329	Prac.g_00237	Prat.g_01877
OG0001330	Prac.g_00322	Prat.g_01446
OG0001331	Prac.g_00628	Prat.g_01588
OG0001332	Prac.g_00579	Prat.g_01640
OG0001334	Prac.g_00043	Prat.g_01790
OG0001335	Prac.g_00079	Prat.g_01827
OG0001336	Prac.g_01803	Prat.g_00127
OG0001337	Prac.g_01813	Prat.g_00117
OG0001338	Prac.g_01786	Prat.g_00379, Prat.g_00385
OG0001339	Prac.g_01727	Prat.g_00205
OG0001340	Prac.g_01682	Prat.g_00254
OG0001341	Prac.g_01670	Prat.g_00268
OG0001342	Prac.g_01651	Prat.g_00287
OG0001343	Prac.g_01195	Prat.g_00353
OG0001344	Prac.g_01155	Prat.g_01546
OG0001345	Prac.g_01113	Prat.g_00394
OG0001346	Prac.g_01072	Prat.g_00431
OG0001347	Prac.g_01058	Prat.g_00446
OG0001348	Prac.g_00867	Prat.g_00467, Prat.g_01485
OG0001349	Prac.g_00862	Prat.g_00472
OG0001351	Prac.g_00796	Prat.g_00541
OG0001352	Prac.g_00689	Prat.g_01577, Prat.g_00755
OG0001353	Prac.g_00668	Prat.g_00228
OG0001354	Prac.g_01492, Prac.g_01903	Prat.g_00855
OG0001355	Prac.g_01435	Prat.g_00997
OG0001356	Prac.g_01403	Prat.g_00692
OG0001357	Prac.g_01300	Prat.g_00922
OG0001358	Prac.g_01281	Prat.g_00936
OG0001359	Prac.g_01014	Prat.g_01555
OG0001360	Prac.g_01013	Prat.g_01554
OG0001361	Prac.g_00935	Prat.g_01102
OG0001364	Prac.g_00341	Prat.g_01433
OG0001365	Prac.g_00474	Prat.g_01460
OG0001366	Prac.g_00588	Prat.g_01629
OG0001369	Prac.g_01279	Prat.g_00938
OG0001371	Prac.g_01864	Prat.g_00063
OG0001372	Prac.g_01863	Prat.g_00065
OG0001373	Prac.g_01856	Prat.g_00072
OG0001374	Prac.g_01844	Prat.g_00085
OG0001375	Prac.g_01796	Prat.g_00135
OG0001376	Prac.g_01696	Prat.g_00239
OG0001377	Prac.g_01675	Prat.g_00263
OG0001378	Prac.g_01659	Prat.g_00280
OG0001379	Prac.g_01172	Prat.g_01396
OG0001381	Prac.g_01093	Prat.g_00416
OG0001382	Prac.g_01085	Prat.g_00423
OG0001383	Prac.g_00860	Prat.g_00474
OG0001385	Prac.g_00705	Prat.g_01057
OG0001386	Prac.g_00697	Prat.g_00748
OG0001387	Prac.g_00695	Prat.g_00750
OG0001388	Prac.g_00685	Prat.g_00760
OG0001389	Prac.g_01555	Prat.g_00793
OG0001390	Prac.g_01523	Prat.g_01225
OG0001391	Prac.g_01490	Prat.g_00858
OG0001392	Prac.g_01404	Prat.g_00691
OG0001393	Prac.g_01402	Prat.g_00693
OG0001394	Prac.g_01379	Prat.g_00721
OG0001395	Prac.g_01376	Prat.g_00724
OG0001396	Prac.g_01296	Prat.g_01550
OG0001397	Prac.g_01271	Prat.g_00949
OG0001398	Prac.g_01252	Prat.g_00969
OG0001399	Prac.g_01242	Prat.g_00679
OG0001400	Prac.g_01234	Prat.g_01521
OG0001401	Prac.g_01226	Prat.g_00655
OG0001402	Prac.g_00999	Prat.g_01170
OG0001403	Prac.g_00176	Prat.g_01250
OG0001404	Prac.g_00208	Prat.g_00825
OG0001405	Prac.g_00218	Prat.g_01292
OG0001406	Prac.g_00372	Prat.g_01397
OG0001407	Prac.g_00369	Prat.g_01402
OG0001408	Prac.g_00321	Prat.g_01447
OG0001409	Prac.g_00308	Prat.g_00646
OG0001410	Prac.g_00295	Prat.g_00827
OG0001412	Prac.g_01346	Prat.g_00872
OG0001415	Prac.g_01605	Prat.g_00333
OG0001416	Prac.g_00851	Prat.g_00484
OG0001417	Prac.g_00696	Prat.g_00749
OG0001418	Prac.g_01512	Prat.g_01524
OG0001419	Prac.g_01486	Prat.g_00864
OG0001420	Prac.g_01400	Prat.g_00695
OG0001421	Prac.g_01395	Prat.g_00700
OG0001422	Prac.g_01237	Prat.g_01226
OG0001423	Prac.g_01012	Prat.g_00624
OG0001424	Prac.g_00923	Prat.g_01449
OG0001426	Prac.g_00121	Prat.g_01878
OG0001432	Prac.g_01233	Prat.g_01522
OG0001433	Prac.g_01952	Prat.g_00668
OG0001434	Prac.g_00196	Prat.g_01579
OG0001435	Prac.g_00310	Prat.g_00649
OG0001440	Prac.g_01277	Prat.g_00941
OG0001441	Prac.g_01041	Prat.g_01523
OG0001443	Prac.g_01002	Prat.g_01173
OG0001445	Prac.g_00143	Prat.g_00381
OG0001446	Prac.g_00145	Prat.g_00380
OG0001447	Prac.g_00146	Prat.g_01195
OG0001454	Prac.g_01167	Prat.g_00658
OG0001457	Prac.g_00669	Prat.g_00779
OG0001459	Prac.g_01497	Prat.g_01290
OG0001460	Prac.g_01413	Prat.g_00833
OG0001461	Prac.g_01354	Prat.g_01047
OG0001462	Prac.g_01289	Prat.g_01194
OG0001463	Prac.g_01243	Prat.g_00420
OG0001464	Prac.g_01238	Prat.g_00654
OG0001465	Prac.g_00148	Prat.g_01216
OG0001467	Prac.g_00414	Prat.g_01349
OG0001468	Prac.g_00012	Prat.g_01755
OG0001470	Prac.g_01611	Prat.g_00327
OG0001472	Prac.g_01414	Prat.g_00972
OG0001473	Prac.g_01406	Prat.g_00857
OG0001481	Prac.g_00969	Prat.g_01138
OG0001482	Prac.g_00275, Prac.g_01577	Prat.g_01237
OG0001488	Prac.g_01758	Prat.g_00173
OG0001491	Prac.g_01500	Prat.g_00643
OG0001505	Prac.g_00915	Prat.g_00460
OG0001506	Prac.g_01219	Prat.g_01198
OG0001507	Prac.g_01003	Prat.g_01174
OG0001510	Prac.g_00004	Prat.g_01747
OG0001515	Prac.g_01518	Prat.g_00652
OG0001523	Prac.g_01870	Prat.g_00667
OG0001524	Prac.g_01157	Prat.g_00620
OG0001525	Prac.g_01088	Prat.g_00421
OG0001526	Prac.g_01397	Prat.g_00698
OG0001536	Prac.g_01045	Prat.g_00631
OG0001544	Prac.g_00907	Prat.g_01517
OG0001545	Prac.g_01388	Prat.g_00711
OG0001589	Prac.g_00921, Prac.g_00287	Prat.g_01458
OG0001590	Prac.g_01638	Prat.g_00301
OG0001593	Prac.g_01086	Prat.g_00422
OG0001598	Prac.g_01398	Prat.g_00697
OG0001610	Prac.g_00670	Prat.g_00778
OG0001613	Prac.g_01407	Prat.g_01454
OG0001614	Prac.g_01302	Prat.g_00920
OG0001620	Prac.g_00453	Prat.g_01271
OG0001797	Prac.g_01872	Prat.g_00621
OG0001823	Prac.g_00274	Prat.g_01321, Prat.g_01265
OG0001859	Prac.g_01673	Prat.g_00265
OG0001874	Prac.g_00896	Prat.g_00669
OG0001878	Prac.g_01899	Prat.g_01536
OG0001959	Prac.g_00470	Prat.g_01319
OG0001960	Prac.g_00003	Prat.g_01275
OG0001962	Prac.g_00436	Prat.g_00786
OG0001963	Prac.g_00437	Prat.g_00785
OG0001964	Prac.g_00438	Prat.g_00784
OG0001965	Prac.g_01873	Prat.g_01149
OG0002061	Prac.g_00906	Prat.g_00617
OG0002065	Prac.g_01571	Prat.g_01534
OG0002364	Prac.g_00877	Prat.g_01574
OG0003093	Prac.g_00917	Prat.g_00409
