Orthogroup	Prbh	Syas
OG0001150	Prbh.g_00013	Syas.g_01265
OG0001151	Prbh.g_00025	Syas.g_01366
OG0001152	Prbh.g_00026	Syas.g_01367
OG0001153	Prbh.g_00131	Syas.g_01301
OG0001154	Prbh.g_00132	Syas.g_01302
OG0001155	Prbh.g_00149	Syas.g_01478
OG0001156	Prbh.g_00152	Syas.g_01489
OG0001157	Prbh.g_00153	Syas.g_01490
OG0001158	Prbh.g_00154	Syas.g_01491
OG0001159	Prbh.g_00155	Syas.g_01492
OG0001160	Prbh.g_00181	Syas.g_02705
OG0001161	Prbh.g_01837	Syas.g_02030
OG0001162	Prbh.g_01824	Syas.g_02473
OG0001163	Prbh.g_01790	Syas.g_02697
OG0001164	Prbh.g_01787	Syas.g_02691
OG0001165	Prbh.g_01784	Syas.g_02686
OG0001166	Prbh.g_01763	Syas.g_02658
OG0001167	Prbh.g_01745	Syas.g_01046
OG0001168	Prbh.g_01743	Syas.g_02597
OG0001169	Prbh.g_01741	Syas.g_02595
OG0001170	Prbh.g_01739	Syas.g_02593
OG0001171	Prbh.g_01729	Syas.g_02580
OG0001172	Prbh.g_01714	Syas.g_01665
OG0001173	Prbh.g_01713	Syas.g_01664
OG0001174	Prbh.g_01705	Syas.g_01656
OG0001175	Prbh.g_01704	Syas.g_01655
OG0001176	Prbh.g_01696	Syas.g_01638
OG0001177	Prbh.g_01694	Syas.g_01640
OG0001178	Prbh.g_01777	Syas.g_02676
OG0001179	Prbh.g_01661	Syas.g_01608
OG0001180	Prbh.g_01638	Syas.g_01583
OG0001181	Prbh.g_01634	Syas.g_01579
OG0001182	Prbh.g_01626	Syas.g_01571
OG0001183	Prbh.g_01620	Syas.g_01564
OG0001184	Prbh.g_01602	Syas.g_02188
OG0001185	Prbh.g_01586	Syas.g_02162
OG0001186	Prbh.g_01562	Syas.g_02113
OG0001187	Prbh.g_01559	Syas.g_02111
OG0001189	Prbh.g_01540	Syas.g_02089
OG0001190	Prbh.g_01535	Syas.g_01881
OG0001191	Prbh.g_01525	Syas.g_01900
OG0001193	Prbh.g_01507	Syas.g_01952
OG0001194	Prbh.g_01506	Syas.g_01953
OG0001195	Prbh.g_01505	Syas.g_01954
OG0001196	Prbh.g_01488	Syas.g_02010
OG0001197	Prbh.g_01486	Syas.g_02012
OG0001198	Prbh.g_01479	Syas.g_02031
OG0001199	Prbh.g_00708	Syas.g_02516
OG0001200	Prbh.g_00706	Syas.g_02514
OG0001201	Prbh.g_00675	Syas.g_02419
OG0001202	Prbh.g_00583	Syas.g_02270
OG0001203	Prbh.g_00542	Syas.g_02557
OG0001204	Prbh.g_00536	Syas.g_01687
OG0001205	Prbh.g_00387	Syas.g_02745
OG0001207	Prbh.g_00354	Syas.g_01260
OG0001208	Prbh.g_00349	Syas.g_01251
OG0001209	Prbh.g_00294	Syas.g_00065
OG0001210	Prbh.g_00290	Syas.g_00761
OG0001211	Prbh.g_00280	Syas.g_00788
OG0001212	Prbh.g_00234	Syas.g_00847
OG0001213	Prbh.g_01452	Syas.g_00100
OG0001215	Prbh.g_00925	Syas.g_02245
OG0001217	Prbh.g_01875	Syas.g_01397, Syas.g_02493
OG0001218	Prbh.g_01339	Syas.g_01309
OG0001219	Prbh.g_01054	Syas.g_00399
OG0001220	Prbh.g_01009	Syas.g_02447
OG0001221	Prbh.g_00889	Syas.g_02669
OG0001222	Prbh.g_01131	Syas.g_00448
OG0001223	Prbh.g_01103	Syas.g_00541
OG0001224	Prbh.g_01035	Syas.g_01015
OG0001225	Prbh.g_01033	Syas.g_01017
OG0001226	Prbh.g_01444	Syas.g_02506
OG0001227	Prbh.g_01331	Syas.g_00824
OG0001228	Prbh.g_01232	Syas.g_02195
OG0001229	Prbh.g_01872	Syas.g_00285
OG0001230	Prbh.g_00089	Syas.g_02806
OG0001231	Prbh.g_00410	Syas.g_02050
OG0001232	Prbh.g_01759	Syas.g_02649
OG0001233	Prbh.g_01738	Syas.g_02592
OG0001234	Prbh.g_01702	Syas.g_01310
OG0001235	Prbh.g_01698	Syas.g_01646
OG0001236	Prbh.g_01605	Syas.g_02191
OG0001237	Prbh.g_01601	Syas.g_02187
OG0001238	Prbh.g_01524	Syas.g_01901
OG0001239	Prbh.g_00711	Syas.g_02519
OG0001240	Prbh.g_00690	Syas.g_02435
OG0001241	Prbh.g_00681	Syas.g_02427
OG0001242	Prbh.g_00662	Syas.g_02398
OG0001243	Prbh.g_00655	Syas.g_02391
OG0001244	Prbh.g_00640	Syas.g_02370
OG0001245	Prbh.g_01320	Syas.g_00524
OG0001246	Prbh.g_00824	Syas.g_01224
OG0001249	Prbh.g_00442	Syas.g_01547
OG0001250	Prbh.g_00995	Syas.g_00239
OG0001251	Prbh.g_00858	Syas.g_00516, Syas.g_00408
OG0001252	Prbh.g_01040	Syas.g_00994
OG0001253	Prbh.g_01442	Syas.g_00143
OG0001255	Prbh.g_01300	Syas.g_00492
OG0001256	Prbh.g_00188	Syas.g_02698
OG0001258	Prbh.g_01786	Syas.g_02688
OG0001259	Prbh.g_01740	Syas.g_02594
OG0001261	Prbh.g_01653	Syas.g_01599
OG0001262	Prbh.g_01542	Syas.g_02091
OG0001263	Prbh.g_00653	Syas.g_02388
OG0001265	Prbh.g_00663	Syas.g_02399
OG0001266	Prbh.g_00579	Syas.g_02266
OG0001267	Prbh.g_00499	Syas.g_01753
OG0001268	Prbh.g_00433	Syas.g_01535
OG0001269	Prbh.g_01008	Syas.g_00510
OG0001270	Prbh.g_00398	Syas.g_01499
OG0001271	Prbh.g_00359	Syas.g_01336
OG0001272	Prbh.g_00345	Syas.g_01247
OG0001273	Prbh.g_01222	Syas.g_00751
OG0001274	Prbh.g_00556	Syas.g_01849
OG0001275	Prbh.g_01112	Syas.g_00554
OG0001276	Prbh.g_01123	Syas.g_00215
OG0001278	Prbh.g_01228	Syas.g_01074
OG0001279	Prbh.g_01396	Syas.g_02792
OG0001280	Prbh.g_01372	Syas.g_01095
OG0001281	Prbh.g_01378	Syas.g_02845
OG0001282	Prbh.g_00010	Syas.g_01262
OG0001284	Prbh.g_00175	Syas.g_02713
OG0001286	Prbh.g_01640	Syas.g_01585
OG0001287	Prbh.g_01579	Syas.g_00136
OG0001288	Prbh.g_01569	Syas.g_02144
OG0001289	Prbh.g_00696	Syas.g_02474
OG0001290	Prbh.g_00682	Syas.g_02428
OG0001291	Prbh.g_00645	Syas.g_02378
OG0001292	Prbh.g_00531	Syas.g_01693
OG0001293	Prbh.g_00518	Syas.g_01720
OG0001296	Prbh.g_00321	Syas.g_01217
OG0001297	Prbh.g_00316	Syas.g_01213
OG0001298	Prbh.g_00252	Syas.g_00829
OG0001299	Prbh.g_01186	Syas.g_00700
OG0001304	Prbh.g_01136	Syas.g_00199
OG0001305	Prbh.g_01027	Syas.g_01027
OG0001306	Prbh.g_01298	Syas.g_01202
OG0001307	Prbh.g_01936	Syas.g_01923
OG0001308	Prbh.g_00109	Syas.g_02830
OG0001309	Prbh.g_00205	Syas.g_00003
OG0001310	Prbh.g_01769	Syas.g_02666
OG0001311	Prbh.g_01125	Syas.g_00213
OG0001312	Prbh.g_01063	Syas.g_00414
OG0001314	Prbh.g_01949, Prbh.g_00791	Syas.g_01925
OG0001315	Prbh.g_01861	Syas.g_01566
OG0001317	Prbh.g_00546	Syas.g_02553
OG0001318	Prbh.g_00522	Syas.g_01706
OG0001319	Prbh.g_00506	Syas.g_01736
OG0001323	Prbh.g_00310	Syas.g_00006
OG0001325	Prbh.g_01168	Syas.g_00179
OG0001327	Prbh.g_00867	Syas.g_00687
OG0001329	Prbh.g_01816	Syas.g_00773
OG0001330	Prbh.g_00201	Syas.g_02865
OG0001331	Prbh.g_00015	Syas.g_01267
OG0001333	Prbh.g_01744	Syas.g_02598
OG0001336	Prbh.g_01491	Syas.g_02003
OG0001337	Prbh.g_00447	Syas.g_01548
OG0001339	Prbh.g_00679	Syas.g_02425
OG0001346	Prbh.g_01374	Syas.g_02853
OG0001348	Prbh.g_01888	Syas.g_00119
OG0001349	Prbh.g_00076	Syas.g_02643
OG0001351	Prbh.g_00373	Syas.g_01280
OG0001353	Prbh.g_00985	Syas.g_00228
OG0001354	Prbh.g_01096	Syas.g_00526
OG0001355	Prbh.g_01146	Syas.g_01057
OG0001358	Prbh.g_01463	Syas.g_00122
OG0001361	Prbh.g_01264	Syas.g_01135
OG0001364	Prbh.g_01614	Syas.g_02212
OG0001365	Prbh.g_01531	Syas.g_01886
OG0001371	Prbh.g_00913	Syas.g_02499
OG0001379	Prbh.g_01367	Syas.g_02861
OG0001380	Prbh.g_01341	Syas.g_00126
OG0001394	Prbh.g_00893	Syas.g_00627
OG0001398	Prbh.g_01399	Syas.g_02481
OG0001401	Prbh.g_00990	Syas.g_00233
OG0001402	Prbh.g_01458	Syas.g_00112
OG0001403	Prbh.g_00750	Syas.g_02069
OG0001409	Prbh.g_01274	Syas.g_00154
OG0001411	Prbh.g_00055, Prbh.g_00721	Syas.g_01156
OG0001418	Prbh.g_00919	Syas.g_01177
OG0001423	Prbh.g_01940	Syas.g_02532
OG0001429	Prbh.g_01055	Syas.g_00401
OG0001435	Prbh.g_00874	Syas.g_00678
OG0001441	Prbh.g_00308	Syas.g_00008
OG0001443	Prbh.g_01871	Syas.g_01910
OG0001450	Prbh.g_00922	Syas.g_02208, Syas.g_00474
OG0001451	Prbh.g_01020	Syas.g_02342, Syas.g_02343
OG0001453	Prbh.g_01927	Syas.g_00547
OG0001460	Prbh.g_01791	Syas.g_01399
OG0001461	Prbh.g_01839	Syas.g_00566
OG0001476	Prbh.g_01275	Syas.g_00155
OG0001477	Prbh.g_01893	Syas.g_00934
OG0001484	Prbh.g_00200	Syas.g_00166, Syas.g_00167
OG0001486	Prbh.g_01285	Syas.g_01186
OG0001488	Prbh.g_01269	Syas.g_01142
OG0001489	Prbh.g_01629	Syas.g_01574
OG0001494	Prbh.g_01912, Prbh.g_00068	Syas.g_02633
OG0001495	Prbh.g_01693	Syas.g_01641
OG0001496	Prbh.g_01895	Syas.g_00936
OG0001497	Prbh.g_01894	Syas.g_00935
OG0001498	Prbh.g_00414	Syas.g_01511
OG0001505	Prbh.g_00063	Syas.g_02135
OG0001510	Prbh.g_01575	Syas.g_02151
OG0001511	Prbh.g_00671	Syas.g_02413
OG0001512	Prbh.g_01335	Syas.g_02559
OG0001514	Prbh.g_01896	Syas.g_00937
OG0001515	Prbh.g_00927	Syas.g_00734
OG0001517	Prbh.g_00438	Syas.g_01540
OG0001518	Prbh.g_01522	Syas.g_01903
OG0001519	Prbh.g_01517	Syas.g_01912
OG0001522	Prbh.g_00986	Syas.g_00369
OG0001527	Prbh.g_00266	Syas.g_00803
OG0001529	Prbh.g_00742	Syas.g_02082
OG0001530	Prbh.g_00672	Syas.g_02415
OG0001531	Prbh.g_00541	Syas.g_02560
OG0001532	Prbh.g_01251	Syas.g_01113
OG0001534	Prbh.g_01137	Syas.g_00198
OG0001535	Prbh.g_01122	Syas.g_00218
OG0001536	Prbh.g_01082	Syas.g_00456
OG0001537	Prbh.g_00890	Syas.g_00651
OG0001538	Prbh.g_00958	Syas.g_00591
OG0001539	Prbh.g_00869	Syas.g_00683
OG0001540	Prbh.g_00651	Syas.g_02386
OG0001541	Prbh.g_00603	Syas.g_02316
OG0001542	Prbh.g_00597	Syas.g_02294
OG0001543	Prbh.g_01876	Syas.g_02230
OG0001544	Prbh.g_01518	Syas.g_01911
OG0001545	Prbh.g_01502	Syas.g_01982
OG0001549	Prbh.g_01018	Syas.g_00482
OG0001557	Prbh.g_00894	Syas.g_00626
OG0001559	Prbh.g_00673	Syas.g_02416
OG0001560	Prbh.g_00683	Syas.g_02429
OG0001561	Prbh.g_01127	Syas.g_00211
OG0001563	Prbh.g_01645	Syas.g_01590
OG0001565	Prbh.g_01838	Syas.g_00351
OG0001574	Prbh.g_00268	Syas.g_00801
OG0001575	Prbh.g_00263	Syas.g_00806
OG0001576	Prbh.g_01386	Syas.g_02834
OG0001580	Prbh.g_00735	Syas.g_01875
OG0001584	Prbh.g_01175	Syas.g_00607
OG0001586	Prbh.g_01913	Syas.g_02637
OG0001587	Prbh.g_01722	Syas.g_02569
OG0001589	Prbh.g_01736	Syas.g_02589
OG0001591	Prbh.g_00906	Syas.g_00690
OG0001592	Prbh.g_00736	Syas.g_01877
OG0001614	Prbh.g_01587	Syas.g_02165
OG0001616	Prbh.g_01259	Syas.g_01127
OG0001617	Prbh.g_00931	Syas.g_00076
OG0001619	Prbh.g_01072	Syas.g_00445
OG0001620	Prbh.g_00429	Syas.g_01528
OG0001621	Prbh.g_00526	Syas.g_01702
OG0001622	Prbh.g_01493	Syas.g_02002
OG0001634	Prbh.g_01183	Syas.g_00697
OG0001636	Prbh.g_00747	Syas.g_02075
OG0001638	Prbh.g_01771	Syas.g_02670
OG0001639	Prbh.g_00148	Syas.g_01477
OG0001640	Prbh.g_01043	Syas.g_00989
OG0001641	Prbh.g_01105	Syas.g_00545
OG0001643	Prbh.g_01214	Syas.g_00741
OG0001644	Prbh.g_01158	Syas.g_00921, Syas.g_00767
OG0001659	Prbh.g_01407	Syas.g_01118
OG0001678	Prbh.g_01715	Syas.g_01666
OG0001679	Prbh.g_00443	Syas.g_02407
OG0001693	Prbh.g_00805	Syas.g_01022
OG0001717	Prbh.g_00822	Syas.g_02330
OG0001731	Prbh.g_00161	Syas.g_02729
OG0001762	Prbh.g_01110	Syas.g_00552
OG0001764	Prbh.g_01152	Syas.g_00374
OG0001771	Prbh.g_01843	Syas.g_00034
OG0001955	Prbh.g_01873	Syas.g_00480
OG0001956	Prbh.g_01014	Syas.g_00971
OG0001977	Prbh.g_01511	Syas.g_01942
OG0002003	Prbh.g_00832	Syas.g_00491
OG0002019	Prbh.g_01950	Syas.g_02163
OG0002098	Prbh.g_01921	Syas.g_02127, Syas.g_02608
OG0002109	Prbh.g_00836	Syas.g_02770
OG0002274	Prbh.g_00047	Syas.g_02624
OG0002348	Prbh.g_01887	Syas.g_00879
OG0002389	Prbh.g_01625	Syas.g_01570
OG0002559	Prbh.g_01428	Syas.g_00898, Syas.g_00899
OG0002730	Prbh.g_01941	Syas.g_02772
OG0003490	Prbh.g_01411	Syas.g_00149
OG0003491	Prbh.g_01436	Syas.g_00044
OG0003493	Prbh.g_00044	Syas.g_02179
OG0004659	Prbh.g_01690	Syas.g_01464
