Orthogroup	Prbh	Syab
OG0001119	Prbh.g_01101	Syab.g_01351
OG0001120	Prbh.g_01102	Syab.g_01347
OG0001122	Prbh.g_01119	Syab.g_01320
OG0001123	Prbh.g_01124	Syab.g_01312
OG0001124	Prbh.g_01126	Syab.g_01310
OG0001125	Prbh.g_01128	Syab.g_01308
OG0001126	Prbh.g_01042	Syab.g_01231
OG0001127	Prbh.g_01041	Syab.g_01230
OG0001128	Prbh.g_01039	Syab.g_01227
OG0001129	Prbh.g_01038	Syab.g_01225
OG0001130	Prbh.g_01037	Syab.g_01224
OG0001131	Prbh.g_00411	Syab.g_01609
OG0001132	Prbh.g_00827	Syab.g_01790
OG0001133	Prbh.g_00008	Syab.g_01895
OG0001134	Prbh.g_01868	Syab.g_01748
OG0001136	Prbh.g_01286	Syab.g_00966
OG0001137	Prbh.g_01273	Syab.g_00990
OG0001138	Prbh.g_01252	Syab.g_01023
OG0001139	Prbh.g_01250	Syab.g_01025
OG0001140	Prbh.g_01249	Syab.g_01026
OG0001141	Prbh.g_01248	Syab.g_01027
OG0001142	Prbh.g_01247	Syab.g_01028
OG0001143	Prbh.g_01240	Syab.g_01037
OG0001144	Prbh.g_01235	Syab.g_01052
OG0001145	Prbh.g_01365	Syab.g_00928
OG0001146	Prbh.g_01377	Syab.g_00907
OG0001147	Prbh.g_00002	Syab.g_00716
OG0001148	Prbh.g_00011	Syab.g_02085
OG0001149	Prbh.g_00012	Syab.g_02084
OG0001150	Prbh.g_00013	Syab.g_02083
OG0001151	Prbh.g_00025	Syab.g_02070
OG0001152	Prbh.g_00026	Syab.g_02069
OG0001153	Prbh.g_00131	Syab.g_00731
OG0001154	Prbh.g_00132	Syab.g_00730
OG0001155	Prbh.g_00149	Syab.g_02171
OG0001156	Prbh.g_00152	Syab.g_02174
OG0001157	Prbh.g_00153	Syab.g_02175
OG0001158	Prbh.g_00154	Syab.g_02176
OG0001159	Prbh.g_00155	Syab.g_02177
OG0001160	Prbh.g_00181	Syab.g_02231
OG0001161	Prbh.g_01837	Syab.g_02797
OG0001162	Prbh.g_01824	Syab.g_00893
OG0001163	Prbh.g_01790	Syab.g_02241
OG0001164	Prbh.g_01787	Syab.g_02247
OG0001165	Prbh.g_01784	Syab.g_02252
OG0001166	Prbh.g_01763	Syab.g_02296
OG0001167	Prbh.g_01745	Syab.g_02322
OG0001168	Prbh.g_01743	Syab.g_02324
OG0001169	Prbh.g_01741	Syab.g_02326
OG0001170	Prbh.g_01739	Syab.g_02328
OG0001171	Prbh.g_01729	Syab.g_02339
OG0001172	Prbh.g_01714	Syab.g_00371
OG0001173	Prbh.g_01713	Syab.g_00372
OG0001174	Prbh.g_01705	Syab.g_00380
OG0001175	Prbh.g_01704	Syab.g_00381
OG0001176	Prbh.g_01696	Syab.g_00398
OG0001177	Prbh.g_01694	Syab.g_00396
OG0001178	Prbh.g_01777	Syab.g_02263
OG0001179	Prbh.g_01661	Syab.g_00427
OG0001180	Prbh.g_01638	Syab.g_00453
OG0001181	Prbh.g_01634	Syab.g_00457
OG0001182	Prbh.g_01626	Syab.g_00467
OG0001183	Prbh.g_01620	Syab.g_00474
OG0001184	Prbh.g_01602	Syab.g_00196
OG0001185	Prbh.g_01586	Syab.g_00119
OG0001186	Prbh.g_01562	Syab.g_00085
OG0001187	Prbh.g_01559	Syab.g_00081
OG0001188	Prbh.g_01557	Syab.g_00079
OG0001189	Prbh.g_01540	Syab.g_00058
OG0001190	Prbh.g_01535	Syab.g_02755
OG0001191	Prbh.g_01525	Syab.g_02771
OG0001192	Prbh.g_01520	Syab.g_02778
OG0001193	Prbh.g_01507	Syab.g_02827
OG0001194	Prbh.g_01506	Syab.g_02833
OG0001195	Prbh.g_01505	Syab.g_02834
OG0001196	Prbh.g_01488	Syab.g_02896
OG0001197	Prbh.g_01486	Syab.g_02898
OG0001198	Prbh.g_01479	Syab.g_02911
OG0001199	Prbh.g_00708	Syab.g_02440
OG0001200	Prbh.g_00706	Syab.g_02442
OG0001201	Prbh.g_00675	Syab.g_02501
OG0001202	Prbh.g_00583	Syab.g_02635
OG0001203	Prbh.g_00542	Syab.g_02369
OG0001204	Prbh.g_00536	Syab.g_00353
OG0001205	Prbh.g_00387	Syab.g_00593
OG0001206	Prbh.g_00366	Syab.g_00641
OG0001207	Prbh.g_00354	Syab.g_02088
OG0001208	Prbh.g_00349	Syab.g_02098
OG0001209	Prbh.g_00294	Syab.g_02038
OG0001210	Prbh.g_00290	Syab.g_02030
OG0001211	Prbh.g_00280	Syab.g_02013
OG0001212	Prbh.g_00234	Syab.g_01955
OG0001213	Prbh.g_01452	Syab.g_01886
OG0001215	Prbh.g_00925	Syab.g_01171
OG0001216	Prbh.g_00947	Syab.g_01269
OG0001217	Prbh.g_01875	Syab.g_01464
OG0001218	Prbh.g_01339	Syab.g_00723
OG0001220	Prbh.g_01009	Syab.g_01737
OG0001221	Prbh.g_00889	Syab.g_01607
OG0001222	Prbh.g_01131	Syab.g_01396
OG0001223	Prbh.g_01103	Syab.g_01345
OG0001224	Prbh.g_01035	Syab.g_01214
OG0001225	Prbh.g_01033	Syab.g_01212
OG0001226	Prbh.g_01444	Syab.g_02450
OG0001227	Prbh.g_01331	Syab.g_00891
OG0001228	Prbh.g_01232	Syab.g_01697
OG0001229	Prbh.g_01872	Syab.g_01184
OG0001230	Prbh.g_00089	Syab.g_00791
OG0001231	Prbh.g_00410	Syab.g_00017
OG0001232	Prbh.g_01759	Syab.g_02306
OG0001233	Prbh.g_01738	Syab.g_02329
OG0001234	Prbh.g_01702	Syab.g_00385
OG0001235	Prbh.g_01698	Syab.g_00391
OG0001236	Prbh.g_01605	Syab.g_00200
OG0001237	Prbh.g_01601	Syab.g_00192
OG0001238	Prbh.g_01524	Syab.g_02773
OG0001239	Prbh.g_00711	Syab.g_02437
OG0001240	Prbh.g_00690	Syab.g_02484
OG0001241	Prbh.g_00681	Syab.g_02494
OG0001242	Prbh.g_00662	Syab.g_02525
OG0001243	Prbh.g_00655	Syab.g_02533
OG0001244	Prbh.g_00640	Syab.g_02561
OG0001245	Prbh.g_01320	Syab.g_01762
OG0001246	Prbh.g_00824	Syab.g_02126
OG0001247	Prbh.g_00918	Syab.g_02825
OG0001248	Prbh.g_00920	Syab.g_01163
OG0001249	Prbh.g_00442	Syab.g_00514
OG0001250	Prbh.g_00995	Syab.g_01714
OG0001251	Prbh.g_00858	Syab.g_01816
OG0001252	Prbh.g_01040	Syab.g_01228
OG0001253	Prbh.g_01442	Syab.g_01761
OG0001254	Prbh.g_01866	Syab.g_01749
OG0001255	Prbh.g_01300	Syab.g_01846
OG0001256	Prbh.g_00188	Syab.g_02238
OG0001258	Prbh.g_01786	Syab.g_02250
OG0001259	Prbh.g_01740	Syab.g_02327
OG0001261	Prbh.g_01653	Syab.g_00436
OG0001262	Prbh.g_01542	Syab.g_00060
OG0001263	Prbh.g_00653	Syab.g_02536
OG0001265	Prbh.g_00663	Syab.g_02523
OG0001266	Prbh.g_00579	Syab.g_02639
OG0001267	Prbh.g_00499	Syab.g_00295
OG0001268	Prbh.g_00433	Syab.g_00529
OG0001269	Prbh.g_01008	Syab.g_01809
OG0001270	Prbh.g_00398	Syab.g_00579
OG0001271	Prbh.g_00359	Syab.g_00694
OG0001272	Prbh.g_00345	Syab.g_02102
OG0001273	Prbh.g_01222	Syab.g_01878
OG0001274	Prbh.g_00556	Syab.g_02706
OG0001275	Prbh.g_01112	Syab.g_01330
OG0001276	Prbh.g_01123	Syab.g_01313
OG0001278	Prbh.g_01228	Syab.g_01152
OG0001279	Prbh.g_01396	Syab.g_01807
OG0001280	Prbh.g_01372	Syab.g_00918
OG0001281	Prbh.g_01378	Syab.g_00906
OG0001282	Prbh.g_00010	Syab.g_02086
OG0001283	Prbh.g_01492	Syab.g_02885
OG0001284	Prbh.g_00175	Syab.g_02211
OG0001285	Prbh.g_01756	Syab.g_02309
OG0001286	Prbh.g_01640	Syab.g_00451
OG0001287	Prbh.g_01579	Syab.g_00111
OG0001288	Prbh.g_01569	Syab.g_00094
OG0001289	Prbh.g_00696	Syab.g_02465
OG0001290	Prbh.g_00682	Syab.g_02493
OG0001291	Prbh.g_00645	Syab.g_02546
OG0001292	Prbh.g_00531	Syab.g_00348
OG0001293	Prbh.g_00518	Syab.g_00322
OG0001296	Prbh.g_00321	Syab.g_02132
OG0001297	Prbh.g_00316	Syab.g_02136
OG0001298	Prbh.g_00252	Syab.g_01980
OG0001299	Prbh.g_01186	Syab.g_01557
OG0001300	Prbh.g_00929	Syab.g_01180
OG0001301	Prbh.g_00934	Syab.g_01197
OG0001302	Prbh.g_01051	Syab.g_01844
OG0001304	Prbh.g_01136	Syab.g_01298
OG0001305	Prbh.g_01027	Syab.g_01204
OG0001306	Prbh.g_01298	Syab.g_00941
OG0001307	Prbh.g_01936	Syab.g_01552
OG0001308	Prbh.g_00109	Syab.g_00759
OG0001309	Prbh.g_00205	Syab.g_02142
OG0001310	Prbh.g_01769	Syab.g_02288
OG0001311	Prbh.g_01125	Syab.g_01311
OG0001312	Prbh.g_01063	Syab.g_01414
OG0001315	Prbh.g_01861	Syab.g_00472
OG0001316	Prbh.g_00641	Syab.g_02552
OG0001317	Prbh.g_00546	Syab.g_02373
OG0001318	Prbh.g_00522	Syab.g_00333
OG0001319	Prbh.g_00506	Syab.g_00306
OG0001321	Prbh.g_00381	Syab.g_00616
OG0001322	Prbh.g_00380	Syab.g_00617
OG0001323	Prbh.g_00310	Syab.g_02145
OG0001324	Prbh.g_00930	Syab.g_01181
OG0001325	Prbh.g_01168	Syab.g_01273
OG0001327	Prbh.g_00867	Syab.g_01643
OG0001328	Prbh.g_01357	Syab.g_01616
OG0001329	Prbh.g_01816	Syab.g_00361
OG0001330	Prbh.g_00201	Syab.g_00925
OG0001331	Prbh.g_00015	Syab.g_02081
OG0001332	Prbh.g_00146	Syab.g_02165
OG0001333	Prbh.g_01744	Syab.g_02323
OG0001334	Prbh.g_01617	Syab.g_00483
OG0001335	Prbh.g_01616	Syab.g_00484
OG0001336	Prbh.g_01491	Syab.g_02886
OG0001337	Prbh.g_00447	Syab.g_00480, Syab.g_00502
OG0001338	Prbh.g_00444	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505
OG0001339	Prbh.g_00679	Syab.g_02496
OG0001340	Prbh.g_00446	Syab.g_00503
OG0001341	Prbh.g_01881	Syab.g_01779
OG0001343	Prbh.g_00855	Syab.g_00359
OG0001344	Prbh.g_01278	Syab.g_00974
OG0001346	Prbh.g_01374	Syab.g_00914
OG0001348	Prbh.g_01888	Syab.g_01258
OG0001349	Prbh.g_00076	Syab.g_00150
OG0001351	Prbh.g_00373	Syab.g_00625
OG0001353	Prbh.g_00985	Syab.g_01702
OG0001354	Prbh.g_01096	Syab.g_01358
OG0001358	Prbh.g_01463	Syab.g_01900
OG0001359	Prbh.g_00856	Syab.g_00360
OG0001361	Prbh.g_01264	Syab.g_00154, Syab.g_01005
OG0001362	Prbh.g_00113	Syab.g_00754
OG0001363	Prbh.g_00115	Syab.g_00752
OG0001364	Prbh.g_01614	Syab.g_00211
OG0001365	Prbh.g_01531	Syab.g_02760
OG0001369	Prbh.g_00691	Syab.g_02483
OG0001375	Prbh.g_00854	Syab.g_00358
OG0001379	Prbh.g_01367	Syab.g_00923
OG0001381	Prbh.g_01308	Syab.g_01937
OG0001382	Prbh.g_01343	Syab.g_00393
OG0001394	Prbh.g_00893	Syab.g_01599
OG0001397	Prbh.g_00114	Syab.g_00753
OG0001398	Prbh.g_01399	Syab.g_02457
OG0001401	Prbh.g_00990	Syab.g_01708
OG0001402	Prbh.g_01458	Syab.g_01896
OG0001404	Prbh.g_00714	Syab.g_02433
OG0001405	Prbh.g_00453	Syab.g_00486
OG0001407	Prbh.g_01345	Syab.g_01158
OG0001409	Prbh.g_01274	Syab.g_00988
OG0001410	Prbh.g_01937	Syab.g_01550
OG0001411	Prbh.g_00055, Prbh.g_00721	Syab.g_00147
OG0001414	Prbh.g_00551	Syab.g_01938
OG0001415	Prbh.g_00549	Syab.g_02471
OG0001425	Prbh.g_01521	Syab.g_02777
OG0001429	Prbh.g_01055	Syab.g_01423
OG0001430	Prbh.g_01340	Syab.g_02743
OG0001435	Prbh.g_00874	Syab.g_01637
OG0001443	Prbh.g_01871	Syab.g_02794
OG0001448	Prbh.g_00375	Syab.g_01789
OG0001450	Prbh.g_00922	Syab.g_01081
OG0001461	Prbh.g_01839	Syab.g_01754
OG0001463	Prbh.g_00492	Syab.g_01104
OG0001467	Prbh.g_00007	Syab.g_00805
OG0001472	Prbh.g_00802	Syab.g_01800
OG0001476	Prbh.g_01275	Syab.g_00984
OG0001477	Prbh.g_01893	Syab.g_01191
OG0001481	Prbh.g_01356	Syab.g_00621
OG0001484	Prbh.g_00200	Syab.g_02849
OG0001486	Prbh.g_01285	Syab.g_00967
OG0001488	Prbh.g_01269	Syab.g_00994
OG0001489	Prbh.g_01629	Syab.g_00462
OG0001494	Prbh.g_01912	Syab.g_00173
OG0001494	Prbh.g_00068	Syab.g_00180
OG0001496	Prbh.g_01895	Syab.g_01188
OG0001497	Prbh.g_01894	Syab.g_01190
OG0001498	Prbh.g_00414	Syab.g_00552
OG0001505	Prbh.g_00063	Syab.g_00189
OG0001510	Prbh.g_01575	Syab.g_00103
OG0001511	Prbh.g_00671	Syab.g_02509
OG0001512	Prbh.g_01335	Syab.g_02368
OG0001514	Prbh.g_01896	Syab.g_01187
OG0001515	Prbh.g_00927	Syab.g_01176
OG0001516	Prbh.g_01189	Syab.g_01554
OG0001517	Prbh.g_00438	Syab.g_00524
OG0001518	Prbh.g_01522	Syab.g_02775
OG0001519	Prbh.g_01517	Syab.g_02796
OG0001522	Prbh.g_00986	Syab.g_01703
OG0001527	Prbh.g_00266	Syab.g_01998
OG0001529	Prbh.g_00742	Syab.g_00051
OG0001530	Prbh.g_00672	Syab.g_02507
OG0001531	Prbh.g_00541	Syab.g_02367
OG0001532	Prbh.g_01251	Syab.g_01024
OG0001534	Prbh.g_01137	Syab.g_01297
OG0001535	Prbh.g_01122	Syab.g_01316
OG0001536	Prbh.g_01082	Syab.g_01388
OG0001537	Prbh.g_00890	Syab.g_01606
OG0001538	Prbh.g_00958	Syab.g_01278
OG0001539	Prbh.g_00869	Syab.g_01641
OG0001540	Prbh.g_00651	Syab.g_02538
OG0001541	Prbh.g_00603	Syab.g_02603
OG0001542	Prbh.g_00597	Syab.g_02614
OG0001543	Prbh.g_01876	Syab.g_02686
OG0001544	Prbh.g_01518	Syab.g_02795
OG0001545	Prbh.g_01502	Syab.g_02874
OG0001557	Prbh.g_00894	Syab.g_01598
OG0001559	Prbh.g_00673	Syab.g_02506
OG0001560	Prbh.g_00683	Syab.g_02492
OG0001561	Prbh.g_01127	Syab.g_01309
OG0001565	Prbh.g_01838	Syab.g_01837
OG0001574	Prbh.g_00268	Syab.g_02000
OG0001575	Prbh.g_00263	Syab.g_01995
OG0001576	Prbh.g_01386	Syab.g_00896
OG0001579	Prbh.g_00449	Syab.g_00489, Syab.g_00494
OG0001580	Prbh.g_00735	Syab.g_02740
OG0001586	Prbh.g_01913	Syab.g_00181, Syab.g_00169
OG0001589	Prbh.g_01736	Syab.g_02331
OG0001591	Prbh.g_00906	Syab.g_01566
OG0001592	Prbh.g_00736	Syab.g_02741
OG0001614	Prbh.g_01587	Syab.g_00121
OG0001616	Prbh.g_01259	Syab.g_01013
OG0001617	Prbh.g_00931	Syab.g_01183
OG0001619	Prbh.g_01072	Syab.g_01399
OG0001620	Prbh.g_00429	Syab.g_00535
OG0001621	Prbh.g_00526	Syab.g_00337
OG0001622	Prbh.g_01493	Syab.g_02884
OG0001634	Prbh.g_01183	Syab.g_01560
OG0001636	Prbh.g_00747	Syab.g_00041
OG0001638	Prbh.g_01771	Syab.g_02270
OG0001639	Prbh.g_00148	Syab.g_02170
OG0001640	Prbh.g_01043	Syab.g_01233
OG0001641	Prbh.g_01105	Syab.g_01341
OG0001642	Prbh.g_01007	Syab.g_02027
OG0001643	Prbh.g_01214	Syab.g_01869
OG0001644	Prbh.g_01158	Syab.g_01672
OG0001656	Prbh.g_00450	Syab.g_00493
OG0001658	Prbh.g_00740	Syab.g_02754
OG0001659	Prbh.g_01407	Syab.g_01020
OG0001676	Prbh.g_00448	Syab.g_00492
OG0001678	Prbh.g_01715	Syab.g_00370
OG0001679	Prbh.g_00443	Syab.g_01425, Syab.g_02475
OG0001693	Prbh.g_00805	Syab.g_01209
OG0001709	Prbh.g_00077	Syab.g_00162
OG0001713	Prbh.g_01360	Syab.g_00985
OG0001717	Prbh.g_00822	Syab.g_02588
OG0001731	Prbh.g_00161	Syab.g_02188
OG0001758	Prbh.g_01799	Syab.g_01483
OG0001762	Prbh.g_01110	Syab.g_01333
OG0001764	Prbh.g_01152	Syab.g_01436
OG0001770	Prbh.g_01802	Syab.g_01743
OG0001875	Prbh.g_01800	Syab.g_01493
OG0001876	Prbh.g_01801	Syab.g_01494
OG0001922	Prbh.g_00078	Syab.g_00153
OG0001974	Prbh.g_00407	Syab.g_02750
OG0002003	Prbh.g_00832	Syab.g_01175
OG0002110	Prbh.g_01926	Syab.g_00077
OG0002122	Prbh.g_00831	Syab.g_01174
OG0002177	Prbh.g_01447	Syab.g_01480
OG0002246	Prbh.g_01831	Syab.g_00563
OG0002347	Prbh.g_01753	Syab.g_02312
OG0002425	Prbh.g_00071	Syab.g_00186
OG0002559	Prbh.g_01428	Syab.g_01127
OG0002663	Prbh.g_01822	Syab.g_00346
