Orthogroup	Prbh	Syah
OG0001126	Prbh.g_01042	Syah.g_02058
OG0001127	Prbh.g_01041	Syah.g_02057
OG0001128	Prbh.g_01039	Syah.g_02040
OG0001129	Prbh.g_01038	Syah.g_02038
OG0001130	Prbh.g_01037	Syah.g_02037
OG0001131	Prbh.g_00411	Syah.g_01819
OG0001132	Prbh.g_00827	Syah.g_01850
OG0001133	Prbh.g_00008	Syah.g_01957
OG0001134	Prbh.g_01868	Syah.g_01437
OG0001136	Prbh.g_01286	Syah.g_02160
OG0001137	Prbh.g_01273	Syah.g_02141
OG0001138	Prbh.g_01252	Syah.g_01421
OG0001139	Prbh.g_01250	Syah.g_01419
OG0001140	Prbh.g_01249	Syah.g_01418
OG0001141	Prbh.g_01248	Syah.g_01417
OG0001142	Prbh.g_01247	Syah.g_01416
OG0001143	Prbh.g_01240	Syah.g_01408
OG0001144	Prbh.g_01235	Syah.g_01399
OG0001145	Prbh.g_01365	Syah.g_02188
OG0001146	Prbh.g_01377	Syah.g_02206
OG0001147	Prbh.g_00002	Syah.g_01234
OG0001148	Prbh.g_00011	Syah.g_00984
OG0001149	Prbh.g_00012	Syah.g_00983
OG0001150	Prbh.g_00013	Syah.g_00982
OG0001151	Prbh.g_00025	Syah.g_00970
OG0001152	Prbh.g_00026	Syah.g_00969
OG0001153	Prbh.g_00131	Syah.g_01253
OG0001154	Prbh.g_00132	Syah.g_01252
OG0001155	Prbh.g_00149	Syah.g_02313
OG0001156	Prbh.g_00152	Syah.g_02316
OG0001157	Prbh.g_00153	Syah.g_02317
OG0001158	Prbh.g_00154	Syah.g_02318
OG0001159	Prbh.g_00155	Syah.g_02319
OG0001161	Prbh.g_01837	Syah.g_00475
OG0001162	Prbh.g_01824	Syah.g_01745
OG0001163	Prbh.g_01790	Syah.g_02370
OG0001164	Prbh.g_01787	Syah.g_02376
OG0001165	Prbh.g_01784	Syah.g_02381
OG0001166	Prbh.g_01763	Syah.g_02410
OG0001167	Prbh.g_01745	Syah.g_02259
OG0001168	Prbh.g_01743	Syah.g_02261
OG0001169	Prbh.g_01741	Syah.g_02263
OG0001170	Prbh.g_01739	Syah.g_02265
OG0001171	Prbh.g_01729	Syah.g_02276
OG0001172	Prbh.g_01714	Syah.g_00692
OG0001173	Prbh.g_01713	Syah.g_00693
OG0001174	Prbh.g_01705	Syah.g_00701
OG0001175	Prbh.g_01704	Syah.g_00702
OG0001176	Prbh.g_01696	Syah.g_00738
OG0001177	Prbh.g_01694	Syah.g_00736
OG0001178	Prbh.g_01777	Syah.g_02390
OG0001179	Prbh.g_01661	Syah.g_00767
OG0001180	Prbh.g_01638	Syah.g_00792
OG0001181	Prbh.g_01634	Syah.g_00796
OG0001182	Prbh.g_01626	Syah.g_00805
OG0001183	Prbh.g_01620	Syah.g_00810
OG0001184	Prbh.g_01602	Syah.g_00192
OG0001185	Prbh.g_01586	Syah.g_00244
OG0001186	Prbh.g_01562	Syah.g_00294
OG0001187	Prbh.g_01559	Syah.g_00289
OG0001188	Prbh.g_01557	Syah.g_00299
OG0001189	Prbh.g_01540	Syah.g_00316
OG0001190	Prbh.g_01535	Syah.g_00512
OG0001191	Prbh.g_01525	Syah.g_00491
OG0001192	Prbh.g_01520	Syah.g_00485
OG0001193	Prbh.g_01507	Syah.g_00456
OG0001194	Prbh.g_01506	Syah.g_00454
OG0001195	Prbh.g_01505	Syah.g_00453
OG0001196	Prbh.g_01488	Syah.g_00390
OG0001197	Prbh.g_01486	Syah.g_00388
OG0001198	Prbh.g_01479	Syah.g_00376
OG0001199	Prbh.g_00708	Syah.g_02488
OG0001200	Prbh.g_00706	Syah.g_02490
OG0001201	Prbh.g_00675	Syah.g_02538
OG0001202	Prbh.g_00583	Syah.g_00594
OG0001203	Prbh.g_00542	Syah.g_00909
OG0001204	Prbh.g_00536	Syah.g_00676
OG0001205	Prbh.g_00387	Syah.g_02222
OG0001206	Prbh.g_00366	Syah.g_01208
OG0001207	Prbh.g_00354	Syah.g_00987
OG0001208	Prbh.g_00349	Syah.g_00999
OG0001209	Prbh.g_00294	Syah.g_01067
OG0001210	Prbh.g_00290	Syah.g_01074
OG0001211	Prbh.g_00280	Syah.g_01092
OG0001212	Prbh.g_00234	Syah.g_01150
OG0001213	Prbh.g_01452	Syah.g_01946
OG0001215	Prbh.g_00925	Syah.g_01996
OG0001216	Prbh.g_00947	Syah.g_01727
OG0001217	Prbh.g_01875	Syah.g_01869
OG0001218	Prbh.g_01339	Syah.g_01244
OG0001219	Prbh.g_01054	Syah.g_01578
OG0001220	Prbh.g_01009	Syah.g_02113
OG0001221	Prbh.g_00889	Syah.g_01816
OG0001223	Prbh.g_01103	Syah.g_01654
OG0001224	Prbh.g_01035	Syah.g_02034
OG0001225	Prbh.g_01033	Syah.g_02032
OG0001226	Prbh.g_01444	Syah.g_01887
OG0001227	Prbh.g_01331	Syah.g_00472
OG0001228	Prbh.g_01232	Syah.g_02228
OG0001229	Prbh.g_01872	Syah.g_02009
OG0001230	Prbh.g_00089	Syah.g_01302
OG0001231	Prbh.g_00410	Syah.g_00356
OG0001232	Prbh.g_01759	Syah.g_02422
OG0001233	Prbh.g_01738	Syah.g_02266
OG0001234	Prbh.g_01702	Syah.g_00706
OG0001236	Prbh.g_01605	Syah.g_00189
OG0001237	Prbh.g_01601	Syah.g_00201
OG0001238	Prbh.g_01524	Syah.g_00490
OG0001240	Prbh.g_00690	Syah.g_02523
OG0001241	Prbh.g_00681	Syah.g_02532
OG0001242	Prbh.g_00662	Syah.g_00011
OG0001243	Prbh.g_00655	Syah.g_00017
OG0001244	Prbh.g_00640	Syah.g_00049
OG0001245	Prbh.g_01320	Syah.g_01848
OG0001246	Prbh.g_00824	Syah.g_01025
OG0001247	Prbh.g_00918	Syah.g_01741
OG0001248	Prbh.g_00920	Syah.g_01744
OG0001249	Prbh.g_00442	Syah.g_00849
OG0001250	Prbh.g_00995	Syah.g_02090
OG0001251	Prbh.g_00858	Syah.g_00448
OG0001252	Prbh.g_01040	Syah.g_02041
OG0001253	Prbh.g_01442	Syah.g_01849
OG0001254	Prbh.g_01866	Syah.g_01438
OG0001255	Prbh.g_01300	Syah.g_00919
OG0001256	Prbh.g_00188	Syah.g_02369
OG0001258	Prbh.g_01786	Syah.g_02379
OG0001259	Prbh.g_01740	Syah.g_02264
OG0001262	Prbh.g_01542	Syah.g_00314
OG0001263	Prbh.g_00653	Syah.g_00020
OG0001265	Prbh.g_00663	Syah.g_00009
OG0001266	Prbh.g_00579	Syah.g_00590
OG0001267	Prbh.g_00499	Syah.g_00624
OG0001268	Prbh.g_00433	Syah.g_00864
OG0001269	Prbh.g_01008	Syah.g_00916
OG0001270	Prbh.g_00398	Syah.g_02238
OG0001271	Prbh.g_00359	Syah.g_01218
OG0001272	Prbh.g_00345	Syah.g_01003
OG0001273	Prbh.g_01222	Syah.g_01940
OG0001274	Prbh.g_00556	Syah.g_00537
OG0001275	Prbh.g_01112	Syah.g_01669
OG0001276	Prbh.g_01123	Syah.g_01685
OG0001278	Prbh.g_01228	Syah.g_01390
OG0001279	Prbh.g_01396	Syah.g_01323
OG0001280	Prbh.g_01372	Syah.g_02197
OG0001281	Prbh.g_01378	Syah.g_02207
OG0001282	Prbh.g_00010	Syah.g_00985
OG0001283	Prbh.g_01492	Syah.g_00395
OG0001284	Prbh.g_00175	Syah.g_02348
OG0001286	Prbh.g_01640	Syah.g_00790
OG0001287	Prbh.g_01579	Syah.g_00252
OG0001288	Prbh.g_01569	Syah.g_00266
OG0001289	Prbh.g_00696	Syah.g_02508
OG0001291	Prbh.g_00645	Syah.g_00032
OG0001292	Prbh.g_00531	Syah.g_00671
OG0001293	Prbh.g_00518	Syah.g_00650
OG0001296	Prbh.g_00321	Syah.g_01030
OG0001297	Prbh.g_00316	Syah.g_01034
OG0001298	Prbh.g_00252	Syah.g_01128
OG0001299	Prbh.g_01186	Syah.g_01501
OG0001300	Prbh.g_00929	Syah.g_02005
OG0001301	Prbh.g_00934	Syah.g_02018
OG0001302	Prbh.g_01051	Syah.g_01901
OG0001304	Prbh.g_01136	Syah.g_01698
OG0001305	Prbh.g_01027	Syah.g_02024
OG0001306	Prbh.g_01298	Syah.g_02179
OG0001307	Prbh.g_01936	Syah.g_00724
OG0001309	Prbh.g_00205	Syah.g_01040
OG0001310	Prbh.g_01769	Syah.g_02402
OG0001311	Prbh.g_01125	Syah.g_01687
OG0001312	Prbh.g_01063	Syah.g_01590
OG0001314	Prbh.g_01949, Prbh.g_00791	Syah.g_02117
OG0001315	Prbh.g_01861	Syah.g_00808
OG0001316	Prbh.g_00641	Syah.g_00039
OG0001317	Prbh.g_00546	Syah.g_00905
OG0001318	Prbh.g_00522	Syah.g_00658
OG0001319	Prbh.g_00506	Syah.g_00635
OG0001321	Prbh.g_00381	Syah.g_02216
OG0001322	Prbh.g_00380	Syah.g_02215
OG0001323	Prbh.g_00310	Syah.g_01043
OG0001324	Prbh.g_00930	Syah.g_02006
OG0001325	Prbh.g_01168	Syah.g_01723
OG0001327	Prbh.g_00867	Syah.g_01519
OG0001328	Prbh.g_01357	Syah.g_01822
OG0001329	Prbh.g_01816	Syah.g_01906
OG0001330	Prbh.g_00201	Syah.g_02190
OG0001332	Prbh.g_00146	Syah.g_02308
OG0001333	Prbh.g_01744	Syah.g_02260
OG0001334	Prbh.g_01617	Syah.g_00818
OG0001335	Prbh.g_01616	Syah.g_00819
OG0001336	Prbh.g_01491	Syah.g_00394
OG0001337	Prbh.g_00447	Syah.g_00815, Syah.g_00837
OG0001338	Prbh.g_00444	Syah.g_00856, Syah.g_02456, Syah.g_00841, Syah.g_00829
OG0001340	Prbh.g_00446	Syah.g_00838
OG0001341	Prbh.g_01881	Syah.g_02011
OG0001343	Prbh.g_00855	Syah.g_00450
OG0001344	Prbh.g_01278	Syah.g_02153
OG0001346	Prbh.g_01374	Syah.g_02200
OG0001348	Prbh.g_01888	Syah.g_02073
OG0001349	Prbh.g_00076	Syah.g_02427
OG0001352	Prbh.g_00914	Syah.g_01058
OG0001353	Prbh.g_00985	Syah.g_02079
OG0001354	Prbh.g_01096	Syah.g_01641
OG0001355	Prbh.g_01146	Syah.g_01077
OG0001358	Prbh.g_01463	Syah.g_01963
OG0001359	Prbh.g_00856	Syah.g_00451
OG0001361	Prbh.g_01264	Syah.g_02127
OG0001362	Prbh.g_00113	Syah.g_01275
OG0001363	Prbh.g_00115	Syah.g_01273
OG0001364	Prbh.g_01614	Syah.g_00174
OG0001368	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768	Syah.g_00677
OG0001372	Prbh.g_01897	Syah.g_01055
OG0001375	Prbh.g_00854	Syah.g_00449
OG0001379	Prbh.g_01367	Syah.g_02192
OG0001381	Prbh.g_01308	Syah.g_00717
OG0001382	Prbh.g_01343	Syah.g_00258
OG0001394	Prbh.g_00893	Syah.g_01810
OG0001397	Prbh.g_00114	Syah.g_01274
OG0001398	Prbh.g_01399	Syah.g_01563
OG0001401	Prbh.g_00990	Syah.g_02084
OG0001402	Prbh.g_01458	Syah.g_01958
OG0001403	Prbh.g_00750	Syah.g_00341
OG0001404	Prbh.g_00714	Syah.g_02482
OG0001405	Prbh.g_00453	Syah.g_00821
OG0001407	Prbh.g_01345	Syah.g_01059
OG0001410	Prbh.g_01937	Syah.g_00725
OG0001414	Prbh.g_00551	Syah.g_00718
OG0001421	Prbh.g_00189	Syah.g_01851
OG0001423	Prbh.g_01940	Syah.g_00965
OG0001425	Prbh.g_01521	Syah.g_00486
OG0001430	Prbh.g_01340	Syah.g_00518
OG0001435	Prbh.g_00874	Syah.g_01525
OG0001443	Prbh.g_01871	Syah.g_00478
OG0001446	Prbh.g_01878	Syah.g_01731
OG0001448	Prbh.g_00375	Syah.g_01540
OG0001460	Prbh.g_01791	Syah.g_01512
OG0001461	Prbh.g_01839	Syah.g_00711
OG0001465	Prbh.g_00941	Syah.g_01737
OG0001468	Prbh.g_00846	Syah.g_01899
OG0001476	Prbh.g_01275	Syah.g_02145
OG0001477	Prbh.g_01893	Syah.g_02015
OG0001481	Prbh.g_01356	Syah.g_01703
OG0001484	Prbh.g_00200	Syah.g_00435
OG0001487	Prbh.g_00139	Syah.g_01245
OG0001488	Prbh.g_01269	Syah.g_02136
OG0001489	Prbh.g_01629	Syah.g_00801
OG0001494	Prbh.g_00068	Syah.g_00325
OG0001495	Prbh.g_01693	Syah.g_00735
OG0001496	Prbh.g_01895	Syah.g_02013
OG0001497	Prbh.g_01894	Syah.g_02014
OG0001498	Prbh.g_00414	Syah.g_00889
OG0001510	Prbh.g_01575	Syah.g_00256
OG0001511	Prbh.g_00671	Syah.g_02546
OG0001512	Prbh.g_01335	Syah.g_00910
OG0001514	Prbh.g_01896	Syah.g_02012
OG0001515	Prbh.g_00927	Syah.g_02001
OG0001516	Prbh.g_01189	Syah.g_01498
OG0001517	Prbh.g_00438	Syah.g_00859
OG0001518	Prbh.g_01522	Syah.g_00488
OG0001519	Prbh.g_01517	Syah.g_00476
OG0001522	Prbh.g_00986	Syah.g_02080
OG0001527	Prbh.g_00266	Syah.g_01107
OG0001529	Prbh.g_00742	Syah.g_00328
OG0001530	Prbh.g_00672	Syah.g_02544
OG0001531	Prbh.g_00541	Syah.g_00911
OG0001532	Prbh.g_01251	Syah.g_01420
OG0001534	Prbh.g_01137	Syah.g_01699
OG0001535	Prbh.g_01122	Syah.g_01683
OG0001536	Prbh.g_01082	Syah.g_01617
OG0001537	Prbh.g_00890	Syah.g_01815
OG0001538	Prbh.g_00958	Syah.g_01774
OG0001539	Prbh.g_00869	Syah.g_01521
OG0001540	Prbh.g_00651	Syah.g_00022
OG0001541	Prbh.g_00603	Syah.g_00621
OG0001542	Prbh.g_00597	Syah.g_00612
OG0001543	Prbh.g_01876	Syah.g_00568
OG0001544	Prbh.g_01518	Syah.g_00477
OG0001545	Prbh.g_01502	Syah.g_00405
OG0001549	Prbh.g_01018	Syah.g_02121
OG0001557	Prbh.g_00894	Syah.g_01809
OG0001559	Prbh.g_00673	Syah.g_02543
OG0001560	Prbh.g_00683	Syah.g_02531
OG0001561	Prbh.g_01127	Syah.g_01689
OG0001563	Prbh.g_01645	Syah.g_00784
OG0001574	Prbh.g_00268	Syah.g_01105
OG0001575	Prbh.g_00263	Syah.g_01110
OG0001576	Prbh.g_01386	Syah.g_01172
OG0001579	Prbh.g_00449	Syah.g_00824, Syah.g_00828
OG0001580	Prbh.g_00735	Syah.g_00523, Syah.g_00522
OG0001586	Prbh.g_01913	Syah.g_02434, Syah.g_00218
OG0001589	Prbh.g_01736	Syah.g_02269
OG0001591	Prbh.g_00906	Syah.g_01509
OG0001592	Prbh.g_00736	Syah.g_00521
OG0001614	Prbh.g_01587	Syah.g_00242
OG0001616	Prbh.g_01259	Syah.g_01430
OG0001617	Prbh.g_00931	Syah.g_02008
OG0001619	Prbh.g_01072	Syah.g_01607
OG0001620	Prbh.g_00429	Syah.g_00871
OG0001621	Prbh.g_00526	Syah.g_00662
OG0001622	Prbh.g_01493	Syah.g_00396
OG0001634	Prbh.g_01183	Syah.g_01504
OG0001636	Prbh.g_00747	Syah.g_00336
OG0001638	Prbh.g_01771	Syah.g_02399
OG0001639	Prbh.g_00148	Syah.g_02312
OG0001640	Prbh.g_01043	Syah.g_02060
OG0001641	Prbh.g_01105	Syah.g_01660
OG0001643	Prbh.g_01214	Syah.g_01930
OG0001644	Prbh.g_01158	Syah.g_01709
OG0001656	Prbh.g_00450	Syah.g_00827
OG0001658	Prbh.g_00740	Syah.g_00513
OG0001659	Prbh.g_01407	Syah.g_01424
OG0001676	Prbh.g_00448	Syah.g_00826
OG0001678	Prbh.g_01715	Syah.g_00691
OG0001679	Prbh.g_00443	Syah.g_01114
OG0001691	Prbh.g_01045	Syah.g_01965
OG0001693	Prbh.g_00805	Syah.g_02029
OG0001713	Prbh.g_01360	Syah.g_02144
OG0001717	Prbh.g_00822	Syah.g_00076
OG0001731	Prbh.g_00161	Syah.g_02332
OG0001758	Prbh.g_01799	Syah.g_01464
OG0001762	Prbh.g_01110	Syah.g_01666
OG0001764	Prbh.g_01152	Syah.g_01571
OG0001770	Prbh.g_01802	Syah.g_01448
OG0001771	Prbh.g_01843	Syah.g_02078
OG0001795	Prbh.g_00844	Syah.g_01461
OG0001875	Prbh.g_01800	Syah.g_01465
OG0001876	Prbh.g_01801	Syah.g_01466
OG0001916	Prbh.g_00335	Syah.g_01014
OG0001974	Prbh.g_00407	Syah.g_00515
OG0002155	Prbh.g_00048, Prbh.g_00038	Syah.g_00227
OG0002425	Prbh.g_00071	Syah.g_00213
OG0003494	Prbh.g_01928	Syah.g_00224
