Orthogroup	Prbh	Prav
OG0001117	Prbh.g_01099	Prav.g_00569
OG0001118	Prbh.g_01100	Prav.g_00570
OG0001119	Prbh.g_01101	Prav.g_00571
OG0001120	Prbh.g_01102	Prav.g_00573
OG0001122	Prbh.g_01119	Prav.g_00905
OG0001123	Prbh.g_01124	Prav.g_00909
OG0001124	Prbh.g_01126	Prav.g_00911
OG0001125	Prbh.g_01128	Prav.g_00912
OG0001126	Prbh.g_01042	Prav.g_00922
OG0001127	Prbh.g_01041	Prav.g_00923
OG0001128	Prbh.g_01039	Prav.g_00925
OG0001129	Prbh.g_01038	Prav.g_00926
OG0001130	Prbh.g_01037	Prav.g_00927
OG0001131	Prbh.g_00411	Prav.g_00242
OG0001132	Prbh.g_00827	Prav.g_00252
OG0001133	Prbh.g_00008	Prav.g_00019
OG0001134	Prbh.g_01868	Prav.g_00033
OG0001135	Prbh.g_01865	Prav.g_00036
OG0001136	Prbh.g_01286	Prav.g_00062
OG0001137	Prbh.g_01273	Prav.g_00073
OG0001138	Prbh.g_01252	Prav.g_01855
OG0001139	Prbh.g_01250	Prav.g_01854
OG0001140	Prbh.g_01249	Prav.g_01853
OG0001141	Prbh.g_01248	Prav.g_01852
OG0001142	Prbh.g_01247	Prav.g_01851
OG0001143	Prbh.g_01240	Prav.g_01844
OG0001144	Prbh.g_01235	Prav.g_01839
OG0001145	Prbh.g_01365	Prav.g_01430
OG0001146	Prbh.g_01377	Prav.g_01442
OG0001147	Prbh.g_00002	Prav.g_01459
OG0001148	Prbh.g_00011	Prav.g_01475
OG0001149	Prbh.g_00012	Prav.g_01476
OG0001150	Prbh.g_00013	Prav.g_01477
OG0001151	Prbh.g_00025	Prav.g_01488
OG0001152	Prbh.g_00026	Prav.g_01489
OG0001153	Prbh.g_00131	Prav.g_01610
OG0001154	Prbh.g_00132	Prav.g_01611
OG0001155	Prbh.g_00149	Prav.g_01623
OG0001156	Prbh.g_00152	Prav.g_01626
OG0001157	Prbh.g_00153	Prav.g_01627
OG0001158	Prbh.g_00154	Prav.g_01628
OG0001159	Prbh.g_00155	Prav.g_01629
OG0001160	Prbh.g_00181	Prav.g_01653
OG0001161	Prbh.g_01837	Prav.g_01664
OG0001162	Prbh.g_01824	Prav.g_01675
OG0001163	Prbh.g_01790	Prav.g_01753
OG0001164	Prbh.g_01787	Prav.g_01757
OG0001165	Prbh.g_01784	Prav.g_01760
OG0001166	Prbh.g_01763	Prav.g_01780
OG0001167	Prbh.g_01745	Prav.g_01797
OG0001168	Prbh.g_01743	Prav.g_01799
OG0001169	Prbh.g_01741	Prav.g_01801
OG0001170	Prbh.g_01739	Prav.g_01803
OG0001171	Prbh.g_01729	Prav.g_01813
OG0001172	Prbh.g_01714	Prav.g_00271
OG0001173	Prbh.g_01713	Prav.g_00272
OG0001174	Prbh.g_01705	Prav.g_00280
OG0001175	Prbh.g_01704	Prav.g_00281
OG0001176	Prbh.g_01696	Prav.g_00288
OG0001177	Prbh.g_01694	Prav.g_00291
OG0001178	Prbh.g_01777	Prav.g_00296
OG0001179	Prbh.g_01661	Prav.g_00616
OG0001180	Prbh.g_01638	Prav.g_00638
OG0001181	Prbh.g_01634	Prav.g_00642
OG0001182	Prbh.g_01626	Prav.g_00649
OG0001183	Prbh.g_01620	Prav.g_00654
OG0001184	Prbh.g_01602	Prav.g_00670
OG0001185	Prbh.g_01586	Prav.g_00684
OG0001186	Prbh.g_01562	Prav.g_00707
OG0001187	Prbh.g_01559	Prav.g_00711
OG0001188	Prbh.g_01557	Prav.g_00713
OG0001189	Prbh.g_01540	Prav.g_00730
OG0001190	Prbh.g_01535	Prav.g_00734
OG0001191	Prbh.g_01525	Prav.g_00744
OG0001192	Prbh.g_01520	Prav.g_00749
OG0001193	Prbh.g_01507	Prav.g_00759
OG0001194	Prbh.g_01506	Prav.g_00760
OG0001195	Prbh.g_01505	Prav.g_00761
OG0001196	Prbh.g_01488	Prav.g_00774
OG0001197	Prbh.g_01486	Prav.g_00775
OG0001198	Prbh.g_01479	Prav.g_00783
OG0001199	Prbh.g_00708	Prav.g_00139
OG0001200	Prbh.g_00706	Prav.g_00141
OG0001201	Prbh.g_00675	Prav.g_00173
OG0001202	Prbh.g_00583	Prav.g_00839
OG0001203	Prbh.g_00542	Prav.g_00800
OG0001204	Prbh.g_00536	Prav.g_01890
OG0001205	Prbh.g_00387	Prav.g_01044
OG0001206	Prbh.g_00366	Prav.g_01060
OG0001207	Prbh.g_00354	Prav.g_01075
OG0001208	Prbh.g_00349	Prav.g_01080
OG0001209	Prbh.g_00294	Prav.g_01133
OG0001210	Prbh.g_00290	Prav.g_01138
OG0001211	Prbh.g_00280	Prav.g_01148
OG0001212	Prbh.g_00234	Prav.g_01192
OG0001213	Prbh.g_01452	Prav.g_01227
OG0001215	Prbh.g_00925	Prav.g_01288
OG0001216	Prbh.g_00947	Prav.g_00308
OG0001217	Prbh.g_01875	Prav.g_00346
OG0001218	Prbh.g_01339	Prav.g_00355
OG0001219	Prbh.g_01054	Prav.g_00385
OG0001220	Prbh.g_01009	Prav.g_00448
OG0001221	Prbh.g_00889	Prav.g_00510
OG0001222	Prbh.g_01131	Prav.g_00548
OG0001223	Prbh.g_01103	Prav.g_00574
OG0001224	Prbh.g_01035	Prav.g_00929
OG0001225	Prbh.g_01033	Prav.g_00931
OG0001226	Prbh.g_01444	Prav.g_00236
OG0001227	Prbh.g_01331	Prav.g_00255
OG0001228	Prbh.g_01232	Prav.g_01836
OG0001229	Prbh.g_01872	Prav.g_01471
OG0001230	Prbh.g_00089	Prav.g_01570
OG0001231	Prbh.g_00410	Prav.g_01673
OG0001232	Prbh.g_01759	Prav.g_01784
OG0001233	Prbh.g_01738	Prav.g_01804
OG0001234	Prbh.g_01702	Prav.g_00283
OG0001235	Prbh.g_01698	Prav.g_00293
OG0001236	Prbh.g_01605	Prav.g_00667
OG0001237	Prbh.g_01601	Prav.g_00671
OG0001238	Prbh.g_01524	Prav.g_00745
OG0001239	Prbh.g_00711	Prav.g_00136
OG0001240	Prbh.g_00690	Prav.g_00158
OG0001241	Prbh.g_00681	Prav.g_00166
OG0001242	Prbh.g_00662	Prav.g_00184
OG0001243	Prbh.g_00655	Prav.g_00190
OG0001244	Prbh.g_00640	Prav.g_00206
OG0001245	Prbh.g_01320	Prav.g_00997
OG0001246	Prbh.g_00824	Prav.g_01102
OG0001247	Prbh.g_00918	Prav.g_01281
OG0001248	Prbh.g_00920	Prav.g_01283
OG0001249	Prbh.g_00442	Prav.g_00373
OG0001250	Prbh.g_00995	Prav.g_00437
OG0001251	Prbh.g_00858	Prav.g_00484
OG0001252	Prbh.g_01040	Prav.g_00924
OG0001253	Prbh.g_01442	Prav.g_00256
OG0001254	Prbh.g_01866	Prav.g_00035
OG0001255	Prbh.g_01300	Prav.g_00049
OG0001256	Prbh.g_00188	Prav.g_01666
OG0001258	Prbh.g_01786	Prav.g_01758
OG0001259	Prbh.g_01740	Prav.g_01802
OG0001261	Prbh.g_01653	Prav.g_00624
OG0001262	Prbh.g_01542	Prav.g_00728
OG0001263	Prbh.g_00653	Prav.g_00193
OG0001265	Prbh.g_00663	Prav.g_00183
OG0001266	Prbh.g_00579	Prav.g_00835
OG0001267	Prbh.g_00499	Prav.g_01926
OG0001268	Prbh.g_00433	Prav.g_01985
OG0001269	Prbh.g_01008	Prav.g_00978
OG0001270	Prbh.g_00398	Prav.g_01033
OG0001271	Prbh.g_00359	Prav.g_01070
OG0001272	Prbh.g_00345	Prav.g_01084
OG0001273	Prbh.g_01222	Prav.g_01229
OG0001274	Prbh.g_00556	Prav.g_01308, Prav.g_01311
OG0001275	Prbh.g_01112	Prav.g_00584
OG0001276	Prbh.g_01123	Prav.g_00908
OG0001278	Prbh.g_01228	Prav.g_01831
OG0001279	Prbh.g_01396	Prav.g_01392
OG0001280	Prbh.g_01372	Prav.g_01437
OG0001281	Prbh.g_01378	Prav.g_01443
OG0001282	Prbh.g_00010	Prav.g_01474
OG0001283	Prbh.g_01492	Prav.g_01493
OG0001284	Prbh.g_00175	Prav.g_01648
OG0001285	Prbh.g_01756	Prav.g_01787
OG0001286	Prbh.g_01640	Prav.g_00636
OG0001287	Prbh.g_01579	Prav.g_00691
OG0001288	Prbh.g_01569	Prav.g_00700
OG0001289	Prbh.g_00696	Prav.g_00152
OG0001290	Prbh.g_00682	Prav.g_00165
OG0001291	Prbh.g_00645	Prav.g_00200
OG0001292	Prbh.g_00531	Prav.g_01895
OG0001293	Prbh.g_00518	Prav.g_01908
OG0001296	Prbh.g_00321	Prav.g_01107
OG0001297	Prbh.g_00316	Prav.g_01112
OG0001298	Prbh.g_00252	Prav.g_01174
OG0001299	Prbh.g_01186	Prav.g_01264
OG0001300	Prbh.g_00929	Prav.g_01291
OG0001301	Prbh.g_00934	Prav.g_01294
OG0001302	Prbh.g_01051	Prav.g_00383
OG0001304	Prbh.g_01136	Prav.g_00918
OG0001305	Prbh.g_01027	Prav.g_00937
OG0001306	Prbh.g_01298	Prav.g_00051
OG0001307	Prbh.g_01936	Prav.g_01456
OG0001308	Prbh.g_00109	Prav.g_01588
OG0001309	Prbh.g_00205	Prav.g_01670
OG0001310	Prbh.g_01769	Prav.g_01773
OG0001311	Prbh.g_01125	Prav.g_00910
OG0001315	Prbh.g_01861	Prav.g_00126
OG0001316	Prbh.g_00641	Prav.g_00205
OG0001317	Prbh.g_00546	Prav.g_00804
OG0001318	Prbh.g_00522	Prav.g_01903
OG0001319	Prbh.g_00506	Prav.g_01919
OG0001320	Prbh.g_01945, Prbh.g_00806, Prbh.g_01817	Prav.g_00998
OG0001321	Prbh.g_00381	Prav.g_01050
OG0001322	Prbh.g_00380	Prav.g_01051
OG0001323	Prbh.g_00310	Prav.g_01117
OG0001324	Prbh.g_00930	Prav.g_01292
OG0001325	Prbh.g_01168	Prav.g_00311
OG0001327	Prbh.g_00867	Prav.g_00227
OG0001328	Prbh.g_01357	Prav.g_00254
OG0001329	Prbh.g_01816	Prav.g_00026
OG0001330	Prbh.g_00201	Prav.g_01408
OG0001331	Prbh.g_00015	Prav.g_01479
OG0001332	Prbh.g_00146	Prav.g_01621
OG0001333	Prbh.g_01744	Prav.g_01798
OG0001334	Prbh.g_01617	Prav.g_00657
OG0001335	Prbh.g_01616	Prav.g_00658
OG0001336	Prbh.g_01491	Prav.g_00771
OG0001339	Prbh.g_00679	Prav.g_00168
OG0001340	Prbh.g_00446	Prav.g_01974
OG0001341	Prbh.g_01881	Prav.g_00344
OG0001342	Prbh.g_00788	Prav.g_00377
OG0001343	Prbh.g_00855	Prav.g_00481
OG0001344	Prbh.g_01278	Prav.g_00069
OG0001346	Prbh.g_01374	Prav.g_01439
OG0001348	Prbh.g_01888	Prav.g_01693
OG0001349	Prbh.g_00076	Prav.g_01558
OG0001350	Prbh.g_00543	Prav.g_00801
OG0001352	Prbh.g_00914	Prav.g_01278
OG0001353	Prbh.g_00985	Prav.g_00429
OG0001354	Prbh.g_01096	Prav.g_00566
OG0001355	Prbh.g_01146	Prav.g_01704, Prav.g_00969
OG0001358	Prbh.g_01463	Prav.g_01218
OG0001359	Prbh.g_00856	Prav.g_00482
OG0001361	Prbh.g_01264	Prav.g_01865
OG0001362	Prbh.g_00113	Prav.g_01592
OG0001363	Prbh.g_00115	Prav.g_01594
OG0001364	Prbh.g_01614	Prav.g_00660
OG0001365	Prbh.g_01531	Prav.g_00738
OG0001369	Prbh.g_00691	Prav.g_00157
OG0001371	Prbh.g_00913	Prav.g_01277
OG0001372	Prbh.g_01897	Prav.g_00354, Prav.g_01325
OG0001375	Prbh.g_00854	Prav.g_00480
OG0001379	Prbh.g_01367	Prav.g_01432
OG0001380	Prbh.g_01341	Prav.g_01461
OG0001381	Prbh.g_01308	Prav.g_01467
OG0001382	Prbh.g_01343	Prav.g_01686
OG0001397	Prbh.g_00114	Prav.g_01593
OG0001398	Prbh.g_01399	Prav.g_01700
OG0001401	Prbh.g_00990	Prav.g_01365
OG0001402	Prbh.g_01458	Prav.g_01328
OG0001403	Prbh.g_00750	Prav.g_00098
OG0001404	Prbh.g_00714	Prav.g_00133
OG0001405	Prbh.g_00453	Prav.g_01972
OG0001407	Prbh.g_01345	Prav.g_00234
OG0001409	Prbh.g_01274	Prav.g_00072
OG0001410	Prbh.g_01937	Prav.g_01457
OG0001411	Prbh.g_00055	Prav.g_01507
OG0001414	Prbh.g_00551	Prav.g_00809
OG0001415	Prbh.g_00549	Prav.g_00807
OG0001418	Prbh.g_00919	Prav.g_01282
OG0001421	Prbh.g_00189	Prav.g_01667
OG0001425	Prbh.g_01521	Prav.g_00748
OG0001429	Prbh.g_01055	Prav.g_00386
OG0001430	Prbh.g_01340	Prav.g_01403
OG0001431	Prbh.g_01329, Prbh.g_00773	Prav.g_01406
OG0001435	Prbh.g_00874	Prav.g_00495
OG0001437	Prbh.g_00550	Prav.g_00808
OG0001440	Prbh.g_01827	Prav.g_01022
OG0001441	Prbh.g_00308	Prav.g_01119
OG0001443	Prbh.g_01871	Prav.g_01744
OG0001446	Prbh.g_01878	Prav.g_00144
OG0001448	Prbh.g_00375	Prav.g_00986
OG0001450	Prbh.g_00922	Prav.g_01285
OG0001451	Prbh.g_01020	Prav.g_00457
OG0001453	Prbh.g_01927	Prav.g_00578
OG0001455	Prbh.g_01334	Prav.g_00021, Prav.g_01388
OG0001460	Prbh.g_01791	Prav.g_00959
OG0001463	Prbh.g_00492	Prav.g_01932
OG0001464	Prbh.g_00445	Prav.g_01975
OG0001465	Prbh.g_00941	Prav.g_01300
OG0001466	Prbh.g_00775	Prav.g_00335
OG0001467	Prbh.g_00007	Prav.g_00374
OG0001468	Prbh.g_00846	Prav.g_00225
OG0001472	Prbh.g_00802	Prav.g_01669
OG0001481	Prbh.g_01356	Prav.g_00992
OG0001485	Prbh.g_01860	Prav.g_01705
OG0001486	Prbh.g_01285	Prav.g_00063
OG0001490	Prbh.g_01826	Prav.g_00110
OG0001491	Prbh.g_01048	Prav.g_00381
OG0001494	Prbh.g_00068	Prav.g_01553
OG0001495	Prbh.g_01693	Prav.g_00290
OG0001500	Prbh.g_00516	Prav.g_01910
OG0001501	Prbh.g_00864	Prav.g_01313
OG0001503	Prbh.g_00834	Prav.g_00039
OG0001505	Prbh.g_00063	Prav.g_01548, Prav.g_01503
OG0001506	Prbh.g_00144	Prav.g_01619
OG0001521	Prbh.g_01046	Prav.g_00345
OG0001523	Prbh.g_01863	Prav.g_00037
OG0001524	Prbh.g_01862	Prav.g_00038
OG0001526	Prbh.g_00726	Prav.g_01504
OG0001549	Prbh.g_01018	Prav.g_00455
OG0001552	Prbh.g_00191	Prav.g_02005
OG0001565	Prbh.g_01838	Prav.g_01021
OG0001566	Prbh.g_00910	Prav.g_01274
OG0001569	Prbh.g_00769	Prav.g_00262
OG0001571	Prbh.g_00792	Prav.g_00017
OG0001581	Prbh.g_01389	Prav.g_00211
OG0001583	Prbh.g_01047	Prav.g_00380
OG0001586	Prbh.g_01913	Prav.g_01549, Prav.g_01523
OG0001587	Prbh.g_01722	Prav.g_00265
OG0001595	Prbh.g_00716	Prav.g_00132
OG0001596	Prbh.g_00707	Prav.g_00140
OG0001597	Prbh.g_00140	Prav.g_00981
OG0001598	Prbh.g_00932	Prav.g_01879, Prav.g_01383
OG0001599	Prbh.g_00368	Prav.g_01058
OG0001600	Prbh.g_00319	Prav.g_01109
OG0001601	Prbh.g_00908	Prav.g_01272
OG0001603	Prbh.g_01050	Prav.g_00382
OG0001604	Prbh.g_00886	Prav.g_00507
OG0001606	Prbh.g_00842	Prav.g_00241
OG0001608	Prbh.g_01139	Prav.g_01464
OG0001609	Prbh.g_00142	Prav.g_01617
OG0001610	Prbh.g_00145	Prav.g_01620
OG0001611	Prbh.g_01851	Prav.g_01680
OG0001612	Prbh.g_01820	Prav.g_01707, Prav.g_01321
OG0001613	Prbh.g_01622	Prav.g_00652
OG0001629	Prbh.g_00804	Prav.g_00358
OG0001630	Prbh.g_00862	Prav.g_00488
OG0001631	Prbh.g_00794	Prav.g_00231
OG0001649	Prbh.g_00839	Prav.g_00232
OG0001662	Prbh.g_01906	Prav.g_00009
OG0001663	Prbh.g_01301	Prav.g_00048
OG0001664	Prbh.g_01353	Prav.g_01882
OG0001665	Prbh.g_01309	Prav.g_01886
OG0001685	Prbh.g_01440	Prav.g_00459
OG0001686	Prbh.g_01322	Prav.g_00900
OG0001687	Prbh.g_00369	Prav.g_00223
OG0001689	Prbh.g_01571	Prav.g_00698
OG0001696	Prbh.g_01021	Prav.g_00458
OG0001701	Prbh.g_00725	Prav.g_00267
OG0001705	Prbh.g_01720	Prav.g_01011
OG0001706	Prbh.g_00785	Prav.g_00891
OG0001707	Prbh.g_01330	Prav.g_00249
OG0001708	Prbh.g_01302	Prav.g_00047
OG0001709	Prbh.g_00077	Prav.g_01559
OG0001722	Prbh.g_00860	Prav.g_00486
OG0001743	Prbh.g_01899	Prav.g_00007
OG0001778	Prbh.g_00810	Prav.g_01405
OG0001780	Prbh.g_00056	Prav.g_01515
OG0001782	Prbh.g_01917	Prav.g_01425
OG0001834	Prbh.g_00035	Prav.g_01517
OG0001963	Prbh.g_00204	Prav.g_01742
OG0001987	Prbh.g_01821	Prav.g_01332, Prav.g_01751
OG0001989	Prbh.g_01348	Prav.g_01462
OG0001992	Prbh.g_01394	Prav.g_00361
OG0002030	Prbh.g_01882	Prav.g_00941
OG0002034	Prbh.g_01449	Prav.g_01823
OG0002036	Prbh.g_00197	Prav.g_01724
OG0002293	Prbh.g_00783	Prav.g_01368
OG0002325	Prbh.g_00770	Prav.g_01726
OG0002346	Prbh.g_01310	Prav.g_01887
OG0002420	Prbh.g_01805	Prav.g_01727
OG0002424	Prbh.g_01848	Prav.g_01697
OG0002499	Prbh.g_00208	Prav.g_01725
OG0002664	Prbh.g_01944	Prav.g_01345
OG0002719	Prbh.g_01844	Prav.g_01739, Prav.g_01875
OG0002730	Prbh.g_01941	Prav.g_01370
OG0003025	Prbh.g_00040	Prav.g_01516
OG0003183	Prbh.g_00037	Prav.g_01500
OG0004059	Prbh.g_00036	Prav.g_01501
