Orthogroup	Prbh	Syak
OG0001128	Prbh.g_01039	Syak.g_00753
OG0001129	Prbh.g_01038	Syak.g_00751
OG0001130	Prbh.g_01037	Syak.g_00750
OG0001131	Prbh.g_00411	Syak.g_00389
OG0001132	Prbh.g_00827	Syak.g_00120
OG0001133	Prbh.g_00008	Syak.g_00014
OG0001134	Prbh.g_01868	Syak.g_00273
OG0001136	Prbh.g_01286	Syak.g_00901
OG0001137	Prbh.g_01273	Syak.g_00876
OG0001138	Prbh.g_01252	Syak.g_00839
OG0001139	Prbh.g_01250	Syak.g_00837
OG0001140	Prbh.g_01249	Syak.g_00836
OG0001141	Prbh.g_01248	Syak.g_00835
OG0001142	Prbh.g_01247	Syak.g_00834
OG0001143	Prbh.g_01240	Syak.g_00826
OG0001144	Prbh.g_01235	Syak.g_00815
OG0001145	Prbh.g_01365	Syak.g_00922
OG0001146	Prbh.g_01377	Syak.g_00943
OG0001147	Prbh.g_00002	Syak.g_01113
OG0001148	Prbh.g_00011	Syak.g_02563
OG0001149	Prbh.g_00012	Syak.g_02562
OG0001150	Prbh.g_00013	Syak.g_02561
OG0001151	Prbh.g_00025	Syak.g_02548
OG0001153	Prbh.g_00131	Syak.g_01084
OG0001154	Prbh.g_00132	Syak.g_01085
OG0001155	Prbh.g_00149	Syak.g_02480
OG0001156	Prbh.g_00152	Syak.g_02477
OG0001157	Prbh.g_00153	Syak.g_02476
OG0001158	Prbh.g_00154	Syak.g_02475
OG0001159	Prbh.g_00155	Syak.g_02474
OG0001160	Prbh.g_00181	Syak.g_02437
OG0001161	Prbh.g_01837	Syak.g_01906
OG0001162	Prbh.g_01824	Syak.g_00959
OG0001163	Prbh.g_01790	Syak.g_02429
OG0001164	Prbh.g_01787	Syak.g_02423
OG0001165	Prbh.g_01784	Syak.g_02418
OG0001166	Prbh.g_01763	Syak.g_02394
OG0001167	Prbh.g_01745	Syak.g_02366
OG0001168	Prbh.g_01743	Syak.g_02364
OG0001169	Prbh.g_01741	Syak.g_02362
OG0001170	Prbh.g_01739	Syak.g_02360
OG0001171	Prbh.g_01729	Syak.g_02349
OG0001172	Prbh.g_01714	Syak.g_01388
OG0001173	Prbh.g_01713	Syak.g_01387
OG0001174	Prbh.g_01705	Syak.g_01379
OG0001175	Prbh.g_01704	Syak.g_01378
OG0001176	Prbh.g_01696	Syak.g_01354
OG0001177	Prbh.g_01694	Syak.g_01356
OG0001178	Prbh.g_01777	Syak.g_02411
OG0001179	Prbh.g_01661	Syak.g_01324
OG0001181	Prbh.g_01634	Syak.g_01296
OG0001182	Prbh.g_01626	Syak.g_01287
OG0001183	Prbh.g_01620	Syak.g_01282
OG0001184	Prbh.g_01602	Syak.g_01571
OG0001185	Prbh.g_01586	Syak.g_01643
OG0001186	Prbh.g_01562	Syak.g_01709
OG0001187	Prbh.g_01559	Syak.g_01712
OG0001188	Prbh.g_01557	Syak.g_01714
OG0001189	Prbh.g_01540	Syak.g_01736
OG0001190	Prbh.g_01535	Syak.g_01942
OG0001191	Prbh.g_01525	Syak.g_01928
OG0001192	Prbh.g_01520	Syak.g_01921
OG0001193	Prbh.g_01507	Syak.g_01888
OG0001194	Prbh.g_01506	Syak.g_01882
OG0001195	Prbh.g_01505	Syak.g_01881
OG0001196	Prbh.g_01488	Syak.g_01811
OG0001197	Prbh.g_01486	Syak.g_01809
OG0001198	Prbh.g_01479	Syak.g_01798
OG0001199	Prbh.g_00708	Syak.g_02249
OG0001200	Prbh.g_00706	Syak.g_02247
OG0001201	Prbh.g_00675	Syak.g_02191
OG0001202	Prbh.g_00583	Syak.g_02061
OG0001203	Prbh.g_00542	Syak.g_02307
OG0001204	Prbh.g_00536	Syak.g_01404
OG0001205	Prbh.g_00387	Syak.g_01181
OG0001206	Prbh.g_00366	Syak.g_01148
OG0001207	Prbh.g_00354	Syak.g_02566
OG0001208	Prbh.g_00349	Syak.g_02576
OG0001209	Prbh.g_00294	Syak.g_02643
OG0001210	Prbh.g_00290	Syak.g_02654
OG0001211	Prbh.g_00280	Syak.g_02669
OG0001212	Prbh.g_00234	Syak.g_02728
OG0001213	Prbh.g_01452	Syak.g_00025
OG0001215	Prbh.g_00925	Syak.g_00697
OG0001216	Prbh.g_00947	Syak.g_00805
OG0001217	Prbh.g_01875	Syak.g_00138
OG0001218	Prbh.g_01339	Syak.g_01093
OG0001219	Prbh.g_01054	Syak.g_00551
OG0001220	Prbh.g_01009	Syak.g_00580
OG0001221	Prbh.g_00889	Syak.g_00390
OG0001222	Prbh.g_01131	Syak.g_00517
OG0001223	Prbh.g_01103	Syak.g_00472
OG0001224	Prbh.g_01035	Syak.g_00739
OG0001226	Prbh.g_01444	Syak.g_02239
OG0001227	Prbh.g_01331	Syak.g_00963
OG0001228	Prbh.g_01232	Syak.g_00619
OG0001229	Prbh.g_01872	Syak.g_00711
OG0001230	Prbh.g_00089	Syak.g_01030
OG0001231	Prbh.g_00410	Syak.g_01777
OG0001232	Prbh.g_01759	Syak.g_02385
OG0001233	Prbh.g_01738	Syak.g_02359
OG0001234	Prbh.g_01702	Syak.g_01374
OG0001235	Prbh.g_01698	Syak.g_01362
OG0001236	Prbh.g_01605	Syak.g_01568
OG0001237	Prbh.g_01601	Syak.g_01573
OG0001238	Prbh.g_01524	Syak.g_01926
OG0001239	Prbh.g_00711	Syak.g_02252
OG0001240	Prbh.g_00690	Syak.g_02206
OG0001241	Prbh.g_00681	Syak.g_02197
OG0001242	Prbh.g_00662	Syak.g_02168
OG0001243	Prbh.g_00655	Syak.g_02160
OG0001244	Prbh.g_00640	Syak.g_02132
OG0001245	Prbh.g_01320	Syak.g_00248
OG0001246	Prbh.g_00824	Syak.g_02604
OG0001247	Prbh.g_00918	Syak.g_00618
OG0001248	Prbh.g_00920	Syak.g_00147
OG0001249	Prbh.g_00442	Syak.g_01251
OG0001250	Prbh.g_00995	Syak.g_00602
OG0001251	Prbh.g_00858	Syak.g_01875
OG0001252	Prbh.g_01040	Syak.g_00754
OG0001253	Prbh.g_01442	Syak.g_00250
OG0001254	Prbh.g_01866	Syak.g_00272
OG0001255	Prbh.g_01300	Syak.g_00066
OG0001256	Prbh.g_00188	Syak.g_02430
OG0001258	Prbh.g_01786	Syak.g_02420
OG0001259	Prbh.g_01740	Syak.g_02361
OG0001261	Prbh.g_01653	Syak.g_01315
OG0001262	Prbh.g_01542	Syak.g_01734
OG0001263	Prbh.g_00653	Syak.g_02157
OG0001265	Prbh.g_00663	Syak.g_02170
OG0001266	Prbh.g_00579	Syak.g_02057
OG0001267	Prbh.g_00499	Syak.g_01459
OG0001268	Prbh.g_00433	Syak.g_01240
OG0001269	Prbh.g_01008	Syak.g_02323
OG0001270	Prbh.g_00398	Syak.g_01194
OG0001271	Prbh.g_00359	Syak.g_01121
OG0001272	Prbh.g_00345	Syak.g_02580
OG0001273	Prbh.g_01222	Syak.g_00030
OG0001274	Prbh.g_00556	Syak.g_01988
OG0001275	Prbh.g_01112	Syak.g_00633
OG0001276	Prbh.g_01123	Syak.g_00649
OG0001278	Prbh.g_01228	Syak.g_00671
OG0001279	Prbh.g_01396	Syak.g_00105
OG0001280	Prbh.g_01372	Syak.g_00933
OG0001281	Prbh.g_01378	Syak.g_00944
OG0001282	Prbh.g_00010	Syak.g_02564
OG0001283	Prbh.g_01492	Syak.g_01818
OG0001284	Prbh.g_00175	Syak.g_02446
OG0001285	Prbh.g_01756	Syak.g_02381
OG0001286	Prbh.g_01640	Syak.g_01301
OG0001287	Prbh.g_01579	Syak.g_01652
OG0001288	Prbh.g_01569	Syak.g_01686
OG0001289	Prbh.g_00696	Syak.g_02222
OG0001290	Prbh.g_00682	Syak.g_02198
OG0001291	Prbh.g_00645	Syak.g_02147
OG0001292	Prbh.g_00531	Syak.g_01410
OG0001293	Prbh.g_00518	Syak.g_01432
OG0001296	Prbh.g_00321	Syak.g_02610
OG0001297	Prbh.g_00316	Syak.g_02614
OG0001298	Prbh.g_00252	Syak.g_02703
OG0001299	Prbh.g_01186	Syak.g_00349
OG0001300	Prbh.g_00929	Syak.g_00706
OG0001301	Prbh.g_00934	Syak.g_00721
OG0001302	Prbh.g_01051	Syak.g_00068
OG0001304	Prbh.g_01136	Syak.g_00664
OG0001305	Prbh.g_01027	Syak.g_00728
OG0001306	Prbh.g_01298	Syak.g_00915
OG0001307	Prbh.g_01936	Syak.g_00344
OG0001308	Prbh.g_00109	Syak.g_01054
OG0001309	Prbh.g_00205	Syak.g_02620
OG0001311	Prbh.g_01125	Syak.g_00651
OG0001312	Prbh.g_01063	Syak.g_00537
OG0001314	Prbh.g_01949, Prbh.g_00791	Syak.g_00124
OG0001315	Prbh.g_01861	Syak.g_01284
OG0001316	Prbh.g_00641	Syak.g_02140
OG0001317	Prbh.g_00546	Syak.g_02302
OG0001318	Prbh.g_00522	Syak.g_01424
OG0001319	Prbh.g_00506	Syak.g_01448
OG0001321	Prbh.g_00381	Syak.g_01172
OG0001322	Prbh.g_00380	Syak.g_01171
OG0001323	Prbh.g_00310	Syak.g_02623
OG0001324	Prbh.g_00930	Syak.g_00707
OG0001325	Prbh.g_01168	Syak.g_00800
OG0001327	Prbh.g_00867	Syak.g_00362
OG0001328	Prbh.g_01357	Syak.g_00383
OG0001329	Prbh.g_01816	Syak.g_00280
OG0001330	Prbh.g_00201	Syak.g_00925
OG0001331	Prbh.g_00015	Syak.g_02559
OG0001332	Prbh.g_00146	Syak.g_02485
OG0001333	Prbh.g_01744	Syak.g_02365
OG0001334	Prbh.g_01617	Syak.g_01274
OG0001335	Prbh.g_01616	Syak.g_01273
OG0001336	Prbh.g_01491	Syak.g_01817
OG0001337	Prbh.g_00447	Syak.g_01262
OG0001338	Prbh.g_00444	Syak.g_01258
OG0001340	Prbh.g_00446	Syak.g_01261
OG0001343	Prbh.g_00855	Syak.g_01877
OG0001344	Prbh.g_01278	Syak.g_00893
OG0001346	Prbh.g_01374	Syak.g_00937
OG0001348	Prbh.g_01888	Syak.g_00774
OG0001350	Prbh.g_00543	Syak.g_02306
OG0001351	Prbh.g_00373	Syak.g_01164
OG0001352	Prbh.g_00914	Syak.g_00764
OG0001353	Prbh.g_00985	Syak.g_00612
OG0001354	Prbh.g_01096	Syak.g_00485
OG0001355	Prbh.g_01146	Syak.g_00144
OG0001357	Prbh.g_01350	Syak.g_00092
OG0001358	Prbh.g_01463	Syak.g_00007
OG0001359	Prbh.g_00856	Syak.g_01878
OG0001361	Prbh.g_01264	Syak.g_00859
OG0001364	Prbh.g_01614	Syak.g_01552
OG0001365	Prbh.g_01531	Syak.g_01937
OG0001368	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768	Syak.g_01403
OG0001369	Prbh.g_00691	Syak.g_02207
OG0001371	Prbh.g_00913	Syak.g_02231
OG0001375	Prbh.g_00854	Syak.g_01876
OG0001379	Prbh.g_01367	Syak.g_00927
OG0001380	Prbh.g_01341	Syak.g_00237
OG0001382	Prbh.g_01343	Syak.g_01169
OG0001394	Prbh.g_00893	Syak.g_00399
OG0001398	Prbh.g_01399	Syak.g_00571
OG0001401	Prbh.g_00990	Syak.g_00608
OG0001402	Prbh.g_01458	Syak.g_00012
OG0001405	Prbh.g_00453	Syak.g_01271
OG0001409	Prbh.g_01274	Syak.g_00878
OG0001410	Prbh.g_01937	Syak.g_00343
OG0001411	Prbh.g_00055, Prbh.g_00721	Syak.g_01581
OG0001425	Prbh.g_01521	Syak.g_01922
OG0001429	Prbh.g_01055	Syak.g_00547
OG0001430	Prbh.g_01340	Syak.g_01949, Syak.g_00314
OG0001435	Prbh.g_00874	Syak.g_00369
OG0001443	Prbh.g_01871	Syak.g_01909
OG0001448	Prbh.g_00375	Syak.g_00121
OG0001453	Prbh.g_01927	Syak.g_00465
OG0001460	Prbh.g_01791	Syak.g_00770
OG0001461	Prbh.g_01839	Syak.g_00276
OG0001464	Prbh.g_00445	Syak.g_01260
OG0001465	Prbh.g_00941	Syak.g_00775
OG0001467	Prbh.g_00007	Syak.g_01022
OG0001476	Prbh.g_01275	Syak.g_00882
OG0001477	Prbh.g_01893	Syak.g_00718
OG0001486	Prbh.g_01285	Syak.g_00900
OG0001488	Prbh.g_01269	Syak.g_00872
OG0001489	Prbh.g_01629	Syak.g_01291
OG0001495	Prbh.g_01693	Syak.g_01357
OG0001496	Prbh.g_01895	Syak.g_00715
OG0001497	Prbh.g_01894	Syak.g_00717
OG0001498	Prbh.g_00414	Syak.g_01214
OG0001510	Prbh.g_01575	Syak.g_01662
OG0001511	Prbh.g_00671	Syak.g_02183
OG0001512	Prbh.g_01335	Syak.g_02308
OG0001514	Prbh.g_01896	Syak.g_00714
OG0001515	Prbh.g_00927	Syak.g_00701
OG0001516	Prbh.g_01189	Syak.g_00346
OG0001517	Prbh.g_00438	Syak.g_01245
OG0001518	Prbh.g_01522	Syak.g_01924
OG0001519	Prbh.g_01517	Syak.g_01907
OG0001527	Prbh.g_00266	Syak.g_02682
OG0001529	Prbh.g_00742	Syak.g_01743
OG0001530	Prbh.g_00672	Syak.g_02185
OG0001531	Prbh.g_00541	Syak.g_02309
OG0001532	Prbh.g_01251	Syak.g_00838
OG0001534	Prbh.g_01137	Syak.g_00665
OG0001535	Prbh.g_01122	Syak.g_00646
OG0001536	Prbh.g_01082	Syak.g_00508
OG0001537	Prbh.g_00890	Syak.g_00392
OG0001538	Prbh.g_00958	Syak.g_00439
OG0001539	Prbh.g_00869	Syak.g_00364
OG0001540	Prbh.g_00651	Syak.g_02155
OG0001541	Prbh.g_00603	Syak.g_02089
OG0001542	Prbh.g_00597	Syak.g_02080
OG0001543	Prbh.g_01876	Syak.g_02007
OG0001544	Prbh.g_01518	Syak.g_01908
OG0001545	Prbh.g_01502	Syak.g_01830
OG0001549	Prbh.g_01018	Syak.g_00577
OG0001557	Prbh.g_00894	Syak.g_00400
OG0001559	Prbh.g_00673	Syak.g_02186
OG0001560	Prbh.g_00683	Syak.g_02199
OG0001561	Prbh.g_01127	Syak.g_00653
OG0001563	Prbh.g_01645	Syak.g_01306
OG0001565	Prbh.g_01838	Syak.g_00083
OG0001574	Prbh.g_00268	Syak.g_02680
OG0001576	Prbh.g_01386	Syak.g_00955
OG0001579	Prbh.g_00449	Syak.g_01267
OG0001580	Prbh.g_00735	Syak.g_01953
OG0001589	Prbh.g_01736	Syak.g_02356
OG0001591	Prbh.g_00906	Syak.g_00357
OG0001592	Prbh.g_00736	Syak.g_01952
OG0001614	Prbh.g_01587	Syak.g_01641
OG0001616	Prbh.g_01259	Syak.g_00851
OG0001617	Prbh.g_00931	Syak.g_00710
OG0001619	Prbh.g_01072	Syak.g_00520
OG0001620	Prbh.g_00429	Syak.g_01233
OG0001621	Prbh.g_00526	Syak.g_01420
OG0001622	Prbh.g_01493	Syak.g_01820
OG0001634	Prbh.g_01183	Syak.g_00352
OG0001636	Prbh.g_00747	Syak.g_01751
OG0001638	Prbh.g_01771	Syak.g_02404
OG0001639	Prbh.g_00148	Syak.g_02481
OG0001640	Prbh.g_01043	Syak.g_00759
OG0001641	Prbh.g_01105	Syak.g_00467
OG0001642	Prbh.g_01007	Syak.g_00581
OG0001643	Prbh.g_01214	Syak.g_00040
OG0001644	Prbh.g_01158	Syak.g_00783
OG0001656	Prbh.g_00450	Syak.g_01268
OG0001658	Prbh.g_00740	Syak.g_01943
OG0001659	Prbh.g_01407	Syak.g_00842
OG0001676	Prbh.g_00448	Syak.g_01264
OG0001678	Prbh.g_01715	Syak.g_01389
OG0001679	Prbh.g_00443	Syak.g_00549
OG0001693	Prbh.g_00805	Syak.g_00735, Syak.g_00733
OG0001713	Prbh.g_01360	Syak.g_00881
OG0001717	Prbh.g_00822	Syak.g_02104
OG0001731	Prbh.g_00161	Syak.g_02463
OG0001758	Prbh.g_01799	Syak.g_00292
OG0001762	Prbh.g_01110	Syak.g_00630
OG0001764	Prbh.g_01152	Syak.g_00559
OG0001770	Prbh.g_01802	Syak.g_00323
OG0001771	Prbh.g_01843	Syak.g_00145
OG0001875	Prbh.g_01800	Syak.g_00293
OG0001876	Prbh.g_01801	Syak.g_00294
OG0002003	Prbh.g_00832	Syak.g_00700
OG0002109	Prbh.g_00836	Syak.g_01102
OG0002122	Prbh.g_00831	Syak.g_00699
OG0002347	Prbh.g_01753	Syak.g_02378
OG0002348	Prbh.g_01887	Syak.g_00243
OG0002565	Prbh.g_01422, Prbh.g_01420	Syak.g_02272
OG0002926	Prbh.g_00835	Syak.g_01101
