Orthogroup	Prbh	Syap
OG0001337	Prbh.g_00447	Syap.g_00576
OG0001346	Prbh.g_01374	Syap.g_01484
OG0001348	Prbh.g_01888	Syap.g_00938
OG0001349	Prbh.g_00076	Syap.g_01264, Syap.g_00851
OG0001351	Prbh.g_00373	Syap.g_01996
OG0001353	Prbh.g_00985	Syap.g_01849
OG0001358	Prbh.g_01463	Syap.g_00942
OG0001361	Prbh.g_01264	Syap.g_01792
OG0001364	Prbh.g_01614	Syap.g_01052
OG0001365	Prbh.g_01531	Syap.g_00138
OG0001368	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768	Syap.g_01576
OG0001371	Prbh.g_00913	Syap.g_02545, Syap.g_02544
OG0001379	Prbh.g_01367	Syap.g_01474
OG0001382	Prbh.g_01343	Syap.g_00677
OG0001394	Prbh.g_00893	Syap.g_00159
OG0001398	Prbh.g_01399	Syap.g_02356
OG0001401	Prbh.g_00990	Syap.g_01844
OG0001411	Prbh.g_00055, Prbh.g_00721	Syap.g_00853
OG0001415	Prbh.g_00549	Syap.g_00447, Syap.g_00446
OG0001418	Prbh.g_00919	Syap.g_00221
OG0001425	Prbh.g_01521	Syap.g_01024
OG0001435	Prbh.g_00874	Syap.g_01259
OG0001437	Prbh.g_00550	Syap.g_00448
OG0001441	Prbh.g_00308	Syap.g_02749
OG0001443	Prbh.g_01871	Syap.g_01006
OG0001453	Prbh.g_01927	Syap.g_02687
OG0001460	Prbh.g_01791	Syap.g_00789
OG0001461	Prbh.g_01839	Syap.g_02707
OG0001487	Prbh.g_00139	Syap.g_00699
OG0001488	Prbh.g_01269	Syap.g_00209
OG0001489	Prbh.g_01629	Syap.g_00603
OG0001495	Prbh.g_01693	Syap.g_01921
OG0001498	Prbh.g_00414	Syap.g_02044, Syap.g_02043
OG0001510	Prbh.g_01575	Syap.g_01117
OG0001511	Prbh.g_00671	Syap.g_02629, Syap.g_02676
OG0001512	Prbh.g_01335	Syap.g_01151, Syap.g_01152
OG0001515	Prbh.g_00927	Syap.g_00906
OG0001517	Prbh.g_00438	Syap.g_00568
OG0001518	Prbh.g_01522	Syap.g_01026
OG0001519	Prbh.g_01517	Syap.g_02079
OG0001527	Prbh.g_00266	Syap.g_00287, Syap.g_00292
OG0001529	Prbh.g_00742	Syap.g_01809
OG0001530	Prbh.g_00672	Syap.g_02627
OG0001531	Prbh.g_00541	Syap.g_01150
OG0001534	Prbh.g_01137	Syap.g_00534
OG0001535	Prbh.g_01122	Syap.g_01875
OG0001536	Prbh.g_01082	Syap.g_02018
OG0001537	Prbh.g_00890	Syap.g_00153
OG0001538	Prbh.g_00958	Syap.g_00199
OG0001539	Prbh.g_00869	Syap.g_02370
OG0001540	Prbh.g_00651	Syap.g_02214
OG0001541	Prbh.g_00603	Syap.g_01187
OG0001542	Prbh.g_00597	Syap.g_01177
OG0001543	Prbh.g_01876	Syap.g_01417, Syap.g_01416
OG0001557	Prbh.g_00894	Syap.g_00162
OG0001563	Prbh.g_01645	Syap.g_00473
OG0001574	Prbh.g_00268	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001580	Prbh.g_00735	Syap.g_01340, Syap.g_01341
OG0001584	Prbh.g_01175	Syap.g_00183
OG0001587	Prbh.g_01722	Syap.g_02669
OG0001592	Prbh.g_00736	Syap.g_01342
OG0001613	Prbh.g_01622	Syap.g_00597
OG0001614	Prbh.g_01587	Syap.g_01101
OG0001616	Prbh.g_01259	Syap.g_01884
OG0001619	Prbh.g_01072	Syap.g_01752
OG0001620	Prbh.g_00429	Syap.g_00557
OG0001621	Prbh.g_00526	Syap.g_01592
OG0001622	Prbh.g_01493	Syap.g_02601
OG0001634	Prbh.g_01183	Syap.g_01956
OG0001636	Prbh.g_00747	Syap.g_01797
OG0001638	Prbh.g_01771	Syap.g_01778
OG0001639	Prbh.g_00148	Syap.g_00751
OG0001641	Prbh.g_01105	Syap.g_02685
OG0001642	Prbh.g_01007	Syap.g_00530
OG0001643	Prbh.g_01214	Syap.g_00902
OG0001644	Prbh.g_01158	Syap.g_00346
OG0001658	Prbh.g_00740	Syap.g_00131
OG0001659	Prbh.g_01407	Syap.g_01892
OG0001678	Prbh.g_01715	Syap.g_02678
OG0001679	Prbh.g_00443	Syap.g_02521
OG0001713	Prbh.g_01360	Syap.g_00349
OG0001717	Prbh.g_00822	Syap.g_01200
OG0001731	Prbh.g_00161	Syap.g_00029
OG0001762	Prbh.g_01110	Syap.g_02692
OG0001764	Prbh.g_01152	Syap.g_02336
OG0001771	Prbh.g_01843	Syap.g_00329
OG0001956	Prbh.g_01014	Syap.g_01978
OG0001977	Prbh.g_01511	Syap.g_02094
OG0002019	Prbh.g_01950	Syap.g_01103
OG0002097	Prbh.g_00046	Syap.g_00711
OG0002098	Prbh.g_01921	Syap.g_02161
OG0002110	Prbh.g_01926	Syap.g_00363
OG0002122	Prbh.g_00831	Syap.g_01294
OG0002274	Prbh.g_00047	Syap.g_00710
OG0002347	Prbh.g_01753	Syap.g_01387
OG0002389	Prbh.g_01625	Syap.g_00600
OG0002425	Prbh.g_00071	Syap.g_01019
OG0002730	Prbh.g_01941	Syap.g_02414
OG0002837	Prbh.g_01419	Syap.g_01172
OG0002893	Prbh.g_00045	Syap.g_00729
