Orthogroup	Prbh	Syar
OG0001109	Prbh.g_01089	Syar.g_02529
OG0001110	Prbh.g_01091	Syar.g_02527
OG0001111	Prbh.g_01092	Syar.g_02525
OG0001112	Prbh.g_01093	Syar.g_02523
OG0001113	Prbh.g_01094	Syar.g_02522
OG0001114	Prbh.g_01095	Syar.g_02521
OG0001115	Prbh.g_01097	Syar.g_02519
OG0001116	Prbh.g_01098	Syar.g_02517
OG0001117	Prbh.g_01099	Syar.g_02516
OG0001118	Prbh.g_01100	Syar.g_02515
OG0001119	Prbh.g_01101	Syar.g_02513
OG0001120	Prbh.g_01102	Syar.g_02507
OG0001122	Prbh.g_01119	Syar.g_01803
OG0001123	Prbh.g_01124	Syar.g_01796
OG0001124	Prbh.g_01126	Syar.g_01793
OG0001125	Prbh.g_01128	Syar.g_01791
OG0001126	Prbh.g_01042	Syar.g_01375
OG0001127	Prbh.g_01041	Syar.g_01374
OG0001128	Prbh.g_01039	Syar.g_01371
OG0001129	Prbh.g_01038	Syar.g_01369
OG0001130	Prbh.g_01037	Syar.g_01368
OG0001131	Prbh.g_00411	Syar.g_02448
OG0001132	Prbh.g_00827	Syar.g_00684
OG0001133	Prbh.g_00008	Syar.g_02249
OG0001134	Prbh.g_01868	Syar.g_02235
OG0001135	Prbh.g_01865	Syar.g_02232
OG0001136	Prbh.g_01286	Syar.g_01536
OG0001137	Prbh.g_01273	Syar.g_01944
OG0001138	Prbh.g_01252	Syar.g_01977
OG0001139	Prbh.g_01250	Syar.g_01980
OG0001140	Prbh.g_01249	Syar.g_01981
OG0001141	Prbh.g_01248	Syar.g_01982
OG0001142	Prbh.g_01247	Syar.g_01983
OG0001143	Prbh.g_01240	Syar.g_01698
OG0001144	Prbh.g_01235	Syar.g_01707
OG0001145	Prbh.g_01365	Syar.g_02769
OG0001146	Prbh.g_01377	Syar.g_02782
OG0001147	Prbh.g_00002	Syar.g_01276
OG0001148	Prbh.g_00011	Syar.g_01459
OG0001149	Prbh.g_00012	Syar.g_01458
OG0001150	Prbh.g_00013	Syar.g_01457
OG0001151	Prbh.g_00025	Syar.g_01238
OG0001152	Prbh.g_00026	Syar.g_01237
OG0001153	Prbh.g_00131	Syar.g_01398
OG0001154	Prbh.g_00132	Syar.g_01397
OG0001155	Prbh.g_00149	Syar.g_01211
OG0001156	Prbh.g_00152	Syar.g_01185
OG0001157	Prbh.g_00153	Syar.g_01184
OG0001158	Prbh.g_00154	Syar.g_01183
OG0001159	Prbh.g_00155	Syar.g_01182
OG0001160	Prbh.g_00181	Syar.g_02908
OG0001161	Prbh.g_01837	Syar.g_00382
OG0001162	Prbh.g_01824	Syar.g_03081
OG0001163	Prbh.g_01790	Syar.g_02917
OG0001164	Prbh.g_01787	Syar.g_02922
OG0001165	Prbh.g_01784	Syar.g_02927
OG0001166	Prbh.g_01763	Syar.g_02959
OG0001167	Prbh.g_01745	Syar.g_02982
OG0001168	Prbh.g_01743	Syar.g_02983
OG0001169	Prbh.g_01741	Syar.g_02985
OG0001170	Prbh.g_01739	Syar.g_02987
OG0001171	Prbh.g_01729	Syar.g_02999
OG0001172	Prbh.g_01714	Syar.g_00143
OG0001173	Prbh.g_01713	Syar.g_00142
OG0001174	Prbh.g_01705	Syar.g_00134
OG0001175	Prbh.g_01704	Syar.g_00133
OG0001176	Prbh.g_01696	Syar.g_01025
OG0001177	Prbh.g_01694	Syar.g_01023
OG0001178	Prbh.g_01777	Syar.g_02943
OG0001179	Prbh.g_01661	Syar.g_01055
OG0001181	Prbh.g_01634	Syar.g_01082
OG0001182	Prbh.g_01626	Syar.g_01090
OG0001183	Prbh.g_01620	Syar.g_01096
OG0001184	Prbh.g_01602	Syar.g_00653
OG0001185	Prbh.g_01586	Syar.g_00614
OG0001186	Prbh.g_01562	Syar.g_00562
OG0001187	Prbh.g_01559	Syar.g_00548
OG0001188	Prbh.g_01557	Syar.g_00546
OG0001189	Prbh.g_01540	Syar.g_00525
OG0001190	Prbh.g_01535	Syar.g_00330
OG0001191	Prbh.g_01525	Syar.g_00349
OG0001192	Prbh.g_01520	Syar.g_00356
OG0001193	Prbh.g_01507	Syar.g_00711
OG0001194	Prbh.g_01506	Syar.g_00622
OG0001195	Prbh.g_01505	Syar.g_00623
OG0001196	Prbh.g_01488	Syar.g_00453
OG0001197	Prbh.g_01486	Syar.g_00455
OG0001198	Prbh.g_01479	Syar.g_00467
OG0001199	Prbh.g_00708	Syar.g_03045
OG0001200	Prbh.g_00706	Syar.g_03047
OG0001201	Prbh.g_00675	Syar.g_03120
OG0001202	Prbh.g_00583	Syar.g_00991
OG0001203	Prbh.g_00542	Syar.g_03021
OG0001204	Prbh.g_00536	Syar.g_00154
OG0001205	Prbh.g_00387	Syar.g_02869
OG0001207	Prbh.g_00354	Syar.g_01462
OG0001208	Prbh.g_00349	Syar.g_01471
OG0001211	Prbh.g_00280	Syar.g_02323
OG0001212	Prbh.g_00234	Syar.g_02027
OG0001213	Prbh.g_01452	Syar.g_02239
OG0001215	Prbh.g_00925	Syar.g_00965
OG0001216	Prbh.g_00947	Syar.g_01909
OG0001217	Prbh.g_01875	Syar.g_02852
OG0001218	Prbh.g_01339	Syar.g_01388
OG0001219	Prbh.g_01054	Syar.g_02585
OG0001222	Prbh.g_01131	Syar.g_02552
OG0001223	Prbh.g_01103	Syar.g_02505
OG0001224	Prbh.g_01035	Syar.g_01361
OG0001225	Prbh.g_01033	Syar.g_01929
OG0001226	Prbh.g_01444	Syar.g_03054
OG0001227	Prbh.g_01331	Syar.g_02213
OG0001230	Prbh.g_00089	Syar.g_02816
OG0001231	Prbh.g_00410	Syar.g_00485
OG0001232	Prbh.g_01759	Syar.g_02968
OG0001233	Prbh.g_01738	Syar.g_02988
OG0001235	Prbh.g_01698	Syar.g_01019
OG0001236	Prbh.g_01605	Syar.g_00657
OG0001237	Prbh.g_01601	Syar.g_00652
OG0001238	Prbh.g_01524	Syar.g_00351
OG0001239	Prbh.g_00711	Syar.g_03043
OG0001240	Prbh.g_00690	Syar.g_03101
OG0001241	Prbh.g_00681	Syar.g_03112
OG0001242	Prbh.g_00662	Syar.g_00043
OG0001243	Prbh.g_00655	Syar.g_00051
OG0001244	Prbh.g_00640	Syar.g_00075
OG0001245	Prbh.g_01320	Syar.g_00999
OG0001246	Prbh.g_00824	Syar.g_01910
OG0001247	Prbh.g_00918	Syar.g_02024
OG0001248	Prbh.g_00920	Syar.g_02059
OG0001249	Prbh.g_00442	Syar.g_01113
OG0001250	Prbh.g_00995	Syar.g_01819, Syar.g_03240
OG0001251	Prbh.g_00858	Syar.g_02575
OG0001252	Prbh.g_01040	Syar.g_01372
OG0001253	Prbh.g_01442	Syar.g_02015
OG0001254	Prbh.g_01866	Syar.g_02233
OG0001255	Prbh.g_01300	Syar.g_01746
OG0001256	Prbh.g_00188	Syar.g_02915
OG0001258	Prbh.g_01786	Syar.g_02925
OG0001259	Prbh.g_01740	Syar.g_02986
OG0001262	Prbh.g_01542	Syar.g_00527
OG0001263	Prbh.g_00653	Syar.g_00054
OG0001265	Prbh.g_00663	Syar.g_00041
OG0001266	Prbh.g_00579	Syar.g_00987
OG0001267	Prbh.g_00499	Syar.g_00225
OG0001268	Prbh.g_00433	Syar.g_01124
OG0001269	Prbh.g_01008	Syar.g_00688
OG0001270	Prbh.g_00398	Syar.g_01175
OG0001271	Prbh.g_00359	Syar.g_01270
OG0001272	Prbh.g_00345	Syar.g_01475
OG0001273	Prbh.g_01222	Syar.g_02413
OG0001274	Prbh.g_00556	Syar.g_00929
OG0001275	Prbh.g_01112	Syar.g_02490
OG0001276	Prbh.g_01123	Syar.g_01797
OG0001278	Prbh.g_01228	Syar.g_01720
OG0001279	Prbh.g_01396	Syar.g_02841
OG0001280	Prbh.g_01372	Syar.g_03317
OG0001281	Prbh.g_01378	Syar.g_02783
OG0001282	Prbh.g_00010	Syar.g_01460, Syar.g_01351
OG0001283	Prbh.g_01492	Syar.g_00447
OG0001284	Prbh.g_00175	Syar.g_02900
OG0001285	Prbh.g_01756	Syar.g_02972
OG0001286	Prbh.g_01640	Syar.g_01077
OG0001287	Prbh.g_01579	Syar.g_00606
OG0001288	Prbh.g_01569	Syar.g_00591
OG0001289	Prbh.g_00696	Syar.g_03080
OG0001290	Prbh.g_00682	Syar.g_03111
OG0001291	Prbh.g_00645	Syar.g_00064
OG0001292	Prbh.g_00531	Syar.g_00160
OG0001293	Prbh.g_00518	Syar.g_00198
OG0001296	Prbh.g_00321	Syar.g_01506
OG0001297	Prbh.g_00316	Syar.g_01510
OG0001298	Prbh.g_00252	Syar.g_02210
OG0001299	Prbh.g_01186	Syar.g_01915
OG0001304	Prbh.g_01136	Syar.g_01557
OG0001305	Prbh.g_01027	Syar.g_01937
OG0001306	Prbh.g_01298	Syar.g_01521
OG0001307	Prbh.g_01936	Syar.g_02591
OG0001308	Prbh.g_00109	Syar.g_02798
OG0001309	Prbh.g_00205	Syar.g_00360
OG0001310	Prbh.g_01769	Syar.g_02951
OG0001311	Prbh.g_01125	Syar.g_01795
OG0001312	Prbh.g_01063	Syar.g_02569
OG0001315	Prbh.g_01861	Syar.g_01094
OG0001317	Prbh.g_00546	Syar.g_03025
OG0001318	Prbh.g_00522	Syar.g_00186
OG0001319	Prbh.g_00506	Syar.g_00215
OG0001325	Prbh.g_01168	Syar.g_01577
OG0001327	Prbh.g_00867	Syar.g_01674
OG0001329	Prbh.g_01816	Syar.g_02337
OG0001331	Prbh.g_00015	Syar.g_01455
OG0001334	Prbh.g_01617	Syar.g_03166
OG0001336	Prbh.g_01491	Syar.g_00448
OG0001337	Prbh.g_00447	Syar.g_01112
OG0001338	Prbh.g_00444	Syar.g_03232
OG0001339	Prbh.g_00679	Syar.g_03114
OG0001343	Prbh.g_00855	Syar.g_03210
OG0001346	Prbh.g_01374	Syar.g_02778
OG0001348	Prbh.g_01888	Syar.g_02259
OG0001349	Prbh.g_00076	Syar.g_02764
OG0001351	Prbh.g_00373	Syar.g_01420
OG0001353	Prbh.g_00985	Syar.g_01809
OG0001354	Prbh.g_01096	Syar.g_02520
OG0001355	Prbh.g_01146	Syar.g_01912
OG0001358	Prbh.g_01463	Syar.g_02262
OG0001359	Prbh.g_00856	Syar.g_03211
OG0001361	Prbh.g_01264	Syar.g_01955
OG0001364	Prbh.g_01614	Syar.g_00284
OG0001365	Prbh.g_01531	Syar.g_00335
OG0001371	Prbh.g_00913	Syar.g_03059
OG0001379	Prbh.g_01367	Syar.g_02772
OG0001382	Prbh.g_01343	Syar.g_02834, Syar.g_03204
OG0001394	Prbh.g_00893	Syar.g_02608
OG0001401	Prbh.g_00990	Syar.g_01813
OG0001402	Prbh.g_01458	Syar.g_02252
OG0001403	Prbh.g_00750	Syar.g_00504
OG0001411	Prbh.g_00055, Prbh.g_00721	Syar.g_02761, Syar.g_02360
OG0001415	Prbh.g_00549	Syar.g_01553
OG0001418	Prbh.g_00919	Syar.g_01546
OG0001429	Prbh.g_01055	Syar.g_02582
OG0001430	Prbh.g_01340	Syar.g_03306
OG0001435	Prbh.g_00874	Syar.g_01621
OG0001437	Prbh.g_00550	Syar.g_01554
OG0001441	Prbh.g_00308	Syar.g_02691
OG0001443	Prbh.g_01871	Syar.g_00378
OG0001450	Prbh.g_00922	Syar.g_00880
OG0001453	Prbh.g_01927	Syar.g_02498
OG0001460	Prbh.g_01791	Syar.g_00172
OG0001461	Prbh.g_01839	Syar.g_02478
OG0001467	Prbh.g_00007	Syar.g_01745
OG0001476	Prbh.g_01275	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Prbh.g_01893	Syar.g_02277
OG0001486	Prbh.g_01285	Syar.g_01537
OG0001487	Prbh.g_00139	Syar.g_01389
OG0001488	Prbh.g_01269	Syar.g_01948
OG0001489	Prbh.g_01629	Syar.g_01087
OG0001495	Prbh.g_01693	Syar.g_01022
OG0001496	Prbh.g_01895	Syar.g_02279
OG0001497	Prbh.g_01894	Syar.g_02278
OG0001498	Prbh.g_00414	Syar.g_03286, Syar.g_01163
OG0001505	Prbh.g_00063	Syar.g_02696
OG0001510	Prbh.g_01575	Syar.g_00601
OG0001511	Prbh.g_00671	Syar.g_03129
OG0001512	Prbh.g_01335	Syar.g_03020
OG0001514	Prbh.g_01896	Syar.g_02280
OG0001515	Prbh.g_00927	Syar.g_03266, Syar.g_02594
OG0001517	Prbh.g_00438	Syar.g_01119
OG0001518	Prbh.g_01522	Syar.g_00353
OG0001519	Prbh.g_01517	Syar.g_00380, Syar.g_00002
OG0001527	Prbh.g_00266	Syar.g_02309
OG0001529	Prbh.g_00742	Syar.g_00518
OG0001530	Prbh.g_00672	Syar.g_03127
OG0001531	Prbh.g_00541	Syar.g_03019
OG0001532	Prbh.g_01251	Syar.g_01978
OG0001534	Prbh.g_01137	Syar.g_01558
OG0001535	Prbh.g_01122	Syar.g_01799
OG0001536	Prbh.g_01082	Syar.g_02544
OG0001537	Prbh.g_00890	Syar.g_02602
OG0001538	Prbh.g_00958	Syar.g_02644
OG0001539	Prbh.g_00869	Syar.g_01626
OG0001540	Prbh.g_00651	Syar.g_00056
OG0001541	Prbh.g_00603	Syar.g_00117
OG0001542	Prbh.g_00597	Syar.g_00128
OG0001543	Prbh.g_01876	Syar.g_00949
OG0001544	Prbh.g_01518	Syar.g_00379, Syar.g_00001
OG0001545	Prbh.g_01502	Syar.g_00865
OG0001549	Prbh.g_01018	Syar.g_02838
OG0001557	Prbh.g_00894	Syar.g_02609
OG0001559	Prbh.g_00673	Syar.g_03126
OG0001560	Prbh.g_00683	Syar.g_03110
OG0001561	Prbh.g_01127	Syar.g_01792
OG0001563	Prbh.g_01645	Syar.g_01072
OG0001565	Prbh.g_01838	Syar.g_03069
OG0001574	Prbh.g_00268	Syar.g_02311
OG0001575	Prbh.g_00263	Syar.g_02306
OG0001576	Prbh.g_01386	Syar.g_02794
OG0001580	Prbh.g_00735	Syar.g_00895
OG0001587	Prbh.g_01722	Syar.g_03010
OG0001591	Prbh.g_00906	Syar.g_01685
OG0001592	Prbh.g_00736	Syar.g_03309, Syar.g_00310
OG0001613	Prbh.g_01622	Syar.g_01093
OG0001614	Prbh.g_01587	Syar.g_00617
OG0001616	Prbh.g_01259	Syar.g_01964
OG0001617	Prbh.g_00931	Syar.g_01972
OG0001619	Prbh.g_01072	Syar.g_02556
OG0001620	Prbh.g_00429	Syar.g_01131
OG0001621	Prbh.g_00526	Syar.g_00169
OG0001622	Prbh.g_01493	Syar.g_00446
OG0001634	Prbh.g_01183	Syar.g_01691
OG0001636	Prbh.g_00747	Syar.g_00510
OG0001638	Prbh.g_01771	Syar.g_02949, Syar.g_03132
OG0001639	Prbh.g_00148	Syar.g_01212
OG0001640	Prbh.g_01043	Syar.g_01377
OG0001641	Prbh.g_01105	Syar.g_02500
OG0001642	Prbh.g_01007	Syar.g_01387
OG0001643	Prbh.g_01214	Syar.g_02423
OG0001644	Prbh.g_01158	Syar.g_01876
OG0001658	Prbh.g_00740	Syar.g_00329
OG0001659	Prbh.g_01407	Syar.g_01973
OG0001661	Prbh.g_00781	Syar.g_00911
OG0001678	Prbh.g_01715	Syar.g_00144
OG0001679	Prbh.g_00443	Syar.g_00032
OG0001713	Prbh.g_01360	Syar.g_02147
OG0001717	Prbh.g_00822	Syar.g_00103
OG0001731	Prbh.g_00161	Syar.g_02884
OG0001762	Prbh.g_01110	Syar.g_02493
OG0001764	Prbh.g_01152	Syar.g_01870
OG0001771	Prbh.g_01843	Syar.g_02677
OG0001955	Prbh.g_01873	Syar.g_00733
OG0001974	Prbh.g_00407	Syar.g_00325
OG0001977	Prbh.g_01511	Syar.g_00703
OG0002003	Prbh.g_00832	Syar.g_02127
OG0002019	Prbh.g_01950	Syar.g_00615
OG0002109	Prbh.g_00836	Syar.g_00759, Syar.g_01997
OG0002110	Prbh.g_01926	Syar.g_00859
OG0002344	Prbh.g_00419	Syar.g_00030, Syar.g_01149, Syar.g_01154
OG0002348	Prbh.g_01887	Syar.g_00309
OG0002559	Prbh.g_01428	Syar.g_01267
OG0002730	Prbh.g_01941	Syar.g_01595
OG0003491	Prbh.g_01436	Syar.g_00304
OG0003493	Prbh.g_00044	Syar.g_00801
