Orthogroup	Prbi	Syas
OG0001153	Prbi.g_01622	Syas.g_01301
OG0001154	Prbi.g_01623	Syas.g_01302
OG0001155	Prbi.g_01635	Syas.g_01478
OG0001156	Prbi.g_01638	Syas.g_01489
OG0001157	Prbi.g_01639	Syas.g_01490
OG0001158	Prbi.g_01640	Syas.g_01491
OG0001159	Prbi.g_01641	Syas.g_01492
OG0001160	Prbi.g_01665	Syas.g_02705
OG0001161	Prbi.g_01678	Syas.g_02030
OG0001162	Prbi.g_01689	Syas.g_02473
OG0001163	Prbi.g_01779	Syas.g_02697
OG0001164	Prbi.g_01783	Syas.g_02691
OG0001166	Prbi.g_01806	Syas.g_02658
OG0001167	Prbi.g_01823	Syas.g_01046
OG0001168	Prbi.g_01825	Syas.g_02597
OG0001169	Prbi.g_01827	Syas.g_02595
OG0001170	Prbi.g_01829	Syas.g_02593
OG0001171	Prbi.g_01838	Syas.g_02580
OG0001172	Prbi.g_01851	Syas.g_01665
OG0001173	Prbi.g_01852	Syas.g_01664
OG0001174	Prbi.g_01860	Syas.g_01656
OG0001175	Prbi.g_01861	Syas.g_01655
OG0001176	Prbi.g_01869	Syas.g_01638
OG0001177	Prbi.g_01872	Syas.g_01640
OG0001178	Prbi.g_01877	Syas.g_02676
OG0001179	Prbi.g_01922	Syas.g_01608
OG0001180	Prbi.g_01944	Syas.g_01583
OG0001181	Prbi.g_01948	Syas.g_01579
OG0001182	Prbi.g_01955	Syas.g_01571
OG0001183	Prbi.g_01959	Syas.g_01564
OG0001184	Prbi.g_01975	Syas.g_02188
OG0001185	Prbi.g_01989	Syas.g_02162
OG0001186	Prbi.g_02012	Syas.g_02113
OG0001187	Prbi.g_02028	Syas.g_02111
OG0001189	Prbi.g_02048	Syas.g_02089
OG0001190	Prbi.g_02052	Syas.g_01881
OG0001191	Prbi.g_02062	Syas.g_01900
OG0001193	Prbi.g_02077	Syas.g_01952
OG0001194	Prbi.g_02078	Syas.g_01953
OG0001195	Prbi.g_02079	Syas.g_01954
OG0001196	Prbi.g_02092	Syas.g_02010
OG0001197	Prbi.g_02093	Syas.g_02012
OG0001198	Prbi.g_02100	Syas.g_02031
OG0001199	Prbi.g_00081	Syas.g_02516
OG0001200	Prbi.g_00083	Syas.g_02514
OG0001201	Prbi.g_00115	Syas.g_02419
OG0001202	Prbi.g_00223	Syas.g_02270
OG0001203	Prbi.g_00262	Syas.g_02557
OG0001204	Prbi.g_00267	Syas.g_01687
OG0001205	Prbi.g_00446	Syas.g_02745
OG0001207	Prbi.g_00480	Syas.g_01260
OG0001208	Prbi.g_00485	Syas.g_01251
OG0001209	Prbi.g_00538	Syas.g_00065
OG0001210	Prbi.g_00543	Syas.g_00761
OG0001211	Prbi.g_00553	Syas.g_00788
OG0001212	Prbi.g_00598	Syas.g_00847
OG0001213	Prbi.g_00631	Syas.g_00100
OG0001214	Prbi.g_00640	Syas.g_00744
OG0001215	Prbi.g_00693	Syas.g_02245
OG0001217	Prbi.g_00792	Syas.g_01397, Syas.g_02493
OG0001218	Prbi.g_00800	Syas.g_01309
OG0001219	Prbi.g_00835	Syas.g_00399
OG0001220	Prbi.g_00899	Syas.g_02447
OG0001221	Prbi.g_00962	Syas.g_02669
OG0001222	Prbi.g_01001	Syas.g_00448
OG0001223	Prbi.g_01027	Syas.g_00541
OG0001224	Prbi.g_01082	Syas.g_01015
OG0001225	Prbi.g_01084	Syas.g_01017
OG0001226	Prbi.g_01111	Syas.g_02506
OG0001227	Prbi.g_01130	Syas.g_00824
OG0001228	Prbi.g_01252	Syas.g_02195
OG0001229	Prbi.g_01437	Syas.g_00285
OG0001230	Prbi.g_01581	Syas.g_02806
OG0001231	Prbi.g_01687	Syas.g_02050
OG0001232	Prbi.g_01810	Syas.g_02649
OG0001233	Prbi.g_01830	Syas.g_02592
OG0001234	Prbi.g_01864	Syas.g_01310
OG0001235	Prbi.g_01874	Syas.g_01646
OG0001236	Prbi.g_01972	Syas.g_02191
OG0001237	Prbi.g_01976	Syas.g_02187
OG0001238	Prbi.g_02063	Syas.g_01901
OG0001239	Prbi.g_00078	Syas.g_02519
OG0001240	Prbi.g_00100	Syas.g_02435
OG0001241	Prbi.g_00108	Syas.g_02427
OG0001242	Prbi.g_00127	Syas.g_02398
OG0001243	Prbi.g_00133	Syas.g_02391
OG0001244	Prbi.g_00149	Syas.g_02370
OG0001245	Prbi.g_00404	Syas.g_00524
OG0001246	Prbi.g_00507	Syas.g_01224, Syas.g_01829
OG0001249	Prbi.g_00825	Syas.g_01547
OG0001250	Prbi.g_00888	Syas.g_00239
OG0001251	Prbi.g_00935	Syas.g_00516, Syas.g_00408
OG0001252	Prbi.g_01077	Syas.g_00994
OG0001253	Prbi.g_01131	Syas.g_00143
OG0001255	Prbi.g_01191	Syas.g_00492
OG0001256	Prbi.g_01680	Syas.g_02698
OG0001257	Prbi.g_01686	Syas.g_01407
OG0001258	Prbi.g_01784	Syas.g_02688
OG0001259	Prbi.g_01828	Syas.g_02594
OG0001260	Prbi.g_01844	Syas.g_02572
OG0001261	Prbi.g_01930	Syas.g_01599
OG0001262	Prbi.g_02046	Syas.g_02091
OG0001263	Prbi.g_00136	Syas.g_02388
OG0001265	Prbi.g_00126	Syas.g_02399
OG0001266	Prbi.g_00227	Syas.g_02266
OG0001267	Prbi.g_00304	Syas.g_01753
OG0001268	Prbi.g_00363	Syas.g_01535
OG0001269	Prbi.g_00383	Syas.g_00510
OG0001270	Prbi.g_00435	Syas.g_01499
OG0001271	Prbi.g_00475	Syas.g_01336
OG0001272	Prbi.g_00489	Syas.g_01247
OG0001273	Prbi.g_00634	Syas.g_00751
OG0001274	Prbi.g_00707	Syas.g_01849
OG0001275	Prbi.g_01037	Syas.g_00554
OG0001276	Prbi.g_01061	Syas.g_00215
OG0001277	Prbi.g_01119	Syas.g_00110
OG0001278	Prbi.g_01257	Syas.g_01074
OG0001279	Prbi.g_01332	Syas.g_02792
OG0001280	Prbi.g_01390	Syas.g_01095
OG0001281	Prbi.g_01396	Syas.g_02845
OG0001282	Prbi.g_01440	Syas.g_01262
OG0001284	Prbi.g_01660	Syas.g_02713
OG0001286	Prbi.g_01942	Syas.g_01585
OG0001287	Prbi.g_01996	Syas.g_00136
OG0001288	Prbi.g_02005	Syas.g_02144
OG0001289	Prbi.g_00094	Syas.g_02474
OG0001290	Prbi.g_00107	Syas.g_02428
OG0001291	Prbi.g_00143	Syas.g_02378
OG0001292	Prbi.g_00272	Syas.g_01693
OG0001293	Prbi.g_00285	Syas.g_01720
OG0001294	Prbi.g_00402	Syas.g_00692
OG0001295	Prbi.g_00469	Syas.g_00770
OG0001296	Prbi.g_00512	Syas.g_01217
OG0001297	Prbi.g_00517	Syas.g_01213
OG0001298	Prbi.g_00579	Syas.g_00829
OG0001299	Prbi.g_00669	Syas.g_00700
OG0001303	Prbi.g_01041	Syas.g_00400
OG0001304	Prbi.g_01071	Syas.g_00199
OG0001305	Prbi.g_01090	Syas.g_01027
OG0001306	Prbi.g_01193	Syas.g_01202
OG0001307	Prbi.g_01422	Syas.g_01923
OG0001308	Prbi.g_01601	Syas.g_02830
OG0001309	Prbi.g_01684	Syas.g_00003
OG0001310	Prbi.g_01799	Syas.g_02666
OG0001311	Prbi.g_01063	Syas.g_00213
OG0001312	Prbi.g_00990	Syas.g_00414
OG0001314	Prbi.g_00723, Prbi.g_00783	Syas.g_01925
OG0001315	Prbi.g_00068	Syas.g_01566
OG0001317	Prbi.g_00258	Syas.g_02553
OG0001318	Prbi.g_00280	Syas.g_01706
OG0001319	Prbi.g_00296	Syas.g_01736
OG0001323	Prbi.g_00522	Syas.g_00006
OG0001325	Prbi.g_00750	Syas.g_00179
OG0001326	Prbi.g_00923	Syas.g_01960, Syas.g_01961
OG0001327	Prbi.g_01102	Syas.g_00687
OG0001329	Prbi.g_01169	Syas.g_00773
OG0001330	Prbi.g_01362	Syas.g_02865
OG0001331	Prbi.g_01445	Syas.g_01267
OG0001333	Prbi.g_01824	Syas.g_02598
OG0001336	Prbi.g_02089	Syas.g_02003
OG0001339	Prbi.g_00110	Syas.g_02425
OG0001345	Prbi.g_01226	Syas.g_01132
OG0001346	Prbi.g_01392	Syas.g_02853
OG0001348	Prbi.g_01707	Syas.g_00119
OG0001349	Prbi.g_01590	Syas.g_02643
OG0001351	Prbi.g_00455	Syas.g_01280
OG0001353	Prbi.g_00879	Syas.g_00228
OG0001354	Prbi.g_01019	Syas.g_00526
OG0001355	Prbi.g_01724	Syas.g_01057
OG0001356	Prbi.g_01301	Syas.g_01715
OG0001358	Prbi.g_00622	Syas.g_00122
OG0001360	Prbi.g_01132	Syas.g_01130
OG0001361	Prbi.g_01223	Syas.g_01135
OG0001364	Prbi.g_01965	Syas.g_02212
OG0001365	Prbi.g_02056	Syas.g_01886
OG0001371	Prbi.g_00682	Syas.g_02499
OG0001373	Prbi.g_00922	Syas.g_01959
OG0001374	Prbi.g_00930	Syas.g_01968
OG0001376	Prbi.g_01096	Syas.g_00468
OG0001377	Prbi.g_01097	Syas.g_00467
OG0001378	Prbi.g_01141	Syas.g_01500
OG0001379	Prbi.g_01385	Syas.g_02861
OG0001380	Prbi.g_01427	Syas.g_00126
OG0001385	Prbi.g_00919	Syas.g_01956
OG0001386	Prbi.g_00920	Syas.g_01957
OG0001387	Prbi.g_00921	Syas.g_01958
OG0001388	Prbi.g_00924	Syas.g_01962
OG0001389	Prbi.g_00925	Syas.g_01963
OG0001390	Prbi.g_00926	Syas.g_01964
OG0001391	Prbi.g_00927	Syas.g_01965
OG0001392	Prbi.g_00928	Syas.g_01966
OG0001393	Prbi.g_00929	Syas.g_01967
OG0001394	Prbi.g_00966	Syas.g_00627
OG0001395	Prbi.g_01073	Syas.g_00195
OG0001399	Prbi.g_01866	Syas.g_02459
OG0001402	Prbi.g_00808	Syas.g_00112
OG0001403	Prbi.g_00030	Syas.g_02069
OG0001406	Prbi.g_01095	Syas.g_00469
OG0001408	Prbi.g_01114	Syas.g_00142
OG0001409	Prbi.g_01214	Syas.g_00154
OG0001411	Prbi.g_01491	Syas.g_01156
OG0001413	Prbi.g_01675	Syas.g_01481
OG0001416	Prbi.g_00460	Syas.g_01061
OG0001417	Prbi.g_00471	Syas.g_00507
OG0001418	Prbi.g_00687	Syas.g_01177
OG0001420	Prbi.g_01150	Syas.g_00017
OG0001423	Prbi.g_01567, Prbi.g_02024	Syas.g_02532
OG0001428	Prbi.g_00196	Syas.g_02325
OG0001429	Prbi.g_00836	Syas.g_00401
OG0001432	Prbi.g_01673	Syas.g_01484
OG0001433	Prbi.g_01302	Syas.g_01398
OG0001435	Prbi.g_00947	Syas.g_00678
OG0001438	Prbi.g_00317	Syas.g_01767
OG0001439	Prbi.g_00331	Syas.g_01809
OG0001441	Prbi.g_00524	Syas.g_00008
OG0001447	Prbi.g_00134	Syas.g_02390
OG0001449	Prbi.g_00421	Syas.g_02567
OG0001450	Prbi.g_00690	Syas.g_02208, Syas.g_00474
OG0001451	Prbi.g_00908	Syas.g_02342, Syas.g_02343
OG0001452	Prbi.g_00937	Syas.g_01700
OG0001453	Prbi.g_01031	Syas.g_00547
OG0001454	Prbi.g_01125	Syas.g_01483
OG0001456	Prbi.g_01184	Syas.g_01969
OG0001457	Prbi.g_01185	Syas.g_01970
OG0001458	Prbi.g_01186	Syas.g_01971
OG0001459	Prbi.g_01344	Syas.g_02778
OG0001460	Prbi.g_01303	Syas.g_01399
OG0001461	Prbi.g_01545	Syas.g_00566
OG0001471	Prbi.g_01676	Syas.g_01819
OG0001473	Prbi.g_02013	Syas.g_00323
OG0001474	Prbi.g_00364	Syas.g_01534
OG0001475	Prbi.g_01472	Syas.g_02120
OG0001479	Prbi.g_00361	Syas.g_01537
OG0001480	Prbi.g_00393	Syas.g_00771
OG0001482	Prbi.g_00458	Syas.g_00535
OG0001484	Prbi.g_01369	Syas.g_00166, Syas.g_00167
OG0001486	Prbi.g_01205	Syas.g_01186
OG0001492	Prbi.g_01254	Syas.g_01077
OG0001493	Prbi.g_01262	Syas.g_01069
OG0001494	Prbi.g_01480, Prbi.g_01512	Syas.g_02633
OG0001495	Prbi.g_01871	Syas.g_01641
OG0001502	Prbi.g_00817	Syas.g_00290
OG0001504	Prbi.g_01345	Syas.g_02777
OG0001505	Prbi.g_01509	Syas.g_02135
OG0001507	Prbi.g_01739	Syas.g_01183
OG0001508	Prbi.g_01473	Syas.g_02114
OG0001520	Prbi.g_00416	Syas.g_00828
OG0001522	Prbi.g_00880	Syas.g_00369
OG0001546	Prbi.g_00527	Syas.g_00011
OG0001547	Prbi.g_00819	Syas.g_00300
OG0001554	Prbi.g_01682	Syas.g_00153
OG0001555	Prbi.g_01695	Syas.g_00654
OG0001557	Prbi.g_00967	Syas.g_00626
OG0001564	Prbi.g_01485	Syas.g_01034
OG0001567	Prbi.g_00818	Syas.g_00294
OG0001568	Prbi.g_00820	Syas.g_00368
OG0001570	Prbi.g_01152	Syas.g_00309
OG0001584	Prbi.g_00982	Syas.g_00607
OG0001586	Prbi.g_01464	Syas.g_02637
OG0001587	Prbi.g_01846	Syas.g_02569
OG0001590	Prbi.g_01538	Syas.g_00752
OG0001625	Prbi.g_00282	Syas.g_01708
OG0001627	Prbi.g_00797	Syas.g_01474
OG0001647	Prbi.g_00297	Syas.g_01738
OG0001695	Prbi.g_01299, Prbi.g_01550	Syas.g_01980
OG0001704	Prbi.g_02023	Syas.g_00425, Syas.g_00426
OG0001928	Prbi.g_01529	Syas.g_02787
OG0001995	Prbi.g_01411	Syas.g_00916
OG0002020	Prbi.g_01297, Prbi.g_01552	Syas.g_01987
OG0002021	Prbi.g_01295, Prbi.g_01554	Syas.g_01989
OG0002022	Prbi.g_01294, Prbi.g_01555	Syas.g_01990
OG0002023	Prbi.g_01293, Prbi.g_01556	Syas.g_01991
OG0002024	Prbi.g_01289, Prbi.g_01560	Syas.g_01985
OG0002054	Prbi.g_01288, Prbi.g_01561	Syas.g_01986
OG0002055	Prbi.g_01291, Prbi.g_01558	Syas.g_01983
OG0002131	Prbi.g_01296, Prbi.g_01553	Syas.g_01988
OG0002133	Prbi.g_01290, Prbi.g_01559	Syas.g_01984
OG0002178	Prbi.g_01286, Prbi.g_01563	Syas.g_01981
OG0002249	Prbi.g_00732	Syas.g_01325
OG0002295	Prbi.g_01284, Prbi.g_01565	Syas.g_00647
OG0002295	Prbi.g_01533	Syas.g_01373
OG0002364	Prbi.g_00837	Syas.g_00402
OG0002838	Prbi.g_01513	Syas.g_00345
OG0002843	Prbi.g_00730	Syas.g_00643, Syas.g_01324
OG0003491	Prbi.g_01416	Syas.g_00044
