Orthogroup	Prbi	Syad
OG0001121	Prbi.g_01172, Prbi.g_01029	Syad.g_01503
OG0001122	Prbi.g_01058	Syad.g_01689
OG0001123	Prbi.g_01062	Syad.g_01682
OG0001124	Prbi.g_01064	Syad.g_01680
OG0001125	Prbi.g_01065	Syad.g_01678
OG0001126	Prbi.g_01075	Syad.g_01276
OG0001127	Prbi.g_01076	Syad.g_01277
OG0001128	Prbi.g_01078	Syad.g_01280
OG0001129	Prbi.g_01079	Syad.g_01282
OG0001130	Prbi.g_01080	Syad.g_01283
OG0001131	Prbi.g_01117	Syad.g_01953
OG0001132	Prbi.g_01127	Syad.g_02038
OG0001133	Prbi.g_01161	Syad.g_02172
OG0001134	Prbi.g_01174	Syad.g_01527
OG0001136	Prbi.g_01204	Syad.g_01150
OG0001137	Prbi.g_01215	Syad.g_01169
OG0001138	Prbi.g_01233	Syad.g_01493
OG0001139	Prbi.g_01234	Syad.g_01491
OG0001140	Prbi.g_01235	Syad.g_01490
OG0001141	Prbi.g_01236	Syad.g_01489
OG0001142	Prbi.g_01237	Syad.g_01488
OG0001143	Prbi.g_01244	Syad.g_01473
OG0001144	Prbi.g_01249	Syad.g_01457
OG0001145	Prbi.g_01383	Syad.g_01112
OG0001146	Prbi.g_01395	Syad.g_02412
OG0001147	Prbi.g_01425	Syad.g_02349
OG0001148	Prbi.g_01441	Syad.g_00889
OG0001149	Prbi.g_01442	Syad.g_00888
OG0001150	Prbi.g_01443	Syad.g_00887
OG0001151	Prbi.g_01454	Syad.g_00875
OG0001152	Prbi.g_01455	Syad.g_00872
OG0001153	Prbi.g_01622	Syad.g_02318
OG0001154	Prbi.g_01623	Syad.g_02319
OG0001155	Prbi.g_01635	Syad.g_02540
OG0001156	Prbi.g_01638	Syad.g_02543
OG0001157	Prbi.g_01639	Syad.g_02544
OG0001158	Prbi.g_01640	Syad.g_02546
OG0001159	Prbi.g_01641	Syad.g_02547
OG0001160	Prbi.g_01665	Syad.g_02595
OG0001161	Prbi.g_01678	Syad.g_00026
OG0001162	Prbi.g_01689	Syad.g_01844
OG0001163	Prbi.g_01779	Syad.g_02610
OG0001164	Prbi.g_01783	Syad.g_02616
OG0001166	Prbi.g_01806	Syad.g_02647
OG0001167	Prbi.g_01823	Syad.g_02486
OG0001168	Prbi.g_01825	Syad.g_02488
OG0001169	Prbi.g_01827	Syad.g_02490
OG0001170	Prbi.g_01829	Syad.g_02492
OG0001171	Prbi.g_01838	Syad.g_02503
OG0001172	Prbi.g_01851	Syad.g_00594
OG0001173	Prbi.g_01852	Syad.g_00595
OG0001174	Prbi.g_01860	Syad.g_00603
OG0001175	Prbi.g_01861	Syad.g_00604
OG0001176	Prbi.g_01869	Syad.g_00644
OG0001177	Prbi.g_01872	Syad.g_00641
OG0001178	Prbi.g_01877	Syad.g_02629
OG0001179	Prbi.g_01922	Syad.g_00675
OG0001180	Prbi.g_01944	Syad.g_00700
OG0001181	Prbi.g_01948	Syad.g_00704
OG0001182	Prbi.g_01955	Syad.g_00712
OG0001183	Prbi.g_01959	Syad.g_00717
OG0001184	Prbi.g_01975	Syad.g_00378
OG0001185	Prbi.g_01989	Syad.g_00354
OG0001186	Prbi.g_02012	Syad.g_00247
OG0001187	Prbi.g_02028	Syad.g_00245
OG0001188	Prbi.g_02031	Syad.g_00238
OG0001189	Prbi.g_02048	Syad.g_00217
OG0001190	Prbi.g_02052	Syad.g_03034
OG0001192	Prbi.g_02067	Syad.g_00013
OG0001193	Prbi.g_02077	Syad.g_00072
OG0001194	Prbi.g_02078	Syad.g_00075
OG0001195	Prbi.g_02079	Syad.g_00076
OG0001196	Prbi.g_02092	Syad.g_00144
OG0001197	Prbi.g_02093	Syad.g_00146
OG0001198	Prbi.g_02100	Syad.g_00159
OG0001199	Prbi.g_00081	Syad.g_02735
OG0001200	Prbi.g_00083	Syad.g_02737
OG0001201	Prbi.g_00115	Syad.g_02802
OG0001202	Prbi.g_00223	Syad.g_02945
OG0001203	Prbi.g_00262	Syad.g_00821
OG0001204	Prbi.g_00267	Syad.g_00577
OG0001205	Prbi.g_00446	Syad.g_02440
OG0001206	Prbi.g_00464	Syad.g_02385
OG0001207	Prbi.g_00480	Syad.g_00893
OG0001208	Prbi.g_00485	Syad.g_00906
OG0001209	Prbi.g_00538	Syad.g_00980
OG0001210	Prbi.g_00543	Syad.g_00993
OG0001212	Prbi.g_00598	Syad.g_01082
OG0001213	Prbi.g_00631	Syad.g_02163
OG0001214	Prbi.g_00640	Syad.g_02150
OG0001215	Prbi.g_00693	Syad.g_01366
OG0001216	Prbi.g_00747	Syad.g_01816
OG0001218	Prbi.g_00800	Syad.g_02328
OG0001219	Prbi.g_00835	Syad.g_01653
OG0001220	Prbi.g_00899	Syad.g_01195
OG0001221	Prbi.g_00962	Syad.g_01950
OG0001222	Prbi.g_01001	Syad.g_01770
OG0001223	Prbi.g_01027	Syad.g_01715
OG0001224	Prbi.g_01082	Syad.g_01286
OG0001225	Prbi.g_01084	Syad.g_01288
OG0001226	Prbi.g_01111	Syad.g_02100
OG0001227	Prbi.g_01130	Syad.g_00029
OG0001228	Prbi.g_01252	Syad.g_02460
OG0001229	Prbi.g_01437	Syad.g_01314
OG0001231	Prbi.g_01687	Syad.g_00179
OG0001232	Prbi.g_01810	Syad.g_02658
OG0001233	Prbi.g_01830	Syad.g_02493
OG0001234	Prbi.g_01864	Syad.g_00608
OG0001235	Prbi.g_01874	Syad.g_00633
OG0001236	Prbi.g_01972	Syad.g_00412
OG0001237	Prbi.g_01976	Syad.g_00376
OG0001238	Prbi.g_02063	Syad.g_00007
OG0001239	Prbi.g_00078	Syad.g_02732
OG0001240	Prbi.g_00100	Syad.g_02785
OG0001241	Prbi.g_00108	Syad.g_02795
OG0001242	Prbi.g_00127	Syad.g_02827
OG0001243	Prbi.g_00133	Syad.g_02841
OG0001244	Prbi.g_00149	Syad.g_02873
OG0001245	Prbi.g_00404	Syad.g_02223
OG0001246	Prbi.g_00507	Syad.g_00933
OG0001247	Prbi.g_00686	Syad.g_01837
OG0001248	Prbi.g_00688	Syad.g_01843
OG0001249	Prbi.g_00825	Syad.g_00756
OG0001250	Prbi.g_00888	Syad.g_01227
OG0001251	Prbi.g_00935	Syad.g_00083
OG0001252	Prbi.g_01077	Syad.g_01279
OG0001253	Prbi.g_01131	Syad.g_02037
OG0001254	Prbi.g_01176	Syad.g_01528
OG0001255	Prbi.g_01191	Syad.g_02224
OG0001256	Prbi.g_01680	Syad.g_02609
OG0001257	Prbi.g_01686	Syad.g_02210
OG0001258	Prbi.g_01784	Syad.g_02619
OG0001260	Prbi.g_01844	Syad.g_02514
OG0001261	Prbi.g_01930	Syad.g_00684
OG0001262	Prbi.g_02046	Syad.g_00219
OG0001263	Prbi.g_00136	Syad.g_02844
OG0001265	Prbi.g_00126	Syad.g_02825
OG0001266	Prbi.g_00227	Syad.g_02949
OG0001267	Prbi.g_00304	Syad.g_00523
OG0001268	Prbi.g_00363	Syad.g_00767
OG0001270	Prbi.g_00435	Syad.g_02453
OG0001271	Prbi.g_00475	Syad.g_02356
OG0001272	Prbi.g_00489	Syad.g_00910
OG0001273	Prbi.g_00634	Syad.g_02157
OG0001274	Prbi.g_00707	Syad.g_02988
OG0001275	Prbi.g_01037	Syad.g_01699
OG0001276	Prbi.g_01061	Syad.g_01683
OG0001277	Prbi.g_01119	Syad.g_00127
OG0001278	Prbi.g_01257	Syad.g_01445
OG0001279	Prbi.g_01332	Syad.g_02248
OG0001280	Prbi.g_01390	Syad.g_02402
OG0001281	Prbi.g_01396	Syad.g_02413
OG0001282	Prbi.g_01440	Syad.g_00890
OG0001283	Prbi.g_01459	Syad.g_00138
OG0001284	Prbi.g_01660	Syad.g_02585
OG0001285	Prbi.g_01813	Syad.g_02043
OG0001286	Prbi.g_01942	Syad.g_00698
OG0001287	Prbi.g_01996	Syad.g_00346
OG0001288	Prbi.g_02005	Syad.g_00326
OG0001289	Prbi.g_00094	Syad.g_02767
OG0001290	Prbi.g_00107	Syad.g_02794
OG0001291	Prbi.g_00143	Syad.g_02854
OG0001292	Prbi.g_00272	Syad.g_00572
OG0001293	Prbi.g_00285	Syad.g_00549
OG0001294	Prbi.g_00402	Syad.g_01597
OG0001295	Prbi.g_00469	Syad.g_00997
OG0001296	Prbi.g_00512	Syad.g_00939
OG0001297	Prbi.g_00517	Syad.g_00943
OG0001298	Prbi.g_00579	Syad.g_01055
OG0001299	Prbi.g_00669	Syad.g_01591
OG0001300	Prbi.g_00696	Syad.g_01339
OG0001301	Prbi.g_00699	Syad.g_01303
OG0001302	Prbi.g_00834	Syad.g_02123
OG0001303	Prbi.g_01041	Syad.g_01655
OG0001304	Prbi.g_01071	Syad.g_01669
OG0001305	Prbi.g_01090	Syad.g_01296
OG0001306	Prbi.g_01193	Syad.g_01119
OG0001307	Prbi.g_01422	Syad.g_00626
OG0001309	Prbi.g_01684	Syad.g_00950
OG0001310	Prbi.g_01799	Syad.g_02638
OG0001311	Prbi.g_01063	Syad.g_01681
OG0001312	Prbi.g_00990	Syad.g_01788
OG0001314	Prbi.g_00723, Prbi.g_00783	Syad.g_01356, Syad.g_01420, Syad.g_00861
OG0001315	Prbi.g_00068	Syad.g_00715
OG0001316	Prbi.g_00148	Syad.g_02861
OG0001317	Prbi.g_00258	Syad.g_00814
OG0001318	Prbi.g_00280	Syad.g_00557
OG0001321	Prbi.g_00452	Syad.g_02423
OG0001322	Prbi.g_00453	Syad.g_02422
OG0001323	Prbi.g_00522	Syad.g_00953
OG0001324	Prbi.g_00697	Syad.g_01338
OG0001325	Prbi.g_00750	Syad.g_01811
OG0001326	Prbi.g_00923	Syad.g_00092
OG0001327	Prbi.g_01102	Syad.g_01605
OG0001328	Prbi.g_01129	Syad.g_01638
OG0001329	Prbi.g_01169	Syad.g_00866
OG0001330	Prbi.g_01362	Syad.g_02395
OG0001332	Prbi.g_01633	Syad.g_02535
OG0001333	Prbi.g_01824	Syad.g_02487
OG0001334	Prbi.g_01962	Syad.g_00725
OG0001335	Prbi.g_01963	Syad.g_00726
OG0001336	Prbi.g_02089	Syad.g_00139
OG0001339	Prbi.g_00110	Syad.g_02797
OG0001340	Prbi.g_00352	Syad.g_00742
OG0001341	Prbi.g_00790	Syad.g_01312
OG0001343	Prbi.g_00932	Syad.g_00079
OG0001344	Prbi.g_01211	Syad.g_01157
OG0001345	Prbi.g_01226	Syad.g_01188
OG0001346	Prbi.g_01392	Syad.g_02406
OG0001348	Prbi.g_01707	Syad.g_01250
OG0001349	Prbi.g_01590	Syad.g_02663
OG0001350	Prbi.g_01748	Syad.g_00820
OG0001352	Prbi.g_00683	Syad.g_00969
OG0001353	Prbi.g_00879	Syad.g_01244
OG0001354	Prbi.g_01019	Syad.g_01728
OG0001355	Prbi.g_01724	Syad.g_02116
OG0001356	Prbi.g_01301	Syad.g_01251
OG0001358	Prbi.g_00622	Syad.g_02179
OG0001359	Prbi.g_00933	Syad.g_00078
OG0001360	Prbi.g_01132	Syad.g_01191
OG0001361	Prbi.g_01223	Syad.g_01185
OG0001362	Prbi.g_01605	Syad.g_02294
OG0001363	Prbi.g_01607	Syad.g_02296
OG0001364	Prbi.g_01965	Syad.g_00431
OG0001369	Prbi.g_01522, Prbi.g_00099	Syad.g_02784
OG0001370	Prbi.g_00461	Syad.g_02045, Syad.g_02124
OG0001373	Prbi.g_00922	Syad.g_00091
OG0001374	Prbi.g_00930	Syad.g_00099
OG0001375	Prbi.g_00931	Syad.g_00080
OG0001376	Prbi.g_01096	Syad.g_00015
OG0001377	Prbi.g_01097	Syad.g_00014
OG0001378	Prbi.g_01141	Syad.g_02454
OG0001379	Prbi.g_01385	Syad.g_02397
OG0001381	Prbi.g_01433	Syad.g_01266, Syad.g_00614
OG0001385	Prbi.g_00919	Syad.g_00088
OG0001386	Prbi.g_00920	Syad.g_00089
OG0001387	Prbi.g_00921	Syad.g_00090
OG0001388	Prbi.g_00924	Syad.g_00093
OG0001389	Prbi.g_00925	Syad.g_00094
OG0001390	Prbi.g_00926	Syad.g_00095
OG0001391	Prbi.g_00927	Syad.g_00096
OG0001392	Prbi.g_00928	Syad.g_00097
OG0001393	Prbi.g_00929	Syad.g_00098
OG0001394	Prbi.g_00966	Syad.g_01920
OG0001395	Prbi.g_01073	Syad.g_01792
OG0001397	Prbi.g_01606	Syad.g_02295
OG0001399	Prbi.g_01866	Syad.g_02336
OG0001402	Prbi.g_00808	Syad.g_02174
OG0001403	Prbi.g_00030	Syad.g_00197
OG0001404	Prbi.g_00075	Syad.g_02727
OG0001405	Prbi.g_00350	Syad.g_00728
OG0001407	Prbi.g_01109	Syad.g_00970
OG0001408	Prbi.g_01114	Syad.g_01431
OG0001410	Prbi.g_01423	Syad.g_00627
OG0001411	Prbi.g_01491	Syad.g_00372
OG0001413	Prbi.g_01675	Syad.g_02113
OG0001414	Prbi.g_00253	Syad.g_00615
OG0001416	Prbi.g_00460	Syad.g_02410
OG0001417	Prbi.g_00471	Syad.g_01729
OG0001419	Prbi.g_01110	Syad.g_00971
OG0001420	Prbi.g_01150	Syad.g_00963
OG0001421	Prbi.g_01681	Syad.g_02105, Syad.g_02039
OG0001423	Prbi.g_01567, Prbi.g_02024	Syad.g_02707, Syad.g_02708
OG0001425	Prbi.g_02066	Syad.g_00012
OG0001428	Prbi.g_00196	Syad.g_02906
OG0001429	Prbi.g_00836	Syad.g_01656
OG0001430	Prbi.g_01356	Syad.g_03026
OG0001431	Prbi.g_01360	Syad.g_00393
OG0001432	Prbi.g_01673	Syad.g_01382
OG0001433	Prbi.g_01302	Syad.g_01253, Syad.g_01252
OG0001435	Prbi.g_00947	Syad.g_01612
OG0001438	Prbi.g_00317	Syad.g_00507
OG0001439	Prbi.g_00331	Syad.g_00476
OG0001442	Prbi.g_00781	Syad.g_01906
OG0001447	Prbi.g_00134	Syad.g_02842
OG0001448	Prbi.g_00391	Syad.g_02723
OG0001449	Prbi.g_00421	Syad.g_00583
OG0001452	Prbi.g_00937	Syad.g_00563
OG0001453	Prbi.g_01031	Syad.g_01709
OG0001454	Prbi.g_01125	Syad.g_02101
OG0001456	Prbi.g_01184	Syad.g_00101
OG0001457	Prbi.g_01185	Syad.g_00102
OG0001458	Prbi.g_01186	Syad.g_00103
OG0001459	Prbi.g_01344	Syad.g_01550
OG0001460	Prbi.g_01303	Syad.g_01254
OG0001461	Prbi.g_01545	Syad.g_02162
OG0001462	Prbi.g_00034	Syad.g_00204
OG0001463	Prbi.g_00310	Syad.g_01264
OG0001464	Prbi.g_00353	Syad.g_00743
OG0001465	Prbi.g_00706	Syad.g_01830
OG0001471	Prbi.g_01676	Syad.g_00484
OG0001473	Prbi.g_02013	Syad.g_02127
OG0001474	Prbi.g_00364	Syad.g_00768
OG0001475	Prbi.g_01472	Syad.g_02464
OG0001479	Prbi.g_00361	Syad.g_00765
OG0001480	Prbi.g_00393	Syad.g_01194
OG0001482	Prbi.g_00458	Syad.g_01719
OG0001492	Prbi.g_01254	Syad.g_01448
OG0001493	Prbi.g_01262	Syad.g_01439
OG0001494	Prbi.g_01512	Syad.g_00267
OG0001499	Prbi.g_00067	Syad.g_02081
OG0001502	Prbi.g_00817	Syad.g_01202
OG0001504	Prbi.g_01345	Syad.g_01535
OG0001505	Prbi.g_01509	Syad.g_00259
OG0001508	Prbi.g_01473	Syad.g_02461
OG0001513	Prbi.g_01761	Syad.g_00646
OG0001520	Prbi.g_00416	Syad.g_01039
OG0001522	Prbi.g_00880	Syad.g_01243
OG0001547	Prbi.g_00819	Syad.g_01963
OG0001548	Prbi.g_00823	Syad.g_02092
OG0001551	Prbi.g_01183	Syad.g_01256
OG0001554	Prbi.g_01682	Syad.g_03031
OG0001555	Prbi.g_01695	Syad.g_01923
OG0001564	Prbi.g_01485	Syad.g_01539
OG0001567	Prbi.g_00818	Syad.g_01965
OG0001568	Prbi.g_00820	Syad.g_01961
OG0001570	Prbi.g_01152	Syad.g_01985
OG0001582	Prbi.g_00470	Syad.g_02086
OG0001585	Prbi.g_01336	Syad.g_02678
OG0001602	Prbi.g_00705	Syad.g_01831
OG0001625	Prbi.g_00282	Syad.g_00555
OG0001647	Prbi.g_00297	Syad.g_00531
OG0001695	Prbi.g_01299, Prbi.g_01550	Syad.g_00123
OG0001740	Prbi.g_01298, Prbi.g_01551	Syad.g_00124
OG0001758	Prbi.g_01756	Syad.g_01546
OG0001780	Prbi.g_01471	Syad.g_00288
OG0001875	Prbi.g_01757	Syad.g_01547
OG0001876	Prbi.g_01758	Syad.g_01548
OG0001995	Prbi.g_01411	Syad.g_01377
OG0002001	Prbi.g_00771	Syad.g_02753
OG0002020	Prbi.g_01297, Prbi.g_01552	Syad.g_00120
OG0002021	Prbi.g_01295, Prbi.g_01554	Syad.g_00118
OG0002022	Prbi.g_01294, Prbi.g_01555	Syad.g_00115
OG0002023	Prbi.g_01293, Prbi.g_01556	Syad.g_00114
OG0002024	Prbi.g_01289, Prbi.g_01560	Syad.g_00108
OG0002054	Prbi.g_01288, Prbi.g_01561	Syad.g_00107
OG0002055	Prbi.g_01291, Prbi.g_01558	Syad.g_00110
OG0002131	Prbi.g_01296, Prbi.g_01553	Syad.g_00119
OG0002132	Prbi.g_01292, Prbi.g_01557	Syad.g_00111
OG0002133	Prbi.g_01290, Prbi.g_01559	Syad.g_00109
OG0002178	Prbi.g_01286, Prbi.g_01563	Syad.g_00113
OG0002295	Prbi.g_01533	Syad.g_02238
OG0002380	Prbi.g_00425	Syad.g_02681
OG0002416	Prbi.g_01269	Syad.g_02044
OG0002785	Prbi.g_00725	Syad.g_02531
OG0002838	Prbi.g_01513	Syad.g_00265
OG0003248	Prbi.g_02018	Syad.g_01973
OG0003404	Prbi.g_01514	Syad.g_00266
OG0003632	Prbi.g_01755	Syad.g_00852
OG0003780	Prbi.g_01507	Syad.g_00261
OG0003781	Prbi.g_01506	Syad.g_00264
OG0003813	Prbi.g_01310	Syad.g_00270
