Orthogroup	Prbi	Syan
OG0001138	Prbi.g_01233	Syan.g_02638
OG0001139	Prbi.g_01234	Syan.g_02636
OG0001140	Prbi.g_01235	Syan.g_02635
OG0001141	Prbi.g_01236	Syan.g_02625
OG0001142	Prbi.g_01237	Syan.g_02624
OG0001143	Prbi.g_01244	Syan.g_02616
OG0001144	Prbi.g_01249	Syan.g_02596
OG0001145	Prbi.g_01383	Syan.g_01200
OG0001146	Prbi.g_01395	Syan.g_01219
OG0001147	Prbi.g_01425	Syan.g_02842
OG0001148	Prbi.g_01441	Syan.g_02775
OG0001149	Prbi.g_01442	Syan.g_02776
OG0001150	Prbi.g_01443	Syan.g_02777
OG0001151	Prbi.g_01454	Syan.g_02884
OG0001152	Prbi.g_01455	Syan.g_02885
OG0001153	Prbi.g_01622	Syan.g_02828
OG0001154	Prbi.g_01623	Syan.g_02829
OG0001156	Prbi.g_01638	Syan.g_02404
OG0001157	Prbi.g_01639	Syan.g_02403
OG0001158	Prbi.g_01640	Syan.g_02402
OG0001159	Prbi.g_01641	Syan.g_02401
OG0001160	Prbi.g_01665	Syan.g_01377
OG0001161	Prbi.g_01678	Syan.g_01594
OG0001162	Prbi.g_01689	Syan.g_02943
OG0001163	Prbi.g_01779	Syan.g_01385
OG0001164	Prbi.g_01783	Syan.g_01392
OG0001166	Prbi.g_01806	Syan.g_01430
OG0001167	Prbi.g_01823	Syan.g_00992
OG0001168	Prbi.g_01825	Syan.g_01456
OG0001169	Prbi.g_01827	Syan.g_01458
OG0001170	Prbi.g_01829	Syan.g_01460
OG0001171	Prbi.g_01838	Syan.g_01470
OG0001172	Prbi.g_01851	Syan.g_02110
OG0001173	Prbi.g_01852	Syan.g_02111
OG0001174	Prbi.g_01860	Syan.g_02119
OG0001175	Prbi.g_01861	Syan.g_02120
OG0001176	Prbi.g_01869	Syan.g_02253
OG0001177	Prbi.g_01872	Syan.g_02256
OG0001179	Prbi.g_01922	Syan.g_02218
OG0001180	Prbi.g_01944	Syan.g_02191
OG0001181	Prbi.g_01948	Syan.g_02187
OG0001182	Prbi.g_01955	Syan.g_02179
OG0001183	Prbi.g_01959	Syan.g_02166
OG0001184	Prbi.g_01975	Syan.g_01929
OG0001185	Prbi.g_01989	Syan.g_01902
OG0001186	Prbi.g_02012	Syan.g_01864
OG0001187	Prbi.g_02028	Syan.g_01811
OG0001188	Prbi.g_02031	Syan.g_01806
OG0001189	Prbi.g_02048	Syan.g_01723
OG0001190	Prbi.g_02052	Syan.g_01565
OG0001191	Prbi.g_02062	Syan.g_01578
OG0001192	Prbi.g_02067	Syan.g_01585
OG0001193	Prbi.g_02077	Syan.g_01626
OG0001194	Prbi.g_02078	Syan.g_01627
OG0001195	Prbi.g_02079	Syan.g_01628
OG0001196	Prbi.g_02092	Syan.g_01693
OG0001197	Prbi.g_02093	Syan.g_01695
OG0001198	Prbi.g_02100	Syan.g_01793
OG0001199	Prbi.g_00081	Syan.g_02913
OG0001200	Prbi.g_00083	Syan.g_02915
OG0001201	Prbi.g_00115	Syan.g_02975
OG0001202	Prbi.g_00223	Syan.g_03084
OG0001203	Prbi.g_00262	Syan.g_02426
OG0001204	Prbi.g_00267	Syan.g_02097
OG0001205	Prbi.g_00446	Syan.g_01337
OG0001206	Prbi.g_00464	Syan.g_02880
OG0001207	Prbi.g_00480	Syan.g_02772
OG0001208	Prbi.g_00485	Syan.g_02762
OG0001209	Prbi.g_00538	Syan.g_01163
OG0001210	Prbi.g_00543	Syan.g_00830
OG0001211	Prbi.g_00553	Syan.g_00852
OG0001212	Prbi.g_00598	Syan.g_01002
OG0001213	Prbi.g_00631	Syan.g_01141
OG0001214	Prbi.g_00640	Syan.g_00814
OG0001215	Prbi.g_00693	Syan.g_00539
OG0001216	Prbi.g_00747	Syan.g_00319
OG0001217	Prbi.g_00792	Syan.g_00617
OG0001218	Prbi.g_00800	Syan.g_02837
OG0001219	Prbi.g_00835	Syan.g_00477
OG0001220	Prbi.g_00899	Syan.g_00203
OG0001221	Prbi.g_00962	Syan.g_01446
OG0001222	Prbi.g_01001	Syan.g_00552
OG0001223	Prbi.g_01027	Syan.g_00599
OG0001224	Prbi.g_01082	Syan.g_00294
OG0001225	Prbi.g_01084	Syan.g_00292
OG0001226	Prbi.g_01111	Syan.g_02922
OG0001227	Prbi.g_01130	Syan.g_00940
OG0001228	Prbi.g_01252	Syan.g_01938
OG0001229	Prbi.g_01437	Syan.g_02631
OG0001230	Prbi.g_01581	Syan.g_01288
OG0001231	Prbi.g_01687	Syan.g_01764
OG0001232	Prbi.g_01810	Syan.g_01439
OG0001233	Prbi.g_01830	Syan.g_01461
OG0001234	Prbi.g_01864	Syan.g_01995
OG0001235	Prbi.g_01874	Syan.g_02130
OG0001236	Prbi.g_01972	Syan.g_01933
OG0001237	Prbi.g_01976	Syan.g_01928
OG0001239	Prbi.g_00078	Syan.g_02910
OG0001240	Prbi.g_00100	Syan.g_02963
OG0001242	Prbi.g_00127	Syan.g_02297
OG0001243	Prbi.g_00133	Syan.g_02289
OG0001244	Prbi.g_00149	Syan.g_03004
OG0001245	Prbi.g_00404	Syan.g_00179
OG0001246	Prbi.g_00507	Syan.g_02734
OG0001247	Prbi.g_00686	Syan.g_00199
OG0001249	Prbi.g_00825	Syan.g_02150
OG0001250	Prbi.g_00888	Syan.g_00382
OG0001251	Prbi.g_00935	Syan.g_00490
OG0001252	Prbi.g_01077	Syan.g_00304
OG0001253	Prbi.g_01131	Syan.g_00099
OG0001254	Prbi.g_01176	Syan.g_01148
OG0001256	Prbi.g_01680	Syan.g_01384
OG0001258	Prbi.g_01784	Syan.g_01395
OG0001259	Prbi.g_01828	Syan.g_01459
OG0001260	Prbi.g_01844	Syan.g_01478
OG0001261	Prbi.g_01930	Syan.g_02209
OG0001262	Prbi.g_02046	Syan.g_01721
OG0001263	Prbi.g_00136	Syan.g_02286
OG0001264	Prbi.g_00047, Prbi.g_01743	Syan.g_02949
OG0001265	Prbi.g_00126	Syan.g_02299
OG0001266	Prbi.g_00227	Syan.g_03088
OG0001267	Prbi.g_00304	Syan.g_02023
OG0001268	Prbi.g_00363	Syan.g_02138
OG0001270	Prbi.g_00435	Syan.g_02393
OG0001271	Prbi.g_00475	Syan.g_02849
OG0001272	Prbi.g_00489	Syan.g_02758
OG0001274	Prbi.g_00707	Syan.g_01528
OG0001275	Prbi.g_01037	Syan.g_00628
OG0001276	Prbi.g_01061	Syan.g_00360
OG0001277	Prbi.g_01119	Syan.g_00007
OG0001278	Prbi.g_01257	Syan.g_02585
OG0001279	Prbi.g_01332	Syan.g_01306
OG0001281	Prbi.g_01396	Syan.g_01220
OG0001282	Prbi.g_01440	Syan.g_02774
OG0001283	Prbi.g_01459	Syan.g_01687
OG0001284	Prbi.g_01660	Syan.g_01369
OG0001285	Prbi.g_01813	Syan.g_00977
OG0001286	Prbi.g_01942	Syan.g_02193
OG0001287	Prbi.g_01996	Syan.g_01894
OG0001289	Prbi.g_00094	Syan.g_02942
OG0001291	Prbi.g_00143	Syan.g_02273
OG0001292	Prbi.g_00272	Syan.g_02091
OG0001293	Prbi.g_00285	Syan.g_02051
OG0001294	Prbi.g_00402	Syan.g_00758
OG0001295	Prbi.g_00469	Syan.g_00836
OG0001296	Prbi.g_00512	Syan.g_02728
OG0001297	Prbi.g_00517	Syan.g_02724
OG0001298	Prbi.g_00579	Syan.g_00944
OG0001299	Prbi.g_00669	Syan.g_00764
OG0001303	Prbi.g_01041	Syan.g_00479
OG0001304	Prbi.g_01071	Syan.g_00345
OG0001305	Prbi.g_01090	Syan.g_00191
OG0001306	Prbi.g_01193	Syan.g_02714
OG0001308	Prbi.g_01601	Syan.g_01248
OG0001309	Prbi.g_01684	Syan.g_01196
OG0001310	Prbi.g_01799	Syan.g_01422
OG0001311	Prbi.g_01063	Syan.g_00358
OG0001312	Prbi.g_00990	Syan.g_00496
OG0001314	Prbi.g_00723, Prbi.g_00783	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470
OG0001315	Prbi.g_00068	Syan.g_02168
OG0001317	Prbi.g_00258	Syan.g_02422
OG0001318	Prbi.g_00280	Syan.g_02060
OG0001319	Prbi.g_00296	Syan.g_02034
OG0001323	Prbi.g_00522	Syan.g_01193
OG0001325	Prbi.g_00750	Syan.g_00323
OG0001326	Prbi.g_00923	Syan.g_01636
OG0001327	Prbi.g_01102	Syan.g_00753
OG0001328	Prbi.g_01129	Syan.g_02675
OG0001329	Prbi.g_01169	Syan.g_00838
OG0001330	Prbi.g_01362	Syan.g_01202
OG0001331	Prbi.g_01445	Syan.g_02779
OG0001332	Prbi.g_01633	Syan.g_00412
OG0001333	Prbi.g_01824	Syan.g_01455
OG0001336	Prbi.g_02089	Syan.g_01688
OG0001341	Prbi.g_00790	Syan.g_00524
OG0001345	Prbi.g_01226	Syan.g_02655
OG0001346	Prbi.g_01392	Syan.g_01214
OG0001349	Prbi.g_01590	Syan.g_01131
OG0001351	Prbi.g_00455	Syan.g_02804
OG0001353	Prbi.g_00879	Syan.g_00372
OG0001354	Prbi.g_01019	Syan.g_00585
OG0001356	Prbi.g_01301	Syan.g_00067
OG0001358	Prbi.g_00622	Syan.g_00017
OG0001360	Prbi.g_01132	Syan.g_02653
OG0001361	Prbi.g_01223	Syan.g_02658
OG0001364	Prbi.g_01965	Syan.g_01950
OG0001365	Prbi.g_02056	Syan.g_01570
OG0001369	Prbi.g_01522, Prbi.g_00099	Syan.g_02962
OG0001371	Prbi.g_00682	Syan.g_02927, Syan.g_02928
OG0001373	Prbi.g_00922	Syan.g_01635
OG0001374	Prbi.g_00930	Syan.g_01644
OG0001376	Prbi.g_01096	Syan.g_00511
OG0001377	Prbi.g_01097	Syan.g_00510
OG0001378	Prbi.g_01141	Syan.g_02392
OG0001379	Prbi.g_01385	Syan.g_01206
OG0001380	Prbi.g_01427	Syan.g_00442
OG0001382	Prbi.g_01699	Syan.g_00680
OG0001385	Prbi.g_00919	Syan.g_01632
OG0001386	Prbi.g_00920	Syan.g_01633
OG0001387	Prbi.g_00921	Syan.g_01634
OG0001388	Prbi.g_00924	Syan.g_01637
OG0001389	Prbi.g_00925	Syan.g_01639
OG0001390	Prbi.g_00926	Syan.g_01640
OG0001391	Prbi.g_00927	Syan.g_01641
OG0001392	Prbi.g_00928	Syan.g_01642
OG0001393	Prbi.g_00929	Syan.g_01643
OG0001394	Prbi.g_00966	Syan.g_00722
OG0001395	Prbi.g_01073	Syan.g_00340
OG0001399	Prbi.g_01866	Syan.g_02175
OG0001402	Prbi.g_00808	Syan.g_00011
OG0001403	Prbi.g_00030	Syan.g_01744
OG0001404	Prbi.g_00075	Syan.g_00343
OG0001406	Prbi.g_01095	Syan.g_00512
OG0001407	Prbi.g_01109	Syan.g_00455
OG0001408	Prbi.g_01114	Syan.g_00073
OG0001409	Prbi.g_01214	Syan.g_00284
OG0001411	Prbi.g_01491	Syan.g_01125
OG0001415	Prbi.g_00255	Syan.g_01004
OG0001416	Prbi.g_00460	Syan.g_00103
OG0001417	Prbi.g_00471	Syan.g_00583
OG0001418	Prbi.g_00687	Syan.g_02689
OG0001419	Prbi.g_01110	Syan.g_00454
OG0001420	Prbi.g_01150	Syan.g_01180
OG0001422	Prbi.g_01705	Syan.g_00645
OG0001423	Prbi.g_01567, Prbi.g_02024	Syan.g_01318
OG0001425	Prbi.g_02066	Syan.g_01584
OG0001428	Prbi.g_00196	Syan.g_03039
OG0001429	Prbi.g_00836	Syan.g_00480
OG0001432	Prbi.g_01673	Syan.g_00092
OG0001433	Prbi.g_01302	Syan.g_00245
OG0001435	Prbi.g_00947	Syan.g_00745
OG0001437	Prbi.g_00254	Syan.g_01005
OG0001438	Prbi.g_00317	Syan.g_02009
OG0001439	Prbi.g_00331	Syan.g_01986
OG0001441	Prbi.g_00524	Syan.g_01191
OG0001442	Prbi.g_00781	Syan.g_00709
OG0001447	Prbi.g_00134	Syan.g_02288
OG0001449	Prbi.g_00421	Syan.g_02058
OG0001452	Prbi.g_00937	Syan.g_02066
OG0001453	Prbi.g_01031	Syan.g_00608
OG0001454	Prbi.g_01125	Syan.g_00418
OG0001456	Prbi.g_01184	Syan.g_01646
OG0001457	Prbi.g_01185	Syan.g_01647
OG0001458	Prbi.g_01186	Syan.g_01648
OG0001459	Prbi.g_01344	Syan.g_02343
OG0001460	Prbi.g_01303	Syan.g_00244
OG0001461	Prbi.g_01545	Syan.g_00657
OG0001462	Prbi.g_00034	Syan.g_01737
OG0001467	Prbi.g_00826	Syan.g_00107
OG0001471	Prbi.g_01676	Syan.g_01991
OG0001473	Prbi.g_02013	Syan.g_00133
OG0001474	Prbi.g_00364	Syan.g_02137
OG0001475	Prbi.g_01472	Syan.g_01833
OG0001479	Prbi.g_00361	Syan.g_02140
OG0001480	Prbi.g_00393	Syan.g_00072
OG0001486	Prbi.g_01205	Syan.g_02698
OG0001492	Prbi.g_01254	Syan.g_02588
OG0001493	Prbi.g_01262	Syan.g_02578
OG0001495	Prbi.g_01871	Syan.g_02257
OG0001502	Prbi.g_00817	Syan.g_00401
OG0001504	Prbi.g_01345	Syan.g_02344
OG0001507	Prbi.g_01739	Syan.g_02695
OG0001508	Prbi.g_01473	Syan.g_01814
OG0001513	Prbi.g_01761	Syan.g_03078
OG0001520	Prbi.g_00416	Syan.g_00943
OG0001522	Prbi.g_00880	Syan.g_00464
OG0001546	Prbi.g_00527	Syan.g_01188
OG0001547	Prbi.g_00819	Syan.g_00462
OG0001553	Prbi.g_01586	Syan.g_01282
OG0001554	Prbi.g_01682	Syan.g_00282
OG0001557	Prbi.g_00967	Syan.g_00721
OG0001564	Prbi.g_01485	Syan.g_00082
OG0001566	Prbi.g_00679	Syan.g_01072
OG0001567	Prbi.g_00818	Syan.g_00461
OG0001568	Prbi.g_00820	Syan.g_00463
OG0001570	Prbi.g_01152	Syan.g_00636
OG0001584	Prbi.g_00982	Syan.g_00701
OG0001587	Prbi.g_01846	Syan.g_01482
OG0001590	Prbi.g_01538	Syan.g_00821
OG0001625	Prbi.g_00282	Syan.g_02057
OG0001627	Prbi.g_00797	Syan.g_02410
OG0001647	Prbi.g_00297	Syan.g_02032
OG0001695	Prbi.g_01299, Prbi.g_01550	Syan.g_01656
OG0001740	Prbi.g_01298, Prbi.g_01551	Syan.g_01659
OG0001774	Prbi.g_00680	Syan.g_02509
OG0001782	Prbi.g_00739	Syan.g_01869
OG0001919	Prbi.g_00418	Syan.g_00078
OG0001995	Prbi.g_01411	Syan.g_02683
OG0002020	Prbi.g_01297, Prbi.g_01552	Syan.g_01671
OG0002021	Prbi.g_01295, Prbi.g_01554	Syan.g_01673
OG0002022	Prbi.g_01294, Prbi.g_01555	Syan.g_01674
OG0002023	Prbi.g_01293, Prbi.g_01556	Syan.g_01675
OG0002024	Prbi.g_01289, Prbi.g_01560	Syan.g_01667
OG0002054	Prbi.g_01288, Prbi.g_01561	Syan.g_01668
OG0002055	Prbi.g_01291, Prbi.g_01558	Syan.g_01664
OG0002131	Prbi.g_01296, Prbi.g_01553	Syan.g_01672
OG0002132	Prbi.g_01292, Prbi.g_01557	Syan.g_01663
OG0002133	Prbi.g_01290, Prbi.g_01559	Syan.g_01665
OG0002178	Prbi.g_01286, Prbi.g_01563	Syan.g_01662
OG0002364	Prbi.g_00837	Syan.g_00481
OG0002399	Prbi.g_01531	Syan.g_01314
OG0002416	Prbi.g_01269	Syan.g_00137
OG0002486	Prbi.g_00738	Syan.g_01870
OG0002562	Prbi.g_01569	Syan.g_01321
OG0002631	Prbi.g_01889	Syan.g_02081, Syan.g_02072
OG0002722	Prbi.g_00742	Syan.g_01097
OG0003086	Prbi.g_00733, Prbi.g_01532	Syan.g_01315
OG0003214	Prbi.g_00720	Syan.g_02073
OG0003491	Prbi.g_01416	Syan.g_01557
OG0004021	Prbi.g_01527	Syan.g_01849
OG0004716	Prbi.g_00158	Syan.g_00523
OG0004717	Prbi.g_01283, Prbi.g_01566	Syan.g_01040
OG0005704	Prbi.g_01494	Syan.g_01111
