Orthogroup	Prbg	Prbj
OG0001085	Prbg.g_01737	Prbj.g_01029
OG0001086	Prbg.g_01734	Prbj.g_01033
OG0001087	Prbg.g_01733	Prbj.g_01034
OG0001088	Prbg.g_01732	Prbj.g_02635
OG0001089	Prbg.g_01742	Prbj.g_01025
OG0001090	Prbg.g_01744	Prbj.g_01023
OG0001091	Prbg.g_01745	Prbj.g_01022
OG0001092	Prbg.g_01746	Prbj.g_01021
OG0001093	Prbg.g_01747	Prbj.g_01020
OG0001094	Prbg.g_01748	Prbj.g_01019
OG0001095	Prbg.g_01749	Prbj.g_01018
OG0001096	Prbg.g_01750	Prbj.g_01017
OG0001097	Prbg.g_01751	Prbj.g_01016
OG0001098	Prbg.g_01752	Prbj.g_01015
OG0001099	Prbg.g_01753	Prbj.g_01014
OG0001100	Prbg.g_01754	Prbj.g_01013
OG0001101	Prbg.g_01755	Prbj.g_01012
OG0001102	Prbg.g_01756	Prbj.g_01011
OG0001103	Prbg.g_01757	Prbj.g_01010
OG0001104	Prbg.g_01758	Prbj.g_01009
OG0001105	Prbg.g_01759	Prbj.g_01008
OG0001106	Prbg.g_01760	Prbj.g_01007
OG0001107	Prbg.g_01761	Prbj.g_01006
OG0001108	Prbg.g_01762	Prbj.g_01005
OG0001109	Prbg.g_01763	Prbj.g_01004
OG0001110	Prbg.g_01764	Prbj.g_01003
OG0001111	Prbg.g_01765	Prbj.g_01002
OG0001112	Prbg.g_01766	Prbj.g_01001
OG0001113	Prbg.g_01767	Prbj.g_01000
OG0001114	Prbg.g_01768	Prbj.g_00999
OG0001115	Prbg.g_01769	Prbj.g_00998
OG0001116	Prbg.g_01770	Prbj.g_00997
OG0001117	Prbg.g_01771	Prbj.g_00996
OG0001118	Prbg.g_01772	Prbj.g_00995
OG0001119	Prbg.g_01773	Prbj.g_00994
OG0001120	Prbg.g_01774	Prbj.g_00993
OG0001121	Prbg.g_01776	Prbj.g_00990
OG0001122	Prbg.g_01777	Prbj.g_00989
OG0001123	Prbg.g_01778	Prbj.g_00988
OG0001124	Prbg.g_01780	Prbj.g_00986
OG0001125	Prbg.g_01782	Prbj.g_00984
OG0001126	Prbg.g_01783	Prbj.g_00983
OG0001127	Prbg.g_01786	Prbj.g_00414
OG0001128	Prbg.g_01787	Prbj.g_00413
OG0001129	Prbg.g_01788	Prbj.g_00410
OG0001130	Prbg.g_01791	Prbj.g_00407
OG0001131	Prbg.g_01792	Prbj.g_00406
OG0001132	Prbg.g_01793	Prbj.g_00405
OG0001133	Prbg.g_01794	Prbj.g_00404
OG0001134	Prbg.g_01795	Prbj.g_00403
OG0001135	Prbg.g_01796	Prbj.g_00402
OG0001136	Prbg.g_01797	Prbj.g_00401
OG0001137	Prbg.g_01798	Prbj.g_00400
OG0001138	Prbg.g_01799	Prbj.g_00399
OG0001139	Prbg.g_01801	Prbj.g_00397
OG0001140	Prbg.g_01802	Prbj.g_00395
OG0001141	Prbg.g_01803	Prbj.g_00394
OG0001142	Prbg.g_01807	Prbj.g_00368
OG0001143	Prbg.g_01808	Prbj.g_00367
OG0001144	Prbg.g_01809	Prbj.g_00365
OG0001145	Prbg.g_01810	Prbj.g_00364
OG0001146	Prbg.g_01811	Prbj.g_00363
OG0001147	Prbg.g_01812	Prbj.g_00362
OG0001148	Prbg.g_01813	Prbj.g_00361
OG0001149	Prbg.g_01815	Prbj.g_01494
OG0001150	Prbg.g_01816	Prbj.g_01498
OG0001151	Prbg.g_01820	Prbj.g_01501
OG0001152	Prbg.g_01821	Prbj.g_01502
OG0001153	Prbg.g_01822	Prbj.g_01504
OG0001154	Prbg.g_01824	Prbj.g_01506
OG0001155	Prbg.g_01826	Prbj.g_01509
OG0001156	Prbg.g_01828	Prbj.g_01513
OG0001157	Prbg.g_01830	Prbj.g_01515
OG0001158	Prbg.g_01832	Prbj.g_01517
OG0001159	Prbg.g_01833	Prbj.g_01518
OG0001160	Prbg.g_01834	Prbj.g_01519
OG0001161	Prbg.g_01835	Prbj.g_01576
OG0001162	Prbg.g_01836	Prbj.g_01577
OG0001163	Prbg.g_01837	Prbj.g_01578
OG0001164	Prbg.g_01838	Prbj.g_01579
OG0001165	Prbg.g_01839	Prbj.g_01580
OG0001166	Prbg.g_01840	Prbj.g_01581
OG0001167	Prbg.g_01842	Prbj.g_01592
OG0001168	Prbg.g_01843	Prbj.g_01593
OG0001169	Prbg.g_01844	Prbj.g_01594
OG0001170	Prbg.g_01845	Prbj.g_01596
OG0001171	Prbg.g_01846	Prbj.g_01597
OG0001172	Prbg.g_01848	Prbj.g_01599
OG0001173	Prbg.g_01850	Prbj.g_01821
OG0001174	Prbg.g_01851	Prbj.g_01820
OG0001175	Prbg.g_01852	Prbj.g_01819
OG0001176	Prbg.g_01854	Prbj.g_01809
OG0001177	Prbg.g_01856	Prbj.g_01290
OG0001178	Prbg.g_01859	Prbj.g_01286
OG0001179	Prbg.g_01860	Prbj.g_01285
OG0001180	Prbg.g_01861	Prbj.g_01284
OG0001181	Prbg.g_01862	Prbj.g_01283
OG0001182	Prbg.g_01863	Prbj.g_01282
OG0001183	Prbg.g_01864	Prbj.g_01281
OG0001184	Prbg.g_01866	Prbj.g_01253
OG0001185	Prbg.g_01868	Prbj.g_01250
OG0001186	Prbg.g_01869	Prbj.g_01249
OG0001187	Prbg.g_01870	Prbj.g_01248
OG0001188	Prbg.g_01871	Prbj.g_01245
OG0001189	Prbg.g_01872	Prbj.g_01244
OG0001190	Prbg.g_01873	Prbj.g_01243
OG0001191	Prbg.g_01874	Prbj.g_01241
OG0001192	Prbg.g_01875	Prbj.g_01239
OG0001193	Prbg.g_01876	Prbj.g_01238
OG0001194	Prbg.g_01877	Prbj.g_01236
OG0001195	Prbg.g_01878	Prbj.g_01235
OG0001196	Prbg.g_01879	Prbj.g_01234
OG0001197	Prbg.g_01880	Prbj.g_01233
OG0001198	Prbg.g_01881	Prbj.g_01232
OG0001199	Prbg.g_01882	Prbj.g_01231
OG0001200	Prbg.g_01883	Prbj.g_01229
OG0001201	Prbg.g_01884	Prbj.g_01228
OG0001202	Prbg.g_01885	Prbj.g_01227
OG0001203	Prbg.g_01887	Prbj.g_01225
OG0001204	Prbg.g_01889	Prbj.g_01221
OG0001205	Prbg.g_01891	Prbj.g_01219
OG0001206	Prbg.g_01892	Prbj.g_01218
OG0001207	Prbg.g_01893	Prbj.g_01955
OG0001208	Prbg.g_01894	Prbj.g_01956
OG0001209	Prbg.g_01895	Prbj.g_01957
OG0001210	Prbg.g_01896	Prbj.g_01958
OG0001211	Prbg.g_01897	Prbj.g_01960
OG0001212	Prbg.g_01898	Prbj.g_01961
OG0001213	Prbg.g_01899	Prbj.g_01962
OG0001214	Prbg.g_01901	Prbj.g_01964
OG0001215	Prbg.g_01902	Prbj.g_01966
OG0001216	Prbg.g_01903	Prbj.g_01968
OG0001217	Prbg.g_01904	Prbj.g_01969
OG0001218	Prbg.g_01905	Prbj.g_01970
OG0001219	Prbg.g_01908	Prbj.g_01975
OG0001220	Prbg.g_01909	Prbj.g_01980
OG0001221	Prbg.g_01913	Prbj.g_02002
OG0001222	Prbg.g_01914	Prbj.g_02005
OG0001223	Prbg.g_01915	Prbj.g_02006
OG0001224	Prbg.g_01917	Prbj.g_02008
OG0001225	Prbg.g_01918	Prbj.g_02009
OG0001226	Prbg.g_01919	Prbj.g_02012
OG0001227	Prbg.g_01920	Prbj.g_02013
OG0001228	Prbg.g_01921	Prbj.g_02019
OG0001229	Prbg.g_01922	Prbj.g_02020
OG0001230	Prbg.g_01923	Prbj.g_02021
OG0001231	Prbg.g_01924	Prbj.g_02034
OG0001232	Prbg.g_01927	Prbj.g_02043
OG0001233	Prbg.g_01928	Prbj.g_02044
OG0001234	Prbg.g_01929	Prbj.g_02045
OG0001235	Prbg.g_01930	Prbj.g_02046
OG0001236	Prbg.g_01932	Prbj.g_02048
OG0001237	Prbg.g_01933	Prbj.g_02049
OG0001238	Prbg.g_01936	Prbj.g_02053
OG0001239	Prbg.g_01937	Prbj.g_02055
OG0001240	Prbg.g_01938	Prbj.g_02056
OG0001241	Prbg.g_00758	Prbj.g_02060
OG0001242	Prbg.g_00759	Prbj.g_02062
OG0001243	Prbg.g_00760	Prbj.g_02063
OG0001244	Prbg.g_00761	Prbj.g_02065
OG0001245	Prbg.g_00762	Prbj.g_02067
OG0001246	Prbg.g_00763	Prbj.g_02069
OG0001247	Prbg.g_00764	Prbj.g_02070
OG0001248	Prbg.g_00765	Prbj.g_02071
OG0001249	Prbg.g_00766	Prbj.g_02072
OG0001250	Prbg.g_00767	Prbj.g_02073
OG0001251	Prbg.g_00862	Prbj.g_00603
OG0001252	Prbg.g_00912	Prbj.g_01545
OG0001253	Prbg.g_00927	Prbj.g_00538
OG0001254	Prbg.g_00060	Prbj.g_01406
OG0001255	Prbg.g_00116	Prbj.g_00342
OG0001257	Prbg.g_00201	Prbj.g_01628
OG0001258	Prbg.g_00217	Prbj.g_01609
OG0001259	Prbg.g_00309	Prbj.g_01782
OG0001261	Prbg.g_01195	Prbj.g_02475
OG0001262	Prbg.g_01212	Prbj.g_02498
OG0001264	Prbg.g_01083	Prbj.g_02339
OG0001265	Prbg.g_01330	Prbj.g_02209
OG0001266	Prbg.g_00358	Prbj.g_00678
OG0001267	Prbg.g_01504	Prbj.g_00769
OG0001268	Prbg.g_01489	Prbj.g_00969
OG0001269	Prbg.g_00504	Prbj.g_00670
OG0001270	Prbg.g_00634	Prbj.g_02627
OG0001271	Prbg.g_00647	Prbj.g_01691
OG0001272	Prbg.g_00367	Prbj.g_00907
OG0001273	Prbg.g_00708	Prbj.g_02106
OG0001274	Prbg.g_00726	Prbj.g_00780
OG0001275	Prbg.g_01561	Prbj.g_00158
OG0001276	Prbg.g_01351	Prbj.g_02368
OG0001278	Prbg.g_01641	Prbj.g_00870
OG0001279	Prbg.g_01645	Prbj.g_00865
OG0001280	Prbg.g_01648	Prbj.g_00862
OG0001281	Prbg.g_01718	Prbj.g_02653
OG0001282	Prbg.g_01655	Prbj.g_00851
OG0001283	Prbg.g_01827	Prbj.g_01512
OG0001284	Prbg.g_01858	Prbj.g_01287
OG0001285	Prbg.g_01888	Prbj.g_01223
OG0001286	Prbg.g_01940	Prbj.g_02058
OG0001287	Prbg.g_00727	Prbj.g_00214, Prbj.g_02701
OG0001288	Prbg.g_00157	Prbj.g_00101
OG0001290	Prbg.g_00843	Prbj.g_01203
OG0001291	Prbg.g_00798	Prbj.g_00567
OG0001292	Prbg.g_00795	Prbj.g_00570
OG0001293	Prbg.g_00793	Prbj.g_00572
OG0001294	Prbg.g_00863	Prbj.g_00604
OG0001295	Prbg.g_00893	Prbj.g_01560
OG0001296	Prbg.g_00900	Prbj.g_01529
OG0001297	Prbg.g_00978	Prbj.g_01164
OG0001298	Prbg.g_01026	Prbj.g_01340
OG0001299	Prbg.g_01035	Prbj.g_01353
OG0001300	Prbg.g_00457	Prbj.g_01896
OG0001301	Prbg.g_01420	Prbj.g_02575
OG0001303	Prbg.g_01549	Prbj.g_00663
OG0001304	Prbg.g_01243	Prbj.g_01847
OG0001305	Prbg.g_01238	Prbj.g_01842
OG0001306	Prbg.g_01926	Prbj.g_02042
OG0001307	Prbg.g_00458	Prbj.g_02357
OG0001308	Prbg.g_00698	Prbj.g_00046
OG0001309	Prbg.g_01890	Prbj.g_01220
OG0001310	Prbg.g_00007	Prbj.g_00688
OG0001311	Prbg.g_01453	Prbj.g_00007
OG0001312	Prbg.g_00503	Prbj.g_00671
OG0001313	Prbg.g_00142	Prbj.g_01184
OG0001314	Prbg.g_01673	Prbj.g_00477
OG0001315	Prbg.g_01708	Prbj.g_00426
OG0001316	Prbg.g_01823	Prbj.g_01505
OG0001319	Prbg.g_01020	Prbj.g_02610
OG0001320	Prbg.g_00714	Prbj.g_02145
OG0001324	Prbg.g_00442	Prbj.g_02632
OG0001326	Prbg.g_00722	Prbj.g_00731
OG0001327	Prbg.g_00697	Prbj.g_01718
OG0001328	Prbg.g_00482	Prbj.g_01734
OG0001329	Prbg.g_01935	Prbj.g_02051
OG0001331	Prbg.g_01646	Prbj.g_00864
OG0001332	Prbg.g_01697	Prbj.g_00450
OG0001333	Prbg.g_01789	Prbj.g_00409
OG0001335	Prbg.g_01886	Prbj.g_01226
OG0001336	Prbg.g_00902	Prbj.g_01531
OG0001337	Prbg.g_00892	Prbj.g_01558
OG0001339	Prbg.g_00982	Prbj.g_01168
OG0001340	Prbg.g_01031	Prbj.g_01346
OG0001341	Prbg.g_01044	Prbj.g_01369
OG0001342	Prbg.g_00059	Prbj.g_01405
OG0001343	Prbg.g_00122	Prbj.g_00335
OG0001345	Prbg.g_00154	Prbj.g_00098
OG0001346	Prbg.g_00191	Prbj.g_00131
OG0001347	Prbg.g_00205	Prbj.g_01624
OG0001350	Prbg.g_00233	Prbj.g_02100
OG0001351	Prbg.g_00295	Prbj.g_01797
OG0001353	Prbg.g_01006	Prbj.g_00269
OG0001355	Prbg.g_01202	Prbj.g_02482
OG0001357	Prbg.g_01315	Prbj.g_02227
OG0001358	Prbg.g_01329	Prbj.g_02210
OG0001361	Prbg.g_01432	Prbj.g_02165
OG0001362	Prbg.g_00407	Prbj.g_01299
OG0001366	Prbg.g_01687	Prbj.g_00460
OG0001368	Prbg.g_01857	Prbj.g_01288
OG0001369	Prbg.g_01331	Prbj.g_02208
OG0001375	Prbg.g_00910	Prbj.g_01541
OG0001378	Prbg.g_00052	Prbj.g_01395
OG0001380	Prbg.g_01139	Prbj.g_00951
OG0001381	Prbg.g_00177	Prbj.g_01893
OG0001384	Prbg.g_00238	Prbj.g_02109
OG0001396	Prbg.g_01612	Prbj.g_02309
OG0001410	Prbg.g_00712	Prbj.g_00249
OG0001412	Prbg.g_01267	Prbj.g_02298
OG0001425	Prbg.g_01554	Prbj.g_02174
OG0001429	Prbg.g_01297	Prbj.g_02252
OG0001430	Prbg.g_00012	Prbj.g_00038
OG0001436	Prbg.g_01638	Prbj.g_01986
OG0001439	Prbg.g_01192	Prbj.g_02473
OG0001448	Prbg.g_00737	Prbj.g_00690
OG0001451	Prbg.g_00429	Prbj.g_01102, Prbj.g_02711
OG0001452	Prbg.g_01907	Prbj.g_01972
OG0001455	Prbg.g_00425	Prbj.g_00045, Prbj.g_00051
OG0001456	Prbg.g_00308	Prbj.g_01783
OG0001466	Prbg.g_00696	Prbj.g_02172
OG0001471	Prbg.g_00432	Prbj.g_02457
OG0001483	Prbg.g_00471	Prbj.g_01720
OG0001486	Prbg.g_01104	Prbj.g_02385
OG0001487	Prbg.g_00344	Prbj.g_02554
OG0001489	Prbg.g_01740	Prbj.g_00378
OG0001504	Prbg.g_01099	Prbj.g_02381
OG0001508	Prbg.g_01615	Prbj.g_02626
OG0001531	Prbg.g_00418, Prbg.g_00392	Prbj.g_02170, Prbj.g_00673, Prbj.g_00315
OG0001544	Prbg.g_00731	Prbj.g_00071
OG0001545	Prbg.g_01080	Prbj.g_02336
OG0001546	Prbg.g_01197	Prbj.g_02477
OG0001547	Prbg.g_00034, Prbg.g_00440	Prbj.g_00698
OG0001548	Prbg.g_01545, Prbg.g_00402	Prbj.g_00125
OG0001574	Prbg.g_00406	Prbj.g_00213
OG0001587	Prbg.g_00817	Prbj.g_01889
OG0001588	Prbg.g_01547	Prbj.g_00872
OG0001593	Prbg.g_00182	Prbj.g_02460
OG0001608	Prbg.g_00700	Prbj.g_00374
OG0001622	Prbg.g_00387	Prbj.g_00745
OG0001632	Prbg.g_00691	Prbj.g_00859
OG0001633	Prbg.g_00699	Prbj.g_01121
OG0001634	Prbg.g_00386	Prbj.g_00746
OG0001635	Prbg.g_00385	Prbj.g_00749
OG0001636	Prbg.g_00384	Prbj.g_00750
OG0001694	Prbg.g_00145	Prbj.g_01492
OG0001697	Prbg.g_01617, Prbg.g_01049	Prbj.g_00779
OG0001714	Prbg.g_00631	Prbj.g_00662
OG0001715	Prbg.g_01853	Prbj.g_01818
OG0001716	Prbg.g_01455	Prbj.g_00005
OG0001717	Prbg.g_01056	Prbj.g_00033
OG0001718	Prbg.g_01050	Prbj.g_00040
OG0001719	Prbg.g_00118	Prbj.g_00340
OG0001737	Prbg.g_00833	Prbj.g_01216
OG0001738	Prbg.g_00884	Prbj.g_00628
OG0001739	Prbg.g_00883	Prbj.g_00626
OG0001740	Prbg.g_00882	Prbj.g_00625
OG0001741	Prbg.g_00871	Prbj.g_00612
OG0001742	Prbg.g_01543	Prbj.g_02612
OG0001743	Prbg.g_01021	Prbj.g_02613
OG0001744	Prbg.g_01695	Prbj.g_00452
OG0001745	Prbg.g_00284	Prbj.g_01881
OG0001746	Prbg.g_00491	Prbj.g_01743
OG0001747	Prbg.g_01473	Prbj.g_00828
OG0001748	Prbg.g_01134	Prbj.g_00939
OG0001749	Prbg.g_01124	Prbj.g_00908
OG0001750	Prbg.g_01343	Prbj.g_02200
OG0001751	Prbg.g_01333	Prbj.g_02206
OG0001752	Prbg.g_01327	Prbj.g_02212
OG0001753	Prbg.g_01283	Prbj.g_02272
OG0001754	Prbg.g_01248	Prbj.g_02325
OG0001755	Prbg.g_01096	Prbj.g_02372
OG0001756	Prbg.g_01164	Prbj.g_02417
OG0001757	Prbg.g_00725	Prbj.g_02496
OG0001758	Prbg.g_01213	Prbj.g_02499
OG0001759	Prbg.g_01220	Prbj.g_02513
OG0001760	Prbg.g_01074	Prbj.g_02522
OG0001761	Prbg.g_01113	Prbj.g_02526
OG0001762	Prbg.g_01392	Prbj.g_00817
OG0001763	Prbg.g_00895	Prbj.g_00122
OG0001764	Prbg.g_00138	Prbj.g_00065
OG0001765	Prbg.g_00109	Prbj.g_00353
OG0001766	Prbg.g_00108	Prbj.g_00354
OG0001767	Prbg.g_00107	Prbj.g_00356
OG0001768	Prbg.g_00106	Prbj.g_00357
OG0001769	Prbg.g_00105	Prbj.g_00358
OG0001770	Prbg.g_01800	Prbj.g_00398
OG0001771	Prbg.g_01784	Prbj.g_00982
OG0001772	Prbg.g_00904	Prbj.g_01533
OG0001773	Prbg.g_00810	Prbj.g_01546
OG0001774	Prbg.g_00958	Prbj.g_00507
OG0001775	Prbg.g_00964	Prbj.g_01142
OG0001776	Prbg.g_00463	Prbj.g_00247
OG0001777	Prbg.g_01906	Prbj.g_01971
OG0001778	Prbg.g_01910	Prbj.g_01981
OG0001779	Prbg.g_01911	Prbj.g_01982
OG0001780	Prbg.g_01338	Prbj.g_01983
OG0001781	Prbg.g_01916	Prbj.g_02007
OG0001782	Prbg.g_01925	Prbj.g_02041
OG0001795	Prbg.g_00281	Prbj.g_01878
OG0001799	Prbg.g_00685	Prbj.g_00029
OG0001800	Prbg.g_01582	Prbj.g_00676
OG0001801	Prbg.g_01536	Prbj.g_00677
OG0001802	Prbg.g_00400	Prbj.g_00942
OG0001803	Prbg.g_01320	Prbj.g_02220
OG0001831	Prbg.g_01491	Prbj.g_00967
OG0001832	Prbg.g_01479	Prbj.g_00839
OG0001852	Prbg.g_00026	Prbj.g_02168
OG0001883	Prbg.g_00839	Prbj.g_01209
OG0001884	Prbg.g_01841	Prbj.g_01590
OG0001885	Prbg.g_00640	Prbj.g_01685
OG0001886	Prbg.g_00279	Prbj.g_01876
OG0001887	Prbg.g_01463	Prbj.g_01911
OG0001888	Prbg.g_01580	Prbj.g_00708
OG0001891	Prbg.g_01138	Prbj.g_01092
OG0001892	Prbg.g_00738	Prbj.g_00871
OG0001893	Prbg.g_01246	Prbj.g_01851
OG0001894	Prbg.g_01276	Prbj.g_02282
OG0001895	Prbg.g_00802	Prbj.g_02463
OG0001896	Prbg.g_00420	Prbj.g_02528
OG0001897	Prbg.g_00126	Prbj.g_00326
OG0001898	Prbg.g_01036	Prbj.g_01358
OG0001899	Prbg.g_00826	Prbj.g_01944
OG0001900	Prbg.g_00827	Prbj.g_01945
OG0001901	Prbg.g_00831	Prbj.g_01954
OG0001902	Prbg.g_01934	Prbj.g_02050
OG0001905	Prbg.g_01618, Prbg.g_01600	Prbj.g_00301
OG0001920	Prbg.g_01661	Prbj.g_00490
OG0001921	Prbg.g_01417	Prbj.g_02578
OG0001923	Prbg.g_01594	Prbj.g_00070
OG0001925	Prbg.g_00704	Prbj.g_01665
OG0001967	Prbg.g_00710	Prbj.g_01328
OG0001968	Prbg.g_00638	Prbj.g_01683
OG0001970	Prbg.g_00014	Prbj.g_00935
OG0001971	Prbg.g_00015	Prbj.g_00934
OG0001972	Prbg.g_01308	Prbj.g_02238
OG0001973	Prbg.g_00933	Prbj.g_00532
OG0001980	Prbg.g_01318	Prbj.g_00203
OG0001994	Prbg.g_00146	Prbj.g_00549
OG0001995	Prbg.g_00845	Prbj.g_01201
OG0001997	Prbg.g_00020	Prbj.g_01812
OG0001998	Prbg.g_00019	Prbj.g_01813
OG0001999	Prbg.g_00018	Prbj.g_01814
OG0002004	Prbg.g_00815	Prbj.g_01486
OG0002040	Prbg.g_01584	Prbj.g_01357
OG0002044	Prbg.g_00988	Prbj.g_00232
OG0002071	Prbg.g_00736	Prbj.g_01664
