Orthogroup	Prbc	Syak
OG0001119	Prbc.g_02051	Syak.g_00478
OG0001120	Prbc.g_02052	Syak.g_00474
OG0001121	Prbc.g_00645	Syak.g_00114
OG0001123	Prbc.g_02086	Syak.g_00650
OG0001124	Prbc.g_02088	Syak.g_00652
OG0001125	Prbc.g_02090	Syak.g_00654
OG0001126	Prbc.g_02101	Syak.g_00757
OG0001127	Prbc.g_02102	Syak.g_00756
OG0001128	Prbc.g_02105	Syak.g_00753
OG0001129	Prbc.g_02106	Syak.g_00751
OG0001130	Prbc.g_02107	Syak.g_00750
OG0001131	Prbc.g_01941	Syak.g_00389
OG0001132	Prbc.g_02152	Syak.g_00120
OG0001133	Prbc.g_02128	Syak.g_00014
OG0001134	Prbc.g_00896	Syak.g_00273
OG0001135	Prbc.g_00899	Syak.g_00274
OG0001136	Prbc.g_01449	Syak.g_00901
OG0001137	Prbc.g_01436	Syak.g_00876
OG0001138	Prbc.g_01416	Syak.g_00839
OG0001139	Prbc.g_01414	Syak.g_00837
OG0001140	Prbc.g_01413	Syak.g_00836
OG0001141	Prbc.g_01412	Syak.g_00835
OG0001142	Prbc.g_01411	Syak.g_00834
OG0001143	Prbc.g_01404	Syak.g_00826
OG0001144	Prbc.g_01399	Syak.g_00815
OG0001145	Prbc.g_00558	Syak.g_00922
OG0001146	Prbc.g_00570	Syak.g_00943
OG0001147	Prbc.g_00589	Syak.g_01113
OG0001148	Prbc.g_00659	Syak.g_02563
OG0001149	Prbc.g_00660	Syak.g_02562
OG0001150	Prbc.g_00661	Syak.g_02561
OG0001151	Prbc.g_00672	Syak.g_02548
OG0001153	Prbc.g_00739	Syak.g_01084
OG0001154	Prbc.g_00740	Syak.g_01085
OG0001155	Prbc.g_00756	Syak.g_02480
OG0001156	Prbc.g_00759	Syak.g_02477
OG0001157	Prbc.g_00760	Syak.g_02476
OG0001158	Prbc.g_00761	Syak.g_02475
OG0001159	Prbc.g_00762	Syak.g_02474
OG0001160	Prbc.g_00787	Syak.g_02437
OG0001161	Prbc.g_01485	Syak.g_01906
OG0001162	Prbc.g_00799	Syak.g_00959
OG0001163	Prbc.g_00825	Syak.g_02429
OG0001164	Prbc.g_00829	Syak.g_02423
OG0001165	Prbc.g_00831	Syak.g_02418
OG0001166	Prbc.g_00849	Syak.g_02394
OG0001167	Prbc.g_00867	Syak.g_02366
OG0001168	Prbc.g_00868	Syak.g_02364
OG0001169	Prbc.g_00870	Syak.g_02362
OG0001170	Prbc.g_00872	Syak.g_02360
OG0001171	Prbc.g_00882	Syak.g_02349
OG0001172	Prbc.g_00937	Syak.g_01388
OG0001173	Prbc.g_00938	Syak.g_01387
OG0001174	Prbc.g_00946	Syak.g_01379
OG0001175	Prbc.g_00947	Syak.g_01378
OG0001176	Prbc.g_00959	Syak.g_01354
OG0001177	Prbc.g_00957	Syak.g_01356
OG0001178	Prbc.g_01309	Syak.g_02411
OG0001179	Prbc.g_00301	Syak.g_01324
OG0001181	Prbc.g_00274	Syak.g_01296
OG0001182	Prbc.g_00266	Syak.g_01287
OG0001183	Prbc.g_00247	Syak.g_01282
OG0001184	Prbc.g_00231	Syak.g_01571
OG0001185	Prbc.g_00216	Syak.g_01643
OG0001186	Prbc.g_00189	Syak.g_01709
OG0001187	Prbc.g_00966	Syak.g_01712
OG0001188	Prbc.g_00968	Syak.g_01714
OG0001189	Prbc.g_00985	Syak.g_01736
OG0001190	Prbc.g_00990	Syak.g_01942
OG0001191	Prbc.g_01000	Syak.g_01928
OG0001192	Prbc.g_01005	Syak.g_01921
OG0001193	Prbc.g_01018	Syak.g_01888
OG0001194	Prbc.g_01019	Syak.g_01882
OG0001195	Prbc.g_01020	Syak.g_01881
OG0001196	Prbc.g_01054	Syak.g_01811
OG0001197	Prbc.g_01056	Syak.g_01809
OG0001198	Prbc.g_01066	Syak.g_01798
OG0001199	Prbc.g_00499	Syak.g_02249
OG0001200	Prbc.g_00497	Syak.g_02247
OG0001201	Prbc.g_00465	Syak.g_02191
OG0001202	Prbc.g_00372	Syak.g_02061
OG0001203	Prbc.g_00332	Syak.g_02307
OG0001204	Prbc.g_01141	Syak.g_01404
OG0001205	Prbc.g_01506	Syak.g_01181
OG0001206	Prbc.g_01525	Syak.g_01148
OG0001207	Prbc.g_01536	Syak.g_02566
OG0001208	Prbc.g_01542	Syak.g_02576
OG0001209	Prbc.g_01614	Syak.g_02643
OG0001210	Prbc.g_01619	Syak.g_02654
OG0001211	Prbc.g_01630	Syak.g_02669
OG0001212	Prbc.g_01672	Syak.g_02728
OG0001213	Prbc.g_01706	Syak.g_00025
OG0001214	Prbc.g_01714	Syak.g_00037
OG0001215	Prbc.g_01772	Syak.g_00697
OG0001216	Prbc.g_01789	Syak.g_00805
OG0001217	Prbc.g_00521	Syak.g_00138
OG0001218	Prbc.g_01829	Syak.g_01093
OG0001219	Prbc.g_02005	Syak.g_00551
OG0001220	Prbc.g_01913	Syak.g_00580
OG0001221	Prbc.g_01989	Syak.g_00390
OG0001222	Prbc.g_01936	Syak.g_00517
OG0001223	Prbc.g_02053	Syak.g_00472
OG0001224	Prbc.g_02109	Syak.g_00739
OG0001226	Prbc.g_00930	Syak.g_02239
OG0001227	Prbc.g_02133	Syak.g_00963
OG0001228	Prbc.g_01396	Syak.g_00619
OG0001229	Prbc.g_00138	Syak.g_00711
OG0001230	Prbc.g_00700	Syak.g_01030
OG0001231	Prbc.g_01833	Syak.g_01777
OG0001232	Prbc.g_00853	Syak.g_02385
OG0001233	Prbc.g_00873	Syak.g_02359
OG0001234	Prbc.g_00949	Syak.g_01374
OG0001235	Prbc.g_00953	Syak.g_01362
OG0001236	Prbc.g_00234	Syak.g_01568
OG0001237	Prbc.g_00230	Syak.g_01573
OG0001238	Prbc.g_01001	Syak.g_01926
OG0001239	Prbc.g_00502	Syak.g_02252
OG0001240	Prbc.g_00480	Syak.g_02206
OG0001241	Prbc.g_00471	Syak.g_02197
OG0001242	Prbc.g_00452	Syak.g_02168
OG0001243	Prbc.g_00445	Syak.g_02160
OG0001244	Prbc.g_00429	Syak.g_02132
OG0001245	Prbc.g_01317	Syak.g_00248
OG0001246	Prbc.g_01584	Syak.g_02604
OG0001247	Prbc.g_01765	Syak.g_00618
OG0001248	Prbc.g_01767	Syak.g_00147
OG0001249	Prbc.g_01230	Syak.g_01251
OG0001251	Prbc.g_00923	Syak.g_01875
OG0001252	Prbc.g_02104	Syak.g_00754
OG0001253	Prbc.g_00804	Syak.g_00250
OG0001254	Prbc.g_00898	Syak.g_00272
OG0001255	Prbc.g_01463	Syak.g_00066
OG0001256	Prbc.g_00795	Syak.g_02430
OG0001257	Prbc.g_00800	Syak.g_02502
OG0001259	Prbc.g_00871	Syak.g_02361
OG0001260	Prbc.g_00888	Syak.g_02332
OG0001261	Prbc.g_00293	Syak.g_01315
OG0001262	Prbc.g_00983	Syak.g_01734
OG0001263	Prbc.g_00442	Syak.g_02157
OG0001269	Prbc.g_01912	Syak.g_02323
OG0001273	Prbc.g_01708	Syak.g_00030
OG0001277	Prbc.g_01042	Syak.g_01829
OG0001279	Prbc.g_00133	Syak.g_00105
OG0001280	Prbc.g_00565	Syak.g_00933
OG0001282	Prbc.g_00658	Syak.g_02564
OG0001283	Prbc.g_01050	Syak.g_01818
OG0001284	Prbc.g_00781	Syak.g_02446
OG0001285	Prbc.g_00856	Syak.g_02381
OG0001286	Prbc.g_00280	Syak.g_01301
OG0001287	Prbc.g_00209	Syak.g_01652
OG0001288	Prbc.g_00198	Syak.g_01686
OG0001289	Prbc.g_00486	Syak.g_02222
OG0001290	Prbc.g_00472	Syak.g_02198
OG0001294	Prbc.g_01483, Prbc.g_00646	Syak.g_00355
OG0001295	Prbc.g_01471	Syak.g_00740
OG0001296	Prbc.g_01589	Syak.g_02610
OG0001297	Prbc.g_01594	Syak.g_02614
OG0001299	Prbc.g_01744	Syak.g_00349
OG0001300	Prbc.g_01776	Syak.g_00706
OG0001301	Prbc.g_01778	Syak.g_00721
OG0001302	Prbc.g_02003	Syak.g_00068
OG0001303	Prbc.g_00092	Syak.g_00548
OG0001304	Prbc.g_02095	Syak.g_00664
OG0001305	Prbc.g_01931	Syak.g_00728
OG0001306	Prbc.g_01461	Syak.g_00915
OG0001307	Prbc.g_00586	Syak.g_00344
OG0001308	Prbc.g_00719	Syak.g_01054
OG0001309	Prbc.g_01598	Syak.g_02620
OG0001311	Prbc.g_02087	Syak.g_00651
OG0001312	Prbc.g_02014	Syak.g_00537
OG0001314	Prbc.g_01137	Syak.g_00124
OG0001315	Prbc.g_00249	Syak.g_01284
OG0001316	Prbc.g_00431	Syak.g_02140
OG0001317	Prbc.g_00336	Syak.g_02302
OG0001318	Prbc.g_01152	Syak.g_01424
OG0001321	Prbc.g_01512	Syak.g_01172
OG0001322	Prbc.g_01513	Syak.g_01171
OG0001324	Prbc.g_01777	Syak.g_00707
OG0001325	Prbc.g_01792	Syak.g_00800
OG0001326	Prbc.g_00915	Syak.g_01870, Syak.g_01154
OG0001327	Prbc.g_01966	Syak.g_00362
OG0001328	Prbc.g_01985	Syak.g_00383
OG0001329	Prbc.g_00803	Syak.g_00280
OG0001330	Prbc.g_00559	Syak.g_00925
OG0001331	Prbc.g_00663	Syak.g_02559
OG0001332	Prbc.g_00754	Syak.g_02485
OG0001334	Prbc.g_00244	Syak.g_01274
OG0001335	Prbc.g_00243	Syak.g_01273
OG0001336	Prbc.g_01051	Syak.g_01817
OG0001337	Prbc.g_01224	Syak.g_01253, Syak.g_01262
OG0001340	Prbc.g_01225	Syak.g_01261
OG0001343	Prbc.g_01956, Prbc.g_01957	Syak.g_01877
OG0001344	Prbc.g_01441	Syak.g_00893
OG0001345	Prbc.g_01425	Syak.g_00856
OG0001346	Prbc.g_00567	Syak.g_00937
OG0001347	Prbc.g_00181	Syak.g_01885, Syak.g_01622
OG0001348	Prbc.g_02169	Syak.g_00774
OG0001350	Prbc.g_00333	Syak.g_02306
OG0001351	Prbc.g_01515	Syak.g_01164
OG0001352	Prbc.g_01761	Syak.g_00764
OG0001354	Prbc.g_02046	Syak.g_00485
OG0001355	Prbc.g_00802	Syak.g_00144
OG0001356	Prbc.g_00603	Syak.g_00773
OG0001357	Prbc.g_01294	Syak.g_00092
OG0001358	Prbc.g_01697	Syak.g_00007
OG0001359	Prbc.g_01958	Syak.g_01878
OG0001360	Prbc.g_01423	Syak.g_00854
OG0001365	Prbc.g_00994	Syak.g_01937
OG0001368	Prbc.g_00149, Prbc.g_00130	Syak.g_01403
OG0001369	Prbc.g_00481	Syak.g_02207
OG0001371	Prbc.g_01760	Syak.g_02231
OG0001373	Prbc.g_00914	Syak.g_01871
OG0001374	Prbc.g_00922	Syak.g_01863
OG0001375	Prbc.g_01955	Syak.g_01876
OG0001376	Prbc.g_01943	Syak.g_01916
OG0001377	Prbc.g_01944	Syak.g_01917
OG0001378	Prbc.g_01495	Syak.g_01196
OG0001380	Prbc.g_01470	Syak.g_00237
OG0001385	Prbc.g_00911	Syak.g_01874
OG0001386	Prbc.g_00912	Syak.g_01873
OG0001387	Prbc.g_00913	Syak.g_01872
OG0001388	Prbc.g_00916	Syak.g_01869
OG0001389	Prbc.g_00917	Syak.g_01868
OG0001390	Prbc.g_00918	Syak.g_01867
OG0001391	Prbc.g_00919	Syak.g_01866
OG0001392	Prbc.g_00920	Syak.g_01865
OG0001393	Prbc.g_00921	Syak.g_01864
OG0001394	Prbc.g_01993	Syak.g_00399
OG0001395	Prbc.g_02098	Syak.g_00789
OG0001396	Prbc.g_00180	Syak.g_01884
OG0001398	Prbc.g_01806	Syak.g_00571
OG0001399	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235	Syak.g_01977
OG0001401	Prbc.g_01896	Syak.g_00608
OG0001402	Prbc.g_01701	Syak.g_00012
OG0001405	Prbc.g_01218	Syak.g_01271
OG0001406	Prbc.g_01942	Syak.g_01915
OG0001408	Prbc.g_02187	Syak.g_00087
OG0001409	Prbc.g_01437	Syak.g_00878
OG0001410	Prbc.g_00587	Syak.g_00343
OG0001412	Prbc.g_00182	Syak.g_01886
OG0001413	Prbc.g_01834	Syak.g_00103
OG0001417	Prbc.g_01482	Syak.g_00486
OG0001420	Prbc.g_00119	Syak.g_00997, Syak.g_02635
OG0001422	Prbc.g_02129	Syak.g_00928
OG0001425	Prbc.g_01004	Syak.g_01922
OG0001429	Prbc.g_02006	Syak.g_00547
OG0001430	Prbc.g_01945	Syak.g_01949, Syak.g_00314
OG0001432	Prbc.g_02076	Syak.g_00095
OG0001433	Prbc.g_00602	Syak.g_00771
OG0001434	Prbc.g_01998	Syak.g_00404
OG0001435	Prbc.g_01973	Syak.g_00369
OG0001439	Prbc.g_01199	Syak.g_01506
OG0001442	Prbc.g_00689	Syak.g_00415
OG0001443	Prbc.g_00905	Syak.g_01909
OG0001447	Prbc.g_00444	Syak.g_02159
OG0001453	Prbc.g_02056	Syak.g_00465
OG0001454	Prbc.g_01310	Syak.g_00249
OG0001456	Prbc.g_01489	Syak.g_01855
OG0001457	Prbc.g_01488	Syak.g_01854
OG0001458	Prbc.g_01487	Syak.g_01853
OG0001460	Prbc.g_00601	Syak.g_00770
OG0001461	Prbc.g_00014	Syak.g_00276
OG0001464	Prbc.g_01813	Syak.g_01260
OG0001467	Prbc.g_00514	Syak.g_01022
OG0001470	Prbc.g_00187	Syak.g_01592
OG0001471	Prbc.g_01484	Syak.g_01501
OG0001473	Prbc.g_00642	Syak.g_00102
OG0001474	Prbc.g_01251	Syak.g_01239
OG0001475	Prbc.g_00185	Syak.g_01594
OG0001476	Prbc.g_01438	Syak.g_00882
OG0001477	Prbc.g_00010	Syak.g_00718
OG0001480	Prbc.g_00151	Syak.g_00084
OG0001482	Prbc.g_02132	Syak.g_00476
OG0001486	Prbc.g_01448	Syak.g_00900
OG0001488	Prbc.g_01432	Syak.g_00872
OG0001489	Prbc.g_00269	Syak.g_01291, Syak.g_00278
OG0001495	Prbc.g_00956	Syak.g_01357
OG0001496	Prbc.g_00008	Syak.g_00715
OG0001497	Prbc.g_00009	Syak.g_00717
OG0001498	Prbc.g_01269	Syak.g_01214
OG0001508	Prbc.g_00188	Syak.g_01591
OG0001510	Prbc.g_00205	Syak.g_01662
OG0001511	Prbc.g_00461	Syak.g_02183
OG0001512	Prbc.g_00820	Syak.g_02308
OG0001513	Prbc.g_01112	Syak.g_01572
OG0001514	Prbc.g_00007	Syak.g_00714
OG0001515	Prbc.g_01774	Syak.g_00701
OG0001516	Prbc.g_01741	Syak.g_00346
OG0001517	Prbc.g_01247	Syak.g_01245
OG0001518	Prbc.g_01003	Syak.g_01924
OG0001519	Prbc.g_01008	Syak.g_01907
OG0001528	Prbc.g_00186	Syak.g_01593
OG0001529	Prbc.g_01119	Syak.g_01743
OG0001530	Prbc.g_00462	Syak.g_02185
OG0001531	Prbc.g_00331	Syak.g_02309
OG0001532	Prbc.g_01415	Syak.g_00838
OG0001534	Prbc.g_02096	Syak.g_00665
OG0001535	Prbc.g_02084	Syak.g_00646
OG0001536	Prbc.g_02032	Syak.g_00508
OG0001537	Prbc.g_01990	Syak.g_00392
OG0001538	Prbc.g_01863	Syak.g_00439
OG0001539	Prbc.g_01968	Syak.g_00364
OG0001540	Prbc.g_00440	Syak.g_02155
OG0001541	Prbc.g_00392	Syak.g_02089
OG0001542	Prbc.g_00386	Syak.g_02080
OG0001543	Prbc.g_01939	Syak.g_02007
OG0001544	Prbc.g_01007	Syak.g_01908
OG0001545	Prbc.g_01041	Syak.g_01830
OG0001549	Prbc.g_01922	Syak.g_00577
OG0001551	Prbc.g_00908	Syak.g_00689
OG0001553	Prbc.g_00706	Syak.g_01037
OG0001557	Prbc.g_01994	Syak.g_00400
OG0001559	Prbc.g_00463	Syak.g_02186
OG0001560	Prbc.g_00473	Syak.g_02199
OG0001561	Prbc.g_02089	Syak.g_00653
OG0001562	Prbc.g_02078	Syak.g_00639
OG0001563	Prbc.g_00285	Syak.g_01306
OG0001570	Prbc.g_00639	Syak.g_00574
OG0001572	Prbc.g_00019, Prbc.g_00096	Syak.g_00097
OG0001576	Prbc.g_00578	Syak.g_00955
OG0001577	Prbc.g_01451	Syak.g_00903
OG0001578	Prbc.g_00003	Syak.g_00229
OG0001579	Prbc.g_01222	Syak.g_01267
OG0001582	Prbc.g_01480	Syak.g_00231
OG0001589	Prbc.g_00875	Syak.g_02356
OG0001591	Prbc.g_01751	Syak.g_00357
OG0001623	Prbc.g_01226	Syak.g_01257
OG0001633	Prbc.g_00931	Syak.g_00662
OG0001634	Prbc.g_01747	Syak.g_00352
OG0001635	Prbc.g_01559	Syak.g_01690
OG0001642	Prbc.g_00597	Syak.g_00581
OG0001644	Prbc.g_01802	Syak.g_00783
OG0001656	Prbc.g_01221	Syak.g_01268
OG0001659	Prbc.g_01419	Syak.g_00842
OG0001673	Prbc.g_00338	Syak.g_02299
OG0001676	Prbc.g_01223	Syak.g_01264
OG0001692	Prbc.g_00704	Syak.g_01035
OG0001694	Prbc.g_01174	Syak.g_01461
OG0001695	Prbc.g_01024	Syak.g_01836
OG0001703	Prbc.g_01537	Syak.g_02567
OG0001713	Prbc.g_02175	Syak.g_00881
OG0001715	Prbc.g_00154	Syak.g_00122
OG0001738	Prbc.g_01212	Syak.g_01523
OG0001739	Prbc.g_01023	Syak.g_01838
OG0001740	Prbc.g_01026	Syak.g_01833
OG0001758	Prbc.g_00020, Prbc.g_00552	Syak.g_00292
OG0001769	Prbc.g_01372	Syak.g_00972
OG0001770	Prbc.g_00021, Prbc.g_01364	Syak.g_00323
OG0001810	Prbc.g_01783	Syak.g_02142
OG0001816	Prbc.g_01965	Syak.g_00361
OG0001835	Prbc.g_00026	Syak.g_00142
OG0001875	Prbc.g_00553	Syak.g_00293
OG0001876	Prbc.g_00554	Syak.g_00294
OG0001907	Prbc.g_00430	Syak.g_02136
OG0001915	Prbc.g_01058	Syak.g_01803
OG0001917	Prbc.g_02085	Syak.g_00648
OG0001954	Prbc.g_00145	Syak.g_00137
OG0001990	Prbc.g_00535	Syak.g_01832
OG0002018	Prbc.g_01025	Syak.g_01834
OG0002020	Prbc.g_01028	Syak.g_01840
OG0002021	Prbc.g_01030	Syak.g_01842
OG0002022	Prbc.g_01031	Syak.g_01843
OG0002023	Prbc.g_01032	Syak.g_01844
OG0002024	Prbc.g_01034	Syak.g_01850
OG0002054	Prbc.g_01035	Syak.g_01851
OG0002055	Prbc.g_01040	Syak.g_01848
OG0002131	Prbc.g_01029	Syak.g_01841
OG0002132	Prbc.g_01033	Syak.g_01847
OG0002133	Prbc.g_01039	Syak.g_01849
OG0002178	Prbc.g_01038	Syak.g_01845
OG0002229	Prbc.g_00191	Syak.g_01705
OG0002347	Prbc.g_00859	Syak.g_02378
OG0002380	Prbc.g_00039	Syak.g_00175
OG0002591	Prbc.g_00906	Syak.g_00217
OG0002665	Prbc.g_00080, Prbc.g_00083, Prbc.g_00081, Prbc.g_00084, Prbc.g_01558, Prbc.g_01578	Syak.g_01664
OG0002704	Prbc.g_00192	Syak.g_01704
OG0002724	Prbc.g_01572	Syak.g_02527
OG0002938	Prbc.g_00183	Syak.g_01529, Syak.g_01701, Syak.g_01700
OG0003247	Prbc.g_01570	Syak.g_00197
OG0003818	Prbc.g_00184	Syak.g_01617, Syak.g_01699
OG0004276	Prbc.g_00043	Syak.g_02264
OG0004277	Prbc.g_00044	Syak.g_02263
