Orthogroup	Prbc	Syat
OG0001119	Prbc.g_02051	Syat.g_00551
OG0001120	Prbc.g_02052	Syat.g_00546
OG0001122	Prbc.g_02081	Syat.g_00711
OG0001123	Prbc.g_02086	Syat.g_00704
OG0001124	Prbc.g_02088	Syat.g_00702
OG0001125	Prbc.g_02090	Syat.g_00700
OG0001126	Prbc.g_02101	Syat.g_00790
OG0001127	Prbc.g_02102	Syat.g_00789
OG0001128	Prbc.g_02105	Syat.g_00786
OG0001129	Prbc.g_02106	Syat.g_00784
OG0001130	Prbc.g_02107	Syat.g_00783
OG0001131	Prbc.g_01941	Syat.g_01674
OG0001132	Prbc.g_02152	Syat.g_00965
OG0001133	Prbc.g_02128	Syat.g_03311
OG0001136	Prbc.g_01449	Syat.g_03257
OG0001137	Prbc.g_01436	Syat.g_00306
OG0001138	Prbc.g_01416	Syat.g_00214
OG0001139	Prbc.g_01414	Syat.g_00209
OG0001140	Prbc.g_01413	Syat.g_00208
OG0001141	Prbc.g_01412	Syat.g_00207
OG0001142	Prbc.g_01411	Syat.g_00206
OG0001143	Prbc.g_01404	Syat.g_00925
OG0001144	Prbc.g_01399	Syat.g_00906
OG0001145	Prbc.g_00558	Syat.g_01117
OG0001146	Prbc.g_00570	Syat.g_01158
OG0001147	Prbc.g_00589	Syat.g_01368
OG0001148	Prbc.g_00659	Syat.g_01297
OG0001149	Prbc.g_00660	Syat.g_01298
OG0001150	Prbc.g_00661	Syat.g_01299
OG0001151	Prbc.g_00672	Syat.g_01420
OG0001152	Prbc.g_00673	Syat.g_01421
OG0001153	Prbc.g_00739	Syat.g_01346
OG0001154	Prbc.g_00740	Syat.g_01347
OG0001155	Prbc.g_00756	Syat.g_02774
OG0001156	Prbc.g_00759	Syat.g_02978
OG0001157	Prbc.g_00760	Syat.g_02977
OG0001158	Prbc.g_00761	Syat.g_02976
OG0001159	Prbc.g_00762	Syat.g_02975
OG0001160	Prbc.g_00787	Syat.g_03104
OG0001161	Prbc.g_01485	Syat.g_02384
OG0001162	Prbc.g_00799	Syat.g_01528
OG0001163	Prbc.g_00825	Syat.g_03112
OG0001164	Prbc.g_00829	Syat.g_03116
OG0001165	Prbc.g_00831	Syat.g_03121
OG0001166	Prbc.g_00849	Syat.g_03050
OG0001167	Prbc.g_00867	Syat.g_03019
OG0001168	Prbc.g_00868	Syat.g_03017
OG0001169	Prbc.g_00870	Syat.g_03015
OG0001170	Prbc.g_00872	Syat.g_03013
OG0001171	Prbc.g_00882	Syat.g_03001
OG0001172	Prbc.g_00937	Syat.g_01858
OG0001173	Prbc.g_00938	Syat.g_01857
OG0001174	Prbc.g_00946	Syat.g_01849
OG0001175	Prbc.g_00947	Syat.g_01848
OG0001176	Prbc.g_00959	Syat.g_01831
OG0001178	Prbc.g_01309	Syat.g_03137
OG0001180	Prbc.g_00278	Syat.g_01654
OG0001181	Prbc.g_00274	Syat.g_01650
OG0001182	Prbc.g_00266	Syat.g_01642
OG0001183	Prbc.g_00247	Syat.g_01632
OG0001184	Prbc.g_00231	Syat.g_02160
OG0001185	Prbc.g_00216	Syat.g_02200
OG0001186	Prbc.g_00189	Syat.g_02235
OG0001187	Prbc.g_00966	Syat.g_02256
OG0001188	Prbc.g_00968	Syat.g_02261
OG0001189	Prbc.g_00985	Syat.g_02287
OG0001190	Prbc.g_00990	Syat.g_02692
OG0001191	Prbc.g_01000	Syat.g_02675
OG0001192	Prbc.g_01005	Syat.g_02663
OG0001193	Prbc.g_01018	Syat.g_02513
OG0001194	Prbc.g_01019	Syat.g_02515
OG0001195	Prbc.g_01020	Syat.g_02516
OG0001196	Prbc.g_01054	Syat.g_02398
OG0001197	Prbc.g_01056	Syat.g_02396
OG0001199	Prbc.g_00499	Syat.g_01475
OG0001200	Prbc.g_00497	Syat.g_01477
OG0001201	Prbc.g_00465	Syat.g_01572
OG0001202	Prbc.g_00372	Syat.g_02812
OG0001203	Prbc.g_00332	Syat.g_01447
OG0001204	Prbc.g_01141	Syat.g_01867
OG0001205	Prbc.g_01506	Syat.g_01287
OG0001206	Prbc.g_01525	Syat.g_03268
OG0001207	Prbc.g_01536	Syat.g_03162
OG0001208	Prbc.g_01542	Syat.g_03172
OG0001209	Prbc.g_01614	Syat.g_03273
OG0001210	Prbc.g_01619	Syat.g_00103
OG0001211	Prbc.g_01630	Syat.g_00078
OG0001213	Prbc.g_01706	Syat.g_03289
OG0001214	Prbc.g_01714	Syat.g_00128
OG0001216	Prbc.g_01789	Syat.g_00660
OG0001217	Prbc.g_00521	Syat.g_02587
OG0001218	Prbc.g_01829	Syat.g_01356
OG0001219	Prbc.g_02005	Syat.g_00629
OG0001220	Prbc.g_01913	Syat.g_01534
OG0001222	Prbc.g_01936	Syat.g_00597
OG0001223	Prbc.g_02053	Syat.g_00544
OG0001224	Prbc.g_02109	Syat.g_00804
OG0001225	Prbc.g_02111	Syat.g_00806
OG0001226	Prbc.g_00930	Syat.g_01485
OG0001228	Prbc.g_01396	Syat.g_00938
OG0001229	Prbc.g_00138	Syat.g_00981
OG0001230	Prbc.g_00700	Syat.g_01235
OG0001231	Prbc.g_01833	Syat.g_02327
OG0001232	Prbc.g_00853	Syat.g_03041
OG0001233	Prbc.g_00873	Syat.g_03012
OG0001234	Prbc.g_00949	Syat.g_02092
OG0001235	Prbc.g_00953	Syat.g_01838
OG0001236	Prbc.g_00234	Syat.g_02156
OG0001237	Prbc.g_00230	Syat.g_02161
OG0001238	Prbc.g_01001	Syat.g_02673
OG0001239	Prbc.g_00502	Syat.g_01472
OG0001240	Prbc.g_00480	Syat.g_01554
OG0001241	Prbc.g_00471	Syat.g_01564
OG0001242	Prbc.g_00452	Syat.g_02936
OG0001243	Prbc.g_00445	Syat.g_02928
OG0001244	Prbc.g_00429	Syat.g_02901
OG0001245	Prbc.g_01317	Syat.g_00212
OG0001246	Prbc.g_01584	Syat.g_03209
OG0001247	Prbc.g_01765	Syat.g_01019
OG0001248	Prbc.g_01767	Syat.g_03159
OG0001249	Prbc.g_01230	Syat.g_01620
OG0001251	Prbc.g_00923	Syat.g_00963, Syat.g_00621
OG0001252	Prbc.g_02104	Syat.g_00787
OG0001255	Prbc.g_01463	Syat.g_00843
OG0001256	Prbc.g_00795	Syat.g_03111
OG0001257	Prbc.g_00800	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001259	Prbc.g_00871	Syat.g_03014
OG0001261	Prbc.g_00293	Syat.g_01791
OG0001262	Prbc.g_00983	Syat.g_02285
OG0001263	Prbc.g_00442	Syat.g_02926
OG0001269	Prbc.g_01912	Syat.g_02369
OG0001277	Prbc.g_01042	Syat.g_03312
OG0001279	Prbc.g_00133	Syat.g_01252
OG0001282	Prbc.g_00658	Syat.g_02780
OG0001283	Prbc.g_01050	Syat.g_02403
OG0001286	Prbc.g_00280	Syat.g_01656
OG0001287	Prbc.g_00209	Syat.g_02208
OG0001288	Prbc.g_00198	Syat.g_02225
OG0001289	Prbc.g_00486	Syat.g_01527
OG0001290	Prbc.g_00472	Syat.g_01563
OG0001294	Prbc.g_01483, Prbc.g_00646	Syat.g_00409
OG0001295	Prbc.g_01471	Syat.g_00945
OG0001296	Prbc.g_01589	Syat.g_03217
OG0001297	Prbc.g_01594	Syat.g_03221
OG0001299	Prbc.g_01744	Syat.g_00401
OG0001300	Prbc.g_01776	Syat.g_01025
OG0001303	Prbc.g_00092	Syat.g_00628
OG0001304	Prbc.g_02095	Syat.g_00690
OG0001305	Prbc.g_01931	Syat.g_00813
OG0001306	Prbc.g_01461	Syat.g_03234
OG0001307	Prbc.g_00586	Syat.g_02082
OG0001308	Prbc.g_00719	Syat.g_01176
OG0001309	Prbc.g_01598	Syat.g_01113
OG0001310	Prbc.g_00843	Syat.g_03066
OG0001311	Prbc.g_02087	Syat.g_00703
OG0001312	Prbc.g_02014	Syat.g_00615
OG0001314	Prbc.g_01137	Syat.g_00839, Syat.g_00137
OG0001315	Prbc.g_00249	Syat.g_01634
OG0001317	Prbc.g_00336	Syat.g_01451
OG0001318	Prbc.g_01152	Syat.g_01888
OG0001325	Prbc.g_01792	Syat.g_00664
OG0001326	Prbc.g_00915	Syat.g_02525
OG0001327	Prbc.g_01966	Syat.g_00414
OG0001329	Prbc.g_00803	Syat.g_00097
OG0001331	Prbc.g_00663	Syat.g_01301
OG0001336	Prbc.g_01051	Syat.g_02402
OG0001337	Prbc.g_01224	Syat.g_01621
OG0001345	Prbc.g_01425	Syat.g_00290
OG0001347	Prbc.g_00181	Syat.g_02666, Syat.g_01136, Syat.g_00583
OG0001348	Prbc.g_02169	Syat.g_03316
OG0001351	Prbc.g_01515	Syat.g_01318
OG0001354	Prbc.g_02046	Syat.g_00558
OG0001355	Prbc.g_00802	Syat.g_02589
OG0001356	Prbc.g_00603	Syat.g_01035, Syat.g_01428
OG0001357	Prbc.g_01294	Syat.g_00135
OG0001358	Prbc.g_01697	Syat.g_03319
OG0001360	Prbc.g_01423	Syat.g_00256
OG0001365	Prbc.g_00994	Syat.g_02687
OG0001371	Prbc.g_01760	Syat.g_01490
OG0001373	Prbc.g_00914	Syat.g_02524
OG0001374	Prbc.g_00922	Syat.g_02541
OG0001376	Prbc.g_01943	Syat.g_00841
OG0001377	Prbc.g_01944	Syat.g_00842
OG0001378	Prbc.g_01495	Syat.g_02967
OG0001385	Prbc.g_00911	Syat.g_02521
OG0001386	Prbc.g_00912	Syat.g_02522
OG0001387	Prbc.g_00913	Syat.g_02523
OG0001388	Prbc.g_00916	Syat.g_02526
OG0001389	Prbc.g_00917	Syat.g_02531
OG0001390	Prbc.g_00918	Syat.g_02532
OG0001391	Prbc.g_00919	Syat.g_02533
OG0001392	Prbc.g_00920	Syat.g_02539
OG0001393	Prbc.g_00921	Syat.g_02540
OG0001394	Prbc.g_01993	Syat.g_00450
OG0001396	Prbc.g_00180	Syat.g_02665
OG0001401	Prbc.g_01896	Syat.g_00721
OG0001402	Prbc.g_01701	Syat.g_03314
OG0001403	Prbc.g_01100	Syat.g_02307
OG0001406	Prbc.g_01942	Syat.g_00840
OG0001408	Prbc.g_02187	Syat.g_00211
OG0001409	Prbc.g_01437	Syat.g_01007
OG0001413	Prbc.g_01834	Syat.g_02775, Syat.g_00853
OG0001415	Prbc.g_00340	Syat.g_00017
OG0001417	Prbc.g_01482	Syat.g_01705
OG0001418	Prbc.g_01766	Syat.g_03267
OG0001420	Prbc.g_00119	Syat.g_01099
OG0001421	Prbc.g_00796	Syat.g_03056
OG0001429	Prbc.g_02006	Syat.g_00627
OG0001430	Prbc.g_01945	Syat.g_03343
OG0001432	Prbc.g_02076	Syat.g_00846
OG0001433	Prbc.g_00602	Syat.g_01429
OG0001434	Prbc.g_01998	Syat.g_00455
OG0001435	Prbc.g_01973	Syat.g_00422
OG0001437	Prbc.g_00341	Syat.g_00016
OG0001439	Prbc.g_01199	Syat.g_02105
OG0001441	Prbc.g_01601	Syat.g_01109
OG0001443	Prbc.g_00905	Syat.g_02649
OG0001451	Prbc.g_01924	Syat.g_02877
OG0001453	Prbc.g_02056	Syat.g_00538
OG0001454	Prbc.g_01310	Syat.g_00189
OG0001456	Prbc.g_01489	Syat.g_02545
OG0001457	Prbc.g_01488	Syat.g_02546
OG0001458	Prbc.g_01487	Syat.g_02547
OG0001460	Prbc.g_00601	Syat.g_01430
OG0001461	Prbc.g_00014	Syat.g_01945
OG0001467	Prbc.g_00514	Syat.g_02457
OG0001470	Prbc.g_00187	Syat.g_02257, Syat.g_02252
OG0001473	Prbc.g_00642	Syat.g_00190
OG0001474	Prbc.g_01251	Syat.g_01607
OG0001475	Prbc.g_00185	Syat.g_01116
OG0001476	Prbc.g_01438	Syat.g_02579, Syat.g_01012
OG0001477	Prbc.g_00010	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001480	Prbc.g_00151	Syat.g_00100
OG0001482	Prbc.g_02132	Syat.g_00549
OG0001484	Prbc.g_01278	Syat.g_02443
OG0001486	Prbc.g_01448	Syat.g_03258
OG0001487	Prbc.g_00747	Syat.g_01355
OG0001488	Prbc.g_01432	Syat.g_00301
OG0001489	Prbc.g_00269	Syat.g_01645
OG0001495	Prbc.g_00956	Syat.g_01833
OG0001496	Prbc.g_00008	Syat.g_00316
OG0001497	Prbc.g_00009	Syat.g_00317
OG0001498	Prbc.g_01269	Syat.g_02954
OG0001507	Prbc.g_00117	Syat.g_03261
OG0001508	Prbc.g_00188	Syat.g_02258
OG0001510	Prbc.g_00205	Syat.g_02214
OG0001511	Prbc.g_00461	Syat.g_01580
OG0001512	Prbc.g_00820	Syat.g_01445
OG0001513	Prbc.g_01112	Syat.g_01083
OG0001514	Prbc.g_00007	Syat.g_00315
OG0001515	Prbc.g_01774	Syat.g_00927
OG0001516	Prbc.g_01741	Syat.g_00398
OG0001517	Prbc.g_01247	Syat.g_01613
OG0001518	Prbc.g_01003	Syat.g_02671
OG0001519	Prbc.g_01008	Syat.g_02646
OG0001522	Prbc.g_01892	Syat.g_00642
OG0001523	Prbc.g_00901	Syat.g_01089
OG0001524	Prbc.g_00902	Syat.g_01088
OG0001526	Prbc.g_02000	Syat.g_02907
OG0001528	Prbc.g_00186	Syat.g_01115
OG0001529	Prbc.g_01119	Syat.g_02294
OG0001530	Prbc.g_00462	Syat.g_01578
OG0001531	Prbc.g_00331	Syat.g_01444
OG0001532	Prbc.g_01415	Syat.g_00213
OG0001534	Prbc.g_02096	Syat.g_00689
OG0001535	Prbc.g_02084	Syat.g_00707
OG0001536	Prbc.g_02032	Syat.g_00589
OG0001537	Prbc.g_01990	Syat.g_00441
OG0001538	Prbc.g_01863	Syat.g_00484
OG0001539	Prbc.g_01968	Syat.g_00417
OG0001540	Prbc.g_00440	Syat.g_02924
OG0001541	Prbc.g_00392	Syat.g_02847
OG0001542	Prbc.g_00386	Syat.g_02837
OG0001543	Prbc.g_01939	Syat.g_03229
OG0001544	Prbc.g_01007	Syat.g_02647
OG0001545	Prbc.g_01041	Syat.g_02444, Syat.g_02433
OG0001549	Prbc.g_01922	Syat.g_00799
OG0001553	Prbc.g_00706	Syat.g_01230
OG0001557	Prbc.g_01994	Syat.g_00451
OG0001559	Prbc.g_00463	Syat.g_01577
OG0001560	Prbc.g_00473	Syat.g_01562
OG0001561	Prbc.g_02089	Syat.g_00701
OG0001562	Prbc.g_02078	Syat.g_00523
OG0001563	Prbc.g_00285	Syat.g_01662
OG0001570	Prbc.g_00639	Syat.g_03269
OG0001575	Prbc.g_01645	Syat.g_00061
OG0001576	Prbc.g_00578	Syat.g_01169
OG0001577	Prbc.g_01451	Syat.g_03255
OG0001578	Prbc.g_00003	Syat.g_00192
OG0001584	Prbc.g_01848	Syat.g_00468
OG0001591	Prbc.g_01751	Syat.g_00411
OG0001613	Prbc.g_00250	Syat.g_01635
OG0001623	Prbc.g_01226	Syat.g_01623, Syat.g_01666
OG0001634	Prbc.g_01747	Syat.g_00404
OG0001635	Prbc.g_01559	Syat.g_02229, Syat.g_01993
OG0001642	Prbc.g_00597	Syat.g_00676
OG0001644	Prbc.g_01802	Syat.g_00844
OG0001659	Prbc.g_01419	Syat.g_00219
OG0001673	Prbc.g_00338	Syat.g_01454
OG0001692	Prbc.g_00704	Syat.g_01231
OG0001694	Prbc.g_01174	Syat.g_02062
OG0001695	Prbc.g_01024	Syat.g_02434
OG0001703	Prbc.g_01537	Syat.g_03164
OG0001715	Prbc.g_00154	Syat.g_01717
OG0001738	Prbc.g_01212	Syat.g_02127
OG0001739	Prbc.g_01023	Syat.g_02435, Syat.g_02445
OG0001769	Prbc.g_01372	Syat.g_00373
OG0001816	Prbc.g_01965	Syat.g_00413
OG0001915	Prbc.g_01058	Syat.g_02389
OG0001955	Prbc.g_00547	Syat.g_01670
OG0001956	Prbc.g_01918	Syat.g_00959
OG0001977	Prbc.g_01014	Syat.g_02506
OG0002020	Prbc.g_01028	Syat.g_02597
OG0002021	Prbc.g_01030	Syat.g_02450
OG0002022	Prbc.g_01031	Syat.g_02448
OG0002023	Prbc.g_01032	Syat.g_02447
OG0002024	Prbc.g_01034	Syat.g_02554
OG0002052	Prbc.g_01937	Syat.g_01022
OG0002054	Prbc.g_01035	Syat.g_02555
OG0002055	Prbc.g_01040	Syat.g_02428
OG0002131	Prbc.g_01029	Syat.g_02451
OG0002132	Prbc.g_01033	Syat.g_02553
OG0002229	Prbc.g_00191	Syat.g_02254
OG0002347	Prbc.g_00859	Syat.g_03036
OG0002393	Prbc.g_01560	Syat.g_03074
OG0002724	Prbc.g_01572	Syat.g_01745, Syat.g_01744, Syat.g_01736, Syat.g_01737
OG0002808	Prbc.g_01103	Syat.g_02300
OG0002939	Prbc.g_01359	Syat.g_01543
OG0003818	Prbc.g_00184	Syat.g_02136
OG0003819	Prbc.g_01027	Syat.g_01680
OG0004276	Prbc.g_00043	Syat.g_02178
OG0004277	Prbc.g_00044	Syat.g_02177
OG0004714	Prbc.g_01569	Syat.g_02458
