Orthogroup	Prbc	Syai
OG0001111	Prbc.g_02042	Syai.g_01484
OG0001112	Prbc.g_02043	Syai.g_01482
OG0001113	Prbc.g_02044	Syai.g_01481
OG0001114	Prbc.g_02045	Syai.g_01480
OG0001115	Prbc.g_02047	Syai.g_01476
OG0001116	Prbc.g_02048	Syai.g_01474
OG0001117	Prbc.g_02049	Syai.g_01473
OG0001118	Prbc.g_02050	Syai.g_01472
OG0001119	Prbc.g_02051	Syai.g_01470
OG0001120	Prbc.g_02052	Syai.g_01466
OG0001121	Prbc.g_00645	Syai.g_01676
OG0001122	Prbc.g_02081	Syai.g_01437
OG0001123	Prbc.g_02086	Syai.g_01430
OG0001124	Prbc.g_02088	Syai.g_01428
OG0001125	Prbc.g_02090	Syai.g_01426
OG0001126	Prbc.g_02101	Syai.g_02021
OG0001127	Prbc.g_02102	Syai.g_02020
OG0001128	Prbc.g_02105	Syai.g_02017
OG0001129	Prbc.g_02106	Syai.g_02015
OG0001130	Prbc.g_02107	Syai.g_02014
OG0001131	Prbc.g_01941	Syai.g_01281
OG0001132	Prbc.g_02152	Syai.g_01620
OG0001133	Prbc.g_02128	Syai.g_01072
OG0001134	Prbc.g_00896	Syai.g_01745
OG0001135	Prbc.g_00899	Syai.g_01742
OG0001136	Prbc.g_01449	Syai.g_02146
OG0001137	Prbc.g_01436	Syai.g_02126
OG0001138	Prbc.g_01416	Syai.g_01763
OG0001139	Prbc.g_01414	Syai.g_01765
OG0001140	Prbc.g_01413	Syai.g_01766
OG0001141	Prbc.g_01412	Syai.g_01767
OG0001142	Prbc.g_01411	Syai.g_01768
OG0001143	Prbc.g_01404	Syai.g_01778
OG0001144	Prbc.g_01399	Syai.g_01788
OG0001145	Prbc.g_00558	Syai.g_02165
OG0001146	Prbc.g_00570	Syai.g_02185
OG0001147	Prbc.g_00589	Syai.g_00869
OG0001148	Prbc.g_00659	Syai.g_00626
OG0001149	Prbc.g_00660	Syai.g_00625
OG0001150	Prbc.g_00661	Syai.g_00624
OG0001151	Prbc.g_00672	Syai.g_00611
OG0001152	Prbc.g_00673	Syai.g_00610
OG0001153	Prbc.g_00739	Syai.g_00903
OG0001154	Prbc.g_00740	Syai.g_00901
OG0001155	Prbc.g_00756	Syai.g_02298
OG0001156	Prbc.g_00759	Syai.g_02301
OG0001157	Prbc.g_00760	Syai.g_02302
OG0001158	Prbc.g_00761	Syai.g_02303
OG0001159	Prbc.g_00762	Syai.g_02304
OG0001160	Prbc.g_00787	Syai.g_02355
OG0001161	Prbc.g_01485	Syai.g_02803
OG0001162	Prbc.g_00799	Syai.g_01374
OG0001163	Prbc.g_00825	Syai.g_02363
OG0001164	Prbc.g_00829	Syai.g_02369
OG0001165	Prbc.g_00831	Syai.g_02374
OG0001166	Prbc.g_00849	Syai.g_02400
OG0001167	Prbc.g_00867	Syai.g_02254
OG0001168	Prbc.g_00868	Syai.g_02256
OG0001169	Prbc.g_00870	Syai.g_02258
OG0001170	Prbc.g_00872	Syai.g_02260
OG0001171	Prbc.g_00882	Syai.g_02270
OG0001172	Prbc.g_00937	Syai.g_00323
OG0001173	Prbc.g_00938	Syai.g_00324
OG0001174	Prbc.g_00946	Syai.g_00332
OG0001175	Prbc.g_00947	Syai.g_00333
OG0001176	Prbc.g_00959	Syai.g_00352
OG0001177	Prbc.g_00957	Syai.g_00350
OG0001178	Prbc.g_01309	Syai.g_02383
OG0001179	Prbc.g_00301	Syai.g_00385
OG0001180	Prbc.g_00278	Syai.g_00410
OG0001181	Prbc.g_00274	Syai.g_00414
OG0001182	Prbc.g_00266	Syai.g_00423
OG0001183	Prbc.g_00247	Syai.g_00429
OG0001184	Prbc.g_00231	Syai.g_00156
OG0001185	Prbc.g_00216	Syai.g_00117
OG0001186	Prbc.g_00189	Syai.g_00084
OG0001187	Prbc.g_00966	Syai.g_00081
OG0001188	Prbc.g_00968	Syai.g_00078
OG0001189	Prbc.g_00985	Syai.g_00061
OG0001190	Prbc.g_00990	Syai.g_02776
OG0001191	Prbc.g_01000	Syai.g_02788
OG0001192	Prbc.g_01005	Syai.g_02793
OG0001193	Prbc.g_01018	Syai.g_02835
OG0001194	Prbc.g_01019	Syai.g_02838
OG0001195	Prbc.g_01020	Syai.g_02839
OG0001196	Prbc.g_01054	Syai.g_02913
OG0001197	Prbc.g_01056	Syai.g_02915
OG0001198	Prbc.g_01066	Syai.g_02930
OG0001199	Prbc.g_00499	Syai.g_02480
OG0001200	Prbc.g_00497	Syai.g_02482
OG0001202	Prbc.g_00372	Syai.g_02674
OG0001203	Prbc.g_00332	Syai.g_00540
OG0001204	Prbc.g_01141	Syai.g_00312
OG0001205	Prbc.g_01506	Syai.g_02212
OG0001206	Prbc.g_01525	Syai.g_00853
OG0001207	Prbc.g_01536	Syai.g_00629
OG0001208	Prbc.g_01542	Syai.g_00640
OG0001209	Prbc.g_01614	Syai.g_00711
OG0001210	Prbc.g_01619	Syai.g_00720
OG0001211	Prbc.g_01630	Syai.g_00735
OG0001212	Prbc.g_01672	Syai.g_00799
OG0001213	Prbc.g_01706	Syai.g_01082
OG0001214	Prbc.g_01714	Syai.g_01106
OG0001215	Prbc.g_01772	Syai.g_01958
OG0001216	Prbc.g_01789	Syai.g_01388
OG0001217	Prbc.g_00521	Syai.g_01185
OG0001218	Prbc.g_01829	Syai.g_00893
OG0001219	Prbc.g_02005	Syai.g_01561
OG0001220	Prbc.g_01913	Syai.g_02087
OG0001221	Prbc.g_01989	Syai.g_01284
OG0001222	Prbc.g_01936	Syai.g_01516
OG0001223	Prbc.g_02053	Syai.g_01463
OG0001224	Prbc.g_02109	Syai.g_02011
OG0001225	Prbc.g_02111	Syai.g_02009
OG0001226	Prbc.g_00930	Syai.g_01154
OG0001227	Prbc.g_02133	Syai.g_02806
OG0001228	Prbc.g_01396	Syai.g_02218
OG0001229	Prbc.g_00138	Syai.g_01986
OG0001230	Prbc.g_00700	Syai.g_00964
OG0001231	Prbc.g_01833	Syai.g_00017
OG0001232	Prbc.g_00853	Syai.g_02410
OG0001233	Prbc.g_00873	Syai.g_02261
OG0001234	Prbc.g_00949	Syai.g_00337
OG0001235	Prbc.g_00953	Syai.g_00343
OG0001236	Prbc.g_00234	Syai.g_00159
OG0001237	Prbc.g_00230	Syai.g_00137
OG0001238	Prbc.g_01001	Syai.g_02789
OG0001239	Prbc.g_00502	Syai.g_02477
OG0001240	Prbc.g_00480	Syai.g_02527
OG0001241	Prbc.g_00471	Syai.g_02537
OG0001242	Prbc.g_00452	Syai.g_02566
OG0001243	Prbc.g_00445	Syai.g_02573
OG0001244	Prbc.g_00429	Syai.g_02605
OG0001245	Prbc.g_01317	Syai.g_02091
OG0001246	Prbc.g_01584	Syai.g_00666
OG0001247	Prbc.g_01765	Syai.g_01380
OG0001248	Prbc.g_01767	Syai.g_01377
OG0001249	Prbc.g_01230	Syai.g_00464
OG0001251	Prbc.g_00923	Syai.g_02845
OG0001252	Prbc.g_02104	Syai.g_02018
OG0001254	Prbc.g_00898	Syai.g_01744
OG0001255	Prbc.g_01463	Syai.g_01915
OG0001256	Prbc.g_00795	Syai.g_02362
OG0001257	Prbc.g_00800	Syai.g_00848
OG0001259	Prbc.g_00871	Syai.g_02259
OG0001260	Prbc.g_00888	Syai.g_02281
OG0001261	Prbc.g_00293	Syai.g_00394
OG0001262	Prbc.g_00983	Syai.g_00063
OG0001263	Prbc.g_00442	Syai.g_02576
OG0001269	Prbc.g_01912	Syai.g_01699
OG0001273	Prbc.g_01708	Syai.g_01099
OG0001277	Prbc.g_01042	Syai.g_02899
OG0001279	Prbc.g_00133	Syai.g_00991
OG0001280	Prbc.g_00565	Syai.g_02176
OG0001282	Prbc.g_00658	Syai.g_00627
OG0001283	Prbc.g_01050	Syai.g_02908
OG0001284	Prbc.g_00781	Syai.g_02338
OG0001285	Prbc.g_00856	Syai.g_02866
OG0001286	Prbc.g_00280	Syai.g_00408
OG0001287	Prbc.g_00209	Syai.g_00109
OG0001289	Prbc.g_00486	Syai.g_02504
OG0001290	Prbc.g_00472	Syai.g_02536
OG0001294	Prbc.g_01483, Prbc.g_00646	Syai.g_01242
OG0001295	Prbc.g_01471	Syai.g_00722
OG0001296	Prbc.g_01589	Syai.g_00672
OG0001297	Prbc.g_01594	Syai.g_00676
OG0001299	Prbc.g_01744	Syai.g_01236
OG0001300	Prbc.g_01776	Syai.g_01982
OG0001301	Prbc.g_01778	Syai.g_01995
OG0001302	Prbc.g_02003	Syai.g_01142
OG0001303	Prbc.g_00092	Syai.g_01559
OG0001304	Prbc.g_02095	Syai.g_01418
OG0001305	Prbc.g_01931	Syai.g_02001
OG0001306	Prbc.g_01461	Syai.g_02160
OG0001307	Prbc.g_00586	Syai.g_01717
OG0001308	Prbc.g_00719	Syai.g_00943
OG0001309	Prbc.g_01598	Syai.g_00682
OG0001311	Prbc.g_02087	Syai.g_01429
OG0001312	Prbc.g_02014	Syai.g_01549
OG0001314	Prbc.g_01137	Syai.g_01341, Syai.g_01810
OG0001315	Prbc.g_00249	Syai.g_00427
OG0001316	Prbc.g_00431	Syai.g_02593
OG0001317	Prbc.g_00336	Syai.g_00534
OG0001318	Prbc.g_01152	Syai.g_00293
OG0001321	Prbc.g_01512	Syai.g_02195
OG0001322	Prbc.g_01513	Syai.g_02194
OG0001324	Prbc.g_01777	Syai.g_01983
OG0001325	Prbc.g_01792	Syai.g_01392
OG0001326	Prbc.g_00915	Syai.g_02856
OG0001327	Prbc.g_01966	Syai.g_01250
OG0001328	Prbc.g_01985	Syai.g_01278
OG0001330	Prbc.g_00559	Syai.g_02167
OG0001331	Prbc.g_00663	Syai.g_00622
OG0001332	Prbc.g_00754	Syai.g_02293
OG0001334	Prbc.g_00244	Syai.g_00438
OG0001335	Prbc.g_00243	Syai.g_00439
OG0001336	Prbc.g_01051	Syai.g_02909
OG0001337	Prbc.g_01224	Syai.g_00434, Syai.g_00452
OG0001339	Prbc.g_00469	Syai.g_02539
OG0001340	Prbc.g_01225	Syai.g_00453
OG0001343	Prbc.g_01956, Prbc.g_01957	Syai.g_02842
OG0001344	Prbc.g_01441	Syai.g_02139
OG0001345	Prbc.g_01425	Syai.g_02110
OG0001346	Prbc.g_00567	Syai.g_02180
OG0001347	Prbc.g_00181	Syai.g_02766
OG0001348	Prbc.g_02169	Syai.g_02033
OG0001350	Prbc.g_00333	Syai.g_00539
OG0001351	Prbc.g_01515	Syai.g_00843
OG0001352	Prbc.g_01761	Syai.g_00700
OG0001354	Prbc.g_02046	Syai.g_01477
OG0001355	Prbc.g_00802	Syai.g_01698
OG0001356	Prbc.g_00603	Syai.g_02032
OG0001357	Prbc.g_01294	Syai.g_00918, Syai.g_01612
OG0001359	Prbc.g_01958	Syai.g_02841
OG0001360	Prbc.g_01423	Syai.g_02107
OG0001362	Prbc.g_00723	Syai.g_00938
OG0001363	Prbc.g_01521	Syai.g_00936
OG0001366	Prbc.g_01109, Prbc.g_01237	Syai.g_02512
OG0001368	Prbc.g_00149, Prbc.g_00130	Syai.g_00313
OG0001370	Prbc.g_00170	Syai.g_02317, Syai.g_02865
OG0001373	Prbc.g_00914	Syai.g_02855
OG0001374	Prbc.g_00922	Syai.g_02863
OG0001375	Prbc.g_01955	Syai.g_02843
OG0001376	Prbc.g_01943	Syai.g_02795
OG0001377	Prbc.g_01944	Syai.g_02794
OG0001378	Prbc.g_01495	Syai.g_02232
OG0001380	Prbc.g_01470	Syai.g_01168
OG0001381	Prbc.g_00655	Syai.g_02819, Syai.g_01723
OG0001385	Prbc.g_00911	Syai.g_02852
OG0001386	Prbc.g_00912	Syai.g_02853
OG0001387	Prbc.g_00913	Syai.g_02854
OG0001388	Prbc.g_00916	Syai.g_02857
OG0001389	Prbc.g_00917	Syai.g_02858
OG0001390	Prbc.g_00918	Syai.g_02859
OG0001391	Prbc.g_00919	Syai.g_02860
OG0001392	Prbc.g_00920	Syai.g_02861
OG0001393	Prbc.g_00921	Syai.g_02862
OG0001394	Prbc.g_01993	Syai.g_01290
OG0001395	Prbc.g_02098	Syai.g_01410
OG0001396	Prbc.g_00180	Syai.g_02765
OG0001397	Prbc.g_00724	Syai.g_00937
OG0001398	Prbc.g_01806	Syai.g_01587
OG0001401	Prbc.g_01896	Syai.g_02046, Syai.g_02047
OG0001402	Prbc.g_01701	Syai.g_01070
OG0001404	Prbc.g_00505	Syai.g_02473
OG0001405	Prbc.g_01218	Syai.g_00441
OG0001406	Prbc.g_01942	Syai.g_02796
OG0001407	Prbc.g_01947	Syai.g_00701
OG0001408	Prbc.g_02187	Syai.g_01831
OG0001413	Prbc.g_01834	Syai.g_01148
OG0001414	Prbc.g_00342	Syai.g_01722
OG0001417	Prbc.g_01482	Syai.g_01478
OG0001419	Prbc.g_01825	Syai.g_00702
OG0001420	Prbc.g_00119	Syai.g_00697
OG0001421	Prbc.g_00796	Syai.g_01621
OG0001422	Prbc.g_02129	Syai.g_02171
OG0001425	Prbc.g_01004	Syai.g_02792
OG0001430	Prbc.g_01945	Syai.g_02768
OG0001432	Prbc.g_02076	Syai.g_01943
OG0001433	Prbc.g_00602	Syai.g_02031
OG0001435	Prbc.g_01973	Syai.g_01256
OG0001439	Prbc.g_01199	Syai.g_00219
OG0001441	Prbc.g_01601	Syai.g_00687
OG0001442	Prbc.g_00689	Syai.g_01305
OG0001443	Prbc.g_00905	Syai.g_02800
OG0001446	Prbc.g_00494	Syai.g_00832
OG0001447	Prbc.g_00444	Syai.g_02574
OG0001453	Prbc.g_02056	Syai.g_01455
OG0001454	Prbc.g_01310	Syai.g_01153
OG0001456	Prbc.g_01489	Syai.g_02873
OG0001457	Prbc.g_01488	Syai.g_02874
OG0001458	Prbc.g_01487	Syai.g_02875
OG0001460	Prbc.g_00601	Syai.g_02030
OG0001461	Prbc.g_00014	Syai.g_01730
OG0001467	Prbc.g_00514	Syai.g_01141
OG0001468	Prbc.g_01954	Syai.g_01144
OG0001470	Prbc.g_00187	Syai.g_02235
OG0001471	Prbc.g_01484	Syai.g_00224
OG0001472	Prbc.g_01940, Prbc.g_00069	Syai.g_01931
OG0001473	Prbc.g_00642	Syai.g_01130
OG0001474	Prbc.g_01251	Syai.g_00493
OG0001475	Prbc.g_00185	Syai.g_02237
OG0001476	Prbc.g_01438	Syai.g_02131
OG0001477	Prbc.g_00010	Syai.g_01992
OG0001480	Prbc.g_00151	Syai.g_02088
OG0001482	Prbc.g_02132	Syai.g_01468
OG0001484	Prbc.g_01278	Syai.g_02864
OG0001487	Prbc.g_00747	Syai.g_00894
OG0001488	Prbc.g_01432	Syai.g_02121
OG0001489	Prbc.g_00269	Syai.g_00419
OG0001495	Prbc.g_00956	Syai.g_00349
OG0001496	Prbc.g_00008	Syai.g_01990
OG0001497	Prbc.g_00009	Syai.g_01991
OG0001498	Prbc.g_01269	Syai.g_00518
OG0001499	Prbc.g_00519	Syai.g_00831, Syai.g_01189
OG0001507	Prbc.g_00117	Syai.g_01671
OG0001508	Prbc.g_00188	Syai.g_02234
OG0001510	Prbc.g_00205	Syai.g_00105
OG0001511	Prbc.g_00461	Syai.g_02549
OG0001512	Prbc.g_00820	Syai.g_00541
OG0001513	Prbc.g_01112	Syai.g_00138
OG0001514	Prbc.g_00007	Syai.g_01989
OG0001515	Prbc.g_01774	Syai.g_01978
OG0001516	Prbc.g_01741	Syai.g_01233
OG0001517	Prbc.g_01247	Syai.g_00487
OG0001518	Prbc.g_01003	Syai.g_02791
OG0001519	Prbc.g_01008	Syai.g_02802
OG0001528	Prbc.g_00186	Syai.g_02236
OG0001529	Prbc.g_01119	Syai.g_00054
OG0001530	Prbc.g_00462	Syai.g_02547
OG0001531	Prbc.g_00331	Syai.g_00542
OG0001532	Prbc.g_01415	Syai.g_01764
OG0001534	Prbc.g_02096	Syai.g_01417
OG0001535	Prbc.g_02084	Syai.g_01433
OG0001536	Prbc.g_02032	Syai.g_01508
OG0001537	Prbc.g_01990	Syai.g_01285
OG0001538	Prbc.g_01863	Syai.g_01326
OG0001539	Prbc.g_01968	Syai.g_01252
OG0001540	Prbc.g_00440	Syai.g_02578
OG0001541	Prbc.g_00392	Syai.g_02646
OG0001542	Prbc.g_00386	Syai.g_02655
OG0001543	Prbc.g_01939	Syai.g_02692
OG0001544	Prbc.g_01007	Syai.g_02801
OG0001545	Prbc.g_01041	Syai.g_02898
OG0001548	Prbc.g_02149	Syai.g_01157
OG0001549	Prbc.g_01922	Syai.g_02106
OG0001551	Prbc.g_00908	Syai.g_02028
OG0001552	Prbc.g_00904	Syai.g_01018
OG0001555	Prbc.g_01362, Prbc.g_00822	Syai.g_01645
OG0001557	Prbc.g_01994	Syai.g_01291
OG0001559	Prbc.g_00463	Syai.g_02546
OG0001560	Prbc.g_00473	Syai.g_02535
OG0001561	Prbc.g_02089	Syai.g_01427
OG0001562	Prbc.g_02078	Syai.g_01441
OG0001563	Prbc.g_00285	Syai.g_00403
OG0001572	Prbc.g_00019, Prbc.g_00096	Syai.g_00564
OG0001575	Prbc.g_01645	Syai.g_00752
OG0001576	Prbc.g_00578	Syai.g_00817
OG0001577	Prbc.g_01451	Syai.g_02148
OG0001578	Prbc.g_00003	Syai.g_01886, Syai.g_01734, Syai.g_01155
OG0001579	Prbc.g_01222	Syai.g_00447
OG0001582	Prbc.g_01480	Syai.g_01500
OG0001589	Prbc.g_00875	Syai.g_02263
OG0001591	Prbc.g_01751	Syai.g_01244
OG0001623	Prbc.g_01226	Syai.g_00457
OG0001633	Prbc.g_00931	Syai.g_00995
OG0001634	Prbc.g_01747	Syai.g_01239
OG0001635	Prbc.g_01559	Syai.g_00091
OG0001642	Prbc.g_00597	Syai.g_02085
OG0001644	Prbc.g_01802	Syai.g_01406
OG0001656	Prbc.g_01221	Syai.g_00445
OG0001659	Prbc.g_01419	Syai.g_01759
OG0001667	Prbc.g_00142	Syai.g_01923
OG0001673	Prbc.g_00338	Syai.g_00532
OG0001676	Prbc.g_01223	Syai.g_00444
OG0001691	Prbc.g_02099	Syai.g_01064
OG0001692	Prbc.g_00704	Syai.g_00959
OG0001694	Prbc.g_01174	Syai.g_00257
OG0001695	Prbc.g_01024	Syai.g_02894
OG0001703	Prbc.g_01537	Syai.g_00630
OG0001713	Prbc.g_02175	Syai.g_02130
OG0001715	Prbc.g_00154	Syai.g_01166
OG0001738	Prbc.g_01212	Syai.g_00204
OG0001739	Prbc.g_01023	Syai.g_02892
OG0001740	Prbc.g_01026	Syai.g_02896
OG0001758	Prbc.g_00020, Prbc.g_00552	Syai.g_01708
OG0001769	Prbc.g_01372	Syai.g_01123
OG0001810	Prbc.g_01783	Syai.g_02591
OG0001816	Prbc.g_01965	Syai.g_01249
OG0001835	Prbc.g_00026	Syai.g_00585, Syai.g_01690
OG0001875	Prbc.g_00553	Syai.g_01707
OG0001876	Prbc.g_00554	Syai.g_01706
OG0001907	Prbc.g_00430	Syai.g_02597
OG0001915	Prbc.g_01058	Syai.g_02922
OG0001916	Prbc.g_01555	Syai.g_00655
OG0001917	Prbc.g_02085	Syai.g_01432
OG0001954	Prbc.g_00145	Syai.g_01600
OG0001974	Prbc.g_00534	Syai.g_02772
OG0001990	Prbc.g_00535	Syai.g_02897
OG0002018	Prbc.g_01025	Syai.g_02895
OG0002020	Prbc.g_01028	Syai.g_02890
OG0002021	Prbc.g_01030	Syai.g_02888
OG0002022	Prbc.g_01031	Syai.g_02885
OG0002023	Prbc.g_01032	Syai.g_02884
OG0002024	Prbc.g_01034	Syai.g_02878
OG0002054	Prbc.g_01035	Syai.g_02877
OG0002055	Prbc.g_01040	Syai.g_02880
OG0002131	Prbc.g_01029	Syai.g_02889
OG0002132	Prbc.g_01033	Syai.g_02881
OG0002133	Prbc.g_01039	Syai.g_02879
OG0002177	Prbc.g_01385	Syai.g_01182
OG0002178	Prbc.g_01038	Syai.g_02882
OG0002293	Prbc.g_02122	Syai.g_00879
OG0002380	Prbc.g_00039	Syai.g_00478
OG0002393	Prbc.g_01560	Syai.g_00792, Syai.g_00791, Syai.g_00795, Syai.g_02099
OG0002507	Prbc.g_00091, Prbc.g_02069	Syai.g_01683
OG0002585	Prbc.g_01266	Syai.g_00512, Syai.g_02551
OG0002591	Prbc.g_00906	Syai.g_01187
OG0002813	Prbc.g_01298, Prbc.g_00038	Syai.g_02436
OG0002841	Prbc.g_01368	Syai.g_01007
OG0005691	Prbc.g_00077	Syai.g_00051
