Orthogroup	Prah	Prax
OG0001176	Prah.g_02243	Prax.g_01378
OG0001177	Prah.g_02245	Prax.g_01380
OG0001178	Prah.g_02246	Prax.g_01381
OG0001179	Prah.g_02247	Prax.g_01382
OG0001180	Prah.g_00168	Prax.g_01383
OG0001181	Prah.g_00167	Prax.g_01384
OG0001182	Prah.g_00166	Prax.g_01385
OG0001183	Prah.g_00165	Prax.g_01386
OG0001184	Prah.g_00164	Prax.g_01387
OG0001185	Prah.g_00163	Prax.g_01388
OG0001186	Prah.g_00156	Prax.g_01389
OG0001187	Prah.g_00155	Prax.g_01390
OG0001188	Prah.g_00154	Prax.g_01391
OG0001189	Prah.g_00152	Prax.g_01392
OG0001190	Prah.g_00151	Prax.g_01393
OG0001191	Prah.g_00149	Prax.g_01395
OG0001192	Prah.g_00146	Prax.g_01397
OG0001193	Prah.g_00145	Prax.g_01398
OG0001194	Prah.g_00144	Prax.g_01399
OG0001195	Prah.g_00136	Prax.g_01400
OG0001196	Prah.g_00134	Prax.g_01402
OG0001197	Prah.g_00130	Prax.g_01405
OG0001198	Prah.g_00129	Prax.g_01406
OG0001199	Prah.g_00128	Prax.g_01407
OG0001200	Prah.g_00127	Prax.g_01408
OG0001201	Prah.g_00126	Prax.g_01409
OG0001202	Prah.g_00125	Prax.g_01410
OG0001203	Prah.g_00088	Prax.g_01412
OG0001204	Prah.g_00086	Prax.g_01415
OG0001205	Prah.g_00085	Prax.g_01416
OG0001206	Prah.g_00084	Prax.g_01418
OG0001207	Prah.g_00080	Prax.g_01419
OG0001208	Prah.g_00079	Prax.g_01420
OG0001209	Prah.g_00078	Prax.g_01421
OG0001210	Prah.g_00076	Prax.g_01422
OG0001211	Prah.g_00074	Prax.g_01423
OG0001212	Prah.g_00073	Prax.g_01424
OG0001213	Prah.g_00071	Prax.g_01425
OG0001214	Prah.g_00070	Prax.g_01426
OG0001215	Prah.g_00068	Prax.g_01427
OG0001216	Prah.g_00067	Prax.g_01428
OG0001217	Prah.g_00066	Prax.g_01429
OG0001218	Prah.g_00065	Prax.g_01430
OG0001219	Prah.g_00063	Prax.g_01431
OG0001220	Prah.g_00062	Prax.g_01432
OG0001221	Prah.g_00061	Prax.g_01433
OG0001222	Prah.g_00059	Prax.g_01435
OG0001223	Prah.g_00055	Prax.g_01437
OG0001224	Prah.g_00053	Prax.g_01438
OG0001225	Prah.g_02490	Prax.g_01440
OG0001226	Prah.g_02491	Prax.g_01441
OG0001227	Prah.g_02492	Prax.g_01442
OG0001228	Prah.g_02493	Prax.g_01443
OG0001229	Prah.g_02495	Prax.g_01444
OG0001230	Prah.g_02496	Prax.g_01445
OG0001231	Prah.g_02497	Prax.g_01446
OG0001232	Prah.g_02499	Prax.g_01448
OG0001233	Prah.g_02501	Prax.g_01449
OG0001234	Prah.g_02503	Prax.g_01450
OG0001235	Prah.g_02504	Prax.g_01451
OG0001236	Prah.g_02505	Prax.g_01452
OG0001237	Prah.g_02508	Prax.g_01454
OG0001238	Prah.g_02513	Prax.g_01455
OG0001239	Prah.g_02536	Prax.g_01458
OG0001240	Prah.g_02540	Prax.g_01459
OG0001241	Prah.g_02541	Prax.g_01460
OG0001242	Prah.g_02543	Prax.g_01461
OG0001243	Prah.g_02544	Prax.g_01462
OG0001244	Prah.g_02547	Prax.g_01463
OG0001245	Prah.g_02548	Prax.g_01464
OG0001246	Prah.g_02550	Prax.g_01465
OG0001247	Prah.g_02551	Prax.g_01466
OG0001248	Prah.g_02552	Prax.g_01467
OG0001249	Prah.g_02565	Prax.g_01468
OG0001250	Prah.g_02574	Prax.g_01469
OG0001251	Prah.g_02575	Prax.g_01470
OG0001252	Prah.g_02576	Prax.g_01471
OG0001253	Prah.g_02577	Prax.g_01472
OG0001254	Prah.g_02579	Prax.g_01474
OG0001255	Prah.g_02580	Prax.g_01475
OG0001256	Prah.g_02584	Prax.g_01477
OG0001257	Prah.g_02586	Prax.g_01478
OG0001258	Prah.g_02587	Prax.g_01479
OG0001259	Prah.g_02591	Prax.g_01481
OG0001260	Prah.g_02593	Prax.g_01482
OG0001261	Prah.g_02594	Prax.g_01483
OG0001262	Prah.g_02596	Prax.g_01484
OG0001263	Prah.g_02598	Prax.g_01485
OG0001264	Prah.g_02600	Prax.g_01486
OG0001265	Prah.g_02601	Prax.g_01487
OG0001266	Prah.g_02602	Prax.g_01488
OG0001267	Prah.g_02603	Prax.g_01489
OG0001268	Prah.g_02604	Prax.g_01490
OG0001269	Prah.g_01880	Prax.g_01126
OG0001271	Prah.g_02287	Prax.g_01068
OG0001272	Prah.g_02135	Prax.g_00894
OG0001273	Prah.g_01941	Prax.g_00840
OG0001274	Prah.g_01564	Prax.g_00720
OG0001275	Prah.g_01545	Prax.g_00703
OG0001276	Prah.g_01418	Prax.g_00049
OG0001278	Prah.g_00581	Prax.g_00322
OG0001279	Prah.g_00734	Prax.g_00560
OG0001280	Prah.g_00856	Prax.g_01180
OG0001281	Prah.g_01192	Prax.g_01229
OG0001282	Prah.g_00722	Prax.g_01247
OG0001285	Prah.g_01037	Prax.g_00184
OG0001286	Prah.g_01324	Prax.g_00197
OG0001288	Prah.g_01203	Prax.g_01688
OG0001289	Prah.g_01622	Prax.g_01677
OG0001291	Prah.g_01521	Prax.g_01634
OG0001292	Prah.g_01050	Prax.g_01629
OG0001293	Prah.g_00282	Prax.g_01613
OG0001296	Prah.g_01665	Prax.g_01567
OG0001297	Prah.g_01670	Prax.g_01563
OG0001298	Prah.g_01673	Prax.g_01560
OG0001299	Prah.g_02068	Prax.g_01265
OG0001300	Prah.g_01682	Prax.g_01290
OG0001301	Prah.g_02240	Prax.g_01376
OG0001302	Prah.g_00131	Prax.g_01404
OG0001303	Prah.g_00057	Prax.g_01436
OG0001304	Prah.g_02589	Prax.g_01480
OG0001306	Prah.g_00231	Prax.g_00763
OG0001307	Prah.g_00037	Prax.g_00283
OG0001308	Prah.g_01841	Prax.g_00642
OG0001309	Prah.g_01844	Prax.g_00645
OG0001310	Prah.g_01846	Prax.g_00647
OG0001311	Prah.g_01881	Prax.g_01125
OG0001312	Prah.g_00185	Prax.g_01099
OG0001313	Prah.g_02251	Prax.g_01093
OG0001314	Prah.g_02359	Prax.g_01019
OG0001315	Prah.g_02077	Prax.g_00932
OG0001316	Prah.g_01868, Prah.g_02090	Prax.g_00923
OG0001318	Prah.g_00499	Prax.g_00096
OG0001319	Prah.g_00356	Prax.g_00420
OG0001320	Prah.g_00906	Prax.g_01195
OG0001321	Prah.g_00911	Prax.g_01200
OG0001322	Prah.g_02573	Prax.g_01237
OG0001323	Prah.g_00054	Prax.g_00140
OG0001325	Prah.g_01182	Prax.g_00151
OG0001326	Prah.g_01250	Prax.g_00228
OG0001327	Prah.g_00325	Prax.g_01879
OG0001328	Prah.g_00018	Prax.g_01631
OG0001329	Prah.g_01704	Prax.g_01536
OG0001330	Prah.g_01761	Prax.g_01501
OG0001331	Prah.g_02235	Prax.g_01372
OG0001332	Prah.g_02279	Prax.g_01077
OG0001334	Prah.g_01481	Prax.g_00734
OG0001335	Prah.g_00555	Prax.g_01221
OG0001336	Prah.g_01120	Prax.g_01240
OG0001338	Prah.g_01354	Prax.g_01929
OG0001339	Prah.g_01370	Prax.g_01894
OG0001340	Prah.g_02582	Prax.g_01843
OG0001341	Prah.g_01658	Prax.g_01638
OG0001343	Prah.g_01671	Prax.g_01562
OG0001344	Prah.g_01737	Prax.g_01512
OG0001345	Prah.g_01990	Prax.g_01342
OG0001346	Prah.g_00148	Prax.g_01396
OG0001347	Prah.g_00060	Prax.g_01434
OG0001348	Prah.g_02253	Prax.g_01090
OG0001349	Prah.g_00187	Prax.g_01100
OG0001351	Prah.g_02363	Prax.g_01015
OG0001352	Prah.g_02083	Prax.g_00927
OG0001353	Prah.g_02108	Prax.g_00914
OG0001354	Prah.g_02134	Prax.g_00895
OG0001355	Prah.g_01934	Prax.g_00834
OG0001356	Prah.g_00443	Prax.g_00796
OG0001357	Prah.g_00228	Prax.g_00766
OG0001358	Prah.g_00309	Prax.g_00730
OG0001359	Prah.g_01560	Prax.g_00716
OG0001360	Prah.g_01531	Prax.g_00692
OG0001361	Prah.g_01527	Prax.g_00687
OG0001362	Prah.g_01435	Prax.g_00037
OG0001363	Prah.g_02393	Prax.g_00939
OG0001365	Prah.g_00597	Prax.g_00332
OG0001367	Prah.g_00837	Prax.g_01157
OG0001368	Prah.g_00855	Prax.g_01179
OG0001371	Prah.g_01284	Prax.g_00250
OG0001372	Prah.g_00431	Prax.g_01957
OG0001375	Prah.g_01726	Prax.g_01522
OG0001376	Prah.g_01971, Prah.g_00340	Prax.g_01279
OG0001377	Prah.g_00132	Prax.g_01403
OG0001378	Prah.g_00857	Prax.g_01181
OG0001382	Prah.g_02263	Prax.g_01083
OG0001385	Prah.g_02124	Prax.g_00903
OG0001388	Prah.g_01342	Prax.g_00775, Prax.g_00507
OG0001391	Prah.g_01537	Prax.g_00697
OG0001393	Prah.g_01518	Prax.g_00682
OG0001404	Prah.g_00756	Prax.g_01161
OG0001421	Prah.g_00766	Prax.g_00601
OG0001425	Prah.g_01957	Prax.g_00847
OG0001427	Prah.g_01516	Prax.g_00680
OG0001436	Prah.g_00891	Prax.g_01618
OG0001437	Prah.g_02412	Prax.g_01610
OG0001438	Prah.g_02583	Prax.g_01476
OG0001441	Prah.g_00813	Prax.g_01139
OG0001446	Prah.g_02519, Prah.g_01163	Prax.g_00527
OG0001448	Prah.g_00527	Prax.g_00079
OG0001450	Prah.g_01213	Prax.g_00154
OG0001468	Prah.g_00606	Prax.g_00341
OG0001475	Prah.g_00892	Prax.g_01921
OG0001476	Prah.g_00411	Prax.g_01736
OG0001482	Prah.g_02184	Prax.g_00855
OG0001485	Prah.g_00964	Prax.g_00311
OG0001488	Prah.g_02512	Prax.g_01213
OG0001489	Prah.g_02511	Prax.g_01214
OG0001490	Prah.g_02510	Prax.g_01215
OG0001491	Prah.g_01034	Prax.g_01222
OG0001492	Prah.g_01240	Prax.g_01250
OG0001493	Prah.g_00223	Prax.g_00125
OG0001494	Prah.g_01294	Prax.g_00216
OG0001496	Prah.g_01356	Prax.g_01905
OG0001500	Prah.g_00696	Prax.g_00581
OG0001501	Prah.g_00522	Prax.g_00412
OG0001505	Prah.g_00691	Prax.g_00438
OG0001508	Prah.g_01613	Prax.g_00344
OG0001511	Prah.g_02553	Prax.g_00531
OG0001512	Prah.g_02554	Prax.g_00532
OG0001513	Prah.g_02555	Prax.g_00533
OG0001514	Prah.g_02556	Prax.g_00534
OG0001515	Prah.g_02557	Prax.g_00535
OG0001516	Prah.g_02558	Prax.g_00536
OG0001517	Prah.g_02559	Prax.g_00537
OG0001518	Prah.g_02560	Prax.g_00538
OG0001519	Prah.g_02561	Prax.g_00539
OG0001520	Prah.g_02562	Prax.g_00540
OG0001521	Prah.g_02563	Prax.g_00541
OG0001522	Prah.g_02564	Prax.g_00542
OG0001523	Prah.g_00700	Prax.g_00576
OG0001527	Prah.g_01202	Prax.g_01626
OG0001536	Prah.g_01162	Prax.g_00526
OG0001540	Prah.g_01367	Prax.g_00742
OG0001545	Prah.g_01161	Prax.g_00525
OG0001547	Prah.g_00044	Prax.g_00279
OG0001557	Prah.g_01817	Prax.g_01622
OG0001588	Prah.g_01101	Prax.g_01964
OG0001599	Prah.g_00260	Prax.g_01569
OG0001602	Prah.g_02149	Prax.g_00882
OG0001605	Prah.g_01806	Prax.g_00779
OG0001610	Prah.g_01220	Prax.g_00548
OG0001619	Prah.g_02045	Prax.g_01284
OG0001630	Prah.g_00121	Prax.g_01839
OG0001632	Prah.g_00339, Prah.g_01973	Prax.g_00414
OG0001635	Prah.g_01936	Prax.g_00836
OG0001702	Prah.g_02223	Prax.g_01756
OG0001716	Prah.g_01569, Prah.g_01156	Prax.g_00517
OG0001720	Prah.g_00118	Prax.g_01842
OG0001724	Prah.g_02442, Prah.g_02422	Prax.g_00262
OG0001733	Prah.g_00119	Prax.g_01841
OG0001820	Prah.g_00345	Prax.g_01922
OG0001821	Prah.g_02131	Prax.g_01819
OG0001877	Prah.g_01421, Prah.g_01206	Prax.g_01586
OG0001908	Prah.g_01157, Prah.g_01158	Prax.g_00518
OG0002131	Prah.g_01492	Prax.g_00521
OG0002386	Prah.g_02189	Prax.g_01782
OG0002387	Prah.g_02190	Prax.g_01781
OG0003138	Prah.g_00112	Prax.g_00275
OG0004039	Prah.g_02327	Prax.g_01772
OG0004040	Prah.g_02330	Prax.g_01775
OG0004041	Prah.g_02331	Prax.g_01774
