Orthogroup	Prah	Pral
OG0001169	Prah.g_02227	Pral.g_00275
OG0001170	Prah.g_02231	Pral.g_00278
OG0001171	Prah.g_02232	Pral.g_00279
OG0001172	Prah.g_02234	Pral.g_00280
OG0001173	Prah.g_02236	Pral.g_00282
OG0001174	Prah.g_02239	Pral.g_00284
OG0001175	Prah.g_02241	Pral.g_00286
OG0001176	Prah.g_02243	Pral.g_00288
OG0001177	Prah.g_02245	Pral.g_00290
OG0001178	Prah.g_02246	Pral.g_00291
OG0001179	Prah.g_02247	Pral.g_00292
OG0001180	Prah.g_00168	Pral.g_00293
OG0001181	Prah.g_00167	Pral.g_00294
OG0001182	Prah.g_00166	Pral.g_00295
OG0001183	Prah.g_00165	Pral.g_00296
OG0001184	Prah.g_00164	Pral.g_00297
OG0001185	Prah.g_00163	Pral.g_00298
OG0001186	Prah.g_00156	Pral.g_00300
OG0001187	Prah.g_00155	Pral.g_00301
OG0001188	Prah.g_00154	Pral.g_00302
OG0001189	Prah.g_00152	Pral.g_00303
OG0001190	Prah.g_00151	Pral.g_00304
OG0001191	Prah.g_00149	Pral.g_00306
OG0001192	Prah.g_00146	Pral.g_00308
OG0001193	Prah.g_00145	Pral.g_00309
OG0001194	Prah.g_00144	Pral.g_00310
OG0001195	Prah.g_00136	Pral.g_00312
OG0001196	Prah.g_00134	Pral.g_00314
OG0001197	Prah.g_00130	Pral.g_00317
OG0001198	Prah.g_00129	Pral.g_00318
OG0001199	Prah.g_00128	Pral.g_00319
OG0001200	Prah.g_00127	Pral.g_00320
OG0001201	Prah.g_00126	Pral.g_00321
OG0001202	Prah.g_00125	Pral.g_00322
OG0001203	Prah.g_00088	Pral.g_00324
OG0001204	Prah.g_00086	Pral.g_00326
OG0001205	Prah.g_00085	Pral.g_00327
OG0001206	Prah.g_00084	Pral.g_00328
OG0001207	Prah.g_00080	Pral.g_00329
OG0001208	Prah.g_00079	Pral.g_00330
OG0001209	Prah.g_00078	Pral.g_00331
OG0001210	Prah.g_00076	Pral.g_00332
OG0001211	Prah.g_00074	Pral.g_00333
OG0001212	Prah.g_00073	Pral.g_00334
OG0001213	Prah.g_00071	Pral.g_00335
OG0001214	Prah.g_00070	Pral.g_00336
OG0001215	Prah.g_00068	Pral.g_00337
OG0001216	Prah.g_00067	Pral.g_00338
OG0001217	Prah.g_00066	Pral.g_00339
OG0001218	Prah.g_00065	Pral.g_00340
OG0001219	Prah.g_00063	Pral.g_00341
OG0001220	Prah.g_00062	Pral.g_00342
OG0001221	Prah.g_00061	Pral.g_00343
OG0001222	Prah.g_00059	Pral.g_00345
OG0001223	Prah.g_00055	Pral.g_00347
OG0001224	Prah.g_00053	Pral.g_00349
OG0001225	Prah.g_02490	Pral.g_00351
OG0001226	Prah.g_02491	Pral.g_00352
OG0001227	Prah.g_02492	Pral.g_00353
OG0001228	Prah.g_02493	Pral.g_00354
OG0001229	Prah.g_02495	Pral.g_00355
OG0001230	Prah.g_02496	Pral.g_00356
OG0001231	Prah.g_02497	Pral.g_00357
OG0001232	Prah.g_02499	Pral.g_00359
OG0001233	Prah.g_02501	Pral.g_00360
OG0001234	Prah.g_02503	Pral.g_00361
OG0001235	Prah.g_02504	Pral.g_00362
OG0001236	Prah.g_02505	Pral.g_00363
OG0001237	Prah.g_02508	Pral.g_00366
OG0001238	Prah.g_02513	Pral.g_00367
OG0001239	Prah.g_02536	Pral.g_00373
OG0001240	Prah.g_02540	Pral.g_00374
OG0001241	Prah.g_02541	Pral.g_00375
OG0001242	Prah.g_02543	Pral.g_00377
OG0001243	Prah.g_02544	Pral.g_00378
OG0001244	Prah.g_02547	Pral.g_00379
OG0001245	Prah.g_02548	Pral.g_00380
OG0001246	Prah.g_02550	Pral.g_00381
OG0001247	Prah.g_02551	Pral.g_00382
OG0001248	Prah.g_02552	Pral.g_00383
OG0001249	Prah.g_02565	Pral.g_00384
OG0001250	Prah.g_02574	Pral.g_00386
OG0001251	Prah.g_02575	Pral.g_00387
OG0001252	Prah.g_02576	Pral.g_00388
OG0001253	Prah.g_02577	Pral.g_00389
OG0001254	Prah.g_02579	Pral.g_00391
OG0001255	Prah.g_02580	Pral.g_00392
OG0001256	Prah.g_02584	Pral.g_00396
OG0001257	Prah.g_02586	Pral.g_00397
OG0001258	Prah.g_02587	Pral.g_00398
OG0001259	Prah.g_02591	Pral.g_00401
OG0001260	Prah.g_02593	Pral.g_00402
OG0001261	Prah.g_02594	Pral.g_00403
OG0001262	Prah.g_02596	Pral.g_00404
OG0001263	Prah.g_02598	Pral.g_00405
OG0001264	Prah.g_02600	Pral.g_00406
OG0001265	Prah.g_02601	Pral.g_00407
OG0001266	Prah.g_02602	Pral.g_00408
OG0001267	Prah.g_02603	Pral.g_00409
OG0001268	Prah.g_02604	Pral.g_00410
OG0001269	Prah.g_01880	Pral.g_00955
OG0001271	Prah.g_02287	Pral.g_00895
OG0001272	Prah.g_02135	Pral.g_00758
OG0001273	Prah.g_01941	Pral.g_00699
OG0001274	Prah.g_01564	Pral.g_00609
OG0001276	Prah.g_01418	Pral.g_00499
OG0001278	Prah.g_00581	Pral.g_01539
OG0001279	Prah.g_00734	Pral.g_01800
OG0001280	Prah.g_00856	Pral.g_01598
OG0001281	Prah.g_01192	Pral.g_01320, Pral.g_00967
OG0001282	Prah.g_00722	Pral.g_01856
OG0001286	Prah.g_01324	Pral.g_01364
OG0001288	Prah.g_01203	Pral.g_01116
OG0001289	Prah.g_01622	Pral.g_01102
OG0001291	Prah.g_01521	Pral.g_00572
OG0001294	Prah.g_00710	Pral.g_01040
OG0001296	Prah.g_01665	Pral.g_00098
OG0001297	Prah.g_01670	Pral.g_00102
OG0001298	Prah.g_01673	Pral.g_00105
OG0001299	Prah.g_02068	Pral.g_00175
OG0001300	Prah.g_01682	Pral.g_00112
OG0001301	Prah.g_02240	Pral.g_00285
OG0001302	Prah.g_00131	Pral.g_00316
OG0001303	Prah.g_00057	Pral.g_00346
OG0001304	Prah.g_02589	Pral.g_00400
OG0001305	Prah.g_01100	Pral.g_01891
OG0001306	Prah.g_00231	Pral.g_00657
OG0001307	Prah.g_00037	Pral.g_01013
OG0001308	Prah.g_01841	Pral.g_00976
OG0001310	Prah.g_01846	Pral.g_00971
OG0001311	Prah.g_01881	Pral.g_00954
OG0001312	Prah.g_00185	Pral.g_00926
OG0001313	Prah.g_02251	Pral.g_00919
OG0001316	Prah.g_01868, Prah.g_02090	Pral.g_00787
OG0001318	Prah.g_00499	Pral.g_01438
OG0001319	Prah.g_00356	Pral.g_01308
OG0001321	Prah.g_00911	Pral.g_01565
OG0001322	Prah.g_02573	Pral.g_01703
OG0001323	Prah.g_00054	Pral.g_00348
OG0001325	Prah.g_01182	Pral.g_01701
OG0001327	Prah.g_00325	Pral.g_01237
OG0001329	Prah.g_01704	Pral.g_00130
OG0001330	Prah.g_01761	Pral.g_00166
OG0001331	Prah.g_02235	Pral.g_00281
OG0001332	Prah.g_02279	Pral.g_00904
OG0001335	Prah.g_00555	Pral.g_01810
OG0001336	Prah.g_01120	Pral.g_01829
OG0001338	Prah.g_01354	Pral.g_01047
OG0001339	Prah.g_01370	Pral.g_01276
OG0001340	Prah.g_02582	Pral.g_00394
OG0001341	Prah.g_01658	Pral.g_01069
OG0001343	Prah.g_01671	Pral.g_00103
OG0001344	Prah.g_01737	Pral.g_00155
OG0001345	Prah.g_01990	Pral.g_00247
OG0001346	Prah.g_00148	Pral.g_00307
OG0001347	Prah.g_00060	Pral.g_00344
OG0001348	Prah.g_02253	Pral.g_00917
OG0001349	Prah.g_00187	Pral.g_00927
OG0001351	Prah.g_02363	Pral.g_00841
OG0001352	Prah.g_02083	Pral.g_00791
OG0001353	Prah.g_02108	Pral.g_00778
OG0001354	Prah.g_02134	Pral.g_00759
OG0001355	Prah.g_01934	Pral.g_00693
OG0001356	Prah.g_00443	Pral.g_00025
OG0001357	Prah.g_00228	Pral.g_00660
OG0001358	Prah.g_00309	Pral.g_00620
OG0001359	Prah.g_01560	Pral.g_00605
OG0001360	Prah.g_01531	Pral.g_00581
OG0001361	Prah.g_01527	Pral.g_00576
OG0001362	Prah.g_01435	Pral.g_00511
OG0001363	Prah.g_02393	Pral.g_00818
OG0001365	Prah.g_00597	Pral.g_01529
OG0001367	Prah.g_00837	Pral.g_01585
OG0001368	Prah.g_00855	Pral.g_01597
OG0001371	Prah.g_01284	Pral.g_01425
OG0001372	Prah.g_00431	Pral.g_00024
OG0001375	Prah.g_01726	Pral.g_00144
OG0001377	Prah.g_00132	Pral.g_00315
OG0001378	Prah.g_00857	Pral.g_01599
OG0001382	Prah.g_02263	Pral.g_00909
OG0001385	Prah.g_02124	Pral.g_00766
OG0001388	Prah.g_01342	Pral.g_01744
OG0001389	Prah.g_00256	Pral.g_00634
OG0001391	Prah.g_01537	Pral.g_00586
OG0001393	Prah.g_01518	Pral.g_00570
OG0001421	Prah.g_00766	Pral.g_01651
OG0001422	Prah.g_00994, Prah.g_00343	Pral.g_01888
OG0001425	Prah.g_01957	Pral.g_00713
OG0001427	Prah.g_01516	Pral.g_00568
OG0001437	Prah.g_02412	Pral.g_01303
OG0001438	Prah.g_02583	Pral.g_00395
OG0001441	Prah.g_00813	Pral.g_01617
OG0001448	Prah.g_00527	Pral.g_00467
OG0001456	Prah.g_01180	Pral.g_01710
OG0001458	Prah.g_02507	Pral.g_00365
OG0001459	Prah.g_01003	Pral.g_00070
OG0001463	Prah.g_01208	Pral.g_01865
OG0001465	Prah.g_01419	Pral.g_00500
OG0001468	Prah.g_00606	Pral.g_01520
OG0001475	Prah.g_00892	Pral.g_01053
OG0001476	Prah.g_00411	Pral.g_01168
OG0001480	Prah.g_02278	Pral.g_01057
OG0001482	Prah.g_02184	Pral.g_00719
OG0001484	Prah.g_00621	Pral.g_01872
OG0001494	Prah.g_01294	Pral.g_01386
OG0001496	Prah.g_01356	Pral.g_01287
OG0001500	Prah.g_00696	Pral.g_01779
OG0001501	Prah.g_00522	Pral.g_00463
OG0001523	Prah.g_00700	Pral.g_01784
OG0001546	Prah.g_01198	Pral.g_01900
OG0001555	Prah.g_00100	Pral.g_00638
OG0001559	Prah.g_00213	Pral.g_00434
OG0001560	Prah.g_00737	Pral.g_01803
OG0001561	Prah.g_00602	Pral.g_01672
OG0001562	Prah.g_01174	Pral.g_00423
OG0001563	Prah.g_00317	Pral.g_00030
OG0001599	Prah.g_00260	Pral.g_00457
OG0001600	Prah.g_01664	Pral.g_01300
OG0001602	Prah.g_02149	Pral.g_00745
OG0001610	Prah.g_01220	Pral.g_01817
OG0001619	Prah.g_02045	Pral.g_00197
OG0001621	Prah.g_01969	Pral.g_01049
OG0001629	Prah.g_00111	Pral.g_01252
OG0001633	Prah.g_00357	Pral.g_01120
OG0001643	Prah.g_02210	Pral.g_01733
OG0001645	Prah.g_01675	Pral.g_01048
OG0001646	Prah.g_01117, Prah.g_01108, Prah.g_01112	Pral.g_01667
OG0001702	Prah.g_02223	Pral.g_01229
OG0001703	Prah.g_01049	Pral.g_01836
OG0001721	Prah.g_00143	Pral.g_00311
OG0001722	Prah.g_01219	Pral.g_01310, Pral.g_01827
OG0001723	Prah.g_01216	Pral.g_01835
OG0001725	Prah.g_01939	Pral.g_00697
OG0001741	Prah.g_00050	Pral.g_01004
OG0001743	Prah.g_01903	Pral.g_00936
OG0001744	Prah.g_01902	Pral.g_00937
OG0001745	Prah.g_01889	Pral.g_00947
OG0001747	Prah.g_01775	Pral.g_01297
OG0001748	Prah.g_01774	Pral.g_00801
OG0001749	Prah.g_01735	Pral.g_00153
OG0001750	Prah.g_01379	Pral.g_01268
OG0001751	Prah.g_01301	Pral.g_01381
OG0001752	Prah.g_01252	Pral.g_01402
OG0001753	Prah.g_00978	Pral.g_01749
OG0001754	Prah.g_00952	Pral.g_01759
OG0001755	Prah.g_00865	Pral.g_01576
OG0001756	Prah.g_00859	Pral.g_01601
OG0001757	Prah.g_00853	Pral.g_01596
OG0001758	Prah.g_00792	Pral.g_01631
OG0001759	Prah.g_00742	Pral.g_01574
OG0001760	Prah.g_00707	Pral.g_01787
OG0001761	Prah.g_00662	Pral.g_01493
OG0001762	Prah.g_00583	Pral.g_01307
OG0001763	Prah.g_00580	Pral.g_01540
OG0001764	Prah.g_00565	Pral.g_01547
OG0001765	Prah.g_00559	Pral.g_01808
OG0001766	Prah.g_00552	Pral.g_01770
OG0001767	Prah.g_00453	Pral.g_01465
OG0001768	Prah.g_00320	Pral.g_00924
OG0001769	Prah.g_00206	Pral.g_00675
OG0001770	Prah.g_01950	Pral.g_00707
OG0001771	Prah.g_01951	Pral.g_00708
OG0001772	Prah.g_01953	Pral.g_00709
OG0001773	Prah.g_01954	Pral.g_00710
OG0001774	Prah.g_01955	Pral.g_00711
OG0001775	Prah.g_01979	Pral.g_00258
OG0001776	Prah.g_01996	Pral.g_00242
OG0001777	Prah.g_02255	Pral.g_00915
OG0001778	Prah.g_02318	Pral.g_00864
OG0001779	Prah.g_02335	Pral.g_00858
OG0001780	Prah.g_02414	Pral.g_01305
OG0001781	Prah.g_02506	Pral.g_00364
OG0001782	Prah.g_02514	Pral.g_00368
OG0001783	Prah.g_02515	Pral.g_00369
OG0001784	Prah.g_02516	Pral.g_01606
OG0001785	Prah.g_02542	Pral.g_00376
OG0001786	Prah.g_02572	Pral.g_00385
OG0001798	Prah.g_01453	Pral.g_00526
OG0001800	Prah.g_00992	Pral.g_01295
OG0001804	Prah.g_00845	Pral.g_01589
OG0001829	Prah.g_01326	Pral.g_01362
OG0001832	Prah.g_00350	Pral.g_01876
OG0001850	Prah.g_01164	Pral.g_00071
OG0001851	Prah.g_00021	Pral.g_00667
OG0001878	Prah.g_00043	Pral.g_01010
OG0001879	Prah.g_00158	Pral.g_00299
OG0001880	Prah.g_01616	Pral.g_01109
OG0001881	Prah.g_01456	Pral.g_00528
OG0001882	Prah.g_01261	Pral.g_01392
OG0001883	Prah.g_01260	Pral.g_01393
OG0001886	Prah.g_00989	Pral.g_01745
OG0001887	Prah.g_00943	Pral.g_01306
OG0001888	Prah.g_00902	Pral.g_01572
OG0001889	Prah.g_00782	Pral.g_01641
OG0001890	Prah.g_00548	Pral.g_01894
OG0001891	Prah.g_01924	Pral.g_00689
OG0001892	Prah.g_02097	Pral.g_00786
OG0001893	Prah.g_02479	Pral.g_00997
OG0001894	Prah.g_02480	Pral.g_00998
OG0001895	Prah.g_02489	Pral.g_01002
OG0001896	Prah.g_02581	Pral.g_00393
OG0001912	Prah.g_00019	Pral.g_01678
OG0001913	Prah.g_00020	Pral.g_01677
OG0001914	Prah.g_02407	Pral.g_01685
OG0001915	Prah.g_01691	Pral.g_00118
OG0001922	Prah.g_01599	Pral.g_01847
OG0001965	Prah.g_01614	Pral.g_01111
OG0001971	Prah.g_02293	Pral.g_00889
OG0001972	Prah.g_02389	Pral.g_00814
OG0001997	Prah.g_00214, Prah.g_02423	Pral.g_01302
OG0001998	Prah.g_02069	Pral.g_00174
OG0002032	Prah.g_01783	Pral.g_00808
OG0002033	Prah.g_01574	Pral.g_00614
OG0002037	Prah.g_02136	Pral.g_00757
OG0002038	Prah.g_02267	Pral.g_01688
OG0002039	Prah.g_02272	Pral.g_01056
OG0002050	Prah.g_00103	Pral.g_00640
OG0002053	Prah.g_01702	Pral.g_01243
OG0002062	Prah.g_02258	Pral.g_01674
OG0002063	Prah.g_02405	Pral.g_01684
OG0002064	Prah.g_02406	Pral.g_01683
OG0002073	Prah.g_00352	Pral.g_01242
OG0002076	Prah.g_02487	Pral.g_00014
OG0002120	Prah.g_02249	Pral.g_01224
OG0002133	Prah.g_02203	Pral.g_01188
OG0002137	Prah.g_01630	Pral.g_01096
OG0002193	Prah.g_02154	Pral.g_01686
OG0002265	Prah.g_01769	Pral.g_00798
OG0002268	Prah.g_01345	Pral.g_01059
OG0002272	Prah.g_00944	Pral.g_00473
OG0002274	Prah.g_00769	Pral.g_01648
OG0002278	Prah.g_00507	Pral.g_01431
OG0002280	Prah.g_00236	Pral.g_00652
OG0002287	Prah.g_02275	Pral.g_01225
OG0002288	Prah.g_02535	Pral.g_00372
OG0002294	Prah.g_00554	Pral.g_01811
OG0002365	Prah.g_01813	Pral.g_00069
OG0002397	Prah.g_01210	Pral.g_00013
OG0003070	Prah.g_01818	Pral.g_00085
OG0003145	Prah.g_00101	Pral.g_00637
OG0003166	Prah.g_01829	Pral.g_00986
OG0003425	Prah.g_00109	Pral.g_01249
