Orthogroup	Prah	Prbi
OG0001129	Prah.g_02018	Prbi.g_01917
OG0001130	Prah.g_02017	Prbi.g_01918
OG0001131	Prah.g_02016	Prbi.g_01919
OG0001132	Prah.g_02015	Prbi.g_01920
OG0001133	Prah.g_02014	Prbi.g_01921
OG0001134	Prah.g_02013	Prbi.g_01922
OG0001135	Prah.g_02012	Prbi.g_01923
OG0001136	Prah.g_02011	Prbi.g_01924
OG0001137	Prah.g_02010	Prbi.g_01925
OG0001138	Prah.g_02009	Prbi.g_01926
OG0001139	Prah.g_02008	Prbi.g_01927
OG0001140	Prah.g_02007	Prbi.g_01928
OG0001141	Prah.g_02004	Prbi.g_01930
OG0001142	Prah.g_02003	Prbi.g_01931
OG0001143	Prah.g_02002	Prbi.g_01932
OG0001144	Prah.g_02000	Prbi.g_01934
OG0001145	Prah.g_01998	Prbi.g_01936
OG0001146	Prah.g_01997	Prbi.g_01937
OG0001147	Prah.g_01994	Prbi.g_01939
OG0001148	Prah.g_01993	Prbi.g_01940
OG0001149	Prah.g_01991	Prbi.g_01941
OG0001150	Prah.g_01988	Prbi.g_01944
OG0001151	Prah.g_01987	Prbi.g_01945
OG0001152	Prah.g_01986	Prbi.g_01946
OG0001153	Prah.g_01985	Prbi.g_01947
OG0001154	Prah.g_01984	Prbi.g_01948
OG0001155	Prah.g_01983	Prbi.g_01949
OG0001156	Prah.g_01982	Prbi.g_01950
OG0001157	Prah.g_01980	Prbi.g_01952
OG0001158	Prah.g_01978	Prbi.g_01953
OG0001159	Prah.g_01977	Prbi.g_01954
OG0001160	Prah.g_01976	Prbi.g_01955
OG0001161	Prah.g_01966	Prbi.g_01958
OG0001162	Prah.g_01965	Prbi.g_01959
OG0001163	Prah.g_01963	Prbi.g_01960
OG0001164	Prah.g_01962	Prbi.g_01961
OG0001165	Prah.g_01961	Prbi.g_01962
OG0001166	Prah.g_01960	Prbi.g_01963
OG0001167	Prah.g_01958	Prbi.g_01964
OG0001168	Prah.g_02224	Prbi.g_01966
OG0001169	Prah.g_02227	Prbi.g_01967
OG0001170	Prah.g_02231	Prbi.g_01969
OG0001171	Prah.g_02232	Prbi.g_01970
OG0001172	Prah.g_02234	Prbi.g_01971
OG0001173	Prah.g_02236	Prbi.g_01973
OG0001174	Prah.g_02239	Prbi.g_01975
OG0001175	Prah.g_02241	Prbi.g_01977
OG0001176	Prah.g_02243	Prbi.g_01978
OG0001177	Prah.g_02245	Prbi.g_01980
OG0001178	Prah.g_02246	Prbi.g_01981
OG0001179	Prah.g_02247	Prbi.g_01982
OG0001180	Prah.g_00168	Prbi.g_01983
OG0001181	Prah.g_00167	Prbi.g_01984
OG0001182	Prah.g_00166	Prbi.g_01985
OG0001183	Prah.g_00165	Prbi.g_01986
OG0001184	Prah.g_00164	Prbi.g_01987
OG0001185	Prah.g_00163	Prbi.g_01988
OG0001186	Prah.g_00156	Prbi.g_01989
OG0001187	Prah.g_00155	Prbi.g_01990
OG0001188	Prah.g_00154	Prbi.g_01991
OG0001189	Prah.g_00152	Prbi.g_01992
OG0001190	Prah.g_00151	Prbi.g_01993
OG0001191	Prah.g_00149	Prbi.g_01995
OG0001192	Prah.g_00146	Prbi.g_01997
OG0001193	Prah.g_00145	Prbi.g_01998
OG0001194	Prah.g_00144	Prbi.g_01999
OG0001195	Prah.g_00136	Prbi.g_02000
OG0001196	Prah.g_00134	Prbi.g_02002
OG0001197	Prah.g_00130	Prbi.g_02005
OG0001198	Prah.g_00129	Prbi.g_02006
OG0001199	Prah.g_00128	Prbi.g_02007
OG0001200	Prah.g_00127	Prbi.g_02008
OG0001201	Prah.g_00126	Prbi.g_02009
OG0001202	Prah.g_00125	Prbi.g_02010
OG0001203	Prah.g_00088	Prbi.g_02012
OG0001204	Prah.g_00086	Prbi.g_02027
OG0001205	Prah.g_00085	Prbi.g_02028
OG0001206	Prah.g_00084	Prbi.g_02030
OG0001207	Prah.g_00080	Prbi.g_02031
OG0001208	Prah.g_00079	Prbi.g_02032
OG0001209	Prah.g_00078	Prbi.g_02033
OG0001210	Prah.g_00076	Prbi.g_02034
OG0001211	Prah.g_00074	Prbi.g_02035
OG0001212	Prah.g_00073	Prbi.g_02036
OG0001213	Prah.g_00071	Prbi.g_02037
OG0001214	Prah.g_00070	Prbi.g_02038
OG0001215	Prah.g_00068	Prbi.g_02039
OG0001216	Prah.g_00067	Prbi.g_02040
OG0001217	Prah.g_00066	Prbi.g_02041
OG0001218	Prah.g_00065	Prbi.g_02042
OG0001219	Prah.g_00063	Prbi.g_02043
OG0001220	Prah.g_00062	Prbi.g_02044
OG0001221	Prah.g_00061	Prbi.g_02045
OG0001222	Prah.g_00059	Prbi.g_02047
OG0001223	Prah.g_00055	Prbi.g_02049
OG0001224	Prah.g_00053	Prbi.g_02050
OG0001225	Prah.g_02490	Prbi.g_02052
OG0001226	Prah.g_02491	Prbi.g_02053
OG0001227	Prah.g_02492	Prbi.g_02054
OG0001228	Prah.g_02493	Prbi.g_02055
OG0001229	Prah.g_02495	Prbi.g_02056
OG0001230	Prah.g_02496	Prbi.g_02057
OG0001231	Prah.g_02497	Prbi.g_02058
OG0001232	Prah.g_02499	Prbi.g_02060
OG0001233	Prah.g_02501	Prbi.g_02061
OG0001234	Prah.g_02503	Prbi.g_02062
OG0001235	Prah.g_02504	Prbi.g_02063
OG0001236	Prah.g_02505	Prbi.g_02064
OG0001237	Prah.g_02508	Prbi.g_02067
OG0001238	Prah.g_02513	Prbi.g_02068
OG0001239	Prah.g_02536	Prbi.g_02071
OG0001240	Prah.g_02540	Prbi.g_02072
OG0001241	Prah.g_02541	Prbi.g_02073
OG0001242	Prah.g_02543	Prbi.g_02074
OG0001243	Prah.g_02544	Prbi.g_02075
OG0001244	Prah.g_02547	Prbi.g_02076
OG0001245	Prah.g_02548	Prbi.g_02077
OG0001246	Prah.g_02550	Prbi.g_02078
OG0001247	Prah.g_02551	Prbi.g_02079
OG0001248	Prah.g_02552	Prbi.g_02080
OG0001249	Prah.g_02565	Prbi.g_02081
OG0001250	Prah.g_02574	Prbi.g_02082
OG0001251	Prah.g_02575	Prbi.g_02083
OG0001252	Prah.g_02576	Prbi.g_02084
OG0001253	Prah.g_02577	Prbi.g_02085
OG0001254	Prah.g_02579	Prbi.g_02087
OG0001255	Prah.g_02580	Prbi.g_02088
OG0001256	Prah.g_02584	Prbi.g_02090
OG0001257	Prah.g_02586	Prbi.g_02091
OG0001258	Prah.g_02587	Prbi.g_02092
OG0001259	Prah.g_02591	Prbi.g_02094
OG0001260	Prah.g_02593	Prbi.g_02095
OG0001261	Prah.g_02594	Prbi.g_02096
OG0001262	Prah.g_02596	Prbi.g_02097
OG0001263	Prah.g_02598	Prbi.g_02098
OG0001264	Prah.g_02600	Prbi.g_02099
OG0001265	Prah.g_02601	Prbi.g_02100
OG0001266	Prah.g_02602	Prbi.g_02101
OG0001267	Prah.g_02603	Prbi.g_02102
OG0001268	Prah.g_02604	Prbi.g_02103
OG0001269	Prah.g_01880	Prbi.g_00099
OG0001271	Prah.g_02287	Prbi.g_00174
OG0001272	Prah.g_02135	Prbi.g_00305
OG0001273	Prah.g_01941	Prbi.g_00357
OG0001274	Prah.g_01564	Prbi.g_00485
OG0001275	Prah.g_01545	Prbi.g_00501
OG0001276	Prah.g_01418	Prbi.g_00592
OG0001278	Prah.g_00581	Prbi.g_00898
OG0001279	Prah.g_00734	Prbi.g_00950
OG0001280	Prah.g_00856	Prbi.g_01062
OG0001281	Prah.g_01192	Prbi.g_01111
OG0001282	Prah.g_00722	Prbi.g_01129
OG0001285	Prah.g_01037	Prbi.g_01191
OG0001286	Prah.g_01324	Prbi.g_01204
OG0001288	Prah.g_01203	Prbi.g_01630
OG0001289	Prah.g_01622	Prbi.g_01641
OG0001291	Prah.g_01521	Prbi.g_01684
OG0001292	Prah.g_01050	Prbi.g_01689
OG0001293	Prah.g_00282	Prbi.g_01705
OG0001294	Prah.g_00710	Prbi.g_01724
OG0001296	Prah.g_01665	Prbi.g_01779
OG0001297	Prah.g_01670	Prbi.g_01783
OG0001299	Prah.g_02068	Prbi.g_01851
OG0001300	Prah.g_01682	Prbi.g_01877
OG0001301	Prah.g_02240	Prbi.g_01976
OG0001302	Prah.g_00131	Prbi.g_02004
OG0001303	Prah.g_00057	Prbi.g_02048
OG0001304	Prah.g_02589	Prbi.g_02093
OG0001306	Prah.g_00231	Prbi.g_00438
OG0001307	Prah.g_00037	Prbi.g_00030
OG0001308	Prah.g_01841	Prbi.g_00078
OG0001309	Prah.g_01844	Prbi.g_00081
OG0001310	Prah.g_01846	Prbi.g_00083
OG0001311	Prah.g_01881	Prbi.g_00100
OG0001312	Prah.g_00185	Prbi.g_00127
OG0001313	Prah.g_02251	Prbi.g_00133
OG0001314	Prah.g_02359	Prbi.g_00223
OG0001315	Prah.g_02077	Prbi.g_00267
OG0001316	Prah.g_01868, Prah.g_02090	Prbi.g_00276
OG0001318	Prah.g_00499	Prbi.g_00640
OG0001319	Prah.g_00356	Prbi.g_00800
OG0001320	Prah.g_00906	Prbi.g_01077
OG0001321	Prah.g_00911	Prbi.g_01082
OG0001322	Prah.g_02573	Prbi.g_01119
OG0001323	Prah.g_00054	Prbi.g_01155
OG0001325	Prah.g_01182	Prbi.g_01166
OG0001326	Prah.g_01250	Prbi.g_01235
OG0001327	Prah.g_00325	Prbi.g_01423
OG0001328	Prah.g_00018	Prbi.g_01687
OG0001329	Prah.g_01704	Prbi.g_01810
OG0001330	Prah.g_01761	Prbi.g_01844
OG0001331	Prah.g_02235	Prbi.g_01972
OG0001332	Prah.g_02279	Prbi.g_00149
OG0001334	Prah.g_01481	Prbi.g_00469
OG0001335	Prah.g_00555	Prbi.g_01102
OG0001336	Prah.g_01120	Prbi.g_01122
OG0001338	Prah.g_01354	Prbi.g_01362
OG0001339	Prah.g_01370	Prbi.g_01396
OG0001340	Prah.g_02582	Prbi.g_01459
OG0001341	Prah.g_01658	Prbi.g_01680
OG0001343	Prah.g_01671	Prbi.g_01784
OG0001344	Prah.g_01737	Prbi.g_01833
OG0001345	Prah.g_01990	Prbi.g_01942
OG0001346	Prah.g_00148	Prbi.g_01996
OG0001347	Prah.g_00060	Prbi.g_02046
OG0001348	Prah.g_02253	Prbi.g_00136
OG0001349	Prah.g_00187	Prbi.g_00126
OG0001351	Prah.g_02363	Prbi.g_00227
OG0001352	Prah.g_02083	Prbi.g_00272
OG0001353	Prah.g_02108	Prbi.g_00285
OG0001354	Prah.g_02134	Prbi.g_00304
OG0001355	Prah.g_01934	Prbi.g_00363
OG0001356	Prah.g_00443	Prbi.g_00402
OG0001357	Prah.g_00228	Prbi.g_00435
OG0001358	Prah.g_00309	Prbi.g_00475
OG0001359	Prah.g_01560	Prbi.g_00489
OG0001360	Prah.g_01531	Prbi.g_00512
OG0001361	Prah.g_01527	Prbi.g_00517
OG0001362	Prah.g_01435	Prbi.g_00579
OG0001363	Prah.g_02393	Prbi.g_00707
OG0001365	Prah.g_00597	Prbi.g_00888
OG0001367	Prah.g_00837	Prbi.g_01037
OG0001368	Prah.g_00855	Prbi.g_01061
OG0001371	Prah.g_01284	Prbi.g_01257
OG0001372	Prah.g_00431	Prbi.g_01332
OG0001375	Prah.g_01726	Prbi.g_01824
OG0001376	Prah.g_01971, Prah.g_00340	Prbi.g_00155, Prbi.g_00722, Prbi.g_01866
OG0001377	Prah.g_00132	Prbi.g_02003
OG0001378	Prah.g_00857	Prbi.g_01063
OG0001382	Prah.g_02263	Prbi.g_00143
OG0001385	Prah.g_02124	Prbi.g_00296
OG0001388	Prah.g_01342	Prbi.g_00427
OG0001389	Prah.g_00256	Prbi.g_00455
OG0001391	Prah.g_01537	Prbi.g_00507
OG0001393	Prah.g_01518	Prbi.g_00522
OG0001404	Prah.g_00756	Prbi.g_01041
OG0001421	Prah.g_00766	Prbi.g_00990
OG0001422	Prah.g_00994, Prah.g_00343	Prbi.g_01760
OG0001425	Prah.g_01957	Prbi.g_00350
OG0001427	Prah.g_01516	Prbi.g_00524
OG0001436	Prah.g_00891	Prbi.g_01699
OG0001437	Prah.g_02412	Prbi.g_01707
OG0001438	Prah.g_02583	Prbi.g_02089
OG0001439	Prah.g_01078, Prah.g_01074	Prbi.g_02024, Prbi.g_01567
OG0001441	Prah.g_00813	Prbi.g_01019
OG0001446	Prah.g_02519, Prah.g_01163	Prbi.g_01301
OG0001448	Prah.g_00527	Prbi.g_00622
OG0001450	Prah.g_01213	Prbi.g_01169
OG0001458	Prah.g_02507	Prbi.g_02066
OG0001465	Prah.g_01419	Prbi.g_00591
OG0001468	Prah.g_00606	Prbi.g_00879
OG0001475	Prah.g_00892	Prbi.g_01369
OG0001476	Prah.g_00411	Prbi.g_01586
OG0001482	Prah.g_02184	Prbi.g_00344
OG0001485	Prah.g_00964	Prbi.g_00909
OG0001488	Prah.g_02512	Prbi.g_01095
OG0001489	Prah.g_02511	Prbi.g_01096
OG0001490	Prah.g_02510	Prbi.g_01097
OG0001491	Prah.g_01034	Prbi.g_01103
OG0001492	Prah.g_01240	Prbi.g_01132
OG0001493	Prah.g_00223	Prbi.g_01141
OG0001494	Prah.g_01294	Prbi.g_01223
OG0001496	Prah.g_01356	Prbi.g_01385
OG0001501	Prah.g_00522	Prbi.g_00808
OG0001505	Prah.g_00691	Prbi.g_00781
OG0001508	Prah.g_01613	Prbi.g_00876
OG0001511	Prah.g_02553	Prbi.g_00919
OG0001512	Prah.g_02554	Prbi.g_00920
OG0001513	Prah.g_02555	Prbi.g_00921
OG0001514	Prah.g_02556	Prbi.g_00922
OG0001515	Prah.g_02557	Prbi.g_00923
OG0001516	Prah.g_02558	Prbi.g_00924
OG0001517	Prah.g_02559	Prbi.g_00925
OG0001518	Prah.g_02560	Prbi.g_00926
OG0001519	Prah.g_02561	Prbi.g_00927
OG0001520	Prah.g_02562	Prbi.g_00928
OG0001521	Prah.g_02563	Prbi.g_00929
OG0001522	Prah.g_02564	Prbi.g_00930
OG0001523	Prah.g_00700	Prbi.g_00966
OG0001528	Prah.g_01804	Prbi.g_01700
OG0001536	Prah.g_01162	Prbi.g_01302
OG0001540	Prah.g_01367	Prbi.g_00460
OG0001545	Prah.g_01161	Prbi.g_01303
OG0001547	Prah.g_00044	Prbi.g_00034
OG0001555	Prah.g_00100	Prbi.g_01509
OG0001557	Prah.g_01817	Prbi.g_01695
OG0001560	Prah.g_00737	Prbi.g_00947
OG0001570	Prah.g_00617	Prbi.g_00461
OG0001588	Prah.g_01101	Prbi.g_01326
OG0001599	Prah.g_00260	Prbi.g_01545
OG0001602	Prah.g_02149	Prbi.g_00317
OG0001605	Prah.g_01806	Prbi.g_00421
OG0001610	Prah.g_01220	Prbi.g_00937
OG0001619	Prah.g_02045	Prbi.g_01871
OG0001629	Prah.g_00111	Prbi.g_01512
OG0001630	Prah.g_00121	Prbi.g_01472
OG0001632	Prah.g_00339, Prah.g_01973	Prbi.g_00806
OG0001635	Prah.g_01936	Prbi.g_00361
OG0001720	Prah.g_00118	Prbi.g_01473
OG0001800	Prah.g_00992	Prbi.g_01525, Prbi.g_00166
OG0001802	Prah.g_00243, Prah.g_01194	Prbi.g_01761
OG0001820	Prah.g_00345	Prbi.g_01368
OG0001850	Prah.g_01164	Prbi.g_01529
OG0001853	Prah.g_01121	Prbi.g_01756
OG0001884	Prah.g_01122	Prbi.g_01757
OG0001885	Prah.g_01123	Prbi.g_01758
OG0002000	Prah.g_02568	Prbi.g_01550, Prbi.g_01299
OG0002001	Prah.g_02571	Prbi.g_01551, Prbi.g_01298
OG0002053	Prah.g_01702	Prbi.g_00740
OG0002073	Prah.g_00352	Prbi.g_01879, Prbi.g_00712, Prbi.g_00164
OG0002131	Prah.g_01492	Prbi.g_01411
OG0002139	Prah.g_00332	Prbi.g_00163, Prbi.g_00717, Prbi.g_01880
OG0002323	Prah.g_00107	Prbi.g_01505, Prbi.g_01506
OG0002379	Prah.g_00578	Prbi.g_01538
OG0003133	Prah.g_00334	Prbi.g_00720
OG0003134	Prah.g_00333	Prbi.g_00161
OG0003145	Prah.g_00101	Prbi.g_01508, Prbi.g_01475
OG0004028	Prah.g_00102	Prbi.g_01507
