Orthogroup	Prah	Prab
OG0001175	Prah.g_02241	Prab.g_01840
OG0001176	Prah.g_02243	Prab.g_01841
OG0001177	Prah.g_02245	Prab.g_01843
OG0001178	Prah.g_02246	Prab.g_01844
OG0001179	Prah.g_02247	Prab.g_01845
OG0001180	Prah.g_00168	Prab.g_01846
OG0001181	Prah.g_00167	Prab.g_01847
OG0001182	Prah.g_00166	Prab.g_01848
OG0001183	Prah.g_00165	Prab.g_01849
OG0001184	Prah.g_00164	Prab.g_01850
OG0001185	Prah.g_00163	Prab.g_01851
OG0001186	Prah.g_00156	Prab.g_01852
OG0001187	Prah.g_00155	Prab.g_01853
OG0001188	Prah.g_00154	Prab.g_01854
OG0001189	Prah.g_00152	Prab.g_01855
OG0001190	Prah.g_00151	Prab.g_01856
OG0001191	Prah.g_00149	Prab.g_01858
OG0001192	Prah.g_00146	Prab.g_01860
OG0001193	Prah.g_00145	Prab.g_01861
OG0001194	Prah.g_00144	Prab.g_01862
OG0001195	Prah.g_00136	Prab.g_01863
OG0001196	Prah.g_00134	Prab.g_01865
OG0001197	Prah.g_00130	Prab.g_01868
OG0001198	Prah.g_00129	Prab.g_01869
OG0001199	Prah.g_00128	Prab.g_01870
OG0001200	Prah.g_00127	Prab.g_01871
OG0001201	Prah.g_00126	Prab.g_01872
OG0001202	Prah.g_00125	Prab.g_01873
OG0001203	Prah.g_00088	Prab.g_01875
OG0001204	Prah.g_00086	Prab.g_01879
OG0001205	Prah.g_00085	Prab.g_01880
OG0001206	Prah.g_00084	Prab.g_01881
OG0001207	Prah.g_00080	Prab.g_01882
OG0001208	Prah.g_00079	Prab.g_01883
OG0001209	Prah.g_00078	Prab.g_01884
OG0001210	Prah.g_00076	Prab.g_01885
OG0001211	Prah.g_00074	Prab.g_01886
OG0001212	Prah.g_00073	Prab.g_01887
OG0001213	Prah.g_00071	Prab.g_01888
OG0001214	Prah.g_00070	Prab.g_01889
OG0001215	Prah.g_00068	Prab.g_01890
OG0001216	Prah.g_00067	Prab.g_01891
OG0001217	Prah.g_00066	Prab.g_01892
OG0001218	Prah.g_00065	Prab.g_01893
OG0001219	Prah.g_00063	Prab.g_01894
OG0001220	Prah.g_00062	Prab.g_01895
OG0001221	Prah.g_00061	Prab.g_01896
OG0001222	Prah.g_00059	Prab.g_01898
OG0001223	Prah.g_00055	Prab.g_01900
OG0001224	Prah.g_00053	Prab.g_01901
OG0001225	Prah.g_02490	Prab.g_01903
OG0001226	Prah.g_02491	Prab.g_01904
OG0001227	Prah.g_02492	Prab.g_01905
OG0001228	Prah.g_02493	Prab.g_01906
OG0001229	Prah.g_02495	Prab.g_01907
OG0001230	Prah.g_02496	Prab.g_01908
OG0001231	Prah.g_02497	Prab.g_01909
OG0001232	Prah.g_02499	Prab.g_01911
OG0001233	Prah.g_02501	Prab.g_01912
OG0001234	Prah.g_02503	Prab.g_01913
OG0001235	Prah.g_02504	Prab.g_01914
OG0001236	Prah.g_02505	Prab.g_01915
OG0001237	Prah.g_02508	Prab.g_01918
OG0001238	Prah.g_02513	Prab.g_01919
OG0001239	Prah.g_02536	Prab.g_01922
OG0001240	Prah.g_02540	Prab.g_01923
OG0001241	Prah.g_02541	Prab.g_01924
OG0001242	Prah.g_02543	Prab.g_01925
OG0001243	Prah.g_02544	Prab.g_01926
OG0001244	Prah.g_02547	Prab.g_01927
OG0001245	Prah.g_02548	Prab.g_01928
OG0001246	Prah.g_02550	Prab.g_01929
OG0001247	Prah.g_02551	Prab.g_01930
OG0001248	Prah.g_02552	Prab.g_01931
OG0001249	Prah.g_02565	Prab.g_01932
OG0001250	Prah.g_02574	Prab.g_01933
OG0001251	Prah.g_02575	Prab.g_01934
OG0001252	Prah.g_02576	Prab.g_01935
OG0001253	Prah.g_02577	Prab.g_01936
OG0001254	Prah.g_02579	Prab.g_01938
OG0001255	Prah.g_02580	Prab.g_01939
OG0001256	Prah.g_02584	Prab.g_01941
OG0001257	Prah.g_02586	Prab.g_01942
OG0001258	Prah.g_02587	Prab.g_01943
OG0001259	Prah.g_02591	Prab.g_01945
OG0001260	Prah.g_02593	Prab.g_01947
OG0001261	Prah.g_02594	Prab.g_01948
OG0001262	Prah.g_02596	Prab.g_01949
OG0001263	Prah.g_02598	Prab.g_01950
OG0001264	Prah.g_02600	Prab.g_01951
OG0001265	Prah.g_02601	Prab.g_01952
OG0001266	Prah.g_02602	Prab.g_01953
OG0001267	Prah.g_02603	Prab.g_01954
OG0001268	Prah.g_02604	Prab.g_01955
OG0001271	Prah.g_02287	Prab.g_00141
OG0001272	Prah.g_02135	Prab.g_00269
OG0001273	Prah.g_01941	Prab.g_00321
OG0001274	Prah.g_01564	Prab.g_00486
OG0001275	Prah.g_01545	Prab.g_00502
OG0001276	Prah.g_01418	Prab.g_00594
OG0001278	Prah.g_00581	Prab.g_00890
OG0001279	Prah.g_00734	Prab.g_01069
OG0001280	Prah.g_00856	Prab.g_00953
OG0001281	Prah.g_01192	Prab.g_01120
OG0001282	Prah.g_00722	Prab.g_01137
OG0001285	Prah.g_01037	Prab.g_01203
OG0001286	Prah.g_01324	Prab.g_01216
OG0001288	Prah.g_01203	Prab.g_01506
OG0001289	Prah.g_01622	Prab.g_01517
OG0001291	Prah.g_01521	Prab.g_01562
OG0001292	Prah.g_01050	Prab.g_01567
OG0001293	Prah.g_00282	Prab.g_01592
OG0001296	Prah.g_01665	Prab.g_01661
OG0001297	Prah.g_01670	Prab.g_01665
OG0001298	Prah.g_01673	Prab.g_01668
OG0001299	Prah.g_02068	Prab.g_01734
OG0001300	Prah.g_01682	Prab.g_01758
OG0001301	Prah.g_02240	Prab.g_01839
OG0001302	Prah.g_00131	Prab.g_01867
OG0001303	Prah.g_00057	Prab.g_01899
OG0001304	Prah.g_02589	Prab.g_01944
OG0001305	Prah.g_01100	Prab.g_00379
OG0001306	Prah.g_00231	Prab.g_00440
OG0001307	Prah.g_00037	Prab.g_00030
OG0001308	Prah.g_01841	Prab.g_00063
OG0001309	Prah.g_01844	Prab.g_00066
OG0001310	Prah.g_01846	Prab.g_00068
OG0001311	Prah.g_01881	Prab.g_00084
OG0001312	Prah.g_00185	Prab.g_00110
OG0001314	Prah.g_02359	Prab.g_00190
OG0001315	Prah.g_02077	Prab.g_00233
OG0001316	Prah.g_01868, Prah.g_02090	Prab.g_00242
OG0001318	Prah.g_00499	Prab.g_00642
OG0001319	Prah.g_00356	Prab.g_00776
OG0001320	Prah.g_00906	Prab.g_00938
OG0001322	Prah.g_02573	Prab.g_01127
OG0001323	Prah.g_00054	Prab.g_01164
OG0001325	Prah.g_01182	Prab.g_01174
OG0001326	Prah.g_01250	Prab.g_01247
OG0001328	Prah.g_00018	Prab.g_01565
OG0001329	Prah.g_01704	Prab.g_01692
OG0001330	Prah.g_01761	Prab.g_01726
OG0001332	Prah.g_02279	Prab.g_00131
OG0001334	Prah.g_01481	Prab.g_00472
OG0001335	Prah.g_00555	Prab.g_01112
OG0001336	Prah.g_01120	Prab.g_01130
OG0001339	Prah.g_01370	Prab.g_01331
OG0001340	Prah.g_02582	Prab.g_01381
OG0001341	Prah.g_01658	Prab.g_01558
OG0001343	Prah.g_01671	Prab.g_01666
OG0001344	Prah.g_01737	Prab.g_01715
OG0001345	Prah.g_01990	Prab.g_01806
OG0001346	Prah.g_00148	Prab.g_01859
OG0001347	Prah.g_00060	Prab.g_01897
OG0001349	Prah.g_00187	Prab.g_00109
OG0001351	Prah.g_02363	Prab.g_00194
OG0001352	Prah.g_02083	Prab.g_00238
OG0001353	Prah.g_02108	Prab.g_00250
OG0001354	Prah.g_02134	Prab.g_00268
OG0001355	Prah.g_01934	Prab.g_00326
OG0001356	Prah.g_00443	Prab.g_00366
OG0001357	Prah.g_00228	Prab.g_00437
OG0001358	Prah.g_00309	Prab.g_00476
OG0001359	Prah.g_01560	Prab.g_00490
OG0001360	Prah.g_01531	Prab.g_00513
OG0001361	Prah.g_01527	Prab.g_00518
OG0001362	Prah.g_01435	Prab.g_00581
OG0001363	Prah.g_02393	Prab.g_00710
OG0001365	Prah.g_00597	Prab.g_00880
OG0001367	Prah.g_00837	Prab.g_00982
OG0001368	Prah.g_00855	Prab.g_00954
OG0001371	Prah.g_01284	Prab.g_01269
OG0001372	Prah.g_00431	Prab.g_01590
OG0001375	Prah.g_01726	Prab.g_01706
OG0001376	Prah.g_01971, Prah.g_00340	Prab.g_01748
OG0001377	Prah.g_00132	Prab.g_01866
OG0001378	Prah.g_00857	Prab.g_00952
OG0001382	Prah.g_02263	Prab.g_00125
OG0001385	Prah.g_02124	Prab.g_00261
OG0001388	Prah.g_01342	Prab.g_01626
OG0001391	Prah.g_01537	Prab.g_00508
OG0001393	Prah.g_01518	Prab.g_00523
OG0001404	Prah.g_00756	Prab.g_00749
OG0001421	Prah.g_00766	Prab.g_01029
OG0001422	Prah.g_00994, Prah.g_00343	Prab.g_01648
OG0001425	Prah.g_01957	Prab.g_00314
OG0001427	Prah.g_01516	Prab.g_00525
OG0001436	Prah.g_00891	Prab.g_01581
OG0001437	Prah.g_02412	Prab.g_01595
OG0001438	Prah.g_02583	Prab.g_01940
OG0001439	Prah.g_01078, Prah.g_01074	Prab.g_00406
OG0001441	Prah.g_00813	Prab.g_01000
OG0001446	Prah.g_02519, Prah.g_01163	Prab.g_00793
OG0001448	Prah.g_00527	Prab.g_00624
OG0001450	Prah.g_01213	Prab.g_01178
OG0001456	Prah.g_01180	Prab.g_01603
OG0001458	Prah.g_02507	Prab.g_01917
OG0001465	Prah.g_01419	Prab.g_00593
OG0001468	Prah.g_00606	Prab.g_00872
OG0001475	Prah.g_00892	Prab.g_00769
OG0001476	Prah.g_00411	Prab.g_01463
OG0001482	Prah.g_02184	Prab.g_00308
OG0001484	Prah.g_00621	Prab.g_00426
OG0001488	Prah.g_02512	Prab.g_01105
OG0001489	Prah.g_02511	Prab.g_01106
OG0001490	Prah.g_02510	Prab.g_01107
OG0001491	Prah.g_01034	Prab.g_01113
OG0001492	Prah.g_01240	Prab.g_01140
OG0001493	Prah.g_00223	Prab.g_01149
OG0001494	Prah.g_01294	Prab.g_01235
OG0001496	Prah.g_01356	Prab.g_01320
OG0001500	Prah.g_00696	Prab.g_01049
OG0001505	Prah.g_00691	Prab.g_00752
OG0001508	Prah.g_01613	Prab.g_00869
OG0001511	Prah.g_02553	Prab.g_01099
OG0001512	Prah.g_02554	Prab.g_01098
OG0001513	Prah.g_02555	Prab.g_01097
OG0001514	Prah.g_02556	Prab.g_01096
OG0001515	Prah.g_02557	Prab.g_01095
OG0001516	Prah.g_02558	Prab.g_01094
OG0001517	Prah.g_02559	Prab.g_01093
OG0001518	Prah.g_02560	Prab.g_01092
OG0001519	Prah.g_02561	Prab.g_01091
OG0001520	Prah.g_02562	Prab.g_01090
OG0001521	Prah.g_02563	Prab.g_01089
OG0001522	Prah.g_02564	Prab.g_01088
OG0001523	Prah.g_00700	Prab.g_01053
OG0001527	Prah.g_01202	Prab.g_01570
OG0001528	Prah.g_01804	Prab.g_01582
OG0001536	Prah.g_01162	Prab.g_00792
OG0001540	Prah.g_01367	Prab.g_00464
OG0001545	Prah.g_01161	Prab.g_00791
OG0001547	Prah.g_00044	Prab.g_00034
OG0001557	Prah.g_01817	Prab.g_01575
OG0001588	Prah.g_01101	Prab.g_00415
OG0001599	Prah.g_00260	Prab.g_01286
OG0001600	Prah.g_01664	Prab.g_01604
OG0001602	Prah.g_02149	Prab.g_00281
OG0001605	Prah.g_01806	Prab.g_00389
OG0001610	Prah.g_01220	Prab.g_01081
OG0001630	Prah.g_00121	Prab.g_01443
OG0001702	Prah.g_02223	Prab.g_01384
OG0001716	Prah.g_01569, Prah.g_01156	Prab.g_00784
OG0001718	Prah.g_00094	Prab.g_01292
OG0001798	Prah.g_01453	Prab.g_00567
OG0001800	Prah.g_00992	Prab.g_01342
OG0001820	Prah.g_00345	Prab.g_01608
OG0001821	Prah.g_02131	Prab.g_01411
OG0001842	Prah.g_00092, Prah.g_02217	Prab.g_01405
OG0001908	Prah.g_01157, Prah.g_01158	Prab.g_00785
OG0001910	Prah.g_00447	Prab.g_01589
OG0001950	Prah.g_01021	Prab.g_00398
OG0002053	Prah.g_01702	Prab.g_01428
OG0002120	Prah.g_02249	Prab.g_01383
