Orthogroup	Pran	Prbm
OG0001109	Pran.g_01084	Prbm.g_02011
OG0001110	Pran.g_01085	Prbm.g_02012
OG0001111	Pran.g_01086	Prbm.g_02013
OG0001112	Pran.g_01087	Prbm.g_02014
OG0001113	Pran.g_01088	Prbm.g_02015
OG0001114	Pran.g_01089	Prbm.g_02016
OG0001115	Pran.g_01090	Prbm.g_02017
OG0001116	Pran.g_01091	Prbm.g_02018
OG0001117	Pran.g_01092	Prbm.g_02019
OG0001118	Pran.g_01093	Prbm.g_02020
OG0001119	Pran.g_01094	Prbm.g_02021
OG0001120	Pran.g_01095	Prbm.g_02022
OG0001121	Pran.g_01097	Prbm.g_02024
OG0001122	Pran.g_01098	Prbm.g_02025
OG0001123	Pran.g_01099	Prbm.g_02026
OG0001124	Pran.g_01101	Prbm.g_02028
OG0001125	Pran.g_01103	Prbm.g_02030
OG0001126	Pran.g_01104	Prbm.g_02031
OG0001127	Pran.g_01106	Prbm.g_02034
OG0001128	Pran.g_01107	Prbm.g_02035
OG0001129	Pran.g_01108	Prbm.g_02036
OG0001130	Pran.g_01111	Prbm.g_02039
OG0001131	Pran.g_01112	Prbm.g_02040
OG0001132	Pran.g_01113	Prbm.g_02041
OG0001133	Pran.g_01114	Prbm.g_02042
OG0001134	Pran.g_01115	Prbm.g_02043
OG0001135	Pran.g_01116	Prbm.g_02044
OG0001136	Pran.g_01117	Prbm.g_02045
OG0001137	Pran.g_01118	Prbm.g_02046
OG0001138	Pran.g_01119	Prbm.g_02048
OG0001139	Pran.g_01120	Prbm.g_02050
OG0001140	Pran.g_01121	Prbm.g_02051
OG0001141	Pran.g_01122	Prbm.g_02052
OG0001142	Pran.g_01125	Prbm.g_02057
OG0001143	Pran.g_01126	Prbm.g_02058
OG0001144	Pran.g_01127	Prbm.g_02059
OG0001145	Pran.g_01128	Prbm.g_02060
OG0001146	Pran.g_01129	Prbm.g_02061
OG0001147	Pran.g_01130	Prbm.g_02062
OG0001148	Pran.g_01131	Prbm.g_02063
OG0001149	Pran.g_01133	Prbm.g_02064
OG0001150	Pran.g_01134	Prbm.g_02065
OG0001151	Pran.g_01136	Prbm.g_02068
OG0001152	Pran.g_01137	Prbm.g_02069
OG0001153	Pran.g_01138	Prbm.g_02070
OG0001154	Pran.g_01139	Prbm.g_02072
OG0001155	Pran.g_01141	Prbm.g_02074
OG0001156	Pran.g_01143	Prbm.g_02076
OG0001157	Pran.g_01144	Prbm.g_02078
OG0001158	Pran.g_01146	Prbm.g_02080
OG0001159	Pran.g_01147	Prbm.g_02081
OG0001160	Pran.g_01148	Prbm.g_02082
OG0001161	Pran.g_01149	Prbm.g_02083
OG0001162	Pran.g_01150	Prbm.g_02084
OG0001163	Pran.g_01151	Prbm.g_02085
OG0001164	Pran.g_01152	Prbm.g_02086
OG0001165	Pran.g_01153	Prbm.g_02087
OG0001166	Pran.g_01154	Prbm.g_02088
OG0001167	Pran.g_01155	Prbm.g_02089
OG0001168	Pran.g_01156	Prbm.g_02090
OG0001169	Pran.g_01157	Prbm.g_02091
OG0001170	Pran.g_01158	Prbm.g_02092
OG0001171	Pran.g_01159	Prbm.g_02093
OG0001172	Pran.g_01161	Prbm.g_02095
OG0001173	Pran.g_01163	Prbm.g_02097
OG0001174	Pran.g_01164	Prbm.g_02098
OG0001175	Pran.g_01165	Prbm.g_02099
OG0001176	Pran.g_01166	Prbm.g_02101
OG0001177	Pran.g_01168	Prbm.g_02103
OG0001178	Pran.g_01171	Prbm.g_02106
OG0001179	Pran.g_01172	Prbm.g_02107
OG0001180	Pran.g_01173	Prbm.g_02108
OG0001181	Pran.g_01174	Prbm.g_02109
OG0001182	Pran.g_01175	Prbm.g_02110
OG0001183	Pran.g_01176	Prbm.g_02111
OG0001184	Pran.g_01178	Prbm.g_02140
OG0001185	Pran.g_01182	Prbm.g_02144
OG0001186	Pran.g_01183	Prbm.g_02145
OG0001187	Pran.g_01184	Prbm.g_02146
OG0001188	Pran.g_01185	Prbm.g_02147
OG0001189	Pran.g_01186	Prbm.g_02148
OG0001190	Pran.g_01187	Prbm.g_02149
OG0001191	Pran.g_01188	Prbm.g_02150
OG0001192	Pran.g_01189	Prbm.g_02151
OG0001193	Pran.g_01190	Prbm.g_02152
OG0001194	Pran.g_01191	Prbm.g_02153
OG0001195	Pran.g_01192	Prbm.g_02154
OG0001196	Pran.g_01193	Prbm.g_02155
OG0001197	Pran.g_01194	Prbm.g_02156
OG0001198	Pran.g_01195	Prbm.g_02157
OG0001199	Pran.g_01196	Prbm.g_02158
OG0001200	Pran.g_01197	Prbm.g_02159
OG0001201	Pran.g_01198	Prbm.g_02160
OG0001202	Pran.g_01199	Prbm.g_02161
OG0001203	Pran.g_01201	Prbm.g_02163
OG0001204	Pran.g_01202	Prbm.g_02165
OG0001205	Pran.g_01203	Prbm.g_02167
OG0001206	Pran.g_01204	Prbm.g_02168
OG0001207	Pran.g_01205	Prbm.g_02169
OG0001208	Pran.g_01206	Prbm.g_02170
OG0001209	Pran.g_01207	Prbm.g_02171
OG0001210	Pran.g_01208	Prbm.g_02172
OG0001211	Pran.g_01209	Prbm.g_02173
OG0001212	Pran.g_01210	Prbm.g_02174
OG0001213	Pran.g_01211	Prbm.g_02175
OG0001214	Pran.g_01213	Prbm.g_02177
OG0001215	Pran.g_01214	Prbm.g_02178
OG0001216	Pran.g_01215	Prbm.g_02179
OG0001217	Pran.g_01216	Prbm.g_02180
OG0001218	Pran.g_01217	Prbm.g_02181
OG0001219	Pran.g_01220	Prbm.g_02184
OG0001220	Pran.g_01221	Prbm.g_02185
OG0001221	Pran.g_01224	Prbm.g_02190
OG0001222	Pran.g_01225	Prbm.g_02191
OG0001223	Pran.g_01226	Prbm.g_02192
OG0001224	Pran.g_01227	Prbm.g_02194
OG0001225	Pran.g_01228	Prbm.g_02195
OG0001226	Pran.g_01229	Prbm.g_02196
OG0001227	Pran.g_01230	Prbm.g_02197
OG0001228	Pran.g_01231	Prbm.g_02198
OG0001229	Pran.g_01232	Prbm.g_02199
OG0001230	Pran.g_01233	Prbm.g_02200
OG0001231	Pran.g_01234	Prbm.g_02201
OG0001232	Pran.g_01235	Prbm.g_02208
OG0001233	Pran.g_01236	Prbm.g_02209
OG0001234	Pran.g_01237	Prbm.g_02210
OG0001235	Pran.g_01238	Prbm.g_02211
OG0001236	Pran.g_01240	Prbm.g_02213
OG0001237	Pran.g_01241	Prbm.g_02214
OG0001238	Pran.g_01243	Prbm.g_02217
OG0001239	Pran.g_01244	Prbm.g_02218
OG0001240	Pran.g_01245	Prbm.g_02219
OG0001241	Pran.g_01247	Prbm.g_02222
OG0001242	Pran.g_01249	Prbm.g_02225
OG0001243	Pran.g_01250	Prbm.g_02226
OG0001244	Pran.g_01251	Prbm.g_02227
OG0001245	Pran.g_01252	Prbm.g_02228
OG0001246	Pran.g_01253	Prbm.g_02229
OG0001247	Pran.g_01254	Prbm.g_02230
OG0001248	Pran.g_01255	Prbm.g_02231
OG0001249	Pran.g_01256	Prbm.g_02232
OG0001250	Pran.g_01257	Prbm.g_02233
OG0001252	Pran.g_00296	Prbm.g_00197
OG0001253	Pran.g_00282	Prbm.g_00209
OG0001254	Pran.g_01913	Prbm.g_00337
OG0001255	Pran.g_01861	Prbm.g_00399
OG0001256	Pran.g_00925	Prbm.g_01202
OG0001257	Pran.g_01696	Prbm.g_00508
OG0001258	Pran.g_01680	Prbm.g_00523
OG0001259	Pran.g_01588	Prbm.g_00619
OG0001260	Pran.g_01417	Prbm.g_01023, Prbm.g_01479
OG0001261	Pran.g_01309	Prbm.g_00849
OG0001263	Pran.g_00179	Prbm.g_01173, Prbm.g_00906
OG0001264	Pran.g_00428	Prbm.g_00928
OG0001265	Pran.g_00544	Prbm.g_01037
OG0001266	Pran.g_00159	Prbm.g_01945
OG0001267	Pran.g_00076	Prbm.g_01566
OG0001268	Pran.g_00063	Prbm.g_01552
OG0001270	Pran.g_00693	Prbm.g_01751
OG0001271	Pran.g_00682	Prbm.g_01763
OG0001272	Pran.g_00638	Prbm.g_00893
OG0001273	Pran.g_00637	Prbm.g_00552
OG0001274	Pran.g_00632	Prbm.g_01801
OG0001275	Pran.g_00607	Prbm.g_01080
OG0001277	Pran.g_00923	Prbm.g_01409, Prbm.g_01813, Prbm.g_01923
OG0001278	Pran.g_00962	Prbm.g_01833
OG0001279	Pran.g_00966	Prbm.g_01837
OG0001280	Pran.g_00969	Prbm.g_01840
OG0001281	Pran.g_01035	Prbm.g_01952
OG0001282	Pran.g_01060	Prbm.g_01345
OG0001283	Pran.g_01142	Prbm.g_02075
OG0001284	Pran.g_01170	Prbm.g_02105
OG0001286	Pran.g_01246	Prbm.g_02221
OG0001287	Pran.g_01804	Prbm.g_01156
OG0001288	Pran.g_01743	Prbm.g_00447
OG0001290	Pran.g_00394	Prbm.g_00030
OG0001291	Pran.g_00361	Prbm.g_00128
OG0001292	Pran.g_00358	Prbm.g_00131
OG0001293	Pran.g_00356	Prbm.g_00133
OG0001294	Pran.g_00340	Prbm.g_00150
OG0001295	Pran.g_00314	Prbm.g_00178
OG0001297	Pran.g_00233	Prbm.g_00259
OG0001298	Pran.g_01949	Prbm.g_00304
OG0001299	Pran.g_01940	Prbm.g_00311
OG0001300	Pran.g_01821	Prbm.g_01071
OG0001301	Pran.g_01541	Prbm.g_00668
OG0001302	Pran.g_01410	Prbm.g_01823
OG0001303	Pran.g_01407	Prbm.g_00785
OG0001304	Pran.g_00559	Prbm.g_01055
OG0001306	Pran.g_00152	Prbm.g_02207
OG0001307	Pran.g_00142	Prbm.g_00937
OG0001308	Pran.g_00117	Prbm.g_01065
OG0001309	Pran.g_00115	Prbm.g_02166
OG0001310	Pran.g_00105	Prbm.g_01314
OG0001311	Pran.g_00032	Prbm.g_01515
OG0001313	Pran.g_00634	Prbm.g_00789
OG0001314	Pran.g_00993	Prbm.g_01862
OG0001315	Pran.g_01027	Prbm.g_01897
OG0001318	Pran.g_00293	Prbm.g_00201
OG0001320	Pran.g_01711	Prbm.g_01574
OG0001322	Pran.g_01362	Prbm.g_00778
OG0001323	Pran.g_00167	Prbm.g_00918
OG0001324	Pran.g_00134	Prbm.g_01311
OG0001325	Pran.g_00112	Prbm.g_01388
OG0001329	Pran.g_00820	Prbm.g_02215
OG0001330	Pran.g_00641	Prbm.g_01797
OG0001331	Pran.g_00967	Prbm.g_01838
OG0001332	Pran.g_01016	Prbm.g_01886
OG0001333	Pran.g_01109	Prbm.g_02037
OG0001334	Pran.g_01162	Prbm.g_02096
OG0001335	Pran.g_01200	Prbm.g_02162
OG0001338	Pran.g_00289	Prbm.g_01098
OG0001344	Pran.g_01817	Prbm.g_01584, Prbm.g_01649
OG0001348	Pran.g_01674	Prbm.g_00538
OG0001349	Pran.g_01669	Prbm.g_00543
OG0001350	Pran.g_01664	Prbm.g_00548
OG0001352	Pran.g_01496	Prbm.g_00717
OG0001356	Pran.g_00411	Prbm.g_00909
OG0001359	Pran.g_00089	Prbm.g_01915
OG0001360	Pran.g_00088	Prbm.g_01916
OG0001362	Pran.g_00609	Prbm.g_01171
OG0001363	Pran.g_00808	Prbm.g_02115
OG0001364	Pran.g_00663	Prbm.g_01783
OG0001365	Pran.g_01030	Prbm.g_00952
OG0001367	Pran.g_01050	Prbm.g_00080
OG0001369	Pran.g_00545	Prbm.g_01038
OG0001371	Pran.g_00365	Prbm.g_00124
OG0001372	Pran.g_00364	Prbm.g_00125
OG0001373	Pran.g_00357	Prbm.g_00132
OG0001374	Pran.g_00345	Prbm.g_00144
OG0001376	Pran.g_00198	Prbm.g_00294
OG0001377	Pran.g_01936	Prbm.g_00316
OG0001379	Pran.g_01832	Prbm.g_01749
OG0001380	Pran.g_00927	Prbm.g_01067
OG0001382	Pran.g_01718	Prbm.g_00489
OG0001383	Pran.g_01667	Prbm.g_00545
OG0001385	Pran.g_01512	Prbm.g_00698
OG0001386	Pran.g_01504	Prbm.g_00708
OG0001387	Pran.g_01502	Prbm.g_00710
OG0001388	Pran.g_01492	Prbm.g_00723
OG0001389	Pran.g_01455	Prbm.g_00747
OG0001390	Pran.g_01418	Prbm.g_00091
OG0001391	Pran.g_01357	Prbm.g_00954
OG0001392	Pran.g_00192	Prbm.g_00908
OG0001393	Pran.g_00412	Prbm.g_00910
OG0001394	Pran.g_00434	Prbm.g_00934
OG0001395	Pran.g_00437	Prbm.g_00938
OG0001396	Pran.g_01434	Prbm.g_01273
OG0001397	Pran.g_00553	Prbm.g_01046
OG0001398	Pran.g_00572	Prbm.g_00884
OG0001399	Pran.g_00169	Prbm.g_00907
OG0001400	Pran.g_00161	Prbm.g_00900
OG0001401	Pran.g_00904	Prbm.g_01135
OG0001402	Pran.g_00074	Prbm.g_01564
OG0001403	Pran.g_00875	Prbm.g_01612
OG0001404	Pran.g_00849	Prbm.g_01112
OG0001405	Pran.g_00840	Prbm.g_01661
OG0001406	Pran.g_00694	Prbm.g_01750
OG0001407	Pran.g_00691	Prbm.g_01754
OG0001408	Pran.g_00640	Prbm.g_01798
OG0001409	Pran.g_00626	Prbm.g_01137
OG0001410	Pran.g_00604	Prbm.g_01122
OG0001412	Pran.g_00468	Prbm.g_00966
OG0001413	Pran.g_00949	Prbm.g_00478
OG0001414	Pran.g_00371	Prbm.g_02056
OG0001415	Pran.g_01868	Prbm.g_00381
OG0001416	Pran.g_01657	Prbm.g_00555
OG0001417	Pran.g_01503	Prbm.g_00709
OG0001418	Pran.g_01404	Prbm.g_01155
OG0001419	Pran.g_01353	Prbm.g_00958
OG0001420	Pran.g_00414	Prbm.g_01937
OG0001421	Pran.g_00419	Prbm.g_00915
OG0001422	Pran.g_00164	Prbm.g_00770
OG0001423	Pran.g_00087	Prbm.g_01196
OG0001424	Pran.g_00920	Prbm.g_01918
OG0001426	Pran.g_01242	Prbm.g_02216
OG0001427	Pran.g_01822	Prbm.g_01819
OG0001429	Pran.g_00497	Prbm.g_00998
OG0001431	Pran.g_00163	Prbm.g_00899
OG0001432	Pran.g_00160	Prbm.g_00781
OG0001433	Pran.g_00520	Prbm.g_01162
OG0001435	Pran.g_00628	Prbm.g_01109
OG0001436	Pran.g_01390	Prbm.g_01433, Prbm.g_01145
OG0001440	Pran.g_00547	Prbm.g_01041
OG0001441	Pran.g_00124	Prbm.g_01286
OG0001442	Pran.g_00101	Prbm.g_01805
OG0001444	Pran.g_00041	Prbm.g_01528
OG0001448	Pran.g_00596	Prbm.g_00761
OG0001452	Pran.g_01219	Prbm.g_02183
OG0001456	Pran.g_01589	Prbm.g_00396
OG0001458	Pran.g_01419	Prbm.g_01339
OG0001461	Pran.g_00460	Prbm.g_00804
OG0001464	Pran.g_00165	Prbm.g_01481, Prbm.g_01018
OG0001466	Pran.g_01414	Prbm.g_01315
OG0001467	Pran.g_00736	Prbm.g_01707
OG0001469	Pran.g_00062	Prbm.g_01551
OG0001473	Pran.g_00178	Prbm.g_00953
OG0001474	Pran.g_00180	Prbm.g_01925
OG0001475	Pran.g_00174	Prbm.g_00895
OG0001476	Pran.g_00173	Prbm.g_00896
OG0001477	Pran.g_00172	Prbm.g_00897
OG0001478	Pran.g_00166	Prbm.g_01686
OG0001479	Pran.g_00139	Prbm.g_01526
OG0001480	Pran.g_00130	Prbm.g_00443
OG0001486	Pran.g_00448	Prbm.g_00949
OG0001488	Pran.g_00260	Prbm.g_00231
OG0001491	Pran.g_01367	Prbm.g_01100
OG0001493	Pran.g_00181	Prbm.g_01926
OG0001494	Pran.g_00182	Prbm.g_01927
OG0001495	Pran.g_00183	Prbm.g_01928
OG0001496	Pran.g_00184	Prbm.g_01929
OG0001497	Pran.g_00185	Prbm.g_01930
OG0001498	Pran.g_00186	Prbm.g_01931
OG0001499	Pran.g_00187	Prbm.g_01932
OG0001500	Pran.g_00188	Prbm.g_01933
OG0001501	Pran.g_00189	Prbm.g_01934
OG0001502	Pran.g_00190	Prbm.g_01935
OG0001503	Pran.g_00191	Prbm.g_01936
OG0001504	Pran.g_00444	Prbm.g_00945
OG0001507	Pran.g_00077	Prbm.g_01568
OG0001508	Pran.g_00629	Prbm.g_00086
OG0001509	Pran.g_01051	Prbm.g_00079
OG0001510	Pran.g_01124	Prbm.g_02055
OG0001511	Pran.g_01769	Prbm.g_01307, Prbm.g_01244
OG0001515	Pran.g_01412	Prbm.g_01811
OG0001516	Pran.g_00509	Prbm.g_01008
OG0001517	Pran.g_00156	Prbm.g_00104
OG0001518	Pran.g_01425	Prbm.g_01367, Prbm.g_01362
OG0001519	Pran.g_01803	Prbm.g_01285
OG0001520	Pran.g_01391	Prbm.g_01432, Prbm.g_01146
OG0001523	Pran.g_00372	Prbm.g_00113
OG0001524	Pran.g_01819	Prbm.g_01316
OG0001526	Pran.g_00417	Prbm.g_00913
OG0001527	Pran.g_00126	Prbm.g_01380
OG0001528	Pran.g_00525	Prbm.g_01815
OG0001529	Pran.g_01784	Prbm.g_01370, Prbm.g_01458
OG0001530	Pran.g_01392	Prbm.g_01147, Prbm.g_01431
OG0001533	Pran.g_01790	Prbm.g_01317
OG0001534	Pran.g_00622	Prbm.g_01242
OG0001536	Pran.g_00128	Prbm.g_01092
OG0001539	Pran.g_00890	Prbm.g_01327
OG0001540	Pran.g_00889	Prbm.g_01201
OG0001543	Pran.g_00606	Prbm.g_01028, Prbm.g_01323
OG0001549	Pran.g_00308	Prbm.g_00186
OG0001550	Pran.g_01887	Prbm.g_00363
OG0001552	Pran.g_01826	Prbm.g_01189
OG0001553	Pran.g_01801	Prbm.g_01332
OG0001554	Pran.g_01800	Prbm.g_01074
OG0001555	Pran.g_01721	Prbm.g_01083
OG0001556	Pran.g_01709	Prbm.g_01583
OG0001557	Pran.g_01501	Prbm.g_00711
OG0001558	Pran.g_00901	Prbm.g_01193
OG0001559	Pran.g_01411	Prbm.g_01166
OG0001560	Pran.g_01375	Prbm.g_01024
OG0001561	Pran.g_01280	Prbm.g_01255
OG0001562	Pran.g_00534	Prbm.g_00775
OG0001563	Pran.g_00158	Prbm.g_00112
OG0001564	Pran.g_00157	Prbm.g_01068
OG0001565	Pran.g_00155	Prbm.g_00782
OG0001566	Pran.g_00153	Prbm.g_01082
OG0001567	Pran.g_00146	Prbm.g_01346
OG0001568	Pran.g_00131	Prbm.g_00105
OG0001569	Pran.g_00127	Prbm.g_01154
OG0001570	Pran.g_00121	Prbm.g_01159
OG0001571	Pran.g_00109	Prbm.g_01188
OG0001572	Pran.g_00097	Prbm.g_01324
OG0001573	Pran.g_00094	Prbm.g_01097
OG0001575	Pran.g_01468	Prbm.g_01252
OG0001576	Pran.g_00897	Prbm.g_01180
OG0001577	Pran.g_00844	Prbm.g_01946
OG0001578	Pran.g_00842	Prbm.g_01659
OG0001582	Pran.g_00650	Prbm.g_01027
OG0001583	Pran.g_00648	Prbm.g_00790
OG0001584	Pran.g_00647	Prbm.g_01585
OG0001585	Pran.g_00635	Prbm.g_01802
OG0001586	Pran.g_01180	Prbm.g_01645
OG0001587	Pran.g_00916	Prbm.g_00071
OG0001588	Pran.g_00595	Prbm.g_01919
OG0001591	Pran.g_01831	Prbm.g_01136
OG0001595	Pran.g_01470	Prbm.g_01350
OG0001599	Pran.g_00083	Prbm.g_01922
OG0001600	Pran.g_00082	Prbm.g_01592
OG0001601	Pran.g_00081	Prbm.g_01591
OG0001602	Pran.g_00080	Prbm.g_01590
OG0001603	Pran.g_00613	Prbm.g_01157
OG0001606	Pran.g_01855	Prbm.g_00405
OG0001615	Pran.g_00954, Pran.g_00642	Prbm.g_01438
OG0001618	Pran.g_01836	Prbm.g_01185
OG0001625	Pran.g_00529	Prbm.g_00786
OG0001626	Pran.g_00953	Prbm.g_01439
OG0001629	Pran.g_00857	Prbm.g_00089, Prbm.g_00077, Prbm.g_00066
OG0001630	Pran.g_00763, Pran.g_00769	Prbm.g_01288, Prbm.g_00531
OG0001646	Pran.g_00102	Prbm.g_01440, Prbm.g_01342
OG0001699	Pran.g_01469	Prbm.g_01361
OG0001705	Pran.g_00118	Prbm.g_01241, Prbm.g_01240
OG0001709	Pran.g_01399	Prbm.g_01422
OG0001789	Pran.g_00597	Prbm.g_01398
OG0001797	Pran.g_00860	Prbm.g_01194
OG0001823	Pran.g_00813	Prbm.g_02130
OG0001827	Pran.g_00096	Prbm.g_01319
OG0001829	Pran.g_00600	Prbm.g_01249
OG0001847	Pran.g_00617	Prbm.g_01917
OG0001867	Pran.g_00955	Prbm.g_01437
OG0001871	Pran.g_01272	Prbm.g_01378
OG0001912	Pran.g_01730	Prbm.g_00037
OG0001913	Pran.g_01398	Prbm.g_01423
OG0001915	Pran.g_00610	Prbm.g_00701
OG0001955	Pran.g_01785	Prbm.g_01306
OG0001957	Pran.g_01389	Prbm.g_01148, Prbm.g_01428
OG0001959	Pran.g_00814	Prbm.g_02129
OG0001986	Pran.g_00793	Prbm.g_01593
OG0001991	Pran.g_01393	Prbm.g_01430
OG0001992	Pran.g_01271	Prbm.g_00471
OG0002034	Pran.g_01383	Prbm.g_01442, Prbm.g_01355
OG0002123	Pran.g_00784	Prbm.g_02127
OG0002131	Pran.g_01387	Prbm.g_01434
OG0002182	Pran.g_01773	Prbm.g_00069
OG0002183	Pran.g_01397	Prbm.g_01424
OG0002184	Pran.g_01396	Prbm.g_01425
OG0002187	Pran.g_01273	Prbm.g_01243
OG0002253	Pran.g_00960	Prbm.g_01635
