Orthogroup	Pran	Prah
OG0001175	Pran.g_01165	Prah.g_00144
OG0001176	Pran.g_01166	Prah.g_00136
OG0001177	Pran.g_01168	Prah.g_00134
OG0001178	Pran.g_01171	Prah.g_00130
OG0001179	Pran.g_01172	Prah.g_00129
OG0001180	Pran.g_01173	Prah.g_00128
OG0001181	Pran.g_01174	Prah.g_00127
OG0001182	Pran.g_01175	Prah.g_00126
OG0001183	Pran.g_01176	Prah.g_00125
OG0001184	Pran.g_01178	Prah.g_00088
OG0001185	Pran.g_01182	Prah.g_00086
OG0001186	Pran.g_01183	Prah.g_00085
OG0001187	Pran.g_01184	Prah.g_00084
OG0001188	Pran.g_01185	Prah.g_00080
OG0001189	Pran.g_01186	Prah.g_00079
OG0001190	Pran.g_01187	Prah.g_00078
OG0001191	Pran.g_01188	Prah.g_00076
OG0001192	Pran.g_01189	Prah.g_00074
OG0001193	Pran.g_01190	Prah.g_00073
OG0001194	Pran.g_01191	Prah.g_00071
OG0001195	Pran.g_01192	Prah.g_00070
OG0001196	Pran.g_01193	Prah.g_00068
OG0001197	Pran.g_01194	Prah.g_00067
OG0001198	Pran.g_01195	Prah.g_00066
OG0001199	Pran.g_01196	Prah.g_00065
OG0001200	Pran.g_01197	Prah.g_00063
OG0001201	Pran.g_01198	Prah.g_00062
OG0001202	Pran.g_01199	Prah.g_00061
OG0001203	Pran.g_01201	Prah.g_00059
OG0001204	Pran.g_01202	Prah.g_00055
OG0001205	Pran.g_01203	Prah.g_00053
OG0001206	Pran.g_01204	Prah.g_00052
OG0001207	Pran.g_01205	Prah.g_02490
OG0001208	Pran.g_01206	Prah.g_02491
OG0001209	Pran.g_01207	Prah.g_02492
OG0001210	Pran.g_01208	Prah.g_02493
OG0001211	Pran.g_01209	Prah.g_02495
OG0001212	Pran.g_01210	Prah.g_02496
OG0001213	Pran.g_01211	Prah.g_02497
OG0001214	Pran.g_01213	Prah.g_02499
OG0001215	Pran.g_01214	Prah.g_02501
OG0001216	Pran.g_01215	Prah.g_02503
OG0001217	Pran.g_01216	Prah.g_02504
OG0001218	Pran.g_01217	Prah.g_02505
OG0001219	Pran.g_01220	Prah.g_02508
OG0001220	Pran.g_01221	Prah.g_02513
OG0001221	Pran.g_01224	Prah.g_02536
OG0001222	Pran.g_01225	Prah.g_02540
OG0001223	Pran.g_01226	Prah.g_02541
OG0001224	Pran.g_01227	Prah.g_02543
OG0001225	Pran.g_01228	Prah.g_02544
OG0001226	Pran.g_01229	Prah.g_02547
OG0001227	Pran.g_01230	Prah.g_02548
OG0001228	Pran.g_01231	Prah.g_02550
OG0001229	Pran.g_01232	Prah.g_02551
OG0001230	Pran.g_01233	Prah.g_02552
OG0001231	Pran.g_01234	Prah.g_02565
OG0001232	Pran.g_01235	Prah.g_02574
OG0001233	Pran.g_01236	Prah.g_02575
OG0001234	Pran.g_01237	Prah.g_02576
OG0001235	Pran.g_01238	Prah.g_02577
OG0001236	Pran.g_01240	Prah.g_02579
OG0001237	Pran.g_01241	Prah.g_02580
OG0001238	Pran.g_01243	Prah.g_02584
OG0001239	Pran.g_01244	Prah.g_02586
OG0001240	Pran.g_01245	Prah.g_02587
OG0001241	Pran.g_01247	Prah.g_02591
OG0001242	Pran.g_01249	Prah.g_02593
OG0001243	Pran.g_01250	Prah.g_02594
OG0001244	Pran.g_01251	Prah.g_02596
OG0001245	Pran.g_01252	Prah.g_02598
OG0001246	Pran.g_01253	Prah.g_02600
OG0001247	Pran.g_01254	Prah.g_02601
OG0001248	Pran.g_01255	Prah.g_02602
OG0001249	Pran.g_01256	Prah.g_02603
OG0001250	Pran.g_01257	Prah.g_02604
OG0001253	Pran.g_00282	Prah.g_02287
OG0001254	Pran.g_01913	Prah.g_02135
OG0001255	Pran.g_01861	Prah.g_01941
OG0001256	Pran.g_00925	Prah.g_01084
OG0001257	Pran.g_01696	Prah.g_01564
OG0001258	Pran.g_01680	Prah.g_01545
OG0001259	Pran.g_01588	Prah.g_01418
OG0001261	Pran.g_01309	Prah.g_00604
OG0001262	Pran.g_01293	Prah.g_00581
OG0001263	Pran.g_00179	Prah.g_01190
OG0001264	Pran.g_00428	Prah.g_00734
OG0001265	Pran.g_00544	Prah.g_00856
OG0001266	Pran.g_00159	Prah.g_01192
OG0001267	Pran.g_00076	Prah.g_01037
OG0001268	Pran.g_00063	Prah.g_01324
OG0001270	Pran.g_00693	Prah.g_01203
OG0001271	Pran.g_00682	Prah.g_01622
OG0001273	Pran.g_00637	Prah.g_01521
OG0001274	Pran.g_00632	Prah.g_01050
OG0001275	Pran.g_00607	Prah.g_00282
OG0001278	Pran.g_00962	Prah.g_01665
OG0001279	Pran.g_00966	Prah.g_01670
OG0001280	Pran.g_00969	Prah.g_01673
OG0001281	Pran.g_01035	Prah.g_02068
OG0001282	Pran.g_01060	Prah.g_01682
OG0001283	Pran.g_01142	Prah.g_02240
OG0001284	Pran.g_01170	Prah.g_00131
OG0001286	Pran.g_01246	Prah.g_02589
OG0001287	Pran.g_01804	Prah.g_01100
OG0001288	Pran.g_01743	Prah.g_00231
OG0001290	Pran.g_00394	Prah.g_00037
OG0001291	Pran.g_00361	Prah.g_01841
OG0001292	Pran.g_00358	Prah.g_01844
OG0001293	Pran.g_00356	Prah.g_01846
OG0001294	Pran.g_00340	Prah.g_01881
OG0001295	Pran.g_00314	Prah.g_00185
OG0001297	Pran.g_00233	Prah.g_02359
OG0001298	Pran.g_01949	Prah.g_02077
OG0001299	Pran.g_01940	Prah.g_01868, Prah.g_02090
OG0001301	Pran.g_01541	Prah.g_00499
OG0001303	Pran.g_01407	Prah.g_00356
OG0001304	Pran.g_00559	Prah.g_00906
OG0001306	Pran.g_00152	Prah.g_02573
OG0001307	Pran.g_00142	Prah.g_00722
OG0001309	Pran.g_00115	Prah.g_00054
OG0001310	Pran.g_00105	Prah.g_01182
OG0001311	Pran.g_00032	Prah.g_01250
OG0001313	Pran.g_00634	Prah.g_00018
OG0001314	Pran.g_00993	Prah.g_01704
OG0001315	Pran.g_01027	Prah.g_01761
OG0001318	Pran.g_00293	Prah.g_02279
OG0001320	Pran.g_01711	Prah.g_01481
OG0001322	Pran.g_01362	Prah.g_00942
OG0001323	Pran.g_00167	Prah.g_00555
OG0001328	Pran.g_00871	Prah.g_01370
OG0001329	Pran.g_00820	Prah.g_02582
OG0001330	Pran.g_00641	Prah.g_01658
OG0001331	Pran.g_00967	Prah.g_01671
OG0001332	Pran.g_01016	Prah.g_01737
OG0001333	Pran.g_01109	Prah.g_01990
OG0001334	Pran.g_01162	Prah.g_00148
OG0001335	Pran.g_01200	Prah.g_00060
OG0001337	Pran.g_00315	Prah.g_00187
OG0001339	Pran.g_00229	Prah.g_02363
OG0001340	Pran.g_01944	Prah.g_02083
OG0001341	Pran.g_01932	Prah.g_02108
OG0001342	Pran.g_01914	Prah.g_02134
OG0001343	Pran.g_01856	Prah.g_01934
OG0001344	Pran.g_01817	Prah.g_00443
OG0001345	Pran.g_01746	Prah.g_00228
OG0001346	Pran.g_01706	Prah.g_00309
OG0001347	Pran.g_01692	Prah.g_01560
OG0001348	Pran.g_01674	Prah.g_01537
OG0001349	Pran.g_01669	Prah.g_01531
OG0001350	Pran.g_01664	Prah.g_01527
OG0001351	Pran.g_01601	Prah.g_01435
OG0001353	Pran.g_01473	Prah.g_02393
OG0001355	Pran.g_01303	Prah.g_00597
OG0001357	Pran.g_00515	Prah.g_00837
OG0001358	Pran.g_00543	Prah.g_00855
OG0001361	Pran.g_00010	Prah.g_01284
OG0001362	Pran.g_00609	Prah.g_00431
OG0001366	Pran.g_01007	Prah.g_01726
OG0001367	Pran.g_01050	Prah.g_01971, Prah.g_00340
OG0001368	Pran.g_01169	Prah.g_00132
OG0001369	Pran.g_00545	Prah.g_00857
OG0001375	Pran.g_00299	Prah.g_02263
OG0001378	Pran.g_01921	Prah.g_02124
OG0001380	Pran.g_00927	Prah.g_01342
OG0001384	Pran.g_01659	Prah.g_01518
OG0001396	Pran.g_01434	Prah.g_00756
OG0001410	Pran.g_00604	Prah.g_02412
OG0001412	Pran.g_00468	Prah.g_00766
OG0001415	Pran.g_01868	Prah.g_01957
OG0001416	Pran.g_01657	Prah.g_01516
OG0001425	Pran.g_00618	Prah.g_00891
OG0001426	Pran.g_01242	Prah.g_02583
OG0001429	Pran.g_00497	Prah.g_00813
OG0001436	Pran.g_01390	Prah.g_02519, Prah.g_01163
OG0001438	Pran.g_01558	Prah.g_00527
OG0001439	Pran.g_01311	Prah.g_00606
OG0001442	Pran.g_00101	Prah.g_01213
OG0001448	Pran.g_00596	Prah.g_01180
OG0001451	Pran.g_01777	Prah.g_01078
OG0001452	Pran.g_01219	Prah.g_02507
OG0001456	Pran.g_01589	Prah.g_01419
OG0001466	Pran.g_01414	Prah.g_00892
OG0001467	Pran.g_00736	Prah.g_00411
OG0001470	Pran.g_01874	Prah.g_02184
OG0001471	Pran.g_01757	Prah.g_00621
OG0001474	Pran.g_00180	Prah.g_02553
OG0001475	Pran.g_00174	Prah.g_02512
OG0001476	Pran.g_00173	Prah.g_02511
OG0001477	Pran.g_00172	Prah.g_02510
OG0001478	Pran.g_00166	Prah.g_01034
OG0001479	Pran.g_00139	Prah.g_01240
OG0001480	Pran.g_00130	Prah.g_00223
OG0001481	Pran.g_00044	Prah.g_01294
OG0001483	Pran.g_00882	Prah.g_01356
OG0001486	Pran.g_00448	Prah.g_00696
OG0001493	Pran.g_00181	Prah.g_02554
OG0001494	Pran.g_00182	Prah.g_02555
OG0001495	Pran.g_00183	Prah.g_02556
OG0001496	Pran.g_00184	Prah.g_02557
OG0001497	Pran.g_00185	Prah.g_02558
OG0001498	Pran.g_00186	Prah.g_02559
OG0001499	Pran.g_00187	Prah.g_02560
OG0001500	Pran.g_00188	Prah.g_02561
OG0001501	Pran.g_00189	Prah.g_02562
OG0001502	Pran.g_00190	Prah.g_02563
OG0001503	Pran.g_00191	Prah.g_02564
OG0001504	Pran.g_00444	Prah.g_00700
OG0001508	Pran.g_00629	Prah.g_01202
OG0001513	Pran.g_00328	Prah.g_01895, Prah.g_00432
OG0001520	Pran.g_01391	Prah.g_01162
OG0001525	Pran.g_01719	Prah.g_01367
OG0001529	Pran.g_01784	Prah.g_01081
OG0001530	Pran.g_01392	Prah.g_01161
OG0001532	Pran.g_00390	Prah.g_00044
OG0001542	Pran.g_00624	Prah.g_01817
OG0001574	Pran.g_01768	Prah.g_01101
OG0001587	Pran.g_00916	Prah.g_00260
OG0001588	Pran.g_00595	Prah.g_01664
OG0001590	Pran.g_01901	Prah.g_02149
OG0001592	Pran.g_01794	Prah.g_01806
OG0001598	Pran.g_00416	Prah.g_01220
OG0001694	Pran.g_00817	Prah.g_02223
OG0001709	Pran.g_01399	Prah.g_01569, Prah.g_01156
OG0001711	Pran.g_00910	Prah.g_00094
OG0001795	Pran.g_01615	Prah.g_01453
OG0001797	Pran.g_00860	Prah.g_00992
OG0001821	Pran.g_00591	Prah.g_00345
OG0001822	Pran.g_00789	Prah.g_02131
OG0001913	Pran.g_01398	Prah.g_01157, Prah.g_01158
OG0001915	Pran.g_00610	Prah.g_00447
OG0001955	Pran.g_01785	Prah.g_01021
OG0002132	Pran.g_00818	Prah.g_02249
