Orthogroup	Syaj	Prau
OG0001119	Syaj.g_00850	Prau.g_01030
OG0001120	Syaj.g_00846	Prau.g_01032
OG0001121	Syaj.g_00630	Prau.g_01172, Prau.g_01035
OG0001122	Syaj.g_00817	Prau.g_01061
OG0001123	Syaj.g_00810	Prau.g_01065
OG0001124	Syaj.g_00808	Prau.g_01067
OG0001125	Syaj.g_00806	Prau.g_01068
OG0001126	Syaj.g_00413	Prau.g_01078
OG0001127	Syaj.g_00414	Prau.g_01079
OG0001128	Syaj.g_00417	Prau.g_01081
OG0001129	Syaj.g_00419	Prau.g_01082
OG0001130	Syaj.g_00420	Prau.g_01083
OG0001131	Syaj.g_01070	Prau.g_01118
OG0001132	Syaj.g_01166	Prau.g_01127
OG0001133	Syaj.g_01302	Prau.g_01160
OG0001134	Syaj.g_00645	Prau.g_01174
OG0001135	Syaj.g_00647	Prau.g_01177
OG0001136	Syaj.g_00300	Prau.g_01204
OG0001137	Syaj.g_00318	Prau.g_01214
OG0001138	Syaj.g_00620	Prau.g_01232
OG0001139	Syaj.g_00618	Prau.g_01233
OG0001140	Syaj.g_00617	Prau.g_01234
OG0001141	Syaj.g_00616	Prau.g_01235
OG0001142	Syaj.g_00615	Prau.g_01236
OG0001143	Syaj.g_00602	Prau.g_01243
OG0001144	Syaj.g_00588	Prau.g_01248
OG0001145	Syaj.g_00276	Prau.g_01362
OG0001146	Syaj.g_01518	Prau.g_01375
OG0001147	Syaj.g_01438	Prau.g_01395
OG0001148	Syaj.g_00057	Prau.g_01411
OG0001149	Syaj.g_00056	Prau.g_01412
OG0001150	Syaj.g_00055	Prau.g_01413
OG0001151	Syaj.g_00043	Prau.g_01424
OG0001152	Syaj.g_00040	Prau.g_01425
OG0001153	Syaj.g_01425	Prau.g_01563
OG0001154	Syaj.g_01426	Prau.g_01564
OG0001155	Syaj.g_01637	Prau.g_01576
OG0001156	Syaj.g_01640	Prau.g_01579
OG0001157	Syaj.g_01641	Prau.g_01580
OG0001158	Syaj.g_01643	Prau.g_01581
OG0001159	Syaj.g_01644	Prau.g_01582
OG0001160	Syaj.g_01697	Prau.g_01606
OG0001161	Syaj.g_02148	Prau.g_01619
OG0001162	Syaj.g_00979	Prau.g_01630
OG0001163	Syaj.g_01705	Prau.g_01724
OG0001164	Syaj.g_01711	Prau.g_01728
OG0001165	Syaj.g_01716	Prau.g_01731
OG0001166	Syaj.g_01746	Prau.g_01751
OG0001167	Syaj.g_01592	Prau.g_01768
OG0001168	Syaj.g_01594	Prau.g_01770
OG0001169	Syaj.g_01596	Prau.g_01772
OG0001170	Syaj.g_01597	Prau.g_01774
OG0001171	Syaj.g_01607	Prau.g_01783
OG0001172	Syaj.g_02641	Prau.g_01797
OG0001173	Syaj.g_02642	Prau.g_01798
OG0001174	Syaj.g_02650	Prau.g_01806
OG0001175	Syaj.g_02651	Prau.g_01807
OG0001176	Syaj.g_02688	Prau.g_01814
OG0001177	Syaj.g_02685	Prau.g_01817
OG0001178	Syaj.g_01726	Prau.g_01822
OG0001179	Syaj.g_02719	Prau.g_01853
OG0001180	Syaj.g_02744	Prau.g_01875
OG0001181	Syaj.g_02748	Prau.g_01879
OG0001182	Syaj.g_02757	Prau.g_01886
OG0001183	Syaj.g_02762	Prau.g_01890
OG0001184	Syaj.g_02449	Prau.g_01906
OG0001185	Syaj.g_02423	Prau.g_01920
OG0001186	Syaj.g_02339	Prau.g_01943
OG0001187	Syaj.g_02369	Prau.g_01947
OG0001188	Syaj.g_02336	Prau.g_01950
OG0001189	Syaj.g_02318	Prau.g_01967
OG0001190	Syaj.g_02111	Prau.g_01971
OG0001191	Syaj.g_02128	Prau.g_01981
OG0001192	Syaj.g_02138	Prau.g_01985
OG0001193	Syaj.g_02178	Prau.g_01995
OG0001194	Syaj.g_02180	Prau.g_01996
OG0001195	Syaj.g_02181	Prau.g_01997
OG0001196	Syaj.g_02244	Prau.g_02010
OG0001197	Syaj.g_02246	Prau.g_02011
OG0001198	Syaj.g_02259	Prau.g_02019
OG0001199	Syaj.g_01825	Prau.g_00075
OG0001200	Syaj.g_01827	Prau.g_00077
OG0001201	Syaj.g_01888	Prau.g_00109
OG0001202	Syaj.g_02032	Prau.g_00200
OG0001203	Syaj.g_02877	Prau.g_00239
OG0001204	Syaj.g_02621	Prau.g_00245
OG0001205	Syaj.g_01545	Prau.g_00486
OG0001206	Syaj.g_01484	Prau.g_00504
OG0001207	Syaj.g_00061	Prau.g_00518
OG0001208	Syaj.g_00074	Prau.g_00523
OG0001209	Syaj.g_00147	Prau.g_00575
OG0001210	Syaj.g_00158	Prau.g_00580
OG0001211	Syaj.g_00184	Prau.g_00590
OG0001212	Syaj.g_00246	Prau.g_00634
OG0001214	Syaj.g_01281	Prau.g_00677
OG0001215	Syaj.g_00492	Prau.g_00730
OG0001216	Syaj.g_00958	Prau.g_00757
OG0001218	Syaj.g_01434	Prau.g_00809
OG0001219	Syaj.g_00782	Prau.g_00843
OG0001220	Syaj.g_00345	Prau.g_00906
OG0001221	Syaj.g_01067	Prau.g_00967
OG0001222	Syaj.g_00911	Prau.g_01007
OG0001223	Syaj.g_00844	Prau.g_01033
OG0001224	Syaj.g_00423	Prau.g_01085
OG0001225	Syaj.g_00425	Prau.g_01087
OG0001227	Syaj.g_02152	Prau.g_01130
OG0001228	Syaj.g_01565	Prau.g_01251
OG0001229	Syaj.g_00451	Prau.g_01407
OG0001231	Syaj.g_02279	Prau.g_01628
OG0001232	Syaj.g_01757	Prau.g_01755
OG0001233	Syaj.g_01598	Prau.g_01775
OG0001234	Syaj.g_02655	Prau.g_01809
OG0001235	Syaj.g_02679	Prau.g_01819
OG0001236	Syaj.g_02453	Prau.g_01903
OG0001237	Syaj.g_02447	Prau.g_01907
OG0001240	Syaj.g_01871	Prau.g_00094
OG0001242	Syaj.g_01913	Prau.g_00120
OG0001243	Syaj.g_01926	Prau.g_00126
OG0001244	Syaj.g_01960	Prau.g_00142
OG0001246	Syaj.g_00100	Prau.g_00545
OG0001247	Syaj.g_00973	Prau.g_00723
OG0001248	Syaj.g_00978	Prau.g_00725
OG0001250	Syaj.g_00375	Prau.g_00894
OG0001251	Syaj.g_02187	Prau.g_00943
OG0001252	Syaj.g_00416	Prau.g_01080
OG0001253	Syaj.g_01165	Prau.g_01131
OG0001254	Syaj.g_00646	Prau.g_01176
OG0001256	Syaj.g_01704	Prau.g_01621
OG0001257	Syaj.g_01342	Prau.g_01627
OG0001258	Syaj.g_01714	Prau.g_01729
OG0001260	Syaj.g_01617	Prau.g_01789
OG0001261	Syaj.g_02728	Prau.g_01861
OG0001262	Syaj.g_02320	Prau.g_01965
OG0001263	Syaj.g_01929	Prau.g_00129
OG0001265	Syaj.g_01911	Prau.g_00119
OG0001266	Syaj.g_02036	Prau.g_00204
OG0001267	Syaj.g_02565	Prau.g_00282
OG0001268	Syaj.g_02811	Prau.g_00341
OG0001270	Syaj.g_01558	Prau.g_00475
OG0001271	Syaj.g_01447	Prau.g_00513
OG0001272	Syaj.g_00078	Prau.g_00527
OG0001273	Syaj.g_01288	Prau.g_00671
OG0001274	Syaj.g_02077	Prau.g_00743
OG0001275	Syaj.g_00827	Prau.g_01043
OG0001276	Syaj.g_00811	Prau.g_01064
OG0001277	Syaj.g_02227	Prau.g_01120
OG0001278	Syaj.g_00575	Prau.g_01256
OG0001279	Syaj.g_01356	Prau.g_01320
OG0001280	Syaj.g_01508	Prau.g_01370
OG0001281	Syaj.g_01519	Prau.g_01376
OG0001282	Syaj.g_00058	Prau.g_01410
OG0001283	Syaj.g_02238	Prau.g_01429
OG0001284	Syaj.g_01688	Prau.g_01601
OG0001285	Syaj.g_01170	Prau.g_01758
OG0001286	Syaj.g_02742	Prau.g_01873
OG0001287	Syaj.g_02415	Prau.g_01927
OG0001288	Syaj.g_02394	Prau.g_01936
OG0001289	Syaj.g_01845	Prau.g_00088
OG0001290	Syaj.g_01880	Prau.g_00101
OG0001291	Syaj.g_01939	Prau.g_00136
OG0001292	Syaj.g_02616	Prau.g_00250
OG0001293	Syaj.g_02594	Prau.g_00263
OG0001294	Syaj.g_00722	Prau.g_00381
OG0001295	Syaj.g_00161	Prau.g_00509
OG0001296	Syaj.g_00106	Prau.g_00550
OG0001297	Syaj.g_00110	Prau.g_00555
OG0001298	Syaj.g_00221	Prau.g_00616
OG0001299	Syaj.g_00716	Prau.g_00706
OG0001300	Syaj.g_00479	Prau.g_00733
OG0001301	Syaj.g_00440	Prau.g_00736
OG0001302	Syaj.g_01251	Prau.g_00841
OG0001303	Syaj.g_00784	Prau.g_01047
OG0001304	Syaj.g_00795	Prau.g_01074
OG0001305	Syaj.g_00433	Prau.g_01093
OG0001306	Syaj.g_00285	Prau.g_01193
OG0001307	Syaj.g_02672	Prau.g_01392
OG0001309	Syaj.g_00116	Prau.g_01625
OG0001310	Syaj.g_01735	Prau.g_01744
OG0001311	Syaj.g_00809	Prau.g_01066
OG0001313	Syaj.g_01471, Syaj.g_01472	Prau.g_00752
OG0001315	Syaj.g_02760	Prau.g_00063
OG0001316	Syaj.g_01946	Prau.g_00141
OG0001317	Syaj.g_02857	Prau.g_00235
OG0001319	Syaj.g_02576	Prau.g_00274
OG0001321	Syaj.g_01528	Prau.g_00492
OG0001322	Syaj.g_01527	Prau.g_00493
OG0001323	Syaj.g_00119	Prau.g_00560
OG0001324	Syaj.g_00478	Prau.g_00734
OG0001325	Syaj.g_00953	Prau.g_00760
OG0001326	Syaj.g_02196	Prau.g_00931
OG0001327	Syaj.g_00729	Prau.g_01104
OG0001328	Syaj.g_00764	Prau.g_01129
OG0001329	Syaj.g_00028	Prau.g_01168
OG0001330	Syaj.g_01501	Prau.g_01345
OG0001332	Syaj.g_01631	Prau.g_01574
OG0001333	Syaj.g_01593	Prau.g_01769
OG0001334	Syaj.g_02770	Prau.g_01893
OG0001335	Syaj.g_02771	Prau.g_01894
OG0001336	Syaj.g_02239	Prau.g_02007
OG0001339	Syaj.g_01883	Prau.g_00104
OG0001340	Syaj.g_02787	Prau.g_00330
OG0001341	Syaj.g_00449	Prau.g_00798
OG0001343	Syaj.g_02184	Prau.g_00940
OG0001344	Syaj.g_00307	Prau.g_01210
OG0001345	Syaj.g_00337	Prau.g_01225
OG0001346	Syaj.g_01512	Prau.g_01372
OG0001350	Syaj.g_02876	Prau.g_00784
OG0001351	Syaj.g_00272	Prau.g_00495
OG0001352	Syaj.g_00136	Prau.g_00720
OG0001355	Syaj.g_01244	Prau.g_01657, Prau.g_01309
OG0001358	Syaj.g_01309	Prau.g_00660
OG0001359	Syaj.g_02183	Prau.g_00941
OG0001360	Syaj.g_00340	Prau.g_01132
OG0001361	Syaj.g_00334	Prau.g_01222
OG0001362	Syaj.g_01396	Prau.g_01545
OG0001363	Syaj.g_01398	Prau.g_01547
OG0001364	Syaj.g_02473	Prau.g_01896
OG0001369	Syaj.g_01870	Prau.g_00093
OG0001370	Syaj.g_01672, Syaj.g_01171, Syaj.g_01252	Prau.g_00501
OG0001373	Syaj.g_02195	Prau.g_00930
OG0001374	Syaj.g_02203	Prau.g_00938
OG0001375	Syaj.g_02185	Prau.g_00939
OG0001376	Syaj.g_02140	Prau.g_01098
OG0001377	Syaj.g_02139	Prau.g_01099
OG0001378	Syaj.g_01559	Prau.g_01141
OG0001381	Syaj.g_00405, Syaj.g_02663	Prau.g_01403
OG0001382	Syaj.g_00685	Prau.g_01640
OG0001385	Syaj.g_02192	Prau.g_00927
OG0001386	Syaj.g_02193	Prau.g_00928
OG0001387	Syaj.g_02194	Prau.g_00929
OG0001388	Syaj.g_02197	Prau.g_00932
OG0001389	Syaj.g_02198	Prau.g_00933
OG0001390	Syaj.g_02199	Prau.g_00934
OG0001391	Syaj.g_02200	Prau.g_00935
OG0001392	Syaj.g_02201	Prau.g_00936
OG0001393	Syaj.g_02202	Prau.g_00937
OG0001394	Syaj.g_01059	Prau.g_00971
OG0001395	Syaj.g_00935	Prau.g_01076
OG0001397	Syaj.g_01397	Prau.g_01546
OG0001398	Syaj.g_01116	Prau.g_01653
OG0001404	Syaj.g_01817	Prau.g_00070
OG0001405	Syaj.g_02773	Prau.g_00328
OG0001406	Syaj.g_02141	Prau.g_01097
OG0001407	Syaj.g_00137	Prau.g_01110
OG0001408	Syaj.g_00561	Prau.g_01115
OG0001410	Syaj.g_02673	Prau.g_01393
OG0001413	Syaj.g_01241	Prau.g_01616
OG0001414	Syaj.g_02664	Prau.g_00230
OG0001416	Syaj.g_01516	Prau.g_00500
OG0001417	Syaj.g_00858	Prau.g_00511
OG0001419	Syaj.g_00138	Prau.g_01111
OG0001420	Syaj.g_00131	Prau.g_01150
OG0001421	Syaj.g_01235, Syaj.g_01167	Prau.g_01622
OG0001428	Syaj.g_01993	Prau.g_00173
OG0001430	Syaj.g_02104	Prau.g_01341
OG0001432	Syaj.g_00509	Prau.g_01614
OG0001434	Syaj.g_01054	Prau.g_00976
OG0001436	Syaj.g_02479, Syaj.g_02478	Prau.g_01480
OG0001438	Syaj.g_02550	Prau.g_00295
OG0001439	Syaj.g_02520	Prau.g_00309
OG0001446	Syaj.g_00527	Prau.g_00080
OG0001447	Syaj.g_01927	Prau.g_00127
OG0001448	Syaj.g_01813	Prau.g_00369
OG0001449	Syaj.g_02625	Prau.g_00405
OG0001452	Syaj.g_02607	Prau.g_00944
OG0001453	Syaj.g_00838	Prau.g_01037
OG0001454	Syaj.g_01231	Prau.g_01125
OG0001456	Syaj.g_02205	Prau.g_01184
OG0001457	Syaj.g_02206	Prau.g_01185
OG0001458	Syaj.g_02207	Prau.g_01186
OG0001462	Syaj.g_02304	Prau.g_00033
OG0001463	Syaj.g_00403	Prau.g_00288
OG0001464	Syaj.g_02788	Prau.g_00331
OG0001465	Syaj.g_00968	Prau.g_00742
OG0001470	Syaj.g_01567, Syaj.g_02342	Prau.g_01463, Prau.g_01472
OG0001471	Syaj.g_02526	Prau.g_01617
OG0001473	Syaj.g_01255	Prau.g_01944
OG0001474	Syaj.g_02812	Prau.g_00342
OG0001475	Syaj.g_01569	Prau.g_01474
OG0001479	Syaj.g_02809	Prau.g_00339
OG0001480	Syaj.g_00343	Prau.g_00371
OG0001482	Syaj.g_00848	Prau.g_00498
OG0001492	Syaj.g_00578	Prau.g_01253
OG0001493	Syaj.g_00569	Prau.g_01261
OG0001494	Syaj.g_02353	Prau.g_01503
OG0001499	Syaj.g_01211	Prau.g_00062
OG0001502	Syaj.g_00351	Prau.g_00824
OG0001508	Syaj.g_01566	Prau.g_01462
OG0001520	Syaj.g_00206	Prau.g_00397
OG0001522	Syaj.g_00385	Prau.g_00886
OG0001523	Syaj.g_00673	Prau.g_01178
OG0001524	Syaj.g_00672	Prau.g_01179
OG0001525	Syaj.g_02159	Prau.g_01633
OG0001528	Syaj.g_01568	Prau.g_01473, Prau.g_01464
OG0001547	Syaj.g_01106	Prau.g_00826
OG0001548	Syaj.g_01222	Prau.g_00830
OG0001551	Syaj.g_00395	Prau.g_01183
OG0001554	Syaj.g_02109	Prau.g_01623
OG0001557	Syaj.g_01058	Prau.g_00972
OG0001564	Syaj.g_00657	Prau.g_01501, Prau.g_01505
OG0001567	Syaj.g_01108	Prau.g_00825
OG0001568	Syaj.g_01104	Prau.g_00827
OG0001570	Syaj.g_01124	Prau.g_01152
OG0001572	Syaj.g_00522	Prau.g_01308
OG0001582	Syaj.g_01215	Prau.g_00510
OG0001585	Syaj.g_01778	Prau.g_01323
OG0001602	Syaj.g_00969	Prau.g_00741
OG0001625	Syaj.g_02600	Prau.g_00260
OG0001627	Syaj.g_01633	Prau.g_00805
OG0001633	Syaj.g_01347	Prau.g_01406
OG0001647	Syaj.g_02574	Prau.g_00275
OG0001782	Syaj.g_02355	Prau.g_01825, Prau.g_00426
OG0001897	Syaj.g_02815	Prau.g_01280
OG0001924	Syaj.g_01318	Prau.g_01691
OG0001925	Syaj.g_01319	Prau.g_01692
OG0001926	Syaj.g_01320	Prau.g_01693
OG0001927	Syaj.g_01321	Prau.g_01694
OG0001993	Syaj.g_01316	Prau.g_01689
OG0001994	Syaj.g_01317	Prau.g_01690
OG0002063	Syaj.g_00557	Prau.g_01671
OG0002097	Syaj.g_02340	Prau.g_01455
OG0002112	Syaj.g_02537	Prau.g_00409
OG0002157	Syaj.g_02536	Prau.g_00410
OG0002158	Syaj.g_02538	Prau.g_00408
OG0002248	Syaj.g_00477	Prau.g_01722
OG0002369	Syaj.g_02343	Prau.g_01459
OG0002488	Syaj.g_02472	Prau.g_01497
OG0002618	Syaj.g_00171	Prau.g_01673
OG0002898	Syaj.g_01094	Prau.g_00437
OG0002935	Syaj.g_02385, Syaj.g_02386	Prau.g_01314
OG0003813	Syaj.g_02361	Prau.g_01492, Prau.g_01502
OG0004668	Syaj.g_02349	Prau.g_01494
