Orthogroup	Syaj	Prbe
OG0001075	Syaj.g_01325	Prbe.g_00517
OG0001076	Syaj.g_01305	Prbe.g_00510
OG0001077	Syaj.g_01294	Prbe.g_00504
OG0001078	Syaj.g_01282	Prbe.g_01484
OG0001079	Syaj.g_01269	Prbe.g_01472
OG0001080	Syaj.g_01135	Prbe.g_01466
OG0001081	Syaj.g_00699	Prbe.g_01464
OG0001082	Syaj.g_00700	Prbe.g_01463
OG0001083	Syaj.g_00709	Prbe.g_01458
OG0001084	Syaj.g_00711	Prbe.g_01457
OG0001085	Syaj.g_00721	Prbe.g_00444
OG0001086	Syaj.g_00723	Prbe.g_00445
OG0001087	Syaj.g_00498	Prbe.g_00463
OG0001088	Syaj.g_00494	Prbe.g_00464
OG0001089	Syaj.g_00439	Prbe.g_01205
OG0001090	Syaj.g_00959	Prbe.g_01215
OG0001091	Syaj.g_00957	Prbe.g_01437
OG0001092	Syaj.g_00954	Prbe.g_01436
OG0001093	Syaj.g_00948	Prbe.g_01431
OG0001094	Syaj.g_01032	Prbe.g_01438
OG0001095	Syaj.g_01008	Prbe.g_01235
OG0001096	Syaj.g_00988	Prbe.g_01249
OG0001097	Syaj.g_00371	Prbe.g_01269
OG0001098	Syaj.g_01132	Prbe.g_01288
OG0001099	Syaj.g_01906	Prbe.g_00110
OG0001100	Syaj.g_00732	Prbe.g_00408
OG0001101	Syaj.g_00734	Prbe.g_00411
OG0001102	Syaj.g_00737	Prbe.g_00414
OG0001103	Syaj.g_00740	Prbe.g_00416
OG0001104	Syaj.g_01050	Prbe.g_00439
OG0001105	Syaj.g_01046	Prbe.g_00443
OG0001106	Syaj.g_00912	Prbe.g_01341
OG0001107	Syaj.g_00900	Prbe.g_01348
OG0001108	Syaj.g_00870	Prbe.g_01352
OG0001109	Syaj.g_00868	Prbe.g_01353
OG0001110	Syaj.g_00866	Prbe.g_01355
OG0001111	Syaj.g_00864	Prbe.g_01356
OG0001112	Syaj.g_00862	Prbe.g_01357
OG0001113	Syaj.g_00861	Prbe.g_01358
OG0001114	Syaj.g_00860	Prbe.g_01359
OG0001115	Syaj.g_00856	Prbe.g_01361
OG0001116	Syaj.g_00854	Prbe.g_01362
OG0001117	Syaj.g_00853	Prbe.g_01363
OG0001118	Syaj.g_00852	Prbe.g_01364
OG0001119	Syaj.g_00850	Prbe.g_01365
OG0001120	Syaj.g_00846	Prbe.g_01367
OG0001122	Syaj.g_00817	Prbe.g_01387
OG0001123	Syaj.g_00810	Prbe.g_01393
OG0001124	Syaj.g_00808	Prbe.g_01395
OG0001125	Syaj.g_00806	Prbe.g_01397
OG0001126	Syaj.g_00413	Prbe.g_01308
OG0001127	Syaj.g_00414	Prbe.g_01307
OG0001128	Syaj.g_00417	Prbe.g_01305
OG0001129	Syaj.g_00419	Prbe.g_01304
OG0001130	Syaj.g_00420	Prbe.g_01303
OG0001131	Syaj.g_01070	Prbe.g_01919
OG0001132	Syaj.g_01166	Prbe.g_00071
OG0001133	Syaj.g_01302	Prbe.g_00374
OG0001134	Syaj.g_00645	Prbe.g_00041
OG0001135	Syaj.g_00647	Prbe.g_00044
OG0001136	Syaj.g_00300	Prbe.g_01552
OG0001137	Syaj.g_00318	Prbe.g_01540
OG0001138	Syaj.g_00620	Prbe.g_01519
OG0001139	Syaj.g_00618	Prbe.g_01517
OG0001140	Syaj.g_00617	Prbe.g_01516
OG0001141	Syaj.g_00616	Prbe.g_01515
OG0001142	Syaj.g_00615	Prbe.g_01514
OG0001143	Syaj.g_00602	Prbe.g_01507
OG0001144	Syaj.g_00588	Prbe.g_01502
OG0001145	Syaj.g_00276	Prbe.g_00901
OG0001146	Syaj.g_01518	Prbe.g_00889
OG0001147	Syaj.g_01438	Prbe.g_00869
OG0001148	Syaj.g_00057	Prbe.g_00371
OG0001149	Syaj.g_00056	Prbe.g_00370
OG0001150	Syaj.g_00055	Prbe.g_00369
OG0001151	Syaj.g_00043	Prbe.g_00358
OG0001152	Syaj.g_00040	Prbe.g_00357
OG0001153	Syaj.g_01425	Prbe.g_00279
OG0001154	Syaj.g_01426	Prbe.g_00278
OG0001155	Syaj.g_01637	Prbe.g_00261
OG0001156	Syaj.g_01640	Prbe.g_00258
OG0001157	Syaj.g_01641	Prbe.g_00257
OG0001158	Syaj.g_01643	Prbe.g_00256
OG0001159	Syaj.g_01644	Prbe.g_00255
OG0001160	Syaj.g_01697	Prbe.g_00229
OG0001161	Syaj.g_02148	Prbe.g_01042
OG0001162	Syaj.g_00979	Prbe.g_00017
OG0001163	Syaj.g_01705	Prbe.g_00994
OG0001164	Syaj.g_01711	Prbe.g_00990
OG0001165	Syaj.g_01716	Prbe.g_00987
OG0001166	Syaj.g_01746	Prbe.g_00966
OG0001167	Syaj.g_01592	Prbe.g_00949
OG0001168	Syaj.g_01594	Prbe.g_00947
OG0001169	Syaj.g_01596	Prbe.g_00945
OG0001170	Syaj.g_01597	Prbe.g_00943
OG0001171	Syaj.g_01607	Prbe.g_00933
OG0001172	Syaj.g_02641	Prbe.g_01113
OG0001173	Syaj.g_02642	Prbe.g_01112
OG0001174	Syaj.g_02650	Prbe.g_01104
OG0001175	Syaj.g_02651	Prbe.g_01103
OG0001176	Syaj.g_02688	Prbe.g_01095
OG0001177	Syaj.g_02685	Prbe.g_01093
OG0001178	Syaj.g_01726	Prbe.g_00980
OG0001179	Syaj.g_02719	Prbe.g_00853
OG0001180	Syaj.g_02744	Prbe.g_00830
OG0001181	Syaj.g_02748	Prbe.g_00826
OG0001182	Syaj.g_02757	Prbe.g_00818
OG0001183	Syaj.g_02762	Prbe.g_00813
OG0001184	Syaj.g_02449	Prbe.g_00795
OG0001185	Syaj.g_02423	Prbe.g_00779
OG0001186	Syaj.g_02339	Prbe.g_00747
OG0001187	Syaj.g_02369	Prbe.g_00750
OG0001188	Syaj.g_02336	Prbe.g_00752
OG0001189	Syaj.g_02318	Prbe.g_01146
OG0001190	Syaj.g_02111	Prbe.g_01151
OG0001191	Syaj.g_02128	Prbe.g_01161
OG0001192	Syaj.g_02138	Prbe.g_01166
OG0001193	Syaj.g_02178	Prbe.g_01178
OG0001194	Syaj.g_02180	Prbe.g_01179
OG0001195	Syaj.g_02181	Prbe.g_01180
OG0001196	Syaj.g_02244	Prbe.g_01196
OG0001197	Syaj.g_02246	Prbe.g_01198
OG0001198	Syaj.g_02259	Prbe.g_01062
OG0001199	Syaj.g_01825	Prbe.g_00179
OG0001200	Syaj.g_01827	Prbe.g_00181
OG0001201	Syaj.g_01888	Prbe.g_01650
OG0001202	Syaj.g_02032	Prbe.g_01748
OG0001203	Syaj.g_02877	Prbe.g_01790
OG0001204	Syaj.g_02621	Prbe.g_01796
OG0001205	Syaj.g_01545	Prbe.g_01943
OG0001206	Syaj.g_01484	Prbe.g_00667
OG0001207	Syaj.g_00061	Prbe.g_00656
OG0001208	Syaj.g_00074	Prbe.g_00651
OG0001209	Syaj.g_00147	Prbe.g_00600
OG0001210	Syaj.g_00158	Prbe.g_00595
OG0001211	Syaj.g_00184	Prbe.g_00585
OG0001212	Syaj.g_00246	Prbe.g_00538
OG0001214	Syaj.g_01281	Prbe.g_01483
OG0001215	Syaj.g_00492	Prbe.g_00465
OG0001216	Syaj.g_00958	Prbe.g_01216
OG0001218	Syaj.g_01434	Prbe.g_01612
OG0001219	Syaj.g_00782	Prbe.g_01321
OG0001220	Syaj.g_00345	Prbe.g_01278
OG0001221	Syaj.g_01067	Prbe.g_00428
OG0001222	Syaj.g_00911	Prbe.g_01400
OG0001223	Syaj.g_00844	Prbe.g_01368
OG0001224	Syaj.g_00423	Prbe.g_01301
OG0001225	Syaj.g_00425	Prbe.g_01299
OG0001227	Syaj.g_02152	Prbe.g_01597
OG0001228	Syaj.g_01565	Prbe.g_01499
OG0001229	Syaj.g_00451	Prbe.g_01611
OG0001231	Syaj.g_02279	Prbe.g_01920
OG0001232	Syaj.g_01757	Prbe.g_00962
OG0001233	Syaj.g_01598	Prbe.g_00942
OG0001234	Syaj.g_02655	Prbe.g_01101
OG0001235	Syaj.g_02679	Prbe.g_01097
OG0001236	Syaj.g_02453	Prbe.g_00798
OG0001237	Syaj.g_02447	Prbe.g_00794
OG0001239	Syaj.g_01822	Prbe.g_00176
OG0001240	Syaj.g_01871	Prbe.g_01633
OG0001242	Syaj.g_01913	Prbe.g_01663
OG0001243	Syaj.g_01926	Prbe.g_01670
OG0001244	Syaj.g_01960	Prbe.g_01685
OG0001247	Syaj.g_00973	Prbe.g_00458
OG0001248	Syaj.g_00978	Prbe.g_00460
OG0001250	Syaj.g_00375	Prbe.g_01265
OG0001251	Syaj.g_02187	Prbe.g_00106
OG0001252	Syaj.g_00416	Prbe.g_01306
OG0001253	Syaj.g_01165	Prbe.g_00492
OG0001254	Syaj.g_00646	Prbe.g_00043
OG0001256	Syaj.g_01704	Prbe.g_00222
OG0001258	Syaj.g_01714	Prbe.g_00989
OG0001260	Syaj.g_01617	Prbe.g_00927
OG0001261	Syaj.g_02728	Prbe.g_00845
OG0001262	Syaj.g_02320	Prbe.g_01144
OG0001263	Syaj.g_01929	Prbe.g_01672
OG0001265	Syaj.g_01911	Prbe.g_01662
OG0001266	Syaj.g_02036	Prbe.g_01752
OG0001267	Syaj.g_02565	Prbe.g_01834
OG0001268	Syaj.g_02811	Prbe.g_01897
OG0001270	Syaj.g_01558	Prbe.g_01932
OG0001271	Syaj.g_01447	Prbe.g_00661
OG0001272	Syaj.g_00078	Prbe.g_00647
OG0001273	Syaj.g_01288	Prbe.g_01489
OG0001274	Syaj.g_02077	Prbe.g_01776
OG0001275	Syaj.g_00827	Prbe.g_01378
OG0001276	Syaj.g_00811	Prbe.g_01392
OG0001277	Syaj.g_02227	Prbe.g_01184
OG0001278	Syaj.g_00575	Prbe.g_01495
OG0001279	Syaj.g_01356	Prbe.g_00721
OG0001280	Syaj.g_01508	Prbe.g_00894
OG0001281	Syaj.g_01519	Prbe.g_00888
OG0001282	Syaj.g_00058	Prbe.g_00372
OG0001283	Syaj.g_02238	Prbe.g_01193
OG0001284	Syaj.g_01688	Prbe.g_00236
OG0001285	Syaj.g_01170	Prbe.g_00959
OG0001286	Syaj.g_02742	Prbe.g_00832
OG0001287	Syaj.g_02415	Prbe.g_00772
OG0001288	Syaj.g_02394	Prbe.g_00762
OG0001289	Syaj.g_01845	Prbe.g_00191
OG0001290	Syaj.g_01880	Prbe.g_01642
OG0001291	Syaj.g_01939	Prbe.g_01680
OG0001292	Syaj.g_02616	Prbe.g_01801
OG0001293	Syaj.g_02594	Prbe.g_01814
OG0001295	Syaj.g_00161	Prbe.g_00005
OG0001296	Syaj.g_00106	Prbe.g_00624
OG0001297	Syaj.g_00110	Prbe.g_00619
OG0001298	Syaj.g_00221	Prbe.g_00558
OG0001299	Syaj.g_00716	Prbe.g_01452
OG0001300	Syaj.g_00479	Prbe.g_01199
OG0001301	Syaj.g_00440	Prbe.g_01204
OG0001302	Syaj.g_01251	Prbe.g_01317
OG0001303	Syaj.g_00784	Prbe.g_01023
OG0001304	Syaj.g_00795	Prbe.g_01405
OG0001305	Syaj.g_00433	Prbe.g_01293
OG0001306	Syaj.g_00285	Prbe.g_01564
OG0001307	Syaj.g_02672	Prbe.g_00398
OG0001309	Syaj.g_00116	Prbe.g_00194
OG0001310	Syaj.g_01735	Prbe.g_00972
OG0001311	Syaj.g_00809	Prbe.g_01394
OG0001312	Syaj.g_00931	Prbe.g_01330
OG0001314	Syaj.g_01258	Prbe.g_00688
OG0001315	Syaj.g_02760	Prbe.g_01602
OG0001316	Syaj.g_01946	Prbe.g_01684
OG0001317	Syaj.g_02857	Prbe.g_01786
OG0001319	Syaj.g_02576	Prbe.g_01827
OG0001321	Syaj.g_01528	Prbe.g_01949
OG0001322	Syaj.g_01527	Prbe.g_01950
OG0001323	Syaj.g_00119	Prbe.g_00614
OG0001324	Syaj.g_00478	Prbe.g_01200
OG0001325	Syaj.g_00953	Prbe.g_01435
OG0001327	Syaj.g_00729	Prbe.g_00405
OG0001328	Syaj.g_00764	Prbe.g_00912
OG0001329	Syaj.g_00028	Prbe.g_01026
OG0001330	Syaj.g_01501	Prbe.g_00205
OG0001332	Syaj.g_01631	Prbe.g_00265
OG0001333	Syaj.g_01593	Prbe.g_00948
OG0001334	Syaj.g_02770	Prbe.g_00810
OG0001335	Syaj.g_02771	Prbe.g_00809
OG0001337	Syaj.g_02795, Syaj.g_02786	Prbe.g_01884
OG0001338	Syaj.g_02780, Syaj.g_02767, Syaj.g_00584, Syaj.g_02790	Prbe.g_01887
OG0001339	Syaj.g_01883	Prbe.g_01645
OG0001340	Syaj.g_02787	Prbe.g_01885
OG0001341	Syaj.g_00449	Prbe.g_01604
OG0001343	Syaj.g_02184	Prbe.g_00103
OG0001344	Syaj.g_00307	Prbe.g_01545
OG0001345	Syaj.g_00337	Prbe.g_01529
OG0001346	Syaj.g_01512	Prbe.g_00892
OG0001348	Syaj.g_00393	Prbe.g_00003
OG0001350	Syaj.g_02876	Prbe.g_01789
OG0001351	Syaj.g_00272	Prbe.g_00675
OG0001352	Syaj.g_00136	Prbe.g_00454
OG0001353	Syaj.g_00386	Prbe.g_01255
OG0001354	Syaj.g_00857	Prbe.g_01360
OG0001355	Syaj.g_01244	Prbe.g_01414
OG0001357	Syaj.g_00629	Prbe.g_01628
OG0001359	Syaj.g_02183	Prbe.g_00104
OG0001362	Syaj.g_01396	Prbe.g_00297
OG0001363	Syaj.g_01398	Prbe.g_00295
OG0001364	Syaj.g_02473	Prbe.g_00807
OG0001368	Syaj.g_02622	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686
OG0001369	Syaj.g_01870	Prbe.g_01632
OG0001370	Syaj.g_01672, Syaj.g_01171, Syaj.g_01252	Prbe.g_00670
OG0001375	Syaj.g_02185	Prbe.g_00102
OG0001379	Syaj.g_01503	Prbe.g_00899
OG0001381	Syaj.g_00405, Syaj.g_02663	Prbe.g_01574
OG0001382	Syaj.g_00685	Prbe.g_01617
OG0001394	Syaj.g_01059	Prbe.g_00432
OG0001397	Syaj.g_01397	Prbe.g_00296
OG0001398	Syaj.g_01116	Prbe.g_00028
OG0001401	Syaj.g_00381	Prbe.g_01260
OG0001402	Syaj.g_01304	Prbe.g_00509
OG0001403	Syaj.g_02297	Prbe.g_00131
OG0001404	Syaj.g_01817	Prbe.g_00173
OG0001407	Syaj.g_00137	Prbe.g_01621
OG0001410	Syaj.g_02673	Prbe.g_00399
OG0001414	Syaj.g_02664	Prbe.g_01781
OG0001419	Syaj.g_00138	Prbe.g_01620
OG0001421	Syaj.g_01235, Syaj.g_01167	Prbe.g_00221
OG0001425	Syaj.g_02137	Prbe.g_01165
OG0001428	Syaj.g_01993	Prbe.g_01720
OG0001430	Syaj.g_02104	Prbe.g_01613
OG0001434	Syaj.g_01054	Prbe.g_00437
OG0001435	Syaj.g_00736	Prbe.g_00413
OG0001443	Syaj.g_02145	Prbe.g_01610
OG0001446	Syaj.g_00527	Prbe.g_00066
OG0001448	Syaj.g_01813	Prbe.g_00677
OG0001463	Syaj.g_00403	Prbe.g_01841
OG0001464	Syaj.g_02788	Prbe.g_01886
OG0001465	Syaj.g_00968	Prbe.g_01211
OG0001477	Syaj.g_00444	Prbe.g_00744
OG0001487	Syaj.g_01433	Prbe.g_00271
OG0001488	Syaj.g_00324	Prbe.g_01536
OG0001489	Syaj.g_02753	Prbe.g_00821
OG0001496	Syaj.g_00446	Prbe.g_00742
OG0001497	Syaj.g_00445	Prbe.g_00743
OG0001498	Syaj.g_02830	Prbe.g_01916
OG0001510	Syaj.g_02410	Prbe.g_00768
OG0001511	Syaj.g_01896	Prbe.g_01654
OG0001512	Syaj.g_02878	Prbe.g_01606
OG0001513	Syaj.g_02690	Prbe.g_01053
OG0001514	Syaj.g_00447	Prbe.g_00741
OG0001515	Syaj.g_00483	Prbe.g_00467
OG0001516	Syaj.g_00713	Prbe.g_01455
OG0001517	Syaj.g_02806	Prbe.g_01893
OG0001518	Syaj.g_02132	Prbe.g_01164
OG0001519	Syaj.g_02147	Prbe.g_01169
OG0001522	Syaj.g_00385	Prbe.g_01256
OG0001523	Syaj.g_00673	Prbe.g_00046
OG0001524	Syaj.g_00672	Prbe.g_00047
OG0001525	Syaj.g_02159	Prbe.g_01020
OG0001527	Syaj.g_00198	Prbe.g_00572
OG0001529	Syaj.g_02311	Prbe.g_00141
OG0001530	Syaj.g_01894	Prbe.g_01653
OG0001531	Syaj.g_02879	Prbe.g_01791
OG0001532	Syaj.g_00619	Prbe.g_01518
OG0001534	Syaj.g_00794	Prbe.g_01406
OG0001535	Syaj.g_00813	Prbe.g_01390
OG0001536	Syaj.g_00903	Prbe.g_01346
OG0001537	Syaj.g_01066	Prbe.g_00429
OG0001538	Syaj.g_01018	Prbe.g_01227
OG0001539	Syaj.g_00731	Prbe.g_00407
OG0001540	Syaj.g_01931	Prbe.g_01674
OG0001541	Syaj.g_02002	Prbe.g_01728
OG0001542	Syaj.g_02011	Prbe.g_01734
OG0001543	Syaj.g_02057	Prbe.g_00907
OG0001544	Syaj.g_02146	Prbe.g_01168
OG0001545	Syaj.g_02226	Prbe.g_01183
OG0001557	Syaj.g_01058	Prbe.g_00433
OG0001559	Syaj.g_01893	Prbe.g_01652
OG0001560	Syaj.g_01879	Prbe.g_01641
OG0001561	Syaj.g_00807	Prbe.g_01396
OG0001562	Syaj.g_00821	Prbe.g_01383
OG0001563	Syaj.g_02737	Prbe.g_00837
OG0001564	Syaj.g_00657	Prbe.g_00160
OG0001572	Syaj.g_00522	Prbe.g_00722
OG0001574	Syaj.g_00196	Prbe.g_00574
OG0001575	Syaj.g_00201	Prbe.g_00569
OG0001576	Syaj.g_00266	Prbe.g_00879
OG0001577	Syaj.g_00298	Prbe.g_01554
OG0001579	Syaj.g_02777	Prbe.g_01882
OG0001580	Syaj.g_02100	Prbe.g_00148
OG0001588	Syaj.g_02467	Prbe.g_01923
OG0001589	Syaj.g_01600	Prbe.g_00940
OG0001592	Syaj.g_02101	Prbe.g_00147
OG0001614	Syaj.g_02425	Prbe.g_00780
OG0001616	Syaj.g_00642	Prbe.g_01526
OG0001617	Syaj.g_00475	Prbe.g_01201
OG0001619	Syaj.g_00914	Prbe.g_01339
OG0001620	Syaj.g_02818	Prbe.g_01901
OG0001621	Syaj.g_02606	Prbe.g_01806
OG0001622	Syaj.g_02237	Prbe.g_01192
OG0001636	Syaj.g_02303	Prbe.g_00135
OG0001638	Syaj.g_01733	Prbe.g_00974
OG0001639	Syaj.g_01636	Prbe.g_00262
OG0001640	Syaj.g_00411	Prbe.g_01309
OG0001641	Syaj.g_00840	Prbe.g_01371
OG0001642	Syaj.g_00347	Prbe.g_01276
OG0001643	Syaj.g_01278	Prbe.g_01480
OG0001644	Syaj.g_00941	Prbe.g_01425
OG0001654	Syaj.g_01634	Prbe.g_00264
OG0001656	Syaj.g_02776	Prbe.g_01881
OG0001657	Syaj.g_01976	Prbe.g_01703
OG0001658	Syaj.g_02110	Prbe.g_00143
OG0001659	Syaj.g_00634	Prbe.g_00008
OG0001676	Syaj.g_02779	Prbe.g_01883
OG0001678	Syaj.g_02640	Prbe.g_00918
OG0001679	Syaj.g_00205	Prbe.g_01888
OG0001691	Syaj.g_01312	Prbe.g_01311
OG0001693	Syaj.g_00428	Prbe.g_01041
OG0001717	Syaj.g_01988	Prbe.g_00737
OG0001733	Syaj.g_00726	Prbe.g_01001
OG0001747	Syaj.g_01958	Prbe.g_01924
OG0001758	Syaj.g_00665	Prbe.g_01007
OG0001769	Syaj.g_01264	Prbe.g_01601
OG0001770	Syaj.g_02409	Prbe.g_01117
OG0001771	Syaj.g_00669	Prbe.g_01129
OG0001795	Syaj.g_02873	Prbe.g_01018, Prbe.g_00092
OG0001807	Syaj.g_02477	Prbe.g_00159
OG0001842	Syaj.g_01627	Prbe.g_00069
OG0001916	Syaj.g_00089	Prbe.g_00637
OG0001917	Syaj.g_00812	Prbe.g_01391
OG0001930	Syaj.g_01628	Prbe.g_00068
OG0001931	Syaj.g_01629	Prbe.g_00067
OG0001956	Syaj.g_02662	Prbe.g_01283
OG0001965	Syaj.g_01254	Prbe.g_01051
OG0002019	Syaj.g_01105	Prbe.g_00011
OG0002106	Syaj.g_00365	Prbe.g_01626
OG0002384	Syaj.g_01198	Prbe.g_01014
OG0002397	Syaj.g_01136	Prbe.g_01381
OG0002487	Syaj.g_01800	Prbe.g_00910
OG0002663	Syaj.g_00130	Prbe.g_01006
