Orthogroup	Prax	Prat
OG0001170	Prax.g_01392	Prat.g_01786
OG0001171	Prax.g_01393	Prat.g_01787
OG0001172	Prax.g_01395	Prat.g_01789
OG0001173	Prax.g_01397	Prat.g_01791
OG0001174	Prax.g_01398	Prat.g_01792
OG0001175	Prax.g_01399	Prat.g_01793
OG0001176	Prax.g_01400	Prat.g_01795
OG0001177	Prax.g_01402	Prat.g_01797
OG0001178	Prax.g_01405	Prat.g_01800
OG0001179	Prax.g_01406	Prat.g_01801
OG0001180	Prax.g_01407	Prat.g_01802
OG0001181	Prax.g_01408	Prat.g_01803
OG0001182	Prax.g_01409	Prat.g_01804
OG0001183	Prax.g_01410	Prat.g_01805
OG0001184	Prax.g_01412	Prat.g_01807
OG0001185	Prax.g_01415	Prat.g_01809
OG0001186	Prax.g_01416	Prat.g_01810
OG0001187	Prax.g_01418	Prat.g_01811
OG0001188	Prax.g_01419	Prat.g_01812
OG0001189	Prax.g_01420	Prat.g_01813
OG0001190	Prax.g_01421	Prat.g_01814
OG0001191	Prax.g_01422	Prat.g_01815
OG0001192	Prax.g_01423	Prat.g_01816
OG0001193	Prax.g_01424	Prat.g_01817
OG0001194	Prax.g_01425	Prat.g_01818
OG0001195	Prax.g_01426	Prat.g_01819
OG0001196	Prax.g_01427	Prat.g_01820
OG0001197	Prax.g_01428	Prat.g_01821
OG0001198	Prax.g_01429	Prat.g_01822
OG0001199	Prax.g_01430	Prat.g_01823
OG0001200	Prax.g_01431	Prat.g_01824
OG0001201	Prax.g_01432	Prat.g_01825
OG0001202	Prax.g_01433	Prat.g_01826
OG0001203	Prax.g_01435	Prat.g_01828
OG0001204	Prax.g_01437	Prat.g_01830
OG0001205	Prax.g_01438	Prat.g_01832
OG0001206	Prax.g_01439	Prat.g_01833
OG0001207	Prax.g_01440	Prat.g_01834
OG0001208	Prax.g_01441	Prat.g_01835
OG0001209	Prax.g_01442	Prat.g_01836
OG0001210	Prax.g_01443	Prat.g_01837
OG0001211	Prax.g_01444	Prat.g_01838
OG0001212	Prax.g_01445	Prat.g_01839
OG0001213	Prax.g_01446	Prat.g_01840
OG0001214	Prax.g_01448	Prat.g_01842
OG0001215	Prax.g_01449	Prat.g_01843
OG0001216	Prax.g_01450	Prat.g_01844
OG0001217	Prax.g_01451	Prat.g_01845
OG0001218	Prax.g_01452	Prat.g_01846
OG0001219	Prax.g_01454	Prat.g_01849
OG0001220	Prax.g_01455	Prat.g_01850
OG0001221	Prax.g_01458	Prat.g_01856
OG0001222	Prax.g_01459	Prat.g_01857
OG0001223	Prax.g_01460	Prat.g_01858
OG0001224	Prax.g_01461	Prat.g_01860
OG0001225	Prax.g_01462	Prat.g_01861
OG0001226	Prax.g_01463	Prat.g_01862
OG0001227	Prax.g_01464	Prat.g_01863
OG0001228	Prax.g_01465	Prat.g_01864
OG0001229	Prax.g_01466	Prat.g_01865
OG0001230	Prax.g_01467	Prat.g_01866
OG0001231	Prax.g_01468	Prat.g_01867
OG0001232	Prax.g_01469	Prat.g_01869
OG0001233	Prax.g_01470	Prat.g_01870
OG0001234	Prax.g_01471	Prat.g_01871
OG0001235	Prax.g_01472	Prat.g_01872
OG0001236	Prax.g_01474	Prat.g_01874
OG0001237	Prax.g_01475	Prat.g_01875
OG0001238	Prax.g_01477	Prat.g_01879
OG0001239	Prax.g_01478	Prat.g_01880
OG0001240	Prax.g_01479	Prat.g_01881
OG0001241	Prax.g_01481	Prat.g_01884
OG0001242	Prax.g_01482	Prat.g_01885
OG0001243	Prax.g_01483	Prat.g_01886
OG0001244	Prax.g_01484	Prat.g_01887
OG0001245	Prax.g_01485	Prat.g_01888
OG0001246	Prax.g_01486	Prat.g_01889
OG0001247	Prax.g_01487	Prat.g_01890
OG0001248	Prax.g_01488	Prat.g_01891
OG0001249	Prax.g_01489	Prat.g_01892
OG0001250	Prax.g_01490	Prat.g_01893
OG0001251	Prax.g_01126	Prat.g_01269
OG0001252	Prax.g_01080	Prat.g_00137
OG0001253	Prax.g_01068	Prat.g_00149
OG0001254	Prax.g_00894	Prat.g_00288
OG0001255	Prax.g_00840	Prat.g_00347
OG0001257	Prax.g_00720	Prat.g_00442
OG0001258	Prax.g_00703	Prat.g_00459
OG0001259	Prax.g_00049	Prat.g_00552
OG0001260	Prax.g_00429	Prat.g_00831
OG0001261	Prax.g_00338	Prat.g_01003
OG0001262	Prax.g_00322	Prat.g_00987
OG0001263	Prax.g_00301, Prax.g_00501, Prax.g_00530	Prat.g_01176
OG0001264	Prax.g_00560	Prat.g_00715
OG0001265	Prax.g_01180	Prat.g_00937
OG0001266	Prax.g_01229	Prat.g_00078
OG0001267	Prax.g_00184	Prat.g_01172
OG0001268	Prax.g_00197	Prat.g_01158
OG0001269	Prax.g_01880	Prat.g_01283
OG0001270	Prax.g_01688	Prat.g_01398
OG0001271	Prax.g_01677	Prat.g_01413
OG0001273	Prax.g_01634	Prat.g_00481
OG0001274	Prax.g_01629	Prat.g_01500
OG0001275	Prax.g_01613	Prat.g_00660, Prat.g_00659
OG0001277	Prax.g_01591	Prat.g_01542, Prat.g_01578
OG0001278	Prax.g_01567	Prat.g_01583
OG0001279	Prax.g_01563	Prat.g_01587
OG0001280	Prax.g_01560	Prat.g_01590
OG0001281	Prax.g_01265	Prat.g_01660
OG0001282	Prax.g_01290	Prat.g_01597
OG0001283	Prax.g_01376	Prat.g_01767
OG0001284	Prax.g_01404	Prat.g_01799
OG0001285	Prax.g_01436	Prat.g_01829
OG0001286	Prax.g_01480	Prat.g_01883
OG0001288	Prax.g_00763	Prat.g_00397
OG0001290	Prax.g_00283	Prat.g_00032
OG0001291	Prax.g_00642	Prat.g_00068
OG0001293	Prax.g_00647	Prat.g_00073
OG0001294	Prax.g_01125	Prat.g_00090
OG0001296	Prax.g_01093	Prat.g_00125
OG0001297	Prax.g_01019	Prat.g_00201
OG0001299	Prax.g_00923	Prat.g_00258
OG0001300	Prax.g_00800	Prat.g_00375
OG0001301	Prax.g_00096	Prat.g_01088
OG0001303	Prax.g_00420	Prat.g_01217
OG0001305	Prax.g_01200	Prat.g_00961
OG0001306	Prax.g_01237	Prat.g_00817
OG0001308	Prax.g_00138	Prat.g_01470
OG0001309	Prax.g_00140	Prat.g_01831
OG0001312	Prax.g_01879	Prat.g_01284
OG0001314	Prax.g_01536	Prat.g_01614
OG0001315	Prax.g_01501	Prat.g_01651
OG0001316	Prax.g_01372	Prat.g_01763
OG0001318	Prax.g_01077	Prat.g_00140
OG0001319	Prax.g_00980	Prat.g_00243
OG0001320	Prax.g_00734	Prat.g_01215
OG0001321	Prax.g_00418	Prat.g_00600
OG0001322	Prax.g_00392	Prat.g_00852
OG0001323	Prax.g_01221	Prat.g_00704
OG0001325	Prax.g_00144	Prat.g_01234, Prat.g_01492
OG0001326	Prax.g_01931	Prat.g_01489
OG0001327	Prax.g_01929	Prat.g_01468
OG0001328	Prax.g_01894	Prat.g_01254
OG0001329	Prax.g_01843	Prat.g_01877
OG0001330	Prax.g_01638	Prat.g_01446
OG0001331	Prax.g_01562	Prat.g_01588
OG0001332	Prax.g_01512	Prat.g_01640
OG0001333	Prax.g_01342	Prat.g_01730
OG0001334	Prax.g_01396	Prat.g_01790
OG0001335	Prax.g_01434	Prat.g_01827
OG0001336	Prax.g_01090	Prat.g_00127
OG0001337	Prax.g_01100	Prat.g_00117
OG0001338	Prax.g_01074	Prat.g_00379, Prat.g_00385
OG0001339	Prax.g_01015	Prat.g_00205
OG0001340	Prax.g_00927	Prat.g_00254
OG0001341	Prax.g_00914	Prat.g_00268
OG0001342	Prax.g_00895	Prat.g_00287
OG0001343	Prax.g_00834	Prat.g_00353
OG0001344	Prax.g_00796	Prat.g_01546
OG0001345	Prax.g_00766	Prat.g_00394
OG0001346	Prax.g_00730	Prat.g_00431
OG0001347	Prax.g_00716	Prat.g_00446
OG0001348	Prax.g_00697	Prat.g_01485, Prat.g_00467
OG0001349	Prax.g_00692	Prat.g_00472
OG0001350	Prax.g_00687	Prat.g_00477
OG0001351	Prax.g_00037	Prat.g_00541
OG0001352	Prax.g_00960	Prat.g_01577, Prat.g_00755
OG0001353	Prax.g_00939	Prat.g_00228
OG0001355	Prax.g_00332	Prat.g_00997
OG0001356	Prax.g_00544	Prat.g_00692
OG0001357	Prax.g_01157	Prat.g_00922
OG0001358	Prax.g_01179	Prat.g_00936
OG0001359	Prax.g_00165	Prat.g_01555
OG0001360	Prax.g_00166	Prat.g_01554
OG0001361	Prax.g_00250	Prat.g_01102
OG0001362	Prax.g_01957	Prat.g_00828
OG0001364	Prax.g_01658	Prat.g_01433
OG0001365	Prax.g_01260	Prat.g_01460
OG0001366	Prax.g_01522	Prat.g_01629
OG0001368	Prax.g_01403	Prat.g_01798
OG0001369	Prax.g_01181	Prat.g_00938
OG0001371	Prax.g_00638	Prat.g_00063
OG0001372	Prax.g_00639	Prat.g_00065
OG0001373	Prax.g_00646	Prat.g_00072
OG0001374	Prax.g_00658	Prat.g_00085
OG0001375	Prax.g_01083	Prat.g_00135
OG0001376	Prax.g_00984	Prat.g_00239
OG0001377	Prax.g_00919	Prat.g_00263
OG0001378	Prax.g_00903	Prat.g_00280
OG0001379	Prax.g_00811	Prat.g_01396
OG0001380	Prax.g_00775, Prax.g_00507	Prat.g_00771
OG0001382	Prax.g_00741	Prat.g_00423
OG0001383	Prax.g_00690	Prat.g_00474
OG0001385	Prax.g_00976	Prat.g_01057
OG0001386	Prax.g_00968	Prat.g_00748
OG0001387	Prax.g_00966	Prat.g_00750
OG0001388	Prax.g_00956	Prat.g_00760
OG0001389	Prax.g_00480	Prat.g_00793
OG0001390	Prax.g_00430	Prat.g_01225
OG0001391	Prax.g_00387	Prat.g_00858
OG0001392	Prax.g_00543	Prat.g_00691
OG0001393	Prax.g_00545	Prat.g_00693
OG0001394	Prax.g_00566	Prat.g_00721
OG0001395	Prax.g_00569	Prat.g_00724
OG0001396	Prax.g_01161	Prat.g_01550
OG0001397	Prax.g_01189	Prat.g_00949
OG0001398	Prax.g_01208	Prat.g_00969
OG0001399	Prax.g_01218	Prat.g_00679
OG0001400	Prax.g_01227	Prat.g_01521
OG0001401	Prax.g_01234	Prat.g_00655
OG0001402	Prax.g_00186	Prat.g_01170
OG0001403	Prax.g_01898	Prat.g_01250
OG0001404	Prax.g_01872	Prat.g_00825
OG0001405	Prax.g_01862	Prat.g_01292
OG0001406	Prax.g_01689	Prat.g_01397
OG0001407	Prax.g_01686	Prat.g_01402
OG0001408	Prax.g_01637	Prat.g_01447
OG0001409	Prax.g_01624	Prat.g_00646
OG0001410	Prax.g_01611, Prax.g_01610	Prat.g_00827
OG0001412	Prax.g_00601	Prat.g_00872
OG0001415	Prax.g_00847	Prat.g_00333
OG0001416	Prax.g_00680	Prat.g_00484
OG0001417	Prax.g_00967	Prat.g_00749
OG0001418	Prax.g_00417	Prat.g_01524
OG0001419	Prax.g_00383	Prat.g_00864
OG0001420	Prax.g_00547	Prat.g_00695
OG0001421	Prax.g_00551	Prat.g_00700
OG0001422	Prax.g_01224	Prat.g_01226
OG0001423	Prax.g_00167	Prat.g_00624
OG0001426	Prax.g_01476	Prat.g_01878
OG0001429	Prax.g_01139	Prat.g_00906
OG0001432	Prax.g_01228	Prat.g_01522
OG0001433	Prax.g_01954	Prat.g_00668
OG0001435	Prax.g_01625	Prat.g_00649
OG0001439	Prax.g_00341	Prat.g_01005
OG0001440	Prax.g_01183	Prat.g_00941
OG0001441	Prax.g_00131	Prat.g_01523
OG0001443	Prax.g_00183	Prat.g_01173
OG0001454	Prax.g_00806	Prat.g_00658
OG0001457	Prax.g_00940	Prat.g_00779
OG0001459	Prax.g_00394	Prat.g_01290
OG0001460	Prax.g_00310	Prat.g_00833
OG0001461	Prax.g_00593	Prat.g_01047
OG0001462	Prax.g_01171	Prat.g_01194
OG0001463	Prax.g_01217	Prat.g_00420
OG0001464	Prax.g_01223	Prat.g_00654
OG0001466	Prax.g_01921	Prat.g_00635
OG0001467	Prax.g_01736	Prat.g_01349
OG0001468	Prax.g_01365	Prat.g_01755
OG0001470	Prax.g_00855	Prat.g_00327
OG0001472	Prax.g_00311	Prat.g_00972
OG0001473	Prax.g_00302	Prat.g_00857
OG0001481	Prax.g_00216	Prat.g_01138
OG0001483	Prax.g_01905	Prat.g_01243
OG0001486	Prax.g_00581	Prat.g_00737
OG0001487	Prax.g_00412	Prat.g_00588
OG0001488	Prax.g_01046	Prat.g_00173
OG0001491	Prax.g_00397	Prat.g_00643
OG0001504	Prax.g_00576	Prat.g_00732
OG0001505	Prax.g_01163	Prat.g_00460
OG0001506	Prax.g_01242	Prat.g_01198
OG0001507	Prax.g_00182	Prat.g_01174
OG0001510	Prax.g_01357	Prat.g_01747
OG0001522	Prax.g_01578	Prat.g_00656
OG0001523	Prax.g_00632	Prat.g_00667
OG0001524	Prax.g_00797	Prat.g_00620
OG0001525	Prax.g_00742	Prat.g_00421
OG0001526	Prax.g_00549	Prat.g_00698
OG0001536	Prax.g_00127	Prat.g_00631
OG0001587	Prax.g_01569	Prat.g_00378
OG0001590	Prax.g_00882	Prat.g_00301
OG0001598	Prax.g_00548	Prat.g_00697
OG0001605	Prax.g_01284	Prat.g_01681
OG0001610	Prax.g_00941	Prat.g_00778
OG0001613	Prax.g_00303	Prat.g_01454
OG0001614	Prax.g_01155	Prat.g_00920
OG0001630	Prax.g_01731	Prat.g_01498
OG0001736	Prax.g_00577	Prat.g_00733
OG0001798	Prax.g_01574	Prat.g_00608
OG0001823	Prax.g_01807	Prat.g_01321, Prat.g_01265
OG0001859	Prax.g_00917	Prat.g_00265
OG0001874	Prax.g_00497	Prat.g_00669
OG0001959	Prax.g_01806	Prat.g_01319
OG0001962	Prax.g_01764	Prat.g_00786
OG0001963	Prax.g_01765	Prat.g_00785
OG0001964	Prax.g_01766	Prat.g_00784
OG0001965	Prax.g_00630	Prat.g_01149
OG0001969	Prax.g_00446	Prat.g_01568
OG0001993	Prax.g_01730	Prat.g_01497
OG0002339	Prax.g_01514	Prat.g_01637
