Orthogroup	Prbi	Prbb
OG0001063	Prbi.g_01817	Prbb.g_01852
OG0001064	Prbi.g_01818	Prbb.g_01853
OG0001065	Prbi.g_01819	Prbb.g_01854
OG0001066	Prbi.g_01820	Prbb.g_01855
OG0001067	Prbi.g_01821	Prbb.g_01856
OG0001068	Prbi.g_01822	Prbb.g_01857
OG0001069	Prbi.g_01825	Prbb.g_01859
OG0001070	Prbi.g_01827	Prbb.g_01861
OG0001071	Prbi.g_01828	Prbb.g_01862
OG0001072	Prbi.g_01829	Prbb.g_01863
OG0001073	Prbi.g_01830	Prbb.g_01864
OG0001074	Prbi.g_01831	Prbb.g_01865
OG0001075	Prbi.g_01832	Prbb.g_01867
OG0001076	Prbi.g_01834	Prbb.g_01869
OG0001077	Prbi.g_01835	Prbb.g_01870
OG0001078	Prbi.g_01836	Prbb.g_01871
OG0001079	Prbi.g_01837	Prbb.g_01872
OG0001080	Prbi.g_01838	Prbb.g_01873
OG0001081	Prbi.g_01839	Prbb.g_01874
OG0001082	Prbi.g_01840	Prbb.g_01875
OG0001083	Prbi.g_01841	Prbb.g_01876
OG0001084	Prbi.g_01842	Prbb.g_01877
OG0001085	Prbi.g_01843	Prbb.g_01878
OG0001086	Prbi.g_01848	Prbb.g_01922
OG0001087	Prbi.g_01849	Prbb.g_01924
OG0001088	Prbi.g_01850	Prbb.g_01925
OG0001089	Prbi.g_01852	Prbb.g_01927
OG0001090	Prbi.g_01853	Prbb.g_01928
OG0001091	Prbi.g_01854	Prbb.g_01929
OG0001092	Prbi.g_01855	Prbb.g_01930
OG0001093	Prbi.g_01856	Prbb.g_01931
OG0001094	Prbi.g_01857	Prbb.g_01932
OG0001095	Prbi.g_01858	Prbb.g_01933
OG0001096	Prbi.g_01859	Prbb.g_01934
OG0001097	Prbi.g_01860	Prbb.g_01935
OG0001098	Prbi.g_01861	Prbb.g_01936
OG0001099	Prbi.g_01863	Prbb.g_01937
OG0001100	Prbi.g_01864	Prbb.g_01938
OG0001101	Prbi.g_01865	Prbb.g_01939
OG0001102	Prbi.g_01868	Prbb.g_01948
OG0001103	Prbi.g_01869	Prbb.g_01947
OG0001104	Prbi.g_01870	Prbb.g_01943
OG0001105	Prbi.g_01872	Prbb.g_01945
OG0001106	Prbi.g_01874	Prbb.g_01942
OG0001107	Prbi.g_01875	Prbb.g_01941
OG0001108	Prbi.g_01876	Prbb.g_01940
OG0001109	Prbi.g_01896	Prbb.g_01958
OG0001110	Prbi.g_01898	Prbb.g_01960
OG0001111	Prbi.g_01899	Prbb.g_01961
OG0001112	Prbi.g_01900	Prbb.g_01962
OG0001113	Prbi.g_01901	Prbb.g_01963
OG0001114	Prbi.g_01902	Prbb.g_01964
OG0001115	Prbi.g_01903	Prbb.g_01965
OG0001116	Prbi.g_01904	Prbb.g_01966
OG0001117	Prbi.g_01905	Prbb.g_01967
OG0001118	Prbi.g_01906	Prbb.g_01968
OG0001119	Prbi.g_01907	Prbb.g_01969
OG0001120	Prbi.g_01908	Prbb.g_01970
OG0001121	Prbi.g_01909	Prbb.g_01971
OG0001122	Prbi.g_01910	Prbb.g_01972
OG0001123	Prbi.g_01911	Prbb.g_01973
OG0001124	Prbi.g_01912	Prbb.g_01974
OG0001125	Prbi.g_01913	Prbb.g_01975
OG0001126	Prbi.g_01914	Prbb.g_01976
OG0001127	Prbi.g_01915	Prbb.g_01977
OG0001128	Prbi.g_01916	Prbb.g_01978
OG0001129	Prbi.g_01917	Prbb.g_01979
OG0001130	Prbi.g_01918	Prbb.g_01980
OG0001131	Prbi.g_01919	Prbb.g_01981
OG0001132	Prbi.g_01920	Prbb.g_01982
OG0001133	Prbi.g_01921	Prbb.g_01983
OG0001134	Prbi.g_01922	Prbb.g_01984
OG0001135	Prbi.g_01923	Prbb.g_01985
OG0001136	Prbi.g_01924	Prbb.g_01986
OG0001137	Prbi.g_01925	Prbb.g_01987
OG0001138	Prbi.g_01926	Prbb.g_01988
OG0001139	Prbi.g_01927	Prbb.g_01989
OG0001140	Prbi.g_01928	Prbb.g_01990
OG0001141	Prbi.g_01930	Prbb.g_01992
OG0001142	Prbi.g_01931	Prbb.g_01993
OG0001143	Prbi.g_01932	Prbb.g_01994
OG0001144	Prbi.g_01934	Prbb.g_01996
OG0001145	Prbi.g_01936	Prbb.g_01998
OG0001146	Prbi.g_01937	Prbb.g_01999
OG0001147	Prbi.g_01939	Prbb.g_02002
OG0001148	Prbi.g_01940	Prbb.g_02003
OG0001149	Prbi.g_01941	Prbb.g_02004
OG0001150	Prbi.g_01944	Prbb.g_02007
OG0001151	Prbi.g_01945	Prbb.g_02008
OG0001152	Prbi.g_01946	Prbb.g_02009
OG0001153	Prbi.g_01947	Prbb.g_02010
OG0001154	Prbi.g_01948	Prbb.g_02011
OG0001155	Prbi.g_01949	Prbb.g_02012
OG0001156	Prbi.g_01950	Prbb.g_02013
OG0001157	Prbi.g_01952	Prbb.g_02015
OG0001158	Prbi.g_01953	Prbb.g_02017
OG0001159	Prbi.g_01954	Prbb.g_02018
OG0001160	Prbi.g_01955	Prbb.g_02019
OG0001161	Prbi.g_01958	Prbb.g_02024
OG0001162	Prbi.g_01959	Prbb.g_02025
OG0001163	Prbi.g_01960	Prbb.g_02026
OG0001164	Prbi.g_01961	Prbb.g_02027
OG0001165	Prbi.g_01962	Prbb.g_02028
OG0001166	Prbi.g_01963	Prbb.g_02029
OG0001167	Prbi.g_01964	Prbb.g_02030
OG0001168	Prbi.g_01966	Prbb.g_02031
OG0001169	Prbi.g_01967	Prbb.g_02032
OG0001170	Prbi.g_01969	Prbb.g_02035
OG0001171	Prbi.g_01970	Prbb.g_02036
OG0001172	Prbi.g_01971	Prbb.g_02037
OG0001173	Prbi.g_01973	Prbb.g_02039
OG0001174	Prbi.g_01975	Prbb.g_02041
OG0001175	Prbi.g_01977	Prbb.g_02043
OG0001176	Prbi.g_01978	Prbb.g_02045
OG0001177	Prbi.g_01980	Prbb.g_02047
OG0001178	Prbi.g_01981	Prbb.g_02048
OG0001179	Prbi.g_01982	Prbb.g_02049
OG0001180	Prbi.g_01983	Prbb.g_02050
OG0001181	Prbi.g_01984	Prbb.g_02051
OG0001182	Prbi.g_01985	Prbb.g_02052
OG0001183	Prbi.g_01986	Prbb.g_02053
OG0001184	Prbi.g_01987	Prbb.g_02054
OG0001185	Prbi.g_01988	Prbb.g_02055
OG0001186	Prbi.g_01989	Prbb.g_02056
OG0001187	Prbi.g_01990	Prbb.g_02057
OG0001188	Prbi.g_01991	Prbb.g_02058
OG0001189	Prbi.g_01992	Prbb.g_02059
OG0001190	Prbi.g_01993	Prbb.g_02060
OG0001191	Prbi.g_01995	Prbb.g_02062
OG0001192	Prbi.g_01997	Prbb.g_02064
OG0001193	Prbi.g_01998	Prbb.g_02065
OG0001194	Prbi.g_01999	Prbb.g_02066
OG0001195	Prbi.g_02000	Prbb.g_02068
OG0001196	Prbi.g_02002	Prbb.g_02070
OG0001197	Prbi.g_02005	Prbb.g_02074
OG0001198	Prbi.g_02006	Prbb.g_02075
OG0001199	Prbi.g_02007	Prbb.g_02076
OG0001200	Prbi.g_02008	Prbb.g_02077
OG0001201	Prbi.g_02009	Prbb.g_02078
OG0001202	Prbi.g_02010	Prbb.g_02079
OG0001203	Prbi.g_02012	Prbb.g_02097
OG0001204	Prbi.g_02027	Prbb.g_02099
OG0001205	Prbi.g_02028	Prbb.g_02100
OG0001206	Prbi.g_02030	Prbb.g_02101
OG0001207	Prbi.g_02031	Prbb.g_02102
OG0001208	Prbi.g_02032	Prbb.g_02103
OG0001209	Prbi.g_02033	Prbb.g_02104
OG0001210	Prbi.g_02034	Prbb.g_02105
OG0001211	Prbi.g_02035	Prbb.g_02106
OG0001212	Prbi.g_02036	Prbb.g_02107
OG0001213	Prbi.g_02037	Prbb.g_02108
OG0001214	Prbi.g_02038	Prbb.g_02109
OG0001215	Prbi.g_02039	Prbb.g_02110
OG0001216	Prbi.g_02040	Prbb.g_02111
OG0001217	Prbi.g_02041	Prbb.g_02112
OG0001218	Prbi.g_02042	Prbb.g_02113
OG0001219	Prbi.g_02043	Prbb.g_02114
OG0001220	Prbi.g_02044	Prbb.g_02115
OG0001221	Prbi.g_02045	Prbb.g_02116
OG0001222	Prbi.g_02047	Prbb.g_02118
OG0001223	Prbi.g_02049	Prbb.g_02120
OG0001224	Prbi.g_02050	Prbb.g_02122
OG0001225	Prbi.g_02052	Prbb.g_02124
OG0001226	Prbi.g_02053	Prbb.g_02125
OG0001227	Prbi.g_02054	Prbb.g_02126
OG0001228	Prbi.g_02055	Prbb.g_02127
OG0001229	Prbi.g_02056	Prbb.g_02128
OG0001230	Prbi.g_02057	Prbb.g_02129
OG0001231	Prbi.g_02058	Prbb.g_02130
OG0001232	Prbi.g_02060	Prbb.g_02132
OG0001233	Prbi.g_02061	Prbb.g_02133
OG0001234	Prbi.g_02062	Prbb.g_02134
OG0001235	Prbi.g_02063	Prbb.g_02135
OG0001236	Prbi.g_02064	Prbb.g_02136
OG0001237	Prbi.g_02067	Prbb.g_02139
OG0001238	Prbi.g_02068	Prbb.g_02140
OG0001239	Prbi.g_02071	Prbb.g_02145
OG0001240	Prbi.g_02072	Prbb.g_02146
OG0001241	Prbi.g_02073	Prbb.g_02147
OG0001242	Prbi.g_02074	Prbb.g_02149
OG0001243	Prbi.g_02075	Prbb.g_02150
OG0001244	Prbi.g_02076	Prbb.g_02151
OG0001245	Prbi.g_02077	Prbb.g_02152
OG0001246	Prbi.g_02078	Prbb.g_02153
OG0001247	Prbi.g_02079	Prbb.g_02154
OG0001248	Prbi.g_02080	Prbb.g_02155
OG0001249	Prbi.g_02081	Prbb.g_02156
OG0001250	Prbi.g_02082	Prbb.g_02164
OG0001251	Prbi.g_02083	Prbb.g_02165
OG0001252	Prbi.g_02084	Prbb.g_02166
OG0001253	Prbi.g_02085	Prbb.g_02167
OG0001254	Prbi.g_02087	Prbb.g_02169
OG0001255	Prbi.g_02088	Prbb.g_02170
OG0001256	Prbi.g_02090	Prbb.g_02173
OG0001257	Prbi.g_02091	Prbb.g_02174
OG0001258	Prbi.g_02092	Prbb.g_02175
OG0001259	Prbi.g_02094	Prbb.g_02178
OG0001260	Prbi.g_02095	Prbb.g_02180
OG0001261	Prbi.g_02096	Prbb.g_02181
OG0001262	Prbi.g_02097	Prbb.g_02182
OG0001263	Prbi.g_02098	Prbb.g_02183
OG0001264	Prbi.g_02099	Prbb.g_02185
OG0001265	Prbi.g_02100	Prbb.g_02186
OG0001266	Prbi.g_02101	Prbb.g_02187
OG0001267	Prbi.g_02102	Prbb.g_02188
OG0001268	Prbi.g_02103	Prbb.g_02189
OG0001269	Prbi.g_00099, Prbi.g_01522	Prbb.g_00147
OG0001270	Prbi.g_00146	Prbb.g_00195
OG0001271	Prbi.g_00174	Prbb.g_00207
OG0001273	Prbi.g_00357	Prbb.g_00393
OG0001274	Prbi.g_00485	Prbb.g_00487
OG0001275	Prbi.g_00501	Prbb.g_00502
OG0001276	Prbi.g_00592	Prbb.g_00590
OG0001277	Prbi.g_00791	Prbb.g_01027, Prbb.g_01446
OG0001278	Prbi.g_00898	Prbb.g_01370
OG0001279	Prbi.g_00950	Prbb.g_00931
OG0001280	Prbi.g_01062	Prbb.g_01043
OG0001282	Prbi.g_01129	Prbb.g_00940
OG0001283	Prbi.g_01134	Prbb.g_01386
OG0001284	Prbi.g_01144	Prbb.g_01178, Prbb.g_01143
OG0001285	Prbi.g_01191	Prbb.g_01534
OG0001286	Prbi.g_01204	Prbb.g_01520
OG0001288	Prbi.g_01630	Prbb.g_01727
OG0001289	Prbi.g_01641	Prbb.g_01739
OG0001290	Prbi.g_01683	Prbb.g_01371
OG0001291	Prbi.g_01684	Prbb.g_00522
OG0001292	Prbi.g_01689	Prbb.g_01778
OG0001293	Prbi.g_01705	Prbb.g_01086
OG0001294	Prbi.g_01724	Prbb.g_01781
OG0001295	Prbi.g_01738	Prbb.g_01790, Prbb.g_01899
OG0001296	Prbi.g_01779	Prbb.g_01815
OG0001297	Prbi.g_01783	Prbb.g_01819
OG0001299	Prbi.g_01851	Prbb.g_01926
OG0001300	Prbi.g_01877	Prbb.g_01279
OG0001301	Prbi.g_01976	Prbb.g_02042
OG0001302	Prbi.g_02004	Prbb.g_02073
OG0001303	Prbi.g_02048	Prbb.g_02119
OG0001304	Prbi.g_02093	Prbb.g_02177
OG0001306	Prbi.g_00438	Prbb.g_00442
OG0001307	Prbi.g_00030	Prbb.g_00031
OG0001308	Prbi.g_00078	Prbb.g_00126
OG0001309	Prbi.g_00081	Prbb.g_00129
OG0001310	Prbi.g_00083	Prbb.g_00131
OG0001311	Prbi.g_00100	Prbb.g_00148
OG0001312	Prbi.g_00127	Prbb.g_00176
OG0001313	Prbi.g_00133	Prbb.g_00183
OG0001314	Prbi.g_00223	Prbb.g_00256
OG0001315	Prbi.g_00267	Prbb.g_00301
OG0001316	Prbi.g_00276	Prbb.g_00308
OG0001317	Prbi.g_00397	Prbb.g_01077
OG0001318	Prbi.g_00640	Prbb.g_00638
OG0001319	Prbi.g_00800	Prbb.g_00754
OG0001320	Prbi.g_01077	Prbb.g_01061
OG0001321	Prbi.g_01082	Prbb.g_01066
OG0001322	Prbi.g_01119	Prbb.g_02163
OG0001323	Prbi.g_01155	Prbb.g_02121
OG0001324	Prbi.g_01159	Prbb.g_01325
OG0001325	Prbi.g_01166	Prbb.g_01247
OG0001326	Prbi.g_01235	Prbb.g_01483
OG0001327	Prbi.g_01423	Prbb.g_01610
OG0001328	Prbi.g_01687	Prbb.g_00758
OG0001329	Prbi.g_01810	Prbb.g_01844
OG0001330	Prbi.g_01844	Prbb.g_01879
OG0001331	Prbi.g_01972	Prbb.g_02038
OG0001332	Prbi.g_00149	Prbb.g_00199
OG0001333	Prbi.g_00262	Prbb.g_00295
OG0001334	Prbi.g_00469	Prbb.g_01542
OG0001335	Prbi.g_01102	Prbb.g_00921
OG0001336	Prbi.g_01122	Prbb.g_00116
OG0001337	Prbi.g_01137	Prbb.g_01433
OG0001338	Prbi.g_01362	Prbb.g_01579
OG0001339	Prbi.g_01396	Prbb.g_01591
OG0001340	Prbi.g_01459	Prbb.g_02171
OG0001341	Prbi.g_01680	Prbb.g_01774
OG0001343	Prbi.g_01784	Prbb.g_01820
OG0001344	Prbi.g_01833	Prbb.g_01868
OG0001345	Prbi.g_01942	Prbb.g_02005
OG0001346	Prbi.g_01996	Prbb.g_02063
OG0001347	Prbi.g_02046	Prbb.g_02117
OG0001348	Prbi.g_00136	Prbb.g_00186
OG0001350	Prbi.g_00168	Prbb.g_01103
OG0001356	Prbi.g_00402	Prbb.g_01553, Prbb.g_01628
OG0001360	Prbi.g_00512	Prbb.g_00513
OG0001361	Prbi.g_00517	Prbb.g_00518
OG0001366	Prbi.g_00932	Prbb.g_00912
OG0001369	Prbi.g_01178	Prbb.g_01892
OG0001370	Prbi.g_01179	Prbb.g_01893
OG0001372	Prbi.g_01332	Prbb.g_01196
OG0001373	Prbi.g_01660	Prbb.g_01759
OG0001374	Prbi.g_01278	Prbb.g_00955
OG0001377	Prbi.g_02003	Prbb.g_02072
OG0001378	Prbi.g_01063	Prbb.g_01044
OG0001379	Prbi.g_00074	Prbb.g_00122
OG0001380	Prbi.g_00075	Prbb.g_00123
OG0001381	Prbi.g_00094	Prbb.g_00142
OG0001383	Prbi.g_00258	Prbb.g_00291
OG0001384	Prbi.g_00280	Prbb.g_00312
OG0001386	Prbi.g_00386	Prbb.g_01725
OG0001388	Prbi.g_00427	Prbb.g_01073
OG0001389	Prbi.g_00455	Prbb.g_00459
OG0001390	Prbi.g_00462	Prbb.g_00467
OG0001391	Prbi.g_00507	Prbb.g_00508
OG0001392	Prbi.g_00514	Prbb.g_00515
OG0001394	Prbi.g_00669	Prbb.g_00669
OG0001395	Prbi.g_00677	Prbb.g_00679
OG0001396	Prbi.g_00679	Prbb.g_00681
OG0001397	Prbi.g_00685	Prbb.g_00687
OG0001398	Prbi.g_00750	Prbb.g_00718
OG0001399	Prbi.g_00833	Prbb.g_00957
OG0001400	Prbi.g_00931	Prbb.g_00911
OG0001401	Prbi.g_00933	Prbb.g_00913
OG0001402	Prbi.g_00956	Prbb.g_00937
OG0001403	Prbi.g_00959	Prbb.g_00941
OG0001404	Prbi.g_01041	Prbb.g_01388
OG0001405	Prbi.g_01071	Prbb.g_01052
OG0001406	Prbi.g_01090	Prbb.g_00888
OG0001407	Prbi.g_01100	Prbb.g_00910
OG0001408	Prbi.g_01109	Prbb.g_00903
OG0001409	Prbi.g_01116	Prbb.g_01139
OG0001410	Prbi.g_01193	Prbb.g_01532
OG0001411	Prbi.g_01365	Prbb.g_01206
OG0001412	Prbi.g_01392	Prbb.g_01587
OG0001413	Prbi.g_01430	Prbb.g_01116
OG0001414	Prbi.g_01440	Prbb.g_01640
OG0001415	Prbi.g_01629	Prbb.g_01726
OG0001416	Prbi.g_01632	Prbb.g_01730
OG0001417	Prbi.g_01681	Prbb.g_01775
OG0001418	Prbi.g_01693	Prbb.g_01141
OG0001419	Prbi.g_01726	Prbb.g_01241
OG0001421	Prbi.g_00990	Prbb.g_00969
OG0001422	Prbi.g_01760	Prbb.g_00079
OG0001424	Prbi.g_00068	Prbb.g_02023
OG0001425	Prbi.g_00350	Prbb.g_00377
OG0001426	Prbi.g_00388	Prbb.g_00105
OG0001427	Prbi.g_00524	Prbb.g_00525
OG0001428	Prbi.g_00789	Prbb.g_01272
OG0001429	Prbi.g_00803	Prbb.g_01179
OG0001430	Prbi.g_00836	Prbb.g_00961
OG0001431	Prbi.g_00935	Prbb.g_01913
OG0001432	Prbi.g_00940	Prbb.g_00918
OG0001433	Prbi.g_01105	Prbb.g_00740
OG0001434	Prbi.g_01180	Prbb.g_01223
OG0001435	Prbi.g_01271	Prbb.g_01895
OG0001437	Prbi.g_01707	Prbb.g_01125
OG0001438	Prbi.g_02089	Prbb.g_02172
OG0001439	Prbi.g_02024, Prbi.g_01567	Prbb.g_01665, Prbb.g_01664
OG0001440	Prbi.g_00396	Prbb.g_01796
OG0001441	Prbi.g_01019	Prbb.g_01001
OG0001443	Prbi.g_01107	Prbb.g_00902
OG0001444	Prbi.g_01110	Prbb.g_00750
OG0001445	Prbi.g_01691	Prbb.g_01113
OG0001446	Prbi.g_01301	Prbb.g_01164
OG0001448	Prbi.g_00622	Prbb.g_00621
OG0001449	Prbi.g_01147	Prbb.g_01365
OG0001450	Prbi.g_01169	Prbb.g_01782
OG0001452	Prbi.g_01226	Prbb.g_01496
OG0001453	Prbi.g_01317, Prbi.g_01770	Prbb.g_01634
OG0001454	Prbi.g_01319, Prbi.g_01768	Prbb.g_01635
OG0001455	Prbi.g_01320, Prbi.g_01767	Prbb.g_01636
OG0001457	Prbi.g_01590	Prbb.g_00876
OG0001458	Prbi.g_02066	Prbb.g_02138
OG0001461	Prbi.g_00400	Prbb.g_01249, Prbb.g_01802
OG0001462	Prbi.g_00415	Prbb.g_01080
OG0001464	Prbi.g_00562	Prbb.g_00563
OG0001465	Prbi.g_00591	Prbb.g_00390
OG0001467	Prbi.g_00826	Prbb.g_00115
OG0001472	Prbi.g_01104	Prbb.g_01448, Prbb.g_01021
OG0001473	Prbi.g_01108	Prbb.g_01133, Prbb.g_01091
OG0001474	Prbi.g_01356	Prbb.g_00901
OG0001475	Prbi.g_01369	Prbb.g_01248
OG0001477	Prbi.g_01543, Prbi.g_01762	Prbb.g_01886
OG0001479	Prbi.g_01205	Prbb.g_01519
OG0001485	Prbi.g_00909	Prbb.g_00849
OG0001487	Prbi.g_00982	Prbb.g_00773
OG0001488	Prbi.g_01095	Prbb.g_00898
OG0001489	Prbi.g_01096	Prbb.g_00899
OG0001490	Prbi.g_01097	Prbb.g_00900
OG0001491	Prbi.g_01103	Prbb.g_01660
OG0001492	Prbi.g_01132	Prbb.g_01494
OG0001493	Prbi.g_01141	Prbb.g_00439
OG0001499	Prbi.g_01867	Prbb.g_01626
OG0001501	Prbi.g_00808	Prbb.g_00625
OG0001505	Prbi.g_00781	Prbb.g_01667
OG0001507	Prbi.g_00823	Prbb.g_01105
OG0001509	Prbi.g_00880	Prbb.g_00816
OG0001510	Prbi.g_00911	Prbb.g_01451, Prbb.g_01343
OG0001511	Prbi.g_00919	Prbb.g_01901
OG0001512	Prbi.g_00920	Prbb.g_01902
OG0001513	Prbi.g_00921	Prbb.g_01903
OG0001514	Prbi.g_00922	Prbb.g_01904
OG0001515	Prbi.g_00923	Prbb.g_01905
OG0001516	Prbi.g_00924	Prbb.g_01906
OG0001517	Prbi.g_00925	Prbb.g_01907
OG0001518	Prbi.g_00926	Prbb.g_01908
OG0001519	Prbi.g_00927	Prbb.g_01909
OG0001520	Prbi.g_00928	Prbb.g_01910
OG0001521	Prbi.g_00929	Prbb.g_01911
OG0001522	Prbi.g_00930	Prbb.g_01912
OG0001523	Prbi.g_00966	Prbb.g_00948
OG0001524	Prbi.g_01044	Prbb.g_01281
OG0001526	Prbi.g_01189	Prbb.g_01536
OG0001528	Prbi.g_01700	Prbb.g_01894
OG0001529	Prbi.g_01957	Prbb.g_02022
OG0001530	Prbi.g_00157	Prbb.g_01418, Prbb.g_01416
OG0001531	Prbi.g_01031	Prbb.g_01011
OG0001533	Prbi.g_01114	Prbb.g_00097
OG0001536	Prbi.g_01302	Prbb.g_01163
OG0001538	Prbi.g_01751	Prbb.g_01338
OG0001539	Prbi.g_00067	Prbb.g_00110
OG0001541	Prbi.g_00938	Prbb.g_00916
OG0001542	Prbi.g_01145	Prbb.g_01317
OG0001545	Prbi.g_01303	Prbb.g_01162
OG0001548	Prbi.g_00423, Prbi.g_02019	Prbb.g_01250
OG0001551	Prbi.g_01143	Prbb.g_01097
OG0001552	Prbi.g_01359	Prbb.g_01602
OG0001553	Prbi.g_01377	Prbb.g_01261
OG0001555	Prbi.g_01509	Prbb.g_00857
OG0001556	Prbi.g_01469	Prbb.g_00663
OG0001558	Prbi.g_01706	Prbb.g_01257
OG0001560	Prbi.g_00947	Prbb.g_00928
OG0001565	Prbi.g_00134	Prbb.g_00184
OG0001566	Prbi.g_00331	Prbb.g_00358
OG0001567	Prbi.g_00393	Prbb.g_01215
OG0001568	Prbi.g_00414	Prbb.g_01267
OG0001569	Prbi.g_00458	Prbb.g_01089
OG0001570	Prbi.g_00461	Prbb.g_01235
OG0001571	Prbi.g_00471	Prbb.g_01552
OG0001572	Prbi.g_00680	Prbb.g_00682
OG0001573	Prbi.g_01328	Prbb.g_01220
OG0001574	Prbi.g_00795	Prbb.g_01191
OG0001575	Prbi.g_00815	Prbb.g_01028
OG0001576	Prbi.g_01047	Prbb.g_00755
OG0001577	Prbi.g_01052	Prbb.g_00744
OG0001578	Prbi.g_01112	Prbb.g_00109
OG0001579	Prbi.g_01113	Prbb.g_01074
OG0001580	Prbi.g_01115	Prbb.g_00751
OG0001581	Prbi.g_01118	Prbb.g_01088
OG0001582	Prbi.g_01125	Prbb.g_01280
OG0001583	Prbi.g_01140	Prbb.g_00096
OG0001584	Prbi.g_01150	Prbb.g_01183
OG0001585	Prbi.g_01162	Prbb.g_01214
OG0001586	Prbi.g_01170	Prbb.g_01258
OG0001587	Prbi.g_01173	Prbb.g_01102
OG0001589	Prbi.g_01353	Prbb.g_01340
OG0001590	Prbi.g_01436	Prbb.g_01920
OG0001591	Prbi.g_01438	Prbb.g_01638
OG0001592	Prbi.g_01498	Prbb.g_00875
OG0001594	Prbi.g_01673	Prbb.g_01033
OG0001595	Prbi.g_01675	Prbb.g_00759
OG0001596	Prbi.g_01676	Prbb.g_01554
OG0001597	Prbi.g_01686	Prbb.g_01779
OG0001598	Prbi.g_02013	Prbb.g_01623
OG0001599	Prbi.g_01545	Prbb.g_01437
OG0001603	Prbi.g_00355	Prbb.g_00052
OG0001604	Prbi.g_00387	Prbb.g_01140
OG0001606	Prbi.g_00470	Prbb.g_01551
OG0001607	Prbi.g_00710	Prbb.g_01285
OG0001609	Prbi.g_00913	Prbb.g_01394
OG0001611	Prbi.g_01183	Prbb.g_01898
OG0001612	Prbi.g_01184	Prbb.g_01559
OG0001613	Prbi.g_01185	Prbb.g_01558
OG0001614	Prbi.g_01186	Prbb.g_01557
OG0001615	Prbi.g_01464	Prbb.g_00872
OG0001617	Prbi.g_01739	Prbb.g_01181
OG0001618	Prbi.g_01800	Prbb.g_01393
OG0001619	Prbi.g_01871	Prbb.g_01944
OG0001620	Prbi.g_00364	Prbb.g_00399
OG0001622	Prbi.g_00392	Prbb.g_01795
OG0001625	Prbi.g_01349, Prbi.g_02016	Prbb.g_01374
OG0001626	Prbi.g_01406	Prbb.g_00877
OG0001629	Prbi.g_01512	Prbb.g_00870
OG0001630	Prbi.g_01472	Prbb.g_00855
OG0001698	Prbi.g_01548	Prbb.g_01297
OG0001701	Prbi.g_01885, Prbi.g_01410, Prbi.g_00152	Prbb.g_00072
OG0001704	Prbi.g_01485	Prbb.g_00863
OG0001706	Prbi.g_00711	Prbb.g_01296
OG0001711	Prbi.g_01093	Prbb.g_00908
OG0001712	Prbi.g_01152	Prbb.g_01331
OG0001720	Prbi.g_01473	Prbb.g_02096
OG0001740	Prbi.g_00967	Prbb.g_00949
OG0001788	Prbi.g_01754	Prbb.g_01275
OG0001797	Prbi.g_01732	Prbb.g_01397
OG0001800	Prbi.g_01525, Prbi.g_00166	Prbb.g_01221
OG0001802	Prbi.g_01761	Prbb.g_00050
OG0001826	Prbi.g_01367	Prbb.g_01252
OG0001834	Prbi.g_01766, Prbi.g_01321	Prbb.g_01633
OG0001853	Prbi.g_01756	Prbb.g_01572
OG0001868	Prbi.g_01307	Prbb.g_01315
OG0001871	Prbi.g_01308	Prbb.g_01117
OG0001874	Prbi.g_00713	Prbb.g_01440
OG0001884	Prbi.g_01757	Prbb.g_01573
OG0001885	Prbi.g_01758	Prbb.g_01574
OG0001944	Prbi.g_01045	Prbb.g_01171
OG0001988	Prbi.g_01752	Prbb.g_00081
OG0002000	Prbi.g_01550, Prbi.g_01299	Prbb.g_02158
OG0002001	Prbi.g_01551, Prbi.g_01298	Prbb.g_02161
OG0002078	Prbi.g_01763	Prbb.g_01883
OG0002129	Prbi.g_01043	Prbb.g_00422
OG0002131	Prbi.g_01411	Prbb.g_01811
OG0002143	Prbi.g_01479	Prbb.g_00862
OG0002183	Prbi.g_00425	Prbb.g_01431
OG0002241	Prbi.g_01418	Prbb.g_00042
OG0002303	Prbi.g_02022	Prbb.g_01336
OG0002358	Prbi.g_01481	Prbb.g_00871
OG0003298	Prbi.g_00066	Prbb.g_00043
