Orthogroup	Prbj	Prai
OG0001132	Prbj.g_02537	Prai.g_01098
OG0001133	Prbj.g_02555	Prai.g_01130
OG0001134	Prbj.g_01990	Prai.g_01143
OG0001137	Prbj.g_00832	Prai.g_01179
OG0001138	Prbj.g_00004	Prai.g_01198
OG0001139	Prbj.g_00006	Prai.g_01200
OG0001140	Prbj.g_00007	Prai.g_01201
OG0001141	Prbj.g_00008	Prai.g_01202
OG0001142	Prbj.g_00009	Prai.g_01203
OG0001143	Prbj.g_01907	Prai.g_01210
OG0001144	Prbj.g_02153	Prai.g_01215
OG0001145	Prbj.g_01717	Prai.g_01326
OG0001146	Prbj.g_01733	Prai.g_01339
OG0001147	Prbj.g_00121	Prai.g_01357
OG0001148	Prbj.g_01640	Prai.g_01372
OG0001149	Prbj.g_01641	Prai.g_01373
OG0001150	Prbj.g_01642	Prai.g_01374
OG0001151	Prbj.g_01654	Prai.g_01385
OG0001152	Prbj.g_01655	Prai.g_01386
OG0001153	Prbj.g_00651	Prai.g_01494
OG0001154	Prbj.g_00652	Prai.g_01495
OG0001155	Prbj.g_01686	Prai.g_01507
OG0001156	Prbj.g_01689	Prai.g_01510
OG0001157	Prbj.g_02538	Prai.g_01511
OG0001158	Prbj.g_01690	Prai.g_01512
OG0001159	Prbj.g_01691	Prai.g_01513
OG0001160	Prbj.g_00884	Prai.g_01537
OG0001161	Prbj.g_02535	Prai.g_01550
OG0001162	Prbj.g_00780	Prai.g_01563
OG0001163	Prbj.g_00870	Prai.g_01630
OG0001164	Prbj.g_00865	Prai.g_01634
OG0001165	Prbj.g_00862	Prai.g_01637
OG0001166	Prbj.g_00482	Prai.g_01657
OG0001167	Prbj.g_00461	Prai.g_01674
OG0001168	Prbj.g_00459	Prai.g_01676
OG0001169	Prbj.g_00457	Prai.g_01678
OG0001170	Prbj.g_00455	Prai.g_01680
OG0001171	Prbj.g_00445	Prai.g_01689
OG0001172	Prbj.g_02653	Prai.g_01704
OG0001173	Prbj.g_02652	Prai.g_01705
OG0001174	Prbj.g_02644	Prai.g_01713
OG0001175	Prbj.g_02643	Prai.g_01714
OG0001176	Prbj.g_01028	Prai.g_01721
OG0001177	Prbj.g_01030	Prai.g_01724
OG0001178	Prbj.g_00851	Prai.g_01729
OG0001179	Prbj.g_00999	Prai.g_01761
OG0001180	Prbj.g_00407	Prai.g_01788
OG0001181	Prbj.g_00403	Prai.g_01792
OG0001182	Prbj.g_00394	Prai.g_01799
OG0001183	Prbj.g_00367	Prai.g_01803
OG0001184	Prbj.g_01509	Prai.g_01819
OG0001185	Prbj.g_01592	Prai.g_01833
OG0001186	Prbj.g_01253	Prai.g_01856
OG0001187	Prbj.g_01249	Prai.g_01862
OG0001188	Prbj.g_01245	Prai.g_01864
OG0001189	Prbj.g_01223	Prai.g_01881
OG0001190	Prbj.g_01955	Prai.g_01885
OG0001191	Prbj.g_01968	Prai.g_01895
OG0001192	Prbj.g_01975	Prai.g_01899
OG0001193	Prbj.g_02013	Prai.g_01909
OG0001194	Prbj.g_02019	Prai.g_01910
OG0001195	Prbj.g_02020	Prai.g_01911
OG0001196	Prbj.g_02056	Prai.g_01924
OG0001197	Prbj.g_02058	Prai.g_01925
OG0001198	Prbj.g_02070	Prai.g_01933
OG0001199	Prbj.g_00570	Prai.g_00074
OG0001200	Prbj.g_00572	Prai.g_00076
OG0001201	Prbj.g_00621	Prai.g_00108
OG0001202	Prbj.g_01164	Prai.g_00210
OG0001203	Prbj.g_02610	Prai.g_00249
OG0001204	Prbj.g_01340	Prai.g_00256
OG0001205	Prbj.g_00110	Prai.g_00476
OG0001206	Prbj.g_00151	Prai.g_00493
OG0001207	Prbj.g_01638	Prai.g_00507
OG0001208	Prbj.g_01628	Prai.g_00512
OG0001209	Prbj.g_02130	Prai.g_00563
OG0001210	Prbj.g_02142	Prai.g_00568
OG0001211	Prbj.g_01864	Prai.g_00578
OG0001212	Prbj.g_01771	Prai.g_00624
OG0001213	Prbj.g_02565	Prai.g_00658
OG0001214	Prbj.g_02575	Prai.g_00666
OG0001215	Prbj.g_00932	Prai.g_00719
OG0001216	Prbj.g_02181	Prai.g_00750
OG0001217	Prbj.g_01884	Prai.g_00894
OG0001218	Prbj.g_00663	Prai.g_00887
OG0001219	Prbj.g_02311	Prai.g_00858
OG0001220	Prbj.g_02503	Prai.g_00795
OG0001221	Prbj.g_02364	Prai.g_01035
OG0001222	Prbj.g_01984	Prai.g_00997
OG0001223	Prbj.g_02243	Prai.g_00971
OG0001224	Prbj.g_01842	Prai.g_00922
OG0001225	Prbj.g_01840	Prai.g_00920
OG0001226	Prbj.g_00678	Prai.g_01083
OG0001227	Prbj.g_01669	Prai.g_01101
OG0001228	Prbj.g_02158	Prai.g_01218
OG0001229	Prbj.g_00873	Prai.g_01368
OG0001230	Prbj.g_01046	Prai.g_01455
OG0001231	Prbj.g_01184	Prai.g_01560
OG0001232	Prbj.g_00477	Prai.g_01661
OG0001233	Prbj.g_00454	Prai.g_01681
OG0001234	Prbj.g_02640	Prai.g_01716
OG0001235	Prbj.g_01033	Prai.g_01726
OG0001236	Prbj.g_01505	Prai.g_01816
OG0001237	Prbj.g_01512	Prai.g_01820
OG0001238	Prbj.g_01969	Prai.g_01896
OG0001239	Prbj.g_00567	Prai.g_00071
OG0001240	Prbj.g_00604	Prai.g_00093
OG0001241	Prbj.g_00614	Prai.g_00101
OG0001242	Prbj.g_01560	Prai.g_00119
OG0001243	Prbj.g_01529	Prai.g_00125
OG0001245	Prbj.g_00689	Prai.g_00392
OG0001246	Prbj.g_02091	Prai.g_00534
OG0001247	Prbj.g_02453	Prai.g_00712
OG0001248	Prbj.g_00943	Prai.g_00714
OG0001249	Prbj.g_00347	Prai.g_00869
OG0001250	Prbj.g_02482	Prai.g_00806
OG0001252	Prbj.g_01847	Prai.g_00927
OG0001253	Prbj.g_00696	Prai.g_01102
OG0001254	Prbj.g_01991	Prai.g_01145
OG0001255	Prbj.g_00769	Prai.g_01156
OG0001258	Prbj.g_00864	Prai.g_01635
OG0001259	Prbj.g_00456	Prai.g_01679
OG0001260	Prbj.g_00426	Prai.g_01695
OG0001261	Prbj.g_00990	Prai.g_01769
OG0001262	Prbj.g_01226	Prai.g_01879
OG0001263	Prbj.g_01531	Prai.g_00128
OG0001265	Prbj.g_01558	Prai.g_00118
OG0001266	Prbj.g_01168	Prai.g_00214
OG0001267	Prbj.g_01405	Prai.g_00293
OG0001268	Prbj.g_00335	Prai.g_00352
OG0001269	Prbj.g_02500	Prai.g_00372
OG0001270	Prbj.g_00098	Prai.g_00465
OG0001271	Prbj.g_00131	Prai.g_00502
OG0001272	Prbj.g_01624	Prai.g_00516
OG0001273	Prbj.g_02568	Prai.g_00660
OG0001275	Prbj.g_02227	Prai.g_00961
OG0001276	Prbj.g_02210	Prai.g_00942
OG0001277	Prbj.g_02042	Prai.g_01090
OG0001278	Prbj.g_02165	Prai.g_01223
OG0001279	Prbj.g_01299	Prai.g_01583
OG0001280	Prbj.g_01725	Prai.g_01334
OG0001281	Prbj.g_01734	Prai.g_01340
OG0001285	Prbj.g_00473	Prai.g_01664
OG0001286	Prbj.g_00409	Prai.g_01786
OG0001288	Prbj.g_01286	Prai.g_01849
OG0001290	Prbj.g_00613	Prai.g_00100
OG0001291	Prbj.g_01541	Prai.g_00135
OG0001292	Prbj.g_01346	Prai.g_00261
OG0001293	Prbj.g_01369	Prai.g_00274
OG0001294	Prbj.g_00826	Prai.g_00389
OG0001295	Prbj.g_02145	Prai.g_00498
OG0001298	Prbj.g_01797	Prai.g_00605
OG0001300	Prbj.g_00947	Prai.g_00722
OG0001301	Prbj.g_00755	Prai.g_00725
OG0001302	Prbj.g_01337	Prai.g_00860
OG0001307	Prbj.g_00670	Prai.g_01354
OG0001308	Prbj.g_01074	Prai.g_01473
OG0001309	Prbj.g_02106	Prai.g_01557
OG0001310	Prbj.g_00488	Prai.g_01650
OG0001312	Prbj.g_02298	Prai.g_01008
OG0001316	Prbj.g_01548	Prai.g_00140
OG0001321	Prbj.g_00119	Prai.g_00482
OG0001322	Prbj.g_00120	Prai.g_00483
OG0001323	Prbj.g_02109	Prai.g_00548
OG0001324	Prbj.g_00948	Prai.g_00723
OG0001328	Prbj.g_02357	Prai.g_01100
OG0001330	Prbj.g_01718	Prai.g_01309
OG0001331	Prbj.g_01644	Prai.g_01376
OG0001332	Prbj.g_01674	Prai.g_01504
OG0001333	Prbj.g_00460	Prai.g_01675
OG0001334	Prbj.g_00363	Prai.g_01806
OG0001335	Prbj.g_00362	Prai.g_01807
OG0001336	Prbj.g_02052	Prai.g_01921
OG0001339	Prbj.g_00616	Prai.g_00103
OG0001340	Prbj.g_00352	Prai.g_00341
OG0001341	Prbj.g_02463	Prai.g_00897
OG0001344	Prbj.g_00845	Prai.g_01175
OG0001348	Prbj.g_00249	Prai.g_01587
OG0001351	Prbj.g_01893	Prai.g_00485
OG0001352	Prbj.g_00760	Prai.g_00709
OG0001353	Prbj.g_02473	Prai.g_00815
OG0001355	Prbj.g_02368	Prai.g_01272
OG0001358	Prbj.g_02549	Prai.g_00649
OG0001360	Prbj.g_00018	Prai.g_01103
OG0001361	Prbj.g_00309	Prai.g_01187
OG0001362	Prbj.g_01078	Prai.g_01477
OG0001363	Prbj.g_01080	Prai.g_01479
OG0001365	Prbj.g_01960	Prai.g_01889
OG0001369	Prbj.g_00603	Prai.g_00092
OG0001371	Prbj.g_00184	Prai.g_00708
OG0001372	Prbj.g_01324	Prai.g_00909
OG0001376	Prbj.g_01978	Prai.g_01069
OG0001377	Prbj.g_01977	Prai.g_01070
OG0001378	Prbj.g_00091	Prai.g_01112
OG0001381	Prbj.g_02689	Prai.g_01364
OG0001382	Prbj.g_02174	Prai.g_01575
OG0001394	Prbj.g_02381	Prai.g_01031
OG0001395	Prbj.g_02197	Prai.g_00931
OG0001397	Prbj.g_01079	Prai.g_01478
OG0001398	Prbj.g_00690	Prai.g_01601
OG0001399	Prbj.g_00377, Prbj.g_00390	Prai.g_01718
OG0001403	Prbj.g_01203	Prai.g_00030
OG0001405	Prbj.g_00360	Prai.g_00339
OG0001406	Prbj.g_01979	Prai.g_01068
OG0001409	Prbj.g_00834	Prai.g_01178
OG0001410	Prbj.g_00671	Prai.g_01355
OG0001414	Prbj.g_00181	Prai.g_00240
OG0001415	Prbj.g_01776	Prai.g_00242
OG0001416	Prbj.g_01731	Prai.g_00490
OG0001418	Prbj.g_02636	Prai.g_00713
OG0001422	Prbj.g_00158	Prai.g_01585
OG0001437	Prbj.g_01775	Prai.g_00241
OG0001438	Prbj.g_01420	Prai.g_00306
OG0001441	Prbj.g_02111	Prai.g_00550
OG0001443	Prbj.g_00872	Prai.g_01602
OG0001446	Prbj.g_00047	Prai.g_00079
OG0001449	Prbj.g_01327	Prai.g_00413
OG0001450	Prbj.g_00921	Prai.g_00716
OG0001451	Prbj.g_02199	Prai.g_00786
OG0001455	Prbj.g_00227	Prai.g_01132
OG0001462	Prbj.g_01210	Prai.g_00034
OG0001463	Prbj.g_01413	Prai.g_00299
OG0001464	Prbj.g_00351	Prai.g_00342
OG0001470	Prbj.g_01255	Prai.g_01433
OG0001472	Prbj.g_00907	Prai.g_01556
OG0001474	Prbj.g_00334	Prai.g_00353
OG0001475	Prbj.g_01257	Prai.g_00152
OG0001477	Prbj.g_00750	Prai.g_01254
OG0001481	Prbj.g_01896	Prai.g_00386
OG0001484	Prbj.g_02172	Prai.g_00893
OG0001485	Prbj.g_01678	Prai.g_01270
OG0001491	Prbj.g_00023	Prai.g_00862
OG0001495	Prbj.g_01031	Prai.g_01723
OG0001496	Prbj.g_00746	Prai.g_01252
OG0001497	Prbj.g_00749	Prai.g_01253
OG0001500	Prbj.g_00180	Prai.g_00276
OG0001501	Prbj.g_00168	Prai.g_00733
OG0001503	Prbj.g_01336	Prai.g_01151
OG0001506	Prbj.g_00036	Prai.g_01502
OG0001508	Prbj.g_01254	Prai.g_01432
OG0001514	Prbj.g_00745	Prai.g_01251
OG0001527	Prbj.g_01878	Prai.g_00591
OG0001532	Prbj.g_00005	Prai.g_01199
OG0001550	Prbj.g_00688	Prai.g_01134
OG0001553	Prbj.g_01053	Prai.g_01460
OG0001555	Prbj.g_01316	Prai.g_01569
OG0001562	Prbj.g_02220	Prai.g_00949
OG0001565	Prbj.g_02457	Prai.g_00447
OG0001569	Prbj.g_02632	Prai.g_01108
OG0001588	Prbj.g_01492	Prai.g_00778
OG0001598	Prbj.g_00951	Prai.g_01267
OG0001605	Prbj.g_00038	Prai.g_00950
OG0001627	Prbj.g_01682	Prai.g_00889
OG0001634	Prbj.g_00823	Prai.g_01582
OG0001661	Prbj.g_00045, Prbj.g_00051	Prai.g_01621
OG0001670	Prbj.g_00736	Prai.g_00438
OG0001684	Prbj.g_01783	Prai.g_01275, Prai.g_00617
OG0001698	Prbj.g_00764	Prai.g_01076
OG0001712	Prbj.g_02465	Prai.g_00427
OG0001726	Prbj.g_02321	Prai.g_00425
OG0001746	Prbj.g_00071	Prai.g_01260
OG0001992	Prbj.g_00379	Prai.g_00884
OG0002092	Prbj.g_02378, Prbj.g_01715	Prai.g_01240
OG0002424	Prbj.g_01154	Prai.g_01595
OG0002451	Prbj.g_01123	Prai.g_01242
OG0002582	Prbj.g_01274	Prai.g_01319
