Orthogroup	Prbj	Pran
OG0001132	Prbj.g_02537	Pran.g_00144
OG0001133	Prbj.g_02555	Pran.g_00110
OG0001134	Prbj.g_01990	Pran.g_00093
OG0001136	Prbj.g_00969	Pran.g_00063
OG0001137	Prbj.g_00832	Pran.g_00052
OG0001138	Prbj.g_00004	Pran.g_00034
OG0001139	Prbj.g_00006	Pran.g_00033
OG0001140	Prbj.g_00007	Pran.g_00032
OG0001141	Prbj.g_00008	Pran.g_00031
OG0001142	Prbj.g_00009	Pran.g_00030
OG0001143	Prbj.g_01907	Pran.g_00023
OG0001144	Prbj.g_02153	Pran.g_00018
OG0001145	Prbj.g_01717	Pran.g_00884
OG0001146	Prbj.g_01733	Pran.g_00872
OG0001147	Prbj.g_00121	Pran.g_00854
OG0001148	Prbj.g_01640	Pran.g_00839
OG0001149	Prbj.g_01641	Pran.g_00838
OG0001150	Prbj.g_01642	Pran.g_00837
OG0001151	Prbj.g_01654	Pran.g_00826
OG0001152	Prbj.g_01655	Pran.g_00825
OG0001153	Prbj.g_00651	Pran.g_00701
OG0001154	Prbj.g_00652	Pran.g_00700
OG0001155	Prbj.g_01686	Pran.g_00688
OG0001156	Prbj.g_01689	Pran.g_00685
OG0001157	Prbj.g_02538	Pran.g_00684
OG0001158	Prbj.g_01690	Pran.g_00683
OG0001159	Prbj.g_01691	Pran.g_00682
OG0001160	Prbj.g_00884	Pran.g_00658
OG0001161	Prbj.g_02535	Pran.g_00646
OG0001162	Prbj.g_00780	Pran.g_00632
OG0001163	Prbj.g_00870	Pran.g_00962
OG0001164	Prbj.g_00865	Pran.g_00966
OG0001165	Prbj.g_00862	Pran.g_00969
OG0001166	Prbj.g_00482	Pran.g_00989
OG0001167	Prbj.g_00461	Pran.g_01006
OG0001168	Prbj.g_00459	Pran.g_01008
OG0001169	Prbj.g_00457	Pran.g_01010
OG0001170	Prbj.g_00455	Pran.g_01012
OG0001171	Prbj.g_00445	Pran.g_01021
OG0001172	Prbj.g_02653	Pran.g_01035
OG0001173	Prbj.g_02652	Pran.g_01036
OG0001174	Prbj.g_02644	Pran.g_01045
OG0001175	Prbj.g_02643	Pran.g_01046
OG0001176	Prbj.g_01028	Pran.g_01053
OG0001177	Prbj.g_01030	Pran.g_01055
OG0001178	Prbj.g_00851	Pran.g_01060
OG0001179	Prbj.g_00999	Pran.g_01089
OG0001180	Prbj.g_00407	Pran.g_01111
OG0001181	Prbj.g_00403	Pran.g_01115
OG0001182	Prbj.g_00394	Pran.g_01122
OG0001183	Prbj.g_00367	Pran.g_01126
OG0001184	Prbj.g_01509	Pran.g_01141
OG0001185	Prbj.g_01592	Pran.g_01155
OG0001186	Prbj.g_01253	Pran.g_01178
OG0001187	Prbj.g_01249	Pran.g_01183
OG0001188	Prbj.g_01245	Pran.g_01185
OG0001190	Prbj.g_01955	Pran.g_01205
OG0001191	Prbj.g_01968	Pran.g_01215
OG0001192	Prbj.g_01975	Pran.g_01220
OG0001193	Prbj.g_02013	Pran.g_01230
OG0001194	Prbj.g_02019	Pran.g_01231
OG0001195	Prbj.g_02020	Pran.g_01232
OG0001196	Prbj.g_02056	Pran.g_01245
OG0001197	Prbj.g_02058	Pran.g_01246
OG0001198	Prbj.g_02070	Pran.g_01254
OG0001199	Prbj.g_00570	Pran.g_00358
OG0001200	Prbj.g_00572	Pran.g_00356
OG0001201	Prbj.g_00621	Pran.g_00325
OG0001202	Prbj.g_01164	Pran.g_00233
OG0001204	Prbj.g_01340	Pran.g_01949
OG0001205	Prbj.g_00110	Pran.g_01735
OG0001206	Prbj.g_00151	Pran.g_01716
OG0001207	Prbj.g_01638	Pran.g_01701
OG0001208	Prbj.g_01628	Pran.g_01696
OG0001209	Prbj.g_02130	Pran.g_01643
OG0001210	Prbj.g_02142	Pran.g_01638
OG0001211	Prbj.g_01864	Pran.g_01628
OG0001212	Prbj.g_01771	Pran.g_01582
OG0001213	Prbj.g_02565	Pran.g_01549
OG0001214	Prbj.g_02575	Pran.g_01541
OG0001215	Prbj.g_00932	Pran.g_01488
OG0001216	Prbj.g_02181	Pran.g_01458
OG0001217	Prbj.g_01884	Pran.g_01415
OG0001218	Prbj.g_00663	Pran.g_01407
OG0001219	Prbj.g_02311	Pran.g_01354
OG0001220	Prbj.g_02503	Pran.g_01292
OG0001221	Prbj.g_02364	Pran.g_00440
OG0001222	Prbj.g_01984	Pran.g_00479
OG0001223	Prbj.g_02243	Pran.g_00505
OG0001225	Prbj.g_01840	Pran.g_00566
OG0001226	Prbj.g_00678	Pran.g_00159
OG0001227	Prbj.g_01669	Pran.g_00141
OG0001228	Prbj.g_02158	Pran.g_00015
OG0001229	Prbj.g_00873	Pran.g_00843
OG0001230	Prbj.g_01046	Pran.g_00741
OG0001231	Prbj.g_01184	Pran.g_00634
OG0001232	Prbj.g_00477	Pran.g_00993
OG0001233	Prbj.g_00454	Pran.g_01013
OG0001234	Prbj.g_02640	Pran.g_01048
OG0001235	Prbj.g_01033	Pran.g_01057
OG0001237	Prbj.g_01512	Pran.g_01142
OG0001238	Prbj.g_01969	Pran.g_01216
OG0001239	Prbj.g_00567	Pran.g_00361
OG0001240	Prbj.g_00604	Pran.g_00340
OG0001241	Prbj.g_00614	Pran.g_00332
OG0001242	Prbj.g_01560	Pran.g_00314
OG0001245	Prbj.g_00689	Pran.g_01815
OG0001246	Prbj.g_02091	Pran.g_01674
OG0001247	Prbj.g_02453	Pran.g_01495
OG0001248	Prbj.g_00943	Pran.g_01493
OG0001249	Prbj.g_00347	Pran.g_01365
OG0001250	Prbj.g_02482	Pran.g_01303
OG0001252	Prbj.g_01847	Pran.g_00559
OG0001253	Prbj.g_00696	Pran.g_00140
OG0001254	Prbj.g_01991	Pran.g_00091
OG0001255	Prbj.g_00769	Pran.g_00076
OG0001258	Prbj.g_00864	Pran.g_00967
OG0001259	Prbj.g_00456	Pran.g_01011
OG0001260	Prbj.g_00426	Pran.g_01027
OG0001261	Prbj.g_00990	Pran.g_01097
OG0001262	Prbj.g_01226	Pran.g_01200
OG0001265	Prbj.g_01558	Pran.g_00315
OG0001266	Prbj.g_01168	Pran.g_00229
OG0001267	Prbj.g_01405	Pran.g_01914
OG0001268	Prbj.g_00335	Pran.g_01856
OG0001269	Prbj.g_02500	Pran.g_01835
OG0001270	Prbj.g_00098	Pran.g_01746
OG0001271	Prbj.g_00131	Pran.g_01706
OG0001272	Prbj.g_01624	Pran.g_01692
OG0001273	Prbj.g_02568	Pran.g_01547
OG0001274	Prbj.g_00269	Pran.g_01473
OG0001275	Prbj.g_02227	Pran.g_00515
OG0001276	Prbj.g_02210	Pran.g_00543
OG0001277	Prbj.g_02042	Pran.g_00152
OG0001278	Prbj.g_02165	Pran.g_00010
OG0001279	Prbj.g_01299	Pran.g_00609
OG0001280	Prbj.g_01725	Pran.g_00877
OG0001281	Prbj.g_01734	Pran.g_00871
OG0001283	Prbj.g_02051	Pran.g_00820
OG0001285	Prbj.g_00473	Pran.g_00996
OG0001286	Prbj.g_00409	Pran.g_01109
OG0001288	Prbj.g_01286	Pran.g_01171
OG0001290	Prbj.g_00613	Pran.g_00333
OG0001291	Prbj.g_01541	Pran.g_00299
OG0001292	Prbj.g_01346	Pran.g_01944
OG0001293	Prbj.g_01369	Pran.g_01932
OG0001294	Prbj.g_00826	Pran.g_01817
OG0001295	Prbj.g_02145	Pran.g_01711
OG0001297	Prbj.g_02100	Pran.g_01664
OG0001298	Prbj.g_01797	Pran.g_01601
OG0001300	Prbj.g_00947	Pran.g_01485
OG0001301	Prbj.g_00755	Pran.g_01482
OG0001302	Prbj.g_01337	Pran.g_01356
OG0001303	Prbj.g_02309	Pran.g_01434
OG0001308	Prbj.g_01074	Pran.g_00723
OG0001309	Prbj.g_02106	Pran.g_00637
OG0001310	Prbj.g_00488	Pran.g_00982
OG0001311	Prbj.g_02208	Pran.g_00545
OG0001312	Prbj.g_02298	Pran.g_00468
OG0001316	Prbj.g_01548	Pran.g_00294
OG0001319	Prbj.g_01395	Pran.g_01921
OG0001321	Prbj.g_00119	Pran.g_01726
OG0001322	Prbj.g_00120	Pran.g_01725
OG0001323	Prbj.g_02109	Pran.g_01659
OG0001324	Prbj.g_00948	Pran.g_01484
OG0001326	Prbj.g_02026	Pran.g_00184
OG0001328	Prbj.g_02357	Pran.g_00142
OG0001329	Prbj.g_00043	Pran.g_00101
OG0001331	Prbj.g_01644	Pran.g_00835
OG0001332	Prbj.g_01674	Pran.g_00690
OG0001333	Prbj.g_00460	Pran.g_01007
OG0001334	Prbj.g_00363	Pran.g_01129
OG0001335	Prbj.g_00362	Pran.g_01130
OG0001336	Prbj.g_02052	Pran.g_01242
OG0001339	Prbj.g_00616	Pran.g_00330
OG0001340	Prbj.g_00352	Pran.g_01866
OG0001341	Prbj.g_02463	Pran.g_01418
OG0001344	Prbj.g_00845	Pran.g_00056
OG0001348	Prbj.g_00249	Pran.g_00604
OG0001352	Prbj.g_00760	Pran.g_01498
OG0001353	Prbj.g_02473	Pran.g_01311
OG0001354	Prbj.g_02252	Pran.g_00497
OG0001356	Prbj.g_01986	Pran.g_01390
OG0001358	Prbj.g_02549	Pran.g_01558
OG0001360	Prbj.g_00018	Pran.g_00139
OG0001361	Prbj.g_00309	Pran.g_00044
OG0001362	Prbj.g_01078	Pran.g_00719
OG0001363	Prbj.g_01080	Pran.g_00717
OG0001365	Prbj.g_01960	Pran.g_01209
OG0001371	Prbj.g_00184	Pran.g_01499
OG0001372	Prbj.g_01324	Pran.g_01408, Pran.g_01379
OG0001373	Prbj.g_02025	Pran.g_00183
OG0001374	Prbj.g_02033	Pran.g_00191
OG0001376	Prbj.g_01978	Pran.g_00173
OG0001377	Prbj.g_01977	Pran.g_00172
OG0001378	Prbj.g_00091	Pran.g_00130
OG0001379	Prbj.g_01720	Pran.g_00882
OG0001380	Prbj.g_02508	Pran.g_00852
OG0001381	Prbj.g_02689	Pran.g_00847
OG0001382	Prbj.g_02174	Pran.g_00618
OG0001385	Prbj.g_02022	Pran.g_00180
OG0001386	Prbj.g_02023	Pran.g_00181
OG0001387	Prbj.g_02024	Pran.g_00182
OG0001388	Prbj.g_02027	Pran.g_00185
OG0001389	Prbj.g_02028	Pran.g_00186
OG0001390	Prbj.g_02029	Pran.g_00187
OG0001391	Prbj.g_02030	Pran.g_00188
OG0001392	Prbj.g_02031	Pran.g_00189
OG0001393	Prbj.g_02032	Pran.g_00190
OG0001394	Prbj.g_02381	Pran.g_00444
OG0001395	Prbj.g_02197	Pran.g_00555
OG0001397	Prbj.g_01079	Pran.g_00718
OG0001398	Prbj.g_00690	Pran.g_00596
OG0001399	Prbj.g_00377, Prbj.g_00390	Pran.g_01050
OG0001403	Prbj.g_01203	Pran.g_00394
OG0001405	Prbj.g_00360	Pran.g_01868
OG0001406	Prbj.g_01979	Pran.g_00174
OG0001409	Prbj.g_00834	Pran.g_00053
OG0001414	Prbj.g_00181	Pran.g_00203
OG0001415	Prbj.g_01776	Pran.g_00201
OG0001416	Prbj.g_01731	Pran.g_01719
OG0001418	Prbj.g_02636	Pran.g_01494
OG0001422	Prbj.g_00158	Pran.g_00607
OG0001423	Prbj.g_02711, Prbj.g_01102	Pran.g_01777
OG0001425	Prbj.g_01972	Pran.g_01219
OG0001434	Prbj.g_02385	Pran.g_00448
OG0001437	Prbj.g_01775	Pran.g_00202
OG0001438	Prbj.g_01420	Pran.g_01901
OG0001441	Prbj.g_02111	Pran.g_01657
OG0001442	Prbj.g_02389	Pran.g_01431
OG0001443	Prbj.g_00872	Pran.g_00595
OG0001446	Prbj.g_00047	Pran.g_00353
OG0001449	Prbj.g_01327	Pran.g_01794
OG0001450	Prbj.g_00921	Pran.g_01491
OG0001451	Prbj.g_02199	Pran.g_01282
OG0001455	Prbj.g_00227	Pran.g_00108, Pran.g_00935
OG0001461	Prbj.g_01889	Pran.g_00916
OG0001462	Prbj.g_01210	Pran.g_00390
OG0001463	Prbj.g_01413	Pran.g_01908
OG0001464	Prbj.g_00351	Pran.g_01865
OG0001472	Prbj.g_00907	Pran.g_00638
OG0001474	Prbj.g_00334	Pran.g_01855
OG0001481	Prbj.g_01896	Pran.g_01821
OG0001484	Prbj.g_02172	Pran.g_01414
OG0001485	Prbj.g_01678	Pran.g_00575, Pran.g_00912
OG0001491	Prbj.g_00023	Pran.g_01358
OG0001500	Prbj.g_00180	Pran.g_01930
OG0001501	Prbj.g_00168	Pran.g_01471
OG0001503	Prbj.g_01336	Pran.g_00085
OG0001506	Prbj.g_00036	Pran.g_00692
OG0001525	Prbj.g_02626	Pran.g_00629
OG0001527	Prbj.g_01878	Pran.g_01615
OG0001550	Prbj.g_00688	Pran.g_00105
OG0001553	Prbj.g_01053	Pran.g_00736
OG0001555	Prbj.g_01316	Pran.g_00624
OG0001565	Prbj.g_02457	Pran.g_01757
OG0001569	Prbj.g_02632	Pran.g_00134
OG0001572	Prbj.g_00213	Pran.g_01768
OG0001588	Prbj.g_01492	Pran.g_00817
OG0001598	Prbj.g_00951	Pran.g_00927
OG0001605	Prbj.g_00038	Pran.g_00536
OG0001634	Prbj.g_00823	Pran.g_00610
OG0001684	Prbj.g_01783	Pran.g_01589
OG0001698	Prbj.g_00764	Pran.g_00166
OG0001835	Prbj.g_00753	Pran.g_01785
OG0002154	Prbj.g_01528	Pran.g_00818
