Orthogroup	Prbj	Syap
OG0001360	Prbj.g_00018	Syap.g_01881, Syap.g_02778
OG0001361	Prbj.g_00309	Syap.g_01792
OG0001365	Prbj.g_01960	Syap.g_00138
OG0001366	Prbj.g_00123, Prbj.g_02691, Prbj.g_00479	Syap.g_01399
OG0001371	Prbj.g_00184	Syap.g_02545, Syap.g_02544
OG0001373	Prbj.g_02025	Syap.g_02647
OG0001374	Prbj.g_02033	Syap.g_01829, Syap.g_01830
OG0001376	Prbj.g_01978	Syap.g_01991
OG0001377	Prbj.g_01977	Syap.g_01992
OG0001378	Prbj.g_00091	Syap.g_02055
OG0001379	Prbj.g_01720	Syap.g_01474
OG0001382	Prbj.g_02174	Syap.g_00677
OG0001383	Prbj.g_02616	Syap.g_02665
OG0001385	Prbj.g_02022	Syap.g_02650
OG0001386	Prbj.g_02023	Syap.g_02649
OG0001387	Prbj.g_02024	Syap.g_02648
OG0001388	Prbj.g_02027	Syap.g_02645
OG0001389	Prbj.g_02028	Syap.g_02644
OG0001390	Prbj.g_02029	Syap.g_02643
OG0001391	Prbj.g_02030	Syap.g_01833
OG0001392	Prbj.g_02031	Syap.g_01832
OG0001393	Prbj.g_02032	Syap.g_01831
OG0001394	Prbj.g_02381	Syap.g_00159
OG0001395	Prbj.g_02197	Syap.g_00531
OG0001396	Prbj.g_01277	Syap.g_02537
OG0001398	Prbj.g_00690	Syap.g_02356
OG0001401	Prbj.g_02477	Syap.g_01844
OG0001406	Prbj.g_01979	Syap.g_01989
OG0001412	Prbj.g_00978, Prbj.g_01279	Syap.g_02535
OG0001415	Prbj.g_01776	Syap.g_00447, Syap.g_00446
OG0001418	Prbj.g_02636	Syap.g_00221
OG0001422	Prbj.g_00158	Syap.g_01682
OG0001425	Prbj.g_01972	Syap.g_01024
OG0001434	Prbj.g_02385	Syap.g_00167
OG0001435	Prbj.g_02336	Syap.g_01259
OG0001436	Prbj.g_01485	Syap.g_01711
OG0001437	Prbj.g_01775	Syap.g_00448
OG0001438	Prbj.g_01420	Syap.g_01346, Syap.g_01630
OG0001441	Prbj.g_02111	Syap.g_02749
OG0001443	Prbj.g_00872	Syap.g_01006
OG0001444	Prbj.g_01810	Syap.g_00761
OG0001461	Prbj.g_01889	Syap.g_02707
OG0001470	Prbj.g_01255	Syap.g_01138, Syap.g_00709
OG0001474	Prbj.g_00334	Syap.g_00562
OG0001475	Prbj.g_01257	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001478	Prbj.g_01130, Prbj.g_00137	Syap.g_01790
OG0001479	Prbj.g_00337	Syap.g_00565
OG0001487	Prbj.g_00662, Prbj.g_00661, Prbj.g_00660	Syap.g_00699
OG0001488	Prbj.g_00828	Syap.g_00209
OG0001489	Prbj.g_00398	Syap.g_00603
OG0001495	Prbj.g_01031	Syap.g_01921
OG0001498	Prbj.g_00065	Syap.g_02044, Syap.g_02043
OG0001508	Prbj.g_01254	Syap.g_00808
OG0001510	Prbj.g_01818	Syap.g_01117
OG0001511	Prbj.g_00628	Syap.g_02629, Syap.g_02676
OG0001512	Prbj.g_02612	Syap.g_01151, Syap.g_01152
OG0001515	Prbj.g_00939	Syap.g_00906
OG0001516	Prbj.g_00817	Syap.g_01964
OG0001517	Prbj.g_00340	Syap.g_00568
OG0001518	Prbj.g_01971	Syap.g_01026
OG0001519	Prbj.g_01982	Syap.g_02079
OG0001527	Prbj.g_01878	Syap.g_00287, Syap.g_00292
OG0001528	Prbj.g_01251	Syap.g_00806
OG0001529	Prbj.g_01216	Syap.g_01809
OG0001530	Prbj.g_00626	Syap.g_02627
OG0001531	Prbj.g_02613	Syap.g_01150
OG0001533	Prbj.g_00683	Syap.g_02326
OG0001534	Prbj.g_02200	Syap.g_00534
OG0001535	Prbj.g_02212	Syap.g_01875
OG0001536	Prbj.g_02272	Syap.g_02018
OG0001537	Prbj.g_02372	Syap.g_00153
OG0001538	Prbj.g_02417	Syap.g_00199
OG0001539	Prbj.g_02522	Syap.g_02370
OG0001540	Prbj.g_01533	Syap.g_02214
OG0001541	Prbj.g_00507	Syap.g_01187
OG0001542	Prbj.g_01142	Syap.g_01177
OG0001543	Prbj.g_00247	Syap.g_01417, Syap.g_01416
OG0001553	Prbj.g_01053	Syap.g_02121
OG0001558	Prbj.g_01187	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001562	Prbj.g_02220	Syap.g_02700
OG0001563	Prbj.g_00982	Syap.g_00473
OG0001574	Prbj.g_01876	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Prbj.g_00967	Syap.g_00232
OG0001580	Prbj.g_01944	Syap.g_01340, Syap.g_01341
OG0001590	Prbj.g_02501	Syap.g_00889
OG0001592	Prbj.g_01945	Syap.g_01342
OG0001614	Prbj.g_01590	Syap.g_01101
OG0001615	Prbj.g_02667	Syap.g_01937
OG0001616	Prbj.g_01911	Syap.g_01884
OG0001618	Prbj.g_02188	Syap.g_00518
OG0001619	Prbj.g_02282	Syap.g_01752
OG0001620	Prbj.g_00326	Syap.g_00557
OG0001621	Prbj.g_01358	Syap.g_01592
OG0001622	Prbj.g_02050	Syap.g_02601
OG0001634	Prbj.g_00823	Syap.g_01956
OG0001635	Prbj.g_02633	Syap.g_01127
OG0001636	Prbj.g_01209	Syap.g_01797
OG0001637	Prbj.g_00436	Syap.g_01945, Syap.g_01946
OG0001638	Prbj.g_00490	Syap.g_01778
OG0001639	Prbj.g_01685	Syap.g_00751
OG0001641	Prbj.g_02238	Syap.g_02685
OG0001642	Prbj.g_02499	Syap.g_00530
OG0001643	Prbj.g_02578	Syap.g_00902
OG0001652	Prbj.g_01185	Syap.g_02634
OG0001654	Prbj.g_01683	Syap.g_00753
OG0001657	Prbj.g_00532	Syap.g_02175
OG0001658	Prbj.g_01954	Syap.g_00131
OG0001672	Prbj.g_00578	Syap.g_02553, Syap.g_02554
OG0001673	Prbj.g_00178	Syap.g_01163
OG0001675	Prbj.g_02223, Prbj.g_02221	Syap.g_02698
OG0001677	Prbj.g_00366	Syap.g_00592
OG0001680	Prbj.g_01373	Syap.g_01772
OG0001692	Prbj.g_01051	Syap.g_02120
OG0001694	Prbj.g_01407	Syap.g_01358
OG0001714	Prbj.g_01265	Syap.g_01040
OG0001715	Prbj.g_00707	Syap.g_00665
OG0001729	Prbj.g_02618	Syap.g_02666
OG0001730	Prbj.g_00421	Syap.g_00770
OG0001731	Prbj.g_01698	Syap.g_00029
OG0001732	Prbj.g_01904	Syap.g_02315
OG0001735	Prbj.g_00808	Syap.g_00095
OG0001737	Prbj.g_01425	Syap.g_01637
OG0001738	Prbj.g_01458	Syap.g_01657
OG0001748	Prbj.g_00256	Syap.g_01911
OG0001749	Prbj.g_01475	Syap.g_02067
OG0001750	Prbj.g_00599	Syap.g_00764
OG0001751	Prbj.g_00179	Syap.g_01164
OG0001752	Prbj.g_00424	Syap.g_02670
OG0001754	Prbj.g_00433	Syap.g_01949, Syap.g_01948
OG0001755	Prbj.g_02105	Syap.g_00250
OG0001762	Prbj.g_02230	Syap.g_02692
OG0001764	Prbj.g_02318	Syap.g_02336
OG0001766	Prbj.g_01435	Syap.g_01328
OG0001767	Prbj.g_01483	Syap.g_00863
OG0001768	Prbj.g_01149	Syap.g_02275
OG0001783	Prbj.g_01595	Syap.g_01108, Syap.g_01471
OG0001786	Prbj.g_01714	Syap.g_00311, Syap.g_01210
OG0001787	Prbj.g_02126	Syap.g_01454
OG0001788	Prbj.g_02129	Syap.g_01449
OG0001789	Prbj.g_01727	Syap.g_01482, Syap.g_01481
OG0001790	Prbj.g_00960	Syap.g_00238
OG0001796	Prbj.g_02218	Syap.g_01850, Syap.g_01852
OG0001797	Prbj.g_02289	Syap.g_00947
OG0001798	Prbj.g_02556	Syap.g_01291
OG0001800	Prbj.g_01295	Syap.g_00771
OG0001801	Prbj.g_01042	Syap.g_02110
OG0001804	Prbj.g_00066	Syap.g_02045, Syap.g_02046
OG0001806	Prbj.g_01396	Syap.g_02337
OG0001808	Prbj.g_01497	Syap.g_01055
OG0001811	Prbj.g_01139	Syap.g_01180
OG0001812	Prbj.g_01946	Syap.g_01343
OG0001813	Prbj.g_02001	Syap.g_02086
OG0001814	Prbj.g_02059	Syap.g_01166, Syap.g_00125
OG0001815	Prbj.g_02068	Syap.g_01801
OG0001838	Prbj.g_02081	Syap.g_00064, Syap.g_00537
OG0001839	Prbj.g_01205	Syap.g_01794
OG0001840	Prbj.g_01222	Syap.g_00978
OG0001841	Prbj.g_01230	Syap.g_00987
OG0001842	Prbj.g_01812	Syap.g_00147, Syap.g_00146
OG0001843	Prbj.g_01589	Syap.g_01100
OG0001844	Prbj.g_01588	Syap.g_01099
OG0001845	Prbj.g_01582	Syap.g_01094
OG0001846	Prbj.g_01561	Syap.g_02228, Syap.g_02226
OG0001847	Prbj.g_01559	Syap.g_02230
OG0001848	Prbj.g_01555	Syap.g_02236
OG0001849	Prbj.g_00586	Syap.g_02364
OG0001850	Prbj.g_00579	Syap.g_02550
OG0001851	Prbj.g_00574	Syap.g_01700
OG0001852	Prbj.g_00573	Syap.g_01699
OG0001853	Prbj.g_00566	Syap.g_01691
OG0001854	Prbj.g_00175	Syap.g_01157
OG0001855	Prbj.g_00437	Syap.g_01462
OG0001855	Prbj.g_01062	Syap.g_01986
OG0001856	Prbj.g_00886	Syap.g_01216
OG0001857	Prbj.g_00889	Syap.g_01212
OG0001858	Prbj.g_01695	Syap.g_00025
OG0001859	Prbj.g_01648	Syap.g_02516
OG0001860	Prbj.g_01636	Syap.g_02262
OG0001861	Prbj.g_01623	Syap.g_02248
OG0001862	Prbj.g_01611	Syap.g_00276
OG0001863	Prbj.g_01606	Syap.g_00272
OG0001864	Prbj.g_02140	Syap.g_01974
OG0001865	Prbj.g_01784	Syap.g_00651
OG0001866	Prbj.g_01759	Syap.g_01522
OG0001867	Prbj.g_01749	Syap.g_01524
OG0001868	Prbj.g_01730	Syap.g_01495
OG0001869	Prbj.g_00966	Syap.g_00233
OG0001870	Prbj.g_00974	Syap.g_00224
OG0001871	Prbj.g_00842	Syap.g_00217
OG0001872	Prbj.g_02161	Syap.g_02442
OG0001873	Prbj.g_01912	Syap.g_01885
OG0001874	Prbj.g_00017	Syap.g_01882
OG0001877	Prbj.g_00940	Syap.g_00905
OG0001878	Prbj.g_02226	Syap.g_02695
OG0001879	Prbj.g_02234	Syap.g_02690
OG0001883	Prbj.g_02291	Syap.g_01741
OG0001884	Prbj.g_02300	Syap.g_01733
OG0001885	Prbj.g_02313	Syap.g_02792
OG0001886	Prbj.g_02317	Syap.g_02335
OG0001887	Prbj.g_02356	Syap.g_01245
OG0001888	Prbj.g_02398	Syap.g_00168
OG0001889	Prbj.g_02426	Syap.g_02724
OG0001890	Prbj.g_02489	Syap.g_00825
OG0001891	Prbj.g_02493	Syap.g_00832
OG0001893	Prbj.g_02557	Syap.g_01290
OG0001894	Prbj.g_02572	Syap.g_00893
OG0001895	Prbj.g_01292	Syap.g_02658
OG0001896	Prbj.g_00088	Syap.g_02053
OG0001897	Prbj.g_00332	Syap.g_00559
OG0001898	Prbj.g_00349	Syap.g_00577
OG0001899	Prbj.g_00992	Syap.g_00484
OG0001900	Prbj.g_01370	Syap.g_02355
OG0001901	Prbj.g_01371	Syap.g_02354
OG0001902	Prbj.g_01412	Syap.g_01354
OG0001903	Prbj.g_01421	Syap.g_01631
OG0001904	Prbj.g_01489	Syap.g_02063
OG0001905	Prbj.g_01499	Syap.g_01060
OG0001906	Prbj.g_01534	Syap.g_02213
OG0001908	Prbj.g_00506	Syap.g_01185
OG0001909	Prbj.g_01147	Syap.g_02279
OG0001910	Prbj.g_00260	Syap.g_01907
OG0001911	Prbj.g_00209	Syap.g_00845
OG0001912	Prbj.g_01965	Syap.g_01042
OG0001913	Prbj.g_01967	Syap.g_01032
OG0001929	Prbj.g_01237	Syap.g_00994
OG0001930	Prbj.g_01813	Syap.g_00148
OG0001931	Prbj.g_01814	Syap.g_00149
OG0001932	Prbj.g_01591	Syap.g_01102
OG0001935	Prbj.g_00571	Syap.g_01697
OG0001937	Prbj.g_01706	Syap.g_00037
OG0001938	Prbj.g_01634	Syap.g_00731, Syap.g_02259
OG0001943	Prbj.g_00836	Syap.g_00645
OG0001944	Prbj.g_00052	Syap.g_02662
OG0001946	Prbj.g_00945	Syap.g_01058
OG0001956	Prbj.g_02513	Syap.g_01978
OG0001970	Prbj.g_01536	Syap.g_02212
OG0001973	Prbj.g_01926	Syap.g_01332
OG0001977	Prbj.g_02007	Syap.g_02094
OG0001998	Prbj.g_00439	Syap.g_00747
OG0001999	Prbj.g_00462	Syap.g_01375
OG0002002	Prbj.g_02160	Syap.g_02443
OG0002006	Prbj.g_01854	Syap.g_01384, Syap.g_01413
OG0002009	Prbj.g_02375	Syap.g_00155
OG0002010	Prbj.g_00644	Syap.g_00002
OG0002013	Prbj.g_01462	Syap.g_02542
OG0002015	Prbj.g_01478	Syap.g_02069
OG0002016	Prbj.g_00253	Syap.g_00102
OG0002017	Prbj.g_02010	Syap.g_02099
OG0002039	Prbj.g_00827	Syap.g_00208
OG0002046	Prbj.g_00138	Syap.g_02164
OG0002047	Prbj.g_00062	Syap.g_02039, Syap.g_02154
OG0002048	Prbj.g_00369	Syap.g_00598
OG0002053	Prbj.g_01989	Syap.g_00836
OG0002110	Prbj.g_02353	Syap.g_00363
OG0002113	Prbj.g_01206	Syap.g_01795
OG0002114	Prbj.g_00440	Syap.g_01982
OG0002122	Prbj.g_00934	Syap.g_01294
OG0002130	Prbj.g_01726	Syap.g_01480
OG0002160	Prbj.g_00189	Syap.g_01501
OG0002161	Prbj.g_00438	Syap.g_01463
OG0002167	Prbj.g_00915	Syap.g_01318
OG0002168	Prbj.g_01852	Syap.g_01411
OG0002169	Prbj.g_00061	Syap.g_02038, Syap.g_02152
OG0002170	Prbj.g_00344	Syap.g_00573
OG0002171	Prbj.g_01472	Syap.g_02070
OG0002172	Prbj.g_00257	Syap.g_01910
OG0002173	Prbj.g_00239	Syap.g_01420
OG0002174	Prbj.g_02011	Syap.g_02100
OG0002229	Prbj.g_01261	Syap.g_00858
OG0002235	Prbj.g_02390	Syap.g_00176
OG0002236	Prbj.g_02510	Syap.g_02346
OG0002238	Prbj.g_00796	Syap.g_02235, Syap.g_02000
OG0002241	Prbj.g_00139	Syap.g_02165
OG0002242	Prbj.g_01473	Syap.g_02068
OG0002277	Prbj.g_01240	Syap.g_00997
OG0002292	Prbj.g_01156	Syap.g_02266
OG0002335	Prbj.g_01066	Syap.g_01161
OG0002341	Prbj.g_01927	Syap.g_01330
OG0002343	Prbj.g_01344	Syap.g_01581
OG0002382	Prbj.g_01621	Syap.g_02246
OG0002390	Prbj.g_01150	Syap.g_02274
OG0002391	Prbj.g_00197	Syap.g_02223
OG0002394	Prbj.g_01929	Syap.g_02490, Syap.g_01329
OG0002431	Prbj.g_02120	Syap.g_02126
OG0002432	Prbj.g_01932	Syap.g_01335
OG0002440	Prbj.g_02211	Syap.g_01874
OG0002444	Prbj.g_01059	Syap.g_01983
OG0002492	Prbj.g_01930	Syap.g_01333
OG0002495	Prbj.g_00728	Syap.g_00398
OG0002570	Prbj.g_02448	Syap.g_02566
OG0002573	Prbj.g_01060	Syap.g_01984
OG0002580	Prbj.g_02018	Syap.g_02394, Syap.g_02538
OG0002593	Prbj.g_02700	Syap.g_00754
OG0002628	Prbj.g_01520	Syap.g_01081
OG0002632	Prbj.g_01931	Syap.g_01334
OG0002634	Prbj.g_02611	Syap.g_01153
OG0002635	Prbj.g_00963	Syap.g_00937
OG0002638	Prbj.g_01091	Syap.g_00768, Syap.g_00769
OG0002643	Prbj.g_02456	Syap.g_00320
OG0002645	Prbj.g_02583	Syap.g_01443
OG0002648	Prbj.g_01947	Syap.g_01456
OG0002649	Prbj.g_01948	Syap.g_01457
OG0002650	Prbj.g_01949	Syap.g_01458
OG0002668	Prbj.g_01433	Syap.g_01445
OG0002714	Prbj.g_02705	Syap.g_01624
OG0002720	Prbj.g_02386	Syap.g_00156
OG0002733	Prbj.g_00555	Syap.g_01679
OG0002797	Prbj.g_00853	Syap.g_01788
OG0002800	Prbj.g_00675	Syap.g_00658
OG0002837	Prbj.g_01603	Syap.g_01172
OG0002842	Prbj.g_01935	Syap.g_01336
OG0002844	Prbj.g_01259	Syap.g_01000, Syap.g_00861
OG0002940	Prbj.g_00242	Syap.g_00368, Syap.g_00369
OG0003090	Prbj.g_00081	Syap.g_01712
OG0003091	Prbj.g_00241	Syap.g_00367
OG0003093	Prbj.g_00556	Syap.g_01680
OG0003196	Prbj.g_00909	Syap.g_00348
OG0003201	Prbj.g_00154	Syap.g_01241
OG0003252	Prbj.g_01260	Syap.g_01001, Syap.g_01704
OG0003506	Prbj.g_01263	Syap.g_01004
OG0003507	Prbj.g_01268	Syap.g_00631
OG0003828	Prbj.g_01523	Syap.g_01085, Syap.g_02077
