Orthogroup	Prab	Prah
OG0001174	Prab.g_01861	Prah.g_00145
OG0001175	Prab.g_01862	Prah.g_00144
OG0001176	Prab.g_01863	Prah.g_00136
OG0001177	Prab.g_01865	Prah.g_00134
OG0001178	Prab.g_01868	Prah.g_00130
OG0001179	Prab.g_01869	Prah.g_00129
OG0001180	Prab.g_01870	Prah.g_00128
OG0001181	Prab.g_01871	Prah.g_00127
OG0001182	Prab.g_01872	Prah.g_00126
OG0001183	Prab.g_01873	Prah.g_00125
OG0001184	Prab.g_01875	Prah.g_00088
OG0001185	Prab.g_01879	Prah.g_00086
OG0001186	Prab.g_01880	Prah.g_00085
OG0001187	Prab.g_01881	Prah.g_00084
OG0001188	Prab.g_01882	Prah.g_00080
OG0001189	Prab.g_01883	Prah.g_00079
OG0001190	Prab.g_01884	Prah.g_00078
OG0001191	Prab.g_01885	Prah.g_00076
OG0001192	Prab.g_01886	Prah.g_00074
OG0001193	Prab.g_01887	Prah.g_00073
OG0001194	Prab.g_01888	Prah.g_00071
OG0001195	Prab.g_01889	Prah.g_00070
OG0001196	Prab.g_01890	Prah.g_00068
OG0001197	Prab.g_01891	Prah.g_00067
OG0001198	Prab.g_01892	Prah.g_00066
OG0001199	Prab.g_01893	Prah.g_00065
OG0001200	Prab.g_01894	Prah.g_00063
OG0001201	Prab.g_01895	Prah.g_00062
OG0001202	Prab.g_01896	Prah.g_00061
OG0001203	Prab.g_01898	Prah.g_00059
OG0001204	Prab.g_01900	Prah.g_00055
OG0001205	Prab.g_01901	Prah.g_00053
OG0001206	Prab.g_01902	Prah.g_00052
OG0001207	Prab.g_01903	Prah.g_02490
OG0001208	Prab.g_01904	Prah.g_02491
OG0001209	Prab.g_01905	Prah.g_02492
OG0001210	Prab.g_01906	Prah.g_02493
OG0001211	Prab.g_01907	Prah.g_02495
OG0001212	Prab.g_01908	Prah.g_02496
OG0001213	Prab.g_01909	Prah.g_02497
OG0001214	Prab.g_01911	Prah.g_02499
OG0001215	Prab.g_01912	Prah.g_02501
OG0001216	Prab.g_01913	Prah.g_02503
OG0001217	Prab.g_01914	Prah.g_02504
OG0001218	Prab.g_01915	Prah.g_02505
OG0001219	Prab.g_01918	Prah.g_02508
OG0001220	Prab.g_01919	Prah.g_02513
OG0001221	Prab.g_01922	Prah.g_02536
OG0001222	Prab.g_01923	Prah.g_02540
OG0001223	Prab.g_01924	Prah.g_02541
OG0001224	Prab.g_01925	Prah.g_02543
OG0001225	Prab.g_01926	Prah.g_02544
OG0001226	Prab.g_01927	Prah.g_02547
OG0001227	Prab.g_01928	Prah.g_02548
OG0001228	Prab.g_01929	Prah.g_02550
OG0001229	Prab.g_01930	Prah.g_02551
OG0001230	Prab.g_01931	Prah.g_02552
OG0001231	Prab.g_01932	Prah.g_02565
OG0001232	Prab.g_01933	Prah.g_02574
OG0001233	Prab.g_01934	Prah.g_02575
OG0001234	Prab.g_01935	Prah.g_02576
OG0001235	Prab.g_01936	Prah.g_02577
OG0001236	Prab.g_01938	Prah.g_02579
OG0001237	Prab.g_01939	Prah.g_02580
OG0001238	Prab.g_01941	Prah.g_02584
OG0001239	Prab.g_01942	Prah.g_02586
OG0001240	Prab.g_01943	Prah.g_02587
OG0001241	Prab.g_01945	Prah.g_02591
OG0001242	Prab.g_01947	Prah.g_02593
OG0001243	Prab.g_01948	Prah.g_02594
OG0001244	Prab.g_01949	Prah.g_02596
OG0001245	Prab.g_01950	Prah.g_02598
OG0001246	Prab.g_01951	Prah.g_02600
OG0001247	Prab.g_01952	Prah.g_02601
OG0001248	Prab.g_01953	Prah.g_02602
OG0001249	Prab.g_01954	Prah.g_02603
OG0001250	Prab.g_01955	Prah.g_02604
OG0001253	Prab.g_00141	Prah.g_02287
OG0001254	Prab.g_00269	Prah.g_02135
OG0001255	Prab.g_00321	Prah.g_01941
OG0001256	Prab.g_01624	Prah.g_01084
OG0001257	Prab.g_00486	Prah.g_01564
OG0001258	Prab.g_00502	Prah.g_01545
OG0001259	Prab.g_00594	Prah.g_01418
OG0001261	Prab.g_00874	Prah.g_00604
OG0001262	Prab.g_00890	Prah.g_00581
OG0001263	Prab.g_01100	Prah.g_01190
OG0001264	Prab.g_01069	Prah.g_00734
OG0001265	Prab.g_00953	Prah.g_00856
OG0001266	Prab.g_01120	Prah.g_01192
OG0001267	Prab.g_01203	Prah.g_01037
OG0001268	Prab.g_01216	Prah.g_01324
OG0001270	Prab.g_01506	Prah.g_01203
OG0001271	Prab.g_01517	Prah.g_01622
OG0001273	Prab.g_01562	Prah.g_01521
OG0001274	Prab.g_01567	Prah.g_01050
OG0001275	Prab.g_01592	Prah.g_00282
OG0001278	Prab.g_01661	Prah.g_01665
OG0001279	Prab.g_01665	Prah.g_01670
OG0001280	Prab.g_01668	Prah.g_01673
OG0001281	Prab.g_01734	Prah.g_02068
OG0001282	Prab.g_01758	Prah.g_01682
OG0001283	Prab.g_01839	Prah.g_02240
OG0001284	Prab.g_01867	Prah.g_00131
OG0001285	Prab.g_01899	Prah.g_00057
OG0001286	Prab.g_01944	Prah.g_02589
OG0001287	Prab.g_00379	Prah.g_01100
OG0001288	Prab.g_00440	Prah.g_00231
OG0001290	Prab.g_00030	Prah.g_00037
OG0001291	Prab.g_00063	Prah.g_01841
OG0001292	Prab.g_00066	Prah.g_01844
OG0001293	Prab.g_00068	Prah.g_01846
OG0001294	Prab.g_00084	Prah.g_01881
OG0001295	Prab.g_00110	Prah.g_00185
OG0001297	Prab.g_00190	Prah.g_02359
OG0001298	Prab.g_00233	Prah.g_02077
OG0001299	Prab.g_00242	Prah.g_01868, Prah.g_02090
OG0001301	Prab.g_00642	Prah.g_00499
OG0001303	Prab.g_00776	Prah.g_00356
OG0001304	Prab.g_00938	Prah.g_00906
OG0001306	Prab.g_01127	Prah.g_02573
OG0001307	Prab.g_01137	Prah.g_00722
OG0001309	Prab.g_01164	Prah.g_00054
OG0001310	Prab.g_01174	Prah.g_01182
OG0001311	Prab.g_01247	Prah.g_01250
OG0001313	Prab.g_01565	Prah.g_00018
OG0001314	Prab.g_01692	Prah.g_01704
OG0001315	Prab.g_01726	Prah.g_01761
OG0001318	Prab.g_00131	Prah.g_02279
OG0001320	Prab.g_00472	Prah.g_01481
OG0001322	Prab.g_00821	Prah.g_00942
OG0001323	Prab.g_01112	Prah.g_00555
OG0001328	Prab.g_01331	Prah.g_01370
OG0001329	Prab.g_01381	Prah.g_02582
OG0001330	Prab.g_01558	Prah.g_01658
OG0001331	Prab.g_01666	Prah.g_01671
OG0001332	Prab.g_01715	Prah.g_01737
OG0001333	Prab.g_01806	Prah.g_01990
OG0001334	Prab.g_01859	Prah.g_00148
OG0001335	Prab.g_01897	Prah.g_00060
OG0001337	Prab.g_00109	Prah.g_00187
OG0001339	Prab.g_00194	Prah.g_02363
OG0001340	Prab.g_00238	Prah.g_02083
OG0001341	Prab.g_00250	Prah.g_02108
OG0001342	Prab.g_00268	Prah.g_02134
OG0001343	Prab.g_00326	Prah.g_01934
OG0001344	Prab.g_00366	Prah.g_00443
OG0001345	Prab.g_00437	Prah.g_00228
OG0001346	Prab.g_00476	Prah.g_00309
OG0001347	Prab.g_00490	Prah.g_01560
OG0001348	Prab.g_00508	Prah.g_01537
OG0001349	Prab.g_00513	Prah.g_01531
OG0001350	Prab.g_00518	Prah.g_01527
OG0001351	Prab.g_00581	Prah.g_01435
OG0001353	Prab.g_00710	Prah.g_02393
OG0001355	Prab.g_00880	Prah.g_00597
OG0001357	Prab.g_00982	Prah.g_00837
OG0001358	Prab.g_00954	Prah.g_00855
OG0001361	Prab.g_01269	Prah.g_01284
OG0001362	Prab.g_01590	Prah.g_00431
OG0001366	Prab.g_01706	Prah.g_01726
OG0001367	Prab.g_01748	Prah.g_01971, Prah.g_00340
OG0001368	Prab.g_01866	Prah.g_00132
OG0001369	Prab.g_00952	Prah.g_00857
OG0001375	Prab.g_00125	Prah.g_02263
OG0001378	Prab.g_00261	Prah.g_02124
OG0001380	Prab.g_01626	Prah.g_01342
OG0001384	Prab.g_00523	Prah.g_01518
OG0001396	Prab.g_00749	Prah.g_00756
OG0001410	Prab.g_01595	Prah.g_02412
OG0001412	Prab.g_01029	Prah.g_00766
OG0001413	Prab.g_01648	Prah.g_00994, Prah.g_00343
OG0001415	Prab.g_00314	Prah.g_01957
OG0001416	Prab.g_00525	Prah.g_01516
OG0001425	Prab.g_01581	Prah.g_00891
OG0001426	Prab.g_01940	Prah.g_02583
OG0001429	Prab.g_01000	Prah.g_00813
OG0001436	Prab.g_00793	Prah.g_01163, Prah.g_02519
OG0001438	Prab.g_00624	Prah.g_00527
OG0001439	Prab.g_00872	Prah.g_00606
OG0001442	Prab.g_01178	Prah.g_01213
OG0001448	Prab.g_01603	Prah.g_01180
OG0001451	Prab.g_00406	Prah.g_01078
OG0001452	Prab.g_01917	Prah.g_02507
OG0001456	Prab.g_00593	Prah.g_01419
OG0001466	Prab.g_00769	Prah.g_00892
OG0001467	Prab.g_01463	Prah.g_00411
OG0001470	Prab.g_00308	Prah.g_02184
OG0001471	Prab.g_00426	Prah.g_00621
OG0001474	Prab.g_01099	Prah.g_02553
OG0001475	Prab.g_01105	Prah.g_02512
OG0001476	Prab.g_01106	Prah.g_02511
OG0001477	Prab.g_01107	Prah.g_02510
OG0001478	Prab.g_01113	Prah.g_01034
OG0001479	Prab.g_01140	Prah.g_01240
OG0001480	Prab.g_01149	Prah.g_00223
OG0001481	Prab.g_01235	Prah.g_01294
OG0001483	Prab.g_01320	Prah.g_01356
OG0001486	Prab.g_01049	Prah.g_00696
OG0001493	Prab.g_01098	Prah.g_02554
OG0001494	Prab.g_01097	Prah.g_02555
OG0001495	Prab.g_01096	Prah.g_02556
OG0001496	Prab.g_01095	Prah.g_02557
OG0001497	Prab.g_01094	Prah.g_02558
OG0001498	Prab.g_01093	Prah.g_02559
OG0001499	Prab.g_01092	Prah.g_02560
OG0001500	Prab.g_01091	Prah.g_02561
OG0001501	Prab.g_01090	Prah.g_02562
OG0001502	Prab.g_01089	Prah.g_02563
OG0001503	Prab.g_01088	Prah.g_02564
OG0001504	Prab.g_01053	Prah.g_00700
OG0001508	Prab.g_01570	Prah.g_01202
OG0001513	Prab.g_00096	Prah.g_01895, Prah.g_00432
OG0001520	Prab.g_00792	Prah.g_01162
OG0001525	Prab.g_00464	Prah.g_01367
OG0001529	Prab.g_00399	Prah.g_01081
OG0001530	Prab.g_00791	Prah.g_01161
OG0001532	Prab.g_00034	Prah.g_00044
OG0001542	Prab.g_01575	Prah.g_01817
OG0001574	Prab.g_00415	Prah.g_01101
OG0001587	Prab.g_01286	Prah.g_00260
OG0001588	Prab.g_01604	Prah.g_01664
OG0001590	Prab.g_00281	Prah.g_02149
OG0001592	Prab.g_00389	Prah.g_01806
OG0001598	Prab.g_01081	Prah.g_01220
OG0001709	Prab.g_00784	Prah.g_01569, Prah.g_01156
OG0001711	Prab.g_01292	Prah.g_00094
OG0001795	Prab.g_00567	Prah.g_01453
OG0001797	Prab.g_01342	Prah.g_00992
OG0001821	Prab.g_01608	Prah.g_00345
OG0001822	Prab.g_01411	Prah.g_02131
OG0001913	Prab.g_00785	Prah.g_01158, Prah.g_01157
OG0001915	Prab.g_01589	Prah.g_00447
OG0001955	Prab.g_00398	Prah.g_01021
OG0002132	Prab.g_01383	Prah.g_02249
