Orthogroup	Prab	Pram
OG0001171	Prab.g_01856	Pram.g_01832
OG0001172	Prab.g_01858	Pram.g_01834
OG0001173	Prab.g_01860	Pram.g_01836
OG0001174	Prab.g_01861	Pram.g_01837
OG0001175	Prab.g_01862	Pram.g_01838
OG0001176	Prab.g_01863	Pram.g_01840
OG0001177	Prab.g_01865	Pram.g_01842
OG0001178	Prab.g_01868	Pram.g_01845
OG0001179	Prab.g_01869	Pram.g_01846
OG0001180	Prab.g_01870	Pram.g_01847
OG0001181	Prab.g_01871	Pram.g_01848
OG0001182	Prab.g_01872	Pram.g_01849
OG0001183	Prab.g_01873	Pram.g_01850
OG0001184	Prab.g_01875	Pram.g_01852
OG0001185	Prab.g_01879	Pram.g_01854
OG0001186	Prab.g_01880	Pram.g_01855
OG0001187	Prab.g_01881	Pram.g_01856
OG0001188	Prab.g_01882	Pram.g_01857
OG0001189	Prab.g_01883	Pram.g_01858
OG0001190	Prab.g_01884	Pram.g_01859
OG0001191	Prab.g_01885	Pram.g_01860
OG0001192	Prab.g_01886	Pram.g_01861
OG0001193	Prab.g_01887	Pram.g_01862
OG0001194	Prab.g_01888	Pram.g_01863
OG0001195	Prab.g_01889	Pram.g_01864
OG0001196	Prab.g_01890	Pram.g_01865
OG0001197	Prab.g_01891	Pram.g_01866
OG0001198	Prab.g_01892	Pram.g_01867
OG0001199	Prab.g_01893	Pram.g_01868
OG0001200	Prab.g_01894	Pram.g_01869
OG0001201	Prab.g_01895	Pram.g_01870
OG0001202	Prab.g_01896	Pram.g_01871
OG0001203	Prab.g_01898	Pram.g_01873
OG0001204	Prab.g_01900	Pram.g_01875
OG0001205	Prab.g_01901	Pram.g_01877
OG0001206	Prab.g_01902	Pram.g_01878
OG0001207	Prab.g_01903	Pram.g_01879
OG0001208	Prab.g_01904	Pram.g_01880
OG0001209	Prab.g_01905	Pram.g_01881
OG0001210	Prab.g_01906	Pram.g_01882
OG0001211	Prab.g_01907	Pram.g_01883
OG0001212	Prab.g_01908	Pram.g_01884
OG0001213	Prab.g_01909	Pram.g_01885
OG0001214	Prab.g_01911	Pram.g_01887
OG0001215	Prab.g_01912	Pram.g_01888
OG0001216	Prab.g_01913	Pram.g_01889
OG0001217	Prab.g_01914	Pram.g_01890
OG0001218	Prab.g_01915	Pram.g_01891
OG0001219	Prab.g_01918	Pram.g_01894
OG0001220	Prab.g_01919	Pram.g_01895
OG0001221	Prab.g_01922	Pram.g_01900
OG0001222	Prab.g_01923	Pram.g_01901
OG0001223	Prab.g_01924	Pram.g_01902
OG0001224	Prab.g_01925	Pram.g_01904
OG0001225	Prab.g_01926	Pram.g_01905
OG0001226	Prab.g_01927	Pram.g_01906
OG0001227	Prab.g_01928	Pram.g_01907
OG0001228	Prab.g_01929	Pram.g_01908
OG0001229	Prab.g_01930	Pram.g_01909
OG0001230	Prab.g_01931	Pram.g_01910
OG0001231	Prab.g_01932	Pram.g_01911
OG0001232	Prab.g_01933	Pram.g_01913
OG0001233	Prab.g_01934	Pram.g_01914
OG0001234	Prab.g_01935	Pram.g_01915
OG0001235	Prab.g_01936	Pram.g_01916
OG0001236	Prab.g_01938	Pram.g_01918
OG0001237	Prab.g_01939	Pram.g_01919
OG0001238	Prab.g_01941	Pram.g_01924
OG0001239	Prab.g_01942	Pram.g_01925
OG0001240	Prab.g_01943	Pram.g_01926
OG0001241	Prab.g_01945	Pram.g_01929
OG0001242	Prab.g_01947	Pram.g_01930
OG0001243	Prab.g_01948	Pram.g_01931
OG0001244	Prab.g_01949	Pram.g_01932
OG0001245	Prab.g_01950	Pram.g_01933
OG0001246	Prab.g_01951	Pram.g_01934
OG0001247	Prab.g_01952	Pram.g_01935
OG0001248	Prab.g_01953	Pram.g_01936
OG0001249	Prab.g_01954	Pram.g_01937
OG0001250	Prab.g_01955	Pram.g_01938
OG0001252	Prab.g_00128	Pram.g_00124
OG0001253	Prab.g_00141	Pram.g_00135
OG0001254	Prab.g_00269	Pram.g_00269
OG0001255	Prab.g_00321	Pram.g_00327
OG0001257	Prab.g_00486	Pram.g_00418
OG0001258	Prab.g_00502	Pram.g_00434
OG0001259	Prab.g_00594	Pram.g_00527
OG0001260	Prab.g_00766	Pram.g_00903
OG0001261	Prab.g_00874	Pram.g_00844
OG0001262	Prab.g_00890	Pram.g_00862
OG0001263	Prab.g_01100	Pram.g_01161
OG0001264	Prab.g_01069	Pram.g_00733
OG0001265	Prab.g_00953	Pram.g_00981
OG0001266	Prab.g_01120	Pram.g_00577
OG0001267	Prab.g_01203	Pram.g_01157
OG0001268	Prab.g_01216	Pram.g_01143
OG0001270	Prab.g_01506	Pram.g_01334
OG0001271	Prab.g_01517	Pram.g_01322
OG0001272	Prab.g_01561	Pram.g_00658
OG0001273	Prab.g_01562	Pram.g_01272
OG0001274	Prab.g_01567	Pram.g_01590
OG0001277	Prab.g_01623	Pram.g_01599
OG0001278	Prab.g_01661	Pram.g_01624
OG0001279	Prab.g_01665	Pram.g_01627
OG0001280	Prab.g_01668	Pram.g_01630
OG0001281	Prab.g_01734	Pram.g_01700
OG0001282	Prab.g_01758	Pram.g_01637
OG0001283	Prab.g_01839	Pram.g_01813
OG0001284	Prab.g_01867	Pram.g_01844
OG0001285	Prab.g_01899	Pram.g_01874
OG0001286	Prab.g_01944	Pram.g_01928
OG0001287	Prab.g_00379	Pram.g_01516
OG0001288	Prab.g_00440	Pram.g_00372
OG0001290	Prab.g_00030	Pram.g_00017
OG0001291	Prab.g_00063	Pram.g_00056
OG0001292	Prab.g_00066	Pram.g_00059
OG0001293	Prab.g_00068	Pram.g_00061
OG0001294	Prab.g_00084	Pram.g_00077
OG0001295	Prab.g_00110	Pram.g_00105
OG0001297	Prab.g_00190	Pram.g_00184
OG0001298	Prab.g_00233	Pram.g_00231
OG0001299	Prab.g_00242	Pram.g_00240
OG0001300	Prab.g_00362	Pram.g_01213
OG0001302	Prab.g_00773	Pram.g_01529
OG0001303	Prab.g_00776	Pram.g_01196
OG0001304	Prab.g_00938	Pram.g_00897
OG0001307	Prab.g_01137	Pram.g_01214
OG0001308	Prab.g_01162	Pram.g_01275
OG0001311	Prab.g_01247	Pram.g_01106
OG0001313	Prab.g_01565	Pram.g_00357
OG0001314	Prab.g_01692	Pram.g_01655
OG0001318	Prab.g_00131	Pram.g_00127
OG0001321	Prab.g_00778	Pram.g_00576
OG0001322	Prab.g_00821	Pram.g_01189
OG0001323	Prab.g_01112	Pram.g_00723
OG0001324	Prab.g_01145	Pram.g_00625
OG0001325	Prab.g_01167	Pram.g_00648
OG0001328	Prab.g_01331	Pram.g_01235
OG0001329	Prab.g_01381	Pram.g_01922
OG0001330	Prab.g_01558	Pram.g_01289
OG0001331	Prab.g_01666	Pram.g_01628
OG0001332	Prab.g_01715	Pram.g_01680
OG0001333	Prab.g_01806	Pram.g_01774
OG0001334	Prab.g_01859	Pram.g_01835
OG0001335	Prab.g_01897	Pram.g_01872
OG0001337	Prab.g_00109	Pram.g_00104
OG0001338	Prab.g_00135	Pram.g_01246
OG0001339	Prab.g_00194	Pram.g_00188
OG0001340	Prab.g_00238	Pram.g_00236
OG0001341	Prab.g_00250	Pram.g_00249
OG0001342	Prab.g_00268	Pram.g_00268
OG0001343	Prab.g_00326	Pram.g_00334
OG0001345	Prab.g_00437	Pram.g_00369
OG0001346	Prab.g_00476	Pram.g_00408
OG0001347	Prab.g_00490	Pram.g_00422
OG0001348	Prab.g_00508	Pram.g_00680
OG0001349	Prab.g_00513	Pram.g_00446
OG0001350	Prab.g_00518	Pram.g_00451
OG0001351	Prab.g_00581	Pram.g_00515
OG0001352	Prab.g_00687	Pram.g_00772
OG0001353	Prab.g_00710	Pram.g_00211
OG0001355	Prab.g_00880	Pram.g_00851
OG0001356	Prab.g_01086	Pram.g_00711
OG0001357	Prab.g_00982	Pram.g_00969
OG0001358	Prab.g_00954	Pram.g_00980
OG0001359	Prab.g_01190	Pram.g_01551
OG0001360	Prab.g_01191	Pram.g_01552
OG0001361	Prab.g_01269	Pram.g_01085
OG0001362	Prab.g_01590	Pram.g_01253
OG0001363	Prab.g_01392	Pram.g_00045, Pram.g_01438
OG0001364	Prab.g_01536	Pram.g_01302
OG0001365	Prab.g_01729	Pram.g_00041
OG0001366	Prab.g_01706	Pram.g_01670
OG0001368	Prab.g_01866	Pram.g_01843
OG0001369	Prab.g_00952	Pram.g_00982
OG0001371	Prab.g_00059	Pram.g_00051
OG0001372	Prab.g_00060	Pram.g_00053
OG0001373	Prab.g_00067	Pram.g_00060
OG0001374	Prab.g_00079	Pram.g_00071
OG0001375	Prab.g_00125	Pram.g_00122
OG0001376	Prab.g_00225	Pram.g_00221
OG0001377	Prab.g_00246	Pram.g_00245
OG0001378	Prab.g_00261	Pram.g_00261
OG0001379	Prab.g_00351	Pram.g_01337
OG0001380	Prab.g_01626	Pram.g_00788
OG0001382	Prab.g_00465	Pram.g_00399
OG0001383	Prab.g_00515	Pram.g_00448
OG0001384	Prab.g_00523	Pram.g_00457
OG0001385	Prab.g_00671	Pram.g_01043
OG0001386	Prab.g_00679	Pram.g_00764
OG0001387	Prab.g_00681	Pram.g_00766
OG0001388	Prab.g_00691	Pram.g_00777
OG0001389	Prab.g_00728	Pram.g_01025
OG0001390	Prab.g_00765	Pram.g_01533
OG0001391	Prab.g_00826	Pram.g_00907
OG0001392	Prab.g_01087	Pram.g_00710
OG0001393	Prab.g_01085	Pram.g_00712
OG0001394	Prab.g_01063	Pram.g_00739
OG0001395	Prab.g_01060	Pram.g_00742
OG0001397	Prab.g_00944	Pram.g_00993
OG0001398	Prab.g_00925	Pram.g_00884
OG0001399	Prab.g_01110	Pram.g_00702
OG0001400	Prab.g_01118	Pram.g_01202
OG0001401	Prab.g_01298	Pram.g_00698
OG0001402	Prab.g_01205	Pram.g_01155
OG0001403	Prab.g_01327	Pram.g_01231
OG0001404	Prab.g_01352	Pram.g_00996
OG0001405	Prab.g_01361	Pram.g_01467
OG0001406	Prab.g_01505	Pram.g_01335
OG0001407	Prab.g_01508	Pram.g_01332
OG0001408	Prab.g_01559	Pram.g_01288
OG0001409	Prab.g_01573	Pram.g_01563
OG0001410	Prab.g_01595	Pram.g_01526
OG0001412	Prab.g_01029	Pram.g_00920
OG0001413	Prab.g_01648	Pram.g_01620
OG0001414	Prab.g_00053	Pram.g_01553
OG0001415	Prab.g_00314	Pram.g_00314
OG0001416	Prab.g_00525	Pram.g_00459
OG0001417	Prab.g_00680	Pram.g_00765
OG0001418	Prab.g_00779	Pram.g_00660
OG0001419	Prab.g_00830	Pram.g_00912
OG0001420	Prab.g_01083	Pram.g_00714
OG0001421	Prab.g_01078	Pram.g_00718
OG0001422	Prab.g_01115	Pram.g_00650
OG0001423	Prab.g_01192	Pram.g_01509
OG0001424	Prab.g_01282	Pram.g_01286
OG0001425	Prab.g_01581	Pram.g_01200
OG0001426	Prab.g_01940	Pram.g_01923
OG0001428	Prab.g_00377	Pram.g_01408
OG0001429	Prab.g_01000	Pram.g_00953
OG0001431	Prab.g_01116	Pram.g_00695
OG0001438	Prab.g_00624	Pram.g_00558
OG0001439	Prab.g_00872	Pram.g_00841
OG0001440	Prab.g_00950	Pram.g_00985
OG0001441	Prab.g_01155	Pram.g_01508
OG0001442	Prab.g_01178	Pram.g_01598
OG0001448	Prab.g_01603	Pram.g_01256
OG0001449	Prab.g_01395, Prab.g_01408	Pram.g_01401
OG0001451	Prab.g_00406	Pram.g_00613
OG0001452	Prab.g_01917	Pram.g_01893
OG0001454	Prab.g_00356	Pram.g_00392
OG0001457	Prab.g_00707	Pram.g_00797
OG0001460	Prab.g_00902	Pram.g_00581
OG0001461	Prab.g_01037	Pram.g_01032
OG0001462	Prab.g_00962	Pram.g_01179
OG0001463	Prab.g_01109	Pram.g_00398
OG0001466	Prab.g_00769	Pram.g_01277
OG0001468	Prab.g_01829	Pram.g_01800
OG0001469	Prab.g_01217	Pram.g_01142
OG0001470	Prab.g_00308	Pram.g_00308
OG0001471	Prab.g_00426	Pram.g_01576
OG0001473	Prab.g_01101	Pram.g_00906
OG0001481	Prab.g_01235	Pram.g_01121
OG0001483	Prab.g_01320	Pram.g_01224
OG0001484	Prab.g_01391	Pram.g_00046
OG0001485	Prab.g_01728	Pram.g_01692
OG0001490	Prab.g_00390	Pram.g_01694
OG0001504	Prab.g_01053	Pram.g_00749
OG0001506	Prab.g_01132	Pram.g_01187
OG0001507	Prab.g_01202	Pram.g_01159
OG0001510	Prab.g_01821	Pram.g_01792
OG0001516	Prab.g_00988	Pram.g_01487
OG0001519	Prab.g_00380	Pram.g_00628
OG0001521	Prab.g_01730	Pram.g_00042
OG0001526	Prab.g_01080	Pram.g_00716
OG0001527	Prab.g_01153	Pram.g_01515
OG0001530	Prab.g_00791	Pram.g_01623
OG0001580	Prab.g_01398	Pram.g_01442
OG0001581	Prab.g_01401	Pram.g_01421
OG0001587	Prab.g_01286	Pram.g_01575
OG0001588	Prab.g_01604	Pram.g_01543
OG0001616	Prab.g_00973	Pram.g_01593
OG0001617	Prab.g_01341	Pram.g_01399
OG0001619	Prab.g_01350	Pram.g_01205
OG0001630	Prab.g_01436	Pram.g_01497
OG0001646	Prab.g_01177	Pram.g_00630
OG0001712	Prab.g_01389	Pram.g_01429
OG0001795	Prab.g_00567	Pram.g_00501
OG0001797	Prab.g_01342	Pram.g_01555
OG0001821	Prab.g_01608	Pram.g_01609
OG0001822	Prab.g_01411	Pram.g_01444
OG0001823	Prab.g_01388	Pram.g_01431
OG0001827	Prab.g_01183	Pram.g_00626
OG0001844	Prab.g_01402	Pram.g_01419
OG0001871	Prab.g_00911	Pram.g_01259
OG0001915	Prab.g_01589	Pram.g_01040
OG0001959	Prab.g_01387	Pram.g_01430
OG0001993	Prab.g_01435	Pram.g_01498
OG0002134	Prab.g_01429	Pram.g_01499
OG0002253	Prab.g_01659	Pram.g_01473
OG0002353	Prab.g_01386	Pram.g_01432
